coo_X,coo_Y,synth_sar,data_sar,err_sar,los_E,los_N,los_Z
418670.00,4516876.40,-1.68079e-04,7.62900e-03,5.00000e-03,0.439,-0.088,0.894
418843.50,4516856.30,-6.61646e-05,7.25500e-03,5.00000e-03,0.439,-0.088,0.894
419040.00,4516040.00,1.62255e-04,-3.97400e-03,5.00000e-03,0.439,-0.088,0.894
419127.10,4516367.80,1.88542e-04,-1.18930e-02,5.00000e-03,0.439,-0.088,0.894
418972.50,4516813.80,2.21241e-05,4.39000e-04,5.00000e-03,0.439,-0.088,0.894
419292.20,4515987.00,3.58950e-04,-6.19700e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4516260.00,3.04631e-04,-2.56800e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4516700.00,2.51832e-04,-1.61420e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4516920.00,2.21890e-04,-1.29930e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4517140.00,1.89616e-04,-7.91400e-04,5.00000e-03,0.439,-0.088,0.894
419204.70,4517375.40,1.07967e-04,-1.63460e-02,5.00000e-03,0.439,-0.088,0.894
419260.00,4518460.00,-4.80051e-05,-8.19700e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516040.00,5.19716e-04,-8.42290e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516260.00,4.98930e-04,-4.13330e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516480.00,4.75329e-04,-4.49680e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516700.00,4.48866e-04,-5.13330e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516920.00,4.19517e-04,-5.52150e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4517140.00,3.87289e-04,-5.21850e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4517360.00,3.52221e-04,-4.98910e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4517580.00,3.14389e-04,-8.17180e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4518020.00,2.30908e-04,-5.36870e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4518240.00,1.85593e-04,-3.68190e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4518460.00,1.38179e-04,-8.51840e-03,5.00000e-03,0.439,-0.088,0.894
