xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,Pxx,Pxx_sigma,Pyy,Pyy_sigma,Pzz,Pzz_sigma
4.2627893e+05,9.8447932e+01,4.5187416e+06,1.0848182e+02,3.0080774e+03,5.1764194e+02,1.4123822e+07,3.0191437e+06,1.6512381e+07,1.3382283e+06,1.7876829e+07,3.1526891e+06
