func,iter,xcen,ycen,depth,radius,dP_mu
2.078085e+01,16,4.2622149e+05,4.5185702e+06,4.0192347e+03,9.7039795e+02,4.3765367e-03
2.078096e+01,18,4.2629881e+05,4.5186907e+06,3.8758899e+03,1.0651702e+03,3.1067359e-03
2.078170e+01,19,4.2619612e+05,4.5186778e+06,3.9297926e+03,9.2461190e+02,4.9361589e-03
2.078173e+01,17,4.2621418e+05,4.5187295e+06,3.8678225e+03,9.2185960e+02,4.7545921e-03
2.078210e+01,16,4.2618575e+05,4.5186295e+06,3.7748569e+03,1.0551187e+03,3.0814427e-03
2.078285e+01,16,4.2625205e+05,4.5186485e+06,3.9534322e+03,1.2301859e+03,2.1252922e-03
2.078302e+01,14,4.2626427e+05,4.5187043e+06,3.8588016e+03,9.1179160e+02,4.7478037e-03
2.078324e+01,17,4.2626327e+05,4.5187041e+06,3.8386954e+03,9.1210643e+02,4.7132445e-03
2.078331e+01,19,4.2624948e+05,4.5186817e+06,3.8715021e+03,1.1228352e+03,2.5884585e-03
2.078331e+01,17,4.2626224e+05,4.5186481e+06,3.8338257e+03,1.1439189e+03,2.5556248e-03
2.078346e+01,16,4.2623741e+05,4.5186064e+06,3.8775057e+03,1.1045349e+03,2.7244806e-03
2.078406e+01,18,4.2627758e+05,4.5185963e+06,3.9543448e+03,9.7157156e+02,4.1160199e-03
2.078415e+01,14,4.2627064e+05,4.5186675e+06,3.8463713e+03,9.3259832e+02,4.6831083e-03
2.078484e+01,19,4.2629511e+05,4.5185989e+06,3.9769134e+03,9.9143323e+02,3.9588272e-03
2.078498e+01,15,4.2618750e+05,4.5186090e+06,4.0366720e+03,1.0078428e+03,3.9433382e-03
2.078505e+01,18,4.2620252e+05,4.5186679e+06,3.8434277e+03,1.1510173e+03,2.5048933e-03
2.078529e+01,18,4.2624037e+05,4.5186261e+06,3.9558753e+03,9.6829424e+02,4.0863750e-03
2.078549e+01,16,4.2627304e+05,4.5185985e+06,3.8828275e+03,1.2312364e+03,2.0353953e-03
2.078603e+01,14,4.2627124e+05,4.5186352e+06,3.7544734e+03,1.1296073e+03,2.5201745e-03
2.078623e+01,14,4.2628017e+05,4.5186335e+06,3.8455196e+03,1.0971156e+03,2.8885054e-03
2.078664e+01,18,4.2626300e+05,4.5186049e+06,3.9535713e+03,9.0759703e+02,4.9773540e-03
2.078695e+01,15,4.2618147e+05,4.5186143e+06,3.8319107e+03,1.1431403e+03,2.4439946e-03
2.078698e+01,14,4.2616836e+05,4.5186709e+06,3.8279450e+03,1.0743146e+03,2.9971357e-03
2.078724e+01,18,4.2628669e+05,4.5187199e+06,3.8628234e+03,9.2037583e+02,4.7275490e-03
2.078732e+01,19,4.2620827e+05,4.5185902e+06,3.8568964e+03,1.1096031e+03,2.7808108e-03
2.078747e+01,17,4.2626937e+05,4.5185987e+06,3.8632305e+03,8.9333016e+02,5.1814422e-03
2.078768e+01,17,4.2622047e+05,4.5186554e+06,3.8592641e+03,1.0912104e+03,2.7828959e-03
2.078771e+01,17,4.2626469e+05,4.5186233e+06,3.8459526e+03,1.0373971e+03,3.2443145e-03
2.078780e+01,14,4.2623022e+05,4.5186140e+06,3.7803193e+03,1.0444328e+03,3.1445576e-03
2.078821e+01,17,4.2626338e+05,4.5185735e+06,3.9651275e+03,1.0600563e+03,3.2674159e-03
2.078830e+01,18,4.2617431e+05,4.5186196e+06,3.8380874e+03,1.0808474e+03,2.8866797e-03
2.078851e+01,14,4.2620226e+05,4.5186488e+06,4.0645509e+03,9.6764461e+02,4.3021688e-03
2.078854e+01,15,4.2620329e+05,4.5185807e+06,3.8978688e+03,8.9448954e+02,5.1847714e-03
2.078885e+01,14,4.2619007e+05,4.5187131e+06,3.8119940e+03,9.4918077e+02,4.2346783e-03
2.078905e+01,17,4.2618139e+05,4.5185876e+06,4.0156853e+03,1.0582078e+03,3.3054393e-03
2.078911e+01,16,4.2623348e+05,4.5186675e+06,3.7675496e+03,1.1335291e+03,2.5508896e-03
2.078916e+01,18,4.2622394e+05,4.5186773e+06,3.8631694e+03,1.1326567e+03,2.5091492e-03
2.078918e+01,17,4.2625211e+05,4.5186294e+06,3.8287063e+03,1.0629038e+03,2.9931456e-03
2.078945e+01,18,4.2627236e+05,4.5186518e+06,3.9189048e+03,9.0888134e+02,4.8693788e-03
2.078951e+01,18,4.2619790e+05,4.5186729e+06,3.9387968e+03,9.3162347e+02,4.8501539e-03
2.078952e+01,16,4.2619131e+05,4.5186508e+06,4.0072388e+03,1.0658591e+03,3.1827854e-03
2.078979e+01,18,4.2620828e+05,4.5186410e+06,4.0494168e+03,9.8246964e+02,4.2967613e-03
2.078984e+01,16,4.2619344e+05,4.5186038e+06,3.8125949e+03,1.0906192e+03,2.8576857e-03
2.078984e+01,18,4.2626391e+05,4.5187146e+06,3.8823274e+03,8.9354184e+02,5.0942839e-03
2.079047e+01,16,4.2624029e+05,4.5186285e+06,4.0330051e+03,9.6762176e+02,4.2236629e-03
2.079055e+01,16,4.2627147e+05,4.5186123e+06,3.9072198e+03,1.1721192e+03,2.4289745e-03
2.079072e+01,16,4.2623407e+05,4.5186285e+06,3.8589906e+03,1.2113626e+03,2.1805398e-03
2.079081e+01,18,4.2618399e+05,4.5186442e+06,3.9134457e+03,1.0707261e+03,3.1752929e-03
2.079083e+01,16,4.2626439e+05,4.5186585e+06,3.8382334e+03,9.4440482e+02,4.2372469e-03
2.079114e+01,19,4.2627730e+05,4.5186355e+06,3.8555557e+03,9.7125302e+02,4.1580210e-03
2.079138e+01,18,4.2619074e+05,4.5185931e+06,4.0430596e+03,9.6697889e+02,4.2884639e-03
2.079160e+01,15,4.2624067e+05,4.5186115e+06,3.9322684e+03,1.1038504e+03,2.7770791e-03
2.079170e+01,16,4.2628940e+05,4.5186214e+06,3.8612409e+03,1.2113893e+03,2.1454166e-03
2.079184e+01,16,4.2629066e+05,4.5186891e+06,3.7921103e+03,1.1052656e+03,2.6974542e-03
2.079204e+01,18,4.2619015e+05,4.5186958e+06,3.8680549e+03,9.1093724e+02,4.7675784e-03
2.079279e+01,19,4.2625368e+05,4.5186509e+06,3.8673291e+03,1.0784842e+03,2.8939801e-03
2.079295e+01,17,4.2627435e+05,4.5185919e+06,4.0389075e+03,9.6661243e+02,4.4740705e-03
2.079301e+01,14,4.2617023e+05,4.5186274e+06,4.0590682e+03,9.7714334e+02,4.2216091e-03
2.079337e+01,16,4.2625514e+05,4.5187034e+06,3.7622172e+03,1.0671121e+03,2.9190442e-03
2.079416e+01,19,4.2628628e+05,4.5186020e+06,3.9381743e+03,9.4681153e+02,4.4228871e-03
2.079422e+01,18,4.2620923e+05,4.5186408e+06,3.8870442e+03,9.3679747e+02,4.7016255e-03
2.079452e+01,15,4.2627548e+05,4.5186328e+06,3.8182158e+03,1.2050033e+03,2.1680724e-03
2.079460e+01,19,4.2620856e+05,4.5186267e+06,3.8752249e+03,1.0464732e+03,3.3713892e-03
2.079472e+01,12,4.2626395e+05,4.5186114e+06,3.9711235e+03,9.6669864e+02,4.1555004e-03
2.079485e+01,15,4.2618315e+05,4.5186485e+06,3.8106168e+03,9.5204854e+02,4.2883302e-03
2.079488e+01,16,4.2622149e+05,4.5186951e+06,3.8285637e+03,1.1401030e+03,2.5528127e-03
2.079499e+01,17,4.2627025e+05,4.5186838e+06,3.8610517e+03,1.1524597e+03,2.5068877e-03
2.079507e+01,17,4.2619427e+05,4.5186316e+06,4.0383073e+03,9.6307461e+02,4.3004468e-03
2.079516e+01,15,4.2621673e+05,4.5186700e+06,3.7214905e+03,1.1277690e+03,2.4431704e-03
2.079550e+01,17,4.2624438e+05,4.5186849e+06,3.9174431e+03,9.0095266e+02,4.9763916e-03
2.079565e+01,16,4.2625121e+05,4.5186686e+06,4.0395457e+03,1.0677062e+03,3.2421111e-03
2.079584e+01,16,4.2629476e+05,4.5186349e+06,3.8091408e+03,1.1157174e+03,2.6609508e-03
2.079651e+01,13,4.2619242e+05,4.5186585e+06,3.9099234e+03,1.1638087e+03,2.3700671e-03
2.079655e+01,16,4.2624408e+05,4.5186154e+06,3.8309162e+03,1.0553922e+03,3.2228564e-03
2.079678e+01,16,4.2621159e+05,4.5185794e+06,3.8800084e+03,1.1521930e+03,2.5008223e-03
2.079682e+01,15,4.2629332e+05,4.5186580e+06,3.8370947e+03,1.0329335e+03,3.2954642e-03
2.079689e+01,17,4.2625571e+05,4.5186315e+06,4.0070342e+03,9.5371897e+02,4.3623384e-03
2.079785e+01,17,4.2624861e+05,4.5186671e+06,3.8106492e+03,1.0828951e+03,2.8063848e-03
2.079820e+01,14,4.2624055e+05,4.5186250e+06,3.8671410e+03,1.1294999e+03,2.5324762e-03
2.079825e+01,15,4.2624833e+05,4.5186199e+06,3.7758385e+03,1.1150748e+03,2.5803865e-03
2.079859e+01,17,4.2626211e+05,4.5186220e+06,3.9674048e+03,1.0616171e+03,3.3430957e-03
2.079871e+01,17,4.2620943e+05,4.5186779e+06,3.8763278e+03,9.1199376e+02,4.7290040e-03
2.079876e+01,12,4.2620983e+05,4.5186868e+06,3.7975431e+03,8.1557484e+02,6.7531605e-03
2.079877e+01,15,4.2627701e+05,4.5186960e+06,3.7700937e+03,1.1569664e+03,2.3641329e-03
2.079878e+01,15,4.2618258e+05,4.5186666e+06,3.7464146e+03,1.1329904e+03,2.4528282e-03
2.079913e+01,17,4.2619138e+05,4.5185823e+06,3.8772635e+03,1.1333690e+03,2.5807682e-03
2.079964e+01,18,4.2629582e+05,4.5186090e+06,3.9247908e+03,9.2369532e+02,4.8992050e-03
2.079985e+01,18,4.2625734e+05,4.5187326e+06,3.8805366e+03,9.0127897e+02,5.1320846e-03
2.080002e+01,17,4.2630821e+05,4.5186284e+06,4.0239092e+03,9.6499957e+02,4.3681459e-03
2.080089e+01,17,4.2620061e+05,4.5186972e+06,3.7933707e+03,1.1273528e+03,2.5056781e-03
2.080150e+01,17,4.2618544e+05,4.5186833e+06,3.7776711e+03,1.1754543e+03,2.2603270e-03
2.080205e+01,15,4.2619105e+05,4.5186276e+06,3.8113684e+03,1.1413207e+03,2.5289237e-03
2.080226e+01,18,4.2618446e+05,4.5187155e+06,3.9147656e+03,9.1849059e+02,4.8189892e-03
2.080251e+01,16,4.2621189e+05,4.5186287e+06,4.0232747e+03,9.7411188e+02,4.3908827e-03
2.080256e+01,17,4.2628477e+05,4.5186228e+06,3.8285025e+03,9.2963680e+02,4.5974904e-03
2.080264e+01,15,4.2624078e+05,4.5185739e+06,4.0001017e+03,1.0563099e+03,3.2842009e-03
2.080298e+01,18,4.2628049e+05,4.5186638e+06,3.9272163e+03,9.1295945e+02,5.1524197e-03
2.080325e+01,13,4.2622481e+05,4.5186957e+06,3.8430861e+03,9.2967065e+02,4.7076905e-03
2.080326e+01,19,4.2625031e+05,4.5187032e+06,3.9959322e+03,9.5904579e+02,4.3330996e-03
2.080360e+01,17,4.2625023e+05,4.5186283e+06,3.8279260e+03,9.3389317e+02,4.6142892e-03
2.080373e+01,14,4.2617801e+05,4.5186752e+06,3.8237283e+03,9.1693009e+02,4.6209961e-03
2.080377e+01,18,4.2625608e+05,4.5185969e+06,3.8290125e+03,1.0423085e+03,3.2331833e-03
2.080387e+01,16,4.2622127e+05,4.5186381e+06,3.7471132e+03,1.1163118e+03,2.5352265e-03
2.080429e+01,18,4.2625646e+05,4.5186318e+06,4.0125163e+03,9.7716749e+02,4.3458094e-03
2.080429e+01,14,4.2625618e+05,4.5186756e+06,3.7884266e+03,1.1159971e+03,2.5593448e-03
2.080506e+01,18,4.2624714e+05,4.5185897e+06,3.9996082e+03,9.7034791e+02,4.3947202e-03
2.080521e+01,15,4.2626940e+05,4.5185885e+06,3.9751165e+03,1.1528506e+03,2.5761060e-03
2.080527e+01,13,4.2618376e+05,4.5186824e+06,3.7596831e+03,1.0960591e+03,2.7084377e-03
2.080548e+01,18,4.2623166e+05,4.5186694e+06,3.8180418e+03,1.0298332e+03,3.2505194e-03
2.080557e+01,16,4.2628130e+05,4.5186400e+06,3.8185006e+03,1.2112766e+03,2.0576905e-03
2.080567e+01,14,4.2627562e+05,4.5186285e+06,3.7689912e+03,1.1222129e+03,2.5590450e-03
2.080576e+01,19,4.2622440e+05,4.5186814e+06,3.8873928e+03,9.2121234e+02,4.6059271e-03
2.080613e+01,13,4.2625989e+05,4.5185929e+06,3.8323297e+03,1.0808594e+03,2.9464276e-03
2.080679e+01,16,4.2630783e+05,4.5186865e+06,3.8346079e+03,9.1556247e+02,4.7802394e-03
2.080705e+01,16,4.2623411e+05,4.5186780e+06,3.7604646e+03,1.1538536e+03,2.4117026e-03
2.080708e+01,17,4.2620792e+05,4.5186488e+06,3.8069605e+03,1.0819622e+03,2.9720827e-03
2.080714e+01,18,4.2623365e+05,4.5186071e+06,3.8343481e+03,1.0899403e+03,2.7954808e-03
2.080752e+01,15,4.2622063e+05,4.5186985e+06,3.8525904e+03,1.0984910e+03,2.8743941e-03
2.080766e+01,15,4.2622247e+05,4.5185967e+06,3.9759360e+03,1.1355834e+03,2.7320056e-03
2.080772e+01,19,4.2619839e+05,4.5186633e+06,3.8498385e+03,1.0440210e+03,3.3541995e-03
2.080786e+01,17,4.2618039e+05,4.5186578e+06,3.9046102e+03,1.1514390e+03,2.5375994e-03
2.080838e+01,16,4.2620883e+05,4.5185996e+06,3.8037821e+03,1.0577468e+03,3.0657264e-03
2.080856e+01,15,4.2621376e+05,4.5185651e+06,4.0067393e+03,1.0654322e+03,3.2462443e-03
2.080860e+01,18,4.2624527e+05,4.5187049e+06,3.8686726e+03,1.0354480e+03,3.2808473e-03
2.080895e+01,19,4.2620398e+05,4.5186958e+06,3.8603005e+03,9.2698949e+02,4.7634876e-03
2.080905e+01,17,4.2623478e+05,4.5187111e+06,3.8103964e+03,9.4192376e+02,4.2441980e-03
2.080912e+01,19,4.2621667e+05,4.5187298e+06,3.8913774e+03,9.1708979e+02,4.8879215e-03
2.080936e+01,15,4.2619213e+05,4.5186664e+06,3.7276569e+03,1.1292413e+03,2.4893312e-03
2.080947e+01,14,4.2626633e+05,4.5186129e+06,3.9290493e+03,1.2258761e+03,2.1403526e-03
2.080993e+01,13,4.2617756e+05,4.5186213e+06,3.8340733e+03,1.1433009e+03,2.5246847e-03
2.081012e+01,17,4.2627777e+05,4.5186671e+06,3.8838681e+03,1.2114374e+03,2.1768876e-03
2.081013e+01,16,4.2618695e+05,4.5186412e+06,3.8999531e+03,9.2052126e+02,4.6496470e-03
2.081054e+01,16,4.2622123e+05,4.5186923e+06,3.7655396e+03,1.0973422e+03,2.6712636e-03
2.081096e+01,15,4.2623317e+05,4.5186144e+06,3.8372780e+03,1.1268609e+03,2.5301649e-03
2.081100e+01,16,4.2622817e+05,4.5186135e+06,3.9745410e+03,1.1545457e+03,2.4814240e-03
2.081110e+01,17,4.2628780e+05,4.5186555e+06,3.8524171e+03,9.6482691e+02,4.2338708e-03
2.081119e+01,14,4.2621651e+05,4.5186178e+06,3.7494971e+03,1.1315587e+03,2.5053917e-03
2.081166e+01,16,4.2620812e+05,4.5186141e+06,4.0279581e+03,9.5339304e+02,4.4004671e-03
2.081199e+01,16,4.2621852e+05,4.5187055e+06,3.8210566e+03,1.1139362e+03,2.6152907e-03
2.081206e+01,18,4.2618472e+05,4.5186595e+06,3.8303497e+03,1.0959840e+03,2.8704524e-03
2.081281e+01,19,4.2622838e+05,4.5186196e+06,3.9237796e+03,9.2233215e+02,5.0008821e-03
2.081317e+01,16,4.2622555e+05,4.5186058e+06,3.8136376e+03,1.0514938e+03,3.0963607e-03
2.081400e+01,17,4.2616851e+05,4.5186517e+06,3.8973133e+03,1.1548683e+03,2.4930192e-03
2.081410e+01,17,4.2625070e+05,4.5186620e+06,3.9381842e+03,8.2859733e+02,6.3966081e-03
2.081430e+01,19,4.2622070e+05,4.5187064e+06,3.8738510e+03,8.8723210e+02,5.1446831e-03
2.081451e+01,17,4.2623859e+05,4.5186881e+06,3.9452737e+03,1.1643833e+03,2.4754895e-03
2.081454e+01,15,4.2624534e+05,4.5187188e+06,3.8237401e+03,1.1219091e+03,2.6003067e-03
2.081456e+01,15,4.2622219e+05,4.5185873e+06,3.9123536e+03,1.1881906e+03,2.2448969e-03
2.081469e+01,15,4.2615634e+05,4.5186587e+06,3.9351393e+03,1.0529514e+03,3.2687652e-03
2.081592e+01,15,4.2625772e+05,4.5187016e+06,3.7870557e+03,1.0351830e+03,3.2005669e-03
2.081595e+01,15,4.2625502e+05,4.5187054e+06,3.7921224e+03,1.1356415e+03,2.4562379e-03
2.081640e+01,19,4.2625157e+05,4.5186485e+06,3.8934398e+03,9.0472904e+02,4.8709505e-03
2.081686e+01,18,4.2617727e+05,4.5186841e+06,3.9323114e+03,9.5840615e+02,4.4010918e-03
2.081753e+01,16,4.2623132e+05,4.5186711e+06,4.0388224e+03,1.0615028e+03,3.2808027e-03
2.081817e+01,19,4.2622309e+05,4.5185728e+06,3.9871165e+03,9.1082940e+02,5.0156606e-03
2.081828e+01,13,4.2616740e+05,4.5186651e+06,3.7913241e+03,1.1417827e+03,2.4535354e-03
2.081846e+01,17,4.2628399e+05,4.5186356e+06,3.8238228e+03,1.1403833e+03,2.5527431e-03
2.081856e+01,16,4.2625544e+05,4.5186939e+06,3.8847082e+03,1.1222477e+03,2.6166557e-03
2.081865e+01,17,4.2623940e+05,4.5186563e+06,3.9713080e+03,1.0649011e+03,3.3177622e-03
2.081866e+01,14,4.2620339e+05,4.5186966e+06,3.7316198e+03,1.0957332e+03,2.6931680e-03
2.081879e+01,19,4.2622526e+05,4.5186497e+06,3.9722909e+03,9.0257873e+02,5.0311800e-03
2.081895e+01,15,4.2621258e+05,4.5186143e+06,3.8426784e+03,1.1293966e+03,2.5161220e-03
2.081948e+01,16,4.2623266e+05,4.5187088e+06,3.7804124e+03,1.0988302e+03,2.7810713e-03
2.081954e+01,17,4.2625448e+05,4.5186859e+06,3.8739428e+03,8.9734394e+02,4.9634209e-03
2.081969e+01,19,4.2621203e+05,4.5186893e+06,3.9143293e+03,9.1323468e+02,5.1052079e-03
2.081983e+01,16,4.2622553e+05,4.5187157e+06,3.8144467e+03,1.1509975e+03,2.4279907e-03
2.081992e+01,15,4.2625319e+05,4.5185967e+06,3.9557738e+03,1.2375993e+03,2.0892903e-03
2.081993e+01,19,4.2630180e+05,4.5186383e+06,3.9133152e+03,9.2676220e+02,4.6504652e-03
2.082028e+01,15,4.2624270e+05,4.5186053e+06,3.7891008e+03,1.1213362e+03,2.6287126e-03
2.082036e+01,16,4.2622118e+05,4.5186539e+06,3.9796593e+03,9.7710737e+02,4.0070166e-03
2.082038e+01,17,4.2631921e+05,4.5186519e+06,3.9035763e+03,9.1093198e+02,4.9525389e-03
2.082069e+01,14,4.2627680e+05,4.5186688e+06,3.7684593e+03,1.0320041e+03,3.2258131e-03
2.082084e+01,18,4.2619433e+05,4.5186210e+06,4.0081219e+03,9.7455916e+02,4.3514971e-03
2.082119e+01,18,4.2615781e+05,4.5186822e+06,3.8588937e+03,8.9512611e+02,5.0809610e-03
2.082135e+01,17,4.2626959e+05,4.5186554e+06,3.7768734e+03,1.1078793e+03,2.7346218e-03
2.082158e+01,16,4.2629319e+05,4.5186591e+06,3.7763875e+03,1.1383651e+03,2.4556388e-03
2.082178e+01,19,4.2621296e+05,4.5186228e+06,3.8864700e+03,9.5151727e+02,4.1982116e-03
2.082192e+01,13,4.2624396e+05,4.5186918e+06,3.8672321e+03,9.3453947e+02,4.6965403e-03
2.082265e+01,17,4.2624880e+05,4.5186652e+06,3.7855282e+03,1.1378663e+03,2.5479538e-03
2.082296e+01,18,4.2624508e+05,4.5186638e+06,3.8970508e+03,1.0659142e+03,3.0202379e-03
2.082342e+01,16,4.2629894e+05,4.5185942e+06,4.0111933e+03,9.5084301e+02,4.5489892e-03
2.082353e+01,17,4.2626896e+05,4.5186972e+06,3.9800243e+03,1.0580959e+03,3.2927303e-03
2.082361e+01,15,4.2623944e+05,4.5185849e+06,3.9571541e+03,1.2390295e+03,2.0740655e-03
2.082384e+01,16,4.2624414e+05,4.5187116e+06,3.7774904e+03,1.1161327e+03,2.6475824e-03
2.082504e+01,15,4.2620526e+05,4.5185727e+06,3.9776052e+03,1.1500323e+03,2.5665883e-03
2.082535e+01,15,4.2619380e+05,4.5186507e+06,3.8208837e+03,1.0981927e+03,2.7030356e-03
2.082553e+01,17,4.2623131e+05,4.5186870e+06,3.8593460e+03,9.3051473e+02,4.7440441e-03
2.082565e+01,17,4.2623552e+05,4.5186835e+06,3.8406097e+03,9.3589237e+02,4.6308445e-03
2.082616e+01,16,4.2623668e+05,4.5186132e+06,3.8178087e+03,1.1140637e+03,2.6037546e-03
2.082646e+01,16,4.2623137e+05,4.5186217e+06,3.7770959e+03,1.1460761e+03,2.4738029e-03
2.082687e+01,18,4.2621398e+05,4.5187024e+06,3.8625411e+03,9.0653877e+02,5.0984287e-03
2.082696e+01,16,4.2626620e+05,4.5186436e+06,3.8462342e+03,9.1913246e+02,4.6048346e-03
2.082728e+01,19,4.2624018e+05,4.5186962e+06,3.9039903e+03,9.2255803e+02,4.9431351e-03
2.082748e+01,16,4.2618356e+05,4.5187156e+06,3.8643405e+03,9.5571741e+02,4.2123928e-03
2.082755e+01,15,4.2622632e+05,4.5186200e+06,3.7967346e+03,9.4918688e+02,4.1581354e-03
2.082768e+01,16,4.2628227e+05,4.5186983e+06,3.7813327e+03,1.1318370e+03,2.5348993e-03
2.082824e+01,16,4.2621771e+05,4.5186749e+06,3.7795655e+03,1.1321005e+03,2.4391570e-03
2.082834e+01,12,4.2623850e+05,4.5186441e+06,4.0471212e+03,9.6182661e+02,4.3204448e-03
2.082841e+01,17,4.2626686e+05,4.5185765e+06,3.9237909e+03,8.9849592e+02,5.2171712e-03
2.082849e+01,16,4.2617954e+05,4.5186552e+06,3.7633675e+03,1.0299619e+03,3.3055849e-03
2.082855e+01,18,4.2623935e+05,4.5186126e+06,3.9602428e+03,9.5952445e+02,4.2063640e-03
2.082893e+01,17,4.2620339e+05,4.5186655e+06,3.8467032e+03,1.1294455e+03,2.5097959e-03
2.082921e+01,18,4.2621181e+05,4.5186741e+06,3.8039421e+03,1.1257640e+03,2.6408603e-03
2.082924e+01,17,4.2629205e+05,4.5186896e+06,3.8075438e+03,1.1316971e+03,2.5645526e-03
2.082942e+01,15,4.2624548e+05,4.5187143e+06,3.7869313e+03,1.1368275e+03,2.4548020e-03
2.082951e+01,16,4.2626608e+05,4.5186714e+06,4.0161577e+03,1.0539839e+03,3.3146042e-03
2.082963e+01,16,4.2620342e+05,4.5187130e+06,3.7791136e+03,1.0349147e+03,3.2785114e-03
2.082969e+01,16,4.2622169e+05,4.5186368e+06,3.9656941e+03,1.2037156e+03,2.1957300e-03
2.082973e+01,16,4.2626781e+05,4.5187180e+06,3.8215521e+03,1.0888903e+03,2.8701783e-03
2.082985e+01,19,4.2627930e+05,4.5186194e+06,3.9328871e+03,1.0628695e+03,3.2845329e-03
2.083011e+01,17,4.2621832e+05,4.5186719e+06,4.0309048e+03,9.5829791e+02,4.3512965e-03
2.083024e+01,19,4.2620201e+05,4.5185769e+06,3.9306726e+03,1.0596986e+03,3.2704567e-03
2.083034e+01,17,4.2626979e+05,4.5186045e+06,3.8719807e+03,1.1406366e+03,2.5984352e-03
2.083081e+01,15,4.2620438e+05,4.5187180e+06,3.8163196e+03,1.0777793e+03,2.9344795e-03
2.083133e+01,14,4.2624110e+05,4.5186394e+06,3.9633987e+03,1.0440564e+03,3.2865725e-03
2.083150e+01,16,4.2622839e+05,4.5186603e+06,3.7797591e+03,1.1746423e+03,2.1891539e-03
2.083153e+01,14,4.2624925e+05,4.5185700e+06,3.9225811e+03,9.1334426e+02,4.9554804e-03
2.083164e+01,13,4.2628832e+05,4.5186199e+06,4.0411011e+03,1.0672207e+03,3.2673848e-03
2.083167e+01,14,4.2617875e+05,4.5186687e+06,3.8562263e+03,9.1326116e+02,4.7018898e-03
2.083178e+01,15,4.2618101e+05,4.5186808e+06,3.7654566e+03,1.1439522e+03,2.4343762e-03
2.083187e+01,15,4.2623473e+05,4.5186089e+06,4.0438230e+03,1.0614380e+03,3.2555266e-03
2.083206e+01,16,4.2623771e+05,4.5186050e+06,3.9179952e+03,9.6759044e+02,4.0547981e-03
2.083252e+01,15,4.2625187e+05,4.5186446e+06,3.9762443e+03,1.2410114e+03,2.0743111e-03
2.083254e+01,18,4.2625804e+05,4.5187082e+06,3.8847256e+03,1.0813815e+03,2.9281574e-03
2.083314e+01,19,4.2620142e+05,4.5187021e+06,3.8854132e+03,9.0411959e+02,4.8895501e-03
2.083382e+01,16,4.2622502e+05,4.5186861e+06,3.8367510e+03,9.2568324e+02,4.7695845e-03
2.083388e+01,15,4.2627534e+05,4.5186298e+06,3.7691657e+03,1.1964315e+03,2.1613493e-03
2.083408e+01,18,4.2620703e+05,4.5186937e+06,3.8626203e+03,1.0240508e+03,3.3652109e-03
2.083409e+01,16,4.2630168e+05,4.5186816e+06,3.8245334e+03,1.0474743e+03,3.2467145e-03
2.083437e+01,14,4.2625104e+05,4.5186318e+06,3.9741180e+03,1.2637108e+03,1.9507076e-03
2.083467e+01,18,4.2623120e+05,4.5186105e+06,3.8755566e+03,9.0985767e+02,4.7932853e-03
2.083507e+01,18,4.2623353e+05,4.5186592e+06,3.9673407e+03,8.5821143e+02,6.3075738e-03
2.083540e+01,16,4.2625218e+05,4.5185889e+06,3.8266747e+03,1.1745198e+03,2.2767303e-03
2.083543e+01,19,4.2620854e+05,4.5186456e+06,3.8373636e+03,1.1173077e+03,2.7437085e-03
2.083567e+01,14,4.2618041e+05,4.5185772e+06,3.9303999e+03,9.1096554e+02,4.9798015e-03
2.083580e+01,16,4.2617993e+05,4.5186747e+06,3.8683530e+03,9.2536419e+02,4.7937020e-03
2.083608e+01,13,4.2623999e+05,4.5186570e+06,3.7601388e+03,1.0698809e+03,2.8662146e-03
2.083615e+01,16,4.2621803e+05,4.5185797e+06,3.8536979e+03,1.1287022e+03,2.6315052e-03
2.083671e+01,16,4.2624876e+05,4.5186959e+06,3.8310215e+03,1.1085599e+03,2.6488673e-03
2.083687e+01,16,4.2619022e+05,4.5186102e+06,4.0342550e+03,9.6777224e+02,4.2356103e-03
2.083692e+01,18,4.2615957e+05,4.5186783e+06,3.8566736e+03,1.0381606e+03,3.2913018e-03
2.083757e+01,17,4.2622703e+05,4.5186340e+06,3.9337121e+03,9.2727578e+02,4.9524203e-03
2.083762e+01,15,4.2623893e+05,4.5186126e+06,4.0195992e+03,1.2074806e+03,2.2822688e-03
2.083783e+01,17,4.2622891e+05,4.5187117e+06,3.8468492e+03,1.1420178e+03,2.5348271e-03
2.083814e+01,18,4.2623864e+05,4.5186516e+06,3.8217354e+03,1.0985309e+03,2.8743663e-03
2.083820e+01,17,4.2623702e+05,4.5186858e+06,3.8342759e+03,9.0581343e+02,4.7590497e-03
2.083830e+01,19,4.2630106e+05,4.5186901e+06,3.9817324e+03,9.7134567e+02,4.2664339e-03
2.083851e+01,15,4.2624076e+05,4.5185936e+06,3.9944186e+03,1.2305573e+03,2.1226429e-03
2.083880e+01,17,4.2626602e+05,4.5186304e+06,3.8526673e+03,9.1747488e+02,4.6490344e-03
2.083884e+01,19,4.2620626e+05,4.5186302e+06,3.8684523e+03,9.3312933e+02,4.7161162e-03
2.083932e+01,19,4.2623153e+05,4.5186338e+06,3.9019387e+03,9.9195473e+02,4.0091555e-03
2.083963e+01,18,4.2621324e+05,4.5186584e+06,3.8656723e+03,9.6382558e+02,4.2938122e-03
2.083970e+01,17,4.2630788e+05,4.5186968e+06,3.8500742e+03,9.5693730e+02,4.2384236e-03
2.083974e+01,19,4.2624542e+05,4.5186114e+06,3.9209701e+03,9.0496248e+02,4.9340071e-03
