xtlc,ytlc,dtlc,length,width,dip,opening
4.2581346e+05,4.5197354e+06,3.8309525e+03,7.5488159e+02,2.4881462e+03,1.0436394e-01,3.7208309e+00
4.2495191e+05,4.5196539e+06,3.6562160e+03,2.4259275e+03,2.1531034e+03,1.2737663e-01,1.2865470e+00
4.2580553e+05,4.5197656e+06,3.8124115e+03,7.7473693e+02,2.5490815e+03,1.0253962e-01,3.5415992e+00
4.2570044e+05,4.5197186e+06,3.7987366e+03,9.6350867e+02,2.4165123e+03,1.4074595e-01,2.9579376e+00
4.2574964e+05,4.5195731e+06,3.8206741e+03,8.5162859e+02,2.1181057e+03,1.2383415e-01,3.8227579e+00
4.2580846e+05,4.5197421e+06,3.7994794e+03,7.6111681e+02,2.4857349e+03,1.0291601e-01,3.6920965e+00
4.2579541e+05,4.5196416e+06,3.8558279e+03,7.6818066e+02,2.2847919e+03,1.1603964e-01,3.9847277e+00
4.2577358e+05,4.5197470e+06,3.8151875e+03,8.3156937e+02,2.5650484e+03,1.6610981e-01,3.3083511e+00
4.2577459e+05,4.5196663e+06,3.8335197e+03,8.1474400e+02,2.2965880e+03,1.6034106e-01,3.7158485e+00
4.2579676e+05,4.5197246e+06,3.7789380e+03,7.8890349e+02,2.4715015e+03,1.1003195e-01,3.5358081e+00
4.2578874e+05,4.5198194e+06,3.7912937e+03,7.8709701e+02,2.6805728e+03,1.0756467e-01,3.3143220e+00
4.2570207e+05,4.5196865e+06,3.7754815e+03,1.0034491e+03,2.3168431e+03,1.6084242e-01,2.9523101e+00
4.2577321e+05,4.5195756e+06,3.8407648e+03,8.2398406e+02,2.1206198e+03,1.0119888e-01,3.9663603e+00
4.2582164e+05,4.5198215e+06,3.7822882e+03,7.3529521e+02,2.7052446e+03,1.0752590e-01,3.5199757e+00
4.2581767e+05,4.5197502e+06,3.8229701e+03,7.4458349e+02,2.5294057e+03,1.0566822e-01,3.7145232e+00
4.2496299e+05,4.5196561e+06,3.6578301e+03,2.4043854e+03,2.1601053e+03,1.2712217e-01,1.3150165e+00
4.2580722e+05,4.5197852e+06,3.8074894e+03,7.7425054e+02,2.5916217e+03,1.0108681e-01,3.4812021e+00
4.2571101e+05,4.5197217e+06,3.8008028e+03,9.4387970e+02,2.4271543e+03,1.3748336e-01,3.0247592e+00
4.2575042e+05,4.5195538e+06,3.8271738e+03,8.5213169e+02,2.0737746e+03,1.1967090e-01,3.8917839e+00
4.2580236e+05,4.5196912e+06,3.8068148e+03,7.7121981e+02,2.3439482e+03,1.0031911e-01,3.8326976e+00
4.2579408e+05,4.5196423e+06,3.8549072e+03,7.7100234e+02,2.2840434e+03,1.1877047e-01,3.9708405e+00
4.2577738e+05,4.5197691e+06,3.8125874e+03,8.2465103e+02,2.6166780e+03,1.6844506e-01,3.2620756e+00
4.2574933e+05,4.5197034e+06,3.8127844e+03,8.7337047e+02,2.3690393e+03,1.7370840e-01,3.3759363e+00
4.2578350e+05,4.5196487e+06,3.7961521e+03,8.1047865e+02,2.2965486e+03,1.0675629e-01,3.7131322e+00
4.2577486e+05,4.5197873e+06,3.7872678e+03,8.1924825e+02,2.5991437e+03,1.1137306e-01,3.2730245e+00
4.2571368e+05,4.5197088e+06,3.7842358e+03,9.6310230e+02,2.3853815e+03,1.4909832e-01,3.0164934e+00
4.2577321e+05,4.5195756e+06,3.8407648e+03,8.2398406e+02,2.1206198e+03,1.0119888e-01,3.9663603e+00
4.2582075e+05,4.5198036e+06,3.7846863e+03,7.3676269e+02,2.6553347e+03,1.0402091e-01,3.5776049e+00
4.2581542e+05,4.5197574e+06,3.8005335e+03,7.5548564e+02,2.5433752e+03,1.0695544e-01,3.5927999e+00
4.2495224e+05,4.5196559e+06,3.6558797e+03,2.4247394e+03,2.1583482e+03,1.2659923e-01,1.2906569e+00
4.2580324e+05,4.5197730e+06,3.8082059e+03,7.7992505e+02,2.5644227e+03,1.0172293e-01,3.4969520e+00
4.2572395e+05,4.5197174e+06,3.8016542e+03,9.1942817e+02,2.4153710e+03,1.3222028e-01,3.1391768e+00
4.2575874e+05,4.5196076e+06,3.8186468e+03,8.3719511e+02,2.1971463e+03,1.1579619e-01,3.7742077e+00
4.2580236e+05,4.5196912e+06,3.8068148e+03,7.7121981e+02,2.3439482e+03,1.0031911e-01,3.8326976e+00
4.2578902e+05,4.5196380e+06,3.8528333e+03,7.8585789e+02,2.2738628e+03,1.1538336e-01,3.9322358e+00
4.2577955e+05,4.5197811e+06,3.8103718e+03,8.2184166e+02,2.6524171e+03,1.6922853e-01,3.2239346e+00
4.2572480e+05,4.5197131e+06,3.8184956e+03,9.1871366e+02,2.3740648e+03,2.1091611e-01,3.1874817e+00
4.2579270e+05,4.5196536e+06,3.8001557e+03,7.9073280e+02,2.2865745e+03,1.0320012e-01,3.8156752e+00
4.2574029e+05,4.5197922e+06,3.7668305e+03,8.6801005e+02,2.6116208e+03,1.2154564e-01,3.0450561e+00
4.2569783e+05,4.5196705e+06,3.7911389e+03,1.0132119e+03,2.2802007e+03,1.6286475e-01,2.9799673e+00
4.2576515e+05,4.5195562e+06,3.8364262e+03,8.3196683e+02,2.1177438e+03,1.1556146e-01,3.9670629e+00
4.2583135e+05,4.5198562e+06,3.7633232e+03,7.2135057e+02,2.7759353e+03,1.0050060e-01,3.4662289e+00
4.2581889e+05,4.5197568e+06,3.8080341e+03,7.4898396e+02,2.5432916e+03,1.0726097e-01,3.6317426e+00
4.2495224e+05,4.5196559e+06,3.6558797e+03,2.4247394e+03,2.1583482e+03,1.2659923e-01,1.2906569e+00
4.2577943e+05,4.5197500e+06,3.8409253e+03,8.3752207e+02,2.5152251e+03,1.0611643e-01,3.3178614e+00
4.2569975e+05,4.5197225e+06,3.7902474e+03,9.6190959e+02,2.4271014e+03,1.2545654e-01,2.9612230e+00
4.2575752e+05,4.5196611e+06,3.8052973e+03,8.3998365e+02,2.3150363e+03,1.2380092e-01,3.5899862e+00
4.2580255e+05,4.5196911e+06,3.8068418e+03,7.7086243e+02,2.3438436e+03,1.0027274e-01,3.8342659e+00
4.2579072e+05,4.5196479e+06,3.8419560e+03,7.8699164e+02,2.2910058e+03,1.1005656e-01,3.8905315e+00
4.2578638e+05,4.5197655e+06,3.8188141e+03,8.1296832e+02,2.5824290e+03,1.3684686e-01,3.3444199e+00
4.2578068e+05,4.5197223e+06,3.8097668e+03,8.0636110e+02,2.4143247e+03,2.7254963e-01,3.5637309e+00
4.2579761e+05,4.5196665e+06,3.7956913e+03,7.8173954e+02,2.3057437e+03,1.0131287e-01,3.8183932e+00
4.2576249e+05,4.5198060e+06,3.7665117e+03,8.3229997e+02,2.6468686e+03,1.1632869e-01,3.1540575e+00
4.2569959e+05,4.5196716e+06,3.7917198e+03,1.0090534e+03,2.2845815e+03,1.6224092e-01,2.9900957e+00
4.2576929e+05,4.5195699e+06,3.8347157e+03,8.2563173e+02,2.1470908e+03,1.1483314e-01,3.9468077e+00
4.2583045e+05,4.5198581e+06,3.7618583e+03,7.2241560e+02,2.7795723e+03,1.0072681e-01,3.4573638e+00
4.2580867e+05,4.5197673e+06,3.7977148e+03,7.6310236e+02,2.5640423e+03,1.0600438e-01,3.5494296e+00
4.2495224e+05,4.5196559e+06,3.6558797e+03,2.4247394e+03,2.1583482e+03,1.2659923e-01,1.2906569e+00
4.2578035e+05,4.5197501e+06,3.8401169e+03,8.3541355e+02,2.5157565e+03,1.0615586e-01,3.3255294e+00
4.2568647e+05,4.5197228e+06,3.7973903e+03,9.9328738e+02,2.4266159e+03,1.2356400e-01,2.8597464e+00
4.2575995e+05,4.5197252e+06,3.7879223e+03,8.3413006e+02,2.4381658e+03,1.2553473e-01,3.4089134e+00
4.2580233e+05,4.5196915e+06,3.8068715e+03,7.7122284e+02,2.3445591e+03,1.0202182e-01,3.8315192e+00
4.2581148e+05,4.5197356e+06,3.8446592e+03,7.5296479e+02,2.4649605e+03,1.0899074e-01,3.7682158e+00
4.2578960e+05,4.5197797e+06,3.8234482e+03,8.1440929e+02,2.6236961e+03,1.4508800e-01,3.2785939e+00
4.2577553e+05,4.5196986e+06,3.8145065e+03,8.1478564e+02,2.3737986e+03,2.6708542e-01,3.5981523e+00
4.2579761e+05,4.5196665e+06,3.7956913e+03,7.8173954e+02,2.3057437e+03,1.0131287e-01,3.8183932e+00
4.2575732e+05,4.5198011e+06,3.7588524e+03,8.3573491e+02,2.6260971e+03,1.1226874e-01,3.1621321e+00
4.2570480e+05,4.5196937e+06,3.7893292e+03,9.8435799e+02,2.3450865e+03,1.5053919e-01,2.9973607e+00
4.2577967e+05,4.5196106e+06,3.8371631e+03,8.0774666e+02,2.2253261e+03,1.1339518e-01,3.9028520e+00
4.2583045e+05,4.5198581e+06,3.7618583e+03,7.2241560e+02,2.7795723e+03,1.0072681e-01,3.4573638e+00
4.2579784e+05,4.5197212e+06,3.8173561e+03,7.7933145e+02,2.4766417e+03,1.1099947e-01,3.6403059e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2578469e+05,4.5197209e+06,3.8325261e+03,8.1804709e+02,2.4534769e+03,1.0714589e-01,3.4990336e+00
4.2569414e+05,4.5197312e+06,3.7981598e+03,9.8173221e+02,2.4562243e+03,1.2819605e-01,2.8610324e+00
4.2578222e+05,4.5197289e+06,3.8252497e+03,8.2073258e+02,2.4849600e+03,1.2516918e-01,3.4141317e+00
4.2580916e+05,4.5196748e+06,3.8141606e+03,7.6143022e+02,2.3018230e+03,1.0046639e-01,3.9331290e+00
4.2581112e+05,4.5197333e+06,3.8462247e+03,7.5354237e+02,2.4590123e+03,1.0914699e-01,3.7740929e+00
4.2577584e+05,4.5197527e+06,3.8220489e+03,8.4597539e+02,2.5703260e+03,1.1660820e-01,3.2441954e+00
4.2578984e+05,4.5197382e+06,3.8169029e+03,7.9044190e+02,2.4758674e+03,1.8821110e-01,3.5710680e+00
4.2579761e+05,4.5196665e+06,3.7956913e+03,7.8173954e+02,2.3057437e+03,1.0131287e-01,3.8183932e+00
4.2570975e+05,4.5197647e+06,3.7392936e+03,9.1299929e+02,2.5264697e+03,1.1648057e-01,2.9857879e+00
4.2569210e+05,4.5197047e+06,3.7933409e+03,1.0107254e+03,2.3762196e+03,1.4661061e-01,2.8678667e+00
4.2578239e+05,4.5196161e+06,3.8209940e+03,8.0484596e+02,2.2263080e+03,1.0951714e-01,3.8877179e+00
4.2583045e+05,4.5198581e+06,3.7618583e+03,7.2241560e+02,2.7795723e+03,1.0072681e-01,3.4573638e+00
4.2581952e+05,4.5197918e+06,3.8566542e+03,7.3260542e+02,2.6755982e+03,1.0953633e-01,3.6203235e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2578052e+05,4.5196995e+06,3.8405683e+03,8.2603008e+02,2.3887583e+03,1.0520930e-01,3.5442417e+00
4.2569414e+05,4.5197312e+06,3.7981598e+03,9.8173221e+02,2.4562243e+03,1.2819605e-01,2.8610324e+00
4.2576949e+05,4.5196660e+06,3.8236015e+03,8.3942658e+02,2.3614666e+03,1.3531711e-01,3.5213375e+00
4.2580744e+05,4.5196579e+06,3.8183169e+03,7.6464676e+02,2.2568667e+03,1.0032416e-01,3.9792847e+00
4.2580657e+05,4.5197604e+06,3.8422809e+03,7.5999484e+02,2.5467266e+03,1.1245955e-01,3.6226493e+00
4.2576708e+05,4.5197576e+06,3.8185443e+03,8.7071184e+02,2.5887929e+03,1.1969101e-01,3.1146011e+00
4.2578209e+05,4.5197529e+06,3.7926985e+03,7.9574602e+02,2.4985062e+03,2.6552581e-01,3.5080476e+00
4.2579761e+05,4.5196665e+06,3.7956913e+03,7.8173954e+02,2.3057437e+03,1.0131287e-01,3.8183932e+00
4.2570774e+05,4.5197574e+06,3.7451675e+03,9.2461032e+02,2.5076879e+03,1.2030920e-01,2.9728756e+00
4.2569162e+05,4.5196984e+06,3.7922011e+03,1.0175830e+03,2.3572966e+03,1.5096610e-01,2.8694832e+00
4.2577253e+05,4.5195662e+06,3.8332199e+03,8.2176111e+02,2.1119430e+03,1.1130389e-01,3.9770773e+00
4.2583085e+05,4.5198615e+06,3.7608930e+03,7.2169357e+02,2.7885091e+03,1.0073370e-01,3.4484404e+00
4.2580715e+05,4.5197337e+06,3.8287726e+03,7.5768708e+02,2.4873356e+03,1.3998597e-01,3.7432516e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2578029e+05,4.5197050e+06,3.8459367e+03,8.2839531e+02,2.4074726e+03,1.0509774e-01,3.5028720e+00
4.2569683e+05,4.5197295e+06,3.7980870e+03,9.7652663e+02,2.4522238e+03,1.2749338e-01,2.8860584e+00
4.2578013e+05,4.5196689e+06,3.8156516e+03,8.1797074e+02,2.3476242e+03,1.2527570e-01,3.6265484e+00
4.2580231e+05,4.5196579e+06,3.8173419e+03,7.7460837e+02,2.2562763e+03,1.0048184e-01,3.9631492e+00
4.2580741e+05,4.5197549e+06,3.8403908e+03,7.5705453e+02,2.5345572e+03,1.1261552e-01,3.6534770e+00
4.2575304e+05,4.5197521e+06,3.8146181e+03,8.9071713e+02,2.5606145e+03,1.2200522e-01,3.0756756e+00
4.2579286e+05,4.5197227e+06,3.8190667e+03,7.8337032e+02,2.4229340e+03,2.1799724e-01,3.6593513e+00
4.2580422e+05,4.5196769e+06,3.7916985e+03,7.6405338e+02,2.3334218e+03,1.0293848e-01,3.8577886e+00
4.2572733e+05,4.5197590e+06,3.7700859e+03,9.0905445e+02,2.5428199e+03,1.1610216e-01,3.0007067e+00
4.2569162e+05,4.5196984e+06,3.7922011e+03,1.0175830e+03,2.3572966e+03,1.5096610e-01,2.8694832e+00
4.2578351e+05,4.5196010e+06,3.8255094e+03,8.0381086e+02,2.1702701e+03,1.0755213e-01,3.9640634e+00
4.2581911e+05,4.5198039e+06,3.7971143e+03,7.4344427e+02,2.6448986e+03,1.0202017e-01,3.5462120e+00
4.2580852e+05,4.5197269e+06,3.8341180e+03,7.5420719e+02,2.4990095e+03,1.1074104e-01,3.7726884e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2578816e+05,4.5197250e+06,3.8360373e+03,8.1117037e+02,2.4556139e+03,1.0447372e-01,3.5116598e+00
4.2571153e+05,4.5197161e+06,3.7995601e+03,9.4800194e+02,2.4317742e+03,1.2971613e-01,3.0204112e+00
4.2577659e+05,4.5196661e+06,3.8016950e+03,8.2101238e+02,2.3663955e+03,1.3800530e-01,3.5807982e+00
4.2580276e+05,4.5196624e+06,3.8112653e+03,7.7210720e+02,2.2745571e+03,1.0106398e-01,3.9381824e+00
4.2579738e+05,4.5197288e+06,3.8232264e+03,7.7897043e+02,2.4869260e+03,1.2045212e-01,3.6139680e+00
4.2575380e+05,4.5197542e+06,3.8114433e+03,8.8767868e+02,2.5654967e+03,1.2113050e-01,3.0784939e+00
4.2579742e+05,4.5197341e+06,3.8055982e+03,7.8072506e+02,2.4731118e+03,1.6172879e-01,3.6055749e+00
4.2580436e+05,4.5196753e+06,3.7909918e+03,7.6348992e+02,2.3293648e+03,1.0292187e-01,3.8652211e+00
4.2571277e+05,4.5197613e+06,3.7482155e+03,9.2129985e+02,2.5294954e+03,1.1354144e-01,2.9578031e+00
4.2568813e+05,4.5196999e+06,3.7879140e+03,1.0241384e+03,2.3595367e+03,1.5594318e-01,2.8477736e+00
4.2578373e+05,4.5196001e+06,3.8226480e+03,8.0351002e+02,2.1668575e+03,1.0722724e-01,3.9655144e+00
4.2581911e+05,4.5198039e+06,3.7971143e+03,7.4344427e+02,2.6448986e+03,1.0202017e-01,3.5462120e+00
4.2580739e+05,4.5197695e+06,3.8299313e+03,7.6533412e+02,2.5833474e+03,1.0764892e-01,3.5675259e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2578190e+05,4.5197087e+06,3.8257907e+03,8.1954344e+02,2.4302193e+03,1.1377108e-01,3.5093303e+00
4.2570609e+05,4.5197470e+06,3.8030248e+03,9.4849145e+02,2.4949598e+03,1.2403576e-01,2.9307620e+00
4.2577530e+05,4.5196667e+06,3.8034885e+03,8.2517784e+02,2.3644814e+03,1.3577097e-01,3.5652946e+00
4.2580730e+05,4.5196599e+06,3.8119709e+03,7.6375202e+02,2.2680104e+03,1.0008405e-01,3.9807673e+00
4.2580250e+05,4.5197806e+06,3.8363180e+03,7.6544664e+02,2.5851598e+03,1.0859585e-01,3.5592706e+00
4.2576915e+05,4.5197429e+06,3.8186156e+03,8.5665665e+02,2.5713869e+03,1.0887989e-01,3.1793557e+00
4.2579713e+05,4.5197223e+06,3.8098406e+03,7.8015686e+02,2.4403583e+03,1.6267477e-01,3.6594313e+00
4.2579587e+05,4.5196662e+06,3.8023409e+03,7.8295979e+02,2.3103845e+03,1.0495885e-01,3.8102433e+00
4.2570583e+05,4.5197724e+06,3.7427816e+03,9.3241761e+02,2.5484187e+03,1.1080119e-01,2.8883758e+00
4.2570297e+05,4.5196939e+06,3.7890108e+03,9.9074450e+02,2.3487828e+03,1.4884592e-01,2.9864814e+00
4.2578664e+05,4.5196075e+06,3.8213313e+03,7.9860716e+02,2.1793315e+03,1.0634636e-01,3.9673953e+00
4.2581035e+05,4.5197780e+06,3.8022578e+03,7.5988695e+02,2.5965898e+03,1.0926265e-01,3.5523038e+00
4.2580479e+05,4.5197442e+06,3.8218229e+03,7.6922806e+02,2.5150139e+03,1.0674073e-01,3.6269824e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2576198e+05,4.5196437e+06,3.8189065e+03,8.6961633e+02,2.2842133e+03,1.1953194e-01,3.4661332e+00
4.2572907e+05,4.5197725e+06,3.8138017e+03,8.8901930e+02,2.5709769e+03,1.0827283e-01,3.0540941e+00
4.2576860e+05,4.5197002e+06,3.7915992e+03,8.3658477e+02,2.4379089e+03,1.3682744e-01,3.4115843e+00
4.2580730e+05,4.5196599e+06,3.8119709e+03,7.6375202e+02,2.2680104e+03,1.0008405e-01,3.9807673e+00
4.2580732e+05,4.5197667e+06,3.8369135e+03,7.5053111e+02,2.5472164e+03,1.0558686e-01,3.6876239e+00
4.2574886e+05,4.5197630e+06,3.7947797e+03,8.8155468e+02,2.5873758e+03,1.0483441e-01,3.0573610e+00
4.2580118e+05,4.5197450e+06,3.8167455e+03,7.7426613e+02,2.4910262e+03,2.1901298e-01,3.6168836e+00
4.2579634e+05,4.5196890e+06,3.7976148e+03,7.8321637e+02,2.3653578e+03,1.0490606e-01,3.7277587e+00
4.2573907e+05,4.5197440e+06,3.7661778e+03,8.7918683e+02,2.4988195e+03,1.1491610e-01,3.1672179e+00
4.2568672e+05,4.5196808e+06,3.7865520e+03,1.0286449e+03,2.3021902e+03,1.5468641e-01,2.9106866e+00
4.2578664e+05,4.5196075e+06,3.8213313e+03,7.9860716e+02,2.1793315e+03,1.0634636e-01,3.9673953e+00
4.2580514e+05,4.5198102e+06,3.7889301e+03,7.7353553e+02,2.6998775e+03,1.1805074e-01,3.3428219e+00
4.2580880e+05,4.5197477e+06,3.8166971e+03,7.6346109e+02,2.5265962e+03,1.0560430e-01,3.6328678e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2577150e+05,4.5196555e+06,3.8102506e+03,8.4451430e+02,2.3015553e+03,1.1644940e-01,3.5493624e+00
4.2572907e+05,4.5197725e+06,3.8138017e+03,8.8901930e+02,2.5709769e+03,1.0827283e-01,3.0540941e+00
4.2575251e+05,4.5196236e+06,3.7918323e+03,8.6543214e+02,2.2455563e+03,1.4282170e-01,3.5389072e+00
4.2580730e+05,4.5196599e+06,3.8119709e+03,7.6375202e+02,2.2680104e+03,1.0008405e-01,3.9807673e+00
4.2580712e+05,4.5197675e+06,3.8317903e+03,7.5302505e+02,2.5528006e+03,1.0655957e-01,3.6649261e+00
4.2570256e+05,4.5197569e+06,3.7844441e+03,9.8274587e+02,2.5307881e+03,1.2965312e-01,2.7773026e+00
4.2576823e+05,4.5197596e+06,3.8099771e+03,8.4485619e+02,2.5450227e+03,2.1787440e-01,3.2514193e+00
4.2579868e+05,4.5197087e+06,3.7918898e+03,7.7950115e+02,2.4102631e+03,1.0455839e-01,3.6699123e+00
4.2572288e+05,4.5197556e+06,3.7788857e+03,9.0377620e+02,2.5257054e+03,1.1351874e-01,3.0343191e+00
4.2570363e+05,4.5197382e+06,3.7998636e+03,9.7659133e+02,2.4513838e+03,1.4458617e-01,2.9079319e+00
4.2578492e+05,4.5196010e+06,3.8224986e+03,8.0150334e+02,2.1659217e+03,1.0662697e-01,3.9744004e+00
4.2579439e+05,4.5198222e+06,3.7842237e+03,7.9172013e+02,2.7298607e+03,1.2071528e-01,3.2257184e+00
4.2579948e+05,4.5197548e+06,3.8330793e+03,7.9001170e+02,2.5789050e+03,1.0962353e-01,3.4872528e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2579171e+05,4.5196899e+06,3.8189106e+03,8.0247715e+02,2.3801826e+03,1.1095334e-01,3.6313321e+00
4.2571552e+05,4.5197825e+06,3.8112816e+03,9.1379134e+02,2.5895969e+03,1.1198887e-01,2.9392563e+00
4.2576427e+05,4.5196473e+06,3.8004888e+03,8.4008839e+02,2.2930353e+03,1.3144797e-01,3.6047301e+00
4.2580841e+05,4.5196887e+06,3.8065848e+03,7.6201892e+02,2.3487410e+03,1.0280137e-01,3.8788982e+00
4.2582996e+05,4.5197327e+06,3.8371006e+03,7.1327945e+02,2.4612992e+03,1.0269921e-01,3.9561426e+00
4.2570424e+05,4.5197359e+06,3.7626908e+03,1.0078668e+03,2.4801758e+03,1.3877466e-01,2.7594745e+00
4.2575405e+05,4.5197630e+06,3.7962277e+03,8.6611701e+02,2.5537718e+03,1.7050799e-01,3.1595990e+00
4.2579491e+05,4.5197128e+06,3.7840972e+03,7.8563531e+02,2.4213537e+03,1.0496931e-01,3.6040016e+00
4.2572226e+05,4.5197465e+06,3.7505576e+03,9.0484051e+02,2.5045884e+03,1.1503104e-01,3.0368255e+00
4.2569301e+05,4.5197259e+06,3.8050542e+03,1.0100596e+03,2.4011876e+03,1.6109026e-01,2.8637235e+00
4.2578492e+05,4.5196010e+06,3.8224986e+03,8.0150334e+02,2.1659217e+03,1.0662697e-01,3.9744004e+00
4.2580482e+05,4.5197966e+06,3.7997884e+03,7.6868701e+02,2.6528800e+03,1.1551074e-01,3.4377258e+00
4.2580229e+05,4.5197714e+06,3.8206828e+03,7.7978998e+02,2.6079245e+03,1.1023446e-01,3.4653429e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2580248e+05,4.5196851e+06,3.8198000e+03,7.7419237e+02,2.3585033e+03,1.0661183e-01,3.8065039e+00
4.2574483e+05,4.5197198e+06,3.8132131e+03,8.6697581e+02,2.4427008e+03,1.1320180e-01,3.3181468e+00
4.2575737e+05,4.5196433e+06,3.7998429e+03,8.5511573e+02,2.2734042e+03,1.5686288e-01,3.5647427e+00
4.2581528e+05,4.5197141e+06,3.8048373e+03,7.5006382e+02,2.4039514e+03,1.0207454e-01,3.8512636e+00
4.2583097e+05,4.5197322e+06,3.8388139e+03,7.1093615e+02,2.4598665e+03,1.0246144e-01,3.9692912e+00
4.2570453e+05,4.5197362e+06,3.7627594e+03,1.0071781e+03,2.4809714e+03,1.3871711e-01,2.7609602e+00
4.2576751e+05,4.5197755e+06,3.7903113e+03,8.5037038e+02,2.5865135e+03,1.9386604e-01,3.1742836e+00
4.2579093e+05,4.5197217e+06,3.7908617e+03,7.9797259e+02,2.4576016e+03,1.0701431e-01,3.5253721e+00
4.2571796e+05,4.5197431e+06,3.7617333e+03,9.0779315e+02,2.4801905e+03,1.2037528e-01,3.0601741e+00
4.2568733e+05,4.5197225e+06,3.8058752e+03,1.0234500e+03,2.3869933e+03,1.6021417e-01,2.8361993e+00
4.2578783e+05,4.5196121e+06,3.8232416e+03,7.9580289e+02,2.1913474e+03,1.0797736e-01,3.9648883e+00
4.2580594e+05,4.5198095e+06,3.7979964e+03,7.6677096e+02,2.6861761e+03,1.1628381e-01,3.4005885e+00
4.2579588e+05,4.5197477e+06,3.8057635e+03,7.9039889e+02,2.5374838e+03,1.0887105e-01,3.4817824e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2580600e+05,4.5196796e+06,3.8246889e+03,7.6835493e+02,2.3241601e+03,1.0749149e-01,3.9045864e+00
4.2569804e+05,4.5196565e+06,3.8037596e+03,9.3921727e+02,2.2499007e+03,1.1588339e-01,3.2507672e+00
4.2578029e+05,4.5196833e+06,3.8084361e+03,8.1871195e+02,2.3843521e+03,1.4796521e-01,3.5822534e+00
4.2581844e+05,4.5197067e+06,3.8015044e+03,7.4332811e+02,2.3733353e+03,1.0047817e-01,3.9178285e+00
4.2580806e+05,4.5196922e+06,3.8279818e+03,7.5668887e+02,2.3748812e+03,1.1743574e-01,3.8862644e+00
4.2570014e+05,4.5197387e+06,3.7601985e+03,1.0180549e+03,2.4854747e+03,1.3829519e-01,2.7148943e+00
4.2576143e+05,4.5197924e+06,3.7907620e+03,8.6399955e+02,2.6263350e+03,2.2135591e-01,3.0770121e+00
4.2577107e+05,4.5197246e+06,3.7818927e+03,8.2778137e+02,2.4587443e+03,1.0666094e-01,3.3993593e+00
4.2570702e+05,4.5197359e+06,3.7554192e+03,9.2048037e+02,2.4566991e+03,1.0413795e-01,3.0349623e+00
4.2567970e+05,4.5197192e+06,3.8048932e+03,1.0396100e+03,2.3723407e+03,1.6352892e-01,2.7944733e+00
4.2578557e+05,4.5196030e+06,3.8225856e+03,8.0051714e+02,2.1694081e+03,1.0651609e-01,3.9741333e+00
4.2578846e+05,4.5197973e+06,3.7889780e+03,7.9325551e+02,2.6451344e+03,1.0931995e-01,3.3379951e+00
4.2579846e+05,4.5197840e+06,3.8015447e+03,7.8786133e+02,2.6297936e+03,1.0946165e-01,3.3583056e+00
4.2495440e+05,4.5196559e+06,3.6562369e+03,2.4205410e+03,2.1587248e+03,1.2653461e-01,1.2971160e+00
4.2580571e+05,4.5196799e+06,3.8244403e+03,7.6880028e+02,2.3247278e+03,1.0747188e-01,3.9017805e+00
4.2568568e+05,4.5196624e+06,3.8092521e+03,9.5689069e+02,2.2588673e+03,1.1874526e-01,3.1821546e+00
4.2576567e+05,4.5196903e+06,3.7982536e+03,8.5271577e+02,2.3973891e+03,1.5458005e-01,3.4196435e+00
4.2581569e+05,4.5197093e+06,3.8004503e+03,7.4788381e+02,2.3818699e+03,1.0086248e-01,3.8865354e+00
4.2580375e+05,4.5196646e+06,3.8497405e+03,7.5536505e+02,2.3348630e+03,1.3231509e-01,3.9630471e+00
4.2569985e+05,4.5197274e+06,3.7662147e+03,1.0071668e+03,2.4529399e+03,1.3519993e-01,2.7889028e+00
4.2578153e+05,4.5197988e+06,3.8009327e+03,8.2006585e+02,2.6472794e+03,2.1234810e-01,3.2266321e+00
4.2577387e+05,4.5196859e+06,3.7858857e+03,8.2790286e+02,2.3637779e+03,1.0460516e-01,3.5038436e+00
4.2575996e+05,4.5198013e+06,3.7761803e+03,8.3535249e+02,2.6447521e+03,1.0958628e-01,3.1784811e+00
