xtlc,ytlc,dtlc,length,width,dip,opening
4.2577561e+05,4.5197433e+06,3.8288033e+03,8.1755122e+02,2.5108498e+03,1.0645469e-01,3.4310957e+00
4.2584907e+05,4.5197593e+06,3.7994285e+03,7.0558638e+02,2.5791896e+03,1.3124995e-01,3.8153771e+00
4.2577510e+05,4.5196956e+06,3.8077282e+03,8.0655551e+02,2.3645442e+03,1.0470470e-01,3.6108843e+00
4.2580719e+05,4.5197471e+06,3.8048673e+03,7.4113093e+02,2.4894286e+03,1.0313220e-01,3.7878808e+00
4.2579854e+05,4.5197990e+06,3.8042576e+03,8.0109208e+02,2.6204613e+03,1.0088218e-01,3.3267393e+00
4.2580101e+05,4.5196754e+06,3.7912196e+03,7.6211607e+02,2.3606990e+03,1.0670450e-01,3.8162363e+00
4.2586035e+05,4.5198185e+06,3.7989077e+03,6.8240429e+02,2.7050628e+03,1.4818680e-01,3.8082285e+00
4.2583961e+05,4.5197741e+06,3.8009689e+03,7.0658330e+02,2.5987452e+03,1.0869779e-01,3.7782209e+00
4.2584935e+05,4.5197762e+06,3.8113939e+03,6.9452067e+02,2.6698502e+03,1.1999478e-01,3.7831322e+00
4.2583430e+05,4.5197596e+06,3.8180481e+03,7.4242708e+02,2.5337672e+03,1.1444409e-01,3.7073275e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2579271e+05,4.5197676e+06,3.8025610e+03,7.9870569e+02,2.5994711e+03,1.7732575e-01,3.3757847e+00
4.2584521e+05,4.5197366e+06,3.7887581e+03,7.1370333e+02,2.4566800e+03,1.0220151e-01,3.9368342e+00
4.2583007e+05,4.5197399e+06,3.7897692e+03,7.2199637e+02,2.4848684e+03,2.0243827e-01,3.8449798e+00
4.2577392e+05,4.5197786e+06,3.8253021e+03,8.2335835e+02,2.6112034e+03,1.0498688e-01,3.2894763e+00
4.2582332e+05,4.5197033e+06,3.7922097e+03,7.5308913e+02,2.4035452e+03,1.2380873e-01,3.7846502e+00
4.2578806e+05,4.5197032e+06,3.8042228e+03,7.8939781e+02,2.3815695e+03,1.0424215e-01,3.6711150e+00
4.2583836e+05,4.5197819e+06,3.7957283e+03,6.8790744e+02,2.5749408e+03,1.1638136e-01,3.9372127e+00
4.2579767e+05,4.5197910e+06,3.8041205e+03,8.0058192e+02,2.6049830e+03,1.0136751e-01,3.3482945e+00
4.2578653e+05,4.5196726e+06,3.8005436e+03,7.8889043e+02,2.3743054e+03,1.1918940e-01,3.6940980e+00
4.2585991e+05,4.5198158e+06,3.7992865e+03,6.8164605e+02,2.7016658e+03,1.4000292e-01,3.8076210e+00
4.2584120e+05,4.5197790e+06,3.8018477e+03,7.0276177e+02,2.6131984e+03,1.0406576e-01,3.7790139e+00
4.2584075e+05,4.5197429e+06,3.8032106e+03,7.1301672e+02,2.5966509e+03,1.5196825e-01,3.7870551e+00
4.2584681e+05,4.5197804e+06,3.8300283e+03,7.2874020e+02,2.5806484e+03,1.0628059e-01,3.7229223e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2579387e+05,4.5197781e+06,3.8028564e+03,7.9891849e+02,2.6248263e+03,1.8324402e-01,3.3441580e+00
4.2584596e+05,4.5197290e+06,3.7854901e+03,7.1451973e+02,2.4297052e+03,1.0094242e-01,3.9684242e+00
4.2582413e+05,4.5197441e+06,3.7893270e+03,7.3579080e+02,2.4620679e+03,1.9732779e-01,3.8024397e+00
4.2579833e+05,4.5197529e+06,3.8101845e+03,7.8570688e+02,2.5390550e+03,1.0722525e-01,3.5341193e+00
4.2581359e+05,4.5197264e+06,3.7941659e+03,7.7276852e+02,2.4680294e+03,1.2032196e-01,3.6274377e+00
4.2580973e+05,4.5196844e+06,3.7940150e+03,7.5450517e+02,2.3212381e+03,1.0344582e-01,3.9004908e+00
4.2583500e+05,4.5198030e+06,3.7992040e+03,6.7619767e+02,2.6286942e+03,1.2404406e-01,3.9386827e+00
4.2579767e+05,4.5197910e+06,3.8041205e+03,8.0058192e+02,2.6049830e+03,1.0136751e-01,3.3482945e+00
4.2578667e+05,4.5196635e+06,3.7981100e+03,7.9130359e+02,2.3417289e+03,1.1161173e-01,3.7157799e+00
4.2587326e+05,4.5198500e+06,3.7971068e+03,6.6248231e+02,2.7648182e+03,1.4548423e-01,3.8289795e+00
4.2584032e+05,4.5197730e+06,3.8009447e+03,7.0593254e+02,2.6042234e+03,1.0999245e-01,3.7792890e+00
4.2583587e+05,4.5197466e+06,3.7934300e+03,7.1597168e+02,2.5490199e+03,1.4916110e-01,3.8278717e+00
4.2584530e+05,4.5197638e+06,3.8178895e+03,7.1924187e+02,2.5360274e+03,1.1192955e-01,3.8210301e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2579175e+05,4.5197718e+06,3.8029898e+03,7.9995871e+02,2.6067128e+03,1.6947523e-01,3.3672959e+00
4.2584573e+05,4.5197315e+06,3.7862833e+03,7.1391799e+02,2.4386800e+03,1.0090872e-01,3.9591432e+00
4.2582683e+05,4.5197477e+06,3.7917088e+03,7.3229561e+02,2.4838712e+03,1.7944650e-01,3.8020560e+00
4.2579882e+05,4.5197702e+06,3.8129471e+03,7.8754847e+02,2.5697831e+03,1.0065628e-01,3.4948274e+00
4.2580918e+05,4.5197045e+06,3.7774841e+03,7.7105713e+02,2.4057662e+03,1.1759177e-01,3.7102869e+00
4.2580771e+05,4.5196977e+06,3.8110292e+03,7.6022664e+02,2.3632581e+03,1.0904858e-01,3.8241490e+00
4.2583939e+05,4.5198204e+06,3.8035717e+03,6.5964514e+02,2.6676101e+03,1.2477810e-01,3.9792033e+00
4.2579749e+05,4.5197912e+06,3.8042153e+03,8.0099678e+02,2.6054614e+03,1.0060472e-01,3.3459326e+00
4.2579644e+05,4.5196843e+06,3.7991902e+03,7.7827449e+02,2.4165390e+03,1.3313534e-01,3.6912180e+00
4.2582233e+05,4.5197443e+06,3.7714149e+03,7.2106821e+02,2.4627702e+03,1.4344982e-01,3.8916801e+00
4.2583405e+05,4.5198047e+06,3.7978604e+03,7.1056577e+02,2.6883763e+03,1.0512572e-01,3.6389679e+00
4.2583599e+05,4.5197375e+06,3.7920504e+03,7.1642475e+02,2.5461133e+03,1.6300588e-01,3.8523764e+00
4.2583640e+05,4.5197653e+06,3.8087316e+03,7.2291777e+02,2.5347423e+03,1.2021273e-01,3.7971802e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2580178e+05,4.5197662e+06,3.7875607e+03,7.7786291e+02,2.5849662e+03,1.5945632e-01,3.4893901e+00
4.2584970e+05,4.5197288e+06,3.7836037e+03,7.0794355e+02,2.4290008e+03,1.0200970e-01,3.9940557e+00
4.2581941e+05,4.5197570e+06,3.7968905e+03,7.3585027e+02,2.5055176e+03,1.8068608e-01,3.7750880e+00
4.2580336e+05,4.5197747e+06,3.8113863e+03,7.7920180e+02,2.5830145e+03,1.0134720e-01,3.5089117e+00
4.2582086e+05,4.5197473e+06,3.7763467e+03,7.4965153e+02,2.5196723e+03,1.3974966e-01,3.6681084e+00
4.2580705e+05,4.5197410e+06,3.8242044e+03,7.6816308e+02,2.4702113e+03,1.1018695e-01,3.6635663e+00
4.2583596e+05,4.5198047e+06,3.8004253e+03,6.7651597e+02,2.6289475e+03,1.4066467e-01,3.9332307e+00
4.2579997e+05,4.5197822e+06,3.8028704e+03,7.9521615e+02,2.5867869e+03,1.0247461e-01,3.3964091e+00
4.2582690e+05,4.5196828e+06,3.7893006e+03,7.3161040e+02,2.3773160e+03,1.2286692e-01,3.9562872e+00
4.2582861e+05,4.5197581e+06,3.7760069e+03,7.1366664e+02,2.5133891e+03,1.3601284e-01,3.8558952e+00
4.2583458e+05,4.5197864e+06,3.8005454e+03,7.1292279e+02,2.6321502e+03,1.0784480e-01,3.7060882e+00
4.2583797e+05,4.5197422e+06,3.7888425e+03,7.0907199e+02,2.5352086e+03,1.5714660e-01,3.8974992e+00
4.2583972e+05,4.5197103e+06,3.8082278e+03,7.2357530e+02,2.4237881e+03,1.1187796e-01,3.9281714e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2580396e+05,4.5197765e+06,3.7721895e+03,7.6503643e+02,2.6064285e+03,1.4844161e-01,3.5161850e+00
4.2585125e+05,4.5197282e+06,3.7820260e+03,7.0732930e+02,2.4286432e+03,1.0131119e-01,3.9983261e+00
4.2581614e+05,4.5197715e+06,3.8109895e+03,7.4389331e+02,2.5137093e+03,1.6435623e-01,3.7141866e+00
4.2582996e+05,4.5197385e+06,3.8295498e+03,7.0312386e+02,2.5301639e+03,1.0400269e-01,3.9911351e+00
4.2582490e+05,4.5197335e+06,3.7763503e+03,7.5486880e+02,2.4887679e+03,1.2689781e-01,3.6738736e+00
4.2581285e+05,4.5197227e+06,3.8219096e+03,7.5811931e+02,2.4247088e+03,1.1005882e-01,3.7631212e+00
4.2584357e+05,4.5198176e+06,3.8072225e+03,6.5643380e+02,2.6578137e+03,1.3422153e-01,3.9925855e+00
4.2579687e+05,4.5197808e+06,3.8039449e+03,8.0337554e+02,2.5772496e+03,1.0062278e-01,3.3720610e+00
4.2582808e+05,4.5196757e+06,3.7963886e+03,7.3385584e+02,2.3657044e+03,1.1904238e-01,3.9642193e+00
4.2583162e+05,4.5197800e+06,3.7657755e+03,7.0177675e+02,2.5573021e+03,1.2883892e-01,3.8491474e+00
4.2583322e+05,4.5197841e+06,3.8007715e+03,7.1662234e+02,2.6261471e+03,1.0597015e-01,3.6984480e+00
4.2584500e+05,4.5197445e+06,3.7916842e+03,7.0068475e+02,2.5496024e+03,1.3782619e-01,3.9127087e+00
4.2583810e+05,4.5196907e+06,3.8164111e+03,7.2910671e+02,2.3811103e+03,1.1572631e-01,3.9576811e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2580580e+05,4.5197790e+06,3.7671657e+03,7.5701521e+02,2.6133881e+03,1.5387432e-01,3.5432926e+00
4.2585127e+05,4.5197283e+06,3.7819665e+03,7.0729167e+02,2.4287254e+03,1.0128628e-01,3.9983964e+00
4.2580920e+05,4.5196865e+06,3.8026608e+03,7.6484971e+02,2.3110255e+03,1.8631135e-01,3.8882241e+00
4.2582863e+05,4.5197268e+06,3.8171325e+03,7.2431825e+02,2.4564110e+03,1.0472737e-01,3.9247723e+00
4.2581315e+05,4.5197485e+06,3.7672358e+03,7.7665590e+02,2.5455579e+03,1.3740325e-01,3.4996105e+00
4.2579672e+05,4.5197202e+06,3.8435152e+03,7.7538617e+02,2.4273269e+03,1.1959314e-01,3.7125015e+00
4.2580419e+05,4.5198259e+06,3.7884973e+03,7.4727229e+02,2.6936329e+03,1.3476486e-01,3.4736832e+00
4.2580077e+05,4.5197735e+06,3.8000856e+03,7.9181674e+02,2.5648353e+03,1.0487670e-01,3.4420746e+00
4.2581925e+05,4.5197054e+06,3.7868668e+03,7.4642791e+02,2.4378387e+03,1.2461918e-01,3.8068310e+00
4.2582919e+05,4.5197838e+06,3.7544928e+03,6.9636972e+02,2.5854353e+03,1.2364175e-01,3.8366837e+00
4.2582286e+05,4.5197827e+06,3.8013209e+03,7.2843155e+02,2.6130811e+03,1.1034319e-01,3.6650090e+00
4.2583852e+05,4.5197354e+06,3.8034370e+03,7.0963046e+02,2.5058213e+03,1.2321768e-01,3.9286042e+00
4.2582611e+05,4.5197155e+06,3.8076094e+03,7.5533979e+02,2.4383558e+03,1.1485057e-01,3.7543641e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2577540e+05,4.5198155e+06,3.7524787e+03,7.9850871e+02,2.7461914e+03,1.9488699e-01,3.1875133e+00
4.2585141e+05,4.5197282e+06,3.7817210e+03,7.0728202e+02,2.4277764e+03,1.0102367e-01,3.9991744e+00
4.2581679e+05,4.5197165e+06,3.7924399e+03,7.4185391e+02,2.3900868e+03,1.6211179e-01,3.8877773e+00
4.2582963e+05,4.5197246e+06,3.8219421e+03,7.2027662e+02,2.4468752e+03,1.0124439e-01,3.9616732e+00
4.2581433e+05,4.5197548e+06,3.7654009e+03,7.7926556e+02,2.5780605e+03,1.2867375e-01,3.4459993e+00
4.2580476e+05,4.5197231e+06,3.8271952e+03,7.6244732e+02,2.4393871e+03,1.1690566e-01,3.7491965e+00
4.2580082e+05,4.5198597e+06,3.7780251e+03,7.4141734e+02,2.7674309e+03,1.3998394e-01,3.4051426e+00
4.2578865e+05,4.5197678e+06,3.7970047e+03,8.2286067e+02,2.5326914e+03,1.0356960e-01,3.3444904e+00
4.2582603e+05,4.5196979e+06,3.8074894e+03,7.3185760e+02,2.3995572e+03,1.0763211e-01,3.9291721e+00
4.2582441e+05,4.5197866e+06,3.7578394e+03,6.9893301e+02,2.5886333e+03,1.2526135e-01,3.8243258e+00
4.2580428e+05,4.5198173e+06,3.7996121e+03,7.6448987e+02,2.6845080e+03,1.0863416e-01,3.3988431e+00
4.2589777e+05,4.5198621e+06,3.7753106e+03,6.2427460e+02,2.8362519e+03,1.3529805e-01,3.9809240e+00
4.2582646e+05,4.5197292e+06,3.8087627e+03,7.5123954e+02,2.4683784e+03,1.0985370e-01,3.7356661e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2578125e+05,4.5198014e+06,3.7722277e+03,8.0602542e+02,2.6735227e+03,1.5633361e-01,3.2433735e+00
4.2584812e+05,4.5197243e+06,3.7849743e+03,7.1051088e+02,2.4240533e+03,1.0201549e-01,3.9899602e+00
4.2581791e+05,4.5196880e+06,3.8019044e+03,7.4037653e+02,2.3427794e+03,1.4559304e-01,3.9598373e+00
4.2582344e+05,4.5197487e+06,3.8175003e+03,7.2092717e+02,2.5001303e+03,1.0157566e-01,3.8994241e+00
4.2580097e+05,4.5197449e+06,3.8004783e+03,7.8245103e+02,2.5212583e+03,1.2452974e-01,3.5294528e+00
4.2577931e+05,4.5197382e+06,3.8351710e+03,7.9981336e+02,2.4729995e+03,1.2533595e-01,3.5275502e+00
4.2580418e+05,4.5198137e+06,3.7889465e+03,7.6940537e+02,2.6649810e+03,1.1423649e-01,3.4073120e+00
4.2578536e+05,4.5197581e+06,3.7987123e+03,8.3418853e+02,2.5046575e+03,1.0130915e-01,3.3311777e+00
4.2581530e+05,4.5196920e+06,3.8174292e+03,7.4232110e+02,2.4022526e+03,1.1018233e-01,3.8837100e+00
4.2582351e+05,4.5197459e+06,3.7983326e+03,7.2480983e+02,2.4954881e+03,1.1317387e-01,3.8469277e+00
4.2581558e+05,4.5197819e+06,3.8093247e+03,7.3087513e+02,2.5852267e+03,1.1004538e-01,3.6954907e+00
4.2589873e+05,4.5198842e+06,3.7789418e+03,6.2346933e+02,2.8962740e+03,1.2811210e-01,3.9183676e+00
4.2582755e+05,4.5197352e+06,3.7975666e+03,7.4924906e+02,2.4877977e+03,1.1301288e-01,3.7193655e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2576392e+05,4.5198082e+06,3.7574557e+03,8.3435724e+02,2.7130045e+03,1.8641547e-01,3.0727497e+00
4.2584554e+05,4.5197229e+06,3.7869481e+03,7.1376390e+02,2.4238021e+03,1.0246236e-01,3.9761556e+00
4.2579053e+05,4.5196858e+06,3.8107979e+03,7.7586163e+02,2.3391575e+03,1.6909887e-01,3.8048635e+00
4.2581999e+05,4.5197618e+06,3.8154464e+03,7.2859875e+02,2.5381711e+03,1.0318697e-01,3.8184148e+00
4.2579131e+05,4.5197633e+06,3.8009468e+03,8.0083120e+02,2.5833788e+03,1.1585559e-01,3.3661173e+00
4.2578768e+05,4.5197604e+06,3.8387047e+03,7.8645925e+02,2.5283616e+03,1.0333472e-01,3.5316882e+00
4.2580332e+05,4.5198120e+06,3.7876888e+03,7.6940748e+02,2.6608045e+03,1.1872178e-01,3.4100052e+00
4.2578887e+05,4.5197561e+06,3.7983996e+03,8.2862680e+02,2.5020673e+03,1.0152690e-01,3.3577629e+00
4.2579977e+05,4.5197067e+06,3.8180009e+03,7.7178891e+02,2.4292188e+03,1.0458428e-01,3.7225025e+00
4.2579748e+05,4.5197537e+06,3.8045012e+03,7.6709938e+02,2.5331915e+03,1.2600025e-01,3.6049243e+00
4.2581994e+05,4.5197670e+06,3.8139987e+03,7.2484710e+02,2.5476727e+03,1.0764665e-01,3.7817671e+00
4.2588716e+05,4.5198710e+06,3.7815752e+03,6.3944928e+02,2.8602247e+03,1.2961797e-01,3.8804795e+00
4.2583100e+05,4.5197695e+06,3.7970211e+03,7.3415932e+02,2.5568063e+03,1.1442163e-01,3.6984584e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2578383e+05,4.5197798e+06,3.7882793e+03,7.9853608e+02,2.6055070e+03,1.4955101e-01,3.3760213e+00
4.2584371e+05,4.5197200e+06,3.7870312e+03,7.1889407e+02,2.4210886e+03,1.0360459e-01,3.9562640e+00
4.2579045e+05,4.5196803e+06,3.8124542e+03,7.8100665e+02,2.3524410e+03,1.4411906e-01,3.7665419e+00
4.2581190e+05,4.5196902e+06,3.8248401e+03,7.3939433e+02,2.3753841e+03,1.2482623e-01,3.9784823e+00
4.2580039e+05,4.5197330e+06,3.8094200e+03,7.8603433e+02,2.5177334e+03,1.1442382e-01,3.5424639e+00
4.2581094e+05,4.5197416e+06,3.8292472e+03,7.5004156e+02,2.4607473e+03,1.0005559e-01,3.7853402e+00
4.2578907e+05,4.5198073e+06,3.7855213e+03,7.9186278e+02,2.6429079e+03,1.1887390e-01,3.3072431e+00
4.2578381e+05,4.5197584e+06,3.7918103e+03,8.4736616e+02,2.5043799e+03,1.0109602e-01,3.2669637e+00
4.2579468e+05,4.5196702e+06,3.8213107e+03,7.8075976e+02,2.3577558e+03,1.0389726e-01,3.7814699e+00
4.2577788e+05,4.5197453e+06,3.8067541e+03,7.9007229e+02,2.5182467e+03,1.4435146e-01,3.5271400e+00
4.2582458e+05,4.5197468e+06,3.8149788e+03,7.0317036e+02,2.5256192e+03,1.1286356e-01,3.9236001e+00
4.2587214e+05,4.5198581e+06,3.7817137e+03,6.6365582e+02,2.8174423e+03,1.2552630e-01,3.7946491e+00
4.2584092e+05,4.5198057e+06,3.7942995e+03,7.1619488e+02,2.6288684e+03,1.1707334e-01,3.6689340e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2578308e+05,4.5198367e+06,3.7785291e+03,8.0017474e+02,2.7499251e+03,1.4852885e-01,3.2013963e+00
4.2584128e+05,4.5197211e+06,3.7871745e+03,7.2216321e+02,2.4258353e+03,1.0610638e-01,3.9367922e+00
4.2578544e+05,4.5196582e+06,3.8091211e+03,7.9503332e+02,2.2968008e+03,1.5173597e-01,3.7492972e+00
4.2580290e+05,4.5196879e+06,3.8200679e+03,7.6034819e+02,2.3712036e+03,1.2633319e-01,3.8607451e+00
4.2579918e+05,4.5197328e+06,3.8079090e+03,7.8692888e+02,2.5106680e+03,1.1508338e-01,3.5381606e+00
4.2580731e+05,4.5198021e+06,3.8142722e+03,7.7523246e+02,2.5845965e+03,1.1327846e-01,3.4821931e+00
4.2579534e+05,4.5197568e+06,3.8011524e+03,7.7689593e+02,2.5089840e+03,1.0549655e-01,3.5307588e+00
4.2578581e+05,4.5197421e+06,3.7972271e+03,8.3518024e+02,2.4772463e+03,1.0156767e-01,3.3614973e+00
4.2579213e+05,4.5197051e+06,3.8179868e+03,7.7538216e+02,2.4359860e+03,1.1606434e-01,3.7053105e+00
4.2577661e+05,4.5197575e+06,3.8107924e+03,7.9762185e+02,2.5482630e+03,1.3575953e-01,3.4551096e+00
4.2582300e+05,4.5197453e+06,3.8149388e+03,7.0525074e+02,2.5197344e+03,1.1455115e-01,3.9209763e+00
4.2589480e+05,4.5199051e+06,3.7740000e+03,6.1849295e+02,2.9334136e+03,1.3383235e-01,3.8847346e+00
4.2582305e+05,4.5197523e+06,3.8012832e+03,7.4314134e+02,2.5174247e+03,1.2571152e-01,3.6996329e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2576761e+05,4.5198554e+06,3.7752934e+03,8.2442212e+02,2.7982678e+03,1.6051558e-01,3.0281778e+00
4.2585972e+05,4.5197765e+06,3.7862228e+03,6.8353855e+02,2.5805175e+03,1.0553061e-01,3.9507433e+00
4.2578475e+05,4.5196929e+06,3.8076184e+03,8.0158727e+02,2.3776826e+03,1.3882289e-01,3.6274564e+00
4.2578691e+05,4.5196455e+06,3.8204134e+03,8.1282254e+02,2.2504680e+03,1.3755609e-01,3.7671128e+00
4.2579607e+05,4.5196939e+06,3.8027600e+03,8.2317943e+02,2.4245282e+03,1.1322157e-01,3.4588250e+00
4.2580891e+05,4.5197817e+06,3.8251797e+03,7.5393216e+02,2.5969972e+03,1.1308808e-01,3.5746835e+00
4.2581195e+05,4.5197327e+06,3.8074096e+03,7.4113292e+02,2.4726453e+03,1.1053608e-01,3.7750704e+00
4.2579434e+05,4.5197653e+06,3.7955436e+03,8.0003214e+02,2.5052660e+03,1.1319394e-01,3.4656774e+00
4.2577891e+05,4.5197092e+06,3.8209139e+03,7.9031648e+02,2.4842053e+03,1.0829112e-01,3.5874909e+00
4.2574622e+05,4.5197317e+06,3.8039033e+03,8.2481337e+02,2.5291865e+03,1.7118600e-01,3.3763460e+00
4.2580998e+05,4.5197342e+06,3.8251210e+03,7.1294951e+02,2.4981818e+03,1.1774968e-01,3.9104214e+00
4.2585957e+05,4.5198420e+06,3.7921169e+03,6.6178158e+02,2.7677540e+03,1.2757706e-01,3.8570276e+00
4.2584402e+05,4.5197421e+06,3.7800698e+03,7.1740795e+02,2.4865692e+03,1.2901706e-01,3.8311005e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2576622e+05,4.5198674e+06,3.7765575e+03,8.0542610e+02,2.8170740e+03,1.5865507e-01,3.0795084e+00
4.2586308e+05,4.5197792e+06,3.7843978e+03,6.7945974e+02,2.5860044e+03,1.0459999e-01,3.9633331e+00
4.2578945e+05,4.5197013e+06,3.7974362e+03,7.9334420e+02,2.4022739e+03,1.6822347e-01,3.6416822e+00
4.2577725e+05,4.5196427e+06,3.8266964e+03,8.3179860e+02,2.2485159e+03,1.3111517e-01,3.6967547e+00
4.2582309e+05,4.5197380e+06,3.7966127e+03,7.4912096e+02,2.5069836e+03,1.0544062e-01,3.7002844e+00
4.2579681e+05,4.5197625e+06,3.8280425e+03,7.9818537e+02,2.5387602e+03,1.1600693e-01,3.4490120e+00
4.2581996e+05,4.5197606e+06,3.8032455e+03,7.1817622e+02,2.5437917e+03,1.0188364e-01,3.7776186e+00
4.2576816e+05,4.5197971e+06,3.7912041e+03,8.3682406e+02,2.5663955e+03,1.1757120e-01,3.1979146e+00
4.2579018e+05,4.5197212e+06,3.8129945e+03,7.7538691e+02,2.5025259e+03,1.1214622e-01,3.6125854e+00
4.2576694e+05,4.5197053e+06,3.8288005e+03,8.2337149e+02,2.4186733e+03,1.3676223e-01,3.4884326e+00
4.2581293e+05,4.5197398e+06,3.8227803e+03,7.1091889e+02,2.5083093e+03,1.1026712e-01,3.8980889e+00
4.2589220e+05,4.5198988e+06,3.7822985e+03,6.0835489e+02,2.8924863e+03,1.3483393e-01,3.9719847e+00
4.2583818e+05,4.5197635e+06,3.7921236e+03,7.2827550e+02,2.5699732e+03,1.0698195e-01,3.6762353e+00
4.2494791e+05,4.5196560e+06,3.6549260e+03,2.4326686e+03,2.1578644e+03,1.2592516e-01,1.2765656e+00
4.2577008e+05,4.5198659e+06,3.7756029e+03,7.9644211e+02,2.8275483e+03,1.7575667e-01,3.1189906e+00
4.2586015e+05,4.5197833e+06,3.7851635e+03,6.8319437e+02,2.5979597e+03,1.0645060e-01,3.9271098e+00
4.2577750e+05,4.5196822e+06,3.7813176e+03,8.4015128e+02,2.3464349e+03,1.9761012e-01,3.4852178e+00
4.2577258e+05,4.5195969e+06,3.8272904e+03,8.3758536e+02,2.1389156e+03,1.3601691e-01,3.8247245e+00
4.2582444e+05,4.5197329e+06,3.7934134e+03,7.4521454e+02,2.4982712e+03,1.0529427e-01,3.7279234e+00
4.2579741e+05,4.5197611e+06,3.8269062e+03,7.9622527e+02,2.5372140e+03,1.1600540e-01,3.4595021e+00
4.2580935e+05,4.5197408e+06,3.8087664e+03,7.3824997e+02,2.4944913e+03,1.0559683e-01,3.7514269e+00
4.2576670e+05,4.5197764e+06,3.7892943e+03,8.3072281e+02,2.5337670e+03,1.1320469e-01,3.2695827e+00
4.2578558e+05,4.5197206e+06,3.8194858e+03,7.7712790e+02,2.5251406e+03,1.0112569e-01,3.5897803e+00
4.2579712e+05,4.5197222e+06,3.8132889e+03,7.9744139e+02,2.3906650e+03,1.5355341e-01,3.6270444e+00
4.2580700e+05,4.5197166e+06,3.8214011e+03,7.3981364e+02,2.4522305e+03,1.1455610e-01,3.8392724e+00
4.2586096e+05,4.5198336e+06,3.7904466e+03,6.5063942e+02,2.7317806e+03,1.1968620e-01,3.9256062e+00
4.2582952e+05,4.5197562e+06,3.7971425e+03,7.1938847e+02,2.5703020e+03,1.0172366e-01,3.7368514e+00
4.2495550e+05,4.5196571e+06,3.6560076e+03,2.4181206e+03,2.1616012e+03,1.2572968e-01,1.2986755e+00
4.2577132e+05,4.5198569e+06,3.7770158e+03,7.9665281e+02,2.8049046e+03,1.7335423e-01,3.1454077e+00
4.2585790e+05,4.5197829e+06,3.7880421e+03,6.8422453e+02,2.6023541e+03,1.0254416e-01,3.9182493e+00
4.2577663e+05,4.5196780e+06,3.7772112e+03,8.4693181e+02,2.3272084e+03,2.0799065e-01,3.4739682e+00
4.2579815e+05,4.5196618e+06,3.8077146e+03,8.0123104e+02,2.3129009e+03,1.2115392e-01,3.7193976e+00
4.2580948e+05,4.5197117e+06,3.7968713e+03,7.7121025e+02,2.4564868e+03,1.0480959e-01,3.6444346e+00
4.2581583e+05,4.5197598e+06,3.8122692e+03,7.6304381e+02,2.5243522e+03,1.2061558e-01,3.6329890e+00
4.2580928e+05,4.5197549e+06,3.8145369e+03,7.2226046e+02,2.5129279e+03,1.0597873e-01,3.8033304e+00
4.2576460e+05,4.5197744e+06,3.7947578e+03,8.3066636e+02,2.5273699e+03,1.1249522e-01,3.2896582e+00
4.2578632e+05,4.5197312e+06,3.8211907e+03,7.7804485e+02,2.5404629e+03,1.0365250e-01,3.5636966e+00
4.2579643e+05,4.5197224e+06,3.8137791e+03,7.9620783e+02,2.4000220e+03,1.5007384e-01,3.6233601e+00
4.2579539e+05,4.5197197e+06,3.8220109e+03,7.7071446e+02,2.4854299e+03,1.0565507e-01,3.6655606e+00
4.2585854e+05,4.5198451e+06,3.7913368e+03,6.3989501e+02,2.7695464e+03,1.2940536e-01,3.9286751e+00
4.2583815e+05,4.5197699e+06,3.7958280e+03,7.0284074e+02,2.5998280e+03,1.0117807e-01,3.7842723e+00
4.2495550e+05,4.5196571e+06,3.6560076e+03,2.4181206e+03,2.1616012e+03,1.2572968e-01,1.2986755e+00
