func,iter,xcen,ycen,depth,dP_mu
2.069021e+01,10,4.2625486e+05,4.5186240e+06,4.0308940e+03,3.8633187e-03
2.069060e+01,10,4.2620482e+05,4.5186723e+06,4.0427697e+03,3.9489344e-03
2.069080e+01,11,4.2629202e+05,4.5186138e+06,4.0244634e+03,3.9604770e-03
2.069094e+01,10,4.2623428e+05,4.5186508e+06,4.0454558e+03,4.0600267e-03
2.069114e+01,10,4.2617614e+05,4.5186443e+06,4.0342664e+03,3.9530139e-03
2.069154e+01,11,4.2617271e+05,4.5186382e+06,3.8252181e+03,3.6821387e-03
2.069157e+01,11,4.2621763e+05,4.5185796e+06,3.9206044e+03,3.8469370e-03
2.069162e+01,9,4.2617526e+05,4.5186635e+06,3.8564245e+03,3.6351318e-03
2.069217e+01,10,4.2626599e+05,4.5186127e+06,4.0540733e+03,4.0614693e-03
2.069254e+01,11,4.2619579e+05,4.5186125e+06,4.0417296e+03,4.0371481e-03
2.069273e+01,11,4.2625327e+05,4.5185731e+06,3.9861784e+03,3.9069219e-03
2.069310e+01,11,4.2622735e+05,4.5187096e+06,3.7732854e+03,3.6132335e-03
2.069388e+01,11,4.2623368e+05,4.5186307e+06,3.7958791e+03,3.6974395e-03
2.069470e+01,11,4.2621786e+05,4.5186984e+06,3.7544496e+03,3.5563592e-03
2.069489e+01,10,4.2622088e+05,4.5185697e+06,3.9832596e+03,3.8650180e-03
2.069492e+01,10,4.2625626e+05,4.5185830e+06,4.0610517e+03,3.9974857e-03
2.069562e+01,11,4.2623697e+05,4.5186595e+06,4.0699447e+03,4.0522335e-03
2.069563e+01,11,4.2620741e+05,4.5186644e+06,3.7702407e+03,3.6461961e-03
2.069585e+01,11,4.2620093e+05,4.5186367e+06,3.8575362e+03,3.8082513e-03
2.069633e+01,11,4.2620849e+05,4.5185734e+06,4.0273801e+03,3.9714012e-03
2.069635e+01,10,4.2624920e+05,4.5186841e+06,3.7494850e+03,3.5322160e-03
2.069751e+01,11,4.2627866e+05,4.5186872e+06,3.9940318e+03,3.9248485e-03
2.069769e+01,10,4.2628864e+05,4.5186162e+06,3.9139223e+03,3.8620789e-03
2.069809e+01,11,4.2624710e+05,4.5186289e+06,4.0794719e+03,3.9594496e-03
2.069839e+01,10,4.2626058e+05,4.5186137e+06,4.0571721e+03,4.0716652e-03
2.069866e+01,8,4.2619681e+05,4.5186816e+06,3.8529835e+03,3.7839770e-03
2.069896e+01,11,4.2620790e+05,4.5186612e+06,3.9887437e+03,3.7874252e-03
2.069935e+01,11,4.2623193e+05,4.5185746e+06,4.0538768e+03,3.9685005e-03
2.069945e+01,9,4.2624263e+05,4.5186618e+06,3.8419204e+03,3.5831212e-03
2.069962e+01,11,4.2618818e+05,4.5186181e+06,3.9829337e+03,3.7891438e-03
2.069970e+01,10,4.2627471e+05,4.5186128e+06,3.9558491e+03,3.7720791e-03
2.070045e+01,11,4.2625448e+05,4.5186025e+06,3.8353688e+03,3.6753710e-03
2.070124e+01,10,4.2627147e+05,4.5186080e+06,3.8458072e+03,3.7245095e-03
2.070224e+01,9,4.2628587e+05,4.5186394e+06,4.0405484e+03,3.9340366e-03
2.070225e+01,11,4.2616281e+05,4.5186296e+06,3.9980897e+03,3.8841569e-03
2.070270e+01,8,4.2618071e+05,4.5186496e+06,3.7979054e+03,3.6558132e-03
2.070297e+01,8,4.2619793e+05,4.5186861e+06,3.7725376e+03,3.5521129e-03
2.070323e+01,10,4.2617603e+05,4.5186665e+06,3.9873558e+03,3.9186344e-03
2.070361e+01,11,4.2625782e+05,4.5186831e+06,3.7679319e+03,3.6498251e-03
2.070363e+01,10,4.2625134e+05,4.5186641e+06,3.9295713e+03,3.6960251e-03
2.070418e+01,9,4.2619900e+05,4.5186084e+06,4.0442491e+03,3.8922434e-03
2.070469e+01,11,4.2620645e+05,4.5186965e+06,3.9547197e+03,3.8960497e-03
2.070512e+01,9,4.2628381e+05,4.5186229e+06,4.0612826e+03,3.9932918e-03
2.070556e+01,10,4.2626084e+05,4.5185871e+06,4.0161630e+03,4.0026166e-03
2.070633e+01,11,4.2617105e+05,4.5186056e+06,3.9864350e+03,3.8375182e-03
2.070662e+01,11,4.2621235e+05,4.5186268e+06,4.1013856e+03,4.0685061e-03
2.070732e+01,11,4.2629403e+05,4.5186205e+06,4.0118732e+03,3.9797498e-03
2.070771e+01,11,4.2623156e+05,4.5187074e+06,3.8326325e+03,3.6005499e-03
2.070816e+01,11,4.2629088e+05,4.5186445e+06,3.8457600e+03,3.7662515e-03
2.070827e+01,11,4.2618621e+05,4.5185888e+06,4.0221925e+03,3.9762704e-03
2.070841e+01,9,4.2620154e+05,4.5186318e+06,4.0183793e+03,3.8324655e-03
2.070865e+01,10,4.2618364e+05,4.5186411e+06,3.7887905e+03,3.6190613e-03
2.070885e+01,10,4.2622352e+05,4.5186030e+06,4.0576618e+03,4.0751824e-03
2.070896e+01,10,4.2626151e+05,4.5186860e+06,3.9688006e+03,3.9521269e-03
2.070901e+01,11,4.2625006e+05,4.5185766e+06,4.0460216e+03,4.0082620e-03
2.070909e+01,10,4.2627233e+05,4.5186014e+06,4.0731311e+03,4.0252045e-03
2.070910e+01,10,4.2622980e+05,4.5186653e+06,3.9981135e+03,3.8008350e-03
2.070951e+01,9,4.2623547e+05,4.5185906e+06,3.8581730e+03,3.7493374e-03
2.070977e+01,11,4.2618625e+05,4.5186638e+06,4.0078189e+03,3.8503382e-03
2.071018e+01,11,4.2627402e+05,4.5186344e+06,4.0106013e+03,4.0263696e-03
2.071023e+01,11,4.2630508e+05,4.5186591e+06,3.9224916e+03,3.7714311e-03
2.071079e+01,10,4.2620751e+05,4.5186854e+06,3.7519360e+03,3.5873352e-03
2.071110e+01,9,4.2629260e+05,4.5186676e+06,3.8901004e+03,3.6924976e-03
2.071138e+01,11,4.2624659e+05,4.5186126e+06,3.8345904e+03,3.7570941e-03
2.071139e+01,11,4.2617363e+05,4.5185968e+06,3.9360908e+03,3.8498836e-03
2.071164e+01,9,4.2616953e+05,4.5186562e+06,3.8599555e+03,3.6450726e-03
2.071201e+01,11,4.2621303e+05,4.5185816e+06,4.0497394e+03,3.9295698e-03
2.071207e+01,11,4.2620098e+05,4.5185969e+06,3.8511242e+03,3.7348009e-03
2.071226e+01,10,4.2627079e+05,4.5186726e+06,3.7803668e+03,3.5581994e-03
2.071280e+01,11,4.2626126e+05,4.5186024e+06,3.8804702e+03,3.8221064e-03
2.071331e+01,11,4.2627938e+05,4.5186408e+06,3.9866805e+03,3.8071760e-03
2.071410e+01,10,4.2621979e+05,4.5185729e+06,3.9482491e+03,3.8024417e-03
2.071487e+01,11,4.2627705e+05,4.5186392e+06,4.0160085e+03,4.0278804e-03
2.071505e+01,9,4.2623626e+05,4.5186495e+06,3.7592624e+03,3.6310645e-03
2.071521e+01,10,4.2618810e+05,4.5186870e+06,3.9864852e+03,3.8720424e-03
2.071563e+01,11,4.2617664e+05,4.5186822e+06,3.8779008e+03,3.6684925e-03
2.071572e+01,11,4.2619620e+05,4.5185895e+06,4.0467868e+03,4.0227535e-03
2.071662e+01,10,4.2621165e+05,4.5185773e+06,4.0102327e+03,3.9837150e-03
2.071722e+01,11,4.2618870e+05,4.5186120e+06,4.0622282e+03,3.9424420e-03
2.071747e+01,11,4.2619050e+05,4.5186317e+06,3.8626124e+03,3.6228939e-03
2.071772e+01,10,4.2626897e+05,4.5185987e+06,3.9209315e+03,3.7409510e-03
2.071809e+01,11,4.2623359e+05,4.5186857e+06,3.9340654e+03,3.9215631e-03
2.071852e+01,10,4.2627057e+05,4.5186747e+06,3.7880482e+03,3.5592968e-03
2.071948e+01,11,4.2626851e+05,4.5186143e+06,3.8243047e+03,3.6520157e-03
2.071999e+01,10,4.2627811e+05,4.5186749e+06,3.9973505e+03,3.9784278e-03
2.072049e+01,11,4.2616713e+05,4.5186420e+06,4.0171587e+03,3.9278391e-03
2.072116e+01,11,4.2627131e+05,4.5186523e+06,4.0165091e+03,3.8514164e-03
2.072124e+01,9,4.2622012e+05,4.5186624e+06,4.0467466e+03,3.8980788e-03
2.072173e+01,11,4.2621551e+05,4.5186977e+06,3.8523905e+03,3.6099718e-03
2.072180e+01,11,4.2618794e+05,4.5186507e+06,3.7869367e+03,3.6550575e-03
2.072261e+01,11,4.2624296e+05,4.5185719e+06,4.0483216e+03,3.9977069e-03
2.072339e+01,11,4.2625852e+05,4.5185837e+06,4.0263770e+03,4.0128563e-03
2.072376e+01,11,4.2629272e+05,4.5186065e+06,4.0183509e+03,3.9611659e-03
2.072392e+01,11,4.2623135e+05,4.5186418e+06,3.8984017e+03,3.8973326e-03
2.072394e+01,10,4.2617619e+05,4.5185902e+06,4.0131197e+03,3.9072362e-03
2.072400e+01,11,4.2618851e+05,4.5186076e+06,3.9275692e+03,3.8926600e-03
2.072404e+01,9,4.2617320e+05,4.5186615e+06,3.9939096e+03,3.9292907e-03
2.072453e+01,11,4.2617754e+05,4.5185879e+06,3.9908613e+03,3.9193192e-03
2.072455e+01,9,4.2625018e+05,4.5186850e+06,3.8905625e+03,3.8693315e-03
2.072475e+01,10,4.2625450e+05,4.5186461e+06,4.0431282e+03,3.8832010e-03
2.072504e+01,11,4.2621657e+05,4.5186970e+06,3.7960933e+03,3.6942921e-03
2.072510e+01,11,4.2624427e+05,4.5186513e+06,4.0300662e+03,3.8529226e-03
2.072523e+01,11,4.2622371e+05,4.5187120e+06,3.9474389e+03,3.8556201e-03
2.072529e+01,11,4.2618425e+05,4.5186169e+06,3.8304065e+03,3.6307917e-03
2.072624e+01,8,4.2618718e+05,4.5185845e+06,4.0350214e+03,3.9800957e-03
2.072625e+01,10,4.2616232e+05,4.5186284e+06,3.8943272e+03,3.7064849e-03
2.072725e+01,9,4.2624277e+05,4.5186418e+06,3.7943465e+03,3.5498684e-03
2.072751e+01,11,4.2618319e+05,4.5186410e+06,3.8287703e+03,3.5946187e-03
2.072765e+01,10,4.2617883e+05,4.5186483e+06,4.0276095e+03,3.9860042e-03
2.072829e+01,11,4.2625988e+05,4.5186714e+06,4.0589264e+03,3.9811999e-03
2.072830e+01,10,4.2623458e+05,4.5186192e+06,3.7809891e+03,3.6081565e-03
2.072859e+01,11,4.2619125e+05,4.5185823e+06,4.0164192e+03,3.9748444e-03
2.072953e+01,11,4.2622775e+05,4.5185940e+06,3.8468020e+03,3.6631038e-03
2.073021e+01,10,4.2622318e+05,4.5186649e+06,4.0763383e+03,4.0250867e-03
2.073064e+01,10,4.2615834e+05,4.5186635e+06,3.9212197e+03,3.7959012e-03
2.073076e+01,11,4.2619800e+05,4.5186538e+06,4.0059007e+03,3.8154298e-03
2.073131e+01,11,4.2617589e+05,4.5186676e+06,4.0066033e+03,3.9209336e-03
2.073144e+01,11,4.2618810e+05,4.5187074e+06,3.8861769e+03,3.7398822e-03
2.073163e+01,11,4.2624319e+05,4.5186054e+06,3.8579247e+03,3.6417798e-03
2.073167e+01,11,4.2620011e+05,4.5186442e+06,3.8592732e+03,3.8177228e-03
2.073176e+01,7,4.2627257e+05,4.5186894e+06,3.7650533e+03,3.6202634e-03
2.073258e+01,8,4.2619416e+05,4.5186303e+06,3.9745270e+03,3.7603262e-03
2.073261e+01,11,4.2619857e+05,4.5186949e+06,3.7709909e+03,3.6139888e-03
2.073262e+01,11,4.2623293e+05,4.5187148e+06,3.7695019e+03,3.5981933e-03
2.073266e+01,11,4.2617867e+05,4.5185829e+06,3.9635637e+03,3.8461954e-03
2.073273e+01,11,4.2628441e+05,4.5185986e+06,4.0383227e+03,3.9945103e-03
2.073274e+01,9,4.2625461e+05,4.5185960e+06,3.8630495e+03,3.7775920e-03
2.073311e+01,11,4.2628815e+05,4.5186565e+06,3.9986370e+03,3.9901996e-03
2.073367e+01,11,4.2621156e+05,4.5185981e+06,3.8622276e+03,3.6545345e-03
2.073443e+01,9,4.2622535e+05,4.5186636e+06,3.7329689e+03,3.5346242e-03
2.073445e+01,11,4.2619598e+05,4.5186960e+06,3.7697258e+03,3.5917306e-03
2.073479e+01,11,4.2620343e+05,4.5186940e+06,3.8315044e+03,3.5868270e-03
2.073543e+01,11,4.2621135e+05,4.5186337e+06,3.7651672e+03,3.6097187e-03
2.073638e+01,10,4.2629811e+05,4.5186185e+06,3.9535056e+03,3.8086240e-03
2.073650e+01,10,4.2621663e+05,4.5186025e+06,3.8601857e+03,3.7959497e-03
2.073668e+01,11,4.2618835e+05,4.5186635e+06,4.0015237e+03,3.8258152e-03
2.073706e+01,11,4.2618985e+05,4.5186007e+06,4.0159737e+03,4.0059390e-03
2.073779e+01,10,4.2626395e+05,4.5187189e+06,3.8177225e+03,3.6800589e-03
2.073786e+01,11,4.2623552e+05,4.5186123e+06,4.0048457e+03,3.8061391e-03
2.073825e+01,9,4.2622512e+05,4.5186928e+06,4.0057325e+03,3.8600655e-03
2.073837e+01,11,4.2620165e+05,4.5186205e+06,3.7892445e+03,3.5980775e-03
2.073971e+01,11,4.2616093e+05,4.5186183e+06,3.9522093e+03,3.8744349e-03
2.073992e+01,11,4.2624752e+05,4.5186143e+06,3.8078230e+03,3.6994943e-03
2.074098e+01,11,4.2626564e+05,4.5185955e+06,4.0857300e+03,4.0506398e-03
2.074107e+01,10,4.2620526e+05,4.5186348e+06,3.8355757e+03,3.5823232e-03
2.074172e+01,10,4.2621827e+05,4.5186113e+06,3.8825596e+03,3.8525078e-03
2.074174e+01,11,4.2625885e+05,4.5186133e+06,3.8692727e+03,3.6484839e-03
2.074178e+01,11,4.2622945e+05,4.5187084e+06,3.7665557e+03,3.5442497e-03
2.074309e+01,11,4.2628518e+05,4.5186833e+06,3.7797262e+03,3.5952010e-03
2.074317e+01,11,4.2619502e+05,4.5186912e+06,3.7631467e+03,3.5863356e-03
2.074341e+01,10,4.2615712e+05,4.5186576e+06,3.9158776e+03,3.8052914e-03
2.074355e+01,11,4.2625803e+05,4.5186517e+06,3.8463994e+03,3.8150537e-03
2.074412e+01,10,4.2630544e+05,4.5186791e+06,3.8594552e+03,3.7077686e-03
2.074447e+01,10,4.2623519e+05,4.5185678e+06,3.9592772e+03,3.8865134e-03
2.074542e+01,10,4.2624133e+05,4.5186670e+06,4.0233425e+03,3.8478374e-03
2.074554e+01,10,4.2619365e+05,4.5186679e+06,3.7728022e+03,3.5368660e-03
2.074567e+01,11,4.2617618e+05,4.5186261e+06,4.0590268e+03,3.9978818e-03
2.074603e+01,11,4.2622629e+05,4.5187141e+06,3.7650399e+03,3.5816455e-03
2.074607e+01,11,4.2629085e+05,4.5185971e+06,3.9700185e+03,3.8578537e-03
2.074608e+01,10,4.2619681e+05,4.5186717e+06,3.8630286e+03,3.6085616e-03
2.074623e+01,9,4.2616162e+05,4.5186110e+06,3.9909398e+03,3.9081236e-03
2.074637e+01,10,4.2621361e+05,4.5187202e+06,3.8741655e+03,3.6956778e-03
2.074648e+01,10,4.2622890e+05,4.5186701e+06,4.0457005e+03,4.0410197e-03
2.074671e+01,10,4.2624819e+05,4.5187066e+06,3.8273177e+03,3.5905741e-03
2.074676e+01,11,4.2628201e+05,4.5186651e+06,4.0053403e+03,3.9993911e-03
2.074679e+01,10,4.2622946e+05,4.5186731e+06,3.7648365e+03,3.6605998e-03
2.074682e+01,10,4.2625362e+05,4.5187140e+06,3.9513335e+03,3.8286680e-03
2.074713e+01,11,4.2620179e+05,4.5186389e+06,3.8155226e+03,3.5644111e-03
2.074730e+01,11,4.2623145e+05,4.5185818e+06,4.0858384e+03,4.0695345e-03
2.074778e+01,10,4.2618662e+05,4.5186417e+06,4.0113612e+03,4.0051593e-03
2.074786e+01,11,4.2621391e+05,4.5185712e+06,4.0609509e+03,3.9933548e-03
2.074789e+01,10,4.2624004e+05,4.5185792e+06,4.0077501e+03,4.0010844e-03
2.074806e+01,10,4.2623879e+05,4.5185880e+06,4.0945184e+03,4.0120247e-03
2.074810e+01,11,4.2628291e+05,4.5186676e+06,3.7766802e+03,3.6420657e-03
2.074865e+01,10,4.2619310e+05,4.5186838e+06,3.9924524e+03,3.9402717e-03
2.074919e+01,10,4.2627654e+05,4.5186750e+06,4.0394345e+03,3.9707955e-03
2.074944e+01,10,4.2618806e+05,4.5186849e+06,3.9866436e+03,3.8351174e-03
2.074962e+01,11,4.2627571e+05,4.5185814e+06,3.9615184e+03,3.8718240e-03
2.074985e+01,11,4.2629731e+05,4.5186966e+06,3.8965416e+03,3.7512532e-03
2.074988e+01,11,4.2622559e+05,4.5187122e+06,3.7743501e+03,3.6302755e-03
2.075047e+01,11,4.2616245e+05,4.5186487e+06,3.8293442e+03,3.6558577e-03
2.075087e+01,11,4.2624794e+05,4.5186214e+06,3.7888578e+03,3.6667655e-03
2.075116e+01,11,4.2618413e+05,4.5185773e+06,3.9582443e+03,3.8540512e-03
2.075135e+01,10,4.2627855e+05,4.5186002e+06,4.0700912e+03,4.0167448e-03
2.075162e+01,11,4.2617797e+05,4.5186277e+06,3.8633628e+03,3.6361917e-03
2.075190e+01,11,4.2618991e+05,4.5186314e+06,3.7814455e+03,3.5949105e-03
2.075225e+01,6,4.2622298e+05,4.5186670e+06,4.0362088e+03,3.8726018e-03
2.075241e+01,9,4.2624496e+05,4.5186410e+06,4.1079251e+03,4.0529183e-03
2.075264e+01,11,4.2627621e+05,4.5186647e+06,3.9823798e+03,3.7965387e-03
2.075304e+01,11,4.2616462e+05,4.5186123e+06,4.0086192e+03,3.8786303e-03
2.075354e+01,9,4.2618518e+05,4.5186075e+06,3.8304021e+03,3.6866516e-03
2.075354e+01,10,4.2621968e+05,4.5186485e+06,4.0044391e+03,4.0313948e-03
2.075367e+01,10,4.2623468e+05,4.5186837e+06,4.0499083e+03,3.9674287e-03
2.075402e+01,9,4.2624069e+05,4.5185781e+06,4.0763218e+03,4.0567017e-03
2.075459e+01,10,4.2619000e+05,4.5186461e+06,4.0073776e+03,3.8175534e-03
2.075548e+01,11,4.2625867e+05,4.5185908e+06,3.8858036e+03,3.7092765e-03
2.075592e+01,10,4.2622204e+05,4.5187081e+06,3.9293678e+03,3.7353798e-03
2.075617e+01,9,4.2628516e+05,4.5186356e+06,4.0707312e+03,4.0260071e-03
2.075620e+01,11,4.2619508e+05,4.5185819e+06,4.0066868e+03,3.8546877e-03
2.075632e+01,10,4.2623970e+05,4.5186502e+06,4.0405739e+03,3.8662388e-03
2.075749e+01,11,4.2625450e+05,4.5186107e+06,3.8579484e+03,3.6366309e-03
2.075782e+01,10,4.2626980e+05,4.5186895e+06,3.7878010e+03,3.6899071e-03
2.075855e+01,8,4.2622841e+05,4.5185691e+06,4.0186595e+03,3.9895425e-03
2.075862e+01,10,4.2619387e+05,4.5186611e+06,3.7532973e+03,3.5450507e-03
2.075863e+01,10,4.2622012e+05,4.5186378e+06,4.0948072e+03,4.0966809e-03
2.075910e+01,11,4.2627778e+05,4.5186781e+06,4.0157172e+03,3.8868083e-03
2.075972e+01,10,4.2624401e+05,4.5185835e+06,4.0310306e+03,4.0380557e-03
2.075999e+01,10,4.2617561e+05,4.5186963e+06,3.8562113e+03,3.7215514e-03
2.076012e+01,10,4.2623237e+05,4.5186519e+06,4.0725260e+03,4.0847015e-03
2.076023e+01,10,4.2629886e+05,4.5186683e+06,4.0011461e+03,3.9415238e-03
2.076101e+01,11,4.2620408e+05,4.5186743e+06,3.7623234e+03,3.6360906e-03
2.076177e+01,10,4.2618595e+05,4.5186842e+06,4.0021109e+03,3.8915428e-03
2.076194e+01,10,4.2628770e+05,4.5186989e+06,3.9550433e+03,3.8427491e-03
2.076201e+01,11,4.2623016e+05,4.5186916e+06,3.9436394e+03,3.9289154e-03
2.076201e+01,11,4.2628335e+05,4.5187027e+06,3.8989131e+03,3.8316808e-03
2.076252e+01,10,4.2622555e+05,4.5186141e+06,4.1211491e+03,4.0666903e-03
2.076255e+01,10,4.2617160e+05,4.5186774e+06,3.8004228e+03,3.6216559e-03
2.076262e+01,11,4.2622155e+05,4.5187142e+06,3.9526064e+03,3.8494391e-03
2.076329e+01,10,4.2624955e+05,4.5186290e+06,4.0943458e+03,3.9835883e-03
2.076373e+01,10,4.2622303e+05,4.5186334e+06,4.0407759e+03,3.8575246e-03
2.076397e+01,11,4.2622011e+05,4.5186006e+06,4.0322667e+03,4.0584996e-03
2.076475e+01,11,4.2629638e+05,4.5186642e+06,3.7989036e+03,3.6456566e-03
2.076584e+01,10,4.2629416e+05,4.5186633e+06,3.9437718e+03,3.9261499e-03
2.076598e+01,10,4.2627686e+05,4.5186095e+06,3.9634823e+03,3.7779708e-03
2.076653e+01,11,4.2620801e+05,4.5186277e+06,3.7815651e+03,3.6577478e-03
2.076685e+01,10,4.2629940e+05,4.5186169e+06,3.9564612e+03,3.8111160e-03
2.076697e+01,11,4.2628268e+05,4.5187090e+06,3.8739183e+03,3.7841368e-03
2.076717e+01,10,4.2617115e+05,4.5186466e+06,3.8688595e+03,3.6387428e-03
2.076725e+01,10,4.2629935e+05,4.5186688e+06,4.0039737e+03,3.9272050e-03
2.076741e+01,10,4.2623992e+05,4.5185750e+06,3.9786342e+03,3.8194607e-03
2.076753e+01,10,4.2626416e+05,4.5186601e+06,4.0764096e+03,3.9944445e-03
2.076788e+01,10,4.2625258e+05,4.5185976e+06,4.0381013e+03,4.0628576e-03
2.076823e+01,8,4.2624812e+05,4.5185820e+06,4.0303453e+03,4.0343979e-03
2.076842e+01,9,4.2616259e+05,4.5186520e+06,3.9037171e+03,3.8264243e-03
2.076847e+01,10,4.2625341e+05,4.5186303e+06,3.7681724e+03,3.6187338e-03
2.076873e+01,10,4.2618837e+05,4.5186341e+06,3.7885789e+03,3.5712368e-03
2.076882e+01,11,4.2617455e+05,4.5186304e+06,4.0610292e+03,3.9817274e-03
2.076986e+01,9,4.2618382e+05,4.5186590e+06,4.0516407e+03,3.9657256e-03
2.077061e+01,10,4.2624766e+05,4.5187051e+06,3.8881817e+03,3.8446514e-03
2.077074e+01,8,4.2617055e+05,4.5186675e+06,3.9690627e+03,3.9083497e-03
2.077254e+01,10,4.2624120e+05,4.5185847e+06,4.0932832e+03,4.0855029e-03
2.077362e+01,8,4.2622392e+05,4.5185671e+06,4.0329567e+03,3.9204605e-03
2.077409e+01,10,4.2624546e+05,4.5186415e+06,3.7698848e+03,3.6620961e-03
2.077432e+01,11,4.2618978e+05,4.5186212e+06,4.0892699e+03,3.9983327e-03
2.077452e+01,10,4.2616809e+05,4.5185923e+06,3.9447118e+03,3.7999097e-03
2.077557e+01,11,4.2623946e+05,4.5186789e+06,4.0541525e+03,4.0265092e-03
2.077625e+01,11,4.2624383e+05,4.5185683e+06,3.9943910e+03,3.8648269e-03
2.077712e+01,10,4.2621008e+05,4.5186542e+06,4.0911230e+03,4.0484878e-03
2.077745e+01,10,4.2623803e+05,4.5186007e+06,4.1193438e+03,4.0604645e-03
2.077785e+01,10,4.2630108e+05,4.5186377e+06,4.0335502e+03,3.9730904e-03
2.077789e+01,10,4.2629554e+05,4.5186636e+06,3.9778113e+03,3.8191320e-03
2.077905e+01,11,4.2615684e+05,4.5186412e+06,3.9941672e+03,3.8865829e-03
2.077911e+01,11,4.2626275e+05,4.5186855e+06,4.0137221e+03,3.9959547e-03
2.077950e+01,10,4.2623162e+05,4.5186585e+06,4.0414058e+03,3.8685996e-03
2.077976e+01,9,4.2628762e+05,4.5186699e+06,4.0352176e+03,3.9585508e-03
2.078049e+01,10,4.2621426e+05,4.5187151e+06,3.7736722e+03,3.5690269e-03
2.078091e+01,10,4.2621342e+05,4.5186419e+06,3.9630001e+03,3.9860085e-03
2.078147e+01,10,4.2619487e+05,4.5186128e+06,4.0188335e+03,4.0323771e-03
2.078248e+01,10,4.2627701e+05,4.5186944e+06,3.7604923e+03,3.5707889e-03
2.078260e+01,10,4.2623129e+05,4.5186773e+06,4.0678316e+03,3.9970417e-03
2.078337e+01,10,4.2621133e+05,4.5187038e+06,3.9767257e+03,3.8253376e-03
2.078399e+01,11,4.2621801e+05,4.5187263e+06,3.8464022e+03,3.6992837e-03
2.078417e+01,11,4.2627561e+05,4.5186357e+06,3.9770040e+03,3.7757005e-03
2.078425e+01,10,4.2626912e+05,4.5186924e+06,3.9718955e+03,3.9505893e-03
2.078449e+01,11,4.2621544e+05,4.5186873e+06,4.0360836e+03,3.9805809e-03
2.078524e+01,11,4.2616388e+05,4.5186262e+06,4.0204482e+03,3.9643669e-03
2.078556e+01,9,4.2622309e+05,4.5186412e+06,3.7672927e+03,3.6569956e-03
2.078581e+01,11,4.2615955e+05,4.5186209e+06,4.0157776e+03,3.9308482e-03
2.078836e+01,10,4.2624041e+05,4.5185906e+06,4.0215397e+03,4.0445709e-03
2.078839e+01,11,4.2626987e+05,4.5185986e+06,3.9769385e+03,3.7969562e-03
2.078909e+01,11,4.2618284e+05,4.5185821e+06,3.9706298e+03,3.8121941e-03
2.078949e+01,11,4.2627489e+05,4.5186883e+06,3.9662187e+03,3.7860081e-03
2.078959e+01,11,4.2625267e+05,4.5187062e+06,3.9946204e+03,3.9045259e-03
2.078978e+01,10,4.2619262e+05,4.5186441e+06,4.0207159e+03,3.8330629e-03
2.078979e+01,9,4.2629000e+05,4.5186642e+06,4.0251255e+03,4.0032815e-03
2.079023e+01,6,4.2616391e+05,4.5185982e+06,3.9754448e+03,3.8309075e-03
2.079149e+01,11,4.2628798e+05,4.5186179e+06,3.8436187e+03,3.6731468e-03
2.079185e+01,11,4.2620306e+05,4.5185780e+06,4.0210996e+03,4.0082280e-03
2.079268e+01,11,4.2626225e+05,4.5186007e+06,3.8718049e+03,3.8165502e-03
2.079300e+01,11,4.2616101e+05,4.5186254e+06,3.8857062e+03,3.7931577e-03
2.079316e+01,9,4.2620874e+05,4.5186119e+06,4.0371797e+03,3.8538811e-03
2.079410e+01,11,4.2627460e+05,4.5186149e+06,3.8150119e+03,3.6477087e-03
2.079521e+01,10,4.2624581e+05,4.5186431e+06,4.1130597e+03,4.0580642e-03
2.079592e+01,10,4.2618942e+05,4.5187013e+06,3.9198018e+03,3.8413806e-03
2.079614e+01,10,4.2621173e+05,4.5186915e+06,3.7354558e+03,3.5667596e-03
2.079755e+01,11,4.2618794e+05,4.5185728e+06,3.9497564e+03,3.8586580e-03
2.079776e+01,11,4.2624137e+05,4.5186425e+06,4.0304706e+03,3.8376396e-03
2.079794e+01,11,4.2628449e+05,4.5186376e+06,3.8918366e+03,3.8732210e-03
2.079860e+01,11,4.2616473e+05,4.5186158e+06,3.8750260e+03,3.7738788e-03
2.079885e+01,9,4.2628724e+05,4.5186081e+06,4.0540157e+03,4.0428119e-03
2.079893e+01,11,4.2627089e+05,4.5185745e+06,3.9618451e+03,3.8610539e-03
2.079987e+01,11,4.2620128e+05,4.5187052e+06,3.7585097e+03,3.5657541e-03
2.080047e+01,10,4.2626613e+05,4.5187145e+06,3.9514109e+03,3.8323841e-03
2.080069e+01,10,4.2617534e+05,4.5186623e+06,3.8317835e+03,3.5891431e-03
2.080161e+01,10,4.2622629e+05,4.5185804e+06,3.9352323e+03,3.7422767e-03
2.080269e+01,11,4.2617330e+05,4.5186742e+06,3.8131265e+03,3.5830798e-03
2.080279e+01,11,4.2620144e+05,4.5185783e+06,3.9294929e+03,3.8755639e-03
2.080284e+01,11,4.2618863e+05,4.5186626e+06,3.9841330e+03,3.7789628e-03
2.080293e+01,11,4.2621450e+05,4.5186390e+06,4.0041154e+03,3.7882141e-03
2.080377e+01,11,4.2629706e+05,4.5186879e+06,3.8051385e+03,3.6229819e-03
2.080481e+01,10,4.2627547e+05,4.5186292e+06,4.0979837e+03,4.0742338e-03
2.080533e+01,8,4.2624373e+05,4.5187014e+06,4.0163009e+03,3.9225927e-03
2.080764e+01,9,4.2623863e+05,4.5186900e+06,3.9591236e+03,3.7440874e-03
