coo_X,coo_Y,synth_gps_E,synth_gps_N,synth_gps_Z,data_gps_E,data_gps_N,data_gps_Z,err_gps_E,err_gps_N,err_gps_Z
427623.59,4519233.54,5.50267e-02,2.32985e-02,1.63897e-01,5.49000e-02,2.71000e-02,1.17200e-01,1.00000e-03,6.00000e-04,3.60000e-03
424059.87,4520533.17,-4.36319e-02,3.80259e-02,8.24754e-02,-5.38000e-02,3.55000e-02,6.56000e-02,8.00000e-04,8.00000e-04,3.30000e-03
422421.40,4518045.25,-4.25496e-02,-6.67979e-03,4.54135e-02,-4.19000e-02,-1.28000e-02,2.05000e-02,8.00000e-04,8.00000e-04,2.90000e-03
434725.72,4525489.55,2.33049e-03,1.87783e-03,1.08654e-03,4.60000e-03,6.30000e-03,5.00000e-03,1.40000e-03,1.60000e-03,5.80000e-03
429846.45,4521008.34,3.02414e-02,1.97729e-02,3.38455e-02,3.48000e-02,2.57000e-02,2.25000e-02,1.40000e-03,1.30000e-03,5.40000e-03
419920.33,4525474.11,-3.46828e-03,3.75567e-03,2.18319e-03,-1.09000e-02,5.30000e-03,2.00000e-03,1.30000e-03,1.20000e-03,3.40000e-03
437480.64,4522079.05,2.20440e-03,6.73177e-04,7.75390e-04,3.40000e-03,2.70000e-03,3.00000e-03,1.30000e-03,1.30000e-03,6.40000e-03
422713.96,4523579.11,-1.02959e-02,1.44595e-02,1.17417e-02,-1.97000e-02,1.69000e-02,7.30000e-03,1.40000e-03,1.00000e-03,5.70000e-03
429392.17,4516583.59,3.71272e-02,-2.41696e-02,4.77234e-02,2.92000e-02,-3.03000e-02,2.90000e-02,1.30000e-03,8.00000e-04,3.50000e-03
427852.34,4525530.25,2.69481e-03,1.14314e-02,6.62705e-03,2.60000e-03,2.08000e-02,1.26000e-02,1.50000e-03,1.10000e-03,6.00000e-03
426319.36,4519509.33,4.37436e-03,4.18246e-02,2.01528e-01,1.30000e-03,3.73000e-02,1.45300e-01,1.00000e-03,9.00000e-04,3.90000e-03
427128.61,4520277.22,3.06487e-02,5.56619e-02,1.41043e-01,3.43000e-02,5.87000e-02,1.06900e-01,8.00000e-04,1.10000e-03,3.80000e-03
425108.40,4520835.72,-2.83857e-02,5.55568e-02,1.04302e-01,-3.09000e-02,6.35000e-02,8.38000e-02,7.00000e-04,8.00000e-04,3.10000e-03
425868.20,4523119.69,-2.71443e-03,3.37037e-02,3.04455e-02,-6.90000e-03,4.27000e-02,3.15000e-02,1.40000e-03,1.10000e-03,4.00000e-03
