func,iter,xcen,ycen,depth,dVol
9.688781e+00,11,4.2629884e+05,4.5187918e+06,2.6382679e+03,5.0938618e+06
9.689191e+00,11,4.2633098e+05,4.5187739e+06,2.7774512e+03,5.5887937e+06
9.689207e+00,11,4.2633077e+05,4.5187595e+06,2.7350262e+03,5.3908922e+06
9.689586e+00,10,4.2626889e+05,4.5187258e+06,2.7315566e+03,5.5189654e+06
9.689781e+00,11,4.2626973e+05,4.5187821e+06,2.6237634e+03,5.1429027e+06
9.690024e+00,9,4.2630431e+05,4.5187517e+06,2.7837750e+03,5.7499482e+06
9.690357e+00,11,4.2633470e+05,4.5188083e+06,2.6514011e+03,5.2899563e+06
9.690379e+00,11,4.2625684e+05,4.5187736e+06,2.6532704e+03,5.2272775e+06
9.690619e+00,11,4.2629766e+05,4.5187772e+06,2.6444310e+03,5.3157119e+06
9.691210e+00,11,4.2629424e+05,4.5188148e+06,2.6670844e+03,5.2359335e+06
9.691779e+00,11,4.2629927e+05,4.5187474e+06,2.6626546e+03,5.1672112e+06
9.692327e+00,10,4.2632990e+05,4.5187674e+06,2.7798937e+03,5.7119227e+06
9.692382e+00,11,4.2629356e+05,4.5187427e+06,2.6371313e+03,5.1646685e+06
9.692384e+00,11,4.2629308e+05,4.5187566e+06,2.6169784e+03,5.1300641e+06
9.692399e+00,10,4.2628279e+05,4.5188086e+06,2.6681214e+03,5.3320994e+06
9.692899e+00,11,4.2627048e+05,4.5187210e+06,2.7445588e+03,5.4773578e+06
9.692931e+00,11,4.2632602e+05,4.5187976e+06,2.6061841e+03,5.0708015e+06
9.693623e+00,11,4.2632508e+05,4.5188067e+06,2.6412608e+03,5.2759525e+06
9.694007e+00,11,4.2629582e+05,4.5187289e+06,2.7825959e+03,5.5597565e+06
9.694077e+00,10,4.2635364e+05,4.5187556e+06,2.6792296e+03,5.3157596e+06
9.694406e+00,11,4.2628396e+05,4.5187511e+06,2.7433716e+03,5.6342939e+06
9.694541e+00,10,4.2629488e+05,4.5187302e+06,2.6619725e+03,5.2424447e+06
9.694674e+00,10,4.2625577e+05,4.5187519e+06,2.6723150e+03,5.2964125e+06
9.695184e+00,9,4.2627939e+05,4.5187734e+06,2.6401188e+03,5.2737831e+06
9.695292e+00,11,4.2635163e+05,4.5187937e+06,2.6827946e+03,5.3862894e+06
9.695304e+00,11,4.2633486e+05,4.5187586e+06,2.6823824e+03,5.2346677e+06
9.695930e+00,10,4.2628935e+05,4.5187848e+06,2.6157176e+03,5.1820194e+06
9.695951e+00,10,4.2626909e+05,4.5187769e+06,2.6663672e+03,5.3563156e+06
9.696183e+00,11,4.2630289e+05,4.5187938e+06,2.6803030e+03,5.4386826e+06
9.696603e+00,11,4.2627117e+05,4.5187944e+06,2.7269557e+03,5.5130247e+06
9.696683e+00,11,4.2630558e+05,4.5187483e+06,2.6378453e+03,5.1261672e+06
9.697058e+00,11,4.2629712e+05,4.5187372e+06,2.6491872e+03,5.2559039e+06
9.697297e+00,11,4.2632793e+05,4.5187765e+06,2.7743640e+03,5.6934890e+06
9.697862e+00,10,4.2628885e+05,4.5187992e+06,2.6130620e+03,5.1518125e+06
9.698015e+00,10,4.2630664e+05,4.5187606e+06,2.7465970e+03,5.4034533e+06
9.698254e+00,10,4.2627387e+05,4.5187594e+06,2.7971828e+03,5.6467249e+06
9.698304e+00,11,4.2630639e+05,4.5187992e+06,2.6311186e+03,5.0841339e+06
9.698347e+00,11,4.2635558e+05,4.5187631e+06,2.7018193e+03,5.4535183e+06
9.698416e+00,11,4.2628394e+05,4.5187902e+06,2.6356523e+03,5.2602865e+06
9.698517e+00,11,4.2633613e+05,4.5187957e+06,2.6163270e+03,5.1001488e+06
9.698566e+00,10,4.2626936e+05,4.5187372e+06,2.6799927e+03,5.2546466e+06
9.699233e+00,10,4.2627871e+05,4.5187934e+06,2.7089628e+03,5.3135075e+06
9.699413e+00,11,4.2635260e+05,4.5187496e+06,2.7124176e+03,5.4774327e+06
9.699475e+00,11,4.2631290e+05,4.5187321e+06,2.6608931e+03,5.2882457e+06
9.699575e+00,10,4.2630967e+05,4.5187668e+06,2.7493164e+03,5.6678295e+06
9.699977e+00,11,4.2630878e+05,4.5187439e+06,2.7935084e+03,5.5947913e+06
9.700689e+00,11,4.2628179e+05,4.5187527e+06,2.6262791e+03,5.1463205e+06
9.700698e+00,10,4.2632468e+05,4.5187235e+06,2.7256615e+03,5.5246305e+06
9.700837e+00,11,4.2629523e+05,4.5187560e+06,2.8118606e+03,5.7805149e+06
9.701088e+00,11,4.2627456e+05,4.5187995e+06,2.7048089e+03,5.3249138e+06
9.702055e+00,11,4.2631033e+05,4.5187343e+06,2.6524358e+03,5.2539853e+06
9.702104e+00,11,4.2626467e+05,4.5187623e+06,2.6429608e+03,5.2306132e+06
9.702779e+00,11,4.2630054e+05,4.5187212e+06,2.7790026e+03,5.5620697e+06
9.702856e+00,11,4.2634257e+05,4.5187748e+06,2.6395302e+03,5.1428303e+06
9.703156e+00,11,4.2632153e+05,4.5187743e+06,2.6719489e+03,5.1780512e+06
9.703174e+00,11,4.2628217e+05,4.5187451e+06,2.6439377e+03,5.2457135e+06
9.703309e+00,11,4.2625273e+05,4.5187817e+06,2.6731890e+03,5.2886435e+06
9.704212e+00,11,4.2632779e+05,4.5187908e+06,2.6556029e+03,5.3568136e+06
9.704338e+00,9,4.2631204e+05,4.5187678e+06,2.6723405e+03,5.4273681e+06
9.704361e+00,11,4.2626506e+05,4.5187632e+06,2.7880683e+03,5.6474997e+06
9.704498e+00,11,4.2632244e+05,4.5187198e+06,2.7826989e+03,5.6535313e+06
9.704606e+00,9,4.2633663e+05,4.5188080e+06,2.6767780e+03,5.3772116e+06
9.704927e+00,11,4.2628669e+05,4.5187550e+06,2.7823770e+03,5.7394147e+06
9.704929e+00,8,4.2630112e+05,4.5187350e+06,2.6604643e+03,5.3155335e+06
9.705331e+00,11,4.2630599e+05,4.5187916e+06,2.7169669e+03,5.5551125e+06
9.705885e+00,11,4.2629435e+05,4.5187980e+06,2.6060337e+03,5.1330023e+06
9.705978e+00,11,4.2626995e+05,4.5187649e+06,2.6405753e+03,5.2481668e+06
9.706649e+00,11,4.2629112e+05,4.5187478e+06,2.7090216e+03,5.5336308e+06
9.706883e+00,11,4.2633727e+05,4.5188030e+06,2.6311951e+03,5.2278813e+06
9.706924e+00,11,4.2633997e+05,4.5187553e+06,2.7892031e+03,5.6771732e+06
9.707102e+00,11,4.2629486e+05,4.5187615e+06,2.7949550e+03,5.6016050e+06
9.707424e+00,11,4.2634059e+05,4.5187910e+06,2.6189137e+03,5.1756438e+06
9.707455e+00,11,4.2627647e+05,4.5187588e+06,2.6234396e+03,5.1209207e+06
9.707584e+00,9,4.2631773e+05,4.5187426e+06,2.6838726e+03,5.4392117e+06
9.707585e+00,11,4.2629108e+05,4.5187363e+06,2.6527891e+03,5.1854943e+06
9.707762e+00,11,4.2626028e+05,4.5187823e+06,2.6395934e+03,5.1853990e+06
9.707905e+00,11,4.2628494e+05,4.5187196e+06,2.6977964e+03,5.3930952e+06
9.707992e+00,11,4.2630465e+05,4.5188204e+06,2.6728202e+03,5.2911248e+06
9.708415e+00,11,4.2629925e+05,4.5187339e+06,2.6509068e+03,5.2489112e+06
9.709112e+00,11,4.2631297e+05,4.5187803e+06,2.6042225e+03,5.1446165e+06
9.709471e+00,11,4.2632228e+05,4.5187254e+06,2.6903206e+03,5.3152414e+06
9.709598e+00,10,4.2631895e+05,4.5187561e+06,2.6162154e+03,5.1286874e+06
9.709717e+00,10,4.2630397e+05,4.5187567e+06,2.7988292e+03,5.6163373e+06
9.709849e+00,11,4.2626037e+05,4.5187946e+06,2.6820909e+03,5.2763329e+06
9.710099e+00,11,4.2631014e+05,4.5188109e+06,2.6118767e+03,5.1451263e+06
9.710871e+00,11,4.2631603e+05,4.5187696e+06,2.6158001e+03,5.0556233e+06
9.711289e+00,11,4.2634184e+05,4.5187918e+06,2.6688793e+03,5.2124289e+06
9.711348e+00,11,4.2627791e+05,4.5187668e+06,2.7146846e+03,5.2980388e+06
9.711503e+00,10,4.2633564e+05,4.5187432e+06,2.6791008e+03,5.3986580e+06
9.711790e+00,11,4.2625948e+05,4.5187465e+06,2.6641905e+03,5.2493718e+06
9.711934e+00,11,4.2628709e+05,4.5187834e+06,2.7059359e+03,5.2747548e+06
9.712376e+00,9,4.2632786e+05,4.5187503e+06,2.6413584e+03,5.1490167e+06
9.712398e+00,10,4.2627375e+05,4.5187453e+06,2.6887044e+03,5.4351283e+06
9.713431e+00,11,4.2631291e+05,4.5188208e+06,2.6430399e+03,5.2042459e+06
9.713836e+00,11,4.2625868e+05,4.5187366e+06,2.7811415e+03,5.6190316e+06
9.715281e+00,10,4.2633572e+05,4.5187996e+06,2.7404628e+03,5.5053102e+06
9.715848e+00,11,4.2630893e+05,4.5187573e+06,2.8158114e+03,5.7258110e+06
9.716659e+00,11,4.2629047e+05,4.5187621e+06,2.8019089e+03,5.7720551e+06
9.716730e+00,11,4.2627976e+05,4.5187335e+06,2.6961836e+03,5.2725767e+06
9.717132e+00,11,4.2629964e+05,4.5187256e+06,2.8125601e+03,5.7086993e+06
9.717156e+00,11,4.2631514e+05,4.5187492e+06,2.8026299e+03,5.6398394e+06
9.717569e+00,11,4.2625186e+05,4.5187625e+06,2.6675325e+03,5.2868091e+06
9.717641e+00,10,4.2626544e+05,4.5187762e+06,2.6537158e+03,5.3031391e+06
9.717809e+00,10,4.2633523e+05,4.5187448e+06,2.6618044e+03,5.3292605e+06
9.717995e+00,11,4.2624900e+05,4.5187735e+06,2.6771629e+03,5.2869412e+06
9.718377e+00,11,4.2626883e+05,4.5187472e+06,2.7177575e+03,5.5330659e+06
9.718533e+00,10,4.2634577e+05,4.5188051e+06,2.6926047e+03,5.4038662e+06
9.718609e+00,9,4.2626559e+05,4.5187586e+06,2.7718450e+03,5.5220671e+06
9.718661e+00,10,4.2625472e+05,4.5187780e+06,2.6713264e+03,5.2272467e+06
9.718741e+00,9,4.2633100e+05,4.5187234e+06,2.7750928e+03,5.6005785e+06
9.719012e+00,11,4.2625962e+05,4.5187612e+06,2.6549153e+03,5.2768996e+06
9.719089e+00,11,4.2633828e+05,4.5187999e+06,2.7367735e+03,5.4974291e+06
9.719139e+00,10,4.2632049e+05,4.5187763e+06,2.6129583e+03,5.0466970e+06
9.719303e+00,11,4.2628521e+05,4.5187504e+06,2.6606747e+03,5.3525308e+06
9.720094e+00,10,4.2632204e+05,4.5188200e+06,2.6767993e+03,5.3188339e+06
9.720167e+00,10,4.2628739e+05,4.5187676e+06,2.6059760e+03,5.1077484e+06
9.720180e+00,10,4.2630519e+05,4.5187548e+06,2.6874657e+03,5.4759225e+06
9.720424e+00,10,4.2631970e+05,4.5187668e+06,2.6126969e+03,5.0596578e+06
9.720839e+00,10,4.2632550e+05,4.5187805e+06,2.6449818e+03,5.1102578e+06
9.721222e+00,10,4.2630657e+05,4.5187483e+06,2.8036695e+03,5.6331385e+06
9.721365e+00,11,4.2627033e+05,4.5187658e+06,2.6993053e+03,5.2562344e+06
9.721482e+00,10,4.2626572e+05,4.5187473e+06,2.7933812e+03,5.6212310e+06
9.721555e+00,10,4.2635410e+05,4.5187504e+06,2.7527172e+03,5.5519203e+06
9.721945e+00,11,4.2631497e+05,4.5187521e+06,2.6229531e+03,5.1026236e+06
9.722097e+00,11,4.2632101e+05,4.5187322e+06,2.6585107e+03,5.2459730e+06
9.722216e+00,11,4.2634775e+05,4.5187505e+06,2.6675063e+03,5.2514154e+06
9.722720e+00,11,4.2630202e+05,4.5187859e+06,2.6719319e+03,5.4250144e+06
9.722840e+00,11,4.2630348e+05,4.5187801e+06,2.6166308e+03,5.0367297e+06
9.723314e+00,11,4.2633734e+05,4.5188018e+06,2.6170905e+03,5.1702350e+06
9.723343e+00,11,4.2631811e+05,4.5187617e+06,2.6705275e+03,5.1700821e+06
9.723469e+00,11,4.2636140e+05,4.5187717e+06,2.6866991e+03,5.3796478e+06
9.724689e+00,8,4.2626808e+05,4.5187865e+06,2.7513354e+03,5.4805730e+06
9.725292e+00,11,4.2631231e+05,4.5187327e+06,2.8058131e+03,5.6589444e+06
9.725521e+00,11,4.2633499e+05,4.5187906e+06,2.6534681e+03,5.1495573e+06
9.726175e+00,10,4.2635018e+05,4.5187627e+06,2.6493667e+03,5.2006125e+06
9.728109e+00,11,4.2629872e+05,4.5188002e+06,2.6696620e+03,5.1776646e+06
9.728311e+00,11,4.2634261e+05,4.5187361e+06,2.7504080e+03,5.4910618e+06
9.728764e+00,10,4.2627782e+05,4.5187651e+06,2.6332711e+03,5.2441814e+06
9.729316e+00,11,4.2633851e+05,4.5187541e+06,2.7951605e+03,5.7207745e+06
9.729891e+00,11,4.2627399e+05,4.5187506e+06,2.8127637e+03,5.7316543e+06
9.729921e+00,10,4.2630646e+05,4.5187462e+06,2.6305360e+03,5.1151297e+06
9.730067e+00,9,4.2633986e+05,4.5187664e+06,2.6246435e+03,5.1964251e+06
9.730678e+00,9,4.2632652e+05,4.5188137e+06,2.6157967e+03,5.1134015e+06
9.730984e+00,11,4.2628057e+05,4.5187997e+06,2.7495942e+03,5.5073514e+06
9.730984e+00,10,4.2628736e+05,4.5188072e+06,2.6894234e+03,5.4293370e+06
9.730992e+00,11,4.2631376e+05,4.5188156e+06,2.7025569e+03,5.4443115e+06
9.731092e+00,11,4.2632020e+05,4.5187382e+06,2.6603843e+03,5.1913568e+06
9.731218e+00,11,4.2627017e+05,4.5187759e+06,2.7715303e+03,5.6668694e+06
9.731515e+00,11,4.2630193e+05,4.5187301e+06,2.6534845e+03,5.2172941e+06
9.731713e+00,11,4.2634797e+05,4.5187528e+06,2.7697102e+03,5.6633203e+06
9.731851e+00,10,4.2629315e+05,4.5187457e+06,2.6524742e+03,5.3196504e+06
9.732009e+00,10,4.2628048e+05,4.5187499e+06,2.7864362e+03,5.5527402e+06
9.732048e+00,11,4.2634689e+05,4.5187476e+06,2.7726665e+03,5.5860789e+06
9.733288e+00,11,4.2625334e+05,4.5187637e+06,2.6556130e+03,5.2069638e+06
9.733445e+00,11,4.2628851e+05,4.5188075e+06,2.6063270e+03,5.0904560e+06
9.733610e+00,11,4.2630807e+05,4.5187387e+06,2.8079473e+03,5.6533013e+06
9.733717e+00,11,4.2626903e+05,4.5187153e+06,2.7462276e+03,5.5242937e+06
9.733878e+00,10,4.2629608e+05,4.5188100e+06,2.6034560e+03,5.0854114e+06
9.734496e+00,11,4.2629877e+05,4.5187683e+06,2.7951545e+03,5.6025692e+06
9.734645e+00,10,4.2633420e+05,4.5187750e+06,2.6110641e+03,5.0717091e+06
9.735643e+00,10,4.2635709e+05,4.5187757e+06,2.6566217e+03,5.2251323e+06
9.736326e+00,11,4.2632209e+05,4.5188102e+06,2.6976735e+03,5.3069392e+06
9.737212e+00,11,4.2624937e+05,4.5187818e+06,2.6773795e+03,5.3102461e+06
9.737311e+00,11,4.2632214e+05,4.5187517e+06,2.7457541e+03,5.4050218e+06
9.737417e+00,10,4.2629814e+05,4.5187827e+06,2.7790437e+03,5.7144761e+06
9.737479e+00,11,4.2631182e+05,4.5188094e+06,2.7352395e+03,5.5369624e+06
9.738068e+00,11,4.2633483e+05,4.5187481e+06,2.6364710e+03,5.1850955e+06
9.738373e+00,10,4.2627184e+05,4.5187222e+06,2.6993876e+03,5.3317947e+06
9.738542e+00,10,4.2628371e+05,4.5187924e+06,2.7694633e+03,5.5604515e+06
9.738891e+00,10,4.2632879e+05,4.5187204e+06,2.7523634e+03,5.6074908e+06
9.739234e+00,10,4.2627098e+05,4.5187719e+06,2.7157466e+03,5.3044253e+06
9.739248e+00,11,4.2629161e+05,4.5187271e+06,2.6624355e+03,5.2307309e+06
9.739415e+00,8,4.2632565e+05,4.5187789e+06,2.6928976e+03,5.5017524e+06
9.739704e+00,10,4.2625869e+05,4.5187393e+06,2.6823435e+03,5.2665163e+06
9.740399e+00,11,4.2632423e+05,4.5187703e+06,2.6963180e+03,5.2423372e+06
9.741077e+00,10,4.2627794e+05,4.5188032e+06,2.7066358e+03,5.4731493e+06
9.741580e+00,10,4.2632064e+05,4.5187240e+06,2.6798104e+03,5.3502758e+06
9.741964e+00,11,4.2630766e+05,4.5187399e+06,2.7026277e+03,5.5157324e+06
9.741966e+00,10,4.2632039e+05,4.5187516e+06,2.7856211e+03,5.5574970e+06
9.742423e+00,11,4.2633043e+05,4.5187582e+06,2.6159507e+03,5.1263664e+06
9.742543e+00,11,4.2634992e+05,4.5187489e+06,2.7389652e+03,5.4470075e+06
9.742715e+00,10,4.2629360e+05,4.5188169e+06,2.6557673e+03,5.1858049e+06
9.743176e+00,11,4.2630783e+05,4.5188115e+06,2.6561776e+03,5.1606996e+06
9.743795e+00,11,4.2632466e+05,4.5187651e+06,2.6821200e+03,5.4661996e+06
9.744351e+00,11,4.2628191e+05,4.5188078e+06,2.6126779e+03,5.0973093e+06
9.744630e+00,11,4.2628117e+05,4.5188111e+06,2.6738099e+03,5.2314562e+06
9.745203e+00,10,4.2627215e+05,4.5187411e+06,2.6670094e+03,5.3431370e+06
9.745231e+00,11,4.2629818e+05,4.5187123e+06,2.7068993e+03,5.3842143e+06
9.745250e+00,11,4.2628757e+05,4.5187542e+06,2.6135981e+03,5.1195572e+06
9.745331e+00,11,4.2634584e+05,4.5187957e+06,2.6763657e+03,5.2404128e+06
9.745436e+00,11,4.2629964e+05,4.5187330e+06,2.6435597e+03,5.2051247e+06
9.745544e+00,10,4.2629668e+05,4.5187382e+06,2.6378696e+03,5.1483966e+06
9.745763e+00,10,4.2627566e+05,4.5187833e+06,2.7179356e+03,5.5480742e+06
9.745910e+00,11,4.2626716e+05,4.5187345e+06,2.7963605e+03,5.6248224e+06
9.746263e+00,10,4.2630561e+05,4.5187370e+06,2.8093837e+03,5.8098538e+06
9.746511e+00,11,4.2632100e+05,4.5187296e+06,2.7321568e+03,5.5921143e+06
9.746568e+00,11,4.2628949e+05,4.5187966e+06,2.7005170e+03,5.4973010e+06
9.746643e+00,10,4.2629144e+05,4.5187309e+06,2.6497357e+03,5.2293065e+06
9.746792e+00,11,4.2631815e+05,4.5187492e+06,2.6224600e+03,5.1772013e+06
9.747018e+00,11,4.2629471e+05,4.5187614e+06,2.6152373e+03,5.0491019e+06
9.748134e+00,10,4.2627906e+05,4.5187914e+06,2.6386155e+03,5.0916375e+06
9.748202e+00,11,4.2631828e+05,4.5187201e+06,2.7350121e+03,5.5748223e+06
9.748252e+00,8,4.2627429e+05,4.5187943e+06,2.6232472e+03,5.0754435e+06
9.748632e+00,11,4.2628109e+05,4.5187851e+06,2.7825587e+03,5.6811804e+06
9.748941e+00,9,4.2634419e+05,4.5187899e+06,2.6269233e+03,5.2295258e+06
9.749416e+00,10,4.2631167e+05,4.5187451e+06,2.6292435e+03,5.1150575e+06
9.749610e+00,11,4.2630064e+05,4.5188107e+06,2.6398858e+03,5.2798617e+06
9.750411e+00,10,4.2635641e+05,4.5187962e+06,2.6631555e+03,5.3201951e+06
9.751408e+00,11,4.2631671e+05,4.5187762e+06,2.6211214e+03,5.0440184e+06
9.752089e+00,10,4.2630865e+05,4.5187438e+06,2.6250356e+03,5.1729092e+06
9.752154e+00,10,4.2626995e+05,4.5187215e+06,2.7781224e+03,5.5603010e+06
9.752277e+00,10,4.2635842e+05,4.5187570e+06,2.7300088e+03,5.4443370e+06
9.752506e+00,11,4.2634650e+05,4.5187611e+06,2.6334046e+03,5.1623475e+06
9.752514e+00,11,4.2628339e+05,4.5187351e+06,2.6452846e+03,5.2241503e+06
9.753216e+00,11,4.2633722e+05,4.5187578e+06,2.6250647e+03,5.1901163e+06
9.753894e+00,11,4.2629576e+05,4.5187467e+06,2.8231639e+03,5.8248982e+06
9.753971e+00,11,4.2630525e+05,4.5188132e+06,2.7206217e+03,5.5032297e+06
9.754358e+00,10,4.2634462e+05,4.5187432e+06,2.6639814e+03,5.2453108e+06
9.754716e+00,11,4.2631704e+05,4.5187376e+06,2.7447126e+03,5.4025622e+06
9.754869e+00,11,4.2636370e+05,4.5187764e+06,2.6718425e+03,5.3130455e+06
9.755262e+00,10,4.2635706e+05,4.5187754e+06,2.6752748e+03,5.3896970e+06
9.755632e+00,11,4.2634109e+05,4.5187770e+06,2.6083485e+03,5.0938801e+06
9.755771e+00,10,4.2628061e+05,4.5187242e+06,2.8153253e+03,5.7182414e+06
9.756677e+00,11,4.2630989e+05,4.5187254e+06,2.7950274e+03,5.7680559e+06
9.756767e+00,11,4.2627982e+05,4.5187390e+06,2.6429962e+03,5.2329040e+06
9.758058e+00,11,4.2626019e+05,4.5187436e+06,2.7324920e+03,5.5673033e+06
9.758149e+00,11,4.2631616e+05,4.5187926e+06,2.7020890e+03,5.5254974e+06
9.758262e+00,9,4.2634765e+05,4.5187903e+06,2.6161436e+03,5.1578376e+06
9.758418e+00,10,4.2629655e+05,4.5187428e+06,2.7897455e+03,5.5530664e+06
9.758678e+00,11,4.2628271e+05,4.5187952e+06,2.7441878e+03,5.4325937e+06
9.758840e+00,10,4.2632743e+05,4.5187293e+06,2.6641137e+03,5.2814254e+06
9.759263e+00,11,4.2634500e+05,4.5187286e+06,2.7084781e+03,5.4078905e+06
9.759312e+00,10,4.2628964e+05,4.5187459e+06,2.7700442e+03,5.4736117e+06
9.759703e+00,9,4.2632942e+05,4.5187438e+06,2.8140864e+03,5.7310688e+06
9.759911e+00,11,4.2630846e+05,4.5187602e+06,2.7089809e+03,5.2648071e+06
9.759958e+00,10,4.2634341e+05,4.5188084e+06,2.6433111e+03,5.2710640e+06
9.760075e+00,10,4.2631248e+05,4.5187366e+06,2.6568560e+03,5.1700782e+06
9.760396e+00,11,4.2632063e+05,4.5187373e+06,2.6991231e+03,5.2689146e+06
9.760616e+00,10,4.2635778e+05,4.5187615e+06,2.7246556e+03,5.4121763e+06
9.761350e+00,11,4.2631330e+05,4.5187515e+06,2.6140634e+03,5.0861497e+06
9.761386e+00,10,4.2635051e+05,4.5187785e+06,2.6912808e+03,5.4674675e+06
9.761729e+00,11,4.2628562e+05,4.5187781e+06,2.7914283e+03,5.6036624e+06
9.762604e+00,10,4.2626099e+05,4.5187593e+06,2.6452402e+03,5.1410341e+06
9.762675e+00,9,4.2631775e+05,4.5187713e+06,2.6222086e+03,5.0470822e+06
9.763072e+00,9,4.2635918e+05,4.5187866e+06,2.6906727e+03,5.3165088e+06
9.763188e+00,10,4.2631265e+05,4.5188001e+06,2.7683861e+03,5.5825862e+06
9.763267e+00,10,4.2634032e+05,4.5187989e+06,2.7124307e+03,5.5202798e+06
9.763381e+00,9,4.2632881e+05,4.5187686e+06,2.6712785e+03,5.1716130e+06
9.763506e+00,10,4.2633476e+05,4.5187748e+06,2.6611081e+03,5.1527473e+06
9.763948e+00,11,4.2625673e+05,4.5187599e+06,2.7886986e+03,5.6312560e+06
9.764541e+00,11,4.2626553e+05,4.5187709e+06,2.6166217e+03,5.1077973e+06
9.764550e+00,9,4.2628884e+05,4.5187928e+06,2.7004658e+03,5.5077336e+06
9.765151e+00,10,4.2626841e+05,4.5187796e+06,2.7277073e+03,5.5706117e+06
9.765623e+00,9,4.2635097e+05,4.5187443e+06,2.7242168e+03,5.5453351e+06
9.766053e+00,10,4.2632102e+05,4.5187452e+06,2.6350954e+03,5.1230734e+06
9.766562e+00,11,4.2628506e+05,4.5187381e+06,2.8121948e+03,5.6584140e+06
9.767906e+00,11,4.2626365e+05,4.5187306e+06,2.6749884e+03,5.3098042e+06
9.768077e+00,9,4.2627278e+05,4.5188138e+06,2.6835247e+03,5.3418283e+06
9.768150e+00,11,4.2625735e+05,4.5187926e+06,2.6940157e+03,5.4133880e+06
9.768768e+00,11,4.2628804e+05,4.5187525e+06,2.6115646e+03,5.1121911e+06
9.769057e+00,11,4.2632732e+05,4.5187716e+06,2.6148779e+03,5.0464533e+06
9.769303e+00,9,4.2632875e+05,4.5187932e+06,2.7741372e+03,5.6076920e+06
9.769412e+00,11,4.2625803e+05,4.5187347e+06,2.6949112e+03,5.2913223e+06
9.769525e+00,11,4.2630736e+05,4.5187801e+06,2.6921064e+03,5.2141788e+06
9.769540e+00,10,4.2631290e+05,4.5187542e+06,2.6708422e+03,5.1623757e+06
9.770171e+00,9,4.2633164e+05,4.5188053e+06,2.6490153e+03,5.3280184e+06
9.770642e+00,11,4.2627124e+05,4.5187129e+06,2.7467411e+03,5.5587675e+06
9.770649e+00,11,4.2629717e+05,4.5187551e+06,2.7808650e+03,5.5128200e+06
9.771030e+00,11,4.2631469e+05,4.5187889e+06,2.7724399e+03,5.5361964e+06
9.771708e+00,11,4.2628817e+05,4.5187792e+06,2.7594946e+03,5.6871871e+06
9.771987e+00,11,4.2628706e+05,4.5187900e+06,2.7713246e+03,5.6798224e+06
9.772074e+00,11,4.2629460e+05,4.5187574e+06,2.7668046e+03,5.4572192e+06
9.773515e+00,11,4.2628496e+05,4.5187502e+06,2.6711317e+03,5.1633912e+06
9.774281e+00,11,4.2633117e+05,4.5187528e+06,2.6281678e+03,5.1094297e+06
9.774373e+00,11,4.2627027e+05,4.5187727e+06,2.7723396e+03,5.5122031e+06
9.774693e+00,10,4.2629274e+05,4.5187682e+06,2.7856387e+03,5.5430348e+06
9.775184e+00,11,4.2630152e+05,4.5187290e+06,2.8312199e+03,5.8062822e+06
9.776286e+00,11,4.2627896e+05,4.5187567e+06,2.7760034e+03,5.4985979e+06
9.776291e+00,10,4.2632480e+05,4.5187579e+06,2.6697685e+03,5.1659928e+06
9.777045e+00,10,4.2636208e+05,4.5187681e+06,2.6765388e+03,5.3741084e+06
9.777674e+00,9,4.2631218e+05,4.5187288e+06,2.8275669e+03,5.8060151e+06
9.777900e+00,11,4.2634064e+05,4.5187945e+06,2.6180665e+03,5.0726452e+06
9.778340e+00,11,4.2630426e+05,4.5187255e+06,2.6980758e+03,5.4738434e+06
9.778421e+00,9,4.2625118e+05,4.5187719e+06,2.7105688e+03,5.3187248e+06
9.779016e+00,11,4.2629828e+05,4.5187806e+06,2.7933017e+03,5.6066950e+06
9.779107e+00,11,4.2632644e+05,4.5187979e+06,2.6324586e+03,5.0770325e+06
9.779330e+00,11,4.2628509e+05,4.5187377e+06,2.6380740e+03,5.2217211e+06
9.779432e+00,10,4.2629964e+05,4.5187463e+06,2.8084691e+03,5.6303570e+06
9.779635e+00,10,4.2634641e+05,4.5187910e+06,2.7508961e+03,5.5158114e+06
9.779729e+00,11,4.2636187e+05,4.5187883e+06,2.6535512e+03,5.2355047e+06
9.779761e+00,9,4.2630190e+05,4.5188043e+06,2.7448776e+03,5.4518865e+06
9.779917e+00,11,4.2632576e+05,4.5187636e+06,2.6154087e+03,5.1966518e+06
9.780194e+00,11,4.2624212e+05,4.5187462e+06,2.7434090e+03,5.5005118e+06
9.780668e+00,10,4.2630911e+05,4.5187247e+06,2.6573520e+03,5.2447451e+06
9.780885e+00,11,4.2631113e+05,4.5187837e+06,2.6695584e+03,5.4337496e+06
9.781113e+00,10,4.2626167e+05,4.5187331e+06,2.7984700e+03,5.6367493e+06
9.781977e+00,10,4.2631228e+05,4.5187919e+06,2.7467451e+03,5.4222203e+06
9.782608e+00,11,4.2633590e+05,4.5187428e+06,2.7816515e+03,5.5613704e+06
9.782991e+00,11,4.2626419e+05,4.5187627e+06,2.7817547e+03,5.5490162e+06
9.783668e+00,9,4.2628795e+05,4.5187435e+06,2.8087176e+03,5.6308737e+06
9.783853e+00,11,4.2631597e+05,4.5187473e+06,2.6878230e+03,5.4823791e+06
9.784098e+00,11,4.2634636e+05,4.5187273e+06,2.7283699e+03,5.5211487e+06
9.784123e+00,11,4.2626054e+05,4.5187942e+06,2.6748116e+03,5.2142497e+06
