xcen,ycen,depth,Pxx,Pyy,Pzz,Pxy,Pyz,Pzx
4.2646080e+05,4.5180438e+06,5.2319024e+03,5.4286469e+06,1.8747809e+07,2.9716030e+07,4.4674811e+06,1.9321244e+06,-1.8673187e+06
4.2644886e+05,4.5180650e+06,5.2307260e+03,4.9598383e+06,1.8759993e+07,2.9787099e+07,5.0287767e+06,1.5494312e+06,-2.0394980e+06
4.2644909e+05,4.5180146e+06,5.2676504e+03,4.7430422e+06,1.8381554e+07,2.9685770e+07,4.5096850e+06,1.9189456e+06,-1.9262532e+06
4.2645661e+05,4.5180025e+06,5.2604907e+03,4.7207220e+06,1.7999435e+07,2.9952333e+07,4.6719971e+06,1.7735745e+06,-1.9322371e+06
4.2646522e+05,4.5180500e+06,5.2447650e+03,4.9554149e+06,1.8970041e+07,2.9766855e+07,4.7610240e+06,1.7080483e+06,-2.1034886e+06
4.2647689e+05,4.5180287e+06,5.2783621e+03,4.4322927e+06,1.7672868e+07,2.9810434e+07,4.8557227e+06,1.6318918e+06,-2.1070534e+06
4.2642952e+05,4.5180635e+06,5.2199444e+03,5.2576710e+06,1.9143891e+07,2.9703020e+07,4.8860697e+06,1.6834507e+06,-1.9212661e+06
4.2646583e+05,4.5180214e+06,5.2520784e+03,5.2046775e+06,1.8537593e+07,3.0067056e+07,4.7219107e+06,1.6648689e+06,-2.0765378e+06
4.2643904e+05,4.5180655e+06,5.2158343e+03,6.6521921e+06,1.9535351e+07,3.0140754e+07,4.7164324e+06,1.5899182e+06,-2.0297938e+06
4.2647839e+05,4.5181007e+06,5.1880324e+03,5.8840819e+06,1.8528465e+07,2.9648757e+07,4.4047291e+06,1.9435408e+06,-1.6596165e+06
4.2647051e+05,4.5180065e+06,5.2948794e+03,3.5886031e+06,1.6822644e+07,2.9427584e+07,4.4428842e+06,2.0361263e+06,-1.7730298e+06
4.2643068e+05,4.5180087e+06,5.2754500e+03,4.5885964e+06,1.8224468e+07,2.9720129e+07,4.5488419e+06,1.8781402e+06,-1.8768456e+06
4.2646150e+05,4.5180421e+06,5.2611307e+03,4.7261786e+06,1.8301667e+07,2.9659976e+07,4.8030790e+06,1.7208077e+06,-2.0504992e+06
4.2644910e+05,4.5180719e+06,5.2034354e+03,6.1616297e+06,1.8690806e+07,2.9884891e+07,4.6838331e+06,1.7356410e+06,-1.7948129e+06
4.2646541e+05,4.5180065e+06,5.2345018e+03,5.5880457e+06,1.9258051e+07,3.0016331e+07,4.3256095e+06,1.9703964e+06,-1.9585938e+06
4.2648221e+05,4.5180955e+06,5.1765567e+03,5.9613606e+06,1.8904265e+07,2.9939494e+07,4.6512950e+06,1.7289484e+06,-1.8106522e+06
4.2644319e+05,4.5179966e+06,5.2612589e+03,5.7181595e+06,1.8693011e+07,3.0011409e+07,4.4044223e+06,1.8980672e+06,-1.9434155e+06
4.2645220e+05,4.5180295e+06,5.2715453e+03,4.5045451e+06,1.7728510e+07,2.9327411e+07,4.5923756e+06,1.9873371e+06,-1.8377660e+06
4.2646870e+05,4.5180453e+06,5.2094855e+03,6.1260158e+06,1.9379835e+07,2.9923083e+07,4.2237978e+06,2.0153745e+06,-1.8393311e+06
4.2646309e+05,4.5180539e+06,5.2386945e+03,4.8013308e+06,1.8263056e+07,2.9758372e+07,4.8341331e+06,1.6812494e+06,-1.9554005e+06
4.2644777e+05,4.5180341e+06,5.2475246e+03,5.6147673e+06,1.8501179e+07,2.9740210e+07,4.3854601e+06,1.9549221e+06,-1.8262891e+06
4.2645255e+05,4.5180089e+06,5.2499755e+03,5.0181547e+06,1.8312279e+07,3.0021397e+07,4.6921722e+06,1.7377317e+06,-1.9445703e+06
4.2647073e+05,4.5180520e+06,5.2423835e+03,5.0397988e+06,1.9372690e+07,2.9805299e+07,4.7114054e+06,1.7154462e+06,-2.1737784e+06
4.2650454e+05,4.5180899e+06,5.2531273e+03,4.7067935e+06,1.7684681e+07,2.9649686e+07,4.9595549e+06,1.5431667e+06,-2.1378927e+06
4.2644790e+05,4.5180600e+06,5.2213914e+03,5.1512398e+06,1.8607284e+07,2.9687173e+07,4.7390755e+06,1.7802798e+06,-1.8358170e+06
4.2646256e+05,4.5180374e+06,5.2354045e+03,5.3517650e+06,1.8843461e+07,2.9997624e+07,4.6965282e+06,1.6997867e+06,-2.0238291e+06
4.2644081e+05,4.5180357e+06,5.2497964e+03,5.4079400e+06,1.8612892e+07,2.9878683e+07,4.5914900e+06,1.7744768e+06,-1.9199502e+06
4.2647507e+05,4.5181113e+06,5.1912176e+03,5.7326432e+06,1.8531252e+07,2.9594287e+07,4.5582475e+06,1.8495305e+06,-1.7193297e+06
4.2647118e+05,4.5180144e+06,5.2859000e+03,3.7815144e+06,1.6966001e+07,2.9446171e+07,4.4396776e+06,2.0283455e+06,-1.7634986e+06
4.2643801e+05,4.5180110e+06,5.2792291e+03,4.3839690e+06,1.7969034e+07,2.9686682e+07,4.5216150e+06,1.8938994e+06,-1.8574371e+06
4.2647151e+05,4.5180782e+06,5.2355238e+03,5.4420529e+06,1.8717650e+07,2.9637243e+07,4.7316165e+06,1.7285364e+06,-2.0346058e+06
4.2644401e+05,4.5180876e+06,5.1918663e+03,6.3226147e+06,1.8615799e+07,2.9759595e+07,4.6572341e+06,1.7871815e+06,-1.6870103e+06
4.2647089e+05,4.5180534e+06,5.2085011e+03,5.8474739e+06,1.8858328e+07,2.9896740e+07,4.3939795e+06,1.9218020e+06,-1.8051655e+06
4.2647962e+05,4.5180913e+06,5.1908483e+03,5.8354983e+06,1.8859036e+07,2.9866239e+07,4.6707622e+06,1.7288485e+06,-1.8649308e+06
4.2646823e+05,4.5180586e+06,5.1978970e+03,6.2018860e+06,1.8679951e+07,3.0114371e+07,4.5458880e+06,1.7607000e+06,-1.7998181e+06
4.2645249e+05,4.5180592e+06,5.2415588e+03,4.9295140e+06,1.7904068e+07,2.9480228e+07,4.7299385e+06,1.8365965e+06,-1.8025471e+06
4.2647082e+05,4.5180794e+06,5.2013858e+03,5.9554847e+06,1.8978317e+07,2.9738222e+07,4.3634964e+06,1.9498495e+06,-1.7730439e+06
4.2647215e+05,4.5180963e+06,5.2074030e+03,5.0307139e+06,1.8193044e+07,2.9691066e+07,4.8554618e+06,1.6566065e+06,-1.8318788e+06
4.2644347e+05,4.5180458e+06,5.2229743e+03,6.5908357e+06,1.8663876e+07,2.9923428e+07,4.1210245e+06,2.0376426e+06,-1.6534091e+06
4.2646393e+05,4.5180692e+06,5.2255028e+03,5.1226913e+06,1.8212114e+07,2.9644288e+07,4.6972342e+06,1.7917100e+06,-1.8284800e+06
4.2645610e+05,4.5180634e+06,5.2186179e+03,5.9756596e+06,1.9073980e+07,2.9732459e+07,4.2974416e+06,1.9875710e+06,-1.7939842e+06
4.2649977e+05,4.5180858e+06,5.2509524e+03,4.7870384e+06,1.7872433e+07,2.9666240e+07,4.9128709e+06,1.5744871e+06,-2.1263176e+06
4.2644569e+05,4.5180728e+06,5.2126705e+03,5.2311505e+06,1.8715911e+07,2.9582871e+07,4.7077286e+06,1.8255185e+06,-1.7848029e+06
4.2646984e+05,4.5180554e+06,5.2324392e+03,5.8326977e+06,1.8594108e+07,2.9925242e+07,4.4765198e+06,1.8073511e+06,-1.9162557e+06
4.2643957e+05,4.5180411e+06,5.2661908e+03,4.9423522e+06,1.8159464e+07,2.9633381e+07,4.5579706e+06,1.8464819e+06,-1.8679392e+06
4.2647459e+05,4.5181152e+06,5.1889533e+03,5.7563734e+06,1.8453988e+07,2.9617980e+07,4.6103350e+06,1.8073409e+06,-1.7160519e+06
4.2646219e+05,4.5180748e+06,5.2217270e+03,5.2422944e+06,1.8071828e+07,2.9655369e+07,4.6205974e+06,1.8205401e+06,-1.7501074e+06
4.2644226e+05,4.5180278e+06,5.3088082e+03,3.7952589e+06,1.7350016e+07,2.9370776e+07,4.5305825e+06,1.9143297e+06,-1.8766335e+06
4.2647189e+05,4.5180735e+06,5.2401713e+03,5.3092037e+06,1.8598547e+07,2.9623180e+07,4.7172297e+06,1.7446072e+06,-2.0256499e+06
4.2642779e+05,4.5180825e+06,5.1924501e+03,6.5272957e+06,1.8734729e+07,2.9821379e+07,4.6117554e+06,1.7931292e+06,-1.6403630e+06
4.2646647e+05,4.5180592e+06,5.2037048e+03,6.2986055e+06,1.8985941e+07,2.9864965e+07,4.1971965e+06,2.0323542e+06,-1.7202549e+06
4.2647721e+05,4.5180876e+06,5.2017591e+03,5.6025717e+06,1.8710812e+07,2.9725974e+07,4.6656579e+06,1.7773623e+06,-1.8630584e+06
4.2646257e+05,4.5180550e+06,5.2088995e+03,6.0959633e+06,1.8528726e+07,3.0041418e+07,4.4760114e+06,1.8125946e+06,-1.7683132e+06
4.2645885e+05,4.5180704e+06,5.2338243e+03,5.0816715e+06,1.8304049e+07,2.9380187e+07,4.5799232e+06,1.9432975e+06,-1.7989289e+06
4.2645800e+05,4.5180787e+06,5.1958540e+03,6.1888754e+06,1.9206482e+07,2.9649950e+07,4.1605858e+06,2.1045251e+06,-1.6524003e+06
4.2647301e+05,4.5180871e+06,5.2130355e+03,5.1876368e+06,1.8364377e+07,2.9796271e+07,4.8191053e+06,1.6419353e+06,-1.8949248e+06
4.2643817e+05,4.5180352e+06,5.2804509e+03,5.5956013e+06,1.8353021e+07,2.9660373e+07,4.0414331e+06,2.0858182e+06,-1.7870930e+06
4.2646953e+05,4.5180686e+06,5.2331019e+03,5.5665101e+06,1.8307436e+07,2.9712942e+07,4.4733121e+06,1.8639149e+06,-1.8391949e+06
4.2647846e+05,4.5180717e+06,5.2404031e+03,5.8864378e+06,1.8685607e+07,2.9832347e+07,4.5124766e+06,1.7669115e+06,-2.0231486e+06
4.2647956e+05,4.5180811e+06,5.2233254e+03,5.4013368e+06,1.8493090e+07,2.9708820e+07,4.6642694e+06,1.7549432e+06,-1.9363636e+06
4.2644179e+05,4.5180570e+06,5.2348905e+03,5.3244553e+06,1.8597883e+07,2.9676269e+07,4.5468766e+06,1.8606090e+06,-1.8075753e+06
4.2646933e+05,4.5180581e+06,5.2332511e+03,5.5023665e+06,1.8512724e+07,2.9844522e+07,4.6119741e+06,1.7621182e+06,-1.9407242e+06
4.2645272e+05,4.5180299e+06,5.2819431e+03,5.2877218e+06,1.8503292e+07,2.9813691e+07,4.2165742e+06,1.9402634e+06,-1.9528384e+06
4.2647269e+05,4.5181074e+06,5.2247225e+03,5.3241476e+06,1.8114945e+07,2.9563425e+07,4.7124457e+06,1.7172746e+06,-1.8564925e+06
4.2644662e+05,4.5180747e+06,5.2804155e+03,3.2991873e+06,1.6580473e+07,2.9148935e+07,4.9368803e+06,1.7401606e+06,-1.7394268e+06
4.2645345e+05,4.5180398e+06,5.2840555e+03,4.3234079e+06,1.7788276e+07,2.9412858e+07,4.4173172e+06,1.9801843e+06,-1.8498041e+06
4.2646674e+05,4.5180801e+06,5.2369688e+03,5.5340611e+06,1.8917789e+07,2.9874393e+07,4.8351151e+06,1.5601146e+06,-2.1260283e+06
4.2642950e+05,4.5180793e+06,5.2008692e+03,6.3183859e+06,1.8634603e+07,2.9793918e+07,4.6224513e+06,1.7890888e+06,-1.6670694e+06
4.2646838e+05,4.5180735e+06,5.2008596e+03,6.0665664e+06,1.9218037e+07,2.9661163e+07,4.2797182e+06,2.0429930e+06,-1.7675138e+06
4.2646294e+05,4.5180887e+06,5.1865453e+03,5.6219222e+06,1.8791887e+07,2.9729352e+07,4.6436768e+06,1.8153960e+06,-1.7316480e+06
4.2646559e+05,4.5180572e+06,5.2158831e+03,6.0963101e+06,1.8572195e+07,3.0009699e+07,4.4676824e+06,1.8087685e+06,-1.8203063e+06
4.2647043e+05,4.5180743e+06,5.2415844e+03,4.8208198e+06,1.8201782e+07,2.9445717e+07,4.6184894e+06,1.8675994e+06,-1.8794034e+06
4.2643969e+05,4.5180581e+06,5.2537208e+03,5.0079355e+06,1.8104102e+07,2.9374278e+07,4.2502764e+06,2.1000577e+06,-1.6490102e+06
4.2645391e+05,4.5180684e+06,5.2216919e+03,5.9159500e+06,1.8810000e+07,2.9782503e+07,4.2936270e+06,1.9471250e+06,-1.7536585e+06
4.2645855e+05,4.5181077e+06,5.2218805e+03,6.9469132e+06,1.8894189e+07,2.9847076e+07,4.1289069e+06,1.8988128e+06,-1.7738173e+06
4.2646665e+05,4.5180489e+06,5.2854717e+03,5.0961186e+06,1.7276611e+07,2.9606249e+07,4.3819778e+06,1.8961140e+06,-1.8477882e+06
4.2647551e+05,4.5180693e+06,5.2400503e+03,5.9029776e+06,1.8662073e+07,2.9838178e+07,4.4859366e+06,1.7852966e+06,-1.9947030e+06
4.2645614e+05,4.5180406e+06,5.2739361e+03,5.0010945e+06,1.8400278e+07,2.9506887e+07,4.1838022e+06,2.0801094e+06,-1.8575347e+06
4.2643423e+05,4.5180509e+06,5.2500170e+03,5.1972078e+06,1.8348655e+07,2.9714720e+07,4.6572383e+06,1.7683699e+06,-1.8545665e+06
4.2643751e+05,4.5180202e+06,5.2595273e+03,5.5995939e+06,1.8569921e+07,2.9905134e+07,4.2979949e+06,1.9353769e+06,-1.8357867e+06
4.2645257e+05,4.5180355e+06,5.2726267e+03,5.2802753e+06,1.8453991e+07,2.9728127e+07,4.2284254e+06,1.9778227e+06,-1.8921248e+06
4.2646591e+05,4.5181252e+06,5.2234084e+03,5.4307375e+06,1.8006076e+07,2.9544149e+07,4.7612106e+06,1.6535053e+06,-1.8283751e+06
4.2643801e+05,4.5180800e+06,5.2761211e+03,3.6586748e+06,1.6778787e+07,2.9274607e+07,4.8319768e+06,1.7324442e+06,-1.7004126e+06
4.2644896e+05,4.5180516e+06,5.2973344e+03,3.4722164e+06,1.7080661e+07,2.9216487e+07,4.7133263e+06,1.8491219e+06,-1.8474102e+06
4.2646771e+05,4.5180728e+06,5.2662220e+03,4.6735582e+06,1.8357012e+07,2.9673220e+07,4.8580345e+06,1.5885634e+06,-2.1406673e+06
4.2642447e+05,4.5180717e+06,5.2030763e+03,6.3548508e+06,1.8760899e+07,2.9810068e+07,4.5863115e+06,1.8147575e+06,-1.6685483e+06
4.2646173e+05,4.5180709e+06,5.2069116e+03,6.1951574e+06,1.9088198e+07,2.9754376e+07,4.3248271e+06,1.9725247e+06,-1.7797641e+06
4.2647035e+05,4.5181272e+06,5.1911554e+03,5.4318423e+06,1.8319585e+07,2.9691074e+07,4.8697998e+06,1.6007985e+06,-1.7888645e+06
4.2646235e+05,4.5180727e+06,5.2257159e+03,5.4520449e+06,1.8199138e+07,2.9746857e+07,4.5484775e+06,1.8143466e+06,-1.7810122e+06
4.2646254e+05,4.5181322e+06,5.1954904e+03,6.4308982e+06,1.8914178e+07,2.9826683e+07,4.5500472e+06,1.6811233e+06,-1.8096625e+06
4.2643043e+05,4.5180704e+06,5.2648136e+03,4.6454496e+06,1.7574432e+07,2.9072782e+07,4.2351743e+06,2.1796281e+06,-1.5308623e+06
4.2644930e+05,4.5181053e+06,5.2028586e+03,6.7691277e+06,1.9276661e+07,2.9892699e+07,4.1486144e+06,1.9132015e+06,-1.7103167e+06
4.2645814e+05,4.5181155e+06,5.2144945e+03,7.2724800e+06,1.8976612e+07,2.9888163e+07,4.0684160e+06,1.9084158e+06,-1.7404006e+06
4.2646300e+05,4.5180678e+06,5.2644628e+03,4.6041568e+06,1.7598138e+07,2.9473499e+07,4.5628845e+06,1.8504866e+06,-1.8293241e+06
4.2647558e+05,4.5180970e+06,5.2552890e+03,5.0518914e+06,1.7839526e+07,2.9457845e+07,4.5352565e+06,1.8144462e+06,-1.8859862e+06
4.2646406e+05,4.5181036e+06,5.2141871e+03,5.4634978e+06,1.8365702e+07,2.9550249e+07,4.5606564e+06,1.8331891e+06,-1.7529904e+06
4.2644620e+05,4.5181115e+06,5.2041256e+03,5.8376053e+06,1.8488828e+07,2.9817469e+07,4.9198972e+06,1.5293444e+06,-1.8367112e+06
4.2644017e+05,4.5180371e+06,5.2535106e+03,5.4275105e+06,1.8475088e+07,2.9807255e+07,4.3757593e+06,1.9050917e+06,-1.8175372e+06
4.2644807e+05,4.5180377e+06,5.2881117e+03,5.1295480e+06,1.8346486e+07,2.9727445e+07,4.1973190e+06,1.9508834e+06,-1.9185539e+06
4.2646592e+05,4.5181549e+06,5.2112033e+03,5.9405072e+06,1.7847318e+07,2.9646653e+07,4.7355176e+06,1.5703190e+06,-1.7568378e+06
4.2642001e+05,4.5180933e+06,5.2778026e+03,2.8081529e+06,1.6231948e+07,2.9094610e+07,5.1201057e+06,1.6164458e+06,-1.6100818e+06
4.2644781e+05,4.5180880e+06,5.2541024e+03,4.1995083e+06,1.7460903e+07,2.9256031e+07,4.6937211e+06,1.8407938e+06,-1.7125655e+06
4.2646184e+05,4.5180566e+06,5.2717357e+03,4.7903255e+06,1.8347480e+07,2.9570834e+07,4.5190105e+06,1.8402772e+06,-1.9976396e+06
4.2643261e+05,4.5180769e+06,5.2103060e+03,6.4422685e+06,1.8774728e+07,2.9825050e+07,4.4642370e+06,1.8420130e+06,-1.6973555e+06
4.2647197e+05,4.5180693e+06,5.2139762e+03,6.0379080e+06,1.9107162e+07,2.9751437e+07,4.2655615e+06,1.9936825e+06,-1.8307817e+06
4.2646835e+05,4.5181467e+06,5.1848199e+03,5.6766587e+06,1.8234651e+07,2.9729638e+07,4.9207079e+06,1.5188151e+06,-1.7687033e+06
4.2648568e+05,4.5180995e+06,5.2305752e+03,5.4211876e+06,1.7609515e+07,2.9610112e+07,4.3875264e+06,1.8796933e+06,-1.7174064e+06
4.2646264e+05,4.5181064e+06,5.1954388e+03,6.5820539e+06,1.9389415e+07,2.9922511e+07,4.3732001e+06,1.8001359e+06,-1.8333069e+06
4.2643355e+05,4.5180746e+06,5.2593386e+03,4.7749033e+06,1.7680203e+07,2.9143376e+07,4.2696056e+06,2.1324234e+06,-1.5594918e+06
4.2644321e+05,4.5181124e+06,5.2025597e+03,6.6408422e+06,1.9190461e+07,2.9852456e+07,4.2035816e+06,1.8817075e+06,-1.6842136e+06
4.2648790e+05,4.5181647e+06,5.2496668e+03,6.5111839e+06,1.7766863e+07,2.9652265e+07,4.1544411e+06,1.7587124e+06,-1.8195435e+06
4.2648800e+05,4.5181265e+06,5.2279785e+03,5.6129158e+06,1.8144516e+07,2.9652238e+07,4.5145201e+06,1.7236368e+06,-1.8807070e+06
4.2646102e+05,4.5181190e+06,5.2520933e+03,4.7444530e+06,1.7316185e+07,2.9371007e+07,4.7490752e+06,1.6865896e+06,-1.7872113e+06
4.2645233e+05,4.5180776e+06,5.2111482e+03,5.9644780e+06,1.8725166e+07,2.9669585e+07,4.2437101e+06,2.0214797e+06,-1.6493527e+06
4.2644605e+05,4.5181131e+06,5.2042161e+03,5.6224253e+06,1.8300386e+07,2.9724759e+07,4.8964069e+06,1.5775777e+06,-1.7763026e+06
4.2644565e+05,4.5180657e+06,5.2452460e+03,5.2371328e+06,1.8254610e+07,2.9631391e+07,4.4044862e+06,1.9076232e+06,-1.7502644e+06
4.2645483e+05,4.5180563e+06,5.2941909e+03,4.8570566e+06,1.7933013e+07,2.9627739e+07,4.3558728e+06,1.8495772e+06,-1.9520446e+06
4.2646350e+05,4.5181668e+06,5.2084057e+03,6.0884144e+06,1.7874743e+07,2.9623357e+07,4.7222085e+06,1.5601650e+06,-1.7380211e+06
4.2644124e+05,4.5180962e+06,5.2423830e+03,4.6764742e+06,1.7788008e+07,2.9503037e+07,4.7508300e+06,1.7056727e+06,-1.7478560e+06
4.2644214e+05,4.5180849e+06,5.2719421e+03,3.4754529e+06,1.6699314e+07,2.9008347e+07,4.7048432e+06,1.9112368e+06,-1.5997187e+06
4.2646490e+05,4.5181070e+06,5.2177632e+03,6.0481820e+06,1.9251687e+07,2.9870287e+07,4.6705246e+06,1.6152699e+06,-2.0347330e+06
4.2641043e+05,4.5180909e+06,5.2135896e+03,6.4038768e+06,1.8189231e+07,2.9791571e+07,4.7505467e+06,1.6611711e+06,-1.6346560e+06
4.2646437e+05,4.5180790e+06,5.2073308e+03,6.3353255e+06,1.9225535e+07,2.9810227e+07,4.2078673e+06,1.9844616e+06,-1.7810544e+06
4.2645946e+05,4.5181205e+06,5.2328198e+03,5.1937270e+06,1.7583448e+07,2.9518618e+07,4.7180612e+06,1.6783146e+06,-1.7441820e+06
4.2646264e+05,4.5180992e+06,5.2320554e+03,5.7038664e+06,1.7962158e+07,2.9576205e+07,4.3272752e+06,1.9168574e+06,-1.6818248e+06
4.2644977e+05,4.5181226e+06,5.2138695e+03,6.0333569e+06,1.8651902e+07,2.9434625e+07,4.2772067e+06,1.9748332e+06,-1.6464408e+06
4.2641108e+05,4.5181123e+06,5.2559203e+03,4.7561736e+06,1.7211022e+07,2.8829260e+07,4.3054776e+06,2.1517559e+06,-1.3603947e+06
4.2643769e+05,4.5181193e+06,5.1865328e+03,7.2794799e+06,1.9542761e+07,2.9977699e+07,4.0105220e+06,1.9435168e+06,-1.5980086e+06
4.2648029e+05,4.5181593e+06,5.2339582e+03,6.2033300e+06,1.7879318e+07,2.9653035e+07,4.3999403e+06,1.6794020e+06,-1.8145521e+06
4.2651465e+05,4.5181337e+06,5.2219223e+03,6.0236469e+06,1.8691831e+07,2.9792588e+07,4.3551395e+06,1.7422630e+06,-2.0192850e+06
4.2643030e+05,4.5181182e+06,5.2940036e+03,4.7609310e+06,1.6217091e+07,2.9098277e+07,4.5110844e+06,1.8347904e+06,-1.5646889e+06
4.2644827e+05,4.5180816e+06,5.2213527e+03,5.5180713e+06,1.8255629e+07,2.9541095e+07,4.3415430e+06,1.9926324e+06,-1.6140780e+06
4.2646757e+05,4.5181320e+06,5.1992291e+03,5.1597580e+06,1.8304309e+07,2.9683831e+07,5.0151994e+06,1.4948665e+06,-1.8678689e+06
4.2642999e+05,4.5180809e+06,5.2270900e+03,5.6111685e+06,1.8396250e+07,2.9658742e+07,4.4879265e+06,1.8495410e+06,-1.6710206e+06
4.2644739e+05,4.5180673e+06,5.2667029e+03,5.6131424e+06,1.8419920e+07,2.9828464e+07,4.2289482e+06,1.8584932e+06,-1.8606310e+06
4.2645993e+05,4.5181582e+06,5.2122452e+03,5.9101403e+06,1.7868925e+07,2.9622859e+07,4.7314926e+06,1.5692966e+06,-1.7383404e+06
4.2643878e+05,4.5181085e+06,5.2454579e+03,4.3618201e+06,1.7381490e+07,2.9478760e+07,4.8789785e+06,1.6090537e+06,-1.7201246e+06
4.2644369e+05,4.5180860e+06,5.2801556e+03,3.0762930e+06,1.6463771e+07,2.8867634e+07,4.6311359e+06,1.9884594e+06,-1.5488625e+06
4.2646451e+05,4.5181133e+06,5.2358465e+03,5.5794811e+06,1.8328083e+07,2.9617794e+07,4.5391217e+06,1.7378325e+06,-1.8665626e+06
4.2644304e+05,4.5180908e+06,5.2105709e+03,6.0931713e+06,1.8981880e+07,2.9845357e+07,4.6983746e+06,1.6714742e+06,-1.8668286e+06
4.2646004e+05,4.5180960e+06,5.2090603e+03,6.1785274e+06,1.9120218e+07,2.9759661e+07,4.3891350e+06,1.8603470e+06,-1.8217172e+06
4.2643196e+05,4.5181053e+06,5.2470961e+03,4.9663800e+06,1.6793565e+07,2.9334176e+07,4.6415384e+06,1.8067241e+06,-1.5055411e+06
4.2645663e+05,4.5180976e+06,5.2330739e+03,5.6829252e+06,1.7871912e+07,2.9568260e+07,4.3810514e+06,1.8938913e+06,-1.6670164e+06
4.2644184e+05,4.5181231e+06,5.2275268e+03,5.4371769e+06,1.7862323e+07,2.9459852e+07,4.6145707e+06,1.7574988e+06,-1.6597117e+06
4.2643351e+05,4.5181214e+06,5.2438530e+03,5.3615419e+06,1.7600804e+07,2.9192124e+07,4.3033899e+06,2.0015471e+06,-1.5114832e+06
4.2643643e+05,4.5181147e+06,5.2103301e+03,6.9094214e+06,1.8971478e+07,2.9798790e+07,4.0279346e+06,1.9729167e+06,-1.5918865e+06
4.2646782e+05,4.5181323e+06,5.2529257e+03,5.9904845e+06,1.7748836e+07,2.9655286e+07,4.3213292e+06,1.7477198e+06,-1.7959780e+06
4.2647482e+05,4.5181196e+06,5.2170545e+03,5.8306751e+06,1.8464627e+07,2.9752369e+07,4.4777332e+06,1.7391040e+06,-1.8287356e+06
4.2644619e+05,4.5181175e+06,5.2761569e+03,4.9016897e+06,1.6793127e+07,2.9227599e+07,4.4900223e+06,1.8325920e+06,-1.6466903e+06
4.2644118e+05,4.5180581e+06,5.2554088e+03,5.3272885e+06,1.8127532e+07,2.9625164e+07,4.2187309e+06,2.0040874e+06,-1.6878722e+06
4.2645520e+05,4.5180910e+06,5.2417539e+03,4.9817831e+06,1.8041162e+07,2.9501140e+07,4.5822921e+06,1.8127720e+06,-1.7881891e+06
4.2643127e+05,4.5180953e+06,5.2200734e+03,6.0391306e+06,1.8557625e+07,2.9704070e+07,4.3587977e+06,1.8732953e+06,-1.6381988e+06
4.2643955e+05,4.5180490e+06,5.2958415e+03,5.3080005e+06,1.8040001e+07,2.9842309e+07,4.1461978e+06,1.8779255e+06,-1.8658437e+06
4.2645690e+05,4.5181338e+06,5.2240551e+03,5.4612457e+06,1.7888707e+07,2.9595058e+07,4.7400411e+06,1.6148690e+06,-1.7720647e+06
4.2644045e+05,4.5181191e+06,5.2195657e+03,5.7347019e+06,1.8298521e+07,2.9845971e+07,4.6683395e+06,1.5877264e+06,-1.7563818e+06
4.2643789e+05,4.5180990e+06,5.2610649e+03,3.9268410e+06,1.7008194e+07,2.9133836e+07,4.6589516e+06,1.8645199e+06,-1.5931683e+06
4.2645302e+05,4.5181279e+06,5.2085650e+03,6.2892792e+06,1.8919670e+07,2.9836244e+07,4.4059602e+06,1.7293892e+06,-1.7770526e+06
4.2644297e+05,4.5181128e+06,5.2326655e+03,4.9296732e+06,1.7958324e+07,2.9593004e+07,4.9191964e+06,1.5559062e+06,-1.8245318e+06
4.2644200e+05,4.5181127e+06,5.2629470e+03,5.4604401e+06,1.7362222e+07,2.9360581e+07,4.3995790e+06,1.8627141e+06,-1.6591046e+06
4.2640603e+05,4.5181143e+06,5.2241729e+03,5.5360817e+06,1.7485846e+07,2.9483645e+07,4.5739592e+06,1.7953914e+06,-1.4153924e+06
4.2646472e+05,4.5180813e+06,5.2796461e+03,5.5825170e+06,1.7192091e+07,2.9452165e+07,4.1218200e+06,2.0225709e+06,-1.6988833e+06
4.2645243e+05,4.5181344e+06,5.2100043e+03,5.7360492e+06,1.8560737e+07,2.9487537e+07,4.6393827e+06,1.7403958e+06,-1.7644960e+06
4.2642190e+05,4.5181168e+06,5.2646917e+03,5.2114149e+06,1.7259072e+07,2.9149825e+07,4.2386626e+06,2.0171786e+06,-1.4758216e+06
4.2642506e+05,4.5181104e+06,5.1990516e+03,7.4231311e+06,1.9413488e+07,3.0092878e+07,3.9174844e+06,1.9355709e+06,-1.5650069e+06
4.2647200e+05,4.5181353e+06,5.2569765e+03,5.9836847e+06,1.7820047e+07,2.9732849e+07,4.3415666e+06,1.6857744e+06,-1.8624437e+06
4.2649141e+05,4.5181455e+06,5.2195617e+03,6.7345794e+06,1.8722239e+07,3.0167994e+07,4.2952581e+06,1.5784985e+06,-1.9541894e+06
4.2643402e+05,4.5181109e+06,5.2594300e+03,5.1951984e+06,1.7221582e+07,2.9318547e+07,4.3958679e+06,1.8938470e+06,-1.5664527e+06
4.2644564e+05,4.5180810e+06,5.2420363e+03,5.5962674e+06,1.8398262e+07,2.9655530e+07,4.2650700e+06,1.9338988e+06,-1.7210598e+06
4.2645975e+05,4.5180830e+06,5.2361289e+03,4.7569287e+06,1.8262746e+07,2.9531672e+07,4.6570879e+06,1.7946679e+06,-1.8404257e+06
4.2643570e+05,4.5181047e+06,5.2112558e+03,6.0063522e+06,1.8586827e+07,2.9869528e+07,4.5262885e+06,1.7088246e+06,-1.6972177e+06
