xcen,ycen,depth,Pxx,Pyy,Pzz,Pxy,Pyz,Pzx
4.2628944e+05,4.5184996e+06,3.9041372e+03,5.7708410e+06,1.0279434e+06,1.6289915e+07,-2.3854582e+06,3.0443697e+06,-6.7207371e+05
4.2630567e+05,4.5185000e+06,3.9006957e+03,5.9714681e+06,1.1685662e+06,1.6303840e+07,-2.4240694e+06,3.0771043e+06,-7.2638332e+05
4.2632487e+05,4.5185001e+06,3.8585568e+03,6.3303981e+06,1.2094558e+06,1.5990316e+07,-2.3228867e+06,3.1930509e+06,-7.4624687e+05
4.2631636e+05,4.5184899e+06,3.9123480e+03,6.1865251e+06,1.2298524e+06,1.6286314e+07,-2.5704668e+06,3.2591467e+06,-7.0149089e+05
4.2631482e+05,4.5184841e+06,3.9096492e+03,6.0317997e+06,1.1708961e+06,1.6213203e+07,-2.6704519e+06,3.1904635e+06,-6.7207391e+05
4.2632673e+05,4.5185291e+06,3.8317992e+03,6.2248893e+06,1.3254238e+06,1.5733111e+07,-2.2551157e+06,3.1259937e+06,-7.8210766e+05
4.2631616e+05,4.5184972e+06,3.8961504e+03,6.3758737e+06,1.4956388e+06,1.6341846e+07,-2.5934708e+06,3.3159204e+06,-7.2015732e+05
4.2629833e+05,4.5184797e+06,3.9354647e+03,5.4763450e+06,1.0129310e+06,1.6108797e+07,-2.5492380e+06,3.1638490e+06,-6.7355569e+05
4.2629724e+05,4.5185194e+06,3.8652830e+03,6.3492098e+06,1.3120677e+06,1.6166300e+07,-2.2405586e+06,3.0750928e+06,-6.4832055e+05
4.2628964e+05,4.5184760e+06,3.9097716e+03,6.0059693e+06,1.0699355e+06,1.6145987e+07,-2.6479037e+06,3.1756057e+06,-5.1678955e+05
4.2630539e+05,4.5184920e+06,3.8866366e+03,5.4105191e+06,1.2612751e+06,1.6140722e+07,-2.2122071e+06,2.9935703e+06,-6.6098659e+05
4.2630337e+05,4.5184991e+06,3.9133840e+03,5.9383484e+06,1.3494641e+06,1.6529342e+07,-2.2432800e+06,2.9805999e+06,-8.2897107e+05
4.2631493e+05,4.5185097e+06,3.8624654e+03,6.5109392e+06,1.1650058e+06,1.5879242e+07,-2.3056368e+06,3.2772537e+06,-7.5270934e+05
4.2630937e+05,4.5184492e+06,3.8996466e+03,6.2251111e+06,1.3931572e+06,1.6118877e+07,-2.4404893e+06,3.4155229e+06,-6.9353007e+05
4.2627761e+05,4.5184624e+06,3.8471519e+03,6.3835390e+06,1.3783033e+06,1.5756661e+07,-2.5984395e+06,3.4335504e+06,-5.5798990e+05
4.2632089e+05,4.5184547e+06,3.9873345e+03,5.6635330e+06,1.1274272e+06,1.6687095e+07,-2.7296581e+06,3.2170414e+06,-6.8569651e+05
4.2629910e+05,4.5185169e+06,3.8548440e+03,6.4509459e+06,1.2222802e+06,1.6002731e+07,-2.3408641e+06,3.1704516e+06,-6.1131041e+05
4.2631268e+05,4.5185099e+06,3.9079842e+03,5.4694459e+06,1.2369027e+06,1.6192647e+07,-2.3411521e+06,2.9736100e+06,-7.0900121e+05
4.2628963e+05,4.5184994e+06,3.9043217e+03,5.7694630e+06,1.0297524e+06,1.6289807e+07,-2.3884536e+06,3.0450925e+06,-6.7176972e+05
4.2630291e+05,4.5185020e+06,3.9072537e+03,5.7427628e+06,1.4481947e+06,1.6602003e+07,-2.5265459e+06,2.9531763e+06,-7.4852930e+05
4.2634797e+05,4.5184780e+06,3.8599583e+03,6.3699266e+06,1.2157022e+06,1.5869667e+07,-2.4785845e+06,3.3193457e+06,-7.8548860e+05
4.2632220e+05,4.5184643e+06,3.9752581e+03,5.7423477e+06,1.2921293e+06,1.6668267e+07,-2.8646734e+06,3.2773750e+06,-7.1284682e+05
4.2630892e+05,4.5184777e+06,3.9210619e+03,5.6536888e+06,1.2012517e+06,1.6303361e+07,-2.7092166e+06,3.1114120e+06,-6.2934027e+05
4.2632545e+05,4.5185219e+06,3.8646421e+03,6.4634384e+06,1.3143329e+06,1.6004139e+07,-2.2734448e+06,3.1518493e+06,-8.6115831e+05
4.2631006e+05,4.5185032e+06,3.8632802e+03,6.0880575e+06,1.8185003e+06,1.6280760e+07,-2.4662330e+06,3.2177463e+06,-7.2957608e+05
4.2629845e+05,4.5184898e+06,3.9222513e+03,5.5890063e+06,1.1679884e+06,1.6161334e+07,-2.4313961e+06,3.1114466e+06,-7.1733879e+05
4.2629369e+05,4.5185410e+06,3.8336092e+03,6.5625944e+06,2.0229151e+06,1.6441893e+07,-1.8554611e+06,2.8592624e+06,-8.5782629e+05
4.2629482e+05,4.5184760e+06,3.9144949e+03,6.0046584e+06,1.0755796e+06,1.6175143e+07,-2.6271828e+06,3.1950631e+06,-5.5213366e+05
4.2630624e+05,4.5184945e+06,3.8896371e+03,5.5244965e+06,1.2809061e+06,1.6178583e+07,-2.2407851e+06,3.0113302e+06,-6.8610435e+05
4.2631745e+05,4.5184807e+06,3.9446220e+03,5.5860186e+06,1.3721442e+06,1.6623863e+07,-2.3073381e+06,3.0018554e+06,-8.8631150e+05
4.2631320e+05,4.5185066e+06,3.8679976e+03,6.3456031e+06,1.3026232e+06,1.5985435e+07,-2.3482536e+06,3.2518760e+06,-7.5130873e+05
4.2631936e+05,4.5184436e+06,3.8987600e+03,6.2268083e+06,1.4418242e+06,1.6122911e+07,-2.4394966e+06,3.4144104e+06,-7.1913864e+05
4.2629542e+05,4.5184664e+06,3.8848930e+03,6.1974368e+06,1.3127558e+06,1.6055233e+07,-2.5720215e+06,3.3322894e+06,-6.2595458e+05
4.2630578e+05,4.5184727e+06,3.9261596e+03,5.9937982e+06,1.3167984e+06,1.6629893e+07,-2.4882214e+06,3.1021360e+06,-6.9138323e+05
4.2629652e+05,4.5185074e+06,3.8694207e+03,6.2535010e+06,1.3384449e+06,1.6192771e+07,-2.3361836e+06,3.1157497e+06,-6.6771051e+05
4.2631411e+05,4.5185128e+06,3.9019145e+03,5.7047628e+06,1.4600878e+06,1.6417542e+07,-2.1720978e+06,2.9653394e+06,-8.6402845e+05
4.2628511e+05,4.5184886e+06,3.8979380e+03,5.9753004e+06,1.4862152e+06,1.6533921e+07,-2.2097816e+06,3.0036329e+06,-7.3334136e+05
4.2630352e+05,4.5184991e+06,3.9162970e+03,5.6279377e+06,1.4711366e+06,1.6692244e+07,-2.5650619e+06,2.9232503e+06,-7.6629320e+05
4.2634713e+05,4.5184819e+06,3.8716025e+03,6.4464274e+06,1.1836971e+06,1.6144458e+07,-2.3866165e+06,3.2044140e+06,-8.3216555e+05
4.2631058e+05,4.5184767e+06,3.9333577e+03,5.9206380e+06,1.2443325e+06,1.6387984e+07,-2.6900906e+06,3.2255604e+06,-6.6057726e+05
4.2632470e+05,4.5184532e+06,3.9078624e+03,5.9123848e+06,1.4421113e+06,1.6206571e+07,-2.6813256e+06,3.3120278e+06,-7.2472483e+05
4.2631949e+05,4.5185235e+06,3.8426883e+03,6.3387708e+06,1.6411153e+06,1.6056979e+07,-2.2464917e+06,3.1547851e+06,-8.3420139e+05
4.2630727e+05,4.5185051e+06,3.8561436e+03,6.0103650e+06,2.0413207e+06,1.6400244e+07,-2.5127311e+06,3.1849492e+06,-7.0132841e+05
4.2630568e+05,4.5185052e+06,3.9067446e+03,5.7087026e+06,1.3585228e+06,1.6179663e+07,-2.3551251e+06,3.0961167e+06,-8.0764765e+05
4.2629649e+05,4.5185340e+06,3.8397617e+03,6.5042006e+06,1.9750671e+06,1.6413882e+07,-1.9419380e+06,2.9193113e+06,-8.3675872e+05
4.2630138e+05,4.5184759e+06,3.9172362e+03,6.0069606e+06,1.1275731e+06,1.6239518e+07,-2.5922032e+06,3.1983057e+06,-6.0027671e+05
4.2631342e+05,4.5184624e+06,3.8972365e+03,5.6437621e+06,1.3020326e+06,1.6152315e+07,-2.3371110e+06,3.1698460e+06,-6.9575307e+05
4.2630815e+05,4.5184917e+06,3.9387560e+03,5.7812418e+06,1.8039107e+06,1.6967647e+07,-2.1050976e+06,2.8316256e+06,-9.5559925e+05
4.2630745e+05,4.5185174e+06,3.8705218e+03,6.3196004e+06,1.4842085e+06,1.6176642e+07,-2.2497281e+06,3.1398021e+06,-7.9172751e+05
4.2632079e+05,4.5184523e+06,3.8898351e+03,6.1459084e+06,1.8850968e+06,1.6499963e+07,-2.1391933e+06,3.2421172e+06,-8.5816191e+05
4.2629344e+05,4.5184666e+06,3.8807363e+03,6.2171491e+06,1.3223337e+06,1.6029004e+07,-2.5770889e+06,3.3431101e+06,-6.2348978e+05
4.2630673e+05,4.5184796e+06,3.9376275e+03,5.8797357e+06,1.5187023e+06,1.6820697e+07,-2.3100087e+06,2.9638719e+06,-8.1706797e+05
4.2630127e+05,4.5185013e+06,3.8573047e+03,6.2160567e+06,1.4167753e+06,1.6021500e+07,-2.3072212e+06,3.1596220e+06,-7.0330330e+05
4.2630921e+05,4.5185027e+06,3.8960384e+03,5.9268162e+06,1.3511897e+06,1.6210553e+07,-2.2479885e+06,3.1093539e+06,-7.6074769e+05
4.2628687e+05,4.5184828e+06,3.8925899e+03,6.0021154e+06,1.6115427e+06,1.6569934e+07,-2.2035124e+06,3.0234213e+06,-7.6304500e+05
4.2630576e+05,4.5185054e+06,3.8885386e+03,6.1179870e+06,1.6287309e+06,1.6429044e+07,-2.3639036e+06,3.0552358e+06,-7.5980154e+05
4.2634005e+05,4.5184835e+06,3.8962383e+03,6.2880917e+06,1.3158752e+06,1.6395310e+07,-2.3285722e+06,3.1139630e+06,-8.7834079e+05
4.2630341e+05,4.5185097e+06,3.8753559e+03,6.4094820e+06,1.7790670e+06,1.6308356e+07,-2.2434797e+06,3.1145479e+06,-7.4530744e+05
4.2632372e+05,4.5184622e+06,3.9032334e+03,5.8823730e+06,1.5461793e+06,1.6241220e+07,-2.5969157e+06,3.2564146e+06,-7.6672444e+05
4.2630182e+05,4.5185210e+06,3.8740244e+03,6.1537754e+06,1.7378753e+06,1.6408354e+07,-2.2287016e+06,3.0327121e+06,-7.8450330e+05
4.2631377e+05,4.5184879e+06,3.8778891e+03,6.0377769e+06,1.6684962e+06,1.6233871e+07,-2.5060966e+06,3.2322577e+06,-7.3227352e+05
4.2629870e+05,4.5185095e+06,3.8949631e+03,5.8950319e+06,1.5874197e+06,1.6359707e+07,-2.2584996e+06,2.9951239e+06,-7.8129112e+05
4.2629510e+05,4.5185636e+06,3.8043111e+03,6.8624547e+06,2.2973244e+06,1.6237532e+07,-1.6449056e+06,2.8594811e+06,-8.7497999e+05
4.2630337e+05,4.5184860e+06,3.9180786e+03,5.9461771e+06,1.3838164e+06,1.6448347e+07,-2.3994736e+06,3.0713575e+06,-7.3054081e+05
4.2630804e+05,4.5184847e+06,3.9036459e+03,6.0081965e+06,1.5298928e+06,1.6460085e+07,-2.2892449e+06,3.0805996e+06,-7.7330656e+05
4.2630386e+05,4.5185062e+06,3.9114656e+03,5.9581193e+06,2.0258281e+06,1.6893113e+07,-2.0118505e+06,2.7915518e+06,-9.6939302e+05
4.2630874e+05,4.5185158e+06,3.8718981e+03,6.2702008e+06,1.5502094e+06,1.6229529e+07,-2.2788103e+06,3.1241154e+06,-7.8970566e+05
4.2632092e+05,4.5184932e+06,3.8670350e+03,6.3953585e+06,1.8772601e+06,1.6438719e+07,-2.0993111e+06,3.0719908e+06,-8.8699136e+05
4.2628793e+05,4.5185093e+06,3.8428148e+03,6.4400350e+06,1.7170482e+06,1.6002866e+07,-2.2182303e+06,3.2085561e+06,-6.8782290e+05
4.2630498e+05,4.5184892e+06,3.9238136e+03,6.0547438e+06,1.6141694e+06,1.6734887e+07,-2.2889821e+06,2.9898929e+06,-8.0574814e+05
4.2631931e+05,4.5184859e+06,3.8669045e+03,6.3556616e+06,1.6857651e+06,1.6308955e+07,-2.1809783e+06,3.1399691e+06,-8.3598637e+05
4.2630791e+05,4.5185002e+06,3.9084392e+03,5.9307213e+06,1.4574720e+06,1.6378642e+07,-2.2236056e+06,3.0588595e+06,-7.9377100e+05
4.2628777e+05,4.5184767e+06,3.8845201e+03,6.1107631e+06,1.4959012e+06,1.6352785e+07,-2.3538910e+06,3.1503242e+06,-7.1032637e+05
4.2630802e+05,4.5185319e+06,3.8733365e+03,6.3752152e+06,1.9384301e+06,1.6527749e+07,-2.2378428e+06,2.9750694e+06,-8.1172348e+05
4.2635446e+05,4.5184911e+06,3.8444400e+03,7.0244281e+06,1.7811849e+06,1.6578668e+07,-2.1512054e+06,2.9853306e+06,-1.0252544e+06
4.2629324e+05,4.5185208e+06,3.8714934e+03,6.9240181e+06,2.0847480e+06,1.6352512e+07,-2.1507075e+06,3.1466867e+06,-7.6953826e+05
4.2631922e+05,4.5184650e+06,3.9065892e+03,6.0392431e+06,1.6157534e+06,1.6445374e+07,-2.5524621e+06,3.1577261e+06,-7.7173366e+05
4.2630332e+05,4.5185237e+06,3.8598348e+03,6.3146727e+06,1.9065321e+06,1.6426912e+07,-2.1116732e+06,3.0254956e+06,-8.0969443e+05
4.2631265e+05,4.5184955e+06,3.8764183e+03,6.0820869e+06,1.7430250e+06,1.6307163e+07,-2.4284908e+06,3.1869532e+06,-7.5463799e+05
4.2628915e+05,4.5185353e+06,3.8256589e+03,6.4401259e+06,2.1857390e+06,1.6222519e+07,-1.8769073e+06,2.8843682e+06,-8.5111777e+05
4.2629500e+05,4.5185545e+06,3.8195181e+03,6.8669403e+06,2.2394472e+06,1.6270903e+07,-1.7560761e+06,2.9273141e+06,-8.5063576e+05
4.2631481e+05,4.5184662e+06,3.9035796e+03,6.3620126e+06,1.3879882e+06,1.6473787e+07,-2.4740113e+06,3.0877199e+06,-7.6436602e+05
4.2632031e+05,4.5185046e+06,3.8903978e+03,6.1472592e+06,1.7062464e+06,1.6499106e+07,-2.1751951e+06,3.0166816e+06,-8.4465214e+05
4.2630575e+05,4.5184835e+06,3.8998679e+03,6.2234767e+06,1.8918717e+06,1.6751637e+07,-2.1567652e+06,2.8979637e+06,-9.2184253e+05
4.2631304e+05,4.5184922e+06,3.8765674e+03,6.5426190e+06,1.7745060e+06,1.6285852e+07,-2.4964134e+06,3.1894733e+06,-7.7605624e+05
4.2633148e+05,4.5184902e+06,3.7845353e+03,6.9775594e+06,2.4419448e+06,1.6140915e+07,-1.8275790e+06,3.1874963e+06,-9.9440182e+05
4.2631441e+05,4.5184991e+06,3.8379439e+03,6.6051604e+06,1.8484093e+06,1.6010127e+07,-2.1966796e+06,3.3062107e+06,-7.6884269e+05
4.2630056e+05,4.5184884e+06,3.9723063e+03,5.8168951e+06,1.6291910e+06,1.7118023e+07,-2.3853528e+06,2.8637030e+06,-8.0518552e+05
4.2632200e+05,4.5184526e+06,3.9073429e+03,5.9532185e+06,1.6897603e+06,1.6539174e+07,-2.4665604e+06,3.1588366e+06,-8.1050751e+05
4.2632572e+05,4.5184823e+06,3.8691175e+03,6.6721055e+06,1.6298565e+06,1.6303711e+07,-2.3397286e+06,3.1400111e+06,-8.1272219e+05
4.2629050e+05,4.5184638e+06,3.9065377e+03,5.9472527e+06,1.3173824e+06,1.6422375e+07,-2.4593539e+06,3.1965260e+06,-6.8338637e+05
4.2633157e+05,4.5185159e+06,3.8485256e+03,6.7321467e+06,1.8783392e+06,1.6541429e+07,-2.1667358e+06,2.9400041e+06,-9.2483217e+05
4.2634531e+05,4.5184733e+06,3.8798584e+03,6.3933098e+06,1.7535746e+06,1.6683669e+07,-2.2278265e+06,3.0126791e+06,-9.8753267e+05
4.2630440e+05,4.5185074e+06,3.8845106e+03,6.5490061e+06,2.0820945e+06,1.6392514e+07,-2.3068335e+06,3.1933341e+06,-7.8507728e+05
4.2632474e+05,4.5184603e+06,3.8936976e+03,6.1951558e+06,1.7254407e+06,1.6404528e+07,-2.5782538e+06,3.1884126e+06,-7.9441766e+05
4.2629903e+05,4.5185216e+06,3.8345980e+03,6.7702173e+06,2.2592585e+06,1.6333760e+07,-2.0169453e+06,3.1151243e+06,-8.3767315e+05
4.2631064e+05,4.5184946e+06,3.8946018e+03,5.8774479e+06,1.7771924e+06,1.6495169e+07,-2.3789838e+06,3.0753717e+06,-8.0961601e+05
4.2629806e+05,4.5185078e+06,3.8337964e+03,6.5686247e+06,2.0340770e+06,1.6171421e+07,-2.0866971e+06,3.0242698e+06,-8.0026630e+05
4.2631771e+05,4.5185186e+06,3.8017729e+03,7.0351247e+06,1.9776543e+06,1.6324497e+07,-1.8763082e+06,2.9763507e+06,-8.8918753e+05
4.2631346e+05,4.5184531e+06,3.8619740e+03,6.8270991e+06,1.6604817e+06,1.6116126e+07,-2.5904716e+06,3.3194602e+06,-6.6554992e+05
4.2632254e+05,4.5185018e+06,3.8892347e+03,6.1971142e+06,1.6106025e+06,1.6485874e+07,-2.1934488e+06,3.0060155e+06,-8.4009928e+05
4.2630472e+05,4.5184738e+06,3.9100243e+03,6.4037520e+06,1.9541231e+06,1.6953019e+07,-2.1352391e+06,2.7787617e+06,-9.7200737e+05
4.2630999e+05,4.5184910e+06,3.8827596e+03,6.5327025e+06,1.7527344e+06,1.6343786e+07,-2.5244740e+06,3.1514343e+06,-7.7538251e+05
4.2630984e+05,4.5184997e+06,3.8244000e+03,6.7208532e+06,2.1410936e+06,1.6261668e+07,-2.0481735e+06,3.0227674e+06,-8.7618233e+05
4.2632564e+05,4.5184884e+06,3.8513456e+03,6.5574822e+06,1.9174509e+06,1.6148731e+07,-2.2315977e+06,3.2866871e+06,-8.2212905e+05
4.2631140e+05,4.5184864e+06,3.9165399e+03,6.1929120e+06,1.8114967e+06,1.6634967e+07,-2.3667684e+06,3.1220776e+06,-7.9437940e+05
4.2631941e+05,4.5184572e+06,3.9142807e+03,6.0516560e+06,1.7989104e+06,1.6693022e+07,-2.5083616e+06,3.0532008e+06,-8.4433523e+05
4.2631416e+05,4.5184899e+06,3.8556038e+03,6.7402262e+06,1.9715026e+06,1.6276635e+07,-2.2640027e+06,3.2004779e+06,-8.1450684e+05
4.2629357e+05,4.5184737e+06,3.8555276e+03,6.2344276e+06,1.5709936e+06,1.6153743e+07,-2.3317494e+06,3.1431991e+06,-7.2519028e+05
4.2631960e+05,4.5184938e+06,3.8655334e+03,6.7412960e+06,1.7719853e+06,1.6593058e+07,-2.3107803e+06,2.9292738e+06,-8.6087025e+05
4.2633017e+05,4.5184814e+06,3.8841432e+03,6.4396090e+06,1.7190708e+06,1.6559752e+07,-2.3657823e+06,3.0596132e+06,-8.9351408e+05
4.2632080e+05,4.5184941e+06,3.8641372e+03,6.6418306e+06,2.1540860e+06,1.6320873e+07,-2.3066988e+06,3.2232387e+06,-8.4344959e+05
4.2632947e+05,4.5184570e+06,3.8922055e+03,6.2885652e+06,1.8081714e+06,1.6400074e+07,-2.5830507e+06,3.2142534e+06,-8.1507274e+05
4.2629486e+05,4.5184949e+06,3.8300955e+03,6.9770450e+06,2.3057130e+06,1.6254910e+07,-2.2095908e+06,3.2295265e+06,-7.7208262e+05
4.2630937e+05,4.5184845e+06,3.8850227e+03,5.9640709e+06,1.6943693e+06,1.6386263e+07,-2.4589112e+06,3.1154178e+06,-7.6718897e+05
4.2628623e+05,4.5185094e+06,3.8493959e+03,6.3797538e+06,1.9831553e+06,1.6136397e+07,-2.1759337e+06,3.0011329e+06,-7.4240409e+05
4.2632054e+05,4.5185003e+06,3.8418285e+03,6.6524694e+06,1.8490434e+06,1.6397565e+07,-2.1285378e+06,3.0340626e+06,-8.6651140e+05
4.2630426e+05,4.5184768e+06,3.8619072e+03,6.6400233e+06,1.7736617e+06,1.6162893e+07,-2.4544158e+06,3.1912050e+06,-7.0702117e+05
4.2632608e+05,4.5185116e+06,3.8706267e+03,6.3238204e+06,1.6693117e+06,1.6385505e+07,-2.1145350e+06,3.0161396e+06,-8.5739157e+05
4.2630832e+05,4.5184741e+06,3.9007068e+03,6.4304365e+06,1.9224494e+06,1.6800973e+07,-2.1934895e+06,2.8695468e+06,-9.3591303e+05
4.2630765e+05,4.5184913e+06,3.8585204e+03,6.7645041e+06,1.9108687e+06,1.6241138e+07,-2.4025411e+06,3.1743222e+06,-7.6492588e+05
4.2630058e+05,4.5185193e+06,3.7120979e+03,7.3423450e+06,2.5879168e+06,1.5569452e+07,-1.8182527e+06,3.1745354e+06,-8.2693145e+05
4.2631732e+05,4.5184811e+06,3.8728494e+03,6.6041084e+06,1.8520068e+06,1.6406228e+07,-2.2516150e+06,3.1283226e+06,-8.4951067e+05
4.2633047e+05,4.5184800e+06,3.9316981e+03,6.0429400e+06,1.9896461e+06,1.6916450e+07,-2.3869001e+06,3.0046998e+06,-9.1087238e+05
4.2632272e+05,4.5184719e+06,3.8497716e+03,6.4239024e+06,2.0215249e+06,1.6462872e+07,-2.2665642e+06,2.9790274e+06,-9.1575525e+05
4.2631583e+05,4.5184868e+06,3.8414414e+03,7.2322665e+06,2.0349010e+06,1.6176487e+07,-2.1678034e+06,3.2883625e+06,-8.2547293e+05
4.2628973e+05,4.5184730e+06,3.8459199e+03,6.3830296e+06,1.6797437e+06,1.6115165e+07,-2.3480461e+06,3.1541694e+06,-7.0568696e+05
4.2632294e+05,4.5184935e+06,3.8813279e+03,6.5990528e+06,1.6864076e+06,1.6840917e+07,-2.4298050e+06,2.7459584e+06,-8.8714604e+05
4.2633236e+05,4.5184956e+06,3.8439826e+03,6.6289872e+06,2.0193019e+06,1.6462139e+07,-2.1261095e+06,2.9968650e+06,-9.4575786e+05
4.2630927e+05,4.5184983e+06,3.8044630e+03,6.8886944e+06,2.2387716e+06,1.5949170e+07,-2.1835113e+06,3.2621884e+06,-7.9439911e+05
4.2632886e+05,4.5184721e+06,3.8819356e+03,6.5162301e+06,1.7893363e+06,1.6496896e+07,-2.4846725e+06,3.0915158e+06,-8.4550292e+05
4.2630097e+05,4.5184994e+06,3.8302774e+03,6.7987188e+06,2.5560916e+06,1.6446667e+07,-2.1729284e+06,3.1919140e+06,-8.5528865e+05
4.2632576e+05,4.5184883e+06,3.8497536e+03,6.3114238e+06,2.2541785e+06,1.6487289e+07,-2.3184033e+06,3.0701574e+06,-8.9159623e+05
4.2626643e+05,4.5184988e+06,3.8256569e+03,6.7237739e+06,2.3294980e+06,1.6061663e+07,-2.2356321e+06,3.0974083e+06,-6.9107180e+05
4.2630089e+05,4.5184970e+06,3.8311865e+03,6.7573883e+06,1.7648224e+06,1.6195285e+07,-2.2233544e+06,3.0849727e+06,-7.2813920e+05
4.2629934e+05,4.5184901e+06,3.8293850e+03,6.8493625e+06,1.9941203e+06,1.6162348e+07,-2.2889028e+06,3.1066844e+06,-7.3060848e+05
4.2630866e+05,4.5184865e+06,3.8669631e+03,6.5326587e+06,1.8670818e+06,1.6367841e+07,-2.2866241e+06,3.0654414e+06,-8.1296848e+05
4.2631693e+05,4.5184788e+06,3.8810367e+03,6.4233703e+06,1.9935409e+06,1.6662644e+07,-2.1817683e+06,2.9068320e+06,-9.3167001e+05
4.2631144e+05,4.5184941e+06,3.8626093e+03,6.8429805e+06,1.8624470e+06,1.6210291e+07,-2.4508612e+06,3.2235840e+06,-7.5810804e+05
4.2630246e+05,4.5185173e+06,3.7257961e+03,7.1818138e+06,2.5636367e+06,1.5657140e+07,-1.8587282e+06,3.1437245e+06,-8.2919608e+05
4.2630288e+05,4.5184848e+06,3.8730989e+03,6.4988017e+06,1.9679151e+06,1.6521490e+07,-2.1957450e+06,2.9598487e+06,-8.4621149e+05
4.2632101e+05,4.5184969e+06,3.8501070e+03,6.5503177e+06,2.2820855e+06,1.6421008e+07,-2.1752165e+06,3.0787357e+06,-8.7513144e+05
4.2632910e+05,4.5184685e+06,3.8479931e+03,6.3666125e+06,2.0672434e+06,1.6523576e+07,-2.2299928e+06,2.9377552e+06,-9.6404505e+05
4.2631018e+05,4.5184890e+06,3.8425465e+03,6.9937366e+06,2.1601222e+06,1.6279317e+07,-2.2138148e+06,3.2251617e+06,-8.2644271e+05
4.2630800e+05,4.5184815e+06,3.8595713e+03,6.5027982e+06,1.8783648e+06,1.6404348e+07,-2.2737753e+06,3.0247047e+06,-8.3016761e+05
4.2631653e+05,4.5184971e+06,3.8575011e+03,6.7086482e+06,1.7469473e+06,1.6621875e+07,-2.3409017e+06,2.8303709e+06,-8.5006349e+05
4.2630947e+05,4.5184979e+06,3.8453255e+03,6.6577493e+06,2.0891101e+06,1.6359294e+07,-2.1676141e+06,3.0302461e+06,-8.5357612e+05
4.2631734e+05,4.5184848e+06,3.8262881e+03,6.6532070e+06,2.2330859e+06,1.6116845e+07,-2.2261128e+06,3.2587555e+06,-8.3772698e+05
4.2630663e+05,4.5184868e+06,3.8267821e+03,6.8410801e+06,2.0578556e+06,1.6064280e+07,-2.4094929e+06,3.1500734e+06,-7.1769061e+05
4.2630109e+05,4.5184917e+06,3.8601590e+03,6.6808763e+06,2.3788833e+06,1.6511924e+07,-2.2632021e+06,3.1804232e+06,-8.3606932e+05
4.2632720e+05,4.5184863e+06,3.8574856e+03,6.2530459e+06,2.2362023e+06,1.6534446e+07,-2.3490576e+06,3.0698410e+06,-8.9439549e+05
4.2626492e+05,4.5184924e+06,3.8411237e+03,6.5038909e+06,2.3324056e+06,1.6266382e+07,-2.1546840e+06,2.9739987e+06,-7.3420457e+05
4.2630517e+05,4.5184873e+06,3.8236867e+03,6.6865821e+06,1.9041081e+06,1.6346701e+07,-2.2071925e+06,2.9506792e+06,-8.0194538e+05
4.2631238e+05,4.5184942e+06,3.7654114e+03,7.1672292e+06,2.3513119e+06,1.5779743e+07,-2.2980066e+06,3.2093048e+06,-6.9261696e+05
4.2630904e+05,4.5185150e+06,3.8136030e+03,7.1552822e+06,2.0209360e+06,1.5850002e+07,-2.4039808e+06,3.2088787e+06,-6.2154218e+05
4.2631837e+05,4.5184887e+06,3.8352111e+03,6.6719994e+06,2.2734832e+06,1.6232120e+07,-2.1074699e+06,3.0849976e+06,-8.8524011e+05
4.2630584e+05,4.5184948e+06,3.8682626e+03,6.7866325e+06,1.9906450e+06,1.6366038e+07,-2.3972408e+06,3.1734509e+06,-7.7660149e+05
4.2630142e+05,4.5185086e+06,3.7735933e+03,6.9659722e+06,2.4273226e+06,1.5891339e+07,-1.9455334e+06,3.1391845e+06,-8.3759061e+05
4.2630777e+05,4.5184861e+06,3.8818601e+03,6.5640224e+06,2.1079658e+06,1.6483182e+07,-2.1786923e+06,3.0763747e+06,-8.7009242e+05
4.2633885e+05,4.5185034e+06,3.8133587e+03,6.5283193e+06,2.3501732e+06,1.6265711e+07,-2.0950600e+06,3.0232736e+06,-9.1204055e+05
4.2632935e+05,4.5184898e+06,3.7559244e+03,6.7278047e+06,2.6347566e+06,1.6107848e+07,-1.9214396e+06,2.9480810e+06,-1.0067256e+06
4.2631881e+05,4.5184999e+06,3.7712652e+03,7.7306852e+06,2.2170887e+06,1.5694997e+07,-2.1571915e+06,3.3616321e+06,-7.2010300e+05
4.2630389e+05,4.5184578e+06,3.8723193e+03,6.1420960e+06,1.7105110e+06,1.6310334e+07,-2.2748548e+06,3.1023740e+06,-8.1981610e+05
4.2631250e+05,4.5184990e+06,3.8542903e+03,6.7297170e+06,1.8516765e+06,1.6543986e+07,-2.2946428e+06,2.8944242e+06,-8.3923377e+05
4.2631858e+05,4.5184942e+06,3.8251899e+03,6.7025187e+06,2.5078895e+06,1.6251780e+07,-2.0605368e+06,3.1300151e+06,-9.1144594e+05
4.2632368e+05,4.5184744e+06,3.8341401e+03,6.6314355e+06,2.1489421e+06,1.6227677e+07,-2.2700757e+06,3.2014625e+06,-8.7275156e+05
4.2631080e+05,4.5184794e+06,3.8347418e+03,6.8207056e+06,2.0159471e+06,1.6066329e+07,-2.5713122e+06,3.1760245e+06,-6.7298771e+05
4.2629319e+05,4.5184981e+06,3.8779137e+03,6.6684781e+06,2.3238123e+06,1.6640417e+07,-2.2136353e+06,3.0843343e+06,-8.3395224e+05
