xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,Pxx,Pxx_sigma,Pyy,Pyy_sigma,Pzz,Pzz_sigma,Pxy,Pxy_sigma,Pyz,Pyz_sigma,Pzx,Pzx_sigma
4.2635409e+05,3.9533840e+01,4.5184983e+06,2.7003442e+02,4.0667578e+03,9.6046952e+02,6.2537219e+06,4.2459179e+06,8.2520266e+06,8.0618398e+06,1.8008958e+07,6.2586514e+06,-1.0616004e+06,1.9058243e+06,2.8951588e+06,2.2807324e+06,-1.2942507e+06,6.0653931e+05
