xcen,ycen,depth,Pxx,Pyy,Pzz,Pxy,Pyz,Pzx
4.2619056e+05,4.5186851e+06,3.7184199e+03,1.0728431e+07,1.4028457e+07,2.0764152e+07,-2.9983706e+05,1.0872394e+06,2.3962455e+05
