xcen,ycen,depth,dP_mu
4.2632496e+05,4.5188355e+06,2.5918102e+03,3.1747762e-03
4.2633662e+05,4.5188135e+06,2.6017532e+03,3.1954940e-03
4.2630573e+05,4.5188362e+06,2.6095799e+03,3.2027814e-03
4.2632008e+05,4.5188378e+06,2.6026879e+03,3.2112050e-03
4.2632553e+05,4.5188334e+06,2.5996283e+03,3.1909239e-03
4.2633506e+05,4.5188175e+06,2.6252480e+03,3.2072691e-03
4.2632057e+05,4.5188397e+06,2.5900993e+03,3.1562316e-03
4.2632680e+05,4.5188382e+06,2.5985041e+03,3.1944853e-03
4.2631680e+05,4.5188330e+06,2.6038663e+03,3.1896068e-03
4.2634450e+05,4.5188106e+06,2.6093642e+03,3.2091936e-03
4.2631849e+05,4.5188367e+06,2.6036768e+03,3.1836269e-03
4.2633040e+05,4.5188293e+06,2.5973062e+03,3.1935960e-03
4.2632879e+05,4.5188252e+06,2.6162049e+03,3.2030403e-03
4.2633276e+05,4.5188206e+06,2.6165805e+03,3.2024736e-03
4.2632940e+05,4.5188411e+06,2.5822392e+03,3.1422751e-03
4.2633278e+05,4.5188284e+06,2.6095361e+03,3.1984435e-03
4.2631710e+05,4.5188320e+06,2.6027689e+03,3.1881359e-03
4.2632602e+05,4.5188060e+06,2.6332543e+03,3.2223723e-03
4.2631118e+05,4.5188312e+06,2.6207653e+03,3.2075639e-03
4.2633635e+05,4.5188244e+06,2.5964629e+03,3.2044640e-03
4.2632242e+05,4.5188288e+06,2.6248524e+03,3.1886141e-03
4.2633896e+05,4.5188195e+06,2.6169180e+03,3.2062122e-03
4.2631667e+05,4.5188472e+06,2.5825467e+03,3.1387709e-03
4.2635032e+05,4.5188241e+06,2.6101445e+03,3.1994040e-03
4.2632623e+05,4.5188259e+06,2.6094542e+03,3.1965749e-03
4.2631959e+05,4.5188103e+06,2.5960051e+03,3.2080296e-03
4.2630509e+05,4.5188268e+06,2.6341481e+03,3.2326916e-03
4.2633146e+05,4.5188284e+06,2.5900371e+03,3.1953062e-03
4.2633050e+05,4.5188224e+06,2.6154066e+03,3.2021964e-03
4.2632787e+05,4.5188189e+06,2.6221519e+03,3.2207286e-03
4.2632012e+05,4.5188430e+06,2.5880742e+03,3.1493131e-03
4.2633318e+05,4.5188342e+06,2.6001478e+03,3.1737598e-03
4.2632529e+05,4.5188145e+06,2.6211089e+03,3.2254822e-03
4.2632973e+05,4.5188278e+06,2.5991333e+03,3.1865942e-03
4.2631422e+05,4.5188304e+06,2.6174632e+03,3.2076801e-03
4.2633610e+05,4.5188441e+06,2.6021445e+03,3.1852762e-03
4.2633241e+05,4.5188309e+06,2.6091733e+03,3.1936833e-03
4.2632445e+05,4.5188254e+06,2.6031960e+03,3.2027273e-03
4.2631089e+05,4.5188397e+06,2.5926497e+03,3.1699119e-03
4.2635046e+05,4.5188404e+06,2.5866876e+03,3.1500771e-03
4.2633667e+05,4.5188127e+06,2.6300140e+03,3.2342995e-03
4.2632865e+05,4.5188389e+06,2.5829347e+03,3.1664341e-03
4.2632855e+05,4.5188377e+06,2.6218350e+03,3.2041531e-03
4.2634057e+05,4.5188522e+06,2.5902511e+03,3.1733117e-03
4.2632631e+05,4.5188197e+06,2.6147769e+03,3.1978947e-03
4.2633092e+05,4.5188185e+06,2.6069508e+03,3.2069699e-03
4.2631632e+05,4.5188470e+06,2.5816465e+03,3.1563410e-03
4.2634041e+05,4.5188357e+06,2.6079541e+03,3.1903222e-03
4.2634210e+05,4.5188258e+06,2.6269682e+03,3.2315673e-03
4.2631192e+05,4.5188458e+06,2.5782645e+03,3.1408504e-03
4.2633092e+05,4.5188344e+06,2.6162653e+03,3.1943937e-03
4.2634021e+05,4.5188379e+06,2.6122019e+03,3.2051354e-03
4.2632429e+05,4.5188229e+06,2.6067742e+03,3.1884481e-03
4.2633112e+05,4.5188285e+06,2.6055985e+03,3.2026333e-03
4.2630745e+05,4.5188509e+06,2.5874045e+03,3.1571418e-03
4.2634177e+05,4.5188368e+06,2.6062455e+03,3.1946162e-03
4.2631212e+05,4.5188304e+06,2.6072772e+03,3.1848467e-03
4.2632663e+05,4.5188357e+06,2.6016560e+03,3.1767330e-03
4.2632452e+05,4.5188289e+06,2.6182021e+03,3.1812968e-03
4.2631872e+05,4.5188492e+06,2.5863579e+03,3.1540678e-03
4.2629948e+05,4.5188311e+06,2.5946836e+03,3.1651101e-03
4.2632126e+05,4.5188236e+06,2.6051620e+03,3.2080189e-03
4.2631758e+05,4.5188499e+06,2.5843406e+03,3.1493547e-03
4.2634897e+05,4.5188389e+06,2.6055606e+03,3.2048181e-03
4.2632269e+05,4.5188346e+06,2.6059348e+03,3.1986617e-03
4.2632638e+05,4.5188385e+06,2.5938226e+03,3.1739746e-03
4.2632440e+05,4.5188314e+06,2.6108078e+03,3.1731262e-03
4.2631449e+05,4.5188386e+06,2.5870384e+03,3.1646244e-03
4.2630835e+05,4.5188393e+06,2.5900697e+03,3.1516165e-03
4.2631677e+05,4.5188210e+06,2.6085463e+03,3.2015393e-03
4.2631631e+05,4.5188399e+06,2.5914883e+03,3.1742604e-03
4.2633010e+05,4.5188299e+06,2.6150473e+03,3.2203709e-03
4.2631963e+05,4.5188247e+06,2.6226881e+03,3.2337043e-03
4.2632366e+05,4.5188404e+06,2.5978668e+03,3.1865969e-03
4.2632967e+05,4.5188277e+06,2.6102677e+03,3.1872070e-03
4.2630863e+05,4.5188243e+06,2.6016825e+03,3.1964859e-03
4.2631024e+05,4.5188406e+06,2.5878694e+03,3.1433378e-03
4.2631521e+05,4.5188202e+06,2.6113615e+03,3.2036845e-03
4.2631095e+05,4.5188461e+06,2.5753841e+03,3.1450940e-03
4.2631593e+05,4.5188392e+06,2.5917342e+03,3.1702993e-03
4.2632168e+05,4.5188449e+06,2.6019893e+03,3.1996428e-03
4.2631870e+05,4.5188264e+06,2.6059112e+03,3.2133432e-03
4.2633084e+05,4.5188251e+06,2.6102834e+03,3.1833038e-03
4.2630197e+05,4.5188142e+06,2.6024436e+03,3.2021706e-03
4.2631282e+05,4.5188358e+06,2.5952501e+03,3.1688333e-03
4.2630999e+05,4.5188232e+06,2.6039676e+03,3.1980124e-03
4.2631852e+05,4.5188322e+06,2.6149599e+03,3.2336778e-03
4.2631115e+05,4.5188375e+06,2.5628774e+03,3.0978273e-03
4.2631769e+05,4.5188391e+06,2.6008981e+03,3.1894014e-03
4.2633495e+05,4.5188429e+06,2.5959637e+03,3.1659751e-03
4.2633572e+05,4.5188221e+06,2.6296132e+03,3.2298188e-03
4.2630746e+05,4.5188268e+06,2.5961699e+03,3.1801838e-03
4.2632541e+05,4.5188510e+06,2.6033010e+03,3.1712001e-03
4.2630029e+05,4.5188200e+06,2.6031002e+03,3.2060231e-03
4.2632717e+05,4.5188283e+06,2.6223020e+03,3.2347392e-03
4.2630859e+05,4.5188316e+06,2.5794317e+03,3.1410765e-03
4.2634251e+05,4.5188438e+06,2.6027329e+03,3.1534854e-03
4.2632733e+05,4.5188448e+06,2.5896188e+03,3.1553283e-03
4.2632880e+05,4.5188307e+06,2.6162577e+03,3.1840774e-03
4.2631649e+05,4.5188348e+06,2.5993800e+03,3.1832501e-03
4.2631569e+05,4.5188430e+06,2.5920113e+03,3.1568392e-03
4.2630864e+05,4.5188298e+06,2.5963445e+03,3.1732484e-03
4.2632808e+05,4.5188331e+06,2.6056541e+03,3.1879646e-03
4.2633130e+05,4.5188199e+06,2.5758243e+03,3.1364316e-03
4.2634024e+05,4.5188383e+06,2.5963469e+03,3.1567730e-03
4.2631368e+05,4.5188417e+06,2.5885533e+03,3.1582128e-03
4.2632120e+05,4.5188298e+06,2.6034753e+03,3.1754449e-03
4.2631571e+05,4.5188201e+06,2.5977965e+03,3.1768738e-03
4.2631885e+05,4.5188391e+06,2.5885555e+03,3.1551051e-03
4.2631255e+05,4.5188315e+06,2.5953629e+03,3.1646888e-03
4.2633398e+05,4.5188324e+06,2.6110633e+03,3.2009333e-03
4.2632439e+05,4.5188283e+06,2.5829191e+03,3.1404037e-03
4.2633525e+05,4.5188465e+06,2.5926032e+03,3.1476106e-03
4.2631188e+05,4.5188376e+06,2.5845632e+03,3.1305026e-03
4.2631823e+05,4.5188209e+06,2.6247140e+03,3.2216316e-03
4.2630990e+05,4.5188189e+06,2.5919230e+03,3.1699201e-03
4.2631341e+05,4.5188394e+06,2.5948603e+03,3.1767336e-03
4.2631841e+05,4.5188308e+06,2.5932186e+03,3.1524459e-03
4.2633127e+05,4.5188324e+06,2.6100191e+03,3.2010891e-03
4.2633172e+05,4.5188286e+06,2.5884294e+03,3.1532111e-03
4.2632830e+05,4.5188345e+06,2.5994089e+03,3.1734364e-03
4.2630949e+05,4.5188393e+06,2.5904269e+03,3.1528263e-03
4.2632044e+05,4.5188246e+06,2.6193964e+03,3.2123590e-03
4.2631582e+05,4.5188237e+06,2.5994366e+03,3.1904137e-03
4.2631589e+05,4.5188403e+06,2.5860131e+03,3.1563204e-03
4.2632777e+05,4.5188445e+06,2.5872608e+03,3.1314994e-03
4.2632750e+05,4.5188326e+06,2.6050982e+03,3.2019243e-03
4.2632705e+05,4.5188447e+06,2.5651996e+03,3.1164062e-03
4.2635337e+05,4.5188388e+06,2.6033329e+03,3.1685365e-03
4.2631652e+05,4.5188337e+06,2.5975498e+03,3.1796430e-03
4.2631936e+05,4.5188393e+06,2.5941171e+03,3.1301223e-03
4.2630005e+05,4.5188079e+06,2.6192820e+03,3.2213507e-03
4.2632264e+05,4.5188369e+06,2.5897051e+03,3.1746118e-03
4.2631853e+05,4.5188435e+06,2.5905772e+03,3.1348977e-03
4.2633133e+05,4.5188286e+06,2.6233594e+03,3.2255647e-03
4.2632742e+05,4.5188434e+06,2.5492172e+03,3.1092790e-03
4.2632965e+05,4.5188323e+06,2.5996172e+03,3.1684102e-03
4.2630546e+05,4.5188295e+06,2.6345154e+03,3.2386562e-03
4.2632687e+05,4.5188409e+06,2.5786025e+03,3.1244603e-03
4.2630883e+05,4.5188209e+06,2.6078589e+03,3.1997402e-03
4.2630272e+05,4.5188473e+06,2.5908611e+03,3.1853306e-03
4.2631854e+05,4.5188403e+06,2.5953309e+03,3.1576995e-03
4.2633910e+05,4.5188330e+06,2.5820717e+03,3.1690169e-03
4.2632674e+05,4.5188435e+06,2.5513366e+03,3.1110724e-03
4.2633330e+05,4.5188280e+06,2.6042847e+03,3.1815306e-03
4.2631951e+05,4.5188148e+06,2.6365897e+03,3.2496442e-03
4.2631262e+05,4.5188379e+06,2.5970943e+03,3.1620281e-03
4.2631396e+05,4.5188235e+06,2.5966821e+03,3.1854123e-03
4.2631944e+05,4.5188391e+06,2.5961605e+03,3.1771300e-03
4.2633051e+05,4.5188399e+06,2.6043085e+03,3.1657250e-03
4.2633154e+05,4.5188276e+06,2.5939901e+03,3.1892566e-03
4.2632222e+05,4.5188389e+06,2.5531715e+03,3.1078914e-03
4.2634618e+05,4.5188363e+06,2.5733423e+03,3.1348677e-03
4.2631907e+05,4.5188304e+06,2.6106746e+03,3.2004549e-03
4.2632161e+05,4.5188311e+06,2.5912201e+03,3.1709582e-03
4.2631292e+05,4.5188240e+06,2.5958842e+03,3.1821375e-03
4.2631694e+05,4.5188415e+06,2.5910292e+03,3.1724357e-03
4.2632312e+05,4.5188327e+06,2.5999274e+03,3.1725386e-03
4.2632849e+05,4.5188291e+06,2.5890693e+03,3.1770935e-03
4.2632361e+05,4.5188273e+06,2.5704783e+03,3.1425905e-03
4.2632787e+05,4.5188374e+06,2.5727767e+03,3.1097651e-03
4.2631401e+05,4.5188232e+06,2.6230117e+03,3.2346668e-03
4.2632283e+05,4.5188433e+06,2.5977098e+03,3.1766736e-03
4.2630845e+05,4.5188225e+06,2.5944251e+03,3.1935032e-03
4.2632123e+05,4.5188407e+06,2.5868505e+03,3.1618241e-03
4.2632412e+05,4.5188281e+06,2.6085924e+03,3.2115715e-03
4.2633569e+05,4.5188358e+06,2.5776697e+03,3.1688915e-03
4.2631797e+05,4.5188207e+06,2.5854546e+03,3.1679885e-03
4.2632940e+05,4.5188232e+06,2.5664879e+03,3.1133928e-03
4.2631502e+05,4.5188213e+06,2.6152734e+03,3.2225964e-03
4.2632118e+05,4.5188520e+06,2.5963537e+03,3.1613392e-03
4.2631502e+05,4.5188145e+06,2.6102024e+03,3.2177468e-03
4.2631363e+05,4.5188432e+06,2.5941452e+03,3.1839633e-03
4.2632535e+05,4.5188258e+06,2.6187732e+03,3.2266386e-03
4.2633042e+05,4.5188344e+06,2.5844689e+03,3.1754124e-03
4.2631564e+05,4.5188237e+06,2.6152109e+03,3.2331789e-03
4.2632606e+05,4.5188240e+06,2.5928723e+03,3.1708582e-03
4.2632968e+05,4.5188383e+06,2.5788692e+03,3.1504185e-03
4.2631893e+05,4.5188420e+06,2.6058921e+03,3.1991500e-03
4.2632503e+05,4.5188240e+06,2.5988244e+03,3.1954570e-03
4.2631672e+05,4.5188445e+06,2.5961242e+03,3.1850999e-03
4.2633055e+05,4.5188404e+06,2.6188173e+03,3.2208641e-03
4.2633337e+05,4.5188335e+06,2.5804604e+03,3.1603267e-03
4.2631387e+05,4.5188181e+06,2.6260830e+03,3.2530144e-03
4.2632503e+05,4.5188295e+06,2.5806246e+03,3.1380757e-03
4.2633489e+05,4.5188292e+06,2.5706938e+03,3.1277588e-03
4.2631407e+05,4.5188367e+06,2.5978919e+03,3.1791553e-03
4.2631085e+05,4.5188292e+06,2.6131596e+03,3.2178181e-03
4.2631705e+05,4.5188505e+06,2.5928107e+03,3.1708240e-03
4.2633097e+05,4.5188304e+06,2.6152056e+03,3.2193218e-03
4.2633954e+05,4.5188308e+06,2.5776284e+03,3.1670544e-03
4.2632635e+05,4.5188301e+06,2.6015086e+03,3.2003739e-03
4.2632345e+05,4.5188305e+06,2.5883434e+03,3.1569665e-03
4.2632628e+05,4.5188292e+06,2.5873116e+03,3.1681897e-03
4.2630971e+05,4.5188384e+06,2.6069697e+03,3.1991345e-03
4.2631996e+05,4.5188237e+06,2.6061284e+03,3.2034755e-03
4.2632372e+05,4.5188464e+06,2.5857671e+03,3.1600162e-03
4.2632548e+05,4.5188319e+06,2.6137115e+03,3.2077431e-03
4.2634012e+05,4.5188313e+06,2.5803931e+03,3.1786354e-03
4.2632296e+05,4.5188323e+06,2.5859920e+03,3.1575866e-03
4.2632238e+05,4.5188317e+06,2.6008320e+03,3.1761247e-03
4.2632675e+05,4.5188201e+06,2.5750443e+03,3.1666703e-03
4.2631597e+05,4.5188352e+06,2.6099426e+03,3.1967038e-03
4.2632200e+05,4.5188285e+06,2.6039400e+03,3.1977369e-03
4.2632845e+05,4.5188331e+06,2.5963993e+03,3.1888275e-03
4.2632432e+05,4.5188295e+06,2.6248048e+03,3.2209426e-03
4.2633586e+05,4.5188275e+06,2.5953886e+03,3.2077848e-03
4.2631708e+05,4.5188382e+06,2.5773164e+03,3.1282285e-03
4.2632729e+05,4.5188352e+06,2.5956717e+03,3.1727701e-03
4.2632990e+05,4.5188293e+06,2.5739636e+03,3.1612779e-03
4.2630244e+05,4.5188253e+06,2.5853790e+03,3.1623021e-03
4.2632323e+05,4.5188361e+06,2.6105031e+03,3.2005875e-03
4.2634069e+05,4.5188374e+06,2.5808029e+03,3.1733329e-03
4.2632916e+05,4.5188298e+06,2.6014384e+03,3.1929327e-03
4.2633033e+05,4.5188344e+06,2.5870107e+03,3.1862558e-03
4.2632260e+05,4.5188354e+06,2.5976216e+03,3.1634575e-03
4.2632881e+05,4.5188430e+06,2.6027674e+03,3.1733089e-03
4.2631598e+05,4.5188307e+06,2.5814141e+03,3.1595057e-03
4.2631892e+05,4.5188289e+06,2.6057961e+03,3.2031209e-03
4.2632149e+05,4.5188396e+06,2.6326230e+03,3.2330398e-03
4.2633231e+05,4.5188367e+06,2.5914337e+03,3.1841597e-03
4.2633085e+05,4.5188310e+06,2.6118464e+03,3.2045275e-03
4.2633600e+05,4.5188338e+06,2.5745673e+03,3.1685350e-03
4.2632593e+05,4.5188357e+06,2.5850979e+03,3.1429099e-03
4.2633589e+05,4.5188409e+06,2.5950732e+03,3.1818336e-03
4.2631035e+05,4.5188275e+06,2.5825290e+03,3.1585418e-03
4.2631767e+05,4.5188238e+06,2.6045386e+03,3.2091193e-03
4.2630805e+05,4.5188390e+06,2.6067201e+03,3.1745483e-03
4.2632972e+05,4.5188336e+06,2.5960939e+03,3.1869816e-03
4.2631877e+05,4.5188227e+06,2.6003924e+03,3.1908273e-03
4.2633817e+05,4.5188400e+06,2.5760893e+03,3.1631796e-03
4.2633288e+05,4.5188378e+06,2.6017381e+03,3.1652137e-03
4.2633819e+05,4.5188487e+06,2.6081763e+03,3.1841242e-03
4.2632025e+05,4.5188361e+06,2.5927293e+03,3.1565252e-03
4.2632339e+05,4.5188230e+06,2.5994930e+03,3.2110662e-03
4.2630741e+05,4.5188337e+06,2.6046576e+03,3.1731177e-03
4.2631241e+05,4.5188204e+06,2.6109001e+03,3.2068905e-03
4.2631129e+05,4.5188219e+06,2.6087066e+03,3.1728533e-03
4.2633041e+05,4.5188265e+06,2.5843591e+03,3.1779504e-03
4.2633139e+05,4.5188365e+06,2.6037799e+03,3.1695857e-03
4.2633795e+05,4.5188469e+06,2.6008784e+03,3.1630417e-03
4.2630321e+05,4.5188273e+06,2.5859269e+03,3.1563843e-03
4.2633823e+05,4.5188318e+06,2.5822620e+03,3.1871905e-03
4.2633920e+05,4.5188564e+06,2.5899166e+03,3.1327861e-03
4.2631757e+05,4.5188208e+06,2.6062777e+03,3.2135721e-03
4.2630106e+05,4.5188194e+06,2.6030127e+03,3.1572019e-03
4.2632352e+05,4.5188273e+06,2.5977644e+03,3.1772392e-03
4.2632458e+05,4.5188350e+06,2.6029306e+03,3.1640734e-03
4.2634385e+05,4.5188508e+06,2.6048769e+03,3.1681061e-03
4.2629699e+05,4.5188071e+06,2.5813653e+03,3.1649959e-03
4.2633344e+05,4.5188370e+06,2.5934415e+03,3.1709926e-03
4.2634805e+05,4.5188515e+06,2.5853057e+03,3.1376159e-03
4.2631855e+05,4.5188228e+06,2.6053435e+03,3.2087738e-03
4.2632488e+05,4.5188351e+06,2.5915545e+03,3.1479724e-03
4.2632245e+05,4.5188286e+06,2.5975096e+03,3.1625386e-03
4.2632629e+05,4.5188435e+06,2.5917859e+03,3.1543082e-03
4.2632504e+05,4.5188407e+06,2.6049349e+03,3.1627948e-03
4.2631483e+05,4.5188314e+06,2.5798350e+03,3.1583726e-03
4.2633159e+05,4.5188361e+06,2.5938079e+03,3.1816019e-03
4.2632998e+05,4.5188348e+06,2.5821854e+03,3.1358815e-03
4.2631970e+05,4.5188318e+06,2.6009801e+03,3.1756864e-03
4.2631421e+05,4.5188260e+06,2.5955986e+03,3.1649325e-03
4.2633256e+05,4.5188341e+06,2.5967205e+03,3.1639747e-03
4.2632413e+05,4.5188426e+06,2.5828937e+03,3.1822300e-03
4.2633128e+05,4.5188436e+06,2.6028298e+03,3.1827103e-03
4.2631256e+05,4.5188366e+06,2.5877999e+03,3.1709077e-03
4.2632059e+05,4.5188275e+06,2.5992762e+03,3.1805350e-03
4.2633293e+05,4.5188355e+06,2.5974913e+03,3.1574964e-03
4.2631155e+05,4.5188143e+06,2.5937949e+03,3.1771260e-03
4.2631889e+05,4.5188242e+06,2.6075149e+03,3.1738456e-03
4.2633814e+05,4.5188343e+06,2.6021933e+03,3.1641159e-03
4.2633349e+05,4.5188329e+06,2.5972027e+03,3.1774858e-03
4.2632934e+05,4.5188484e+06,2.6164308e+03,3.1873915e-03
4.2632187e+05,4.5188428e+06,2.6003339e+03,3.1781976e-03
4.2632409e+05,4.5188314e+06,2.6066769e+03,3.1712230e-03
4.2634012e+05,4.5188263e+06,2.5824752e+03,3.1229575e-03
4.2631725e+05,4.5188223e+06,2.6046481e+03,3.1985333e-03
4.2632169e+05,4.5188196e+06,2.6090236e+03,3.1713097e-03
4.2634662e+05,4.5188390e+06,2.5957785e+03,3.1561981e-03
4.2633954e+05,4.5188292e+06,2.5859193e+03,3.1751534e-03
4.2632943e+05,4.5188461e+06,2.6092723e+03,3.1794709e-03
4.2631885e+05,4.5188365e+06,2.6046357e+03,3.1792596e-03
4.2632577e+05,4.5188320e+06,2.6143583e+03,3.1749271e-03
4.2633925e+05,4.5188291e+06,2.5877845e+03,3.1532456e-03
4.2631718e+05,4.5188226e+06,2.5960822e+03,3.2028975e-03
4.2632086e+05,4.5188381e+06,2.6172755e+03,3.1881708e-03
4.2634777e+05,4.5188307e+06,2.5953672e+03,3.1441200e-03
4.2633275e+05,4.5188271e+06,2.5871408e+03,3.1764438e-03
4.2633472e+05,4.5188447e+06,2.6046786e+03,3.1758623e-03
4.2630652e+05,4.5188194e+06,2.6114292e+03,3.2123920e-03
4.2631814e+05,4.5188420e+06,2.6033968e+03,3.2032335e-03
4.2633597e+05,4.5188255e+06,2.5873489e+03,3.1464599e-03
4.2631965e+05,4.5188124e+06,2.6125863e+03,3.2412192e-03
4.2632425e+05,4.5188426e+06,2.6129563e+03,3.1901421e-03
4.2632950e+05,4.5188337e+06,2.6057607e+03,3.1643235e-03
4.2632673e+05,4.5188335e+06,2.6011425e+03,3.1959730e-03
4.2633060e+05,4.5188478e+06,2.6068539e+03,3.2067515e-03
4.2631239e+05,4.5188269e+06,2.6055806e+03,3.2111346e-03
4.2631958e+05,4.5188491e+06,2.5670234e+03,3.1299636e-03
4.2632629e+05,4.5188210e+06,2.6073054e+03,3.1951534e-03
4.2631041e+05,4.5188191e+06,2.6207255e+03,3.2506352e-03
4.2632219e+05,4.5188319e+06,2.6244450e+03,3.2137604e-03
4.2633518e+05,4.5188298e+06,2.6021871e+03,3.1576971e-03
4.2632831e+05,4.5188437e+06,2.6004176e+03,3.1891428e-03
4.2633226e+05,4.5188492e+06,2.6041857e+03,3.1966877e-03
4.2631875e+05,4.5188150e+06,2.6097989e+03,3.2033091e-03
4.2632719e+05,4.5188395e+06,2.5826624e+03,3.1502956e-03
4.2633460e+05,4.5188244e+06,2.6061048e+03,3.1848345e-03
4.2632414e+05,4.5188399e+06,2.6169522e+03,3.2269218e-03
4.2631952e+05,4.5188218e+06,2.6182664e+03,3.2188392e-03
4.2633058e+05,4.5188271e+06,2.6006099e+03,3.1602387e-03
4.2632904e+05,4.5188480e+06,2.5947466e+03,3.1783844e-03
4.2634128e+05,4.5188454e+06,2.6074805e+03,3.1799035e-03
4.2631977e+05,4.5188201e+06,2.6094096e+03,3.2135192e-03
4.2632937e+05,4.5188324e+06,2.5755431e+03,3.1322506e-03
4.2634177e+05,4.5188357e+06,2.6072625e+03,3.1860595e-03
4.2632842e+05,4.5188394e+06,2.6025784e+03,3.1859123e-03
4.2632357e+05,4.5188426e+06,2.5819270e+03,3.1600853e-03
4.2632972e+05,4.5188224e+06,2.6042373e+03,3.1634296e-03
4.2633243e+05,4.5188536e+06,2.5830830e+03,3.1547654e-03
4.2632699e+05,4.5188273e+06,2.6285662e+03,3.2245410e-03
4.2632070e+05,4.5188288e+06,2.6043518e+03,3.2081151e-03
4.2633259e+05,4.5188467e+06,2.5693053e+03,3.1278374e-03
4.2634177e+05,4.5188379e+06,2.6059168e+03,3.1783825e-03
4.2632578e+05,4.5188487e+06,2.5725919e+03,3.1347253e-03
4.2632641e+05,4.5188457e+06,2.5988971e+03,3.1876417e-03
4.2632000e+05,4.5188247e+06,2.6046398e+03,3.1865594e-03
4.2633233e+05,4.5188619e+06,2.5705036e+03,3.1357525e-03
4.2632418e+05,4.5188260e+06,2.6169906e+03,3.2127047e-03
4.2631905e+05,4.5188338e+06,2.6041362e+03,3.2028226e-03
4.2634156e+05,4.5188415e+06,2.5663066e+03,3.1278725e-03
4.2633238e+05,4.5188526e+06,2.5853574e+03,3.1556309e-03
4.2630471e+05,4.5188291e+06,2.5924192e+03,3.1705351e-03
4.2631241e+05,4.5188389e+06,2.6017987e+03,3.1693474e-03
4.2632058e+05,4.5188171e+06,2.6230123e+03,3.2067403e-03
4.2632637e+05,4.5188515e+06,2.5634696e+03,3.0941972e-03
4.2631884e+05,4.5188407e+06,2.5950034e+03,3.1724425e-03
4.2631977e+05,4.5188336e+06,2.6291815e+03,3.2724013e-03
4.2633933e+05,4.5188440e+06,2.5726814e+03,3.1275950e-03
4.2633211e+05,4.5188406e+06,2.5882150e+03,3.1600247e-03
4.2631706e+05,4.5188366e+06,2.5749435e+03,3.1299929e-03
4.2631557e+05,4.5188357e+06,2.6004073e+03,3.1654189e-03
4.2632243e+05,4.5188330e+06,2.5980051e+03,3.1694299e-03
4.2631234e+05,4.5188379e+06,2.5900146e+03,3.1483054e-03
4.2631771e+05,4.5188474e+06,2.5980672e+03,3.1982413e-03
4.2632922e+05,4.5188409e+06,2.5974312e+03,3.1907098e-03
4.2633988e+05,4.5188446e+06,2.5697371e+03,3.1210102e-03
4.2631912e+05,4.5188365e+06,2.5958989e+03,3.1583861e-03
4.2631760e+05,4.5188392e+06,2.5755301e+03,3.1297414e-03
4.2631743e+05,4.5188359e+06,2.5987325e+03,3.1674224e-03
4.2631168e+05,4.5188247e+06,2.6228002e+03,3.2159608e-03
4.2631416e+05,4.5188389e+06,2.5996476e+03,3.1672350e-03
4.2632653e+05,4.5188408e+06,2.5948880e+03,3.1793614e-03
4.2632357e+05,4.5188564e+06,2.5829777e+03,3.1511399e-03
4.2632734e+05,4.5188461e+06,2.5867113e+03,3.1544322e-03
4.2631724e+05,4.5188294e+06,2.6058622e+03,3.1783331e-03
4.2631415e+05,4.5188421e+06,2.5747069e+03,3.1229775e-03
4.2631016e+05,4.5188338e+06,2.5890403e+03,3.1520228e-03
4.2631975e+05,4.5188266e+06,2.6164959e+03,3.2214871e-03
4.2630713e+05,4.5188386e+06,2.6042579e+03,3.1717829e-03
4.2632531e+05,4.5188405e+06,2.5957795e+03,3.1777347e-03
4.2631532e+05,4.5188420e+06,2.6058737e+03,3.1798790e-03
4.2633821e+05,4.5188396e+06,2.5887333e+03,3.1559640e-03
4.2631843e+05,4.5188335e+06,2.6049533e+03,3.1652383e-03
4.2631637e+05,4.5188445e+06,2.5698545e+03,3.1069430e-03
4.2631163e+05,4.5188205e+06,2.6252265e+03,3.2374356e-03
4.2632497e+05,4.5188252e+06,2.6246459e+03,3.2362225e-03
4.2631753e+05,4.5188362e+06,2.6008975e+03,3.1723093e-03
4.2633708e+05,4.5188432e+06,2.5906567e+03,3.1790405e-03
4.2631646e+05,4.5188484e+06,2.6059496e+03,3.1628201e-03
4.2632935e+05,4.5188404e+06,2.5818949e+03,3.1350136e-03
4.2631358e+05,4.5188323e+06,2.6032814e+03,3.1638687e-03
4.2631372e+05,4.5188204e+06,2.6040157e+03,3.2205604e-03
4.2631518e+05,4.5188229e+06,2.6219052e+03,3.2380555e-03
4.2631857e+05,4.5188245e+06,2.6297202e+03,3.2545293e-03
4.2630637e+05,4.5188260e+06,2.6094754e+03,3.1959382e-03
4.2632487e+05,4.5188394e+06,2.5902786e+03,3.1573346e-03
4.2631640e+05,4.5188368e+06,2.6090761e+03,3.1881726e-03
4.2632480e+05,4.5188343e+06,2.5923680e+03,3.1522166e-03
4.2631282e+05,4.5188239e+06,2.6115974e+03,3.2055929e-03
4.2632431e+05,4.5188462e+06,2.5825134e+03,3.1834538e-03
4.2631437e+05,4.5188229e+06,2.6218035e+03,3.2297027e-03
4.2631783e+05,4.5188201e+06,2.6464515e+03,3.2759171e-03
4.2630863e+05,4.5188356e+06,2.6003562e+03,3.1621023e-03
4.2632841e+05,4.5188477e+06,2.5756723e+03,3.1458942e-03
4.2632022e+05,4.5188374e+06,2.6001130e+03,3.1601733e-03
4.2632615e+05,4.5188377e+06,2.5724666e+03,3.1119440e-03
4.2629424e+05,4.5188299e+06,2.5965378e+03,3.1831329e-03
