xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,radius,radius_sigma,dP_mu,dP_mu_sigma
4.2618450e+05,1.1330694e+01,4.5185899e+06,1.6916782e+01,3.8366295e+03,1.1934215e+02,8.2125368e+02,2.6108135e+02,5.9397704e-03,3.7489124e-03
