func,iter,xtlc,ytlc,dtlc,length,opening
2.860390e+01,8,4.2464964e+05,4.5195272e+06,3.4071218e+03,2.7651719e+03,1.4154621e+00
2.860703e+01,9,4.2551563e+05,4.5192611e+06,4.3587422e+03,1.4100794e+03,3.8140385e+00
2.862272e+01,9,4.2490846e+05,4.5196281e+06,3.7081320e+03,2.1366716e+03,1.9704229e+00
2.863303e+01,11,4.2553261e+05,4.5192783e+06,4.0996435e+03,1.5791788e+03,3.1288001e+00
2.864090e+01,7,4.2565537e+05,4.5192939e+06,3.8036793e+03,1.2126575e+03,3.6263547e+00
2.864119e+01,9,4.2569758e+05,4.5197319e+06,4.0753098e+03,1.4506437e+03,3.0987652e+00
2.864205e+01,6,4.2562820e+05,4.5193465e+06,3.5707438e+03,1.3301446e+03,2.8966613e+00
2.864225e+01,9,4.2529872e+05,4.5196921e+06,3.9788325e+03,1.9859965e+03,2.0013387e+00
2.864576e+01,9,4.2553480e+05,4.5193586e+06,3.6411369e+03,1.6768638e+03,2.3712144e+00
2.865417e+01,9,4.2497620e+05,4.5198088e+06,3.8803651e+03,2.4294189e+03,1.7883271e+00
2.866162e+01,9,4.2552573e+05,4.5192705e+06,3.7768382e+03,1.1993322e+03,3.2128598e+00
2.867151e+01,11,4.2578938e+05,4.5194314e+06,3.8129703e+03,1.4121387e+03,2.9043324e+00
2.867315e+01,10,4.2476340e+05,4.5195155e+06,3.7551458e+03,2.5159090e+03,1.7899823e+00
2.868789e+01,8,4.2542903e+05,4.5195519e+06,4.5345254e+03,1.4245293e+03,3.4190849e+00
2.869475e+01,9,4.2550891e+05,4.5196668e+06,3.6035631e+03,1.5852954e+03,2.1433169e+00
2.869515e+01,7,4.2571972e+05,4.5194372e+06,4.1211329e+03,1.4654697e+03,2.8975279e+00
2.869898e+01,11,4.2525492e+05,4.5196270e+06,3.9214032e+03,1.4765347e+03,3.0487691e+00
2.870978e+01,8,4.2512771e+05,4.5197007e+06,4.1934228e+03,2.1548092e+03,2.0572154e+00
2.871138e+01,9,4.2528172e+05,4.5195486e+06,3.7208658e+03,2.0631369e+03,1.7314805e+00
2.871325e+01,9,4.2529977e+05,4.5196217e+06,3.9025405e+03,2.1610890e+03,2.2403841e+00
2.872253e+01,9,4.2528971e+05,4.5195894e+06,3.8747894e+03,1.3071970e+03,3.0050324e+00
2.872375e+01,10,4.2497160e+05,4.5197764e+06,3.7032087e+03,2.5272470e+03,1.7478268e+00
2.872886e+01,7,4.2503109e+05,4.5193848e+06,3.8646605e+03,2.6040168e+03,1.5422931e+00
2.873099e+01,9,4.2543884e+05,4.5194855e+06,3.7352713e+03,1.1406865e+03,3.1476374e+00
2.873157e+01,10,4.2522869e+05,4.5198138e+06,3.6609310e+03,1.8336024e+03,2.1569137e+00
2.873975e+01,11,4.2570666e+05,4.5197839e+06,3.9626610e+03,1.3022924e+03,3.3779581e+00
2.875295e+01,8,4.2498361e+05,4.5194674e+06,3.8998198e+03,2.0533619e+03,2.2710668e+00
2.875489e+01,7,4.2509895e+05,4.5192662e+06,3.8812616e+03,1.8968083e+03,2.2372178e+00
2.875934e+01,8,4.2490048e+05,4.5193612e+06,3.9820454e+03,2.1465160e+03,2.1334785e+00
2.876332e+01,10,4.2491260e+05,4.5194267e+06,3.5903960e+03,2.7225523e+03,1.5906073e+00
2.876791e+01,7,4.2519953e+05,4.5195697e+06,3.7998565e+03,2.6378151e+03,1.6425858e+00
2.876875e+01,6,4.2524287e+05,4.5195848e+06,3.5244576e+03,1.4560400e+03,2.5040785e+00
2.877882e+01,6,4.2520912e+05,4.5196175e+06,3.5862367e+03,1.5037213e+03,2.4705309e+00
2.878273e+01,8,4.2529150e+05,4.5197146e+06,3.9512531e+03,1.5409908e+03,2.5727541e+00
2.878649e+01,8,4.2527669e+05,4.5195957e+06,4.3490179e+03,1.4465297e+03,3.4474918e+00
2.878700e+01,9,4.2572755e+05,4.5194874e+06,4.0035901e+03,1.4739050e+03,3.2834758e+00
2.879973e+01,8,4.2489050e+05,4.5194257e+06,3.4685151e+03,2.7169539e+03,1.3100538e+00
2.880665e+01,8,4.2545953e+05,4.5194093e+06,3.8809231e+03,2.0583407e+03,2.0874280e+00
2.881586e+01,10,4.2567561e+05,4.5193802e+06,4.1689965e+03,1.4858829e+03,3.4418631e+00
2.881839e+01,9,4.2508087e+05,4.5194047e+06,3.8123095e+03,2.2715425e+03,1.6576565e+00
2.882623e+01,11,4.2498536e+05,4.5196548e+06,4.0736630e+03,1.9891398e+03,2.2025299e+00
2.882936e+01,11,4.2524340e+05,4.5196497e+06,3.8232197e+03,1.4299396e+03,2.9059564e+00
2.885053e+01,10,4.2530569e+05,4.5195608e+06,3.6233912e+03,1.4187217e+03,2.8843297e+00
2.885851e+01,9,4.2563355e+05,4.5192482e+06,3.8779005e+03,1.3597655e+03,3.0222727e+00
2.887031e+01,11,4.2537326e+05,4.5197209e+06,3.8890683e+03,1.2901129e+03,3.3079627e+00
2.887193e+01,11,4.2553449e+05,4.5195893e+06,3.5238635e+03,1.5726887e+03,2.6315741e+00
2.888145e+01,8,4.2561720e+05,4.5191902e+06,4.2783881e+03,1.4029956e+03,3.4933604e+00
2.888192e+01,9,4.2499715e+05,4.5192743e+06,3.9654751e+03,2.5372340e+03,1.7086142e+00
2.888251e+01,10,4.2546637e+05,4.5191855e+06,4.0535427e+03,1.4470342e+03,3.0467195e+00
2.888263e+01,11,4.2545428e+05,4.5193575e+06,3.8534002e+03,1.7813808e+03,2.1706643e+00
2.888787e+01,8,4.2580241e+05,4.5194101e+06,3.9011559e+03,1.1250086e+03,3.3696689e+00
2.889254e+01,9,4.2551685e+05,4.5193097e+06,3.6607558e+03,1.2725231e+03,2.8834766e+00
2.889741e+01,9,4.2489754e+05,4.5195441e+06,3.5612154e+03,2.2622658e+03,1.5350931e+00
2.891279e+01,9,4.2521314e+05,4.5192268e+06,3.8986038e+03,1.9629211e+03,2.1826255e+00
2.891805e+01,9,4.2519782e+05,4.5193779e+06,4.1811345e+03,2.4489733e+03,1.8774102e+00
2.892877e+01,8,4.2512870e+05,4.5194732e+06,4.1911375e+03,2.5603666e+03,1.7642971e+00
2.893181e+01,9,4.2535890e+05,4.5194345e+06,4.0581000e+03,2.0323207e+03,2.0220354e+00
2.893236e+01,7,4.2509704e+05,4.5194915e+06,4.3226415e+03,1.7414389e+03,2.9039377e+00
2.893536e+01,9,4.2544771e+05,4.5192736e+06,3.6947459e+03,1.4594200e+03,2.6296547e+00
2.893978e+01,10,4.2577374e+05,4.5193442e+06,4.3736273e+03,1.3689446e+03,3.5120654e+00
2.894433e+01,9,4.2541963e+05,4.5192890e+06,4.5516476e+03,1.6783072e+03,3.3723636e+00
2.894720e+01,8,4.2513279e+05,4.5194460e+06,4.1665849e+03,2.1243179e+03,1.9718836e+00
2.894783e+01,9,4.2578709e+05,4.5197033e+06,3.7545776e+03,1.3524598e+03,2.8335870e+00
2.894825e+01,10,4.2563731e+05,4.5198160e+06,3.7130951e+03,1.2636647e+03,3.1872045e+00
2.894856e+01,10,4.2558989e+05,4.5196951e+06,3.7678979e+03,1.8021858e+03,2.2109634e+00
2.895194e+01,7,4.2470720e+05,4.5196459e+06,3.4108392e+03,2.6338001e+03,1.4878302e+00
2.896328e+01,8,4.2580171e+05,4.5195436e+06,4.3612757e+03,1.3882031e+03,3.5862987e+00
2.898091e+01,10,4.2545160e+05,4.5192761e+06,3.6872511e+03,1.5174068e+03,2.6780038e+00
2.898239e+01,9,4.2547609e+05,4.5195623e+06,3.9364645e+03,1.2818566e+03,2.9030278e+00
2.898715e+01,10,4.2538922e+05,4.5193101e+06,4.0414334e+03,2.0758553e+03,2.2368062e+00
2.898946e+01,9,4.2508132e+05,4.5192130e+06,4.1602893e+03,2.2278680e+03,2.1198906e+00
2.899415e+01,8,4.2488819e+05,4.5197540e+06,3.4925938e+03,2.2679840e+03,1.6345869e+00
2.899474e+01,9,4.2492763e+05,4.5194581e+06,3.6740438e+03,2.9554280e+03,1.3208870e+00
2.899530e+01,8,4.2534808e+05,4.5197282e+06,4.2006263e+03,2.0201073e+03,2.3190000e+00
2.899789e+01,9,4.2515599e+05,4.5197193e+06,3.5537382e+03,1.7582417e+03,2.2065313e+00
2.900106e+01,10,4.2576110e+05,4.5196808e+06,4.2817622e+03,1.3191020e+03,3.7653601e+00
2.900149e+01,8,4.2479975e+05,4.5197706e+06,3.4532208e+03,2.7462160e+03,1.2466374e+00
2.900204e+01,9,4.2519834e+05,4.5192475e+06,4.3483486e+03,1.7781419e+03,2.9325116e+00
2.900909e+01,9,4.2546801e+05,4.5195725e+06,4.3909493e+03,1.6385924e+03,3.3716245e+00
2.901060e+01,11,4.2523255e+05,4.5195631e+06,3.8659315e+03,1.6047230e+03,2.8702922e+00
2.901101e+01,10,4.2582948e+05,4.5194246e+06,4.2993212e+03,1.3350996e+03,3.8353052e+00
2.901163e+01,8,4.2523674e+05,4.5197350e+06,3.5721524e+03,2.2871639e+03,1.5534492e+00
2.901191e+01,8,4.2453834e+05,4.5193496e+06,3.9987901e+03,3.1603770e+03,1.5169984e+00
2.901688e+01,10,4.2552668e+05,4.5197929e+06,4.0220336e+03,1.5303137e+03,2.9720223e+00
2.901904e+01,10,4.2511174e+05,4.5194547e+06,3.7937517e+03,1.9162145e+03,2.3870582e+00
2.902950e+01,8,4.2586610e+05,4.5196970e+06,3.7958816e+03,1.1327929e+03,3.3261469e+00
2.903315e+01,10,4.2524577e+05,4.5198065e+06,3.7783160e+03,2.0391040e+03,1.8912881e+00
2.904576e+01,10,4.2531135e+05,4.5198149e+06,3.7696784e+03,2.0627187e+03,1.9418815e+00
2.904696e+01,8,4.2493849e+05,4.5197694e+06,3.7268957e+03,2.9123315e+03,1.5133699e+00
2.904731e+01,11,4.2473542e+05,4.5195107e+06,3.7386438e+03,2.3706710e+03,1.7356182e+00
2.904793e+01,9,4.2504233e+05,4.5192506e+06,3.8438598e+03,2.2413072e+03,1.9334716e+00
2.906868e+01,10,4.2567484e+05,4.5193766e+06,4.2107743e+03,1.2061590e+03,3.4495300e+00
2.909805e+01,9,4.2563099e+05,4.5192241e+06,4.1050808e+03,1.3243114e+03,3.6712232e+00
2.910335e+01,9,4.2521265e+05,4.5192748e+06,4.0204484e+03,1.5706851e+03,2.7113984e+00
2.910339e+01,11,4.2496372e+05,4.5197948e+06,3.8512352e+03,2.4907885e+03,1.6139739e+00
2.910428e+01,5,4.2515504e+05,4.5193858e+06,3.8691954e+03,1.5877698e+03,2.5030610e+00
2.910665e+01,9,4.2558512e+05,4.5193405e+06,3.9056291e+03,1.4232304e+03,2.6960413e+00
2.910822e+01,8,4.2463571e+05,4.5194096e+06,4.1343331e+03,3.3624526e+03,1.4995860e+00
2.910952e+01,10,4.2527166e+05,4.5193196e+06,4.0595852e+03,2.3137728e+03,2.0017619e+00
2.911264e+01,10,4.2484029e+05,4.5196239e+06,4.0907808e+03,2.2581231e+03,1.9566110e+00
2.912037e+01,6,4.2535916e+05,4.5196983e+06,3.5198431e+03,1.3644313e+03,2.7701818e+00
2.912254e+01,10,4.2536054e+05,4.5194574e+06,3.8046313e+03,2.1607051e+03,1.7973915e+00
2.912334e+01,8,4.2475774e+05,4.5192951e+06,4.2107234e+03,2.6970075e+03,1.7453811e+00
2.912577e+01,10,4.2558932e+05,4.5196075e+06,3.7207196e+03,1.1355736e+03,3.0250823e+00
2.912713e+01,9,4.2552609e+05,4.5198003e+06,3.5562623e+03,1.6568011e+03,2.1855572e+00
2.912817e+01,10,4.2543662e+05,4.5197339e+06,3.9571534e+03,1.9752879e+03,2.1208678e+00
2.913537e+01,9,4.2527463e+05,4.5196266e+06,4.2860899e+03,2.0960502e+03,2.5492653e+00
2.913634e+01,9,4.2507947e+05,4.5192775e+06,3.9319055e+03,2.1113920e+03,2.2125050e+00
2.913741e+01,9,4.2526725e+05,4.5194314e+06,4.1398049e+03,2.4479843e+03,1.9490661e+00
2.914115e+01,8,4.2531020e+05,4.5192947e+06,4.3526121e+03,1.5756118e+03,3.4027081e+00
2.914337e+01,7,4.2546157e+05,4.5192453e+06,4.2605116e+03,1.3608437e+03,3.2355729e+00
2.914505e+01,10,4.2491634e+05,4.5194507e+06,3.9167153e+03,2.0118872e+03,2.1907655e+00
2.914759e+01,8,4.2493035e+05,4.5196986e+06,3.2657237e+03,2.8943196e+03,1.3339144e+00
2.914759e+01,10,4.2552095e+05,4.5197498e+06,3.8726759e+03,1.8365515e+03,2.3986215e+00
2.914937e+01,11,4.2559879e+05,4.5194556e+06,4.0883328e+03,1.2925554e+03,3.9879794e+00
2.916916e+01,9,4.2489205e+05,4.5195296e+06,3.9892212e+03,2.0988926e+03,2.2020743e+00
2.917344e+01,11,4.2527994e+05,4.5198357e+06,3.6180681e+03,1.9063066e+03,2.0624905e+00
2.917798e+01,11,4.2546085e+05,4.5192149e+06,3.9369985e+03,1.4516589e+03,3.1066823e+00
2.918391e+01,8,4.2489657e+05,4.5197437e+06,3.9528151e+03,2.2962135e+03,1.8338265e+00
2.918681e+01,11,4.2564454e+05,4.5193396e+06,3.6410313e+03,1.4136400e+03,2.6632310e+00
2.920216e+01,8,4.2506836e+05,4.5197502e+06,3.8181729e+03,2.7479079e+03,1.5735687e+00
2.920843e+01,8,4.2554906e+05,4.5192278e+06,4.3469895e+03,1.5153224e+03,3.4838975e+00
2.921139e+01,6,4.2569704e+05,4.5196397e+06,4.3424138e+03,1.1818428e+03,3.7689590e+00
2.921222e+01,9,4.2522949e+05,4.5192369e+06,4.0374574e+03,1.9431415e+03,2.1834450e+00
2.921648e+01,8,4.2521910e+05,4.5193724e+06,4.3623334e+03,1.4602725e+03,3.2792957e+00
2.922151e+01,8,4.2530486e+05,4.5193051e+06,3.7123232e+03,1.9125975e+03,2.2386386e+00
2.922288e+01,9,4.2513685e+05,4.5196915e+06,4.1587220e+03,2.2112840e+03,1.9520097e+00
2.922626e+01,10,4.2531221e+05,4.5192869e+06,3.9382258e+03,1.3587252e+03,3.2597121e+00
2.922805e+01,9,4.2557935e+05,4.5197563e+06,3.4723025e+03,1.1052078e+03,3.0531132e+00
2.922821e+01,10,4.2571654e+05,4.5193548e+06,3.5949376e+03,1.2648197e+03,3.0903546e+00
2.923528e+01,9,4.2494858e+05,4.5193540e+06,4.0835605e+03,2.0902103e+03,2.0450150e+00
2.923554e+01,11,4.2494888e+05,4.5194093e+06,3.9803835e+03,1.9919747e+03,2.0824854e+00
2.923814e+01,4,4.2503161e+05,4.5195479e+06,3.3853047e+03,2.6951182e+03,1.2685523e+00
2.924136e+01,9,4.2514476e+05,4.5195214e+06,3.7507023e+03,2.6632962e+03,1.4861614e+00
2.924460e+01,9,4.2533518e+05,4.5195324e+06,4.3567128e+03,1.6742222e+03,3.2917900e+00
2.924822e+01,8,4.2534926e+05,4.5193636e+06,4.1841008e+03,1.4034582e+03,3.6491419e+00
2.925458e+01,11,4.2578192e+05,4.5196749e+06,3.6534458e+03,1.4299963e+03,2.6618065e+00
2.926616e+01,8,4.2553250e+05,4.5195372e+06,4.4473996e+03,1.4971897e+03,3.0819610e+00
2.926646e+01,9,4.2539534e+05,4.5193472e+06,3.8659526e+03,2.0796002e+03,1.9993122e+00
2.926888e+01,9,4.2567131e+05,4.5196167e+06,3.9337022e+03,1.5941671e+03,2.4946023e+00
2.927631e+01,8,4.2575181e+05,4.5193951e+06,3.6908868e+03,1.3975839e+03,2.7977661e+00
2.928095e+01,9,4.2544285e+05,4.5192290e+06,4.3604434e+03,1.6636108e+03,2.8178127e+00
2.929247e+01,8,4.2539273e+05,4.5197810e+06,3.2849228e+03,1.7435082e+03,1.9395477e+00
2.930045e+01,11,4.2519636e+05,4.5193552e+06,3.6455139e+03,2.3396915e+03,1.7629420e+00
2.930530e+01,9,4.2533550e+05,4.5192776e+06,4.0460702e+03,1.6617913e+03,2.9586497e+00
2.930612e+01,10,4.2535811e+05,4.5196500e+06,3.8006123e+03,2.1110509e+03,2.2015047e+00
2.930840e+01,10,4.2567270e+05,4.5196307e+06,3.7173504e+03,1.6935070e+03,2.3051492e+00
2.931522e+01,9,4.2503840e+05,4.5197055e+06,4.0652436e+03,2.5582412e+03,1.6751910e+00
2.932168e+01,9,4.2516486e+05,4.5192222e+06,4.2518582e+03,2.2062134e+03,2.1488245e+00
2.932393e+01,8,4.2544166e+05,4.5197085e+06,4.1405526e+03,1.1430372e+03,3.9077901e+00
2.932517e+01,9,4.2492037e+05,4.5197975e+06,3.7792241e+03,2.3016926e+03,1.7609154e+00
2.932802e+01,5,4.2575998e+05,4.5195672e+06,3.3116616e+03,1.0067936e+03,3.1535835e+00
2.932838e+01,7,4.2582666e+05,4.5196701e+06,3.6605540e+03,1.2349333e+03,2.9093039e+00
2.933022e+01,6,4.2553971e+05,4.5193964e+06,4.3744091e+03,1.8045246e+03,2.9804539e+00
2.934532e+01,10,4.2547425e+05,4.5194638e+06,3.6891736e+03,1.3249581e+03,3.3142654e+00
2.934615e+01,8,4.2480972e+05,4.5193802e+06,3.7507868e+03,2.8401452e+03,1.6197731e+00
2.935496e+01,9,4.2495870e+05,4.5194849e+06,3.9072960e+03,1.9656344e+03,2.0226858e+00
2.935498e+01,9,4.2563795e+05,4.5192217e+06,4.1095292e+03,1.4683686e+03,3.1618639e+00
2.935851e+01,8,4.2460308e+05,4.5197189e+06,3.9005231e+03,2.8194333e+03,1.5177747e+00
2.936202e+01,8,4.2598467e+05,4.5194438e+06,3.9464717e+03,1.0716390e+03,3.8694875e+00
2.936439e+01,9,4.2522829e+05,4.5198181e+06,3.9475251e+03,1.9899448e+03,2.2068715e+00
2.936616e+01,8,4.2568057e+05,4.5192655e+06,4.0614123e+03,1.4848611e+03,3.0265103e+00
2.936861e+01,8,4.2527536e+05,4.5195488e+06,4.2825945e+03,1.5202678e+03,3.4329928e+00
2.936936e+01,8,4.2553299e+05,4.5195159e+06,4.0673278e+03,1.9833714e+03,2.2297545e+00
2.937727e+01,9,4.2505701e+05,4.5193123e+06,4.5457075e+03,2.0276009e+03,2.5375192e+00
2.938042e+01,10,4.2539404e+05,4.5193777e+06,3.5868443e+03,1.9629408e+03,1.9028084e+00
2.938115e+01,8,4.2524742e+05,4.5195278e+06,3.8075138e+03,2.4204343e+03,1.9225926e+00
2.938154e+01,9,4.2542300e+05,4.5198049e+06,3.9772853e+03,1.7626951e+03,2.4074644e+00
2.938317e+01,9,4.2475892e+05,4.5196405e+06,3.3506592e+03,2.4307936e+03,1.4651191e+00
2.938636e+01,8,4.2479177e+05,4.5195981e+06,3.5292883e+03,2.2893202e+03,1.6589298e+00
2.938705e+01,7,4.2487527e+05,4.5193367e+06,3.5906598e+03,2.5954548e+03,1.4548210e+00
2.938762e+01,9,4.2538164e+05,4.5194317e+06,3.9663299e+03,1.4534542e+03,3.3596256e+00
2.939622e+01,7,4.2488780e+05,4.5195792e+06,4.4031727e+03,2.4098016e+03,2.0166605e+00
2.939717e+01,7,4.2534404e+05,4.5192616e+06,3.9666927e+03,2.0406260e+03,2.2157023e+00
2.939980e+01,11,4.2522552e+05,4.5197877e+06,3.9086100e+03,2.2509680e+03,1.8456968e+00
2.940036e+01,11,4.2593580e+05,4.5194762e+06,3.9504449e+03,1.1677313e+03,3.9237218e+00
2.940310e+01,8,4.2548853e+05,4.5192682e+06,3.8477533e+03,1.1335143e+03,3.8451602e+00
2.941084e+01,7,4.2513206e+05,4.5193111e+06,3.8492890e+03,1.8331147e+03,2.1296058e+00
2.941283e+01,9,4.2559692e+05,4.5194207e+06,3.6282739e+03,1.3983482e+03,3.0510208e+00
2.941383e+01,9,4.2518801e+05,4.5193616e+06,4.4040831e+03,2.4430297e+03,2.0782636e+00
2.942852e+01,10,4.2540449e+05,4.5193540e+06,3.9457958e+03,2.1168355e+03,2.1450252e+00
2.943176e+01,8,4.2517812e+05,4.5196062e+06,3.6171341e+03,2.4131788e+03,1.4667080e+00
2.944814e+01,8,4.2539599e+05,4.5193402e+06,4.3234928e+03,1.7079163e+03,3.2106144e+00
2.944830e+01,10,4.2536454e+05,4.5192528e+06,3.7538784e+03,1.4358406e+03,2.8199466e+00
2.945047e+01,8,4.2525393e+05,4.5194576e+06,4.0501836e+03,1.8163238e+03,2.1625041e+00
2.945395e+01,6,4.2563141e+05,4.5191714e+06,4.0840679e+03,1.2623186e+03,3.5379892e+00
2.945715e+01,7,4.2525400e+05,4.5194931e+06,4.6813783e+03,1.7492187e+03,3.0412042e+00
2.946423e+01,10,4.2580502e+05,4.5197586e+06,3.7454582e+03,1.2220461e+03,3.0972140e+00
2.946469e+01,8,4.2589675e+05,4.5194407e+06,3.6146055e+03,1.1036072e+03,3.5836829e+00
2.946617e+01,8,4.2534119e+05,4.5197473e+06,4.0308612e+03,1.4818847e+03,3.1113604e+00
2.946909e+01,7,4.2573591e+05,4.5194506e+06,3.8856275e+03,1.2191531e+03,3.0399702e+00
2.947345e+01,11,4.2558164e+05,4.5196614e+06,3.8429768e+03,1.8826417e+03,2.2070225e+00
2.947484e+01,6,4.2544056e+05,4.5196156e+06,3.3601762e+03,1.5636187e+03,2.0035972e+00
2.947507e+01,8,4.2499068e+05,4.5195869e+06,4.4935287e+03,2.4666493e+03,2.0661969e+00
2.947820e+01,10,4.2497123e+05,4.5196422e+06,3.8226213e+03,1.9578978e+03,1.9884297e+00
2.947903e+01,10,4.2548745e+05,4.5193222e+06,4.0551876e+03,1.1842156e+03,3.3680019e+00
2.948243e+01,9,4.2503214e+05,4.5198283e+06,3.5762146e+03,2.4075929e+03,1.5075049e+00
2.948379e+01,8,4.2487867e+05,4.5193487e+06,4.1109612e+03,2.9141552e+03,1.5510806e+00
2.948541e+01,8,4.2525720e+05,4.5197450e+06,4.0341353e+03,2.0280738e+03,2.0342002e+00
2.948711e+01,9,4.2543951e+05,4.5197440e+06,3.9021129e+03,2.0376408e+03,2.0890143e+00
2.948817e+01,8,4.2503410e+05,4.5196971e+06,3.8780153e+03,2.5756110e+03,1.8790509e+00
2.949842e+01,9,4.2526285e+05,4.5195308e+06,4.3180654e+03,1.3423722e+03,3.5515313e+00
2.949922e+01,6,4.2488685e+05,4.5196487e+06,4.2599906e+03,2.3088998e+03,2.0200426e+00
2.950162e+01,8,4.2519492e+05,4.5196790e+06,4.3922133e+03,2.2045142e+03,2.2692206e+00
2.950997e+01,8,4.2590418e+05,4.5194908e+06,3.6593071e+03,1.1903249e+03,3.3398303e+00
2.952040e+01,8,4.2507255e+05,4.5197570e+06,4.0844426e+03,2.1510128e+03,2.0027699e+00
2.952617e+01,8,4.2450853e+05,4.5196560e+06,3.6355093e+03,2.9090807e+03,1.3042384e+00
2.953225e+01,10,4.2525051e+05,4.5194124e+06,3.7240409e+03,2.4204092e+03,1.7625309e+00
2.953363e+01,7,4.2533646e+05,4.5195627e+06,4.5847417e+03,1.5134676e+03,3.3447816e+00
2.955974e+01,9,4.2515705e+05,4.5192883e+06,3.8232626e+03,2.0316827e+03,2.2288964e+00
2.955985e+01,10,4.2589395e+05,4.5195702e+06,3.6564848e+03,1.2549582e+03,3.1170769e+00
2.956125e+01,7,4.2537648e+05,4.5192776e+06,4.0105935e+03,1.4050810e+03,3.4002997e+00
2.956134e+01,4,4.2566616e+05,4.5195276e+06,3.7645827e+03,1.3336601e+03,2.6473124e+00
2.956505e+01,8,4.2536557e+05,4.5196259e+06,4.4012455e+03,1.4852314e+03,3.1085097e+00
2.956587e+01,10,4.2492349e+05,4.5193142e+06,3.7152712e+03,2.6708068e+03,1.4846288e+00
2.957075e+01,5,4.2560515e+05,4.5191961e+06,4.3598957e+03,1.3545715e+03,3.4608660e+00
2.958203e+01,10,4.2531638e+05,4.5197522e+06,3.8987534e+03,1.4107179e+03,2.9818203e+00
2.958211e+01,7,4.2564981e+05,4.5194643e+06,3.7194088e+03,1.4697997e+03,3.0292395e+00
2.958630e+01,7,4.2525095e+05,4.5197328e+06,3.8169969e+03,2.4156923e+03,1.6877591e+00
2.959018e+01,6,4.2486531e+05,4.5197577e+06,3.6156825e+03,3.1435549e+03,1.2580046e+00
2.959888e+01,8,4.2501515e+05,4.5192231e+06,4.1667808e+03,2.2238284e+03,2.0491125e+00
2.962008e+01,8,4.2501337e+05,4.5197468e+06,4.0829049e+03,2.2404648e+03,2.1578301e+00
2.962544e+01,5,4.2581026e+05,4.5196686e+06,4.0691404e+03,1.2721870e+03,3.8231314e+00
2.962960e+01,10,4.2499076e+05,4.5196346e+06,3.8146354e+03,2.0231177e+03,2.2157100e+00
2.963127e+01,8,4.2571481e+05,4.5197545e+06,3.3653260e+03,1.2717464e+03,2.7298567e+00
2.964341e+01,11,4.2562511e+05,4.5191741e+06,3.9685953e+03,1.1468589e+03,3.8197549e+00
2.964361e+01,6,4.2546068e+05,4.5197123e+06,4.4155506e+03,1.5023322e+03,3.4094350e+00
2.966226e+01,8,4.2543669e+05,4.5193411e+06,4.0912797e+03,2.0311359e+03,2.1707241e+00
2.967026e+01,9,4.2517425e+05,4.5193065e+06,4.1088200e+03,1.6462080e+03,2.9485866e+00
2.967270e+01,7,4.2498753e+05,4.5196864e+06,3.5193941e+03,2.7382309e+03,1.2665290e+00
2.967533e+01,9,4.2529117e+05,4.5192189e+06,4.4456203e+03,1.4795339e+03,3.4227160e+00
2.968150e+01,10,4.2523881e+05,4.5192486e+06,4.2192150e+03,1.4780542e+03,3.2125598e+00
2.968215e+01,7,4.2557552e+05,4.5193939e+06,4.0292759e+03,1.4414641e+03,3.5016730e+00
2.968218e+01,6,4.2566446e+05,4.5195116e+06,4.3990456e+03,1.5080255e+03,3.0747304e+00
2.968751e+01,10,4.2546468e+05,4.5198127e+06,3.8435981e+03,1.7509815e+03,2.4709819e+00
2.970529e+01,11,4.2521810e+05,4.5194790e+06,3.7592200e+03,2.3188431e+03,2.0081134e+00
2.970611e+01,11,4.2568705e+05,4.5196206e+06,4.0144531e+03,1.5628803e+03,3.1064626e+00
2.971585e+01,10,4.2580965e+05,4.5196872e+06,3.8419827e+03,1.4014603e+03,3.0655144e+00
2.972466e+01,10,4.2549530e+05,4.5192042e+06,4.1589192e+03,1.2622810e+03,3.4126554e+00
2.972759e+01,11,4.2535179e+05,4.5193559e+06,4.0409402e+03,1.2620930e+03,3.7741565e+00
2.972925e+01,10,4.2532067e+05,4.5197481e+06,3.8183885e+03,1.3844121e+03,2.8222475e+00
2.973985e+01,9,4.2570853e+05,4.5196470e+06,4.1440137e+03,1.2598276e+03,3.2495310e+00
2.974352e+01,9,4.2475506e+05,4.5194851e+06,3.7172915e+03,2.3148743e+03,1.6969309e+00
2.974553e+01,7,4.2535938e+05,4.5192622e+06,3.8418006e+03,1.9162274e+03,2.1205015e+00
2.974975e+01,11,4.2541749e+05,4.5192241e+06,3.9731303e+03,1.3347277e+03,3.0675583e+00
2.975158e+01,9,4.2548456e+05,4.5196464e+06,4.0873655e+03,1.9360404e+03,2.2039431e+00
2.975263e+01,10,4.2547441e+05,4.5196664e+06,3.6845724e+03,1.2929747e+03,3.3363715e+00
2.976226e+01,5,4.2522429e+05,4.5197904e+06,3.5336965e+03,2.3931709e+03,1.6727819e+00
2.976395e+01,9,4.2503153e+05,4.5197088e+06,4.1091143e+03,2.2078619e+03,2.2611133e+00
2.976459e+01,9,4.2489464e+05,4.5195856e+06,3.8477368e+03,2.0192425e+03,2.0642729e+00
2.976757e+01,6,4.2515137e+05,4.5192707e+06,4.0805375e+03,2.4197815e+03,1.8660023e+00
2.977245e+01,9,4.2465993e+05,4.5194578e+06,4.3026536e+03,2.6883030e+03,1.9240638e+00
2.977733e+01,9,4.2494229e+05,4.5196446e+06,4.1426587e+03,2.0377064e+03,2.2680976e+00
2.978402e+01,9,4.2573374e+05,4.5197099e+06,4.3017530e+03,1.2565132e+03,3.6584945e+00
