func,iter,depth,Pxx,Pyy,Pzz,Pxy,Pyz,Pzx
2.581014e+01,17,3.8326853e+03,1.5350525e+07,1.1479794e+07,2.0347583e+07,-2.6523258e+06,1.2255841e+06,-5.3283931e+05
2.581049e+01,12,4.1283653e+03,1.7413794e+07,1.4438843e+07,2.4901119e+07,-2.1190504e+05,1.6511762e+06,-1.1801853e+06
2.581058e+01,14,4.0590698e+03,6.5517427e+06,5.5122923e+06,2.2658903e+07,1.1836535e+06,1.6000667e+06,-6.7452959e+04
2.581524e+01,14,4.2064267e+03,9.0619230e+06,2.2978187e+07,2.9795390e+07,2.8781656e+06,-2.7294948e+06,-1.3666947e+06
2.582001e+01,15,3.8489431e+03,1.0833847e+07,1.4067641e+07,2.0873700e+07,8.8562420e+04,5.1047700e+05,8.6765984e+05
2.582286e+01,14,4.2829266e+03,1.8476755e+07,1.6523118e+07,2.7389287e+07,-3.9478066e+05,7.2577527e+05,-1.6502323e+05
2.582682e+01,17,3.8357683e+03,1.3556025e+07,1.4700158e+07,2.5320810e+07,-1.0039314e+06,1.1824461e+06,4.5318984e+05
2.582696e+01,15,3.5508867e+03,2.4279059e+07,1.7395722e+07,2.3378241e+07,-2.1684274e+06,1.8401963e+06,1.0646461e+06
2.582743e+01,16,4.0856455e+03,1.1629662e+07,1.7016454e+07,2.5456861e+07,1.6358534e+06,-1.7964891e+06,-8.5726610e+05
2.582993e+01,16,3.8488195e+03,2.0363340e+07,2.0068905e+07,2.4538126e+07,1.3304857e+06,8.0941753e+04,-1.3419438e+05
2.583064e+01,15,3.9795549e+03,1.0431508e+07,1.2297131e+07,2.0940482e+07,-1.2794860e+06,4.4580405e+05,-8.0079184e+05
2.583152e+01,14,4.3001840e+03,8.0007163e+06,1.3824938e+07,2.7664016e+07,3.7153794e+05,1.7967882e+05,4.9075342e+05
2.583633e+01,14,4.1003836e+03,1.0822663e+07,7.7818667e+06,2.1248272e+07,-2.2283775e+05,7.9935745e+05,-3.3049586e+05
2.583719e+01,13,3.8180096e+03,8.2546833e+06,1.6170913e+07,2.2977428e+07,2.8381220e+05,1.1549080e+06,-1.1231995e+06
2.584008e+01,15,4.1707156e+03,7.5331174e+06,3.0795639e+06,2.2557892e+07,-1.5256163e+06,2.0244328e+06,2.6726740e+05
2.584047e+01,16,4.0843538e+03,7.3239248e+06,7.8888046e+06,2.3679663e+07,1.8047771e+06,-7.4979992e+05,-5.3201375e+05
2.584256e+01,12,4.0260511e+03,9.8868059e+06,1.5071184e+07,2.6080300e+07,-6.1275012e+05,8.4971792e+05,-1.9904081e+05
2.584374e+01,16,4.1835654e+03,8.1662806e+06,1.5299615e+07,2.8341300e+07,1.4201180e+06,-1.2214870e+06,7.6379011e+03
2.584573e+01,17,4.1426413e+03,1.2425156e+07,2.1477114e+07,2.6248237e+07,1.0738536e+06,-6.3348002e+05,-2.9266220e+05
2.585994e+01,15,4.0545836e+03,9.3021249e+06,1.1419239e+07,2.1567524e+07,-6.2279350e+05,-6.6920453e+04,-4.3090969e+05
2.586054e+01,16,3.5972581e+03,1.1250598e+07,1.6036599e+07,2.5398422e+07,1.9617781e+06,-2.1167326e+06,-1.3844290e+06
2.586205e+01,15,3.9029468e+03,1.1468713e+07,2.0592016e+07,2.4122584e+07,1.3540537e+05,-2.7046342e+05,7.3452558e+05
2.586209e+01,14,4.1883124e+03,6.5302143e+06,4.3167162e+06,2.1282532e+07,-5.2362127e+05,3.0542671e+06,-7.8576605e+05
2.586429e+01,15,3.1886352e+03,1.9999843e+07,1.5473730e+07,2.0962063e+07,-1.7277990e+06,6.5564631e+05,1.3617105e+06
2.586636e+01,15,4.0392619e+03,1.4458100e+07,9.9599846e+06,2.3349085e+07,-2.1941647e+04,2.6453444e+06,-1.1687405e+06
2.586919e+01,15,3.9293188e+03,1.1603702e+07,1.6264158e+07,2.2069902e+07,2.4994213e+06,1.8234734e+06,-6.5153302e+05
2.587050e+01,16,4.0374845e+03,9.4575994e+06,1.0134176e+07,2.3350373e+07,-2.1909893e+06,2.2998097e+06,1.0112116e+05
2.587739e+01,14,4.1248621e+03,1.5764036e+07,1.1781111e+07,2.4067694e+07,-1.4149998e+06,4.0865159e+05,-5.9527142e+05
2.588039e+01,13,4.2050191e+03,3.8401952e+06,8.9581665e+06,2.4181220e+07,-1.0389328e+06,6.7302351e+05,-7.9597675e+05
2.588094e+01,15,4.1309932e+03,1.3205868e+07,1.4153541e+07,2.6120477e+07,3.0463327e+06,-5.5963318e+05,-8.2708572e+05
2.589542e+01,15,4.0451217e+03,5.4831684e+06,1.7991016e+07,2.6393150e+07,1.4989451e+06,-8.5553792e+05,-1.3150323e+06
2.590121e+01,16,4.3116643e+03,6.6623163e+06,1.0822454e+07,2.5932742e+07,-1.7152807e+06,6.4015317e+05,7.4225758e+05
2.590267e+01,17,4.2076807e+03,1.1968784e+07,1.5281151e+07,2.5383553e+07,-1.3168285e+06,-3.5916939e+05,1.0922590e+06
2.590660e+01,16,3.9728526e+03,1.3278299e+07,2.1681951e+07,2.7135968e+07,-1.8287269e+05,3.1138905e+05,-1.1241847e+06
2.590996e+01,15,4.4789516e+03,5.6228080e+06,8.9351109e+06,2.5873945e+07,3.0243247e+05,-3.6222013e+05,-3.7098644e+05
2.591010e+01,16,4.1580662e+03,1.7236960e+07,6.7123506e+06,2.3393184e+07,-1.2194110e+06,3.2052992e+06,5.1632647e+05
2.591516e+01,14,4.3749169e+03,1.1754034e+07,6.5765083e+06,2.5330314e+07,-6.7488694e+05,1.6325174e+06,-2.9338809e+03
2.591828e+01,17,3.8760528e+03,5.3741808e+06,1.4807400e+07,2.4057741e+07,1.7747199e+06,-6.1088194e+04,-1.2641827e+06
2.592259e+01,14,3.8893379e+03,1.9254757e+07,2.2388338e+07,2.6673206e+07,-1.2358615e+06,1.4479533e+06,-1.6965298e+05
2.592760e+01,14,4.1774956e+03,1.0521845e+07,3.6256358e+06,2.2574627e+07,7.7982878e+04,3.0014527e+06,8.3248705e+05
2.592903e+01,16,3.7685641e+03,1.1157743e+07,1.1614319e+07,1.9775279e+07,-6.3539948e+05,3.8052340e+06,6.9886425e+05
2.592904e+01,14,3.9463381e+03,3.3695965e+06,1.4371933e+07,2.4699143e+07,1.6843366e+06,-1.6212661e+06,-3.3324549e+05
2.593280e+01,16,4.0383128e+03,2.6760745e+06,1.0860212e+07,2.4526030e+07,1.6048774e+06,-1.8275985e+06,-7.2814423e+05
2.593359e+01,17,4.0089007e+03,6.6012643e+06,9.1147354e+06,2.0461287e+07,-5.6680023e+04,-8.1181269e+04,-6.0268135e+05
2.593375e+01,14,4.0659925e+03,1.9745877e+07,1.8772761e+07,2.5360820e+07,-7.4531770e+05,6.4789480e+05,-3.0030299e+04
2.593734e+01,14,4.2271380e+03,1.5587754e+07,1.6343590e+07,2.9262880e+07,-4.0207062e+05,-7.7125273e+04,-2.6324721e+05
2.593807e+01,12,3.9898277e+03,9.3767772e+06,2.5476560e+07,2.9135660e+07,2.9532714e+06,-2.7932786e+06,-1.3525384e+06
2.594891e+01,14,3.7787992e+03,2.0188295e+07,1.2779511e+07,2.2521768e+07,-1.1434968e+06,8.1365958e+05,-3.0068703e+05
2.595033e+01,16,3.7249549e+03,6.3568072e+06,1.4140114e+07,2.1638905e+07,-1.4244651e+06,3.2955410e+05,-1.2049366e+06
2.595245e+01,14,3.8753521e+03,1.0042317e+07,2.2230142e+07,2.5200923e+07,1.5225650e+06,-2.4798088e+06,-7.5247855e+05
2.595443e+01,15,3.5979875e+03,5.8412601e+06,8.9084283e+06,1.8287197e+07,-1.0637034e+05,3.0081485e+05,5.4841544e+05
2.595596e+01,13,3.8602387e+03,1.3931239e+07,1.4654881e+07,2.2413323e+07,2.5514861e+06,3.0993516e+06,4.3729792e+05
2.595794e+01,16,3.8719898e+03,4.6078351e+06,1.0694782e+07,2.3341933e+07,1.5289004e+06,-4.3731235e+05,-1.2009668e+05
2.595843e+01,15,4.3040622e+03,7.8352484e+06,9.3621981e+06,2.4086696e+07,-2.6045339e+06,3.1903868e+05,-9.6507709e+05
2.595863e+01,16,4.1594654e+03,4.0890208e+06,7.3548740e+06,2.3401055e+07,1.7993272e+06,-8.1824823e+05,-5.7448838e+05
2.596185e+01,17,4.3271188e+03,1.6316620e+07,1.0833371e+07,2.6396498e+07,-1.5388136e+06,1.2565058e+06,7.1901637e+05
2.596272e+01,17,4.0606787e+03,4.9042792e+06,1.4632654e+07,2.5750962e+07,3.3663040e+05,-3.9120904e+05,-1.6677279e+05
2.596694e+01,17,4.2087894e+03,1.5032726e+07,1.7550639e+07,2.9728116e+07,1.3254774e+06,-7.8857880e+05,-7.1468699e+05
2.597366e+01,14,4.0859170e+03,1.0140149e+07,2.3978809e+07,2.9999387e+07,1.0627411e+06,-2.1069240e+06,-1.0566252e+06
2.597677e+01,16,4.2784931e+03,5.1655161e+06,9.2453673e+06,2.2343518e+07,1.0188733e+05,2.2575752e+06,4.3769779e+05
2.597962e+01,16,4.1980449e+03,8.1145736e+06,9.5097656e+06,2.3137357e+07,-1.3340954e+06,-6.5627182e+05,-8.7963165e+05
2.598007e+01,16,3.8441605e+03,6.9952643e+06,1.2659117e+07,2.4534174e+07,2.4276662e+06,-1.6950600e+06,-3.5543216e+05
2.598764e+01,17,3.6447439e+03,1.6194280e+07,1.0709109e+07,1.8436534e+07,-6.3226692e+05,1.8915473e+06,1.3157427e+06
2.598933e+01,16,3.7759961e+03,1.3712099e+07,1.1399602e+07,2.4193496e+07,1.9775629e+06,4.2176604e+05,1.6970917e+05
2.599077e+01,12,4.3631837e+03,9.3504609e+06,1.2856094e+07,2.7743776e+07,1.2972321e+06,-1.3647785e+06,-7.4418549e+04
2.599270e+01,13,4.1796673e+03,1.7496730e+07,1.0612680e+07,2.2788122e+07,-2.1767546e+05,3.5719485e+06,2.1904530e+05
2.599445e+01,13,3.8711174e+03,8.7763680e+06,1.7303173e+07,2.3882375e+07,8.3180219e+05,-2.7050823e+06,-9.2825110e+05
2.599548e+01,15,3.9228225e+03,5.7436897e+06,3.2249449e+06,2.0380862e+07,-8.3100669e+05,6.0691286e+05,5.9413350e+05
2.600002e+01,17,4.1308828e+03,5.0072755e+06,1.0064836e+07,2.3650743e+07,-6.4513961e+05,1.3538776e+06,-8.4222418e+05
2.601029e+01,16,3.9826522e+03,1.9624639e+07,2.2485221e+07,2.5805685e+07,-1.5824776e+06,7.1259016e+05,-8.6666101e+04
2.601278e+01,17,3.8226104e+03,5.9989202e+06,1.3459789e+07,2.2315745e+07,4.6795668e+05,1.1612567e+06,-1.2899247e+05
2.601420e+01,15,3.8453625e+03,8.0090824e+06,9.1650772e+06,1.9913465e+07,-1.0340062e+06,-8.2965448e+04,-1.6744543e+06
2.602038e+01,15,3.7773321e+03,1.1972115e+07,1.1922041e+07,2.3473637e+07,-2.3881050e+06,-1.1637091e+06,-1.3585398e+06
2.602981e+01,15,4.2733558e+03,1.3883342e+07,1.5123555e+07,2.7540867e+07,7.6224793e+04,1.9359082e+06,8.2569605e+05
2.603051e+01,13,4.0798740e+03,4.5233656e+06,1.4929683e+07,2.5705880e+07,1.9435948e+06,-7.7072924e+05,2.7749564e+04
2.603075e+01,15,4.2552103e+03,4.2336612e+06,4.2068330e+06,2.2634138e+07,-1.2844300e+06,-2.3421432e+05,-2.4641382e+05
2.603782e+01,16,3.4298298e+03,1.3237901e+07,1.1038412e+07,2.1582034e+07,-1.1218693e+06,7.3077089e+05,-2.0594642e+03
2.604872e+01,16,4.0773783e+03,1.1586018e+07,1.9766268e+07,2.8638274e+07,2.4617398e+05,-8.6063008e+05,-1.5019214e+06
2.605125e+01,15,3.8525025e+03,1.2298745e+07,1.7433961e+07,2.5432066e+07,-7.9691094e+04,-7.8631158e+05,-2.3959930e+06
2.605140e+01,17,4.3235984e+03,1.5270640e+07,1.2999961e+07,2.5192376e+07,3.9841406e+04,1.3883427e+06,-6.0957182e+04
2.606206e+01,15,4.1199698e+03,9.1906419e+06,1.0720714e+07,2.2970483e+07,-3.0645862e+06,2.3569202e+06,9.4920768e+05
2.606501e+01,16,4.3260218e+03,1.3156881e+07,1.1526546e+07,2.7520591e+07,-8.5849567e+04,9.2727859e+05,-4.6896092e+05
2.606659e+01,16,3.9819723e+03,1.7570395e+07,1.6632082e+07,2.7037331e+07,-8.5435600e+03,1.4964827e+06,-4.3539235e+05
2.606669e+01,14,4.2669186e+03,1.2707456e+07,1.0696600e+07,2.5187836e+07,-5.3262901e+05,-2.5868021e+05,-6.6201844e+05
2.606713e+01,15,3.8254339e+03,1.3964721e+07,1.9556150e+07,2.4304295e+07,1.3501359e+06,-2.0477454e+06,-9.6048403e+05
2.607180e+01,17,4.1001609e+03,1.0227598e+07,6.2677486e+06,2.4177904e+07,-1.8655050e+05,1.0225999e+06,8.3338109e+05
2.607291e+01,13,3.9866495e+03,2.2876833e+06,1.3316473e+07,2.4506668e+07,2.1137230e+06,-1.5099643e+06,-1.1540792e+06
2.607699e+01,15,4.2477177e+03,4.4590463e+06,1.0763007e+07,2.3243155e+07,-2.8621625e+05,-7.8275414e+05,-1.3175669e+06
2.607762e+01,15,3.8607656e+03,9.0909280e+06,1.6316148e+07,2.3790200e+07,2.2629932e+06,-2.0986328e+06,-3.9575527e+05
2.608050e+01,17,3.9266113e+03,1.2701069e+07,8.5959292e+06,2.3595260e+07,-1.5605240e+06,1.3113451e+06,-7.4939202e+05
2.608919e+01,16,3.9026479e+03,1.6035200e+07,2.3044841e+07,2.7857157e+07,-2.5693225e+06,-8.0255320e+05,5.6193690e+05
2.609061e+01,13,4.2669978e+03,3.9811709e+06,1.7162245e+07,2.8148169e+07,9.3618057e+05,-3.0228493e+06,-1.1831767e+06
2.609930e+01,11,4.2287696e+03,1.3082182e+07,1.0177796e+07,2.6921773e+07,6.2819563e+05,2.3823858e+05,6.5496283e+04
2.610301e+01,13,3.9419091e+03,5.5647612e+06,2.1373950e+07,2.7846964e+07,1.7960673e+06,-3.2551740e+06,-1.0850277e+06
2.610710e+01,15,3.9015543e+03,8.3827575e+06,2.0049570e+07,2.6661517e+07,1.0770969e+06,-7.3311333e+05,-1.2332841e+06
2.610822e+01,14,4.3183649e+03,5.5809187e+06,1.3342335e+07,2.7486057e+07,1.2492040e+06,-2.3054340e+06,-1.2995027e+06
2.611107e+01,14,4.1668473e+03,1.7604669e+07,2.5579995e+07,3.0382667e+07,4.7919383e+05,-7.7358962e+05,6.0874135e+05
2.613662e+01,11,4.1906558e+03,1.3031081e+07,1.4281594e+07,2.7224975e+07,3.3104030e+06,6.0039667e+05,-4.1659191e+05
2.613836e+01,14,4.0468465e+03,1.1967891e+07,5.9624397e+06,2.2095656e+07,-3.8504679e+06,2.6448289e+06,1.2386907e+06
2.614058e+01,15,4.4350712e+03,7.4241674e+06,6.5875855e+06,2.5292420e+07,-2.0563189e+05,1.9086680e+06,-8.2966657e+04
2.614236e+01,16,4.3062510e+03,9.4504384e+06,1.5768141e+07,2.5788533e+07,1.4277803e+06,-7.3856209e+05,-1.0667919e+06
2.614260e+01,13,4.4168549e+03,8.0255678e+06,9.7116060e+06,2.6944929e+07,-1.7771090e+06,-1.4842113e+05,9.9283256e+04
2.614340e+01,15,4.3284839e+03,1.1941964e+07,9.4759919e+06,2.4237959e+07,-1.1807416e+06,5.7530006e+05,2.5228199e+05
2.614382e+01,16,4.2489785e+03,1.1325967e+07,2.3520153e+06,2.0447110e+07,-3.9495450e+05,4.1388112e+06,5.9832800e+05
2.614383e+01,16,4.3139591e+03,3.5241781e+06,1.3731030e+07,2.4548089e+07,-1.7281846e+04,-5.8112531e+05,-5.1435225e+05
2.614390e+01,15,3.8592834e+03,1.6357265e+07,1.9204944e+07,2.3453349e+07,8.2606081e+05,2.2998941e+06,-1.1679863e+06
2.614401e+01,17,3.5915868e+03,1.0287048e+07,8.4277324e+06,2.1085724e+07,-1.3744051e+06,2.7335777e+05,-1.2587428e+06
2.614706e+01,15,4.2937472e+03,6.7500869e+06,1.3704836e+07,2.6770052e+07,-1.0889039e+06,2.8527034e+05,-7.3236440e+05
2.614905e+01,14,4.0929748e+03,1.8494542e+07,1.8059629e+07,2.5874078e+07,-2.4386738e+06,2.1478347e+05,-3.2999783e+05
2.615098e+01,16,4.1202500e+03,1.1438033e+07,8.7280048e+06,2.5375785e+07,-7.9997186e+04,-6.8311959e+05,-4.1110372e+05
2.615557e+01,17,4.0910149e+03,1.5513798e+07,1.7783029e+07,2.8763972e+07,-3.4445752e+05,4.3626117e+05,2.0063016e+05
2.615951e+01,16,4.1649645e+03,6.4146262e+06,7.8245168e+06,2.4201511e+07,-2.3083151e+06,8.5471583e+05,-3.1201759e+05
2.616092e+01,16,3.9795199e+03,5.4628340e+06,1.1642782e+07,2.3123216e+07,-1.0864430e+06,7.0839319e+05,8.9468942e+05
2.616142e+01,14,4.2838046e+03,1.2758358e+07,6.4830371e+06,2.1666227e+07,-1.3477129e+06,3.8265818e+06,4.1573030e+04
2.616671e+01,13,4.0832451e+03,9.9426764e+06,2.2496742e+07,2.6723931e+07,2.4782026e+06,-6.4213497e+05,-1.4076741e+06
2.616854e+01,16,4.2726269e+03,8.4958715e+06,1.1445126e+07,2.4871661e+07,4.1571776e+05,-1.2151636e+06,-4.4240950e+05
2.617319e+01,14,4.2095156e+03,1.0306271e+07,7.2698848e+06,2.5171592e+07,-1.2073856e+06,8.1478518e+05,1.1427590e+06
2.617322e+01,13,4.4287404e+03,6.7445951e+06,8.9087265e+06,2.5126291e+07,-2.3389158e+05,2.5722927e+05,8.6895521e+05
2.618544e+01,17,4.1994405e+03,1.0474558e+07,1.9681265e+07,2.5636691e+07,-2.9438330e+05,3.9759320e+05,-3.2190254e+05
2.619640e+01,16,3.8858274e+03,1.7923286e+07,9.9924846e+06,2.1783050e+07,-1.9089655e+06,9.8349524e+05,3.5210649e+05
2.620082e+01,14,4.1177628e+03,5.8368648e+06,8.7040603e+06,2.4936771e+07,-6.7748667e+05,-1.5802201e+06,1.0874011e+05
2.620143e+01,17,3.8851477e+03,1.0888293e+07,1.5320810e+07,2.5097744e+07,-7.1113698e+05,1.0923401e+06,-4.4518874e+05
2.620529e+01,15,4.3467460e+03,9.1983745e+06,1.5117190e+07,2.6923483e+07,-2.1037190e+06,3.2633903e+05,-6.9521287e+05
2.620554e+01,16,3.7484313e+03,9.8387172e+06,1.8073517e+07,2.1816519e+07,-1.1952921e+03,1.4290855e+06,3.2903007e+05
2.621798e+01,11,4.4124027e+03,6.2821276e+06,1.0623616e+07,2.5382767e+07,6.4312795e+05,-7.6323901e+05,-9.7625780e+05
2.622230e+01,15,3.9869698e+03,8.0252870e+06,1.7737107e+07,2.8261361e+07,2.1688811e+06,-2.9418662e+06,-5.8096294e+05
2.622840e+01,14,3.9482229e+03,1.0507389e+07,2.0761635e+07,2.8822490e+07,3.5230223e+06,-2.2332552e+06,-1.2238817e+06
2.622956e+01,13,4.1163623e+03,5.8396872e+06,1.0480766e+07,2.2640632e+07,-3.3265396e+06,1.0258104e+06,-1.0785607e+05
2.623748e+01,15,4.1025250e+03,3.2036382e+06,1.2733550e+07,2.3319657e+07,2.2238857e+06,-5.6031911e+05,-2.4561086e+05
2.624042e+01,13,3.5104874e+03,1.7444339e+07,2.0187385e+07,2.5516134e+07,1.5220398e+06,3.2626409e+05,-4.1400934e+05
2.624514e+01,15,4.2089181e+03,1.4583701e+07,7.3009217e+06,2.3340476e+07,-1.3825871e+06,1.5595756e+06,-4.2986683e+05
2.625614e+01,14,4.1631087e+03,1.1443432e+07,1.7441120e+07,2.8197774e+07,3.2732489e+06,-1.9504505e+06,-3.3308849e+05
2.626167e+01,17,4.1347404e+03,5.9150983e+06,1.3102783e+07,2.2663038e+07,-1.2842349e+06,1.1819531e+06,5.5735126e+05
2.626573e+01,15,3.6516862e+03,1.6168498e+07,2.1002984e+07,2.3339463e+07,-8.0071378e+05,-1.1525483e+06,1.0990200e+06
2.626756e+01,14,4.1758394e+03,1.8117150e+07,2.3499732e+07,2.8556697e+07,2.0699999e+06,5.6135275e+05,-6.0638061e+04
2.628098e+01,14,4.1967936e+03,6.1788000e+06,7.5522148e+06,2.5172397e+07,4.0250844e+05,4.8009284e+05,-1.6193458e+05
2.628278e+01,17,3.9362495e+03,1.4602727e+07,1.3347617e+07,2.1228474e+07,9.4835651e+05,1.7268463e+06,-1.1722424e+06
2.628525e+01,17,4.2318888e+03,9.2149252e+06,1.2475858e+07,2.3969986e+07,-9.6484668e+05,3.3098458e+05,1.2445594e+06
2.629571e+01,16,3.7235491e+03,8.8746026e+06,8.8722502e+06,2.2803768e+07,-1.6658758e+06,-5.4760690e+05,-6.8623046e+05
2.629732e+01,16,3.8987099e+03,1.2687061e+07,1.3499801e+07,2.5580748e+07,-1.0300538e+06,8.0389563e+05,-4.9148765e+05
2.630024e+01,16,3.7627435e+03,1.4534722e+07,1.4997479e+07,2.5091022e+07,4.3090236e+05,7.1963339e+05,-1.2755042e+06
2.630203e+01,16,4.1209535e+03,1.0312562e+07,1.4274665e+07,2.2950418e+07,1.1402757e+04,-6.4435176e+04,-3.8629871e+04
2.630862e+01,16,3.8690578e+03,7.7581158e+06,1.9294639e+07,2.7370694e+07,2.3166433e+06,-2.1887636e+06,-3.5726495e+05
2.631699e+01,14,4.2933788e+03,5.9895981e+06,1.1669118e+07,2.7633529e+07,3.8324545e+05,-1.4976327e+06,-6.8841959e+05
2.631905e+01,13,4.0892026e+03,1.7871720e+07,1.2644255e+07,2.3417661e+07,-3.5723649e+06,1.9145726e+06,3.5428302e+05
2.632032e+01,16,4.3182931e+03,6.4410081e+06,1.1482462e+07,2.5623313e+07,-1.0301622e+06,-1.2680746e+06,-1.5569353e+06
2.632052e+01,17,3.6656881e+03,1.0758340e+07,1.5465793e+07,1.9804820e+07,-2.5158473e+06,4.3290221e+05,5.7143409e+05
2.632211e+01,14,4.2777978e+03,7.9644753e+06,9.5384973e+06,2.2205986e+07,1.4901688e+06,1.9776601e+06,-2.8285688e+05
2.632222e+01,17,4.0165363e+03,1.2250391e+07,1.8987165e+07,2.7833419e+07,1.8637729e+06,-2.2987175e+06,7.0239565e+05
2.632745e+01,17,4.1265490e+03,9.1856663e+06,1.7344683e+07,2.4332404e+07,2.5808385e+06,-5.9633226e+04,-6.7180274e+05
2.632758e+01,17,3.5903807e+03,9.4284817e+06,9.3586144e+06,2.1807784e+07,-4.2792678e+05,5.6259508e+05,1.5178053e+05
2.633307e+01,14,4.5068015e+03,7.1490892e+06,1.2914416e+07,2.8180607e+07,1.2143549e+06,-8.2055026e+05,-5.1494255e+05
2.633789e+01,15,3.9828094e+03,5.9733307e+06,1.3250410e+07,2.3558572e+07,-8.0194639e+05,-1.9180504e+06,4.9410561e+05
2.634732e+01,15,4.0197948e+03,1.0016967e+07,1.1819237e+07,2.3500326e+07,-3.2520989e+06,-1.1610244e+06,-7.8605700e+05
2.634784e+01,15,4.2807973e+03,6.7064756e+06,1.0545264e+07,2.5575590e+07,2.0986654e+06,1.3597892e+06,-6.0228121e+05
2.634842e+01,17,3.3911935e+03,1.9796968e+07,1.5129577e+07,2.1465481e+07,4.1481956e+05,-2.3877316e+05,8.9624596e+05
2.635041e+01,16,3.6619294e+03,1.1441481e+07,1.6970549e+07,2.4876120e+07,-3.7155112e+04,-5.2568377e+04,-1.1598012e+06
2.635541e+01,14,4.2108492e+03,7.3914247e+06,8.9570551e+06,2.2134627e+07,-2.4737266e+06,1.2845066e+06,-1.1688046e+06
2.635996e+01,16,4.2450389e+03,1.3004242e+07,1.3509251e+07,2.6657145e+07,-8.2741385e+05,-6.3888867e+05,1.2984648e+06
2.636565e+01,15,3.8161837e+03,1.7589019e+07,1.9279707e+07,2.5775529e+07,-1.3457693e+06,1.8469785e+06,9.1602891e+05
2.637004e+01,15,4.1183454e+03,1.6631365e+07,1.8423427e+07,2.6653811e+07,-1.9528317e+06,2.1233160e+06,7.9887412e+05
2.637576e+01,16,4.1147981e+03,1.3635394e+07,1.0516478e+07,2.6001498e+07,-1.3385725e+06,1.6437879e+06,7.6191755e+05
2.638169e+01,17,4.1022848e+03,1.1766000e+07,1.7916788e+07,2.6183397e+07,-1.1028258e+06,1.5469529e+06,-1.4219953e+04
2.638205e+01,17,3.6446366e+03,1.3480833e+07,7.6302071e+06,1.8500679e+07,-6.5877568e+05,7.1998489e+05,-6.0748426e+05
2.638470e+01,14,4.2472358e+03,1.2784592e+07,1.4007983e+07,2.5521135e+07,1.2518633e+06,8.3745815e+03,7.7820087e+05
2.638901e+01,14,4.3317905e+03,7.0108766e+06,6.5362480e+06,2.4060970e+07,-1.2171329e+06,-1.2630147e+05,-1.0376611e+06
2.639341e+01,16,3.9783577e+03,8.8615335e+06,1.4494189e+07,2.6273235e+07,-9.3299628e+05,-3.0921214e+06,-1.4456000e+06
2.640139e+01,17,3.7541612e+03,5.2846919e+06,1.7093230e+07,2.1597431e+07,7.7300094e+05,-4.9643565e+05,-1.0681859e+06
2.641701e+01,15,4.0129330e+03,1.7517584e+07,1.4245442e+07,2.7201741e+07,2.9134992e+05,1.0439957e+06,-6.7436529e+04
2.642453e+01,13,3.4711054e+03,1.2863564e+07,2.0652400e+07,2.3043338e+07,-2.4797672e+06,-1.0189554e+06,8.8166886e+05
2.643080e+01,17,3.8341139e+03,1.7677052e+07,2.1172885e+07,2.8139853e+07,2.0617424e+06,-2.7643977e+06,-1.1700948e+06
2.643822e+01,14,3.4620793e+03,2.1020529e+07,2.4063232e+07,2.5486738e+07,2.1458516e+06,-2.2561752e+06,-6.2140081e+05
2.644113e+01,12,4.0106208e+03,3.8817237e+06,8.7516645e+06,2.2281700e+07,-2.6062383e+06,-9.1788295e+05,3.6673084e+05
2.644507e+01,14,4.4995598e+03,1.1333789e+07,1.3157833e+07,2.6839497e+07,-1.5428876e+05,1.1148054e+06,4.8837189e+05
2.644928e+01,15,3.8475618e+03,1.5169511e+07,1.1293980e+07,2.3915386e+07,-1.1790753e+05,-1.0640782e+06,-4.3369338e+05
2.645160e+01,17,3.6387837e+03,1.3103641e+07,1.9033175e+07,2.0668386e+07,-9.2958604e+05,1.8753550e+06,5.6785469e+05
2.645165e+01,16,3.9693539e+03,1.0939726e+07,1.4698339e+07,2.7354680e+07,-9.8915980e+05,-1.0547305e+06,-2.5015316e+03
2.646382e+01,15,4.2871881e+03,5.0407463e+06,5.1248886e+06,2.2050374e+07,1.7386355e+05,4.9652115e+05,4.0431238e+05
2.646536e+01,16,4.3386643e+03,9.9583117e+06,1.0018919e+07,2.7356739e+07,-1.3199837e+06,8.0558534e+04,2.9448343e+05
2.647535e+01,15,4.4043910e+03,7.7033904e+06,4.0289981e+06,2.3516087e+07,-2.7447132e+06,2.2075702e+06,1.7195146e+05
2.647564e+01,16,4.0003553e+03,4.3854631e+06,5.0719725e+06,2.0133838e+07,-2.6229578e+06,2.2552056e+06,4.8766549e+05
2.647656e+01,12,4.1661931e+03,2.6513887e+06,9.7672197e+06,2.3289332e+07,4.4703775e+05,1.2473110e+06,-3.1253591e+05
2.649169e+01,14,3.8192335e+03,1.4963285e+07,6.5027289e+06,2.1076303e+07,-9.7546066e+05,8.1120243e+05,-2.4977001e+05
2.649474e+01,16,3.7489786e+03,1.3599418e+07,9.7871559e+06,2.3858270e+07,-3.1087286e+05,4.2621023e+05,5.0724007e+05
2.649591e+01,16,3.9067581e+03,7.5437373e+06,1.4518946e+07,2.3080664e+07,9.8658291e+05,-1.8725283e+06,1.0635546e+05
2.649862e+01,15,3.9555712e+03,8.5018952e+06,9.6164764e+06,2.1529162e+07,-3.1367974e+06,2.4744351e+06,2.6442858e+05
2.650295e+01,16,4.2606152e+03,1.2409128e+07,1.2466659e+07,2.7546134e+07,2.9272312e+05,1.3221496e+06,-8.1491767e+04
