xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,dP_mu,dP_mu_sigma
4.2632472e+05,1.0932949e+01,4.5188318e+06,1.0574466e+01,2.5988273e+03,1.7312021e+01,3.1816291e-03,3.1140702e-05
