xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,dVol,dVol_sigma
4.2632278e+05,1.0030080e+01,4.5188294e+06,9.9368389e+00,2.6194971e+03,1.5629562e+01,5.0581370e+06,4.6065670e+04
