xcen,ycen,depth,dVol
4.2635272e+05,4.5189643e+06,2.5854216e+03,4.7555661e+06
4.2634994e+05,4.5189788e+06,2.5933333e+03,4.7639863e+06
4.2634379e+05,4.5189671e+06,2.6181852e+03,4.8535385e+06
4.2634293e+05,4.5189613e+06,2.5859109e+03,4.7498007e+06
4.2635980e+05,4.5189642e+06,2.5830323e+03,4.7533840e+06
4.2635633e+05,4.5189652e+06,2.6006373e+03,4.7851199e+06
4.2635851e+05,4.5189732e+06,2.5996655e+03,4.7950247e+06
4.2635066e+05,4.5189934e+06,2.5769452e+03,4.7035730e+06
4.2634868e+05,4.5189664e+06,2.5949994e+03,4.7940025e+06
4.2634834e+05,4.5189543e+06,2.5977360e+03,4.8088476e+06
4.2635193e+05,4.5189512e+06,2.5889577e+03,4.7890138e+06
4.2635298e+05,4.5189497e+06,2.6039438e+03,4.8216942e+06
4.2634027e+05,4.5189688e+06,2.6140213e+03,4.8279246e+06
4.2634633e+05,4.5189576e+06,2.5891317e+03,4.7710547e+06
4.2636312e+05,4.5189592e+06,2.5829254e+03,4.7604848e+06
4.2636838e+05,4.5189865e+06,2.5924509e+03,4.7119679e+06
4.2636141e+05,4.5189635e+06,2.5914823e+03,4.8007085e+06
4.2634812e+05,4.5189801e+06,2.5872309e+03,4.7223372e+06
4.2634917e+05,4.5189746e+06,2.5869147e+03,4.7866278e+06
4.2634832e+05,4.5189486e+06,2.5950809e+03,4.8071841e+06
4.2635299e+05,4.5189647e+06,2.5828675e+03,4.7601435e+06
4.2634908e+05,4.5189619e+06,2.6005058e+03,4.7993246e+06
4.2634473e+05,4.5189711e+06,2.6139281e+03,4.8132297e+06
4.2634559e+05,4.5189609e+06,2.5898276e+03,4.7631312e+06
4.2635507e+05,4.5189633e+06,2.5823438e+03,4.7623688e+06
4.2635475e+05,4.5189770e+06,2.6038013e+03,4.7691351e+06
4.2635389e+05,4.5189630e+06,2.5954378e+03,4.7987841e+06
4.2634967e+05,4.5189813e+06,2.5748231e+03,4.7258418e+06
4.2634203e+05,4.5189639e+06,2.5997893e+03,4.8304701e+06
4.2634529e+05,4.5189519e+06,2.5879924e+03,4.7879924e+06
4.2634605e+05,4.5189774e+06,2.5686929e+03,4.7181153e+06
4.2635402e+05,4.5189555e+06,2.5953985e+03,4.7881683e+06
4.2634829e+05,4.5189756e+06,2.5837780e+03,4.7528031e+06
4.2635320e+05,4.5189709e+06,2.5748634e+03,4.7197794e+06
4.2635836e+05,4.5189728e+06,2.5702357e+03,4.7315637e+06
4.2635964e+05,4.5189736e+06,2.5944261e+03,4.7692367e+06
4.2635707e+05,4.5189609e+06,2.5881672e+03,4.7700545e+06
4.2635095e+05,4.5189698e+06,2.5831391e+03,4.7526125e+06
4.2634233e+05,4.5189561e+06,2.6069204e+03,4.8240608e+06
4.2634715e+05,4.5189640e+06,2.5847734e+03,4.7578079e+06
4.2634204e+05,4.5189696e+06,2.5672583e+03,4.7248161e+06
4.2635348e+05,4.5189628e+06,2.5914618e+03,4.7720166e+06
4.2634691e+05,4.5189896e+06,2.5755340e+03,4.7265242e+06
4.2634904e+05,4.5189637e+06,2.5811381e+03,4.7546997e+06
4.2635356e+05,4.5189696e+06,2.5858344e+03,4.7921160e+06
4.2635113e+05,4.5189720e+06,2.5811464e+03,4.7477337e+06
4.2636180e+05,4.5189521e+06,2.5955461e+03,4.7918973e+06
4.2633646e+05,4.5189625e+06,2.5855417e+03,4.7939998e+06
4.2633918e+05,4.5189659e+06,2.5994776e+03,4.8179088e+06
4.2633637e+05,4.5189587e+06,2.5871612e+03,4.7704036e+06
4.2634009e+05,4.5189586e+06,2.5779122e+03,4.7688271e+06
4.2635478e+05,4.5189782e+06,2.5794137e+03,4.7360422e+06
4.2634734e+05,4.5189872e+06,2.5818508e+03,4.7415092e+06
4.2635454e+05,4.5189627e+06,2.5680561e+03,4.7188981e+06
4.2637040e+05,4.5189772e+06,2.5779558e+03,4.7541910e+06
4.2636256e+05,4.5189654e+06,2.5834768e+03,4.7538183e+06
4.2634280e+05,4.5189661e+06,2.5939429e+03,4.8119743e+06
4.2634199e+05,4.5189617e+06,2.5842814e+03,4.7883082e+06
4.2632464e+05,4.5189529e+06,2.5945065e+03,4.8192728e+06
4.2635328e+05,4.5189675e+06,2.5879976e+03,4.7495672e+06
4.2635055e+05,4.5189690e+06,2.5778577e+03,4.7632331e+06
4.2635527e+05,4.5189714e+06,2.5804960e+03,4.7519567e+06
4.2634756e+05,4.5189856e+06,2.5806122e+03,4.7366932e+06
4.2634637e+05,4.5189608e+06,2.5758075e+03,4.7530736e+06
4.2636351e+05,4.5189735e+06,2.5965344e+03,4.8007670e+06
4.2635280e+05,4.5189582e+06,2.6012261e+03,4.8200910e+06
4.2635475e+05,4.5189646e+06,2.6038720e+03,4.8317211e+06
4.2634247e+05,4.5189675e+06,2.5821565e+03,4.7698114e+06
4.2632736e+05,4.5189540e+06,2.5931576e+03,4.8153716e+06
4.2635669e+05,4.5189599e+06,2.5861359e+03,4.7582959e+06
4.2635252e+05,4.5189693e+06,2.5794912e+03,4.7611744e+06
4.2634894e+05,4.5189656e+06,2.5835459e+03,4.7655701e+06
4.2635172e+05,4.5189815e+06,2.5842973e+03,4.7482299e+06
4.2634903e+05,4.5189659e+06,2.5652963e+03,4.7521709e+06
4.2636804e+05,4.5189747e+06,2.6033731e+03,4.8156902e+06
4.2635213e+05,4.5189615e+06,2.5989080e+03,4.8144015e+06
4.2634843e+05,4.5189647e+06,2.6164550e+03,4.8609630e+06
4.2634799e+05,4.5189677e+06,2.6037742e+03,4.8349799e+06
4.2633775e+05,4.5189639e+06,2.6180692e+03,4.8601129e+06
4.2635525e+05,4.5189592e+06,2.5864495e+03,4.7476420e+06
4.2636088e+05,4.5189702e+06,2.5779478e+03,4.7381672e+06
4.2634710e+05,4.5189675e+06,2.5922395e+03,4.7857770e+06
4.2634905e+05,4.5189824e+06,2.5905711e+03,4.7598753e+06
4.2635078e+05,4.5189617e+06,2.5805608e+03,4.7852882e+06
4.2635903e+05,4.5189644e+06,2.6019892e+03,4.8256442e+06
4.2634876e+05,4.5189520e+06,2.5997750e+03,4.8348081e+06
4.2634910e+05,4.5189642e+06,2.5999059e+03,4.8288693e+06
4.2634884e+05,4.5189657e+06,2.6062969e+03,4.8572316e+06
4.2635352e+05,4.5189662e+06,2.5970931e+03,4.8087129e+06
4.2635030e+05,4.5189549e+06,2.5927759e+03,4.7871249e+06
4.2636052e+05,4.5189710e+06,2.5840037e+03,4.7633812e+06
4.2635353e+05,4.5189705e+06,2.5874619e+03,4.7490481e+06
4.2634584e+05,4.5189648e+06,2.5931458e+03,4.7863479e+06
4.2635072e+05,4.5189611e+06,2.5761974e+03,4.7793596e+06
4.2635259e+05,4.5189575e+06,2.6035612e+03,4.8229498e+06
4.2634998e+05,4.5189533e+06,2.5940902e+03,4.8075461e+06
4.2633908e+05,4.5189608e+06,2.6038545e+03,4.8569870e+06
4.2635292e+05,4.5189583e+06,2.5981141e+03,4.8060586e+06
4.2635943e+05,4.5189790e+06,2.6042347e+03,4.8222343e+06
4.2635146e+05,4.5189428e+06,2.5963908e+03,4.8129397e+06
4.2636293e+05,4.5189675e+06,2.5739665e+03,4.7367321e+06
4.2636207e+05,4.5189742e+06,2.5791316e+03,4.7089647e+06
4.2634196e+05,4.5189699e+06,2.5904867e+03,4.7685762e+06
4.2635334e+05,4.5189681e+06,2.5866542e+03,4.7847422e+06
4.2634588e+05,4.5189568e+06,2.6305893e+03,4.8615768e+06
4.2635279e+05,4.5189502e+06,2.5898669e+03,4.7995556e+06
4.2634513e+05,4.5189669e+06,2.5929495e+03,4.8000222e+06
4.2634804e+05,4.5189715e+06,2.6024413e+03,4.7962635e+06
4.2635955e+05,4.5189719e+06,2.5952907e+03,4.7982402e+06
4.2635355e+05,4.5189537e+06,2.5973283e+03,4.8239309e+06
4.2636338e+05,4.5189637e+06,2.5824134e+03,4.7533224e+06
4.2636003e+05,4.5189735e+06,2.5785142e+03,4.7075710e+06
4.2633670e+05,4.5189705e+06,2.5881898e+03,4.7492011e+06
4.2635343e+05,4.5189781e+06,2.5727411e+03,4.7563876e+06
4.2634779e+05,4.5189673e+06,2.6130995e+03,4.8054955e+06
4.2635871e+05,4.5189592e+06,2.5901310e+03,4.8026873e+06
4.2633923e+05,4.5189739e+06,2.5866304e+03,4.7776646e+06
4.2635338e+05,4.5189697e+06,2.5812681e+03,4.7751822e+06
4.2636877e+05,4.5189822e+06,2.6042647e+03,4.8059132e+06
4.2635132e+05,4.5189501e+06,2.5986799e+03,4.8128275e+06
4.2636514e+05,4.5189647e+06,2.5728251e+03,4.7382972e+06
4.2632764e+05,4.5189745e+06,2.5937455e+03,4.7626626e+06
4.2633715e+05,4.5189658e+06,2.5880286e+03,4.7765590e+06
4.2635292e+05,4.5189690e+06,2.5820420e+03,4.7682076e+06
4.2636144e+05,4.5189657e+06,2.5946645e+03,4.7638363e+06
4.2635343e+05,4.5189638e+06,2.5884710e+03,4.8034081e+06
4.2634210e+05,4.5189764e+06,2.5896399e+03,4.7869638e+06
4.2636060e+05,4.5189768e+06,2.5852349e+03,4.7461897e+06
4.2635894e+05,4.5189689e+06,2.6000402e+03,4.8057989e+06
4.2634460e+05,4.5189491e+06,2.6001770e+03,4.8208295e+06
4.2635833e+05,4.5189658e+06,2.5873954e+03,4.7684112e+06
4.2634428e+05,4.5189689e+06,2.5873029e+03,4.7734904e+06
4.2633709e+05,4.5189682e+06,2.5787441e+03,4.7662456e+06
4.2636012e+05,4.5189680e+06,2.5826358e+03,4.7659798e+06
4.2635483e+05,4.5189667e+06,2.5979998e+03,4.7655119e+06
4.2634866e+05,4.5189628e+06,2.5915043e+03,4.7983927e+06
4.2632923e+05,4.5189804e+06,2.5860360e+03,4.7746509e+06
4.2635557e+05,4.5189813e+06,2.5986824e+03,4.7790065e+06
4.2635183e+05,4.5189661e+06,2.5911604e+03,4.7907797e+06
4.2635075e+05,4.5189643e+06,2.5998915e+03,4.7970429e+06
4.2635555e+05,4.5189632e+06,2.5917912e+03,4.7730823e+06
4.2634447e+05,4.5189665e+06,2.5749746e+03,4.7402244e+06
4.2634599e+05,4.5189661e+06,2.5851974e+03,4.7699234e+06
4.2635940e+05,4.5189637e+06,2.5815920e+03,4.7604260e+06
4.2635138e+05,4.5189655e+06,2.5951870e+03,4.7671334e+06
4.2636029e+05,4.5189622e+06,2.5945339e+03,4.7957624e+06
4.2634512e+05,4.5189736e+06,2.5960750e+03,4.7808886e+06
4.2635771e+05,4.5189707e+06,2.5971687e+03,4.7877534e+06
4.2634378e+05,4.5189834e+06,2.5905613e+03,4.7614923e+06
4.2631913e+05,4.5189649e+06,2.6092781e+03,4.8498501e+06
4.2634990e+05,4.5189638e+06,2.5913963e+03,4.7919680e+06
4.2633925e+05,4.5189638e+06,2.5743138e+03,4.7493351e+06
4.2633470e+05,4.5189596e+06,2.5820422e+03,4.7779581e+06
4.2635056e+05,4.5189693e+06,2.5765010e+03,4.7398141e+06
4.2634974e+05,4.5189628e+06,2.5881641e+03,4.7467803e+06
4.2635098e+05,4.5189609e+06,2.5972566e+03,4.8085577e+06
4.2634184e+05,4.5189780e+06,2.6067862e+03,4.7996535e+06
4.2634995e+05,4.5189783e+06,2.5984144e+03,4.7787659e+06
4.2634525e+05,4.5189949e+06,2.5761609e+03,4.7201669e+06
4.2633866e+05,4.5189710e+06,2.6214644e+03,4.8621566e+06
4.2635617e+05,4.5189539e+06,2.5884220e+03,4.8108993e+06
4.2633589e+05,4.5189770e+06,2.5711599e+03,4.7142948e+06
4.2634198e+05,4.5189675e+06,2.5899575e+03,4.7784511e+06
4.2634612e+05,4.5189708e+06,2.5816826e+03,4.7596660e+06
4.2634795e+05,4.5189676e+06,2.5941420e+03,4.7570370e+06
4.2636034e+05,4.5189664e+06,2.5769519e+03,4.7379462e+06
4.2634040e+05,4.5189799e+06,2.5997501e+03,4.7824669e+06
4.2635552e+05,4.5189738e+06,2.6090458e+03,4.8091925e+06
4.2634734e+05,4.5189890e+06,2.5910046e+03,4.7607838e+06
4.2634286e+05,4.5189680e+06,2.5984965e+03,4.7908794e+06
4.2635803e+05,4.5189504e+06,2.5920239e+03,4.8076658e+06
4.2634737e+05,4.5189731e+06,2.5873046e+03,4.7688671e+06
4.2634851e+05,4.5189621e+06,2.6049836e+03,4.7931470e+06
4.2634774e+05,4.5189678e+06,2.5813554e+03,4.7610036e+06
4.2635070e+05,4.5189660e+06,2.6010613e+03,4.7658832e+06
4.2635033e+05,4.5189614e+06,2.5828368e+03,4.7673580e+06
4.2632894e+05,4.5189831e+06,2.6038227e+03,4.7934275e+06
4.2634792e+05,4.5189777e+06,2.6043418e+03,4.7980076e+06
4.2634802e+05,4.5189881e+06,2.5895923e+03,4.7540697e+06
4.2634612e+05,4.5189574e+06,2.6058204e+03,4.7852977e+06
4.2635422e+05,4.5189625e+06,2.5931177e+03,4.8044765e+06
4.2634837e+05,4.5189674e+06,2.5901201e+03,4.7665777e+06
4.2634815e+05,4.5189618e+06,2.6138892e+03,4.8081627e+06
4.2633336e+05,4.5189761e+06,2.5774712e+03,4.7609514e+06
4.2634893e+05,4.5189722e+06,2.5973765e+03,4.7741504e+06
4.2634917e+05,4.5189699e+06,2.5848272e+03,4.7537481e+06
4.2633654e+05,4.5189746e+06,2.6078071e+03,4.7992598e+06
4.2634960e+05,4.5189707e+06,2.5985267e+03,4.7996531e+06
4.2635869e+05,4.5189759e+06,2.5918889e+03,4.7691209e+06
4.2634885e+05,4.5189689e+06,2.6048187e+03,4.7840796e+06
4.2635577e+05,4.5189609e+06,2.5901152e+03,4.7638087e+06
4.2635721e+05,4.5189604e+06,2.5860914e+03,4.7670362e+06
4.2635052e+05,4.5189735e+06,2.5976972e+03,4.7867590e+06
4.2634138e+05,4.5189820e+06,2.5860610e+03,4.7703341e+06
4.2635380e+05,4.5189667e+06,2.5893239e+03,4.7428205e+06
4.2635457e+05,4.5189615e+06,2.5768113e+03,4.7259777e+06
4.2634019e+05,4.5189729e+06,2.5988874e+03,4.7772329e+06
4.2635054e+05,4.5189690e+06,2.6086891e+03,4.8259566e+06
4.2636300e+05,4.5189842e+06,2.5879268e+03,4.7440427e+06
4.2634857e+05,4.5189647e+06,2.6019531e+03,4.7974229e+06
4.2635881e+05,4.5189451e+06,2.5943589e+03,4.7937451e+06
4.2635501e+05,4.5189503e+06,2.5848729e+03,4.7931606e+06
4.2634442e+05,4.5189780e+06,2.5902819e+03,4.7792458e+06
4.2634313e+05,4.5189839e+06,2.5823373e+03,4.7439124e+06
4.2636473e+05,4.5189745e+06,2.5885912e+03,4.7383079e+06
4.2636697e+05,4.5189857e+06,2.5803596e+03,4.6997985e+06
4.2634011e+05,4.5189754e+06,2.5862437e+03,4.7579913e+06
4.2635193e+05,4.5189730e+06,2.6080454e+03,4.8204748e+06
4.2636435e+05,4.5189777e+06,2.5877025e+03,4.7441858e+06
4.2635298e+05,4.5189633e+06,2.5960826e+03,4.7719749e+06
4.2635176e+05,4.5189680e+06,2.5927482e+03,4.7399997e+06
4.2635777e+05,4.5189562e+06,2.5860056e+03,4.7897657e+06
4.2634172e+05,4.5189829e+06,2.5884150e+03,4.7977266e+06
4.2634196e+05,4.5189521e+06,2.5879539e+03,4.7799640e+06
4.2636272e+05,4.5189691e+06,2.5843973e+03,4.7248926e+06
4.2636382e+05,4.5189853e+06,2.5914395e+03,4.7233100e+06
4.2633482e+05,4.5189737e+06,2.5863510e+03,4.7587377e+06
4.2635646e+05,4.5189699e+06,2.6130455e+03,4.8155941e+06
4.2635941e+05,4.5189736e+06,2.5940434e+03,4.7674406e+06
4.2634058e+05,4.5189517e+06,2.5959981e+03,4.8150461e+06
4.2635286e+05,4.5189574e+06,2.5820443e+03,4.7642161e+06
4.2635713e+05,4.5189577e+06,2.5860140e+03,4.7849181e+06
4.2634779e+05,4.5189769e+06,2.5953990e+03,4.7913442e+06
4.2634094e+05,4.5189489e+06,2.5851964e+03,4.7794069e+06
4.2635992e+05,4.5189601e+06,2.5821588e+03,4.7385031e+06
4.2635134e+05,4.5189776e+06,2.5742638e+03,4.7039855e+06
4.2634612e+05,4.5189601e+06,2.5967005e+03,4.7722266e+06
4.2636083e+05,4.5189661e+06,2.6301108e+03,4.8582666e+06
4.2635483e+05,4.5189723e+06,2.5964152e+03,4.7839981e+06
4.2634205e+05,4.5189548e+06,2.5985984e+03,4.8212113e+06
4.2634916e+05,4.5189559e+06,2.5881406e+03,4.7825677e+06
4.2634792e+05,4.5189521e+06,2.5931788e+03,4.8052315e+06
4.2634231e+05,4.5189782e+06,2.5933388e+03,4.7964343e+06
4.2634512e+05,4.5189537e+06,2.5870853e+03,4.7770764e+06
4.2636241e+05,4.5189619e+06,2.5852984e+03,4.7608845e+06
4.2635298e+05,4.5189723e+06,2.5835104e+03,4.7400364e+06
4.2633731e+05,4.5189627e+06,2.5930110e+03,4.7537819e+06
4.2636343e+05,4.5189632e+06,2.6117823e+03,4.8082383e+06
4.2634283e+05,4.5189608e+06,2.6074072e+03,4.8320883e+06
4.2633696e+05,4.5189613e+06,2.5871779e+03,4.8071796e+06
4.2635119e+05,4.5189644e+06,2.5796106e+03,4.7675143e+06
4.2634658e+05,4.5189504e+06,2.6084783e+03,4.8158936e+06
4.2633448e+05,4.5189800e+06,2.5983318e+03,4.8362021e+06
4.2634221e+05,4.5189614e+06,2.5889434e+03,4.7676421e+06
4.2635444e+05,4.5189562e+06,2.5818206e+03,4.7691694e+06
4.2635363e+05,4.5189713e+06,2.5914194e+03,4.7752916e+06
4.2633923e+05,4.5189558e+06,2.5967786e+03,4.7913940e+06
4.2635773e+05,4.5189642e+06,2.6011164e+03,4.7905406e+06
4.2634896e+05,4.5189623e+06,2.6060238e+03,4.8228496e+06
4.2634274e+05,4.5189579e+06,2.5877706e+03,4.7860751e+06
4.2634296e+05,4.5189618e+06,2.5814746e+03,4.7733992e+06
4.2634782e+05,4.5189645e+06,2.5954146e+03,4.7892049e+06
4.2634988e+05,4.5189720e+06,2.5937801e+03,4.7873619e+06
4.2634261e+05,4.5189629e+06,2.5920357e+03,4.7717912e+06
4.2635447e+05,4.5189575e+06,2.5808720e+03,4.7703638e+06
4.2636310e+05,4.5189830e+06,2.5889765e+03,4.7437290e+06
4.2632144e+05,4.5189552e+06,2.5872056e+03,4.7867684e+06
4.2635883e+05,4.5189552e+06,2.6088889e+03,4.8095605e+06
4.2635009e+05,4.5189521e+06,2.6086721e+03,4.8330537e+06
4.2634246e+05,4.5189570e+06,2.5870395e+03,4.7653572e+06
4.2634680e+05,4.5189645e+06,2.5817251e+03,4.7730319e+06
4.2634376e+05,4.5189789e+06,2.5977758e+03,4.8013693e+06
4.2634813e+05,4.5189924e+06,2.6137965e+03,4.8120925e+06
4.2634880e+05,4.5189589e+06,2.5888096e+03,4.7473921e+06
4.2635172e+05,4.5189759e+06,2.5927665e+03,4.7736756e+06
4.2634333e+05,4.5189812e+06,2.5997276e+03,4.7706723e+06
4.2634477e+05,4.5189665e+06,2.5829379e+03,4.7676776e+06
4.2634142e+05,4.5189583e+06,2.5880559e+03,4.7850082e+06
4.2635306e+05,4.5189586e+06,2.6085623e+03,4.8325815e+06
4.2634873e+05,4.5189584e+06,2.5857554e+03,4.7588322e+06
4.2634877e+05,4.5189665e+06,2.5804019e+03,4.7925100e+06
4.2634391e+05,4.5189701e+06,2.5954363e+03,4.7945964e+06
4.2634780e+05,4.5189990e+06,2.6146432e+03,4.8086290e+06
4.2634651e+05,4.5189610e+06,2.5894876e+03,4.7816180e+06
4.2635332e+05,4.5189681e+06,2.6068777e+03,4.8142434e+06
4.2632683e+05,4.5189820e+06,2.6051878e+03,4.7701682e+06
4.2634709e+05,4.5189741e+06,2.5700280e+03,4.7164825e+06
4.2634108e+05,4.5189609e+06,2.5867648e+03,4.7956576e+06
4.2634377e+05,4.5189653e+06,2.6075179e+03,4.8248923e+06
4.2635076e+05,4.5189601e+06,2.5861436e+03,4.7503719e+06
4.2635512e+05,4.5189701e+06,2.5871198e+03,4.7902030e+06
4.2635155e+05,4.5189587e+06,2.5957610e+03,4.8081674e+06
4.2634317e+05,4.5189769e+06,2.6018880e+03,4.8011136e+06
4.2635054e+05,4.5189719e+06,2.5940713e+03,4.7940207e+06
4.2635676e+05,4.5189756e+06,2.5884864e+03,4.7729124e+06
4.2633660e+05,4.5189749e+06,2.5896405e+03,4.7598565e+06
4.2634693e+05,4.5189732e+06,2.5724698e+03,4.7255461e+06
4.2634299e+05,4.5189651e+06,2.5909744e+03,4.7854901e+06
4.2634838e+05,4.5189689e+06,2.5948716e+03,4.8065044e+06
4.2636346e+05,4.5189433e+06,2.6136951e+03,4.8660550e+06
4.2634772e+05,4.5189741e+06,2.5840619e+03,4.7651429e+06
4.2635435e+05,4.5189675e+06,2.5665928e+03,4.7341373e+06
4.2634215e+05,4.5189795e+06,2.6003940e+03,4.7875554e+06
4.2634101e+05,4.5189704e+06,2.6086018e+03,4.8199887e+06
4.2635963e+05,4.5189742e+06,2.5919366e+03,4.7879882e+06
4.2633440e+05,4.5189796e+06,2.5900019e+03,4.7550350e+06
4.2634697e+05,4.5189744e+06,2.5681284e+03,4.7105281e+06
4.2633376e+05,4.5189631e+06,2.5984649e+03,4.8051154e+06
4.2634286e+05,4.5189692e+06,2.5987036e+03,4.8154963e+06
4.2634505e+05,4.5189529e+06,2.6206378e+03,4.8617069e+06
4.2634518e+05,4.5189665e+06,2.6119654e+03,4.8490522e+06
4.2635287e+05,4.5189691e+06,2.5715903e+03,4.7451786e+06
4.2634051e+05,4.5189753e+06,2.5919137e+03,4.7540421e+06
4.2635228e+05,4.5189564e+06,2.5948323e+03,4.8107528e+06
4.2635476e+05,4.5189692e+06,2.5914512e+03,4.7896689e+06
4.2634462e+05,4.5189682e+06,2.6001695e+03,4.8100010e+06
4.2634875e+05,4.5189802e+06,2.5723496e+03,4.7140595e+06
4.2633649e+05,4.5189555e+06,2.5963591e+03,4.8016097e+06
4.2633314e+05,4.5189479e+06,2.5878604e+03,4.7939977e+06
4.2634793e+05,4.5189670e+06,2.5934000e+03,4.7854517e+06
4.2634711e+05,4.5189773e+06,2.6143034e+03,4.8357522e+06
4.2634428e+05,4.5189588e+06,2.5780626e+03,4.7641840e+06
4.2634801e+05,4.5189724e+06,2.5944346e+03,4.7734156e+06
4.2635242e+05,4.5189533e+06,2.6126874e+03,4.8715065e+06
4.2635197e+05,4.5189867e+06,2.5676532e+03,4.6991750e+06
4.2634998e+05,4.5189789e+06,2.5964830e+03,4.7987729e+06
4.2634930e+05,4.5189865e+06,2.5833331e+03,4.7382261e+06
4.2634457e+05,4.5189534e+06,2.5874227e+03,4.7810753e+06
4.2633319e+05,4.5189778e+06,2.5904949e+03,4.7477444e+06
4.2635703e+05,4.5189802e+06,2.5863885e+03,4.7658019e+06
4.2634119e+05,4.5189509e+06,2.6125088e+03,4.8408136e+06
4.2634121e+05,4.5189624e+06,2.5830259e+03,4.7520940e+06
4.2634228e+05,4.5189419e+06,2.6004710e+03,4.8036934e+06
4.2635382e+05,4.5189707e+06,2.5728618e+03,4.7620332e+06
4.2634322e+05,4.5189670e+06,2.5792792e+03,4.7439760e+06
4.2635056e+05,4.5189805e+06,2.5956309e+03,4.7970201e+06
4.2635219e+05,4.5189815e+06,2.5852316e+03,4.7556340e+06
4.2634363e+05,4.5189562e+06,2.5842439e+03,4.7747989e+06
4.2633477e+05,4.5189791e+06,2.5953059e+03,4.7646977e+06
4.2634771e+05,4.5189754e+06,2.5924562e+03,4.7878291e+06
4.2635365e+05,4.5189553e+06,2.5929123e+03,4.8007142e+06
4.2634083e+05,4.5189755e+06,2.5708942e+03,4.7108476e+06
4.2634506e+05,4.5189558e+06,2.5943062e+03,4.7755048e+06
4.2635181e+05,4.5189854e+06,2.5756437e+03,4.7357051e+06
4.2634694e+05,4.5189715e+06,2.5801784e+03,4.7575417e+06
4.2634180e+05,4.5189765e+06,2.5908979e+03,4.7614830e+06
4.2635411e+05,4.5189910e+06,2.5836210e+03,4.7072010e+06
4.2634884e+05,4.5189598e+06,2.5913098e+03,4.8067016e+06
4.2632865e+05,4.5189757e+06,2.6021397e+03,4.7794544e+06
4.2635363e+05,4.5189796e+06,2.5857415e+03,4.7582896e+06
4.2635266e+05,4.5189612e+06,2.5862235e+03,4.7791195e+06
4.2634725e+05,4.5189737e+06,2.5840882e+03,4.7538540e+06
4.2633576e+05,4.5189547e+06,2.6032471e+03,4.7869289e+06
4.2635371e+05,4.5189990e+06,2.5877097e+03,4.7457141e+06
4.2635080e+05,4.5189572e+06,2.5621768e+03,4.7398523e+06
4.2633708e+05,4.5189744e+06,2.5904651e+03,4.7489633e+06
4.2634438e+05,4.5189786e+06,2.5882365e+03,4.7467667e+06
4.2634223e+05,4.5189587e+06,2.5960477e+03,4.8224575e+06
4.2633293e+05,4.5189698e+06,2.5987702e+03,4.7866207e+06
4.2635371e+05,4.5189729e+06,2.5888270e+03,4.7741354e+06
4.2635630e+05,4.5189753e+06,2.5923836e+03,4.7798568e+06
4.2635589e+05,4.5189762e+06,2.5836999e+03,4.7679662e+06
4.2634894e+05,4.5189637e+06,2.5810665e+03,4.7597938e+06
4.2635007e+05,4.5190023e+06,2.6002310e+03,4.7516690e+06
4.2635210e+05,4.5189645e+06,2.5757866e+03,4.7587127e+06
4.2633282e+05,4.5189682e+06,2.5911966e+03,4.7528456e+06
4.2635149e+05,4.5189895e+06,2.5842279e+03,4.7261887e+06
4.2634620e+05,4.5189637e+06,2.5952885e+03,4.7991233e+06
4.2634237e+05,4.5189655e+06,2.5934437e+03,4.7931069e+06
4.2635361e+05,4.5189602e+06,2.5849349e+03,4.7818743e+06
4.2635307e+05,4.5189805e+06,2.5976458e+03,4.7840950e+06
4.2635125e+05,4.5189765e+06,2.5881728e+03,4.7887235e+06
4.2636464e+05,4.5189753e+06,2.5965272e+03,4.7987519e+06
4.2634609e+05,4.5189944e+06,2.5934442e+03,4.7437555e+06
4.2635453e+05,4.5189725e+06,2.5785471e+03,4.7666959e+06
4.2634766e+05,4.5189726e+06,2.5897758e+03,4.7674516e+06
4.2634763e+05,4.5189751e+06,2.5877147e+03,4.7620536e+06
4.2635683e+05,4.5189635e+06,2.5919854e+03,4.7995268e+06
4.2633304e+05,4.5189565e+06,2.6033689e+03,4.8128200e+06
4.2634914e+05,4.5189559e+06,2.5928795e+03,4.8031751e+06
4.2635807e+05,4.5189828e+06,2.5985756e+03,4.7615463e+06
4.2633965e+05,4.5189720e+06,2.5832562e+03,4.7788480e+06
4.2635380e+05,4.5189720e+06,2.5998733e+03,4.8053333e+06
4.2634528e+05,4.5189799e+06,2.5886454e+03,4.7640470e+06
4.2635271e+05,4.5189686e+06,2.5837561e+03,4.7741420e+06
4.2634604e+05,4.5189762e+06,2.5979934e+03,4.7743966e+06
4.2634744e+05,4.5189606e+06,2.5796485e+03,4.7599735e+06
4.2635244e+05,4.5189684e+06,2.5899128e+03,4.7813170e+06
4.2633564e+05,4.5189629e+06,2.5880528e+03,4.7825429e+06
4.2634176e+05,4.5189560e+06,2.5785540e+03,4.7703778e+06
4.2635187e+05,4.5189818e+06,2.5988015e+03,4.7642294e+06
4.2634259e+05,4.5189880e+06,2.5808791e+03,4.7667137e+06
4.2635590e+05,4.5189756e+06,2.6104920e+03,4.8283168e+06
4.2633853e+05,4.5189849e+06,2.5840908e+03,4.7527834e+06
4.2636649e+05,4.5189528e+06,2.5910274e+03,4.8102312e+06
4.2635222e+05,4.5189499e+06,2.6034716e+03,4.7735164e+06
4.2634697e+05,4.5189629e+06,2.5947274e+03,4.7729632e+06
4.2635226e+05,4.5189618e+06,2.5999584e+03,4.7943978e+06
