coo_X,coo_Y,synth_sar,data_sar,err_sar,los_E,los_N,los_Z
419920.00,4525720.00,8.55983e-03,-1.82580e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4525940.00,8.14216e-03,-2.35460e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4526160.00,7.74295e-03,-9.21000e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4526380.00,7.36192e-03,-1.75500e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4527040.00,6.32400e-03,-8.96990e-03,5.00000e-03,-0.753,-0.113,0.648
420248.70,4523884.90,1.34226e-02,1.04310e-02,5.00000e-03,-0.753,-0.113,0.648
420165.70,4524605.70,1.13141e-02,6.29000e-04,5.00000e-03,-0.753,-0.113,0.648
420129.80,4524745.00,1.09154e-02,4.02700e-03,5.00000e-03,-0.753,-0.113,0.648
420140.90,4524988.00,1.03430e-02,1.99400e-03,5.00000e-03,-0.753,-0.113,0.648
420140.00,4525280.00,9.66961e-03,-4.00900e-04,5.00000e-03,-0.753,-0.113,0.648
420242.50,4525763.20,8.71128e-03,-2.08800e-03,5.00000e-03,-0.753,-0.113,0.648
420051.60,4525848.30,8.40668e-03,-3.18000e-04,5.00000e-03,-0.753,-0.113,0.648
420173.00,4526139.20,7.92399e-03,-1.22220e-02,5.00000e-03,-0.753,-0.113,0.648
420140.00,4526600.00,7.08831e-03,-1.51630e-02,5.00000e-03,-0.753,-0.113,0.648
420140.00,4526820.00,6.72789e-03,-1.71590e-02,5.00000e-03,-0.753,-0.113,0.648
420140.00,4527040.00,6.38591e-03,-6.89760e-03,5.00000e-03,-0.753,-0.113,0.648
420140.00,4527260.00,6.06169e-03,-5.72390e-03,5.00000e-03,-0.753,-0.113,0.648
420465.60,4522929.20,1.70262e-02,1.26600e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523080.00,1.61811e-02,1.11727e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523300.00,1.54768e-02,1.28396e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523520.00,1.47819e-02,1.08774e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523740.00,1.41000e-02,1.01120e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523960.00,1.34342e-02,1.17158e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524180.00,1.27870e-02,9.76870e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524400.00,1.21603e-02,6.13630e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524620.00,1.15556e-02,5.27630e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524840.00,1.09739e-02,5.35980e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525060.00,1.04158e-02,4.33700e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525280.00,9.88156e-03,3.36600e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525500.00,9.37137e-03,1.18000e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525720.00,8.88501e-03,-2.06560e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525940.00,8.42213e-03,-3.10220e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4526160.00,7.98224e-03,-6.94600e-03,5.00000e-03,-0.753,-0.113,0.648
420297.10,4526360.60,7.57351e-03,-4.70800e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4526600.00,7.16886e-03,-1.40485e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4526820.00,6.79389e-03,-5.73730e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4527040.00,6.43900e-03,-7.17900e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4527260.00,6.10334e-03,-1.20920e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4527480.00,5.78605e-03,2.28800e-04,5.00000e-03,-0.753,-0.113,0.648
420580.00,4521100.00,2.34454e-02,2.13437e-02,5.00000e-03,-0.753,-0.113,0.648
420680.50,4521228.20,2.37838e-02,2.31030e-02,5.00000e-03,-0.753,-0.113,0.648
420615.50,4521538.90,2.24200e-02,2.20320e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4522200.00,2.00162e-02,2.41100e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4522420.00,1.92408e-02,1.78290e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4522860.00,1.76686e-02,1.58676e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523080.00,1.68852e-02,1.51410e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523520.00,1.53508e-02,9.91000e-03,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523740.00,1.46081e-02,1.14040e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523960.00,1.38862e-02,1.32420e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4524180.00,1.31873e-02,1.12767e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4524400.00,1.25133e-02,6.82340e-03,5.00000e-03,-0.753,-0.113,0.648
420580.00,4524620.00,1.18655e-02,4.32270e-03,5.00000e-03,-0.753,-0.113,0.648
