coo_X,coo_Y,synth_sar,data_sar,err_sar,los_E,los_N,los_Z
419920.00,4525720.00,2.75351e-03,-1.82580e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4525940.00,2.54558e-03,-2.35460e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4526160.00,2.35330e-03,-9.21000e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4526380.00,2.17563e-03,-1.75500e-03,5.00000e-03,-0.753,-0.113,0.648
419920.00,4527040.00,1.72049e-03,-8.96990e-03,5.00000e-03,-0.753,-0.113,0.648
420248.70,4523884.90,5.71410e-03,1.04310e-02,5.00000e-03,-0.753,-0.113,0.648
420165.70,4524605.70,4.32279e-03,6.29000e-04,5.00000e-03,-0.753,-0.113,0.648
420129.80,4524745.00,4.07762e-03,4.02700e-03,5.00000e-03,-0.753,-0.113,0.648
420140.90,4524988.00,3.74283e-03,1.99400e-03,5.00000e-03,-0.753,-0.113,0.648
420140.00,4525280.00,3.36443e-03,-4.00900e-04,5.00000e-03,-0.753,-0.113,0.648
420242.50,4525763.20,2.86980e-03,-2.08800e-03,5.00000e-03,-0.753,-0.113,0.648
420051.60,4525848.30,2.69160e-03,-3.18000e-04,5.00000e-03,-0.753,-0.113,0.648
420173.00,4526139.20,2.46963e-03,-1.22220e-02,5.00000e-03,-0.753,-0.113,0.648
420140.00,4526600.00,2.07617e-03,-1.51630e-02,5.00000e-03,-0.753,-0.113,0.648
420140.00,4526820.00,1.91640e-03,-1.71590e-02,5.00000e-03,-0.753,-0.113,0.648
420140.00,4527040.00,1.76939e-03,-6.89760e-03,5.00000e-03,-0.753,-0.113,0.648
420140.00,4527260.00,1.63414e-03,-5.72390e-03,5.00000e-03,-0.753,-0.113,0.648
420465.60,4522929.20,8.49860e-03,1.26600e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523080.00,7.81250e-03,1.11727e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523300.00,7.24127e-03,1.28396e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523520.00,6.70303e-03,1.08774e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523740.00,6.19772e-03,1.01120e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4523960.00,5.72488e-03,1.17158e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524180.00,5.28372e-03,9.76870e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524400.00,4.87316e-03,6.13630e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524620.00,4.49197e-03,5.27630e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4524840.00,4.13875e-03,5.35980e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525060.00,3.81202e-03,4.33700e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525280.00,3.51027e-03,3.36600e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525500.00,3.23195e-03,1.18000e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525720.00,2.97553e-03,-2.06560e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4525940.00,2.73951e-03,-3.10220e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4526160.00,2.52245e-03,-6.94600e-03,5.00000e-03,-0.753,-0.113,0.648
420297.10,4526360.60,2.31878e-03,-4.70800e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4526600.00,2.13968e-03,-1.40485e-02,5.00000e-03,-0.753,-0.113,0.648
420360.00,4526820.00,1.97140e-03,-5.73730e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4527040.00,1.81692e-03,-7.17900e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4527260.00,1.67514e-03,-1.20920e-03,5.00000e-03,-0.753,-0.113,0.648
420360.00,4527480.00,1.54503e-03,2.28800e-04,5.00000e-03,-0.753,-0.113,0.648
420580.00,4521100.00,1.54722e-02,2.13437e-02,5.00000e-03,-0.753,-0.113,0.648
420680.50,4521228.20,1.55921e-02,2.31030e-02,5.00000e-03,-0.753,-0.113,0.648
420615.50,4521538.90,1.39375e-02,2.20320e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4522200.00,1.12505e-02,2.41100e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4522420.00,1.04731e-02,1.78290e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4522860.00,9.02099e-03,1.58676e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523080.00,8.35056e-03,1.51410e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523520.00,7.12541e-03,9.91000e-03,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523740.00,6.57053e-03,1.14040e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4523960.00,6.05318e-03,1.32420e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4524180.00,5.57219e-03,1.12767e-02,5.00000e-03,-0.753,-0.113,0.648
420580.00,4524400.00,5.12614e-03,6.82340e-03,5.00000e-03,-0.753,-0.113,0.648
420580.00,4524620.00,4.71340e-03,4.32270e-03,5.00000e-03,-0.753,-0.113,0.648
420580.00,4524840.00,4.33222e-03,6.02810e-03,5.00000e-03,-0.753,-0.113,0.648
420580.00,4525060.00,3.98078e-03,5.54490e-03,5.00000e-03,-0.753,-0.113,0.648
420580.00,4525500.00,3.35972e-03,-2.13000e-05,5.00000e-03,-0.753,-0.113,0.648
420580.00,4525720.00,3.08643e-03,-5.17600e-04,5.00000e-03,-0.753,-0.113,0.648
420580.00,4525940.00,2.83563e-03,-1.91900e-04,5.00000e-03,-0.753,-0.113,0.648
420580.00,4526160.00,2.60561e-03,-2.15710e-03,5.00000e-03,-0.753,-0.113,0.648
420496.90,4527366.50,1.63360e-03,-6.55000e-04,5.00000e-03,-0.753,-0.113,0.648
420580.00,4527480.00,1.57852e-03,5.93400e-04,5.00000e-03,-0.753,-0.113,0.648
420580.00,4527700.00,1.45416e-03,-3.80200e-04,5.00000e-03,-0.753,-0.113,0.648
420909.40,4519220.00,2.52079e-02,3.60460e-02,5.00000e-03,-0.753,-0.113,0.648
420892.60,4519398.90,2.45584e-02,3.61900e-02,5.00000e-03,-0.753,-0.113,0.648
