xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,radius,radius_sigma,dP_mu,dP_mu_sigma
4.2620290e+05,2.8457480e+02,4.5185813e+06,3.4230336e+02,3.8851529e+03,1.0100494e+03,9.7927088e+02,1.3988537e+03,3.5367888e-03,4.5188149e-03
