func,iter,xcen,ycen,depth,Pxx,Pyy,Pzz
4.569716e+01,10,4.2601752e+05,4.5185149e+06,5.7473311e+03,4.4191544e+06,9.6890492e+06,3.5677672e+07
4.570117e+01,10,4.2587344e+05,4.5185192e+06,5.0754631e+03,6.9565031e+06,2.5288214e+06,3.1671406e+07
4.570542e+01,10,4.2593118e+05,4.5183943e+06,5.4736281e+03,1.1794357e+06,1.9860154e+07,3.7165439e+07
4.572859e+01,8,4.2624116e+05,4.5183999e+06,5.4875276e+03,1.7179786e+07,2.6842818e+07,3.8167586e+07
4.572978e+01,12,4.2664769e+05,4.5187906e+06,3.5485806e+03,1.5878471e+07,1.7341690e+07,2.6119915e+07
4.573326e+01,12,4.2650626e+05,4.5190180e+06,3.9602032e+03,1.6108983e+07,2.4960249e+07,2.8685298e+07
4.573407e+01,11,4.2603461e+05,4.5183638e+06,4.3625661e+03,1.7431750e+07,2.9881462e+07,2.7556262e+07
4.574664e+01,10,4.2672521e+05,4.5185715e+06,3.9816741e+03,1.9149770e+07,2.3550637e+07,2.4700053e+07
4.575102e+01,8,4.2604837e+05,4.5181110e+06,5.6341336e+03,9.7844344e+06,1.5796667e+07,3.6063556e+07
4.576784e+01,11,4.2584677e+05,4.5187705e+06,5.0848126e+03,2.7869589e+06,7.3934490e+06,2.7756069e+07
4.578262e+01,9,4.2624896e+05,4.5180396e+06,5.2884298e+03,4.7229573e+06,1.8211047e+07,3.7107867e+07
4.578688e+01,9,4.2581961e+05,4.5184397e+06,5.3894665e+03,1.0222426e+07,1.2252014e+07,3.4616925e+07
4.579299e+01,10,4.2591212e+05,4.5182702e+06,4.8186102e+03,8.2352411e+06,5.6273204e+06,3.1301816e+07
4.579669e+01,11,4.2670771e+05,4.5187027e+06,4.4628959e+03,2.0579184e+07,2.0411844e+07,3.3275224e+07
4.580601e+01,10,4.2609852e+05,4.5189681e+06,4.4355494e+03,1.6561913e+07,2.1488754e+07,2.7596500e+07
4.581302e+01,12,4.2614599e+05,4.5190830e+06,4.1422883e+03,2.0617909e+07,2.3074320e+07,2.9682477e+07
4.582727e+01,9,4.2644186e+05,4.5185014e+06,5.4469217e+03,9.3015251e+06,1.4982560e+07,3.9501603e+07
4.582881e+01,6,4.2638249e+05,4.5182299e+06,4.9287782e+03,1.8913717e+07,2.8680948e+07,3.2560741e+07
4.584343e+01,9,4.2643232e+05,4.5184403e+06,5.3959365e+03,1.5791243e+07,2.5525188e+07,3.6858173e+07
4.584916e+01,8,4.2642555e+05,4.5182524e+06,4.7925659e+03,1.9141343e+07,9.0831481e+06,3.2598055e+07
4.585636e+01,9,4.2627867e+05,4.5182049e+06,5.8032137e+03,1.0227811e+07,1.9218244e+07,3.9309875e+07
4.585687e+01,11,4.2589669e+05,4.5182159e+06,5.0773449e+03,1.5061789e+07,9.5230152e+06,3.2049828e+07
4.586345e+01,7,4.2613802e+05,4.5188052e+06,4.5015169e+03,1.0457964e+07,3.0201956e+07,3.0635057e+07
4.586981e+01,12,4.2665465e+05,4.5186722e+06,3.7522837e+03,8.1138340e+06,6.7841259e+06,1.8228454e+07
4.588110e+01,12,4.2586722e+05,4.5186648e+06,4.5781411e+03,1.2947632e+07,1.4971186e+07,3.2923547e+07
4.590071e+01,9,4.2594773e+05,4.5180138e+06,5.0107918e+03,2.1968351e+07,2.6402540e+07,3.6648267e+07
4.590384e+01,7,4.2645781e+05,4.5183481e+06,4.8375261e+03,1.2693749e+07,7.2658743e+06,2.6492767e+07
4.592335e+01,12,4.2673992e+05,4.5184337e+06,4.0781627e+03,1.6579659e+07,2.2156286e+07,2.9902206e+07
4.592899e+01,6,4.2603467e+05,4.5186706e+06,4.9611980e+03,2.0178001e+07,3.1381774e+07,3.9723526e+07
4.593508e+01,9,4.2604985e+05,4.5184519e+06,5.8589963e+03,1.5440637e+06,7.2377767e+06,3.6584931e+07
4.593783e+01,13,4.2646450e+05,4.5182507e+06,3.6508844e+03,1.9008530e+07,2.0838592e+07,2.7433154e+07
4.594175e+01,10,4.2614151e+05,4.5181269e+06,5.1375858e+03,2.4976314e+07,3.6210087e+07,4.1352202e+07
4.594371e+01,10,4.2645491e+05,4.5186606e+06,4.4507847e+03,6.4314205e+06,2.8331270e+07,3.0444551e+07
4.594542e+01,7,4.2588217e+05,4.5188161e+06,5.0114395e+03,9.8325498e+06,1.5153206e+07,3.2773543e+07
4.595379e+01,9,4.2618142e+05,4.5183889e+06,4.7588972e+03,6.1005713e+06,1.7641190e+07,2.4827697e+07
4.595919e+01,9,4.2579064e+05,4.5186807e+06,3.9203619e+03,2.1989344e+07,2.1350320e+07,2.3978138e+07
4.596263e+01,12,4.2579350e+05,4.5188093e+06,3.1980601e+03,1.2618434e+07,1.1507204e+07,1.9693370e+07
4.596558e+01,10,4.2648694e+05,4.5185478e+06,4.9280089e+03,2.8756128e+06,6.2346895e+06,3.3245006e+07
4.598384e+01,10,4.2630914e+05,4.5182780e+06,5.4321305e+03,1.9299159e+07,3.3848618e+07,4.2241244e+07
4.598411e+01,9,4.2589991e+05,4.5181648e+06,5.6192089e+03,4.6865313e+06,1.1974978e+07,3.5455121e+07
4.598872e+01,11,4.2669270e+05,4.5186440e+06,4.6989677e+03,2.0902110e+07,2.1115959e+07,3.4989068e+07
4.598925e+01,11,4.2639326e+05,4.5182920e+06,5.5102848e+03,2.0643963e+06,1.3212438e+07,3.8571880e+07
4.599727e+01,13,4.2683929e+05,4.5186666e+06,3.6710000e+03,1.4251155e+07,1.8474013e+07,2.3973562e+07
4.600471e+01,7,4.2617165e+05,4.5181630e+06,4.4854404e+03,2.2808088e+07,1.6360767e+07,2.8442750e+07
4.601244e+01,11,4.2632953e+05,4.5187824e+06,5.2310674e+03,1.8975570e+06,7.4176438e+06,2.7460555e+07
4.601338e+01,12,4.2596160e+05,4.5191181e+06,3.7682153e+03,7.5758169e+06,1.1427290e+07,2.0697956e+07
4.601613e+01,11,4.2579603e+05,4.5182775e+06,5.0660012e+03,3.8491633e+06,5.6498950e+06,2.6721114e+07
4.603400e+01,10,4.2629594e+05,4.5189625e+06,4.8916586e+03,1.0602870e+07,1.3480931e+07,3.2362725e+07
4.604030e+01,11,4.2636515e+05,4.5181749e+06,3.8550773e+03,1.9086339e+07,2.1537463e+07,2.2141847e+07
4.604378e+01,8,4.2643633e+05,4.5184620e+06,5.5250176e+03,7.3875432e+06,2.9913296e+06,3.1430989e+07
4.604454e+01,12,4.2595414e+05,4.5181528e+06,4.7926501e+03,3.9151455e+06,1.5237782e+07,2.5038415e+07
4.604576e+01,11,4.2602485e+05,4.5179502e+06,5.2754314e+03,1.3206057e+07,1.8907052e+07,3.6160010e+07
4.605908e+01,10,4.2656983e+05,4.5182448e+06,5.1526885e+03,4.3558121e+06,9.8888657e+06,2.8385574e+07
4.606097e+01,11,4.2652062e+05,4.5181741e+06,3.6302952e+03,1.6085007e+07,1.7860575e+07,2.0204563e+07
4.607222e+01,10,4.2659874e+05,4.5184361e+06,5.3135101e+03,1.0000215e+07,7.8880269e+06,3.2043830e+07
4.607460e+01,9,4.2584762e+05,4.5181301e+06,4.6621001e+03,1.2054339e+07,2.5483120e+07,3.3550202e+07
4.609449e+01,10,4.2633928e+05,4.5188678e+06,4.8029753e+03,1.7337399e+07,2.8881365e+07,3.5379508e+07
4.609847e+01,10,4.2652690e+05,4.5180471e+06,5.0949695e+03,3.9234886e+06,1.1029826e+07,3.0724243e+07
4.609979e+01,11,4.2589272e+05,4.5188876e+06,4.7213578e+03,4.8419179e+06,1.1566978e+07,2.5311587e+07
4.610748e+01,10,4.2649117e+05,4.5186613e+06,4.1171301e+03,1.4637201e+07,2.1913714e+07,2.3340824e+07
4.612978e+01,10,4.2604310e+05,4.5181942e+06,5.6974073e+03,1.3432698e+07,1.8906618e+07,4.0181643e+07
4.613025e+01,10,4.2660971e+05,4.5181400e+06,4.5103871e+03,1.7737411e+07,2.2652888e+07,3.3307741e+07
4.613189e+01,13,4.2664883e+05,4.5189995e+06,3.2795756e+03,2.1682895e+07,2.4793520e+07,2.1889587e+07
4.615122e+01,10,4.2618461e+05,4.5185181e+06,4.7133455e+03,8.7125258e+06,3.2953634e+07,3.5076453e+07
4.616182e+01,11,4.2572988e+05,4.5183698e+06,4.1659706e+03,1.9928324e+07,2.3642025e+07,3.1282191e+07
4.616216e+01,9,4.2616714e+05,4.5185199e+06,5.0066473e+03,1.7692510e+07,2.0689459e+07,3.0626093e+07
4.616433e+01,10,4.2594120e+05,4.5187551e+06,5.2547990e+03,1.0640714e+07,1.1305091e+07,3.3839806e+07
4.617656e+01,12,4.2619435e+05,4.5186307e+06,4.1609039e+03,1.8257671e+07,2.3337460e+07,2.4119752e+07
4.626399e+01,9,4.2605186e+05,4.5179474e+06,5.3449561e+03,5.8307586e+06,1.5004712e+07,3.5486921e+07
4.627649e+01,10,4.2669276e+05,4.5181830e+06,4.7154552e+03,1.8589384e+07,2.1678428e+07,3.3243511e+07
4.627977e+01,10,4.2605093e+05,4.5182049e+06,4.6852580e+03,1.4527641e+07,2.8810628e+07,2.9396420e+07
4.628117e+01,7,4.2586295e+05,4.5184242e+06,5.1186763e+03,1.3573964e+07,3.0227239e+07,3.7037427e+07
4.629355e+01,10,4.2667737e+05,4.5182533e+06,4.9285522e+03,1.3574170e+07,2.3945098e+07,3.3148022e+07
4.630772e+01,11,4.2613982e+05,4.5184171e+06,3.7448496e+03,1.2347571e+07,2.2678794e+07,2.7965779e+07
4.631770e+01,12,4.2574987e+05,4.5182547e+06,4.1077964e+03,1.3748605e+07,2.3413598e+07,2.4442648e+07
4.634186e+01,12,4.2639899e+05,4.5188856e+06,5.0338062e+03,3.3327179e+06,4.2775838e+06,2.6496174e+07
4.634218e+01,9,4.2605049e+05,4.5187983e+06,4.8400466e+03,1.9307372e+07,2.1548303e+07,3.1193942e+07
4.634853e+01,9,4.2623348e+05,4.5183963e+06,5.7066529e+03,1.4500549e+07,1.9707344e+07,3.8582373e+07
4.635185e+01,10,4.2650563e+05,4.5184277e+06,5.0142091e+03,8.1586849e+06,2.0739778e+07,3.7644606e+07
4.636119e+01,10,4.2575652e+05,4.5184920e+06,5.0212691e+03,1.4724612e+07,2.5194017e+07,3.5129312e+07
4.638825e+01,11,4.2641168e+05,4.5179015e+06,4.5475252e+03,2.1478496e+07,2.7524730e+07,3.2313679e+07
4.638973e+01,7,4.2596949e+05,4.5182658e+06,5.7473438e+03,1.0334653e+06,6.7927956e+06,3.6750606e+07
4.639126e+01,10,4.2670741e+05,4.5184619e+06,4.9639885e+03,1.1476443e+07,1.9884147e+07,3.5001523e+07
4.642017e+01,9,4.2614090e+05,4.5183554e+06,5.8373168e+03,9.8666305e+06,9.4950773e+06,3.8433774e+07
4.642056e+01,11,4.2670217e+05,4.5185962e+06,4.7882509e+03,1.6938133e+07,1.7072979e+07,3.4538206e+07
4.642131e+01,10,4.2604698e+05,4.5183138e+06,4.7653359e+03,9.4588729e+06,2.5962405e+07,2.8188741e+07
4.642770e+01,10,4.2667958e+05,4.5181541e+06,4.4732279e+03,1.9648792e+07,2.5407290e+07,3.0256701e+07
4.642984e+01,10,4.2586050e+05,4.5181142e+06,5.1471306e+03,1.3696064e+07,2.3824566e+07,3.3726481e+07
4.643261e+01,11,4.2601897e+05,4.5186525e+06,4.3061141e+03,1.0974308e+06,2.1410420e+07,2.8699570e+07
4.643761e+01,8,4.2654951e+05,4.5184752e+06,4.7196541e+03,1.7693795e+07,3.2546268e+07,3.2943558e+07
4.646013e+01,10,4.2638598e+05,4.5185553e+06,4.7749550e+03,1.3456935e+07,1.8736349e+07,2.7070597e+07
4.647750e+01,6,4.2634692e+05,4.5186210e+06,4.7669514e+03,1.4612551e+07,6.0535702e+06,2.5588705e+07
4.647970e+01,12,4.2582942e+05,4.5182508e+06,3.3206031e+03,2.1316770e+07,2.4000841e+07,2.4407377e+07
4.648917e+01,12,4.2578499e+05,4.5186637e+06,4.1318221e+03,1.4824572e+07,1.0377078e+07,2.7297637e+07
4.649162e+01,11,4.2581537e+05,4.5185372e+06,4.7886873e+03,4.7969418e+06,1.3307752e+07,3.2444336e+07
4.650052e+01,13,4.2637274e+05,4.5180601e+06,4.0610499e+03,2.1790359e+07,2.0476968e+07,3.0296579e+07
4.650140e+01,11,4.2598723e+05,4.5184457e+06,3.8692605e+03,1.9442181e+07,2.1798392e+07,3.0552801e+07
4.650267e+01,11,4.2617302e+05,4.5179769e+06,4.8188309e+03,6.3122420e+06,2.1849537e+07,3.3254015e+07
4.651237e+01,10,4.2638388e+05,4.5181287e+06,4.9147670e+03,1.9045107e+07,2.2621514e+07,3.8701039e+07
4.651332e+01,9,4.2611336e+05,4.5183183e+06,4.9356674e+03,9.2256248e+06,2.3296379e+07,2.8483815e+07
4.651762e+01,11,4.2671784e+05,4.5186299e+06,4.4346425e+03,2.6187900e+07,2.9322765e+07,3.4519575e+07
4.653398e+01,8,4.2652733e+05,4.5187074e+06,4.9691251e+03,5.4305395e+06,1.8384466e+07,3.5242999e+07
4.654266e+01,12,4.2578380e+05,4.5183189e+06,4.1628461e+03,1.0518099e+07,2.2289756e+07,2.9141687e+07
4.654895e+01,10,4.2604843e+05,4.5181729e+06,5.1184826e+03,1.0823017e+07,1.5876377e+07,2.9149607e+07
4.654937e+01,11,4.2573825e+05,4.5185092e+06,4.8581432e+03,1.2151518e+07,1.5354970e+07,3.3541451e+07
4.655202e+01,10,4.2596574e+05,4.5181358e+06,4.7581367e+03,2.5977630e+07,2.7199484e+07,3.8317447e+07
4.656409e+01,11,4.2639611e+05,4.5188399e+06,5.1308785e+03,4.5569952e+06,1.2392061e+07,2.9258806e+07
4.656974e+01,9,4.2620412e+05,4.5180845e+06,5.8379821e+03,3.3231732e+06,8.8823729e+06,3.7698030e+07
4.657208e+01,9,4.2629760e+05,4.5181868e+06,4.9464182e+03,3.3779115e+07,3.3160389e+07,4.1307406e+07
4.657459e+01,12,4.2599774e+05,4.5187107e+06,3.6395047e+03,1.6505172e+07,1.8888712e+07,2.7657340e+07
4.658895e+01,11,4.2596257e+05,4.5185720e+06,4.4577020e+03,2.4456023e+07,3.2860513e+07,3.7647175e+07
4.659865e+01,11,4.2648913e+05,4.5188076e+06,4.6681252e+03,2.7335649e+07,2.6222186e+07,3.5314240e+07
4.659984e+01,12,4.2573630e+05,4.5181386e+06,3.6605305e+03,1.6675073e+07,1.8684031e+07,2.1522484e+07
4.660376e+01,13,4.2566498e+05,4.5186538e+06,4.5848388e+03,4.5936470e+06,6.7484590e+06,2.5338987e+07
4.660440e+01,10,4.2570896e+05,4.5182170e+06,4.3189770e+03,1.6970250e+07,2.6928296e+07,3.0770540e+07
4.660958e+01,9,4.2654282e+05,4.5185388e+06,5.0303058e+03,1.1145176e+07,4.4233042e+06,3.3643575e+07
4.661078e+01,13,4.2565936e+05,4.5182693e+06,4.6334007e+03,2.8455102e+06,9.7586800e+06,2.5781294e+07
4.661525e+01,10,4.2645428e+05,4.5184165e+06,5.7071021e+03,1.0855871e+07,1.8074205e+07,3.9781537e+07
4.661543e+01,12,4.2594215e+05,4.5180609e+06,4.0451693e+03,2.0183609e+07,1.6572172e+07,2.5729446e+07
4.664004e+01,10,4.2608221e+05,4.5187035e+06,4.5226617e+03,2.0241909e+07,2.2000944e+07,2.7536433e+07
4.664900e+01,10,4.2634808e+05,4.5184806e+06,4.0091623e+03,1.9554733e+07,3.0577277e+07,2.5362821e+07
4.668409e+01,10,4.2627214e+05,4.5179637e+06,4.5518319e+03,1.7812541e+07,3.2873150e+07,3.2783547e+07
4.669940e+01,11,4.2582492e+05,4.5186253e+06,5.0815432e+03,1.0180454e+07,2.4589202e+07,3.4430172e+07
4.670505e+01,11,4.2665326e+05,4.5183624e+06,4.2003510e+03,2.5144327e+07,2.7925433e+07,3.4293565e+07
4.670965e+01,11,4.2584090e+05,4.5187858e+06,4.7664277e+03,1.0181757e+07,1.4174914e+07,3.2413825e+07
4.671455e+01,9,4.2596975e+05,4.5182300e+06,5.0643296e+03,2.4299279e+07,3.3606188e+07,4.1377269e+07
4.671897e+01,12,4.2628529e+05,4.5190794e+06,3.8522833e+03,2.1739902e+07,2.4683660e+07,2.5516904e+07
4.672504e+01,10,4.2648140e+05,4.5180520e+06,5.0968088e+03,1.3641451e+06,7.6721183e+06,3.1157758e+07
4.672906e+01,10,4.2601717e+05,4.5185451e+06,5.6821952e+03,5.7401780e+06,6.3270499e+06,3.3365886e+07
4.673876e+01,12,4.2564809e+05,4.5185535e+06,3.4202012e+03,1.7125837e+07,1.9810356e+07,2.3352483e+07
4.674513e+01,10,4.2599231e+05,4.5186087e+06,5.0243269e+03,1.3601403e+07,3.7554608e+06,2.8126875e+07
4.676128e+01,12,4.2582734e+05,4.5182550e+06,3.9363962e+03,1.6517775e+07,1.8425147e+07,2.2011357e+07
4.676504e+01,12,4.2581039e+05,4.5179881e+06,4.2872228e+03,1.5637806e+07,2.1975263e+07,2.9414792e+07
4.677853e+01,12,4.2598144e+05,4.5189526e+06,3.7932034e+03,1.9521344e+07,2.6393792e+07,2.9332726e+07
4.678053e+01,8,4.2655240e+05,4.5186653e+06,4.7183258e+03,2.8340386e+07,3.2457592e+07,3.8421558e+07
4.678379e+01,10,4.2653758e+05,4.5180308e+06,5.1083792e+03,6.9130868e+06,1.5283797e+07,3.3124182e+07
4.679357e+01,8,4.2597585e+05,4.5179058e+06,4.9045947e+03,1.1807746e+07,1.7008967e+07,3.0499836e+07
4.680484e+01,11,4.2645999e+05,4.5187199e+06,4.8135757e+03,1.7187826e+07,1.9953794e+07,3.7637854e+07
4.681116e+01,10,4.2648342e+05,4.5186365e+06,5.5753115e+03,3.7578123e+06,5.7542960e+06,3.4304044e+07
4.681136e+01,9,4.2633747e+05,4.5186867e+06,4.8862687e+03,1.4092073e+07,2.8720463e+07,3.2096067e+07
4.681512e+01,10,4.2612073e+05,4.5186627e+06,5.5963551e+03,1.1001563e+07,1.4308779e+07,3.7089818e+07
4.682226e+01,9,4.2600301e+05,4.5184802e+06,4.8556407e+03,1.4586980e+07,3.5368636e+06,2.7087539e+07
4.682921e+01,9,4.2589812e+05,4.5180465e+06,5.1942311e+03,1.0885833e+07,2.0218713e+07,3.2449908e+07
4.683485e+01,11,4.2599420e+05,4.5186289e+06,4.5686548e+03,2.9250887e+07,3.1560715e+07,3.8879945e+07
4.688655e+01,11,4.2561850e+05,4.5185456e+06,4.0118740e+03,1.7567010e+07,2.2702982e+07,2.5081215e+07
4.690297e+01,10,4.2609017e+05,4.5185333e+06,4.9303030e+03,2.1253680e+07,3.3160537e+07,3.4807298e+07
4.690831e+01,11,4.2614793e+05,4.5181029e+06,4.0313324e+03,1.4927188e+07,2.3825852e+07,2.3040741e+07
4.691102e+01,10,4.2574823e+05,4.5181783e+06,4.9362434e+03,1.2896846e+07,2.2756160e+07,3.1777190e+07
4.691451e+01,13,4.2564475e+05,4.5182915e+06,4.1239009e+03,2.2176658e+07,2.6423243e+07,2.8516023e+07
4.692850e+01,11,4.2637488e+05,4.5182479e+06,4.6324633e+03,1.5500635e+07,1.2620097e+07,3.4209299e+07
4.695282e+01,12,4.2610451e+05,4.5183897e+06,4.4233273e+03,1.1678978e+07,2.3966070e+07,3.4488492e+07
4.698388e+01,12,4.2562717e+05,4.5184531e+06,4.6038011e+03,1.1683019e+07,1.8575146e+07,3.0253901e+07
4.699041e+01,10,4.2590542e+05,4.5181783e+06,4.5095274e+03,3.1676120e+07,3.1352308e+07,3.6436991e+07
4.699136e+01,10,4.2610281e+05,4.5179176e+06,4.4866917e+03,2.4147119e+07,2.2870901e+07,3.2243665e+07
4.699951e+01,11,4.2658995e+05,4.5183477e+06,4.5350082e+03,1.4179061e+07,2.1464051e+07,3.4641162e+07
4.701148e+01,11,4.2667358e+05,4.5184189e+06,4.5839013e+03,1.5234142e+07,2.5867924e+07,3.5022506e+07
4.702001e+01,12,4.2607603e+05,4.5179747e+06,4.5972026e+03,1.0522068e+07,1.4021855e+07,2.5697304e+07
4.702380e+01,13,4.2676551e+05,4.5182659e+06,3.5947897e+03,1.8671247e+07,1.9456463e+07,2.2216362e+07
4.702519e+01,10,4.2653572e+05,4.5186963e+06,4.8876562e+03,1.7477181e+07,3.0394621e+07,3.5433410e+07
4.703692e+01,7,4.2611062e+05,4.5179332e+06,5.0648323e+03,2.1033054e+07,3.0477730e+07,3.6916474e+07
4.705658e+01,10,4.2643007e+05,4.5186234e+06,5.4718080e+03,6.3227234e+06,1.7351812e+07,3.3649221e+07
4.706242e+01,9,4.2619726e+05,4.5184436e+06,5.0814849e+03,2.4594217e+07,3.3928546e+07,3.7175895e+07
4.706891e+01,8,4.2633721e+05,4.5180156e+06,4.6366712e+03,2.3916414e+07,2.8622418e+07,3.1547474e+07
4.707362e+01,10,4.2651624e+05,4.5180196e+06,4.8362664e+03,1.9316976e+07,1.9055913e+07,3.4296018e+07
4.709820e+01,10,4.2610161e+05,4.5181413e+06,5.8458948e+03,8.3956310e+06,1.8268202e+07,3.9249471e+07
4.710198e+01,10,4.2576209e+05,4.5184119e+06,4.6001812e+03,2.7280253e+06,8.9661683e+06,2.2275456e+07
4.710488e+01,11,4.2657962e+05,4.5187200e+06,4.6209007e+03,1.8126085e+07,1.8063536e+07,2.8139364e+07
4.714658e+01,7,4.2615081e+05,4.5182988e+06,5.3148221e+03,1.7793163e+07,7.5964833e+06,3.6949471e+07
4.717300e+01,9,4.2621594e+05,4.5184543e+06,5.9006281e+03,3.1060357e+06,7.3128551e+06,3.8802473e+07
4.717586e+01,8,4.2639336e+05,4.5181718e+06,4.8154521e+03,2.3936780e+07,3.8621833e+07,3.9687291e+07
4.718774e+01,11,4.2665681e+05,4.5187910e+06,4.4472597e+03,2.4451945e+07,2.4070540e+07,3.4031102e+07
4.719414e+01,9,4.2627530e+05,4.5179307e+06,5.4323512e+03,1.0454837e+07,1.7802253e+07,3.4989383e+07
4.719482e+01,9,4.2627093e+05,4.5180446e+06,5.6638142e+03,1.1223288e+07,1.5073479e+07,3.9629754e+07
4.721949e+01,11,4.2658245e+05,4.5187976e+06,4.9562042e+03,1.4332044e+07,1.1057741e+07,3.2361873e+07
4.722445e+01,10,4.2564606e+05,4.5184437e+06,4.1809022e+03,1.6691831e+07,2.5563431e+07,2.9664001e+07
4.723418e+01,11,4.2657580e+05,4.5182688e+06,4.1183501e+03,1.7460255e+07,1.8707317e+07,2.3651359e+07
4.723436e+01,12,4.2591629e+05,4.5183707e+06,4.2753941e+03,1.4044921e+07,3.1550064e+07,3.2045441e+07
4.724937e+01,10,4.2600326e+05,4.5179319e+06,5.2016995e+03,4.8908173e+06,1.8519449e+07,3.4703484e+07
4.725327e+01,7,4.2622802e+05,4.5183249e+06,3.7985425e+03,7.6127514e+06,9.5296134e+06,2.4842378e+07
4.727409e+01,12,4.2619017e+05,4.5183728e+06,4.5070586e+03,1.2372980e+07,8.4407346e+06,2.2873266e+07
4.728499e+01,11,4.2578719e+05,4.5186950e+06,4.8555272e+03,1.6166046e+07,2.5539053e+07,3.3650146e+07
4.728741e+01,13,4.2566427e+05,4.5187923e+06,3.5258417e+03,1.6974274e+07,2.4424201e+07,2.3404305e+07
4.728901e+01,13,4.2601650e+05,4.5184190e+06,3.6057303e+03,1.4189866e+07,2.4404057e+07,2.6923999e+07
4.732535e+01,11,4.2575072e+05,4.5182030e+06,5.0177473e+03,4.2295096e+06,1.1298048e+07,3.2003119e+07
4.733378e+01,8,4.2663771e+05,4.5186790e+06,3.9015024e+03,1.3071554e+07,1.5644270e+07,2.8431410e+07
4.734692e+01,12,4.2586938e+05,4.5182979e+06,4.6386625e+03,1.7836376e+07,1.2897263e+07,3.3067573e+07
4.735758e+01,9,4.2662927e+05,4.5185563e+06,4.9303534e+03,1.2008899e+07,2.6874195e+07,3.3220219e+07
4.737798e+01,12,4.2651297e+05,4.5188036e+06,5.1443078e+03,3.0134358e+06,9.7657481e+06,2.8862376e+07
4.737906e+01,9,4.2636596e+05,4.5184603e+06,5.7648273e+03,6.2931076e+06,3.0701397e+06,3.3853767e+07
4.738981e+01,9,4.2592452e+05,4.5183611e+06,5.4176595e+03,1.0826507e+07,1.0236041e+07,3.7733251e+07
4.739372e+01,10,4.2648477e+05,4.5186236e+06,4.1560047e+03,6.4695207e+06,2.6899439e+07,2.8121242e+07
4.739766e+01,8,4.2615448e+05,4.5184036e+06,5.2203847e+03,2.0193134e+07,3.0737834e+07,3.6228125e+07
4.740807e+01,11,4.2576496e+05,4.5182318e+06,5.1012993e+03,1.3394979e+07,1.2987499e+07,3.3779784e+07
4.742326e+01,11,4.2669280e+05,4.5188134e+06,4.0196366e+03,1.2389622e+07,2.3588518e+07,2.5566189e+07
4.743012e+01,11,4.2663405e+05,4.5186596e+06,4.9073865e+03,1.6328275e+07,2.6945201e+07,3.6760834e+07
4.744015e+01,11,4.2582421e+05,4.5183126e+06,3.6936904e+03,1.6179747e+07,2.8444194e+07,2.3664753e+07
4.744525e+01,10,4.2599805e+05,4.5180642e+06,4.7903380e+03,5.5391781e+06,2.5092292e+07,2.8867736e+07
4.748112e+01,7,4.2627892e+05,4.5179940e+06,5.4023971e+03,4.7526354e+06,2.2540340e+07,3.3444009e+07
4.748780e+01,10,4.2641562e+05,4.5180670e+06,5.4265046e+03,1.1264717e+07,1.5531347e+07,3.8781949e+07
4.749935e+01,7,4.2646858e+05,4.5179986e+06,5.3125721e+03,1.4661376e+07,1.9636433e+07,3.7493415e+07
4.750188e+01,10,4.2639545e+05,4.5180391e+06,5.3597584e+03,1.5523992e+07,2.3229962e+07,4.0443012e+07
4.750300e+01,10,4.2602195e+05,4.5189299e+06,4.5291816e+03,1.2579708e+07,2.1683013e+07,3.3124612e+07
4.750623e+01,9,4.2600498e+05,4.5186175e+06,4.6925395e+03,2.8503716e+07,2.1392244e+07,3.7385061e+07
4.751070e+01,11,4.2586685e+05,4.5181073e+06,5.0997587e+03,1.8150215e+07,1.7723848e+07,3.6384122e+07
4.752498e+01,12,4.2572041e+05,4.5184349e+06,4.7308191e+03,1.4252167e+07,2.5710557e+07,3.4483528e+07
4.752646e+01,11,4.2645404e+05,4.5185793e+06,5.6874907e+03,4.1733722e+06,1.1169905e+07,3.4835686e+07
4.753634e+01,9,4.2578265e+05,4.5186483e+06,4.9004375e+03,1.3574285e+07,1.0385649e+07,2.8689571e+07
4.753862e+01,10,4.2644856e+05,4.5181124e+06,5.5460220e+03,3.4073141e+06,4.9788811e+06,3.5204504e+07
4.754245e+01,9,4.2615973e+05,4.5181141e+06,5.4279716e+03,1.1720018e+07,1.0220057e+07,3.8276739e+07
4.754517e+01,8,4.2671065e+05,4.5188718e+06,4.0568702e+03,2.2251370e+07,2.1294956e+07,2.7005251e+07
4.754702e+01,10,4.2608727e+05,4.5184369e+06,5.7526230e+03,1.1705821e+07,2.3095982e+07,4.0560657e+07
4.755677e+01,9,4.2643800e+05,4.5180775e+06,3.5610102e+03,2.9646948e+07,3.0330760e+07,2.7967505e+07
4.756125e+01,9,4.2626119e+05,4.5187226e+06,5.4202163e+03,5.0993172e+06,1.6836266e+07,3.8179491e+07
4.756326e+01,10,4.2605346e+05,4.5188594e+06,4.5134494e+03,1.0630159e+07,2.1454294e+07,3.3599685e+07
4.757058e+01,9,4.2602468e+05,4.5181634e+06,4.9166849e+03,1.2827659e+07,3.1950174e+07,3.2761955e+07
4.757545e+01,9,4.2628555e+05,4.5179310e+06,5.4738311e+03,1.0021801e+07,1.9886297e+07,3.5634708e+07
4.757750e+01,12,4.2638041e+05,4.5185792e+06,4.5546342e+03,1.6603880e+07,2.3622295e+07,2.6998939e+07
4.757773e+01,12,4.2595111e+05,4.5181029e+06,4.2135870e+03,1.8233614e+07,1.9121643e+07,3.1257676e+07
