xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,dVol,dVol_sigma
4.2634940e+05,1.0154849e+01,4.5189670e+06,1.2740861e+01,2.5944275e+03,1.3709984e+01,4.7821753e+06,3.6066341e+04
