depth,Pxx,Pyy,Pzz,Pxy,Pyz,Pzx
3.0558784e+03,1.3610901e+07,1.5281747e+07,1.7877712e+07,-1.2056054e+06,-1.2258436e+05,-3.9975025e+05
3.0382836e+03,1.3568055e+07,1.4832424e+07,1.7481338e+07,-9.9909634e+05,7.4325996e+04,-3.3463760e+05
3.0589681e+03,1.3312480e+07,1.4603368e+07,1.7467083e+07,-1.1073353e+06,1.3535505e+05,-3.4661555e+05
3.0663080e+03,1.3298562e+07,1.4721384e+07,1.7582416e+07,-1.1741882e+06,7.7923337e+04,-3.0803914e+05
3.0462510e+03,1.3605964e+07,1.4410483e+07,1.7293176e+07,-1.1362515e+06,1.5909385e+05,-3.2167535e+05
3.1018294e+03,1.3437785e+07,1.5121843e+07,1.7995245e+07,-1.1778780e+06,-1.0605654e+05,-4.5867945e+05
3.0429211e+03,1.3206578e+07,1.4542234e+07,1.7360016e+07,-1.0002405e+06,1.8543011e+05,-3.7307717e+05
3.0634416e+03,1.3597537e+07,1.5114585e+07,1.7749510e+07,-9.6226241e+05,5.9359849e+04,-4.5545647e+05
3.0587426e+03,1.3345702e+07,1.4568558e+07,1.7584575e+07,-9.4958908e+05,4.6411696e+04,-4.0913038e+05
3.0331664e+03,1.3465104e+07,1.4964844e+07,1.7433751e+07,-9.8024370e+05,1.1961484e+05,-3.9716685e+05
3.0838721e+03,1.3139116e+07,1.4019479e+07,1.7384400e+07,-1.0553604e+06,1.7792465e+05,-4.4716968e+05
3.0826810e+03,1.3350911e+07,1.4574946e+07,1.7532789e+07,-1.1664172e+06,1.8046120e+05,-2.9294329e+05
3.0720187e+03,1.3502552e+07,1.4744433e+07,1.7696531e+07,-9.9719089e+05,9.0294973e+04,-4.3391134e+05
3.0994153e+03,1.3437653e+07,1.4966103e+07,1.7725167e+07,-1.0311423e+06,1.8872583e+05,-3.3821987e+05
3.0531905e+03,1.3699806e+07,1.5142536e+07,1.7807607e+07,-1.1933168e+06,-1.1466082e+05,-3.7580941e+05
3.0445313e+03,1.3575965e+07,1.4627874e+07,1.7431649e+07,-1.0452615e+06,1.0463035e+05,-3.1507260e+05
3.0742085e+03,1.3234222e+07,1.4537950e+07,1.7454001e+07,-1.2388906e+06,1.7681560e+05,-3.3218679e+05
3.0436318e+03,1.3465684e+07,1.4752636e+07,1.7574462e+07,-1.1357083e+06,-2.2175835e+04,-2.9675448e+05
3.0674088e+03,1.3445688e+07,1.4385951e+07,1.7403924e+07,-1.1627633e+06,1.3989771e+05,-3.5748350e+05
3.0906258e+03,1.3465231e+07,1.4927840e+07,1.7829012e+07,-1.1484246e+06,-2.2185805e+04,-4.0088937e+05
3.0540559e+03,1.3396406e+07,1.4755036e+07,1.7608589e+07,-1.1336682e+06,3.5420414e+04,-3.6124936e+05
3.0687219e+03,1.3527445e+07,1.5277967e+07,1.7827479e+07,-9.5497748e+05,4.3776838e+04,-5.0897083e+05
3.0562627e+03,1.3315420e+07,1.4399919e+07,1.7440316e+07,-9.4486776e+05,1.4691783e+05,-3.6980737e+05
3.0521761e+03,1.3194322e+07,1.4182519e+07,1.7055306e+07,-1.1707470e+06,3.3392449e+05,-2.8272582e+05
3.1125895e+03,1.2951785e+07,1.3871073e+07,1.7272189e+07,-1.1126990e+06,3.1538642e+05,-3.3914584e+05
3.0849643e+03,1.3350174e+07,1.4468775e+07,1.7494117e+07,-1.1016459e+06,2.0684278e+05,-2.8160708e+05
3.0847084e+03,1.3363848e+07,1.4459540e+07,1.7659450e+07,-1.0947631e+06,1.1972809e+05,-4.1108239e+05
3.1027439e+03,1.3532666e+07,1.5017315e+07,1.7942638e+07,-9.4680652e+05,9.8749246e+04,-4.6100050e+05
3.0508479e+03,1.3619620e+07,1.4961580e+07,1.7677449e+07,-1.1555901e+06,-3.4827049e+04,-3.7312870e+05
3.0356462e+03,1.3681800e+07,1.4654877e+07,1.7368470e+07,-1.0612389e+06,1.2173660e+05,-2.7655855e+05
3.0711150e+03,1.3170846e+07,1.4520581e+07,1.7438618e+07,-1.2478740e+06,1.7122509e+05,-3.5845254e+05
3.0439095e+03,1.3442067e+07,1.4585171e+07,1.7462633e+07,-1.2083753e+06,-2.3696555e+04,-2.4358378e+05
3.0601064e+03,1.3682889e+07,1.4503641e+07,1.7426672e+07,-1.2576651e+06,8.8532357e+04,-3.0912593e+05
3.1093150e+03,1.3396923e+07,1.4925976e+07,1.7937684e+07,-1.1995970e+06,-5.5146798e+04,-4.2942117e+05
3.0723949e+03,1.3186200e+07,1.4363613e+07,1.7451755e+07,-1.0602088e+06,1.7461613e+05,-3.6353476e+05
3.0663171e+03,1.3289815e+07,1.4701639e+07,1.7549481e+07,-1.0416109e+06,5.8288165e+04,-4.1939685e+05
3.0271972e+03,1.3254842e+07,1.4415876e+07,1.7384947e+07,-1.0190611e+06,8.2811661e+03,-3.8032545e+05
3.0312367e+03,1.3508330e+07,1.4475825e+07,1.7085058e+07,-1.2108965e+06,3.3579495e+05,-2.5673711e+05
3.1195570e+03,1.2865640e+07,1.3678394e+07,1.7183540e+07,-1.1487514e+06,3.8138744e+05,-3.1892364e+05
3.1056852e+03,1.3393051e+07,1.4542259e+07,1.7617174e+07,-1.2331778e+06,1.9664041e+05,-2.7653288e+05
3.0924656e+03,1.3382928e+07,1.4507480e+07,1.7815769e+07,-1.0740450e+06,5.2197078e+04,-4.4590048e+05
3.0940105e+03,1.3570438e+07,1.4776597e+07,1.7767887e+07,-9.4814912e+05,1.4420920e+05,-3.9588898e+05
3.0532645e+03,1.3431070e+07,1.4773911e+07,1.7585006e+07,-1.1532010e+06,3.6148286e+04,-4.0398448e+05
3.0541668e+03,1.3455443e+07,1.4660504e+07,1.7486550e+07,-1.1270042e+06,8.7028524e+04,-3.3217359e+05
3.0515553e+03,1.3281582e+07,1.4767831e+07,1.7477416e+07,-1.1549534e+06,9.6675766e+04,-3.9232743e+05
3.0513867e+03,1.3426072e+07,1.4793430e+07,1.7535323e+07,-1.1915961e+06,7.2842769e+03,-3.1511497e+05
3.0409853e+03,1.3513543e+07,1.4350450e+07,1.7284516e+07,-1.2030531e+06,8.7799092e+04,-3.3973135e+05
3.1064861e+03,1.3230559e+07,1.4584531e+07,1.7699482e+07,-1.2116768e+06,4.8778428e+04,-3.9704409e+05
3.0400975e+03,1.3026697e+07,1.4106791e+07,1.7150935e+07,-1.0936501e+06,2.0954398e+05,-3.3815745e+05
3.0672638e+03,1.3135044e+07,1.4472792e+07,1.7352474e+07,-1.0456866e+06,1.7513557e+05,-4.0586507e+05
3.0062762e+03,1.3161646e+07,1.4410817e+07,1.7119465e+07,-1.0421092e+06,1.3098441e+05,-3.6757996e+05
3.0651782e+03,1.3347453e+07,1.4461297e+07,1.7298433e+07,-1.1365494e+06,2.7650880e+05,-3.2133237e+05
3.0778985e+03,1.3295637e+07,1.4323594e+07,1.7327146e+07,-1.1804914e+06,2.6417214e+05,-3.0891756e+05
3.0420843e+03,1.3386391e+07,1.4654522e+07,1.7404025e+07,-1.1046350e+06,1.0796547e+05,-3.4735382e+05
3.1026980e+03,1.3376039e+07,1.4333896e+07,1.7801409e+07,-1.0955331e+06,9.5599022e+04,-4.1863319e+05
3.0955174e+03,1.3540262e+07,1.4697097e+07,1.7734378e+07,-9.9392421e+05,1.3820327e+05,-3.7551480e+05
3.0423877e+03,1.3548092e+07,1.4719812e+07,1.7441690e+07,-1.1864372e+06,1.0479832e+05,-3.5994859e+05
3.0690680e+03,1.3448429e+07,1.4791130e+07,1.7706741e+07,-1.0567035e+06,-3.5402312e+04,-3.6940148e+05
3.0825807e+03,1.3360741e+07,1.4741459e+07,1.7764393e+07,-1.1216824e+06,7.4183265e+04,-4.6571597e+05
3.0652075e+03,1.3475846e+07,1.4852158e+07,1.7621287e+07,-1.2251215e+06,2.2650526e+02,-2.9897452e+05
3.0552292e+03,1.3415504e+07,1.4411871e+07,1.7362640e+07,-1.1903987e+06,1.1239384e+05,-3.5076367e+05
3.0904883e+03,1.3223136e+07,1.4510481e+07,1.7574656e+07,-1.1132244e+06,1.1409018e+05,-4.0910830e+05
3.0642479e+03,1.2812668e+07,1.3956313e+07,1.7217563e+07,-1.0662871e+06,1.6065954e+05,-3.8711490e+05
3.0744679e+03,1.3166443e+07,1.4424449e+07,1.7353667e+07,-1.0482107e+06,1.6686997e+05,-4.3665097e+05
3.0326235e+03,1.3314735e+07,1.4598349e+07,1.7293182e+07,-1.0584684e+06,1.4062174e+05,-3.7888958e+05
3.0857068e+03,1.3260885e+07,1.4418596e+07,1.7404613e+07,-1.1183479e+06,2.2667727e+05,-3.3348700e+05
3.0945052e+03,1.3451997e+07,1.4542759e+07,1.7511337e+07,-1.1477264e+06,2.3952027e+05,-3.0299810e+05
3.0387255e+03,1.3337444e+07,1.4805677e+07,1.7434423e+07,-1.0668727e+06,9.7434903e+04,-3.6602168e+05
3.0985604e+03,1.3330621e+07,1.4284378e+07,1.7685345e+07,-1.1411081e+06,1.4253313e+05,-3.8976361e+05
3.0940202e+03,1.3490556e+07,1.4640982e+07,1.7720869e+07,-9.4944142e+05,1.4869061e+05,-3.7167850e+05
3.0156055e+03,1.3713721e+07,1.4640523e+07,1.7226046e+07,-1.2851655e+06,2.1071616e+05,-3.7285453e+05
3.0697439e+03,1.3409726e+07,1.4542226e+07,1.7579692e+07,-1.0643118e+06,-2.9263358e+03,-3.8138100e+05
3.0325715e+03,1.3388287e+07,1.4881843e+07,1.7495570e+07,-1.0769912e+06,9.0574526e+04,-4.4604358e+05
3.0597261e+03,1.3533448e+07,1.5000605e+07,1.7684007e+07,-1.2570481e+06,-6.8530100e+04,-2.9094304e+05
3.0845473e+03,1.3314316e+07,1.4448455e+07,1.7501797e+07,-1.2086954e+06,1.0558379e+05,-3.9195813e+05
3.1253784e+03,1.3022189e+07,1.4450167e+07,1.7725853e+07,-1.1581838e+06,6.3431637e+04,-4.8830306e+05
3.0553240e+03,1.2991949e+07,1.4171367e+07,1.7285042e+07,-1.1072384e+06,1.1020393e+05,-3.5783978e+05
3.0886766e+03,1.3147275e+07,1.4239319e+07,1.7240286e+07,-1.0845317e+06,2.6512943e+05,-4.0705089e+05
3.0564071e+03,1.3451976e+07,1.4035143e+07,1.7147667e+07,-9.5385988e+05,3.1118480e+05,-3.5667219e+05
3.1010596e+03,1.3182463e+07,1.4399615e+07,1.7362004e+07,-1.1175093e+06,2.8711009e+05,-3.3112589e+05
3.0955165e+03,1.3454646e+07,1.4532580e+07,1.7515064e+07,-1.1671727e+06,2.3761832e+05,-3.0988414e+05
3.0787529e+03,1.3243050e+07,1.4556956e+07,1.7524894e+07,-9.1817657e+05,1.2243033e+05,-4.1394926e+05
3.0823462e+03,1.3302892e+07,1.4477511e+07,1.7665244e+07,-1.0917341e+06,8.8398157e+04,-4.1728639e+05
3.0981378e+03,1.3517398e+07,1.4656128e+07,1.7760705e+07,-9.1298390e+05,1.5584928e+05,-3.6666880e+05
3.0211221e+03,1.3631308e+07,1.4495479e+07,1.7213883e+07,-1.1019359e+06,2.1993215e+05,-3.6042018e+05
3.0713698e+03,1.3371869e+07,1.4495167e+07,1.7570044e+07,-1.0687022e+06,1.9614246e+04,-3.7954324e+05
3.0566939e+03,1.3264771e+07,1.4733466e+07,1.7567490e+07,-1.0285032e+06,3.7846558e+04,-4.3289570e+05
3.0609278e+03,1.3349357e+07,1.4694989e+07,1.7550474e+07,-1.1429356e+06,1.0565023e+04,-3.2856002e+05
3.0830672e+03,1.3385644e+07,1.4500170e+07,1.7585746e+07,-1.1747277e+06,7.0379540e+04,-4.0214289e+05
3.0839760e+03,1.3182660e+07,1.4372799e+07,1.7524217e+07,-1.0923202e+06,1.0583948e+05,-4.3200773e+05
3.0698103e+03,1.3086234e+07,1.4132793e+07,1.7363596e+07,-1.0725040e+06,1.4621851e+05,-3.2717607e+05
3.0937939e+03,1.3176088e+07,1.4309037e+07,1.7301932e+07,-1.0898287e+06,2.6545174e+05,-4.1716780e+05
3.0372232e+03,1.3312290e+07,1.3732905e+07,1.6866884e+07,-1.0023291e+06,3.5120456e+05,-3.4779554e+05
3.0890705e+03,1.3278466e+07,1.4379593e+07,1.7327216e+07,-1.2138311e+06,2.8569184e+05,-3.1256899e+05
3.1162713e+03,1.3523631e+07,1.4835396e+07,1.7801428e+07,-1.1756176e+06,1.7484209e+05,-3.0660936e+05
3.0985818e+03,1.3145104e+07,1.4410059e+07,1.7452353e+07,-8.8312826e+05,1.8986221e+05,-4.1242643e+05
3.0917546e+03,1.3169193e+07,1.4057030e+07,1.7364314e+07,-1.0514243e+06,3.5275572e+05,-3.6952475e+05
3.1037270e+03,1.3491691e+07,1.4689064e+07,1.7776228e+07,-9.8511430e+05,1.6236675e+05,-3.4837325e+05
3.0529900e+03,1.3461533e+07,1.4328994e+07,1.7275524e+07,-1.1102982e+06,2.2664002e+05,-3.7896102e+05
3.0649170e+03,1.3433412e+07,1.4603814e+07,1.7605733e+07,-1.1476728e+06,-1.3790021e+04,-3.8580070e+05
3.0659615e+03,1.3322233e+07,1.4883192e+07,1.7611180e+07,-1.0798957e+06,6.2176791e+04,-4.2986846e+05
3.0633855e+03,1.3353084e+07,1.4812209e+07,1.7536549e+07,-1.1311237e+06,9.1162855e+03,-3.3904043e+05
3.0630696e+03,1.3379459e+07,1.4346085e+07,1.7484092e+07,-1.2094929e+06,2.6317870e+04,-3.3151045e+05
3.0952843e+03,1.3253448e+07,1.3923819e+07,1.7397492e+07,-1.2483043e+06,2.1526203e+05,-3.7824042e+05
3.0656860e+03,1.2953662e+07,1.4086157e+07,1.7414536e+07,-1.0929603e+06,6.6432493e+04,-3.2269495e+05
3.1056579e+03,1.3153941e+07,1.4032689e+07,1.7208381e+07,-1.1677096e+06,3.4643918e+05,-4.1170498e+05
3.0322568e+03,1.3329098e+07,1.3882098e+07,1.6929989e+07,-1.0138152e+06,2.4381385e+05,-3.3363005e+05
3.0635232e+03,1.3244527e+07,1.4447858e+07,1.7265601e+07,-1.2780895e+06,1.9232001e+05,-3.3095055e+05
3.0945242e+03,1.3365996e+07,1.4477247e+07,1.7447975e+07,-1.1882839e+06,2.4252933e+05,-3.5343502e+05
3.0878885e+03,1.3214677e+07,1.4552236e+07,1.7555172e+07,-9.6487777e+05,1.4143091e+05,-3.7820763e+05
3.0937272e+03,1.3164434e+07,1.4024553e+07,1.7341844e+07,-1.0769618e+06,3.6583940e+05,-3.7099687e+05
3.0984951e+03,1.3713814e+07,1.5004519e+07,1.7778134e+07,-1.0108411e+06,1.9333888e+05,-3.6223840e+05
3.0288946e+03,1.3523862e+07,1.4547486e+07,1.7344045e+07,-1.1244734e+06,9.7076487e+04,-4.1288713e+05
3.0771718e+03,1.3477306e+07,1.4914927e+07,1.7914827e+07,-1.1843269e+06,-1.2115524e+05,-4.0259088e+05
3.0619178e+03,1.3368404e+07,1.5106032e+07,1.7787943e+07,-1.0732469e+06,-1.0307913e+05,-4.5042361e+05
3.0495660e+03,1.3453082e+07,1.5053571e+07,1.7680485e+07,-1.1095384e+06,-1.0648522e+05,-3.1284595e+05
3.0656380e+03,1.3445257e+07,1.4273385e+07,1.7333395e+07,-1.1765271e+06,1.8649884e+05,-2.5785803e+05
3.0953850e+03,1.3253918e+07,1.4160640e+07,1.7454060e+07,-1.1420711e+06,2.1428770e+05,-4.5380159e+05
3.0837042e+03,1.3199022e+07,1.4446738e+07,1.7594948e+07,-1.0770864e+06,6.0740854e+04,-3.2738570e+05
3.0854087e+03,1.3223675e+07,1.3864822e+07,1.7102557e+07,-1.1590798e+06,3.3056998e+05,-3.6605180e+05
3.0613035e+03,1.3296200e+07,1.4169183e+07,1.7251182e+07,-1.0298959e+06,1.7188105e+05,-3.3486835e+05
3.0574628e+03,1.3255361e+07,1.4478271e+07,1.7297960e+07,-1.2831558e+06,1.5110198e+05,-3.3228790e+05
3.1202423e+03,1.3474583e+07,1.4484342e+07,1.7577467e+07,-1.1387223e+06,2.9675828e+05,-3.6825821e+05
3.0640507e+03,1.3306793e+07,1.4878655e+07,1.7657168e+07,-9.5861405e+05,-2.2551506e+04,-3.5549713e+05
3.0892207e+03,1.2799682e+07,1.3820761e+07,1.7132353e+07,-1.0142567e+06,3.8098328e+05,-3.8095940e+05
3.0622551e+03,1.3613898e+07,1.5407801e+07,1.7873509e+07,-9.4604539e+05,-2.6791313e+04,-4.4333751e+05
3.0288946e+03,1.3523862e+07,1.4547486e+07,1.7344045e+07,-1.1244734e+06,9.7076487e+04,-4.1288713e+05
3.0656849e+03,1.3463237e+07,1.4670411e+07,1.7691037e+07,-1.1963922e+06,5.0473936e+03,-3.6723541e+05
3.0522421e+03,1.3427864e+07,1.4987242e+07,1.7683806e+07,-1.0913474e+06,-5.7943289e+04,-4.2822402e+05
3.0436949e+03,1.3484456e+07,1.5162374e+07,1.7710086e+07,-1.0205285e+06,-1.3421228e+05,-3.0039887e+05
3.0381868e+03,1.3663849e+07,1.4843292e+07,1.7578269e+07,-1.1449900e+06,3.4862302e+04,-3.2272685e+05
3.1057649e+03,1.3096490e+07,1.4412901e+07,1.7725827e+07,-9.8730465e+05,7.5110859e+04,-4.9638941e+05
3.0867218e+03,1.3204115e+07,1.4535218e+07,1.7717185e+07,-1.0343682e+06,-2.5603525e+04,-3.1860122e+05
3.0964273e+03,1.3264438e+07,1.4404364e+07,1.7527699e+07,-1.0551324e+06,1.7199114e+05,-4.2912544e+05
3.0700799e+03,1.3302531e+07,1.4442872e+07,1.7435982e+07,-9.7552761e+05,1.1730270e+05,-3.5952923e+05
3.0459002e+03,1.3260801e+07,1.4439663e+07,1.7173911e+07,-1.2522409e+06,1.7823474e+05,-2.8253362e+05
3.0967887e+03,1.3385507e+07,1.4540629e+07,1.7608237e+07,-1.1156524e+06,1.6559987e+05,-4.0321033e+05
3.0578791e+03,1.3363357e+07,1.5044483e+07,1.7723667e+07,-9.5775779e+05,-6.7869166e+04,-3.4729564e+05
3.0904603e+03,1.3043276e+07,1.4227274e+07,1.7424292e+07,-1.0069552e+06,2.4555908e+05,-4.0102619e+05
3.0792186e+03,1.3653304e+07,1.5338888e+07,1.7940243e+07,-1.0411687e+06,1.4403399e+04,-4.6103573e+05
3.0564456e+03,1.3339942e+07,1.4241863e+07,1.7292298e+07,-1.1276231e+06,1.6742826e+05,-4.0433122e+05
3.0577570e+03,1.3476135e+07,1.4551591e+07,1.7493311e+07,-1.1999657e+06,9.7296511e+04,-3.7245433e+05
3.0743316e+03,1.3212711e+07,1.5092150e+07,1.7811773e+07,-9.7255137e+05,-1.1211439e+05,-4.7340532e+05
3.0487095e+03,1.3374553e+07,1.4899460e+07,1.7550720e+07,-1.1109315e+06,-2.4615633e+04,-3.1022104e+05
3.0495225e+03,1.3687765e+07,1.5018414e+07,1.7727093e+07,-1.0665504e+06,1.4724961e+04,-3.7800166e+05
3.0876925e+03,1.3179211e+07,1.4366783e+07,1.7543434e+07,-1.0347164e+06,1.0974922e+05,-4.3624911e+05
3.0978562e+03,1.3503670e+07,1.5012251e+07,1.8032608e+07,-9.6529319e+05,-1.6324452e+04,-4.5404636e+05
3.1141685e+03,1.3185193e+07,1.4135437e+07,1.7433216e+07,-1.0928512e+06,2.7193957e+05,-4.6789055e+05
3.0592689e+03,1.3347049e+07,1.4512750e+07,1.7427615e+07,-9.8091747e+05,9.0883795e+04,-3.1641000e+05
3.0549704e+03,1.3323468e+07,1.4494956e+07,1.7254505e+07,-1.1258268e+06,1.9591667e+05,-3.2628765e+05
3.0923501e+03,1.3493161e+07,1.4775504e+07,1.7707448e+07,-1.1000011e+06,1.2930057e+05,-4.1545093e+05
3.0627247e+03,1.3326493e+07,1.5029952e+07,1.7736414e+07,-9.6613592e+05,-6.9703927e+04,-3.7861881e+05
3.0961925e+03,1.3129991e+07,1.4673145e+07,1.7707409e+07,-1.1029612e+06,1.3918247e+05,-3.9855083e+05
3.0826830e+03,1.3411529e+07,1.4685624e+07,1.7640138e+07,-1.0527148e+06,1.4005099e+05,-3.9660975e+05
3.0453221e+03,1.3082004e+07,1.3604608e+07,1.6864914e+07,-1.0164867e+06,2.9070266e+05,-4.6806383e+05
3.0260587e+03,1.3546525e+07,1.4552028e+07,1.7384663e+07,-1.2645333e+06,4.8861579e+04,-3.4412060e+05
3.0755033e+03,1.3233709e+07,1.5052086e+07,1.7796071e+07,-9.8455447e+05,-9.0303113e+04,-4.6676603e+05
3.0574630e+03,1.3485090e+07,1.5008131e+07,1.7681116e+07,-1.1182650e+06,-5.3348589e+04,-3.1911412e+05
3.0384069e+03,1.3470400e+07,1.4791193e+07,1.7432095e+07,-1.0530830e+06,3.8818565e+04,-3.3631319e+05
3.1045189e+03,1.3167996e+07,1.4271512e+07,1.7563459e+07,-1.1076248e+06,1.6412976e+05,-4.5899163e+05
3.0876783e+03,1.3498211e+07,1.5077049e+07,1.8010457e+07,-9.4849346e+05,-4.9664204e+04,-4.3178241e+05
3.1157840e+03,1.3255392e+07,1.4408905e+07,1.7598251e+07,-1.1010778e+06,2.3220094e+05,-4.3958806e+05
3.0963507e+03,1.3455460e+07,1.4939731e+07,1.7928110e+07,-9.7944621e+05,-2.7648201e+04,-4.0218485e+05
3.0590399e+03,1.3198129e+07,1.4383723e+07,1.7135794e+07,-1.1572301e+06,2.8405549e+05,-2.9028669e+05
3.0727656e+03,1.3604248e+07,1.5277795e+07,1.7949189e+07,-1.0566477e+06,-7.7587957e+04,-3.8698496e+05
3.0637711e+03,1.3339892e+07,1.4989142e+07,1.7717233e+07,-9.8933059e+05,-5.3149937e+04,-3.7427255e+05
3.0724747e+03,1.3260733e+07,1.4576532e+07,1.7503859e+07,-1.0610394e+06,1.2335708e+05,-3.9399083e+05
3.1023322e+03,1.3503890e+07,1.5008553e+07,1.7995213e+07,-8.9068979e+05,9.5971961e+04,-4.3556431e+05
3.0559504e+03,1.3286785e+07,1.4284198e+07,1.7252378e+07,-1.0501802e+06,1.6625308e+05,-3.8139166e+05
3.0453631e+03,1.3465874e+07,1.4526025e+07,1.7411900e+07,-1.1872789e+06,9.7386883e+04,-3.6852248e+05
3.0927575e+03,1.3246567e+07,1.5108674e+07,1.7969649e+07,-9.8224194e+05,-1.3593813e+05,-4.6602647e+05
3.0724201e+03,1.3435685e+07,1.4930612e+07,1.7744574e+07,-1.0858898e+06,-1.6657874e+04,-3.7951261e+05
3.0054976e+03,1.3457768e+07,1.4385818e+07,1.6927967e+07,-9.4115774e+05,2.2381567e+05,-3.4347380e+05
3.0980169e+03,1.3086475e+07,1.4221248e+07,1.7525429e+07,-1.0985467e+06,1.3424038e+05,-4.5784222e+05
3.0961520e+03,1.3723732e+07,1.5181311e+07,1.8023298e+07,-1.0219754e+06,3.6508527e+04,-5.0510793e+05
3.1168853e+03,1.3204030e+07,1.4378177e+07,1.7605842e+07,-1.0529668e+06,2.4676279e+05,-4.1822678e+05
3.0648286e+03,1.3468252e+07,1.4628281e+07,1.7672598e+07,-1.0423372e+06,-1.0722417e+04,-3.7993115e+05
3.0442145e+03,1.3315554e+07,1.4338890e+07,1.7078321e+07,-1.1922645e+06,2.9703142e+05,-2.8617768e+05
3.0724159e+03,1.3524674e+07,1.4994991e+07,1.7795935e+07,-1.0884316e+06,-4.3648878e+03,-4.0027316e+05
3.0459046e+03,1.3196663e+07,1.4903327e+07,1.7496936e+07,-9.2016433e+05,-1.1424388e+04,-3.3326273e+05
3.0333205e+03,1.3247536e+07,1.4279489e+07,1.7111330e+07,-1.0889687e+06,1.7189370e+05,-3.7100295e+05
3.0987394e+03,1.3419488e+07,1.5002277e+07,1.7964385e+07,-9.1452400e+05,3.9365552e+04,-4.4684864e+05
3.0425833e+03,1.3403868e+07,1.4349372e+07,1.7264332e+07,-1.0520968e+06,1.2892667e+05,-3.7692669e+05
3.0597177e+03,1.3475787e+07,1.4661187e+07,1.7572721e+07,-1.2130300e+06,8.5315197e+04,-3.7435581e+05
3.0815989e+03,1.3270329e+07,1.4947725e+07,1.7822123e+07,-1.0321989e+06,-7.3849801e+04,-4.5094269e+05
3.0838564e+03,1.3502150e+07,1.5190122e+07,1.8016117e+07,-1.0408944e+06,-1.3638427e+05,-4.1510725e+05
3.0470957e+03,1.3494986e+07,1.4719931e+07,1.7369278e+07,-9.8739880e+05,1.4056918e+05,-3.8844566e+05
3.0882288e+03,1.3122137e+07,1.4289851e+07,1.7612422e+07,-1.1022856e+06,4.3961747e+04,-4.8734153e+05
3.1235192e+03,1.3441561e+07,1.4828179e+07,1.7906516e+07,-9.2691459e+05,1.1560698e+05,-4.8586403e+05
3.0926384e+03,1.3223707e+07,1.3758161e+07,1.7185582e+07,-1.0672673e+06,3.6842707e+05,-3.8599107e+05
3.0713383e+03,1.3359787e+07,1.4319042e+07,1.7484376e+07,-1.0668968e+06,1.0538347e+05,-3.7766109e+05
3.0714753e+03,1.3430036e+07,1.4575623e+07,1.7415628e+07,-1.2457938e+06,2.5085415e+05,-2.9158680e+05
3.0835715e+03,1.3470279e+07,1.4652504e+07,1.7620998e+07,-1.1143566e+06,8.6091672e+04,-4.2664325e+05
3.0574635e+03,1.3276969e+07,1.4465834e+07,1.7366911e+07,-1.0279981e+06,1.2186806e+05,-3.5710399e+05
3.0138025e+03,1.3439324e+07,1.4892030e+07,1.7385813e+07,-1.1203507e+06,-3.9557006e+04,-3.5965174e+05
3.0922380e+03,1.3439138e+07,1.4945210e+07,1.7902321e+07,-1.0853996e+06,3.5988249e+04,-3.8474852e+05
3.0714865e+03,1.3373934e+07,1.4290238e+07,1.7453005e+07,-1.0849046e+06,1.2214022e+05,-3.9790267e+05
3.0757023e+03,1.3460788e+07,1.4776287e+07,1.7759231e+07,-1.2725215e+06,3.7464599e+04,-3.6655895e+05
3.0703275e+03,1.3241252e+07,1.4846314e+07,1.7671113e+07,-1.0512550e+06,-2.9436564e+04,-4.2687567e+05
3.0745619e+03,1.3594243e+07,1.5315943e+07,1.8018537e+07,-1.0550492e+06,-1.5730075e+05,-3.8216578e+05
3.0777773e+03,1.3468366e+07,1.4823126e+07,1.7625648e+07,-9.0732975e+05,1.2816905e+05,-4.2080922e+05
3.0776891e+03,1.3339494e+07,1.4379931e+07,1.7580622e+07,-1.0439394e+06,9.5126032e+04,-4.6144273e+05
3.1345398e+03,1.3430731e+07,1.4799237e+07,1.7981616e+07,-1.1206719e+06,1.2372423e+05,-4.3057329e+05
3.0860927e+03,1.3314089e+07,1.3941119e+07,1.7203639e+07,-1.0899884e+06,3.2758999e+05,-3.6453791e+05
3.0608291e+03,1.3329405e+07,1.4153327e+07,1.7341640e+07,-1.2231355e+06,1.4927534e+05,-3.3033739e+05
3.0615806e+03,1.3289175e+07,1.4714488e+07,1.7434564e+07,-1.1677552e+06,1.5599210e+05,-3.6556653e+05
3.0929307e+03,1.3458956e+07,1.4634207e+07,1.7670355e+07,-1.1443592e+06,9.0633911e+04,-4.2522922e+05
3.0349829e+03,1.3334671e+07,1.4721179e+07,1.7174702e+07,-9.1201733e+05,2.0960390e+05,-2.9411133e+05
2.9982678e+03,1.3685879e+07,1.4814037e+07,1.7197652e+07,-1.1137036e+06,6.6005731e+04,-3.1750081e+05
3.0985928e+03,1.3486270e+07,1.5320613e+07,1.8105255e+07,-1.0225949e+06,-4.7413826e+04,-4.1081504e+05
3.0693162e+03,1.3338450e+07,1.4092736e+07,1.7388209e+07,-1.1489072e+06,1.2175122e+05,-3.8944490e+05
3.0762488e+03,1.3491851e+07,1.4751526e+07,1.7723618e+07,-1.1907841e+06,4.7531219e+04,-3.7569452e+05
3.0537129e+03,1.3173264e+07,1.4403872e+07,1.7368004e+07,-1.0489911e+06,6.1696036e+04,-4.0322555e+05
3.0852707e+03,1.3562472e+07,1.5111321e+07,1.7981638e+07,-1.0629229e+06,-8.0679416e+04,-4.0453411e+05
