depth,Pxx,Pyy,Pzz,Pxy,Pyz,Pzx
2.7777960e+03,1.3234769e+07,1.2368737e+07,1.3762231e+07,-6.3160534e+05,9.8509938e+05,2.8587956e+05
2.8059735e+03,1.3227149e+07,1.2135778e+07,1.3787583e+07,-8.2740388e+05,1.0570106e+06,3.6188887e+05
2.7984594e+03,1.3275416e+07,1.2843618e+07,1.4120877e+07,-8.4064983e+05,8.2042614e+05,3.9736699e+05
2.7618793e+03,1.3042244e+07,1.3336137e+07,1.4095866e+07,-8.5195788e+05,6.1286724e+05,3.5531899e+05
2.7617218e+03,1.2921237e+07,1.2652594e+07,1.3760199e+07,-7.2200481e+05,8.6472061e+05,3.2497197e+05
2.7663975e+03,1.3261497e+07,1.3396581e+07,1.4242568e+07,-7.1701040e+05,6.1825165e+05,3.8020566e+05
2.7698582e+03,1.3071744e+07,1.2124274e+07,1.3541677e+07,-6.2594102e+05,1.0637101e+06,2.3522475e+05
2.7313121e+03,1.3251831e+07,1.3451915e+07,1.4024693e+07,-5.8033742e+05,5.7286143e+05,2.2823132e+05
2.8249389e+03,1.3331040e+07,1.2469613e+07,1.4087847e+07,-8.7626764e+05,9.7835365e+05,4.0910985e+05
2.7388701e+03,1.3075763e+07,1.3259288e+07,1.3960623e+07,-6.4851565e+05,6.3717967e+05,2.8892900e+05
2.7789607e+03,1.3094214e+07,1.2991929e+07,1.4067274e+07,-7.9935121e+05,7.6092060e+05,3.9243276e+05
2.7797948e+03,1.2785650e+07,1.2177184e+07,1.3584399e+07,-8.1932722e+05,1.0346405e+06,3.4513669e+05
2.7522824e+03,1.3305455e+07,1.2733176e+07,1.3786275e+07,-6.2449084e+05,8.1194883e+05,2.3747481e+05
2.7818666e+03,1.2984299e+07,1.2710063e+07,1.3918587e+07,-8.3276447e+05,8.5058632e+05,3.9511332e+05
2.7877948e+03,1.3279159e+07,1.2345615e+07,1.3824078e+07,-6.3257069e+05,1.0106268e+06,3.0488319e+05
2.7645884e+03,1.3321610e+07,1.2868274e+07,1.3929825e+07,-6.8798909e+05,7.7904841e+05,2.7982185e+05
2.7941123e+03,1.3347475e+07,1.2890990e+07,1.4133129e+07,-7.8864453e+05,8.0595162e+05,3.7328154e+05
2.7648678e+03,1.2950282e+07,1.2949518e+07,1.3910649e+07,-8.1692789e+05,7.5467141e+05,3.4439739e+05
2.7651153e+03,1.2833947e+07,1.2355817e+07,1.3617041e+07,-6.9895534e+05,9.7927155e+05,3.1266570e+05
2.7691542e+03,1.3198439e+07,1.3234619e+07,1.4155140e+07,-7.4256204e+05,6.7286711e+05,3.7253273e+05
2.7666714e+03,1.2988712e+07,1.2389753e+07,1.3654202e+07,-6.7630508e+05,9.6683846e+05,2.7998894e+05
2.7500448e+03,1.3200999e+07,1.3099816e+07,1.3957312e+07,-6.2916065e+05,7.0877730e+05,2.7193358e+05
2.8175048e+03,1.3698666e+07,1.2782419e+07,1.4221966e+07,-7.6197734e+05,8.7671445e+05,2.8735002e+05
2.7598646e+03,1.2983684e+07,1.3052110e+07,1.3978727e+07,-7.2265157e+05,7.3243017e+05,3.5986743e+05
2.7816613e+03,1.3096782e+07,1.2918183e+07,1.4046186e+07,-7.9996788e+05,7.8875457e+05,3.9293523e+05
2.7789192e+03,1.2760241e+07,1.2133471e+07,1.3550259e+07,-8.2099187e+05,1.0481291e+06,3.4005370e+05
2.7563041e+03,1.3251855e+07,1.2676651e+07,1.3776928e+07,-6.3893925e+05,8.3912451e+05,2.5342785e+05
2.8028206e+03,1.3387431e+07,1.2939785e+07,1.4216033e+07,-7.9456955e+05,8.0619134e+05,3.8166864e+05
2.7884723e+03,1.3348847e+07,1.2746054e+07,1.4020985e+07,-7.1990096e+05,8.6000290e+05,3.2215928e+05
2.7652110e+03,1.3394738e+07,1.2942584e+07,1.3980096e+07,-6.8739295e+05,7.5109746e+05,2.7670313e+05
2.8014469e+03,1.3259403e+07,1.2799366e+07,1.4119961e+07,-8.2531778e+05,8.4774109e+05,4.0185046e+05
2.7855767e+03,1.3374602e+07,1.2944034e+07,1.4072027e+07,-7.6739772e+05,7.8264376e+05,2.8788656e+05
2.7745803e+03,1.2917390e+07,1.2259101e+07,1.3625693e+07,-7.0325653e+05,1.0226042e+06,2.9942755e+05
2.7774867e+03,1.3196972e+07,1.3138001e+07,1.4151875e+07,-7.6933663e+05,7.1350894e+05,3.8435911e+05
2.7735448e+03,1.3357373e+07,1.2634679e+07,1.3880121e+07,-5.3604016e+05,9.2113877e+05,2.2044754e+05
2.7558861e+03,1.3413005e+07,1.3036227e+07,1.3978138e+07,-5.7685274e+05,7.3939249e+05,2.2150969e+05
2.8226119e+03,1.3769573e+07,1.2798807e+07,1.4269474e+07,-7.5638891e+05,8.7914925e+05,2.8398251e+05
2.7795143e+03,1.3233733e+07,1.2811011e+07,1.3985652e+07,-7.2749526e+05,8.2782959e+05,3.2605991e+05
2.7812106e+03,1.3142520e+07,1.2888428e+07,1.4034058e+07,-7.5743942e+05,8.0715605e+05,3.6760096e+05
2.7748720e+03,1.2904590e+07,1.2377271e+07,1.3672866e+07,-7.8911558e+05,9.6159783e+05,3.2569606e+05
2.7638937e+03,1.3334471e+07,1.2787472e+07,1.3890140e+07,-6.4198177e+05,8.1591717e+05,2.6018402e+05
2.8038141e+03,1.3650733e+07,1.3036703e+07,1.4294497e+07,-6.9308231e+05,7.9111085e+05,3.0087446e+05
2.7843940e+03,1.3454423e+07,1.2867522e+07,1.4069632e+07,-7.0458662e+05,8.0802825e+05,3.0402720e+05
2.7641168e+03,1.3244698e+07,1.2634399e+07,1.3790090e+07,-6.5668930e+05,8.6779370e+05,2.4846799e+05
2.8205734e+03,1.3479826e+07,1.2825015e+07,1.4260100e+07,-8.3710210e+05,8.6351023e+05,3.8488185e+05
2.7652345e+03,1.3813506e+07,1.3735817e+07,1.4366529e+07,-6.3006768e+05,5.1226854e+05,1.2506387e+05
2.7744257e+03,1.3062374e+07,1.2355784e+07,1.3695979e+07,-6.6371302e+05,9.9148294e+05,2.7901223e+05
2.7808584e+03,1.3343017e+07,1.2999113e+07,1.4102999e+07,-7.2145358e+05,7.6738905e+05,3.2261455e+05
2.7723062e+03,1.3467757e+07,1.2779780e+07,1.3945820e+07,-5.3366272e+05,8.6759375e+05,1.9088447e+05
2.7751235e+03,1.3731202e+07,1.3618524e+07,1.4363941e+07,-7.1096829e+05,5.4976569e+05,1.9118727e+05
2.8206199e+03,1.3617617e+07,1.2867818e+07,1.4279250e+07,-7.7803341e+05,8.6223477e+05,3.1360522e+05
2.8058707e+03,1.3171321e+07,1.3012830e+07,1.4230921e+07,-8.1718001e+05,8.1385990e+05,3.8909094e+05
2.8060625e+03,1.3215249e+07,1.2978676e+07,1.4224286e+07,-8.3672088e+05,8.1087938e+05,4.0286188e+05
2.8059261e+03,1.3314570e+07,1.3160054e+07,1.4263612e+07,-9.1507044e+05,7.3236098e+05,3.3378817e+05
2.7852311e+03,1.3550694e+07,1.2755547e+07,1.4012262e+07,-6.6720995e+05,8.4985091e+05,2.4842362e+05
2.8078133e+03,1.3754621e+07,1.3127349e+07,1.4382611e+07,-6.6660800e+05,7.7178703e+05,2.9421303e+05
2.7953355e+03,1.3447076e+07,1.2876799e+07,1.4131799e+07,-7.3971014e+05,8.2325427e+05,3.1941986e+05
2.7690515e+03,1.3424993e+07,1.2980765e+07,1.4001503e+07,-6.6700706e+05,7.6013436e+05,2.2694111e+05
2.8199136e+03,1.3500857e+07,1.2862688e+07,1.4283243e+07,-8.1574126e+05,8.5537686e+05,3.8192612e+05
2.7843198e+03,1.3815019e+07,1.3562800e+07,1.4416046e+07,-6.5431085e+05,5.9650417e+05,1.8579869e+05
2.7845185e+03,1.3238246e+07,1.2673995e+07,1.3876802e+07,-7.6033635e+05,8.8393906e+05,2.2734506e+05
2.7918144e+03,1.3428526e+07,1.3268804e+07,1.4268902e+07,-8.0673692e+05,6.8735695e+05,2.9686213e+05
2.7753066e+03,1.3477920e+07,1.2963069e+07,1.4012790e+07,-6.3912008e+05,7.9170344e+05,1.7444969e+05
2.7938041e+03,1.3580899e+07,1.3649477e+07,1.4382206e+07,-9.6968806e+05,5.3037581e+05,1.9713684e+05
2.8056023e+03,1.4008512e+07,1.3341150e+07,1.4433252e+07,-6.6368271e+05,6.9509172e+05,1.5441039e+05
2.8043379e+03,1.3245071e+07,1.3121815e+07,1.4255420e+07,-7.7527652e+05,7.9301550e+05,3.1283815e+05
2.8076800e+03,1.3573497e+07,1.3188405e+07,1.4328882e+07,-8.1892158e+05,7.3316242e+05,2.8421795e+05
2.8143332e+03,1.3269304e+07,1.3181886e+07,1.4285555e+07,-9.7697325e+05,7.3755653e+05,3.1855369e+05
2.7905626e+03,1.3332496e+07,1.3126106e+07,1.4195903e+07,-7.6147953e+05,7.4889124e+05,3.0677185e+05
2.8159690e+03,1.3732475e+07,1.3118596e+07,1.4410470e+07,-6.9726328e+05,7.8972881e+05,2.9437502e+05
2.8069424e+03,1.3480089e+07,1.2970092e+07,1.4207566e+07,-8.4672498e+05,7.9314584e+05,3.0820352e+05
2.7819445e+03,1.3667535e+07,1.3252235e+07,1.4214063e+07,-6.9666861e+05,6.8380951e+05,1.8870498e+05
2.7966431e+03,1.3637174e+07,1.3278041e+07,1.4335121e+07,-7.4166278e+05,6.9597404e+05,2.6558440e+05
2.8249189e+03,1.3474106e+07,1.3270702e+07,1.4399786e+07,-9.0719011e+05,7.4471785e+05,2.4466787e+05
2.8025230e+03,1.3124955e+07,1.3226906e+07,1.4260394e+07,-7.8769274e+05,7.7204905e+05,2.8907153e+05
2.7912611e+03,1.3347516e+07,1.3128760e+07,1.4163611e+07,-8.4193767e+05,7.2704197e+05,2.8151078e+05
2.8006360e+03,1.3361585e+07,1.3181652e+07,1.4234704e+07,-8.1263660e+05,7.4848593e+05,2.5068470e+05
2.7928406e+03,1.3607238e+07,1.3657255e+07,1.4373442e+07,-9.9217483e+05,5.1658130e+05,1.8961409e+05
2.8029974e+03,1.3639469e+07,1.3199686e+07,1.4287951e+07,-7.7850244e+05,7.3122901e+05,2.1079163e+05
2.8125344e+03,1.3246869e+07,1.3596579e+07,1.4556247e+07,-6.8430536e+05,7.0894407e+05,2.9946566e+05
2.8261011e+03,1.3508368e+07,1.3021677e+07,1.4340211e+07,-9.1443237e+05,8.0224499e+05,3.3769459e+05
2.8232890e+03,1.3071311e+07,1.3413579e+07,1.4370145e+07,-1.1220288e+06,6.7633669e+05,3.1286211e+05
2.7733837e+03,1.3192642e+07,1.3291546e+07,1.4176955e+07,-6.3931071e+05,7.1443361e+05,2.7120237e+05
2.8119936e+03,1.3660862e+07,1.3117181e+07,1.4366086e+07,-7.2751436e+05,7.7951322e+05,2.9329519e+05
2.8088016e+03,1.3387986e+07,1.2943480e+07,1.4177128e+07,-8.7658413e+05,8.0861761e+05,3.0188583e+05
2.8044009e+03,1.3424509e+07,1.3037436e+07,1.4192127e+07,-8.6615187e+05,7.7268455e+05,2.7519110e+05
2.8082994e+03,1.3360485e+07,1.3339648e+07,1.4347611e+07,-9.0008554e+05,6.9314512e+05,2.8328835e+05
2.8680093e+03,1.3011553e+07,1.3731767e+07,1.4703032e+07,-1.1981616e+06,6.9406439e+05,2.4035665e+05
2.7995847e+03,1.3107688e+07,1.3305778e+07,1.4262888e+07,-8.2325729e+05,7.3451501e+05,2.7825423e+05
2.8036017e+03,1.3426697e+07,1.3178919e+07,1.4279115e+07,-8.1907994e+05,7.4262825e+05,2.8591096e+05
2.8403623e+03,1.3114346e+07,1.3388455e+07,1.4431248e+07,-1.0859395e+06,7.4107022e+05,2.4340473e+05
2.7931408e+03,1.3338944e+07,1.3649961e+07,1.4403461e+07,-8.5912005e+05,5.8507584e+05,2.4593196e+05
2.8072131e+03,1.3612103e+07,1.3245995e+07,1.4321677e+07,-8.0519361e+05,7.2467987e+05,2.1101642e+05
2.8335992e+03,1.3307145e+07,1.3884608e+07,1.4842060e+07,-6.8426645e+05,6.7188810e+05,3.2733144e+05
2.8542615e+03,1.3619816e+07,1.2939962e+07,1.4484453e+07,-9.7025939e+05,8.6449059e+05,3.8513533e+05
2.8051205e+03,1.3159321e+07,1.3431741e+07,1.4334397e+07,-9.2387368e+05,6.7643254e+05,2.8076238e+05
2.7919943e+03,1.3423416e+07,1.3270261e+07,1.4272277e+07,-7.0496364e+05,7.2527648e+05,2.4782012e+05
2.8028070e+03,1.3514545e+07,1.3168396e+07,1.4297925e+07,-7.7267692e+05,7.4613576e+05,2.8511439e+05
2.7903157e+03,1.3010548e+07,1.3544174e+07,1.4339191e+07,-6.9169186e+05,6.9604554e+05,2.5096404e+05
2.7763200e+03,1.3213907e+07,1.3199889e+07,1.4080645e+07,-7.6747702e+05,7.1394876e+05,2.1923125e+05
2.8065252e+03,1.3255385e+07,1.3382910e+07,1.4342326e+07,-8.7749292e+05,6.9773975e+05,2.7186023e+05
2.8971671e+03,1.2895066e+07,1.3883709e+07,1.4871930e+07,-1.3474169e+06,6.9625931e+05,2.3175114e+05
2.8297016e+03,1.2784282e+07,1.3432736e+07,1.4370210e+07,-1.0385353e+06,7.5212560e+05,2.6803115e+05
2.9323878e+03,1.2982502e+07,1.4180603e+07,1.5242849e+07,-1.4020254e+06,6.7201492e+05,2.8526000e+05
2.8466132e+03,1.2937515e+07,1.3641941e+07,1.4512134e+07,-1.1652003e+06,6.8719802e+05,1.9633107e+05
2.8213863e+03,1.3251199e+07,1.3684199e+07,1.4565276e+07,-9.0026550e+05,6.4464210e+05,2.6927478e+05
2.8073742e+03,1.3396529e+07,1.3292031e+07,1.4326922e+07,-8.1548193e+05,7.3036840e+05,2.4239624e+05
2.8288110e+03,1.3202700e+07,1.3726153e+07,1.4663855e+07,-8.0382069e+05,6.8420213e+05,2.9322801e+05
2.8739823e+03,1.3335625e+07,1.3275013e+07,1.4692558e+07,-1.0578060e+06,8.2832208e+05,3.9333413e+05
2.8244620e+03,1.3082677e+07,1.3484514e+07,1.4449150e+07,-1.0234959e+06,6.8729269e+05,3.2227952e+05
2.8001270e+03,1.3224472e+07,1.3462223e+07,1.4379262e+07,-7.3051115e+05,7.0687575e+05,2.5793356e+05
2.8181978e+03,1.3183974e+07,1.3454136e+07,1.4409086e+07,-9.2035864e+05,7.0437631e+05,2.5477932e+05
2.8100363e+03,1.2918791e+07,1.3590974e+07,1.4432812e+07,-7.8498307e+05,7.1636346e+05,2.5718900e+05
2.8110420e+03,1.3214023e+07,1.3366453e+07,1.4349645e+07,-8.7145636e+05,7.2134207e+05,2.6211878e+05
2.8028860e+03,1.3308344e+07,1.3529841e+07,1.4418047e+07,-8.2709742e+05,6.5558828e+05,2.7108447e+05
2.8967642e+03,1.2897790e+07,1.3885626e+07,1.4873034e+07,-1.3422571e+06,6.9583311e+05,2.3241883e+05
2.8707397e+03,1.2934041e+07,1.3726411e+07,1.4733097e+07,-1.1694547e+06,7.1721055e+05,2.7681489e+05
2.9117500e+03,1.2984584e+07,1.4126741e+07,1.5129695e+07,-1.2854518e+06,6.6960631e+05,2.7181760e+05
2.8730225e+03,1.3058296e+07,1.3998620e+07,1.4938092e+07,-1.0382321e+06,6.7072061e+05,2.7176089e+05
2.8260300e+03,1.3217560e+07,1.3931738e+07,1.4719849e+07,-8.4499333e+05,6.0803635e+05,2.5935209e+05
2.8196043e+03,1.3269544e+07,1.3478006e+07,1.4442968e+07,-8.6085993e+05,7.1227664e+05,2.2401884e+05
2.8852557e+03,1.3033887e+07,1.4380388e+07,1.5279654e+07,-8.4811758e+05,6.4932632e+05,3.2274732e+05
2.8456350e+03,1.3221989e+07,1.3293117e+07,1.4466435e+07,-1.0485689e+06,7.7558162e+05,2.8507148e+05
2.8290693e+03,1.3110561e+07,1.3585374e+07,1.4540480e+07,-9.6667206e+05,6.8538243e+05,3.1093721e+05
2.9027650e+03,1.3283810e+07,1.4223273e+07,1.5126515e+07,-1.3057755e+06,5.8419122e+05,1.9958669e+05
2.8319756e+03,1.3130277e+07,1.3526519e+07,1.4486224e+07,-9.6954694e+05,7.1327157e+05,2.3363481e+05
2.8645862e+03,1.2718265e+07,1.3903966e+07,1.4745446e+07,-1.1173337e+06,6.9589759e+05,2.3583443e+05
2.8294463e+03,1.2986740e+07,1.3460801e+07,1.4433154e+07,-9.8506495e+05,7.3433182e+05,2.7054562e+05
2.8437191e+03,1.3111883e+07,1.3825215e+07,1.4731158e+07,-9.5641982e+05,6.6062579e+05,2.8773122e+05
2.9047802e+03,1.3010549e+07,1.4153903e+07,1.5119717e+07,-1.2317277e+06,6.5778009e+05,2.6284112e+05
2.9249024e+03,1.3159203e+07,1.4287068e+07,1.5272526e+07,-1.3603680e+06,6.1751041e+05,2.4713070e+05
2.9627719e+03,1.3283673e+07,1.4531530e+07,1.5554352e+07,-1.4911607e+06,5.9709481e+05,1.9413767e+05
2.9479894e+03,1.3060501e+07,1.4448062e+07,1.5459398e+07,-1.3989957e+06,6.3127015e+05,2.5719025e+05
2.8602914e+03,1.3133476e+07,1.3944951e+07,1.4827548e+07,-1.0554303e+06,6.4193859e+05,2.3806851e+05
2.8251227e+03,1.3159237e+07,1.3587327e+07,1.4493161e+07,-8.6742302e+05,7.0939478e+05,1.9716843e+05
2.9000231e+03,1.3070988e+07,1.4344171e+07,1.5239379e+07,-1.1088921e+06,6.2042818e+05,2.7090027e+05
2.8878827e+03,1.3254265e+07,1.3944189e+07,1.4956748e+07,-1.2056050e+06,6.5391916e+05,2.4303018e+05
2.8791682e+03,1.3218567e+07,1.3911016e+07,1.4898124e+07,-1.1768259e+06,6.5300627e+05,2.4865581e+05
2.9121724e+03,1.3163438e+07,1.4409383e+07,1.5235718e+07,-1.3362385e+06,5.6221643e+05,1.8729866e+05
2.8778845e+03,1.3122353e+07,1.4155992e+07,1.5059374e+07,-9.9139534e+05,6.4648666e+05,2.5700327e+05
2.8812900e+03,1.2718436e+07,1.4061119e+07,1.4892625e+07,-1.1824751e+06,6.7586833e+05,2.2937847e+05
2.8449277e+03,1.3086745e+07,1.3616452e+07,1.4589513e+07,-1.0349593e+06,7.0483916e+05,2.5760188e+05
2.8705015e+03,1.3099179e+07,1.4166081e+07,1.5024005e+07,-1.0575339e+06,6.0353170e+05,3.0193169e+05
2.9281256e+03,1.3044864e+07,1.4114579e+07,1.5238018e+07,-1.2713866e+06,7.1120204e+05,2.8715761e+05
2.9286774e+03,1.3177950e+07,1.4328350e+07,1.5308598e+07,-1.3791280e+06,6.0818467e+05,2.4263467e+05
2.9973169e+03,1.3744952e+07,1.5199462e+07,1.6062993e+07,-1.4698590e+06,4.6346250e+05,2.7613743e+04
2.9390975e+03,1.3086617e+07,1.4459648e+07,1.5424319e+07,-1.3726281e+06,6.1007907e+05,2.5116595e+05
2.8999742e+03,1.3037241e+07,1.4055092e+07,1.5064324e+07,-1.1983008e+06,6.7916015e+05,2.7281232e+05
2.8445776e+03,1.3143639e+07,1.3767612e+07,1.4658981e+07,-9.6562129e+05,6.8106986e+05,1.9867547e+05
2.8935695e+03,1.3140174e+07,1.5196777e+07,1.5712945e+07,-7.8741790e+05,4.5391249e+05,2.3148772e+05
2.8956253e+03,1.3254799e+07,1.3834264e+07,1.4942567e+07,-1.2190208e+06,7.0105452e+05,2.4458282e+05
2.8879289e+03,1.3194965e+07,1.4059777e+07,1.5005368e+07,-1.1823537e+06,6.3635134e+05,2.3126803e+05
2.9094111e+03,1.3169160e+07,1.4372965e+07,1.5205010e+07,-1.3260515e+06,5.6796162e+05,1.8495999e+05
2.9072883e+03,1.3100439e+07,1.4660740e+07,1.5473358e+07,-9.9933225e+05,5.7909239e+05,2.6747105e+05
2.9147229e+03,1.2811521e+07,1.4249270e+07,1.5157969e+07,-1.2986434e+06,6.6241849e+05,2.4127696e+05
2.9201816e+03,1.3273976e+07,1.4303938e+07,1.5320760e+07,-1.2061292e+06,6.3264902e+05,2.4699108e+05
2.9067865e+03,1.3097121e+07,1.4304818e+07,1.5255473e+07,-1.2149738e+06,6.1015400e+05,3.1813880e+05
2.9722815e+03,1.2941025e+07,1.4659771e+07,1.5774434e+07,-1.1546699e+06,7.1816027e+05,2.8585460e+05
2.8933989e+03,1.3306597e+07,1.4350040e+07,1.5222088e+07,-1.0887184e+06,5.8394501e+05,2.2447663e+05
2.9242508e+03,1.3411300e+07,1.5607478e+07,1.6027166e+07,-9.3029221e+05,3.5114013e+05,1.2770521e+05
2.9396802e+03,1.3161006e+07,1.5329125e+07,1.5894814e+07,-1.1624294e+06,4.2580127e+05,1.8187797e+05
2.8910714e+03,1.3181354e+07,1.4701055e+07,1.5399713e+07,-9.7072750e+05,5.2867450e+05,2.2488794e+05
2.8975394e+03,1.3232348e+07,1.4483105e+07,1.5355006e+07,-9.8404305e+05,5.9314125e+05,2.6464897e+05
2.8796439e+03,1.3318746e+07,1.5637289e+07,1.5873653e+07,-6.6570074e+05,3.1540246e+05,1.5246728e+05
2.8885251e+03,1.3191939e+07,1.4204410e+07,1.5117450e+07,-1.0862958e+06,6.2498092e+05,2.4532142e+05
2.9383199e+03,1.3151574e+07,1.4408099e+07,1.5441238e+07,-1.2967711e+06,6.3521530e+05,2.7332800e+05
2.9577999e+03,1.3492723e+07,1.4815527e+07,1.5676046e+07,-1.3993754e+06,5.1455642e+05,1.0184671e+05
2.9077865e+03,1.3097161e+07,1.4698042e+07,1.5498929e+07,-9.8603716e+05,5.7407278e+05,2.6875562e+05
2.9148214e+03,1.3147316e+07,1.4394209e+07,1.5289869e+07,-1.2121995e+06,6.1048866e+05,2.0567581e+05
2.9153249e+03,1.3260443e+07,1.5231608e+07,1.5896670e+07,-5.1839354e+05,5.7456864e+05,1.2655248e+05
2.9231089e+03,1.3247414e+07,1.4431588e+07,1.5391531e+07,-1.2762879e+06,5.8373762e+05,2.7814568e+05
2.9600840e+03,1.2998780e+07,1.4725892e+07,1.5756924e+07,-1.1057967e+06,6.7660566e+05,2.7514915e+05
2.8854378e+03,1.3353057e+07,1.4337539e+07,1.5182400e+07,-1.0479205e+06,5.7499648e+05,2.0876192e+05
2.8892336e+03,1.3693467e+07,1.5619133e+07,1.5934907e+07,-6.3766215e+05,3.1649161e+05,6.0854117e+04
2.9307420e+03,1.3261626e+07,1.5185574e+07,1.5793049e+07,-1.1363904e+06,4.3964243e+05,1.7321555e+05
2.9117679e+03,1.3101045e+07,1.4747108e+07,1.5517333e+07,-9.8702469e+05,5.7433603e+05,2.1859156e+05
2.8939814e+03,1.3374592e+07,1.5391638e+07,1.5816931e+07,-7.9408836e+05,3.7442830e+05,1.7958152e+05
2.9179018e+03,1.3374040e+07,1.5863959e+07,1.6114895e+07,-8.7520022e+05,2.8547165e+05,1.0208066e+05
2.9013015e+03,1.3253755e+07,1.4691269e+07,1.5422143e+07,-1.0452166e+06,5.2985060e+05,1.9257425e+05
2.9214228e+03,1.3191002e+07,1.4361362e+07,1.5338485e+07,-1.2271271e+06,6.2300728e+05,2.5073924e+05
2.9078686e+03,1.3345055e+07,1.4822334e+07,1.5517388e+07,-1.0470402e+06,5.0150913e+05,1.5710392e+05
2.9002542e+03,1.3275490e+07,1.4946892e+07,1.5608332e+07,-9.1111754e+05,4.8881343e+05,2.2867709e+05
2.9365654e+03,1.3113047e+07,1.4571183e+07,1.5450560e+07,-1.2883937e+06,6.0096072e+05,1.7122858e+05
2.9344033e+03,1.3251179e+07,1.5059355e+07,1.5860043e+07,-7.3519319e+05,6.0745550e+05,1.4545001e+05
2.9016460e+03,1.3395859e+07,1.4587157e+07,1.5391184e+07,-1.0579176e+06,5.3906172e+05,1.9223958e+05
2.9338837e+03,1.3143734e+07,1.4959128e+07,1.5771576e+07,-9.7710265e+05,5.6669576e+05,2.4608360e+05
2.9132803e+03,1.3244908e+07,1.4662226e+07,1.5452821e+07,-1.0951181e+06,5.5599637e+05,1.8334528e+05
2.8989304e+03,1.3673170e+07,1.5568624e+07,1.5982575e+07,-5.4440105e+05,3.8703869e+05,4.6657482e+04
2.9136065e+03,1.3451970e+07,1.5440197e+07,1.5920685e+07,-7.7496154e+05,4.1519721e+05,9.3341736e+04
2.9246340e+03,1.3182130e+07,1.5419327e+07,1.5915750e+07,-8.7609693e+05,4.4926542e+05,1.2502364e+05
2.8948748e+03,1.3411388e+07,1.5314659e+07,1.5759124e+07,-8.4408698e+05,3.8158783e+05,1.5310425e+05
2.9438863e+03,1.3481862e+07,1.6838283e+07,1.6745068e+07,-6.4712080e+05,1.4542324e+05,-4.7990867e+04
2.8928568e+03,1.3389313e+07,1.5020203e+07,1.5574633e+07,-9.2027425e+05,4.3956445e+05,1.5198368e+05
2.9365848e+03,1.3186224e+07,1.4877060e+07,1.5762653e+07,-8.5866779e+05,6.3104000e+05,1.9715839e+05
2.9133220e+03,1.3450332e+07,1.5366518e+07,1.5845100e+07,-8.4503469e+05,4.1727331e+05,6.6335605e+04
2.8986162e+03,1.3325596e+07,1.5081985e+07,1.5665017e+07,-8.8817307e+05,4.4978926e+05,2.0072094e+05
2.9249587e+03,1.3173652e+07,1.4701675e+07,1.5501549e+07,-1.1739699e+06,5.5994569e+05,1.8252588e+05
2.9484973e+03,1.3222175e+07,1.5032246e+07,1.5912441e+07,-7.0915165e+05,6.6530479e+05,1.1536791e+05
2.9208824e+03,1.3407257e+07,1.5155793e+07,1.5822240e+07,-7.8131297e+05,5.1601868e+05,1.1079396e+05
2.9227192e+03,1.3318728e+07,1.5151157e+07,1.5813548e+07,-8.7060009e+05,5.0230673e+05,1.5566917e+05
2.9223024e+03,1.3442516e+07,1.5120108e+07,1.5722691e+07,-9.2408674e+05,4.9138908e+05,2.1494134e+04
2.9076786e+03,1.3993382e+07,1.5910809e+07,1.6158225e+07,-3.7222454e+05,3.4879018e+05,-2.1305100e+05
2.9155502e+03,1.3496746e+07,1.5367862e+07,1.5890839e+07,-7.5239273e+05,4.4488168e+05,5.9142054e+04
2.9461063e+03,1.3027942e+07,1.5351306e+07,1.5944536e+07,-9.2129816e+05,5.3195820e+05,9.0025481e+04
2.9133706e+03,1.3462325e+07,1.5690491e+07,1.6088198e+07,-6.7884673e+05,3.6917264e+05,1.1758318e+05
2.9331763e+03,1.3560671e+07,1.6470298e+07,1.6531139e+07,-5.9897753e+05,2.2645273e+05,-4.7911724e+04
2.9029199e+03,1.3542044e+07,1.5292361e+07,1.5783576e+07,-7.5897628e+05,4.2703509e+05,5.1899864e+04
2.9380399e+03,1.3221240e+07,1.4897410e+07,1.5788574e+07,-7.9073647e+05,6.4796371e+05,1.6322015e+05
2.9529220e+03,1.3527811e+07,1.5378624e+07,1.5969508e+07,-8.7328005e+05,5.1513779e+05,-1.2357302e+05
2.8964284e+03,1.3553252e+07,1.5376424e+07,1.5793121e+07,-8.1922840e+05,3.6393334e+05,9.0315577e+04
2.9363844e+03,1.3555939e+07,1.5246054e+07,1.5821890e+07,-8.6810656e+05,5.0729020e+05,-1.1562291e+05
2.9294297e+03,1.3352417e+07,1.5136755e+07,1.5856418e+07,-7.3287105e+05,5.6618217e+05,9.1435580e+04
2.9357779e+03,1.3487403e+07,1.5260838e+07,1.5965770e+07,-6.7367742e+05,5.5296858e+05,4.2708924e+04
2.9083684e+03,1.3760408e+07,1.5449322e+07,1.5902876e+07,-6.4134817e+05,4.1486933e+05,-5.4504396e+04
2.9095002e+03,1.3924457e+07,1.5474198e+07,1.5916245e+07,-5.8062092e+05,4.1700993e+05,-1.4334497e+05
2.9223924e+03,1.3919802e+07,1.5815235e+07,1.6140057e+07,-4.7656066e+05,3.9310157e+05,-2.2942515e+05
2.9257546e+03,1.3904410e+07,1.5400083e+07,1.6041358e+07,-4.4512812e+05,5.1715545e+05,-8.9061917e+04
2.9325602e+03,1.3241361e+07,1.5450496e+07,1.5934938e+07,-8.8896652e+05,4.5716328e+05,4.3562442e+04
