xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,radius,radius_sigma,dP_mu,dP_mu_sigma
4.2632374e+05,1.1339546e+01,4.5188301e+06,1.2203531e+01,2.6122125e+03,2.0590113e+01,6.0063279e+02,9.8304049e+01,7.4701284e-03,2.7379648e-03
