xcen,ycen,depth,s_axis_max,dP_mu,strike,dip
4.2626682e+05,4.5187319e+06,2.8362386e+03,1.6906112e+03,3.3808123e-03,3.1506111e+01,1.2850578e-01
4.2627637e+05,4.5187420e+06,2.8103195e+03,1.7270434e+03,3.1526902e-03,3.0599583e+01,1.1951134e-01
4.2625898e+05,4.5187314e+06,2.8509626e+03,1.7656798e+03,2.9991364e-03,3.2914738e+01,1.3064651e-01
4.2625648e+05,4.5187553e+06,2.8432819e+03,1.6470756e+03,3.6770251e-03,3.1748235e+01,1.2397669e-01
4.2627504e+05,4.5187454e+06,2.8464091e+03,1.6028758e+03,3.9772490e-03,2.9180561e+01,1.3267755e-01
4.2625592e+05,4.5187290e+06,2.8249189e+03,1.7378645e+03,3.1205734e-03,3.2065156e+01,1.3009519e-01
4.2626183e+05,4.5187490e+06,2.8218969e+03,1.6678696e+03,3.4868476e-03,3.0601968e+01,1.0231691e-01
4.2626934e+05,4.5187437e+06,2.8302654e+03,1.7328114e+03,3.1599783e-03,3.1731202e+01,1.6232838e-01
4.2624912e+05,4.5187323e+06,2.8218893e+03,1.7466140e+03,3.0943815e-03,3.0585710e+01,1.1982293e-01
4.2626241e+05,4.5187362e+06,2.8321742e+03,1.7511870e+03,3.0544297e-03,3.0285701e+01,1.2516289e-01
4.2626241e+05,4.5187392e+06,2.8261972e+03,1.7068263e+03,3.2895472e-03,3.2771341e+01,1.1381206e-01
4.2624990e+05,4.5187258e+06,2.8043427e+03,1.7922295e+03,2.8378170e-03,3.1137323e+01,1.2415877e-01
4.2626251e+05,4.5187354e+06,2.8659997e+03,1.6012505e+03,4.0100510e-03,3.0701205e+01,1.3515925e-01
4.2626606e+05,4.5187402e+06,2.8315685e+03,1.7012833e+03,3.3211154e-03,3.1424591e+01,1.7865865e-01
4.2626425e+05,4.5187374e+06,2.8553942e+03,1.6402022e+03,3.7200994e-03,3.1165342e+01,1.1040695e-01
4.2625316e+05,4.5187422e+06,2.8351763e+03,1.7057449e+03,3.2966047e-03,3.1114566e+01,1.4244162e-01
4.2626979e+05,4.5187322e+06,2.8403406e+03,1.6565889e+03,3.5911672e-03,3.0013226e+01,1.3507285e-01
4.2627860e+05,4.5187430e+06,2.8109461e+03,1.7228234e+03,3.1716425e-03,3.0698679e+01,1.2009768e-01
4.2626279e+05,4.5187324e+06,2.8459507e+03,1.7768992e+03,2.9405453e-03,3.2385310e+01,1.2970742e-01
4.2626199e+05,4.5187595e+06,2.8344711e+03,1.6295027e+03,3.7632831e-03,3.1970420e+01,1.1853100e-01
4.2627504e+05,4.5187454e+06,2.8464091e+03,1.6028758e+03,3.9772490e-03,2.9180561e+01,1.3267755e-01
4.2625567e+05,4.5187345e+06,2.8220642e+03,1.7107570e+03,3.2581562e-03,3.1768527e+01,1.2990624e-01
4.2626373e+05,4.5187462e+06,2.8283582e+03,1.6652982e+03,3.5373993e-03,3.0648005e+01,1.1201689e-01
4.2627620e+05,4.5187421e+06,2.8185037e+03,1.6983041e+03,3.3199696e-03,3.1433331e+01,1.8273725e-01
4.2625638e+05,4.5187297e+06,2.8177664e+03,1.7386499e+03,3.1316105e-03,3.0286018e+01,1.2079205e-01
4.2625876e+05,4.5187367e+06,2.8367324e+03,1.7596345e+03,3.0092998e-03,2.9890238e+01,1.3270503e-01
4.2626062e+05,4.5187413e+06,2.8210193e+03,1.6791096e+03,3.4376060e-03,3.3184928e+01,1.1328743e-01
4.2625097e+05,4.5187306e+06,2.8117604e+03,1.7557091e+03,3.0267474e-03,3.1613776e+01,1.2256581e-01
4.2625606e+05,4.5187349e+06,2.8634641e+03,1.6330663e+03,3.8024751e-03,3.0101497e+01,1.2032550e-01
4.2626332e+05,4.5187367e+06,2.8272245e+03,1.7142246e+03,3.2619222e-03,3.1174853e+01,1.5572913e-01
4.2628512e+05,4.5187258e+06,2.8511181e+03,1.6343043e+03,3.7797673e-03,2.8704998e+01,1.2665545e-01
4.2625322e+05,4.5187450e+06,2.8378230e+03,1.7111656e+03,3.2550484e-03,3.1175682e+01,1.5273337e-01
4.2626785e+05,4.5187371e+06,2.8392516e+03,1.6611690e+03,3.5673348e-03,3.0358346e+01,1.4247865e-01
4.2627575e+05,4.5187409e+06,2.8177362e+03,1.7091448e+03,3.2589820e-03,3.0590567e+01,1.2441948e-01
4.2626274e+05,4.5187344e+06,2.8422966e+03,1.7649098e+03,3.0009928e-03,3.1677180e+01,1.2751705e-01
4.2626461e+05,4.5187605e+06,2.8323219e+03,1.6262784e+03,3.7809854e-03,3.1973603e+01,1.1570357e-01
4.2627361e+05,4.5187438e+06,2.8441330e+03,1.6143208e+03,3.9086018e-03,2.9253957e+01,1.3255768e-01
4.2625465e+05,4.5187361e+06,2.8208713e+03,1.7135782e+03,3.2417136e-03,3.1912135e+01,1.3041771e-01
4.2626283e+05,4.5187479e+06,2.8274876e+03,1.6643937e+03,3.5440827e-03,3.0619853e+01,1.0637553e-01
4.2627835e+05,4.5187359e+06,2.8414144e+03,1.6233084e+03,3.8222625e-03,3.0994044e+01,1.4859083e-01
4.2625618e+05,4.5187251e+06,2.8104909e+03,1.7716838e+03,2.9422337e-03,3.0681701e+01,1.3887886e-01
4.2625882e+05,4.5187370e+06,2.8358203e+03,1.7554592e+03,3.0304395e-03,3.0105605e+01,1.3138302e-01
4.2625958e+05,4.5187410e+06,2.8241847e+03,1.7021954e+03,3.3001199e-03,3.2853055e+01,1.1451795e-01
4.2624260e+05,4.5187243e+06,2.8005330e+03,1.7930006e+03,2.8300541e-03,3.1159568e+01,1.1291549e-01
4.2626707e+05,4.5187332e+06,2.8469936e+03,1.6733735e+03,3.5060323e-03,3.0133723e+01,1.0040417e-01
4.2626471e+05,4.5187241e+06,2.8228088e+03,1.7380982e+03,3.1243932e-03,3.1250481e+01,2.1765876e-01
4.2626147e+05,4.5187317e+06,2.8406526e+03,1.7005761e+03,3.3755138e-03,2.8675087e+01,1.0829729e-01
4.2625489e+05,4.5187410e+06,2.8407640e+03,1.6927927e+03,3.3977962e-03,3.0965970e+01,1.3229120e-01
4.2626034e+05,4.5187370e+06,2.8288478e+03,1.6961591e+03,3.3370512e-03,3.1138583e+01,1.2741607e-01
4.2626936e+05,4.5187420e+06,2.8144543e+03,1.7201804e+03,3.1853219e-03,3.1224106e+01,1.2188911e-01
4.2625509e+05,4.5187284e+06,2.8426409e+03,1.7693558e+03,2.9653295e-03,3.2352046e+01,1.5139008e-01
4.2627118e+05,4.5187734e+06,2.8325639e+03,1.6010593e+03,3.9452906e-03,3.0697020e+01,1.1968496e-01
4.2626984e+05,4.5187490e+06,2.8484742e+03,1.5963879e+03,4.0210559e-03,2.9259177e+01,1.3069912e-01
4.2624395e+05,4.5187248e+06,2.8220191e+03,1.7485061e+03,3.0750722e-03,3.1066171e+01,1.3444181e-01
4.2626418e+05,4.5187475e+06,2.8292372e+03,1.6581201e+03,3.5776886e-03,3.0266641e+01,1.0097985e-01
4.2628125e+05,4.5187310e+06,2.8396404e+03,1.6235347e+03,3.8054947e-03,3.2540310e+01,1.5768453e-01
4.2626231e+05,4.5187276e+06,2.8158433e+03,1.7510617e+03,3.0597679e-03,3.0044797e+01,1.4481926e-01
4.2625780e+05,4.5187445e+06,2.8450910e+03,1.7478613e+03,3.0848826e-03,3.0017942e+01,1.1896071e-01
4.2626185e+05,4.5187422e+06,2.8305437e+03,1.6822150e+03,3.4436323e-03,3.1953304e+01,1.1403031e-01
4.2624502e+05,4.5187219e+06,2.7938247e+03,1.8030627e+03,2.7713784e-03,3.1200632e+01,1.3900701e-01
4.2626826e+05,4.5187277e+06,2.8350619e+03,1.6723252e+03,3.5047617e-03,3.0409968e+01,1.0928035e-01
4.2627139e+05,4.5187223e+06,2.8214226e+03,1.7340945e+03,3.1462936e-03,3.0779353e+01,2.3105767e-01
4.2625597e+05,4.5187395e+06,2.8605265e+03,1.6629858e+03,3.6088390e-03,2.8544304e+01,1.0136171e-01
4.2624625e+05,4.5187221e+06,2.8414937e+03,1.7320052e+03,3.1847792e-03,3.0593018e+01,1.4018524e-01
4.2626124e+05,4.5187355e+06,2.8273878e+03,1.7006404e+03,3.3137653e-03,3.0930462e+01,1.2617368e-01
4.2628389e+05,4.5187581e+06,2.8300066e+03,1.6443691e+03,3.6226808e-03,3.0749687e+01,1.0089152e-01
4.2625271e+05,4.5187277e+06,2.8408515e+03,1.7419976e+03,3.1329165e-03,3.1606454e+01,1.5041555e-01
4.2626990e+05,4.5187681e+06,2.8384954e+03,1.5938977e+03,4.0090966e-03,3.0079133e+01,1.2481410e-01
4.2626956e+05,4.5187404e+06,2.8546961e+03,1.5918371e+03,4.0688725e-03,2.8690219e+01,1.3588701e-01
4.2625285e+05,4.5187285e+06,2.8176265e+03,1.7389078e+03,3.1131889e-03,3.1045787e+01,1.2687715e-01
4.2626604e+05,4.5187483e+06,2.8370020e+03,1.6523531e+03,3.6152433e-03,3.0424801e+01,1.0575258e-01
4.2626873e+05,4.5187275e+06,2.8339820e+03,1.6625500e+03,3.5652608e-03,3.2313962e+01,1.5683125e-01
4.2625924e+05,4.5187301e+06,2.8069313e+03,1.7631074e+03,2.9759478e-03,3.0861613e+01,1.5161890e-01
4.2626075e+05,4.5187445e+06,2.8421286e+03,1.7313260e+03,3.1713645e-03,3.0224668e+01,1.1847571e-01
4.2626030e+05,4.5187430e+06,2.8247663e+03,1.7014815e+03,3.3079291e-03,3.2715998e+01,1.0809285e-01
4.2624330e+05,4.5187186e+06,2.7822151e+03,1.8073074e+03,2.7476656e-03,3.1253170e+01,1.3639279e-01
4.2626606e+05,4.5187353e+06,2.8318739e+03,1.6979069e+03,3.3328638e-03,3.1642426e+01,1.1110437e-01
4.2626747e+05,4.5187225e+06,2.8190932e+03,1.7404829e+03,3.1100102e-03,3.0971727e+01,2.1526595e-01
4.2625772e+05,4.5187336e+06,2.8451800e+03,1.6790918e+03,3.4901636e-03,3.0139667e+01,1.1501926e-01
4.2624249e+05,4.5187170e+06,2.8440654e+03,1.7433301e+03,3.1209003e-03,3.1087224e+01,1.5228047e-01
4.2627038e+05,4.5187397e+06,2.8126279e+03,1.7016122e+03,3.2912986e-03,3.0456891e+01,1.3280526e-01
4.2628125e+05,4.5187548e+06,2.8276279e+03,1.6499430e+03,3.5923824e-03,3.0871368e+01,1.0370759e-01
4.2625650e+05,4.5187309e+06,2.8506761e+03,1.7166481e+03,3.2694002e-03,3.1574678e+01,1.4805578e-01
4.2627055e+05,4.5187727e+06,2.8346456e+03,1.5744839e+03,4.1268231e-03,2.9706520e+01,1.2076536e-01
4.2626471e+05,4.5187475e+06,2.8417481e+03,1.6453592e+03,3.6901162e-03,2.9514320e+01,1.0638228e-01
4.2623846e+05,4.5187255e+06,2.7834131e+03,1.7774136e+03,2.8601810e-03,3.1065271e+01,1.0025009e-01
4.2626539e+05,4.5187476e+06,2.8360858e+03,1.6575455e+03,3.5838727e-03,3.0619449e+01,1.0662399e-01
4.2627268e+05,4.5187250e+06,2.8404500e+03,1.6435479e+03,3.6823118e-03,3.2570763e+01,1.6598230e-01
4.2625971e+05,4.5187295e+06,2.8045559e+03,1.7697843e+03,2.9381056e-03,3.0766126e+01,1.5607749e-01
4.2625980e+05,4.5187477e+06,2.8454016e+03,1.7300303e+03,3.1800240e-03,3.0118069e+01,1.0465444e-01
4.2626366e+05,4.5187462e+06,2.8211676e+03,1.6984087e+03,3.3109070e-03,3.3104566e+01,1.0137602e-01
4.2625243e+05,4.5187218e+06,2.8134825e+03,1.7685820e+03,2.9691156e-03,3.1577880e+01,1.3397089e-01
4.2626045e+05,4.5187259e+06,2.8310455e+03,1.7135389e+03,3.2397945e-03,3.2070854e+01,1.0141274e-01
4.2626406e+05,4.5187241e+06,2.8252111e+03,1.7364966e+03,3.1432910e-03,3.0905770e+01,2.0969881e-01
4.2625370e+05,4.5187343e+06,2.8393903e+03,1.6933178e+03,3.3930411e-03,3.1173800e+01,1.1148665e-01
4.2625298e+05,4.5187279e+06,2.8387619e+03,1.7392719e+03,3.1335879e-03,3.1195708e+01,1.4873563e-01
4.2626737e+05,4.5187348e+06,2.8339394e+03,1.7177950e+03,3.2395740e-03,2.9520562e+01,1.8875927e-01
4.2627174e+05,4.5187453e+06,2.8349055e+03,1.6822531e+03,3.4295409e-03,3.1184386e+01,1.2418475e-01
4.2626305e+05,4.5187356e+06,2.8617795e+03,1.7002876e+03,3.3621288e-03,3.2261965e+01,1.5518739e-01
4.2627256e+05,4.5187664e+06,2.8335070e+03,1.5977944e+03,3.9676570e-03,3.0009925e+01,1.1692296e-01
4.2626542e+05,4.5187492e+06,2.8444379e+03,1.6273076e+03,3.7961907e-03,2.9533518e+01,1.0111755e-01
4.2624255e+05,4.5187267e+06,2.8099914e+03,1.7594209e+03,2.9935228e-03,3.1580483e+01,1.1648599e-01
4.2624897e+05,4.5187408e+06,2.8318499e+03,1.6952404e+03,3.3691562e-03,3.2287324e+01,1.0809781e-01
4.2627219e+05,4.5187368e+06,2.8433107e+03,1.6355457e+03,3.7402614e-03,3.0941671e+01,1.4442268e-01
4.2625956e+05,4.5187303e+06,2.8079148e+03,1.7631563e+03,2.9786861e-03,3.0749883e+01,1.5378292e-01
4.2625980e+05,4.5187477e+06,2.8454016e+03,1.7300303e+03,3.1800240e-03,3.0118069e+01,1.0465444e-01
4.2626611e+05,4.5187454e+06,2.8237713e+03,1.6735373e+03,3.4633251e-03,3.2637756e+01,1.0357232e-01
4.2624689e+05,4.5187184e+06,2.8018897e+03,1.8063210e+03,2.7723127e-03,3.1466901e+01,1.4852314e-01
4.2626522e+05,4.5187284e+06,2.8393433e+03,1.6807836e+03,3.4264251e-03,3.1922999e+01,1.0091412e-01
4.2626588e+05,4.5187264e+06,2.8346399e+03,1.7148708e+03,3.2590414e-03,3.1079443e+01,1.8098939e-01
4.2625742e+05,4.5187371e+06,2.8606467e+03,1.6573588e+03,3.6100330e-03,3.1487082e+01,1.0614504e-01
4.2625602e+05,4.5187327e+06,2.8480266e+03,1.7171177e+03,3.2540171e-03,3.1416556e+01,1.3652282e-01
4.2626571e+05,4.5187331e+06,2.8500231e+03,1.7173073e+03,3.2597569e-03,3.0237091e+01,1.8836855e-01
4.2627375e+05,4.5187419e+06,2.8363029e+03,1.7120252e+03,3.2485692e-03,3.0787572e+01,1.3700866e-01
4.2626086e+05,4.5187338e+06,2.8572015e+03,1.7066641e+03,3.3235860e-03,3.1722177e+01,1.5727843e-01
4.2627056e+05,4.5187541e+06,2.8364234e+03,1.6416917e+03,3.6903056e-03,3.0679184e+01,1.1908072e-01
4.2626220e+05,4.5187409e+06,2.8523673e+03,1.6376885e+03,3.7440672e-03,2.9544995e+01,1.1139143e-01
4.2624604e+05,4.5187319e+06,2.7942773e+03,1.7716137e+03,2.9234210e-03,3.0727380e+01,1.2484874e-01
4.2625256e+05,4.5187395e+06,2.8349431e+03,1.7183508e+03,3.2277975e-03,3.2101227e+01,1.0711804e-01
4.2627044e+05,4.5187398e+06,2.8431162e+03,1.6498144e+03,3.6393838e-03,3.1934030e+01,1.3649806e-01
4.2625640e+05,4.5187340e+06,2.8131897e+03,1.7348706e+03,3.1463845e-03,2.9915690e+01,1.1939693e-01
4.2626416e+05,4.5187456e+06,2.8549061e+03,1.7043657e+03,3.3380884e-03,3.0371552e+01,1.3517912e-01
4.2626389e+05,4.5187427e+06,2.8338129e+03,1.6694979e+03,3.5008797e-03,3.2317290e+01,1.0459018e-01
4.2624346e+05,4.5187101e+06,2.7963705e+03,1.8339171e+03,2.6425606e-03,3.1743926e+01,1.6165464e-01
4.2627034e+05,4.5187357e+06,2.8377556e+03,1.6935236e+03,3.3609396e-03,3.1464427e+01,1.3055289e-01
4.2626665e+05,4.5187216e+06,2.8301174e+03,1.7075860e+03,3.3000057e-03,3.0168906e+01,1.9388838e-01
4.2625817e+05,4.5187395e+06,2.8578097e+03,1.6577282e+03,3.6054122e-03,3.1412034e+01,1.0580541e-01
4.2625557e+05,4.5187399e+06,2.8482984e+03,1.7150572e+03,3.2713405e-03,3.0935229e+01,1.2788340e-01
4.2627086e+05,4.5187245e+06,2.8578342e+03,1.7083489e+03,3.3186558e-03,3.1435195e+01,2.5253027e-01
4.2627760e+05,4.5187465e+06,2.8369180e+03,1.7281381e+03,3.1612873e-03,3.0382598e+01,1.6739215e-01
4.2627664e+05,4.5187467e+06,2.8590618e+03,1.6600226e+03,3.5933195e-03,3.1638395e+01,1.8931285e-01
4.2627380e+05,4.5187692e+06,2.8379974e+03,1.6152518e+03,3.8388651e-03,2.9765684e+01,1.0512482e-01
4.2626104e+05,4.5187414e+06,2.8451554e+03,1.6539831e+03,3.6396246e-03,2.9569282e+01,1.0488340e-01
4.2625182e+05,4.5187341e+06,2.8176684e+03,1.7394133e+03,3.1093350e-03,3.1151980e+01,1.1875543e-01
4.2625022e+05,4.5187415e+06,2.8354599e+03,1.7211125e+03,3.2123564e-03,3.2327065e+01,1.0085973e-01
4.2626855e+05,4.5187396e+06,2.8404780e+03,1.6491117e+03,3.6522728e-03,3.2025304e+01,1.3434232e-01
4.2625818e+05,4.5187381e+06,2.8077261e+03,1.7293208e+03,3.1571306e-03,2.9305922e+01,1.0816389e-01
4.2627077e+05,4.5187520e+06,2.8875813e+03,1.7305075e+03,3.2051738e-03,3.0469415e+01,1.1269187e-01
4.2626248e+05,4.5187426e+06,2.8310822e+03,1.6956031e+03,3.3501196e-03,3.1702480e+01,1.0574320e-01
4.2624533e+05,4.5187132e+06,2.8012690e+03,1.8183385e+03,2.7261246e-03,3.1598341e+01,1.5659009e-01
4.2626735e+05,4.5187352e+06,2.8392415e+03,1.6892157e+03,3.3899485e-03,3.1348703e+01,1.1972383e-01
4.2625799e+05,4.5187237e+06,2.8372201e+03,1.7173713e+03,3.2495619e-03,3.1443750e+01,1.7433725e-01
4.2626272e+05,4.5187388e+06,2.8547507e+03,1.6465662e+03,3.6699222e-03,3.1472330e+01,1.1370473e-01
4.2625351e+05,4.5187424e+06,2.8525901e+03,1.7190779e+03,3.2554089e-03,3.0834177e+01,1.2484974e-01
4.2626410e+05,4.5187257e+06,2.8443836e+03,1.7060366e+03,3.3137622e-03,3.0047416e+01,2.0055688e-01
4.2627482e+05,4.5187399e+06,2.8353492e+03,1.7266705e+03,3.1715976e-03,3.0674526e+01,1.7730895e-01
4.2627954e+05,4.5187509e+06,2.8616258e+03,1.6489901e+03,3.6540082e-03,3.1942706e+01,1.8147906e-01
4.2627487e+05,4.5187676e+06,2.8349803e+03,1.6234473e+03,3.7851521e-03,2.9824601e+01,1.1727313e-01
4.2626139e+05,4.5187413e+06,2.8451228e+03,1.6527948e+03,3.6470554e-03,2.9487617e+01,1.0495814e-01
4.2625233e+05,4.5187337e+06,2.8164556e+03,1.7402666e+03,3.0954458e-03,3.1700405e+01,1.1697607e-01
4.2625270e+05,4.5187429e+06,2.8459274e+03,1.6820743e+03,3.4639609e-03,3.1499845e+01,1.0311646e-01
4.2626862e+05,4.5187370e+06,2.8427263e+03,1.6171229e+03,3.8595483e-03,3.2164351e+01,1.3771031e-01
4.2626010e+05,4.5187426e+06,2.8362597e+03,1.7282200e+03,3.1849276e-03,2.9721166e+01,1.0996357e-01
4.2626342e+05,4.5187395e+06,2.8561489e+03,1.7550550e+03,3.0592033e-03,3.0906405e+01,1.2237625e-01
4.2626249e+05,4.5187428e+06,2.8305441e+03,1.6992290e+03,3.3262381e-03,3.1678565e+01,1.0533833e-01
4.2624456e+05,4.5187192e+06,2.8015837e+03,1.8048403e+03,2.7772667e-03,3.1597264e+01,1.4089623e-01
4.2626954e+05,4.5187328e+06,2.8430504e+03,1.6705324e+03,3.5104467e-03,3.1518113e+01,1.2897047e-01
4.2625207e+05,4.5187217e+06,2.8354302e+03,1.7531499e+03,3.0527715e-03,3.2624121e+01,1.6535435e-01
4.2626181e+05,4.5187338e+06,2.8376188e+03,1.6597987e+03,3.5775556e-03,3.1611521e+01,1.1360567e-01
4.2625637e+05,4.5187371e+06,2.8452877e+03,1.7118688e+03,3.2805907e-03,3.0961539e+01,1.2823235e-01
4.2626314e+05,4.5187221e+06,2.8441506e+03,1.7089500e+03,3.2992824e-03,3.0112712e+01,2.0971862e-01
4.2627228e+05,4.5187388e+06,2.8340878e+03,1.7273849e+03,3.1651897e-03,3.0918376e+01,1.6621434e-01
4.2627093e+05,4.5187462e+06,2.8506458e+03,1.6593590e+03,3.5897171e-03,3.1926182e+01,1.5794109e-01
4.2627040e+05,4.5187597e+06,2.8322578e+03,1.6409110e+03,3.6812839e-03,3.0615223e+01,1.1782734e-01
4.2626252e+05,4.5187416e+06,2.8423800e+03,1.6562151e+03,3.6188248e-03,2.9778738e+01,1.0352718e-01
4.2624800e+05,4.5187358e+06,2.8089712e+03,1.7517831e+03,3.0308749e-03,3.1729293e+01,1.1591859e-01
4.2625151e+05,4.5187433e+06,2.8461691e+03,1.6869413e+03,3.4343202e-03,3.1450027e+01,1.0052592e-01
4.2626752e+05,4.5187405e+06,2.8423850e+03,1.5925334e+03,4.0189763e-03,3.2652206e+01,1.2993757e-01
4.2626147e+05,4.5187438e+06,2.8428549e+03,1.7285139e+03,3.1875294e-03,2.9817321e+01,1.1031417e-01
4.2626028e+05,4.5187356e+06,2.8396393e+03,1.7046153e+03,3.3278845e-03,3.0916736e+01,1.2577750e-01
4.2626404e+05,4.5187453e+06,2.8336619e+03,1.6773705e+03,3.4416125e-03,3.2102533e+01,1.0085818e-01
4.2624611e+05,4.5187267e+06,2.8049773e+03,1.7809250e+03,2.8917950e-03,3.1655683e+01,1.2968693e-01
4.2627060e+05,4.5187311e+06,2.8420636e+03,1.6634755e+03,3.5551097e-03,3.1478466e+01,1.3643450e-01
4.2624910e+05,4.5187272e+06,2.8409732e+03,1.7274022e+03,3.1921784e-03,3.1928807e+01,1.2436523e-01
4.2627845e+05,4.5187355e+06,2.8214721e+03,1.7009632e+03,3.3187778e-03,3.2466565e+01,1.3286964e-01
4.2626223e+05,4.5187396e+06,2.8412716e+03,1.6803824e+03,3.4529846e-03,3.0654970e+01,1.2199791e-01
4.2627014e+05,4.5187300e+06,2.8411396e+03,1.6864026e+03,3.4206726e-03,3.0361044e+01,1.8853980e-01
4.2627094e+05,4.5187291e+06,2.8206626e+03,1.7518570e+03,3.0284997e-03,3.1308998e+01,2.2111915e-01
4.2627275e+05,4.5187406e+06,2.8572480e+03,1.6632498e+03,3.5711725e-03,3.2328086e+01,1.7430025e-01
4.2626665e+05,4.5187537e+06,2.8340097e+03,1.6533467e+03,3.6118292e-03,3.0886916e+01,1.1703934e-01
4.2626035e+05,4.5187414e+06,2.8455430e+03,1.6580517e+03,3.6156829e-03,2.9783654e+01,1.0427251e-01
4.2625527e+05,4.5187418e+06,2.8238015e+03,1.6930568e+03,3.3812398e-03,3.0513375e+01,1.0401578e-01
4.2625378e+05,4.5187422e+06,2.8446783e+03,1.6870799e+03,3.4302858e-03,3.1432602e+01,1.0611131e-01
4.2626261e+05,4.5187381e+06,2.8346518e+03,1.5937604e+03,4.0069171e-03,3.2162301e+01,1.0339950e-01
4.2626391e+05,4.5187471e+06,2.8428258e+03,1.7277843e+03,3.1906079e-03,2.9324161e+01,1.0406939e-01
4.2624947e+05,4.5187303e+06,2.8364737e+03,1.7391716e+03,3.1453162e-03,2.9957994e+01,1.0059756e-01
4.2626345e+05,4.5187447e+06,2.8355366e+03,1.6743221e+03,3.4690798e-03,3.1736627e+01,1.0139694e-01
4.2624101e+05,4.5187260e+06,2.7991144e+03,1.7944426e+03,2.8181919e-03,3.1806095e+01,1.1888426e-01
4.2628103e+05,4.5187317e+06,2.8281633e+03,1.6610019e+03,3.5796448e-03,3.0526879e+01,1.0825380e-01
4.2625556e+05,4.5187297e+06,2.8443634e+03,1.7049686e+03,3.3190268e-03,3.1616999e+01,1.3427201e-01
4.2627491e+05,4.5187374e+06,2.8293405e+03,1.7007989e+03,3.3307086e-03,3.1674082e+01,1.2816412e-01
4.2625172e+05,4.5187348e+06,2.8305964e+03,1.7150381e+03,3.2353376e-03,3.0933087e+01,1.0726018e-01
4.2626702e+05,4.5187332e+06,2.8388175e+03,1.6913741e+03,3.3950086e-03,3.0489011e+01,1.4863029e-01
4.2626902e+05,4.5187292e+06,2.8312793e+03,1.7193679e+03,3.2239394e-03,3.1474820e+01,1.8634007e-01
4.2626022e+05,4.5187343e+06,2.8387198e+03,1.7036328e+03,3.3410305e-03,3.2308542e+01,1.5507956e-01
4.2627231e+05,4.5187557e+06,2.8409293e+03,1.6322024e+03,3.7352946e-03,3.0442775e+01,1.3114920e-01
4.2626817e+05,4.5187499e+06,2.8647247e+03,1.6244891e+03,3.8308112e-03,3.1332352e+01,1.1317558e-01
4.2625829e+05,4.5187365e+06,2.8227792e+03,1.6974370e+03,3.3521537e-03,3.1158546e+01,1.0789479e-01
4.2625731e+05,4.5187447e+06,2.8573702e+03,1.6654439e+03,3.5610169e-03,3.0820266e+01,1.1149126e-01
4.2626421e+05,4.5187407e+06,2.8398682e+03,1.6099735e+03,3.9043103e-03,3.2281759e+01,1.1759821e-01
4.2626407e+05,4.5187477e+06,2.8461741e+03,1.7450410e+03,3.1037740e-03,2.8454156e+01,1.0451035e-01
4.2625005e+05,4.5187294e+06,2.8360855e+03,1.7468469e+03,3.1019253e-03,2.9903798e+01,1.0709480e-01
4.2626269e+05,4.5187442e+06,2.8349050e+03,1.6769138e+03,3.4574655e-03,3.1532087e+01,1.0087265e-01
4.2624316e+05,4.5187291e+06,2.8034958e+03,1.7795798e+03,2.9042394e-03,3.1889134e+01,1.1372359e-01
4.2628008e+05,4.5187263e+06,2.8291433e+03,1.6603084e+03,3.5783394e-03,3.1131469e+01,1.2057398e-01
4.2625495e+05,4.5187300e+06,2.8517396e+03,1.6996609e+03,3.3555883e-03,3.2058134e+01,1.4925206e-01
4.2628350e+05,4.5187324e+06,2.8329354e+03,1.6917379e+03,3.3743095e-03,3.1356145e+01,1.4830353e-01
4.2625636e+05,4.5187391e+06,2.8310532e+03,1.6964378e+03,3.3362945e-03,3.1306195e+01,1.0497348e-01
4.2627958e+05,4.5187409e+06,2.8439927e+03,1.6407760e+03,3.6903445e-03,3.1418495e+01,1.9794636e-01
4.2628065e+05,4.5187373e+06,2.8356637e+03,1.6919081e+03,3.3994525e-03,3.1065661e+01,1.6593654e-01
4.2626315e+05,4.5187497e+06,2.8383697e+03,1.6642055e+03,3.5561381e-03,3.2266150e+01,1.3048107e-01
4.2627007e+05,4.5187524e+06,2.8409264e+03,1.6403294e+03,3.6911668e-03,3.0420411e+01,1.3748644e-01
4.2627460e+05,4.5187515e+06,2.8716375e+03,1.6263913e+03,3.8252153e-03,3.0970051e+01,1.0648097e-01
4.2626726e+05,4.5187373e+06,2.8247453e+03,1.6912456e+03,3.4133383e-03,3.0627126e+01,1.0749521e-01
4.2626291e+05,4.5187350e+06,2.8524121e+03,1.6697072e+03,3.5371023e-03,3.1255370e+01,1.3066525e-01
4.2626522e+05,4.5187395e+06,2.8397625e+03,1.6147631e+03,3.8739369e-03,3.2169828e+01,1.1824446e-01
4.2626904e+05,4.5187529e+06,2.8435202e+03,1.7015974e+03,3.3249858e-03,2.9934704e+01,1.0153062e-01
4.2624736e+05,4.5187268e+06,2.8352957e+03,1.7620532e+03,3.0220638e-03,2.9576131e+01,1.0664103e-01
4.2626269e+05,4.5187442e+06,2.8349050e+03,1.6769138e+03,3.4574655e-03,3.1532087e+01,1.0087265e-01
4.2623951e+05,4.5187294e+06,2.8009557e+03,1.7913923e+03,2.8374776e-03,3.1964172e+01,1.1304514e-01
4.2626992e+05,4.5187238e+06,2.8282129e+03,1.6471851e+03,3.6633883e-03,3.1442620e+01,1.1939105e-01
