xcen,ycen,depth,s_axis_max,dP_mu,strike,dip
4.2623945e+05,4.5187384e+06,2.8070999e+03,1.9336234e+03,2.2666414e-03,3.1454473e+01,1.4205981e-01
4.2622192e+05,4.5187399e+06,2.7463530e+03,1.9790323e+03,2.0645138e-03,3.2834090e+01,1.0736738e-01
4.2623839e+05,4.5187339e+06,2.7969123e+03,1.9553896e+03,2.1929361e-03,3.1368379e+01,1.0946845e-01
4.2620332e+05,4.5187400e+06,2.7760765e+03,1.9273332e+03,2.2675105e-03,3.1783101e+01,1.5111244e-01
4.2622453e+05,4.5187396e+06,2.8050333e+03,1.9469527e+03,2.2218278e-03,3.0800988e+01,1.1082933e-01
4.2622476e+05,4.5187356e+06,2.7701714e+03,1.9327712e+03,2.2557627e-03,3.1685771e+01,1.1103031e-01
4.2623286e+05,4.5187499e+06,2.7899197e+03,1.9586296e+03,2.1716833e-03,3.1309222e+01,1.1432243e-01
4.2622315e+05,4.5187391e+06,2.7733969e+03,1.9349380e+03,2.2383359e-03,3.1067389e+01,1.1095159e-01
4.2624144e+05,4.5187667e+06,2.8174652e+03,1.8966395e+03,2.3938590e-03,3.0962240e+01,2.3767889e-01
4.2622845e+05,4.5187327e+06,2.8046505e+03,1.9400834e+03,2.2486547e-03,3.2058695e+01,1.0140032e-01
4.2622309e+05,4.5187617e+06,2.7657090e+03,1.9755293e+03,2.0993936e-03,3.2078934e+01,1.0935515e-01
4.2623970e+05,4.5187360e+06,2.7769485e+03,1.9384105e+03,2.2325572e-03,3.1056494e+01,1.6201279e-01
4.2622426e+05,4.5187318e+06,2.7670583e+03,1.9429276e+03,2.2031014e-03,3.0784399e+01,1.1062044e-01
4.2622303e+05,4.5187329e+06,2.7980607e+03,1.9317886e+03,2.2767198e-03,3.0455648e+01,1.5248106e-01
4.2623239e+05,4.5187584e+06,2.7886903e+03,1.9005218e+03,2.3480970e-03,3.0712349e+01,1.9344274e-01
4.2622918e+05,4.5187362e+06,2.7894377e+03,1.9262861e+03,2.2761676e-03,3.1510699e+01,1.2777400e-01
4.2624213e+05,4.5187363e+06,2.8046201e+03,1.9318642e+03,2.2684813e-03,3.2957932e+01,1.5736790e-01
4.2622447e+05,4.5187380e+06,2.7749050e+03,1.9619804e+03,2.1475486e-03,3.2016646e+01,1.0598230e-01
4.2624047e+05,4.5187199e+06,2.8044952e+03,1.9455621e+03,2.2365664e-03,3.1344183e+01,1.1394057e-01
4.2621299e+05,4.5187304e+06,2.8034231e+03,1.9077052e+03,2.3668365e-03,3.0711725e+01,1.4462761e-01
4.2622770e+05,4.5187388e+06,2.8078348e+03,1.9504836e+03,2.2115494e-03,3.0855358e+01,1.0082321e-01
4.2622464e+05,4.5187390e+06,2.7657187e+03,1.9445829e+03,2.2141536e-03,3.1944264e+01,1.0344784e-01
4.2623888e+05,4.5187561e+06,2.7917656e+03,1.9385313e+03,2.2287847e-03,3.1321488e+01,1.3163816e-01
4.2621808e+05,4.5187284e+06,2.7813792e+03,1.9236908e+03,2.2806720e-03,3.0882498e+01,1.0430538e-01
4.2623207e+05,4.5187497e+06,2.8029419e+03,1.9113135e+03,2.3390149e-03,3.0810464e+01,1.8588484e-01
4.2622738e+05,4.5187345e+06,2.7933814e+03,1.9395264e+03,2.2457208e-03,3.1997877e+01,1.0193503e-01
4.2622191e+05,4.5187533e+06,2.7600661e+03,1.9691223e+03,2.1179769e-03,3.1859574e+01,1.0190421e-01
4.2624051e+05,4.5187382e+06,2.7578662e+03,1.9403593e+03,2.2134119e-03,3.1286638e+01,1.4993317e-01
4.2622515e+05,4.5187312e+06,2.7718603e+03,1.9332888e+03,2.2358884e-03,3.0906753e+01,1.1221005e-01
4.2621983e+05,4.5187313e+06,2.7964665e+03,1.9212479e+03,2.3150388e-03,3.0211940e+01,1.8066299e-01
4.2623252e+05,4.5187528e+06,2.7831871e+03,1.9007334e+03,2.3480530e-03,3.0667641e+01,1.9702918e-01
4.2622648e+05,4.5187341e+06,2.7806069e+03,1.9004444e+03,2.3512518e-03,3.1338096e+01,1.2924405e-01
4.2623392e+05,4.5187365e+06,2.7970017e+03,1.9312923e+03,2.2683528e-03,3.1981952e+01,1.5112630e-01
4.2622516e+05,4.5187377e+06,2.7779841e+03,1.9723394e+03,2.1149045e-03,3.2311529e+01,1.0368743e-01
4.2624826e+05,4.5187109e+06,2.8178361e+03,1.9302946e+03,2.3036687e-03,3.0837452e+01,1.1985319e-01
4.2622228e+05,4.5187340e+06,2.8103151e+03,1.8951269e+03,2.4086025e-03,3.0795683e+01,1.5903066e-01
4.2622713e+05,4.5187389e+06,2.8066621e+03,1.9471908e+03,2.2225966e-03,3.0879842e+01,1.0502736e-01
4.2622189e+05,4.5187429e+06,2.7531992e+03,1.9423847e+03,2.2102449e-03,3.2000168e+01,1.1184296e-01
4.2623795e+05,4.5187730e+06,2.7968374e+03,1.9112708e+03,2.3140987e-03,3.0838829e+01,1.8738110e-01
4.2622673e+05,4.5187428e+06,2.7905689e+03,1.9168291e+03,2.3016154e-03,3.0579439e+01,1.3512410e-01
4.2623140e+05,4.5187507e+06,2.8025603e+03,1.8910482e+03,2.4048910e-03,3.0123181e+01,1.9691374e-01
4.2623043e+05,4.5187357e+06,2.7938572e+03,1.9380909e+03,2.2472212e-03,3.1669159e+01,1.0841671e-01
4.2621765e+05,4.5187667e+06,2.7587297e+03,1.9707235e+03,2.0998251e-03,3.1564990e+01,1.2349140e-01
4.2625006e+05,4.5187443e+06,2.7689242e+03,1.8838725e+03,2.4040480e-03,3.0790700e+01,2.4020749e-01
4.2622427e+05,4.5187377e+06,2.7691595e+03,1.9337579e+03,2.2311889e-03,3.0772578e+01,1.1685660e-01
4.2621523e+05,4.5187296e+06,2.8005719e+03,1.9115975e+03,2.3548741e-03,2.9264211e+01,2.2494092e-01
4.2623884e+05,4.5187600e+06,2.7930454e+03,1.8744998e+03,2.4440859e-03,3.0701335e+01,2.5039032e-01
4.2622792e+05,4.5187318e+06,2.7809364e+03,1.9068419e+03,2.3293297e-03,3.1633431e+01,1.2912422e-01
4.2624348e+05,4.5187454e+06,2.8117414e+03,1.9343064e+03,2.2606573e-03,3.1659676e+01,1.7015727e-01
4.2622765e+05,4.5187400e+06,2.7793986e+03,1.9818221e+03,2.0856036e-03,3.2693079e+01,1.0322336e-01
4.2624760e+05,4.5187424e+06,2.8110125e+03,1.9263893e+03,2.2900079e-03,3.0781971e+01,1.4839970e-01
4.2621791e+05,4.5187296e+06,2.7875641e+03,1.8967422e+03,2.3960874e-03,3.1536238e+01,1.6305464e-01
4.2622690e+05,4.5187374e+06,2.8190684e+03,1.9260836e+03,2.3045233e-03,3.0105900e+01,1.0536574e-01
4.2622892e+05,4.5187512e+06,2.7639803e+03,1.9148485e+03,2.3001087e-03,3.1647361e+01,1.6664397e-01
4.2622733e+05,4.5187769e+06,2.7946641e+03,1.9080457e+03,2.3231358e-03,3.0034393e+01,1.3315764e-01
4.2622705e+05,4.5187541e+06,2.7960128e+03,1.9255112e+03,2.2708890e-03,2.9829710e+01,1.3168211e-01
4.2623339e+05,4.5187544e+06,2.8119086e+03,1.8790946e+03,2.4535071e-03,2.9941426e+01,2.1932031e-01
4.2623055e+05,4.5187336e+06,2.7959552e+03,1.9381536e+03,2.2510247e-03,3.1715736e+01,1.0239669e-01
4.2622903e+05,4.5187500e+06,2.7777983e+03,1.9387463e+03,2.2163380e-03,3.1386709e+01,1.4535109e-01
4.2624016e+05,4.5187405e+06,2.7806090e+03,1.8745349e+03,2.4535034e-03,3.0949558e+01,2.3431237e-01
4.2622295e+05,4.5187360e+06,2.7756176e+03,1.9289146e+03,2.2558990e-03,3.0678386e+01,1.1834976e-01
4.2622229e+05,4.5187294e+06,2.7926156e+03,1.9114854e+03,2.3382364e-03,3.0240635e+01,1.6889931e-01
4.2623455e+05,4.5187554e+06,2.7897180e+03,1.8911121e+03,2.3838178e-03,3.0626216e+01,1.9792898e-01
4.2622792e+05,4.5187318e+06,2.7809263e+03,1.9069006e+03,2.3291278e-03,3.1634512e+01,1.2910258e-01
4.2623919e+05,4.5187397e+06,2.8151781e+03,1.9213253e+03,2.3130176e-03,3.1006842e+01,1.8745390e-01
4.2622552e+05,4.5187375e+06,2.7706253e+03,1.9670803e+03,2.1221674e-03,3.2742783e+01,1.0692730e-01
4.2624900e+05,4.5187361e+06,2.8174619e+03,1.9115164e+03,2.3519099e-03,3.0088449e+01,1.5228143e-01
4.2621310e+05,4.5187320e+06,2.7821142e+03,1.8857953e+03,2.4328837e-03,3.2034541e+01,1.6659253e-01
4.2622132e+05,4.5187262e+06,2.8148444e+03,1.9263549e+03,2.3052695e-03,3.0390161e+01,1.0499751e-01
4.2623331e+05,4.5187477e+06,2.7717208e+03,1.9173998e+03,2.2962132e-03,3.1432090e+01,1.6515303e-01
4.2622934e+05,4.5187764e+06,2.7830716e+03,1.8723803e+03,2.4468225e-03,3.1478188e+01,1.6760576e-01
4.2622779e+05,4.5187521e+06,2.7910420e+03,1.9226223e+03,2.2793079e-03,3.0258295e+01,1.3294960e-01
4.2621631e+05,4.5187400e+06,2.7996362e+03,1.8664667e+03,2.5043143e-03,3.1452116e+01,2.6138319e-01
4.2623249e+05,4.5187348e+06,2.7834275e+03,1.9461241e+03,2.2164621e-03,3.2222964e+01,1.0373399e-01
4.2622626e+05,4.5187496e+06,2.7615770e+03,1.9607854e+03,2.1332409e-03,3.2780090e+01,1.2461688e-01
4.2624327e+05,4.5187343e+06,2.7891627e+03,1.8579117e+03,2.5187119e-03,3.0703627e+01,2.7062466e-01
4.2622258e+05,4.5187340e+06,2.7736010e+03,1.9294783e+03,2.2531306e-03,3.0754392e+01,1.1547845e-01
4.2621473e+05,4.5187229e+06,2.8013188e+03,1.9331310e+03,2.2773139e-03,3.0409414e+01,1.5949574e-01
4.2623853e+05,4.5187507e+06,2.7767496e+03,1.8980373e+03,2.3573478e-03,3.1654317e+01,2.3154708e-01
4.2622303e+05,4.5187438e+06,2.7866215e+03,1.9035618e+03,2.3477493e-03,3.1295151e+01,1.2757176e-01
4.2623619e+05,4.5187314e+06,2.8157260e+03,1.8711097e+03,2.5052033e-03,3.1581989e+01,3.9332831e-01
4.2623228e+05,4.5187593e+06,2.7739892e+03,1.9242378e+03,2.2684970e-03,3.2487939e+01,1.5760669e-01
4.2624481e+05,4.5187357e+06,2.8059332e+03,1.9188687e+03,2.3185714e-03,3.0321630e+01,1.3666868e-01
4.2621398e+05,4.5187286e+06,2.7913642e+03,1.8781786e+03,2.4689644e-03,3.2042721e+01,2.0512292e-01
4.2622309e+05,4.5187348e+06,2.8047026e+03,1.9184796e+03,2.3155454e-03,3.0614420e+01,1.1230699e-01
4.2622724e+05,4.5187304e+06,2.7630182e+03,1.9677202e+03,2.1299861e-03,3.1963744e+01,1.4493185e-01
4.2623508e+05,4.5187615e+06,2.7930286e+03,1.8875276e+03,2.4103706e-03,3.0987114e+01,1.6899914e-01
4.2622477e+05,4.5187529e+06,2.7951854e+03,1.9289929e+03,2.2590291e-03,2.9848815e+01,1.0569560e-01
4.2621939e+05,4.5187404e+06,2.7912520e+03,1.8902304e+03,2.4093489e-03,3.1202599e+01,2.0680293e-01
4.2622827e+05,4.5187361e+06,2.7800995e+03,1.9409228e+03,2.2261992e-03,3.1698779e+01,1.0671861e-01
4.2622753e+05,4.5187522e+06,2.7551733e+03,1.9574996e+03,2.1385753e-03,3.2880981e+01,1.6222202e-01
4.2624868e+05,4.5187436e+06,2.7735210e+03,1.9103399e+03,2.3116375e-03,3.0803523e+01,1.7029621e-01
4.2622429e+05,4.5187411e+06,2.7779343e+03,1.9279774e+03,2.2585024e-03,3.0806257e+01,1.2010568e-01
4.2622211e+05,4.5187214e+06,2.8088457e+03,1.8918902e+03,2.4282216e-03,3.0618581e+01,3.6205166e-01
4.2624108e+05,4.5187464e+06,2.7721001e+03,1.8971178e+03,2.3611576e-03,3.2174659e+01,2.5043132e-01
4.2621510e+05,4.5187391e+06,2.7741671e+03,1.8830643e+03,2.4117134e-03,3.2508748e+01,1.3960714e-01
4.2624363e+05,4.5187310e+06,2.8064814e+03,1.8966436e+03,2.3982846e-03,3.1640847e+01,2.9150958e-01
4.2622912e+05,4.5187591e+06,2.7801986e+03,1.9149361e+03,2.3047469e-03,3.2247718e+01,1.5950497e-01
4.2624292e+05,4.5187328e+06,2.8067592e+03,1.9233673e+03,2.3064412e-03,3.0243476e+01,1.3265792e-01
4.2621212e+05,4.5187259e+06,2.7921538e+03,1.8729022e+03,2.4933105e-03,3.2201435e+01,2.2007379e-01
4.2622373e+05,4.5187503e+06,2.7937522e+03,1.9096924e+03,2.3349696e-03,3.0837956e+01,1.1178404e-01
4.2622161e+05,4.5187303e+06,2.7550355e+03,1.9863690e+03,2.0616550e-03,3.1680044e+01,1.3051473e-01
4.2624143e+05,4.5187539e+06,2.7946958e+03,1.8972205e+03,2.3825657e-03,3.0953746e+01,1.7265416e-01
4.2622985e+05,4.5187469e+06,2.7981963e+03,1.9194757e+03,2.2997251e-03,3.0372973e+01,1.5635694e-01
4.2622763e+05,4.5187454e+06,2.7972207e+03,1.8710582e+03,2.4771511e-03,3.0613797e+01,1.9732133e-01
4.2622725e+05,4.5187357e+06,2.7804912e+03,1.9415069e+03,2.2253037e-03,3.1723131e+01,1.0509926e-01
4.2623492e+05,4.5187489e+06,2.7733621e+03,1.9119290e+03,2.3127529e-03,3.1958386e+01,1.8385746e-01
4.2625264e+05,4.5187494e+06,2.7742928e+03,1.9023212e+03,2.3368836e-03,3.1059835e+01,1.8428377e-01
4.2623971e+05,4.5187344e+06,2.7810198e+03,1.9257648e+03,2.2818438e-03,2.9865303e+01,1.5520800e-01
4.2623551e+05,4.5187262e+06,2.7985953e+03,1.8938522e+03,2.4094891e-03,3.0922937e+01,2.9160844e-01
4.2623406e+05,4.5187690e+06,2.7554085e+03,1.8964639e+03,2.3398464e-03,3.1930973e+01,1.4963654e-01
4.2622640e+05,4.5187593e+06,2.7707052e+03,1.8914360e+03,2.3724218e-03,3.2101602e+01,1.2276625e-01
4.2624442e+05,4.5187262e+06,2.8053369e+03,1.8974030e+03,2.4006856e-03,3.1262445e+01,2.8832681e-01
4.2623738e+05,4.5187632e+06,2.7813362e+03,1.9432289e+03,2.1953517e-03,3.2047249e+01,1.6674490e-01
4.2624306e+05,4.5187319e+06,2.8088289e+03,1.9247118e+03,2.3040905e-03,3.0139907e+01,1.2576535e-01
4.2622097e+05,4.5187422e+06,2.8006823e+03,1.8544405e+03,2.5503603e-03,3.1728920e+01,2.1688043e-01
4.2622405e+05,4.5187500e+06,2.7939976e+03,1.9099368e+03,2.3344671e-03,3.0826595e+01,1.1201158e-01
4.2622609e+05,4.5187338e+06,2.7690588e+03,1.9498484e+03,2.1949217e-03,3.1425840e+01,1.6074241e-01
4.2625977e+05,4.5187656e+06,2.7897120e+03,1.8647743e+03,2.4986902e-03,3.1410704e+01,2.0518134e-01
4.2623711e+05,4.5187500e+06,2.8063159e+03,1.8971489e+03,2.3933277e-03,3.0848742e+01,1.6126603e-01
4.2621675e+05,4.5187487e+06,2.7880935e+03,1.8874411e+03,2.4106994e-03,3.0478658e+01,1.5073374e-01
4.2622725e+05,4.5187357e+06,2.7804912e+03,1.9415069e+03,2.2253037e-03,3.1723131e+01,1.0509926e-01
4.2625083e+05,4.5187716e+06,2.7746555e+03,1.8718257e+03,2.4330331e-03,3.1808410e+01,1.6307116e-01
4.2624579e+05,4.5187617e+06,2.7701913e+03,1.8761640e+03,2.4248410e-03,3.1231990e+01,2.0029652e-01
4.2623041e+05,4.5187471e+06,2.7609376e+03,1.9113645e+03,2.3109495e-03,3.1043166e+01,1.7614178e-01
4.2622399e+05,4.5187279e+06,2.7905318e+03,1.8887273e+03,2.4200838e-03,3.1267261e+01,3.3001129e-01
4.2622353e+05,4.5187565e+06,2.7696389e+03,1.8903242e+03,2.3802533e-03,3.2067525e+01,1.7041270e-01
4.2623239e+05,4.5187621e+06,2.7689646e+03,1.8985069e+03,2.3438802e-03,3.2623477e+01,1.2508130e-01
4.2624814e+05,4.5187339e+06,2.8010168e+03,1.8770644e+03,2.4698766e-03,3.1282090e+01,2.7003584e-01
4.2623921e+05,4.5187627e+06,2.7904876e+03,1.9273875e+03,2.2649422e-03,3.2096156e+01,1.6651491e-01
4.2624687e+05,4.5187328e+06,2.8141179e+03,1.9005866e+03,2.3923729e-03,3.0059549e+01,1.5635180e-01
4.2622324e+05,4.5187474e+06,2.7873591e+03,1.8519991e+03,2.5423003e-03,3.2274470e+01,2.0212324e-01
4.2622157e+05,4.5187445e+06,2.8070774e+03,1.9186502e+03,2.3193737e-03,3.0026051e+01,1.0567270e-01
4.2622393e+05,4.5187283e+06,2.7806597e+03,1.9652885e+03,2.1571926e-03,3.0291862e+01,1.5972287e-01
4.2623872e+05,4.5187583e+06,2.7822379e+03,1.8819911e+03,2.4364299e-03,3.0971300e+01,1.7007150e-01
4.2623002e+05,4.5187458e+06,2.8121089e+03,1.8987793e+03,2.3978745e-03,3.0806216e+01,1.5551265e-01
4.2621029e+05,4.5187466e+06,2.7896947e+03,1.8832373e+03,2.4281618e-03,3.0043149e+01,1.4598975e-01
4.2622757e+05,4.5187344e+06,2.7812729e+03,1.9447734e+03,2.2154449e-03,3.1701034e+01,1.0073499e-01
4.2624844e+05,4.5187609e+06,2.8053990e+03,1.8819266e+03,2.4338091e-03,3.1549765e+01,1.6720952e-01
4.2625263e+05,4.5187474e+06,2.7928545e+03,1.8919163e+03,2.3969809e-03,3.1544108e+01,2.2452855e-01
4.2622209e+05,4.5187420e+06,2.7513060e+03,1.9372194e+03,2.2180559e-03,3.0805110e+01,1.3914926e-01
4.2622831e+05,4.5187269e+06,2.7873899e+03,1.8993498e+03,2.3798422e-03,3.0997022e+01,3.4014262e-01
4.2622507e+05,4.5187481e+06,2.7740863e+03,1.9111738e+03,2.3171427e-03,3.1927199e+01,1.4374829e-01
4.2623701e+05,4.5187601e+06,2.7842233e+03,1.8962884e+03,2.3686440e-03,3.1777079e+01,1.5355269e-01
4.2623617e+05,4.5187279e+06,2.8027703e+03,1.8967552e+03,2.4075143e-03,3.2011057e+01,2.4966130e-01
4.2624020e+05,4.5187662e+06,2.7869708e+03,1.9121931e+03,2.3116681e-03,3.2261052e+01,1.6519601e-01
4.2625043e+05,4.5187427e+06,2.8157215e+03,1.9022838e+03,2.3818524e-03,3.0406381e+01,1.3165477e-01
4.2622857e+05,4.5187466e+06,2.7976554e+03,1.8702089e+03,2.4821929e-03,3.1720176e+01,1.6681817e-01
4.2621673e+05,4.5187401e+06,2.8020393e+03,1.9287898e+03,2.2844480e-03,3.0152051e+01,1.0659060e-01
4.2624255e+05,4.5187446e+06,2.7879290e+03,1.9239934e+03,2.2948752e-03,3.1311851e+01,1.8154685e-01
4.2624430e+05,4.5187540e+06,2.7854457e+03,1.8732469e+03,2.4635808e-03,3.1304023e+01,1.5829353e-01
4.2621467e+05,4.5187555e+06,2.8020206e+03,1.8994170e+03,2.3851998e-03,3.1063274e+01,1.6271387e-01
4.2621654e+05,4.5187484e+06,2.7844731e+03,1.8901207e+03,2.3986968e-03,3.0641634e+01,1.4041276e-01
4.2622722e+05,4.5187152e+06,2.7787870e+03,1.9514242e+03,2.2020241e-03,3.1234321e+01,1.4645409e-01
4.2624826e+05,4.5187702e+06,2.8186696e+03,1.8561424e+03,2.5328331e-03,3.1760071e+01,1.4513547e-01
4.2625166e+05,4.5187492e+06,2.7908602e+03,1.8850715e+03,2.4158921e-03,3.1525715e+01,2.2166834e-01
4.2622390e+05,4.5187437e+06,2.7576520e+03,1.9322051e+03,2.2399130e-03,3.0714340e+01,1.3277447e-01
4.2623714e+05,4.5187480e+06,2.7951490e+03,1.8682208e+03,2.4765017e-03,3.2406491e+01,3.6378993e-01
4.2621375e+05,4.5187511e+06,2.7504795e+03,1.8890719e+03,2.3732434e-03,3.1420457e+01,1.1039311e-01
4.2623666e+05,4.5187546e+06,2.7742672e+03,1.9086795e+03,2.3219175e-03,3.1376780e+01,1.3364946e-01
4.2623438e+05,4.5187270e+06,2.7948070e+03,1.8916738e+03,2.4178770e-03,3.1917303e+01,2.7586294e-01
4.2623782e+05,4.5187601e+06,2.7849630e+03,1.9080531e+03,2.3285829e-03,3.2351467e+01,1.6464080e-01
4.2624774e+05,4.5187350e+06,2.8236773e+03,1.8955797e+03,2.4160381e-03,2.9437431e+01,1.1825627e-01
4.2622087e+05,4.5187419e+06,2.8042549e+03,1.8569772e+03,2.5315563e-03,3.2157310e+01,1.5730462e-01
4.2621951e+05,4.5187377e+06,2.8072072e+03,1.9399961e+03,2.2512420e-03,3.0084818e+01,1.0354405e-01
4.2623247e+05,4.5187518e+06,2.7980192e+03,1.8900582e+03,2.4057956e-03,3.2118558e+01,2.2494912e-01
4.2625890e+05,4.5187739e+06,2.7968485e+03,1.8417925e+03,2.5754208e-03,3.1175617e+01,1.5040024e-01
4.2622096e+05,4.5187613e+06,2.8032418e+03,1.8842607e+03,2.4334925e-03,3.1267041e+01,1.3703084e-01
4.2622153e+05,4.5187655e+06,2.7688117e+03,1.8787643e+03,2.4204279e-03,3.0477195e+01,1.0365625e-01
4.2623043e+05,4.5187270e+06,2.7800842e+03,1.9391749e+03,2.2392517e-03,3.1081049e+01,1.4442242e-01
4.2624138e+05,4.5187646e+06,2.8027937e+03,1.8675712e+03,2.4832728e-03,3.1669893e+01,1.4178958e-01
4.2625282e+05,4.5187514e+06,2.7880626e+03,1.8847388e+03,2.4131622e-03,3.1694519e+01,2.1504064e-01
4.2623667e+05,4.5187439e+06,2.7554297e+03,1.9207448e+03,2.2736123e-03,3.1045728e+01,1.6422096e-01
4.2624064e+05,4.5187543e+06,2.7734363e+03,1.8610106e+03,2.4838058e-03,3.2709636e+01,3.4325156e-01
4.2623007e+05,4.5187513e+06,2.7482312e+03,1.9127941e+03,2.2869766e-03,3.2041496e+01,1.0052007e-01
4.2623863e+05,4.5187539e+06,2.7830123e+03,1.8978605e+03,2.3695709e-03,3.1346179e+01,1.4771765e-01
4.2624185e+05,4.5187402e+06,2.8076952e+03,1.8631112e+03,2.5204768e-03,3.1726423e+01,2.2424886e-01
4.2621668e+05,4.5187489e+06,2.7697502e+03,1.9588002e+03,2.1476850e-03,3.2090799e+01,1.4588311e-01
4.2624169e+05,4.5187387e+06,2.8192527e+03,1.8960534e+03,2.4107327e-03,2.9731461e+01,1.2602867e-01
4.2622496e+05,4.5187370e+06,2.8042061e+03,1.8739627e+03,2.4741500e-03,3.2321983e+01,1.6366840e-01
4.2623340e+05,4.5187471e+06,2.7895483e+03,1.9329784e+03,2.2506660e-03,3.1455355e+01,1.9595072e-01
4.2623168e+05,4.5187389e+06,2.7985638e+03,1.9202901e+03,2.3043932e-03,3.2478806e+01,2.9433940e-01
4.2626779e+05,4.5187658e+06,2.7945982e+03,1.8602450e+03,2.5098483e-03,3.1147141e+01,1.4308705e-01
4.2622017e+05,4.5187568e+06,2.7851296e+03,1.8991645e+03,2.3677593e-03,3.1415612e+01,1.2532579e-01
4.2622629e+05,4.5187659e+06,2.7801910e+03,1.8703809e+03,2.4591162e-03,3.0185024e+01,1.1398378e-01
4.2623061e+05,4.5187262e+06,2.7803169e+03,1.9404219e+03,2.2355119e-03,3.1093513e+01,1.4526391e-01
4.2624388e+05,4.5187629e+06,2.8064703e+03,1.8646383e+03,2.4972989e-03,3.1812301e+01,1.5089028e-01
4.2625158e+05,4.5187493e+06,2.7673197e+03,1.8773614e+03,2.4234425e-03,3.1786861e+01,2.2529651e-01
4.2624774e+05,4.5187319e+06,2.7706340e+03,1.8940630e+03,2.3844174e-03,3.1488969e+01,2.2711229e-01
4.2623331e+05,4.5187567e+06,2.7758554e+03,1.8749061e+03,2.4394368e-03,3.1861596e+01,2.3783804e-01
4.2623067e+05,4.5187512e+06,2.7487629e+03,1.9118070e+03,2.2907781e-03,3.2034403e+01,1.0399591e-01
4.2624677e+05,4.5187567e+06,2.8014801e+03,1.8540244e+03,2.5360110e-03,3.0707722e+01,1.2755376e-01
4.2624583e+05,4.5187406e+06,2.8093703e+03,1.8555203e+03,2.5477240e-03,3.1507090e+01,2.1531550e-01
4.2622169e+05,4.5187419e+06,2.7755228e+03,1.9487530e+03,2.1921356e-03,3.1725102e+01,1.5042724e-01
4.2625710e+05,4.5187423e+06,2.8231742e+03,1.8722740e+03,2.4983704e-03,3.0625276e+01,1.3865042e-01
4.2622535e+05,4.5187359e+06,2.7941776e+03,1.8757914e+03,2.4617337e-03,3.1870264e+01,1.5216799e-01
4.2623844e+05,4.5187656e+06,2.7770097e+03,1.8739331e+03,2.4399052e-03,3.0278101e+01,1.6271213e-01
4.2623609e+05,4.5187424e+06,2.7882178e+03,1.9050285e+03,2.3496078e-03,3.1983012e+01,2.5488135e-01
4.2626047e+05,4.5187486e+06,2.8020750e+03,1.8608512e+03,2.5197745e-03,3.0732299e+01,1.4360784e-01
4.2621905e+05,4.5187536e+06,2.7821997e+03,1.9147114e+03,2.3123690e-03,3.1787593e+01,1.3767037e-01
4.2623157e+05,4.5187583e+06,2.7842480e+03,1.8905155e+03,2.3924133e-03,3.0751751e+01,1.4723933e-01
4.2622849e+05,4.5187375e+06,2.7783153e+03,1.9330214e+03,2.2521962e-03,3.0899317e+01,1.3420340e-01
4.2625668e+05,4.5187706e+06,2.7949735e+03,1.8470494e+03,2.5467182e-03,3.2425473e+01,1.4758076e-01
4.2624698e+05,4.5187500e+06,2.7659267e+03,1.8823025e+03,2.4056915e-03,3.1750881e+01,2.0428571e-01
4.2624315e+05,4.5187540e+06,2.7846095e+03,1.8725071e+03,2.4595931e-03,3.1623051e+01,1.7520383e-01
4.2623586e+05,4.5187500e+06,2.7856376e+03,1.8677883e+03,2.4761375e-03,3.2683919e+01,2.8604667e-01
4.2623249e+05,4.5187505e+06,2.7714323e+03,1.8969195e+03,2.3631479e-03,3.1391967e+01,1.1390368e-01
4.2625303e+05,4.5187589e+06,2.8312957e+03,1.8466765e+03,2.5848998e-03,3.0740637e+01,1.0739190e-01
4.2624094e+05,4.5187262e+06,2.8168687e+03,1.8759947e+03,2.4936181e-03,3.1774642e+01,2.2398406e-01
4.2622928e+05,4.5187506e+06,2.7900814e+03,1.9304313e+03,2.2625640e-03,3.1891103e+01,1.2117609e-01
4.2624983e+05,4.5187357e+06,2.8317359e+03,1.8792184e+03,2.4821343e-03,3.0591183e+01,1.3178854e-01
4.2623264e+05,4.5187456e+06,2.8012077e+03,1.8677561e+03,2.4905246e-03,3.1842757e+01,1.3158927e-01
4.2626151e+05,4.5187530e+06,2.7908530e+03,1.8665448e+03,2.4839394e-03,2.9918871e+01,1.8559286e-01
4.2625337e+05,4.5187475e+06,2.7995971e+03,1.8855847e+03,2.4209876e-03,3.1648529e+01,2.7969397e-01
4.2626308e+05,4.5187438e+06,2.8091933e+03,1.8536015e+03,2.5569398e-03,3.0852931e+01,1.6749287e-01
4.2621968e+05,4.5187649e+06,2.7878093e+03,1.8799166e+03,2.4315831e-03,3.2626859e+01,1.6754696e-01
4.2623243e+05,4.5187706e+06,2.7972949e+03,1.8613439e+03,2.5011782e-03,3.0618243e+01,1.2902718e-01
4.2623209e+05,4.5187325e+06,2.7883419e+03,1.9381523e+03,2.2443892e-03,3.0530072e+01,1.3567559e-01
4.2626247e+05,4.5187674e+06,2.7963572e+03,1.8484325e+03,2.5447768e-03,3.1486353e+01,1.4300956e-01
4.2624403e+05,4.5187479e+06,2.7648600e+03,1.8891626e+03,2.3823882e-03,3.1621980e+01,1.9643120e-01
4.2625630e+05,4.5187633e+06,2.7719964e+03,1.8624828e+03,2.4770407e-03,3.1050516e+01,1.6680634e-01
