xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,s_axis_max,s_axis_max_sigma,dP_mu,dP_mu_sigma,strike,strike_sigma,dip,dip_sigma
4.2625909e+05,3.9524576e+01,4.5187399e+06,1.7846687e+01,2.8262541e+03,7.2235067e+01,1.7267281e+03,2.3091147e+02,3.1759407e-03,1.0138941e-03,3.1284284e+01,4.4347183e+00,1.3078414e-01,1.9467887e-01
