xtlc,ytlc,dtlc,length,opening
4.2570635e+05,4.5194385e+06,3.8553497e+03,9.7252170e+02,3.9152923e+00
4.2571672e+05,4.5194516e+06,3.8149562e+03,9.6592582e+02,3.9265118e+00
4.2570262e+05,4.5194673e+06,3.8191998e+03,9.8794245e+02,3.8220634e+00
4.2571338e+05,4.5194489e+06,3.8301119e+03,9.5648830e+02,3.9552542e+00
4.2572289e+05,4.5194625e+06,3.8400677e+03,9.4349082e+02,3.9993802e+00
4.2569390e+05,4.5194417e+06,3.8796230e+03,9.7723391e+02,3.9404046e+00
4.2569085e+05,4.5194509e+06,3.8560574e+03,9.9385568e+02,3.8579786e+00
4.2570416e+05,4.5194812e+06,3.8244776e+03,9.5060222e+02,3.9615911e+00
4.2565986e+05,4.5194515e+06,3.8096502e+03,1.0364250e+03,3.6482431e+00
4.2571449e+05,4.5194459e+06,3.8665986e+03,9.7988501e+02,3.9020527e+00
4.2569074e+05,4.5194398e+06,3.8499807e+03,9.8800695e+02,3.8628431e+00
4.2570477e+05,4.5194495e+06,3.8476024e+03,9.6975541e+02,3.9327840e+00
4.2571573e+05,4.5194628e+06,3.8062279e+03,1.0100740e+03,3.7205843e+00
4.2571796e+05,4.5194395e+06,3.8299565e+03,9.4747950e+02,3.9806376e+00
4.2570985e+05,4.5194686e+06,3.8244437e+03,9.6314189e+02,3.9159017e+00
4.2570659e+05,4.5194491e+06,3.8567176e+03,9.6083328e+02,3.9662807e+00
4.2569469e+05,4.5194484e+06,3.8604962e+03,9.8064181e+02,3.9105183e+00
4.2570425e+05,4.5194613e+06,3.8294477e+03,9.5636731e+02,3.9508673e+00
4.2568182e+05,4.5194509e+06,3.8370464e+03,1.0303118e+03,3.6950479e+00
4.2571284e+05,4.5194467e+06,3.8765266e+03,9.8815310e+02,3.8845329e+00
4.2568553e+05,4.5194433e+06,3.8546660e+03,9.9448752e+02,3.8300721e+00
4.2570013e+05,4.5194362e+06,3.8601618e+03,9.7802597e+02,3.9293820e+00
4.2570318e+05,4.5194557e+06,3.8264423e+03,1.0017512e+03,3.7762992e+00
4.2570327e+05,4.5194465e+06,3.8231381e+03,9.7424377e+02,3.8731951e+00
4.2572232e+05,4.5194868e+06,3.8045296e+03,9.4533879e+02,3.9562969e+00
4.2570750e+05,4.5194553e+06,3.8547170e+03,9.5749306e+02,3.9677538e+00
4.2569118e+05,4.5194456e+06,3.8568376e+03,9.8607663e+02,3.8757240e+00
4.2569940e+05,4.5194558e+06,3.8132042e+03,9.6738051e+02,3.9047637e+00
4.2567434e+05,4.5194537e+06,3.8392011e+03,1.0635676e+03,3.5626712e+00
4.2571177e+05,4.5194467e+06,3.8635230e+03,9.9437347e+02,3.8406749e+00
4.2568412e+05,4.5194258e+06,3.8712885e+03,9.8721416e+02,3.8721538e+00
4.2569294e+05,4.5194297e+06,3.8620871e+03,9.8640944e+02,3.9096620e+00
4.2570411e+05,4.5194617e+06,3.8162280e+03,1.0089381e+03,3.7299272e+00
4.2570289e+05,4.5194488e+06,3.8280143e+03,9.7223494e+02,3.8874824e+00
4.2569800e+05,4.5194848e+06,3.8111165e+03,9.9914614e+02,3.7867343e+00
4.2571275e+05,4.5194710e+06,3.8394034e+03,9.4451329e+02,3.9795653e+00
4.2566595e+05,4.5194226e+06,3.8561024e+03,1.0420001e+03,3.7005074e+00
4.2570367e+05,4.5194560e+06,3.8227772e+03,9.5120397e+02,3.9668505e+00
4.2565151e+05,4.5194546e+06,3.8195606e+03,1.0957277e+03,3.4453863e+00
4.2571706e+05,4.5194587e+06,3.8539527e+03,9.7905259e+02,3.8744432e+00
4.2566988e+05,4.5194344e+06,3.8612179e+03,1.0312790e+03,3.7108414e+00
4.2570133e+05,4.5194398e+06,3.8571134e+03,9.8007999e+02,3.9263731e+00
4.2571897e+05,4.5194555e+06,3.8216920e+03,9.8628950e+02,3.8097092e+00
4.2569821e+05,4.5194335e+06,3.8422587e+03,9.6552328e+02,3.9382959e+00
4.2571494e+05,4.5194784e+06,3.7998421e+03,9.7612496e+02,3.8620109e+00
4.2571085e+05,4.5194623e+06,3.8580025e+03,9.5485726e+02,3.9717372e+00
4.2567430e+05,4.5194290e+06,3.8387179e+03,1.0463698e+03,3.6440884e+00
4.2570250e+05,4.5194506e+06,3.8364035e+03,9.6457897e+02,3.9414847e+00
4.2567812e+05,4.5194514e+06,3.8294948e+03,1.0228965e+03,3.7208068e+00
4.2570600e+05,4.5194533e+06,3.8466312e+03,9.8448551e+02,3.8709801e+00
4.2569827e+05,4.5194389e+06,3.8765374e+03,9.7550976e+02,3.9452675e+00
4.2570249e+05,4.5194362e+06,3.8451363e+03,9.8072611e+02,3.9298804e+00
4.2569585e+05,4.5194434e+06,3.8326366e+03,1.0219216e+03,3.6975684e+00
4.2568720e+05,4.5194362e+06,3.8402753e+03,9.8525777e+02,3.8700102e+00
4.2570916e+05,4.5194779e+06,3.8108453e+03,9.6904777e+02,3.8929095e+00
4.2572334e+05,4.5194685e+06,3.8347824e+03,9.6960934e+02,3.8631522e+00
4.2567248e+05,4.5194404e+06,3.8376264e+03,1.0038987e+03,3.8177829e+00
4.2569408e+05,4.5194446e+06,3.8251273e+03,9.5936992e+02,3.9751206e+00
4.2565626e+05,4.5194688e+06,3.8151557e+03,1.1060659e+03,3.4148567e+00
4.2570093e+05,4.5194403e+06,3.8652395e+03,9.8783849e+02,3.8814877e+00
4.2569478e+05,4.5194368e+06,3.8723532e+03,9.6810583e+02,3.9726495e+00
4.2570245e+05,4.5194428e+06,3.8496388e+03,9.8685603e+02,3.9048504e+00
4.2570228e+05,4.5194361e+06,3.8472031e+03,1.0181580e+03,3.7559319e+00
4.2568536e+05,4.5194341e+06,3.8542588e+03,9.5762905e+02,3.9896721e+00
4.2570841e+05,4.5194756e+06,3.8109579e+03,9.6604448e+02,3.9037299e+00
4.2571340e+05,4.5194611e+06,3.8149208e+03,9.7357183e+02,3.8632164e+00
4.2567684e+05,4.5194394e+06,3.8416592e+03,1.0092530e+03,3.7970010e+00
4.2569639e+05,4.5194451e+06,3.8177345e+03,9.5392927e+02,3.9849363e+00
4.2568048e+05,4.5194515e+06,3.8338313e+03,1.0377230e+03,3.6711420e+00
4.2571196e+05,4.5194516e+06,3.8567816e+03,9.7204431e+02,3.9331633e+00
4.2568151e+05,4.5194432e+06,3.8661191e+03,9.9874442e+02,3.8636928e+00
4.2571319e+05,4.5194638e+06,3.8328907e+03,9.6751093e+02,3.9415099e+00
4.2571269e+05,4.5194477e+06,3.8419123e+03,1.0212127e+03,3.7291652e+00
4.2568577e+05,4.5194303e+06,3.8655041e+03,9.6579132e+02,3.9725187e+00
4.2569609e+05,4.5194641e+06,3.8234207e+03,9.9186406e+02,3.8325200e+00
4.2569655e+05,4.5194443e+06,3.8208531e+03,1.0133781e+03,3.7279139e+00
4.2567287e+05,4.5194315e+06,3.8571452e+03,9.9466326e+02,3.8710048e+00
4.2570395e+05,4.5194477e+06,3.8353432e+03,9.6287239e+02,3.9569310e+00
4.2565777e+05,4.5194565e+06,3.8277899e+03,1.0966544e+03,3.4422132e+00
4.2570195e+05,4.5194408e+06,3.8600954e+03,9.5879665e+02,3.9890690e+00
4.2566679e+05,4.5194406e+06,3.8707953e+03,1.0185991e+03,3.8035512e+00
4.2571933e+05,4.5194600e+06,3.8266226e+03,9.6947962e+02,3.9177270e+00
4.2572299e+05,4.5194526e+06,3.8227077e+03,9.7822743e+02,3.8666737e+00
4.2571150e+05,4.5194517e+06,3.8553229e+03,9.6776329e+02,3.9522928e+00
4.2571382e+05,4.5194659e+06,3.8379772e+03,9.5489720e+02,3.9783251e+00
4.2568395e+05,4.5194396e+06,3.8229438e+03,1.0186639e+03,3.7194641e+00
4.2564728e+05,4.5194333e+06,3.8411259e+03,1.0444995e+03,3.6735025e+00
4.2569949e+05,4.5194392e+06,3.8218693e+03,9.6520680e+02,3.9448157e+00
4.2566369e+05,4.5194492e+06,3.8289768e+03,1.0696879e+03,3.5420046e+00
4.2570633e+05,4.5194423e+06,3.8653938e+03,9.6135625e+02,3.9858936e+00
4.2569653e+05,4.5194635e+06,3.8486540e+03,9.8017469e+02,3.9120816e+00
4.2569568e+05,4.5194464e+06,3.8687416e+03,9.6763009e+02,3.9920011e+00
4.2573134e+05,4.5194434e+06,3.8213319e+03,9.6234622e+02,3.9296488e+00
4.2571887e+05,4.5194496e+06,3.8808045e+03,9.7041451e+02,3.9639310e+00
4.2568855e+05,4.5194571e+06,3.8420185e+03,9.9021842e+02,3.8612052e+00
4.2568974e+05,4.5194470e+06,3.8355793e+03,9.9703016e+02,3.8254596e+00
4.2563042e+05,4.5194391e+06,3.8225741e+03,1.0889036e+03,3.4915297e+00
4.2570666e+05,4.5194403e+06,3.8451899e+03,9.6250553e+02,3.9678754e+00
4.2565481e+05,4.5194528e+06,3.8044726e+03,1.0952143e+03,3.4235054e+00
4.2570333e+05,4.5194367e+06,3.8701898e+03,9.6190339e+02,3.9916607e+00
4.2570854e+05,4.5194637e+06,3.8412153e+03,9.6880470e+02,3.9435811e+00
4.2570012e+05,4.5194434e+06,3.8689184e+03,9.6421110e+02,3.9948465e+00
4.2572623e+05,4.5194489e+06,3.8029887e+03,9.4932491e+02,3.9628625e+00
4.2570343e+05,4.5194549e+06,3.8573227e+03,9.8802928e+02,3.8762507e+00
4.2566700e+05,4.5194536e+06,3.8284599e+03,1.0185679e+03,3.7418940e+00
4.2568854e+05,4.5194598e+06,3.8228214e+03,9.5830949e+02,3.9534294e+00
4.2564743e+05,4.5194424e+06,3.8326767e+03,1.0714370e+03,3.5680678e+00
4.2571109e+05,4.5194330e+06,3.8695114e+03,9.7094302e+02,3.9693106e+00
4.2568871e+05,4.5194518e+06,3.7915335e+03,1.0253472e+03,3.6639193e+00
4.2569395e+05,4.5194403e+06,3.8570840e+03,9.9373239e+02,3.8544187e+00
4.2572279e+05,4.5194676e+06,3.8526256e+03,9.6822622e+02,3.9638561e+00
4.2570249e+05,4.5194500e+06,3.8620655e+03,9.6627187e+02,3.9786737e+00
4.2572097e+05,4.5194479e+06,3.7845510e+03,9.4850438e+02,3.9405974e+00
4.2570514e+05,4.5194437e+06,3.8599364e+03,9.8796343e+02,3.8769587e+00
4.2566053e+05,4.5194477e+06,3.8298589e+03,1.0193689e+03,3.7323058e+00
4.2569553e+05,4.5194479e+06,3.8390593e+03,9.7482244e+02,3.9087631e+00
4.2566218e+05,4.5194331e+06,3.8471584e+03,1.0751320e+03,3.5574665e+00
4.2570907e+05,4.5194314e+06,3.8564701e+03,9.7338553e+02,3.9428573e+00
4.2565484e+05,4.5194524e+06,3.8172593e+03,1.0536808e+03,3.5941614e+00
4.2568650e+05,4.5194412e+06,3.8427603e+03,1.0072387e+03,3.7490161e+00
4.2571351e+05,4.5194580e+06,3.8315178e+03,9.6250630e+02,3.9546916e+00
4.2570562e+05,4.5194502e+06,3.8629732e+03,9.6294491e+02,3.9941015e+00
4.2571785e+05,4.5194450e+06,3.8047445e+03,9.5269885e+02,3.9518157e+00
4.2573167e+05,4.5194420e+06,3.8663701e+03,9.6141570e+02,3.9636771e+00
4.2567430e+05,4.5194515e+06,3.7942144e+03,9.8702214e+02,3.8175843e+00
4.2568141e+05,4.5194569e+06,3.8603344e+03,9.7014421e+02,3.9606328e+00
4.2568251e+05,4.5194433e+06,3.8476666e+03,1.0163115e+03,3.7727979e+00
4.2571457e+05,4.5194385e+06,3.8534763e+03,9.7071210e+02,3.9317599e+00
4.2563996e+05,4.5194476e+06,3.8201936e+03,1.0538959e+03,3.5927071e+00
4.2566463e+05,4.5194448e+06,3.8375321e+03,1.0407169e+03,3.6228904e+00
4.2572301e+05,4.5194591e+06,3.8295252e+03,9.6595338e+02,3.9414494e+00
4.2571204e+05,4.5194468e+06,3.8552533e+03,9.5900367e+02,3.9914926e+00
4.2570998e+05,4.5194441e+06,3.8101164e+03,9.6647005e+02,3.9053000e+00
4.2572242e+05,4.5194460e+06,3.8717655e+03,9.6324656e+02,3.9622336e+00
4.2568125e+05,4.5194462e+06,3.8058409e+03,9.6974238e+02,3.8958812e+00
4.2569634e+05,4.5194490e+06,3.8464501e+03,9.5558017e+02,3.9908569e+00
4.2569798e+05,4.5194456e+06,3.8392869e+03,9.9521551e+02,3.8286981e+00
4.2570823e+05,4.5194322e+06,3.8566403e+03,9.7184423e+02,3.9276133e+00
4.2561969e+05,4.5194527e+06,3.8249014e+03,1.0885198e+03,3.4697496e+00
4.2568239e+05,4.5194519e+06,3.8292270e+03,1.0162100e+03,3.7216128e+00
4.2571889e+05,4.5194534e+06,3.8490926e+03,9.6113634e+02,3.9798998e+00
4.2570448e+05,4.5194403e+06,3.8569750e+03,9.6460646e+02,3.9764484e+00
4.2572128e+05,4.5194455e+06,3.8308622e+03,9.6092222e+02,3.9518636e+00
4.2573456e+05,4.5194560e+06,3.8509725e+03,9.6072914e+02,3.9594513e+00
4.2569172e+05,4.5194514e+06,3.8110506e+03,9.6727373e+02,3.9135422e+00
4.2570010e+05,4.5194497e+06,3.8468917e+03,9.5650867e+02,3.9890259e+00
4.2571154e+05,4.5194391e+06,3.8459859e+03,9.8121596e+02,3.8972816e+00
4.2570979e+05,4.5194390e+06,3.8504628e+03,9.5726879e+02,3.9853936e+00
4.2562379e+05,4.5194529e+06,3.8178437e+03,1.0749991e+03,3.5112804e+00
4.2572312e+05,4.5194477e+06,3.8475634e+03,9.6524220e+02,3.9356395e+00
4.2571727e+05,4.5194459e+06,3.8534674e+03,9.6059377e+02,3.9980243e+00
4.2571524e+05,4.5194473e+06,3.8636154e+03,9.7126582e+02,3.9448884e+00
4.2571342e+05,4.5194490e+06,3.8236871e+03,9.5361559e+02,3.9625206e+00
4.2569880e+05,4.5194524e+06,3.8478156e+03,9.9194050e+02,3.8310228e+00
4.2570961e+05,4.5194527e+06,3.8340192e+03,9.5804830e+02,3.9637894e+00
4.2569572e+05,4.5194517e+06,3.8437686e+03,9.5745987e+02,3.9779673e+00
4.2571370e+05,4.5194358e+06,3.8422470e+03,9.5927531e+02,3.9883710e+00
4.2570820e+05,4.5194372e+06,3.8474739e+03,9.5429288e+02,3.9975246e+00
4.2561548e+05,4.5194519e+06,3.8221243e+03,1.0944620e+03,3.4482719e+00
4.2569449e+05,4.5194542e+06,3.8608372e+03,1.0251605e+03,3.7147729e+00
4.2571746e+05,4.5194489e+06,3.8543480e+03,9.6305160e+02,3.9803163e+00
4.2571387e+05,4.5194502e+06,3.8693905e+03,9.7471396e+02,3.9246809e+00
4.2571441e+05,4.5194611e+06,3.7979988e+03,9.3623512e+02,3.9790937e+00
4.2570759e+05,4.5194526e+06,3.8417405e+03,9.7656666e+02,3.8768991e+00
4.2569718e+05,4.5194520e+06,3.8221478e+03,9.5205730e+02,3.9849011e+00
4.2569338e+05,4.5194519e+06,3.8462923e+03,9.5645807e+02,3.9868055e+00
4.2570675e+05,4.5194405e+06,3.8308102e+03,9.5680058e+02,3.9832624e+00
4.2569409e+05,4.5194410e+06,3.8433089e+03,9.7870181e+02,3.8995021e+00
4.2566883e+05,4.5194476e+06,3.8358886e+03,1.0202497e+03,3.7382015e+00
4.2568043e+05,4.5194508e+06,3.8530298e+03,1.0219161e+03,3.7226650e+00
4.2572311e+05,4.5194502e+06,3.8434078e+03,9.5485318e+02,3.9957479e+00
4.2572125e+05,4.5194485e+06,3.8648284e+03,9.5715200e+02,3.9911486e+00
4.2570575e+05,4.5194566e+06,3.8273427e+03,9.4477979e+02,3.9970382e+00
4.2570691e+05,4.5194476e+06,3.8373498e+03,9.9385954e+02,3.8048782e+00
4.2570065e+05,4.5194526e+06,3.8250242e+03,9.5026733e+02,3.9931550e+00
4.2569768e+05,4.5194495e+06,3.8600744e+03,9.6278478e+02,3.9850648e+00
4.2569629e+05,4.5194345e+06,3.8286822e+03,9.7250854e+02,3.9160359e+00
4.2568878e+05,4.5194352e+06,3.8621190e+03,9.7141393e+02,3.9611111e+00
4.2564552e+05,4.5194443e+06,3.8252271e+03,1.0516994e+03,3.6154100e+00
4.2568704e+05,4.5194498e+06,3.8506875e+03,1.0085909e+03,3.7800987e+00
4.2571676e+05,4.5194514e+06,3.8466087e+03,9.6603320e+02,3.9588357e+00
4.2571151e+05,4.5194377e+06,3.8513395e+03,9.6003649e+02,3.9869364e+00
4.2570738e+05,4.5194570e+06,3.8304310e+03,9.4495070e+02,3.9969595e+00
4.2570623e+05,4.5194537e+06,3.8276450e+03,9.7416239e+02,3.8762709e+00
4.2568853e+05,4.5194563e+06,3.8165790e+03,9.7185158e+02,3.8907976e+00
4.2567379e+05,4.5194430e+06,3.8644742e+03,9.9980734e+02,3.8423782e+00
4.2570170e+05,4.5194471e+06,3.8235824e+03,9.7669928e+02,3.8751325e+00
4.2569711e+05,4.5194440e+06,3.8499532e+03,9.5955310e+02,3.9802611e+00
4.2564138e+05,4.5194530e+06,3.8428072e+03,1.0550416e+03,3.6124942e+00
4.2568013e+05,4.5194450e+06,3.8560077e+03,1.0269795e+03,3.7086358e+00
4.2571753e+05,4.5194517e+06,3.8359707e+03,9.6037807e+02,3.9732953e+00
4.2567763e+05,4.5194396e+06,3.8482486e+03,1.0029537e+03,3.8171131e+00
4.2571275e+05,4.5194635e+06,3.8174435e+03,9.3895425e+02,3.9970809e+00
4.2572581e+05,4.5194668e+06,3.8141359e+03,9.5776708e+02,3.8916283e+00
4.2570223e+05,4.5194692e+06,3.7970340e+03,9.4810160e+02,3.9464050e+00
4.2568502e+05,4.5194625e+06,3.8558967e+03,9.9861720e+02,3.7965486e+00
4.2571657e+05,4.5194516e+06,3.8096786e+03,9.6481697e+02,3.8931959e+00
4.2569943e+05,4.5194444e+06,3.8488374e+03,9.6087522e+02,3.9825018e+00
4.2565001e+05,4.5194555e+06,3.8387927e+03,1.0699455e+03,3.5622770e+00
4.2568987e+05,4.5194444e+06,3.8551484e+03,9.9490639e+02,3.8405361e+00
4.2572476e+05,4.5194509e+06,3.8358184e+03,9.6353692e+02,3.9720589e+00
4.2569616e+05,4.5194259e+06,3.8682066e+03,9.8218752e+02,3.9052942e+00
4.2570544e+05,4.5194588e+06,3.8278756e+03,9.5837173e+02,3.9349611e+00
4.2571400e+05,4.5194621e+06,3.8295327e+03,9.8003106e+02,3.8260392e+00
4.2567265e+05,4.5194593e+06,3.8251737e+03,9.9071343e+02,3.8334284e+00
4.2568666e+05,4.5194528e+06,3.8442948e+03,9.9224527e+02,3.8217544e+00
4.2571849e+05,4.5194532e+06,3.8223228e+03,9.6640688e+02,3.9097931e+00
4.2569870e+05,4.5194443e+06,3.8490491e+03,9.6152107e+02,3.9800043e+00
4.2561784e+05,4.5194506e+06,3.8566219e+03,1.1401868e+03,3.3580399e+00
4.2570282e+05,4.5194548e+06,3.8329258e+03,9.7809232e+02,3.8960977e+00
4.2573308e+05,4.5194551e+06,3.8213682e+03,9.6073240e+02,3.9206382e+00
4.2569201e+05,4.5194325e+06,3.8709720e+03,9.7503357e+02,3.9333734e+00
4.2570060e+05,4.5194662e+06,3.8355376e+03,9.5083072e+02,3.9649180e+00
4.2568558e+05,4.5194644e+06,3.8413635e+03,1.0002954e+03,3.7735678e+00
4.2569422e+05,4.5194606e+06,3.8201996e+03,9.5532067e+02,3.9416926e+00
4.2568162e+05,4.5194604e+06,3.8232437e+03,1.0120328e+03,3.7169225e+00
4.2571302e+05,4.5194547e+06,3.8318127e+03,9.4952675e+02,3.9844910e+00
4.2569659e+05,4.5194387e+06,3.8547978e+03,9.6191328e+02,3.9933277e+00
4.2564702e+05,4.5194509e+06,3.8505603e+03,1.0822321e+03,3.5383855e+00
4.2570460e+05,4.5194550e+06,3.8318880e+03,9.7708619e+02,3.8961728e+00
4.2572915e+05,4.5194556e+06,3.8225905e+03,9.5524118e+02,3.9438002e+00
4.2571334e+05,4.5194448e+06,3.8366122e+03,9.6707432e+02,3.8916183e+00
4.2570465e+05,4.5194608e+06,3.8325615e+03,9.6007872e+02,3.9423195e+00
4.2569122e+05,4.5194750e+06,3.8183933e+03,1.0360702e+03,3.6442500e+00
4.2570268e+05,4.5194561e+06,3.8241996e+03,9.4777258e+02,3.9811183e+00
4.2567051e+05,4.5194603e+06,3.8297948e+03,1.0381545e+03,3.6280360e+00
4.2569655e+05,4.5194578e+06,3.8382518e+03,9.5369287e+02,3.9846621e+00
4.2569152e+05,4.5194300e+06,3.8671193e+03,9.7647425e+02,3.9378531e+00
4.2561828e+05,4.5194555e+06,3.8452457e+03,1.1063274e+03,3.4489020e+00
4.2571333e+05,4.5194703e+06,3.8079588e+03,9.7003766e+02,3.8879317e+00
4.2570903e+05,4.5194511e+06,3.8366624e+03,9.8304906e+02,3.8498615e+00
4.2571187e+05,4.5194370e+06,3.8495426e+03,9.5617954e+02,3.9679062e+00
4.2569342e+05,4.5194607e+06,3.8527755e+03,9.7357495e+02,3.9301828e+00
4.2567602e+05,4.5194429e+06,3.8582091e+03,1.0170547e+03,3.7506987e+00
4.2571126e+05,4.5194619e+06,3.8228424e+03,9.5828716e+02,3.9305669e+00
4.2566782e+05,4.5194598e+06,3.8303014e+03,1.0385442e+03,3.6238414e+00
4.2569216e+05,4.5194647e+06,3.8335624e+03,9.5472675e+02,3.9818305e+00
4.2568659e+05,4.5194286e+06,3.8709254e+03,9.8180704e+02,3.9278775e+00
4.2560049e+05,4.5194676e+06,3.8390410e+03,1.1352506e+03,3.3530576e+00
4.2571629e+05,4.5194645e+06,3.8099055e+03,9.7283180e+02,3.8784736e+00
4.2568172e+05,4.5194571e+06,3.8370643e+03,1.0079357e+03,3.7760889e+00
4.2570170e+05,4.5194484e+06,3.8432447e+03,9.7393080e+02,3.8908689e+00
4.2568838e+05,4.5194496e+06,3.8645570e+03,9.7588317e+02,3.9438826e+00
4.2568690e+05,4.5194486e+06,3.8542431e+03,9.9464076e+02,3.8548126e+00
4.2570555e+05,4.5194605e+06,3.8323288e+03,9.6334376e+02,3.9296494e+00
4.2568436e+05,4.5194613e+06,3.8271606e+03,1.0070299e+03,3.7403173e+00
4.2569015e+05,4.5194606e+06,3.8403067e+03,9.6988476e+02,3.9298380e+00
4.2568751e+05,4.5194271e+06,3.8691996e+03,9.8238280e+02,3.9185313e+00
4.2563730e+05,4.5194530e+06,3.8488909e+03,1.0761593e+03,3.5563679e+00
4.2573558e+05,4.5194656e+06,3.7992490e+03,9.5433287e+02,3.9288042e+00
4.2572767e+05,4.5194665e+06,3.8179117e+03,9.3813234e+02,3.9940083e+00
4.2567880e+05,4.5194619e+06,3.8366796e+03,1.0095632e+03,3.7387562e+00
4.2568574e+05,4.5194380e+06,3.8920829e+03,1.0010534e+03,3.8671465e+00
4.2565709e+05,4.5194423e+06,3.8676348e+03,1.0535016e+03,3.6461923e+00
4.2570539e+05,4.5194625e+06,3.8292823e+03,9.7084521e+02,3.8972720e+00
4.2567315e+05,4.5194516e+06,3.8421160e+03,1.0138436e+03,3.7289143e+00
4.2568508e+05,4.5194641e+06,3.8244225e+03,9.5948126e+02,3.9647806e+00
4.2570721e+05,4.5194607e+06,3.8130825e+03,9.4751598e+02,3.9650798e+00
4.2562471e+05,4.5194615e+06,3.8187412e+03,1.1021978e+03,3.4342443e+00
4.2572375e+05,4.5194561e+06,3.8357407e+03,9.4941546e+02,3.9821138e+00
4.2571034e+05,4.5194560e+06,3.8606183e+03,9.7771040e+02,3.9261338e+00
4.2570198e+05,4.5194640e+06,3.8313535e+03,9.7922208e+02,3.8508159e+00
4.2567532e+05,4.5194427e+06,3.8888957e+03,1.0179491e+03,3.8053080e+00
4.2565740e+05,4.5194416e+06,3.8610381e+03,1.0579505e+03,3.6120363e+00
4.2571938e+05,4.5194888e+06,3.7925357e+03,9.3154141e+02,3.9893313e+00
4.2570513e+05,4.5194622e+06,3.8180857e+03,9.5018958e+02,3.9371976e+00
4.2569038e+05,4.5194611e+06,3.8427821e+03,9.7461254e+02,3.9354340e+00
4.2570868e+05,4.5194653e+06,3.8097736e+03,9.4586686e+02,3.9657644e+00
4.2564987e+05,4.5194598e+06,3.8278956e+03,1.0563911e+03,3.5971244e+00
4.2572535e+05,4.5194562e+06,3.8342252e+03,9.4658252e+02,3.9894419e+00
4.2570705e+05,4.5194550e+06,3.8515954e+03,9.7905291e+02,3.9054488e+00
4.2572349e+05,4.5194616e+06,3.8183797e+03,9.5464409e+02,3.9243011e+00
4.2568544e+05,4.5194467e+06,3.8705329e+03,9.8365687e+02,3.9008133e+00
4.2567415e+05,4.5194586e+06,3.8161981e+03,1.0145631e+03,3.7128759e+00
4.2571236e+05,4.5194810e+06,3.8112625e+03,9.5626279e+02,3.9436832e+00
4.2570525e+05,4.5194688e+06,3.8242758e+03,9.6175075e+02,3.9171100e+00
4.2571005e+05,4.5194650e+06,3.8288209e+03,9.5446645e+02,3.9693455e+00
4.2569846e+05,4.5194621e+06,3.8082675e+03,9.6808343e+02,3.8890822e+00
4.2562457e+05,4.5194542e+06,3.8362025e+03,1.1073515e+03,3.4303518e+00
4.2572629e+05,4.5194589e+06,3.8281395e+03,9.4627951e+02,3.9749604e+00
4.2569841e+05,4.5194468e+06,3.8804342e+03,1.0064586e+03,3.8573948e+00
4.2571547e+05,4.5194587e+06,3.8400203e+03,9.6483942e+02,3.9326214e+00
4.2569242e+05,4.5194467e+06,3.8811162e+03,9.7325217e+02,3.9636165e+00
4.2567708e+05,4.5194681e+06,3.8112032e+03,1.0064516e+03,3.7460214e+00
4.2570914e+05,4.5194773e+06,3.8046387e+03,9.4920203e+02,3.9564932e+00
4.2566830e+05,4.5194867e+06,3.8436346e+03,1.0001288e+03,3.8009353e+00
4.2570306e+05,4.5194650e+06,3.8347449e+03,9.5760954e+02,3.9771182e+00
4.2567615e+05,4.5194547e+06,3.7972681e+03,1.0242874e+03,3.6719578e+00
4.2567288e+05,4.5194537e+06,3.8491139e+03,1.0308471e+03,3.7164901e+00
4.2570904e+05,4.5194604e+06,3.8239193e+03,9.6633297e+02,3.9072353e+00
4.2569324e+05,4.5194519e+06,3.8650615e+03,1.0026887e+03,3.8486208e+00
4.2570112e+05,4.5194627e+06,3.8644042e+03,9.8731960e+02,3.8706143e+00
4.2569879e+05,4.5194477e+06,3.8740977e+03,9.7159952e+02,3.9578187e+00
4.2567038e+05,4.5194583e+06,3.8090822e+03,1.0236280e+03,3.6882626e+00
4.2570948e+05,4.5194768e+06,3.8053481e+03,9.4919966e+02,3.9569868e+00
4.2569569e+05,4.5194732e+06,3.8359039e+03,9.7365156e+02,3.8900050e+00
4.2569744e+05,4.5194719e+06,3.8564096e+03,9.6459785e+02,3.9537426e+00
4.2567819e+05,4.5194620e+06,3.7994860e+03,1.0160922e+03,3.7059792e+00
4.2569826e+05,4.5194449e+06,3.8369497e+03,9.9963855e+02,3.8146560e+00
4.2573107e+05,4.5194572e+06,3.8147379e+03,9.4231989e+02,3.9722555e+00
4.2569375e+05,4.5194477e+06,3.8555604e+03,9.9865069e+02,3.8720192e+00
4.2570122e+05,4.5194622e+06,3.8633923e+03,9.8133464e+02,3.8909235e+00
4.2569910e+05,4.5194453e+06,3.8805262e+03,9.7533438e+02,3.9455875e+00
4.2568528e+05,4.5194579e+06,3.8139817e+03,9.9844410e+02,3.7887363e+00
4.2570377e+05,4.5194596e+06,3.8341066e+03,9.6104150e+02,3.9844188e+00
4.2569216e+05,4.5194870e+06,3.8317312e+03,9.6911349e+02,3.8739621e+00
4.2570106e+05,4.5194680e+06,3.8618848e+03,9.5929582e+02,3.9907011e+00
4.2569483e+05,4.5194598e+06,3.8309048e+03,9.8481726e+02,3.8467825e+00
4.2570259e+05,4.5194479e+06,3.8421735e+03,9.7980733e+02,3.8918617e+00
4.2570643e+05,4.5194614e+06,3.8322438e+03,9.6636915e+02,3.9054671e+00
