xtlc,ytlc,dtlc,length,opening
4.2569775e+05,4.5194640e+06,3.8266542e+03,9.8204674e+02,3.8421656e+00
4.2568747e+05,4.5194721e+06,3.8596947e+03,9.9204603e+02,3.8471612e+00
4.2569778e+05,4.5194502e+06,3.8730800e+03,1.0229387e+03,3.7486446e+00
4.2561923e+05,4.5194468e+06,3.8475371e+03,1.1067756e+03,3.4844292e+00
4.2566313e+05,4.5194587e+06,3.8566494e+03,1.0449143e+03,3.6553168e+00
4.2562230e+05,4.5194548e+06,3.8322442e+03,1.0879042e+03,3.4770338e+00
4.2565963e+05,4.5194680e+06,3.8000157e+03,1.0588964e+03,3.5543908e+00
4.2564733e+05,4.5194671e+06,3.8662105e+03,1.0861517e+03,3.5208726e+00
4.2571000e+05,4.5194537e+06,3.8984370e+03,9.6280729e+02,3.9889697e+00
4.2565693e+05,4.5194584e+06,3.8693361e+03,1.0444883e+03,3.6667966e+00
4.2570815e+05,4.5194550e+06,3.8211178e+03,9.7701667e+02,3.8514673e+00
4.2569281e+05,4.5194776e+06,3.8552264e+03,9.7447887e+02,3.9076996e+00
4.2569069e+05,4.5194582e+06,3.8471421e+03,1.0223291e+03,3.7147027e+00
4.2565264e+05,4.5194589e+06,3.8253124e+03,1.0615024e+03,3.5890953e+00
4.2564049e+05,4.5194608e+06,3.8472069e+03,1.0829374e+03,3.5125136e+00
4.2567238e+05,4.5194561e+06,3.8560675e+03,1.0175043e+03,3.7508353e+00
4.2569157e+05,4.5194715e+06,3.7929410e+03,1.0051310e+03,3.7322712e+00
4.2565435e+05,4.5194666e+06,3.8717803e+03,1.0708814e+03,3.5608655e+00
4.2570739e+05,4.5194616e+06,3.8430285e+03,9.7425539e+02,3.8880353e+00
4.2568581e+05,4.5194608e+06,3.8337524e+03,9.8106316e+02,3.8981754e+00
4.2572318e+05,4.5194564e+06,3.8150946e+03,9.5131547e+02,3.9356884e+00
4.2569020e+05,4.5194738e+06,3.8599946e+03,9.8699506e+02,3.8644268e+00
4.2568710e+05,4.5194552e+06,3.8598897e+03,1.0118992e+03,3.7735661e+00
4.2566182e+05,4.5194586e+06,3.8399157e+03,1.0427692e+03,3.6598882e+00
4.2566737e+05,4.5194638e+06,3.8460396e+03,1.0396688e+03,3.6600502e+00
4.2565207e+05,4.5194537e+06,3.8539323e+03,1.0505893e+03,3.6359970e+00
4.2567988e+05,4.5194664e+06,3.8187805e+03,1.0160113e+03,3.7199039e+00
4.2570252e+05,4.5194622e+06,3.8584930e+03,9.7868849e+02,3.8861016e+00
4.2569723e+05,4.5194586e+06,3.8461792e+03,9.9510478e+02,3.8218506e+00
4.2570092e+05,4.5194663e+06,3.8356180e+03,9.5536693e+02,3.9932542e+00
4.2571110e+05,4.5194544e+06,3.8078727e+03,9.5476902e+02,3.9433684e+00
4.2571413e+05,4.5194855e+06,3.8376347e+03,9.5496416e+02,3.9553785e+00
4.2569286e+05,4.5194450e+06,3.8314118e+03,1.0130841e+03,3.7404253e+00
4.2563651e+05,4.5194437e+06,3.8282741e+03,1.1007892e+03,3.4792115e+00
4.2568660e+05,4.5194649e+06,3.8297326e+03,1.0055976e+03,3.7695015e+00
4.2566763e+05,4.5194628e+06,3.8562627e+03,1.0204269e+03,3.7483732e+00
4.2568555e+05,4.5194651e+06,3.8107287e+03,1.0254107e+03,3.6671412e+00
4.2571389e+05,4.5194618e+06,3.8490651e+03,9.5977991e+02,3.9383210e+00
4.2572412e+05,4.5194487e+06,3.8276243e+03,9.6742135e+02,3.9090894e+00
4.2570486e+05,4.5194610e+06,3.8241603e+03,9.5912897e+02,3.9520692e+00
4.2571099e+05,4.5194542e+06,3.8124793e+03,9.5756175e+02,3.9337366e+00
4.2569622e+05,4.5194939e+06,3.8397234e+03,9.7815966e+02,3.8780556e+00
4.2569206e+05,4.5194504e+06,3.8339722e+03,1.0206667e+03,3.7092406e+00
4.2560310e+05,4.5194469e+06,3.8341105e+03,1.1595019e+03,3.3061354e+00
4.2567321e+05,4.5194606e+06,3.8353717e+03,1.0200243e+03,3.7070782e+00
4.2568377e+05,4.5194551e+06,3.8419153e+03,9.9927575e+02,3.8146178e+00
4.2568262e+05,4.5194741e+06,3.8219725e+03,1.0197811e+03,3.6841471e+00
4.2569488e+05,4.5194834e+06,3.8499942e+03,9.9549507e+02,3.7816996e+00
4.2571831e+05,4.5194535e+06,3.8222888e+03,9.6447850e+02,3.9256720e+00
4.2571038e+05,4.5194462e+06,3.8167521e+03,9.6289101e+02,3.9105178e+00
4.2570446e+05,4.5194660e+06,3.8203668e+03,9.6048275e+02,3.9228541e+00
4.2569094e+05,4.5194715e+06,3.8517507e+03,9.8002514e+02,3.8830313e+00
4.2569164e+05,4.5194465e+06,3.8372868e+03,1.0097517e+03,3.7552135e+00
4.2567670e+05,4.5194643e+06,3.8310455e+03,1.0305165e+03,3.6752993e+00
4.2565933e+05,4.5194726e+06,3.8318039e+03,1.0461761e+03,3.5961960e+00
4.2568792e+05,4.5194432e+06,3.8398077e+03,9.9495847e+02,3.8197048e+00
4.2568111e+05,4.5194695e+06,3.8147192e+03,1.0285938e+03,3.6360904e+00
4.2572133e+05,4.5194657e+06,3.8462936e+03,9.4461798e+02,3.9930541e+00
4.2572288e+05,4.5194507e+06,3.8222600e+03,9.6235944e+02,3.9369989e+00
4.2572362e+05,4.5194599e+06,3.7958559e+03,9.5457262e+02,3.9181565e+00
4.2570127e+05,4.5194681e+06,3.8203309e+03,9.6043303e+02,3.9205210e+00
4.2569539e+05,4.5194617e+06,3.8474402e+03,9.7142198e+02,3.9105643e+00
4.2567622e+05,4.5194407e+06,3.8492154e+03,1.0219750e+03,3.7274933e+00
4.2568551e+05,4.5194550e+06,3.8181381e+03,1.0465647e+03,3.6208808e+00
4.2566404e+05,4.5194734e+06,3.8229345e+03,1.0341433e+03,3.6231002e+00
4.2569875e+05,4.5194404e+06,3.8342410e+03,9.7581875e+02,3.8880164e+00
4.2569303e+05,4.5194629e+06,3.8170541e+03,1.0014514e+03,3.7367990e+00
4.2572133e+05,4.5194657e+06,3.8462936e+03,9.4461798e+02,3.9930541e+00
4.2572635e+05,4.5194497e+06,3.8031866e+03,9.5634745e+02,3.9380007e+00
4.2572459e+05,4.5194618e+06,3.8152707e+03,9.4760191e+02,3.9706642e+00
4.2569214e+05,4.5194744e+06,3.8155457e+03,9.6404501e+02,3.8865902e+00
4.2568512e+05,4.5194595e+06,3.8807425e+03,9.7176518e+02,3.9420659e+00
4.2567079e+05,4.5194314e+06,3.8598342e+03,1.0364849e+03,3.6868216e+00
4.2566254e+05,4.5194590e+06,3.8441991e+03,1.0812754e+03,3.5300302e+00
4.2567816e+05,4.5194702e+06,3.8250271e+03,1.0180057e+03,3.6824064e+00
4.2570790e+05,4.5194412e+06,3.8150169e+03,9.6046757e+02,3.9103120e+00
4.2569192e+05,4.5194562e+06,3.8187393e+03,1.0182463e+03,3.7021812e+00
4.2570843e+05,4.5194613e+06,3.8288129e+03,9.6873827e+02,3.8915175e+00
4.2570912e+05,4.5194502e+06,3.7902094e+03,9.9392860e+02,3.7694003e+00
4.2570134e+05,4.5194547e+06,3.8283086e+03,9.8467730e+02,3.8417235e+00
4.2568868e+05,4.5194654e+06,3.8235968e+03,9.8641505e+02,3.8272891e+00
4.2566664e+05,4.5194649e+06,3.8494858e+03,1.0442260e+03,3.6558800e+00
4.2568108e+05,4.5194437e+06,3.8570562e+03,1.0126783e+03,3.7590123e+00
4.2566769e+05,4.5194578e+06,3.8412161e+03,1.0636365e+03,3.5870003e+00
4.2567776e+05,4.5194716e+06,3.8360956e+03,1.0077372e+03,3.7301858e+00
4.2569288e+05,4.5194330e+06,3.8335056e+03,9.6810003e+02,3.8995415e+00
4.2571807e+05,4.5194528e+06,3.7950116e+03,9.6566601e+02,3.8683913e+00
4.2571670e+05,4.5194746e+06,3.8313238e+03,9.5333233e+02,3.9436689e+00
4.2570076e+05,4.5194585e+06,3.8076697e+03,9.9329353e+02,3.7731926e+00
4.2570188e+05,4.5194513e+06,3.8460091e+03,9.8007904e+02,3.8819053e+00
4.2567178e+05,4.5194665e+06,3.7994254e+03,1.0471865e+03,3.5955655e+00
4.2564857e+05,4.5194614e+06,3.8588325e+03,1.0912633e+03,3.5293700e+00
4.2569700e+05,4.5194435e+06,3.8395434e+03,9.7215858e+02,3.8792775e+00
4.2564698e+05,4.5194612e+06,3.8484925e+03,1.1327939e+03,3.3624000e+00
4.2567813e+05,4.5194660e+06,3.8340447e+03,1.0170255e+03,3.7061147e+00
4.2566689e+05,4.5194490e+06,3.8502203e+03,1.0258975e+03,3.7215186e+00
4.2572809e+05,4.5194629e+06,3.8110077e+03,9.5699507e+02,3.9396394e+00
4.2570670e+05,4.5194683e+06,3.8311679e+03,9.6499871e+02,3.8994573e+00
4.2571680e+05,4.5194488e+06,3.8164945e+03,9.6650765e+02,3.9003894e+00
4.2568420e+05,4.5194466e+06,3.8757262e+03,1.0050707e+03,3.8350161e+00
4.2569033e+05,4.5194665e+06,3.8184728e+03,9.8238594e+02,3.8195370e+00
4.2566351e+05,4.5194531e+06,3.8466586e+03,1.0760073e+03,3.5545507e+00
4.2569155e+05,4.5194446e+06,3.8411803e+03,9.8156966e+02,3.8512150e+00
4.2566769e+05,4.5194504e+06,3.8577796e+03,1.0572943e+03,3.6340600e+00
4.2567211e+05,4.5194698e+06,3.8352955e+03,1.0352939e+03,3.6400274e+00
4.2564095e+05,4.5194482e+06,3.8433844e+03,1.0656507e+03,3.5825380e+00
4.2571997e+05,4.5194583e+06,3.8173467e+03,9.5900536e+02,3.9291759e+00
4.2570205e+05,4.5194795e+06,3.8283971e+03,9.8387345e+02,3.8389193e+00
4.2568842e+05,4.5194501e+06,3.8404965e+03,1.0199716e+03,3.7446450e+00
4.2568535e+05,4.5194516e+06,3.8675337e+03,1.0061359e+03,3.8227569e+00
4.2566342e+05,4.5194615e+06,3.8379425e+03,1.0219584e+03,3.7047500e+00
4.2563955e+05,4.5194423e+06,3.8440848e+03,1.1373539e+03,3.3488704e+00
4.2569536e+05,4.5194530e+06,3.8323383e+03,9.9245233e+02,3.8069525e+00
4.2566050e+05,4.5194418e+06,3.8631197e+03,1.0444295e+03,3.6677280e+00
4.2568752e+05,4.5194755e+06,3.8191522e+03,1.0183570e+03,3.6932396e+00
4.2565186e+05,4.5194400e+06,3.8237812e+03,1.0503000e+03,3.6079569e+00
4.2571997e+05,4.5194583e+06,3.8173467e+03,9.5900536e+02,3.9291759e+00
4.2569396e+05,4.5194751e+06,3.8289894e+03,9.8913286e+02,3.8161515e+00
4.2566127e+05,4.5194449e+06,3.8572249e+03,1.0704606e+03,3.5898358e+00
4.2569568e+05,4.5194434e+06,3.8742776e+03,9.8585719e+02,3.9176605e+00
4.2565446e+05,4.5194614e+06,3.8570394e+03,1.0314047e+03,3.6937464e+00
4.2567129e+05,4.5194527e+06,3.8455769e+03,1.0499980e+03,3.6446857e+00
4.2569410e+05,4.5194430e+06,3.8489578e+03,9.7945037e+02,3.8710634e+00
4.2566667e+05,4.5194437e+06,3.8633142e+03,1.0221194e+03,3.7380307e+00
4.2570597e+05,4.5194729e+06,3.8292584e+03,9.9762981e+02,3.7823381e+00
4.2567687e+05,4.5194689e+06,3.8153040e+03,9.9893080e+02,3.7660486e+00
4.2571606e+05,4.5194562e+06,3.8256726e+03,9.6312646e+02,3.9265648e+00
4.2570188e+05,4.5194829e+06,3.8319267e+03,9.6747696e+02,3.8986012e+00
4.2566550e+05,4.5194556e+06,3.8454041e+03,1.0778700e+03,3.5575721e+00
4.2571110e+05,4.5194774e+06,3.8458722e+03,9.5471583e+02,3.9806510e+00
4.2567637e+05,4.5194543e+06,3.8666789e+03,1.0103305e+03,3.7922501e+00
4.2566547e+05,4.5194457e+06,3.8460357e+03,1.0510433e+03,3.6456083e+00
4.2570786e+05,4.5194461e+06,3.8401796e+03,9.5888552e+02,3.9400547e+00
4.2567284e+05,4.5194507e+06,3.8572726e+03,1.0214813e+03,3.7502733e+00
4.2568915e+05,4.5194778e+06,3.8370554e+03,1.0325853e+03,3.6678158e+00
4.2567064e+05,4.5194727e+06,3.8043021e+03,1.0072814e+03,3.7175350e+00
4.2572616e+05,4.5194474e+06,3.8182685e+03,9.4511753e+02,3.9909033e+00
4.2569794e+05,4.5194772e+06,3.8383971e+03,9.7879048e+02,3.8618100e+00
4.2567537e+05,4.5194511e+06,3.8329312e+03,1.0784898e+03,3.5567095e+00
4.2569744e+05,4.5194566e+06,3.8514855e+03,9.7130667e+02,3.9262750e+00
4.2566595e+05,4.5194526e+06,3.8798332e+03,9.9986936e+02,3.8406297e+00
4.2562220e+05,4.5194439e+06,3.8211852e+03,1.1136648e+03,3.4026711e+00
4.2569054e+05,4.5194538e+06,3.8278140e+03,9.8308127e+02,3.8384910e+00
4.2568971e+05,4.5194550e+06,3.8685063e+03,1.0055744e+03,3.8121835e+00
4.2567009e+05,4.5194840e+06,3.8364718e+03,1.0777571e+03,3.5037551e+00
4.2565536e+05,4.5194671e+06,3.7891543e+03,1.0206211e+03,3.6548701e+00
4.2572030e+05,4.5194489e+06,3.8151422e+03,9.5058028e+02,3.9648894e+00
4.2569860e+05,4.5194754e+06,3.8306728e+03,9.8970313e+02,3.8175916e+00
4.2568439e+05,4.5194627e+06,3.8352269e+03,1.0240642e+03,3.7173673e+00
4.2570717e+05,4.5194561e+06,3.8617402e+03,9.5656454e+02,3.9934704e+00
4.2567452e+05,4.5194503e+06,3.8703349e+03,9.8592409e+02,3.8804567e+00
4.2566327e+05,4.5194559e+06,3.8265577e+03,1.0480239e+03,3.6239295e+00
4.2572066e+05,4.5194453e+06,3.8489026e+03,9.6302652e+02,3.9398669e+00
4.2569576e+05,4.5194574e+06,3.8474145e+03,1.0073365e+03,3.7930941e+00
4.2567651e+05,4.5194717e+06,3.8374776e+03,1.0431182e+03,3.6414217e+00
4.2566525e+05,4.5194686e+06,3.8212734e+03,1.0381481e+03,3.6395082e+00
4.2571264e+05,4.5194546e+06,3.8201597e+03,9.5275736e+02,3.9679515e+00
4.2570808e+05,4.5194753e+06,3.8342204e+03,9.7000020e+02,3.8813468e+00
4.2567638e+05,4.5194622e+06,3.8402892e+03,1.0196992e+03,3.7329591e+00
4.2570411e+05,4.5194568e+06,3.8571506e+03,9.5950826e+02,3.9741530e+00
4.2567728e+05,4.5194550e+06,3.8571223e+03,9.9585844e+02,3.8318487e+00
4.2568379e+05,4.5194398e+06,3.8324268e+03,1.0119795e+03,3.7613954e+00
4.2572740e+05,4.5194385e+06,3.8465552e+03,9.4977699e+02,3.9982639e+00
4.2571645e+05,4.5194538e+06,3.8569089e+03,9.8762188e+02,3.8874112e+00
4.2565807e+05,4.5194656e+06,3.8291390e+03,1.0553001e+03,3.5860160e+00
4.2565386e+05,4.5194888e+06,3.8149264e+03,1.0479056e+03,3.5816631e+00
4.2570365e+05,4.5194623e+06,3.8000793e+03,9.5421284e+02,3.9505145e+00
4.2571116e+05,4.5194683e+06,3.8290742e+03,9.7423937e+02,3.8613231e+00
4.2566533e+05,4.5194691e+06,3.8247664e+03,1.0730121e+03,3.5124682e+00
4.2567950e+05,4.5194671e+06,3.8526760e+03,9.8894960e+02,3.8598015e+00
4.2567635e+05,4.5194476e+06,3.8763379e+03,9.8304216e+02,3.9077740e+00
4.2569052e+05,4.5194445e+06,3.8492690e+03,9.8784774e+02,3.8652572e+00
4.2570330e+05,4.5194479e+06,3.8425542e+03,9.8697423e+02,3.8560022e+00
4.2569708e+05,4.5194745e+06,3.8370424e+03,1.0096600e+03,3.7606535e+00
4.2565177e+05,4.5194608e+06,3.8332762e+03,1.0611617e+03,3.5730657e+00
4.2566755e+05,4.5194760e+06,3.8218864e+03,1.0484256e+03,3.5942710e+00
4.2570069e+05,4.5194563e+06,3.8240404e+03,9.5498275e+02,3.9716285e+00
4.2569774e+05,4.5194663e+06,3.8245508e+03,1.0032162e+03,3.7538274e+00
4.2566177e+05,4.5194793e+06,3.8271442e+03,1.0901491e+03,3.4564509e+00
4.2566950e+05,4.5194635e+06,3.8531612e+03,9.9063141e+02,3.8541457e+00
4.2571166e+05,4.5194558e+06,3.8387405e+03,9.7880554e+02,3.8690336e+00
4.2565687e+05,4.5194452e+06,3.8579470e+03,1.0282651e+03,3.7303695e+00
4.2571069e+05,4.5194264e+06,3.8603074e+03,9.6136673e+02,3.9947783e+00
4.2572405e+05,4.5194712e+06,3.8375970e+03,9.6649132e+02,3.9152065e+00
4.2565702e+05,4.5194666e+06,3.8213065e+03,1.0512200e+03,3.5878876e+00
4.2563732e+05,4.5194680e+06,3.8384061e+03,1.0762107e+03,3.5280194e+00
4.2569922e+05,4.5194531e+06,3.8328704e+03,9.6832539e+02,3.9234009e+00
4.2570727e+05,4.5194709e+06,3.8067060e+03,9.7964241e+02,3.8152598e+00
4.2568385e+05,4.5194599e+06,3.8412522e+03,1.0281294e+03,3.7058877e+00
4.2566286e+05,4.5194691e+06,3.8461382e+03,1.0200819e+03,3.7372150e+00
4.2571765e+05,4.5194429e+06,3.8442027e+03,9.6485928e+02,3.9344839e+00
4.2566127e+05,4.5194559e+06,3.8209997e+03,1.0324249e+03,3.6501644e+00
4.2571003e+05,4.5194296e+06,3.8561133e+03,9.6482032e+02,3.9731671e+00
4.2571935e+05,4.5194665e+06,3.8450960e+03,9.5937810e+02,3.9542971e+00
4.2569002e+05,4.5194573e+06,3.8280830e+03,9.9155359e+02,3.8289204e+00
4.2566556e+05,4.5194687e+06,3.8475295e+03,1.0429852e+03,3.6610417e+00
4.2569157e+05,4.5194487e+06,3.8413279e+03,9.6029898e+02,3.9818512e+00
4.2569373e+05,4.5194634e+06,3.8166969e+03,9.9011228e+02,3.7986723e+00
4.2562451e+05,4.5194644e+06,3.8672740e+03,1.1373980e+03,3.3625066e+00
4.2571633e+05,4.5194601e+06,3.8646960e+03,9.5545262e+02,3.9941748e+00
4.2571687e+05,4.5194377e+06,3.8534643e+03,9.5873254e+02,3.9783087e+00
4.2568543e+05,4.5194582e+06,3.8466319e+03,9.9484650e+02,3.8290210e+00
4.2570384e+05,4.5194465e+06,3.8377772e+03,9.7485294e+02,3.8916286e+00
4.2572373e+05,4.5194653e+06,3.8504124e+03,9.5229685e+02,3.9869982e+00
4.2569375e+05,4.5194762e+06,3.8100310e+03,1.0028411e+03,3.7500275e+00
4.2565619e+05,4.5194741e+06,3.8433338e+03,1.0550220e+03,3.6053065e+00
4.2569120e+05,4.5194519e+06,3.8340573e+03,9.6634370e+02,3.9425628e+00
4.2570293e+05,4.5194589e+06,3.8007728e+03,9.7626192e+02,3.7996996e+00
4.2564497e+05,4.5194564e+06,3.8719881e+03,1.0915263e+03,3.5335589e+00
4.2571511e+05,4.5194648e+06,3.8681251e+03,9.5553205e+02,3.9976194e+00
4.2571932e+05,4.5194530e+06,3.8594898e+03,9.5416290e+02,3.9922526e+00
4.2567117e+05,4.5194562e+06,3.8684967e+03,1.0305682e+03,3.7012018e+00
4.2570432e+05,4.5194425e+06,3.8519708e+03,9.7408623e+02,3.9138070e+00
4.2573187e+05,4.5194794e+06,3.8431601e+03,9.5699808e+02,3.9488113e+00
4.2567614e+05,4.5194704e+06,3.7999765e+03,1.0285744e+03,3.6365907e+00
4.2570275e+05,4.5194876e+06,3.8201164e+03,9.5837275e+02,3.8948919e+00
4.2569161e+05,4.5194521e+06,3.8346373e+03,9.6615963e+02,3.9435001e+00
4.2568275e+05,4.5194684e+06,3.8249085e+03,1.0136570e+03,3.7124610e+00
4.2565054e+05,4.5194541e+06,3.8569019e+03,1.0758757e+03,3.5547666e+00
4.2568352e+05,4.5194706e+06,3.8442898e+03,1.0103324e+03,3.7628992e+00
4.2570873e+05,4.5194326e+06,3.8715994e+03,9.5867826e+02,3.9951917e+00
4.2568712e+05,4.5194696e+06,3.8496644e+03,9.9542886e+02,3.8202074e+00
4.2571122e+05,4.5194360e+06,3.8576983e+03,9.6060165e+02,3.9755873e+00
4.2572082e+05,4.5194599e+06,3.8536346e+03,9.5856028e+02,3.9623563e+00
4.2569483e+05,4.5194661e+06,3.8079200e+03,9.9324738e+02,3.7657303e+00
4.2570393e+05,4.5194672e+06,3.8074025e+03,9.5858847e+02,3.8988126e+00
4.2568233e+05,4.5194506e+06,3.8449290e+03,9.8937140e+02,3.8642988e+00
4.2571069e+05,4.5194620e+06,3.8189502e+03,9.5301980e+02,3.9172086e+00
4.2563560e+05,4.5194534e+06,3.8481928e+03,1.0770604e+03,3.5714864e+00
4.2566395e+05,4.5194806e+06,3.8394987e+03,1.0383865e+03,3.6541426e+00
4.2569803e+05,4.5194389e+06,3.8627391e+03,9.8669846e+02,3.8886847e+00
4.2568132e+05,4.5194748e+06,3.8515822e+03,1.0088728e+03,3.7695076e+00
4.2568451e+05,4.5194490e+06,3.8405272e+03,1.0007851e+03,3.8148059e+00
4.2571928e+05,4.5194805e+06,3.8555027e+03,9.6398384e+02,3.9310477e+00
4.2566676e+05,4.5194587e+06,3.8081429e+03,1.0566538e+03,3.5653039e+00
4.2571011e+05,4.5194645e+06,3.7935855e+03,9.4390171e+02,3.9369947e+00
4.2567410e+05,4.5194506e+06,3.8541931e+03,1.0010039e+03,3.8477198e+00
4.2570254e+05,4.5194553e+06,3.8598999e+03,9.6562310e+02,3.9293146e+00
4.2562712e+05,4.5194708e+06,3.8160301e+03,1.0796396e+03,3.5007307e+00
4.2568963e+05,4.5194776e+06,3.8320520e+03,9.9431889e+02,3.7886902e+00
4.2571938e+05,4.5194488e+06,3.8441205e+03,9.4842531e+02,3.9844048e+00
4.2566503e+05,4.5194604e+06,3.8411451e+03,1.0311201e+03,3.6936399e+00
4.2568070e+05,4.5194453e+06,3.8312286e+03,1.0131447e+03,3.7552337e+00
4.2571723e+05,4.5194820e+06,3.8415400e+03,9.8301671e+02,3.8206022e+00
4.2567178e+05,4.5194629e+06,3.8145520e+03,1.0321283e+03,3.6476033e+00
4.2569769e+05,4.5194646e+06,3.8116699e+03,9.7085162e+02,3.8625033e+00
4.2567466e+05,4.5194503e+06,3.8595329e+03,9.9333005e+02,3.8924074e+00
4.2569966e+05,4.5194436e+06,3.8715922e+03,9.5414463e+02,3.9958747e+00
4.2568040e+05,4.5194629e+06,3.8275361e+03,9.9963297e+02,3.7795406e+00
4.2566290e+05,4.5194701e+06,3.8104069e+03,1.0303045e+03,3.6369329e+00
4.2572547e+05,4.5194658e+06,3.8384482e+03,9.5330337e+02,3.9490720e+00
4.2562111e+05,4.5194535e+06,3.8578840e+03,1.0815731e+03,3.5660491e+00
4.2569435e+05,4.5194267e+06,3.8574849e+03,9.6369499e+02,3.9816698e+00
4.2568880e+05,4.5194449e+06,3.8516675e+03,1.0087234e+03,3.7919370e+00
4.2565859e+05,4.5194530e+06,3.8006736e+03,1.0400224e+03,3.6383990e+00
4.2570925e+05,4.5194659e+06,3.8063236e+03,9.5553491e+02,3.9084234e+00
4.2568350e+05,4.5194479e+06,3.8639344e+03,9.7940891e+02,3.9295353e+00
4.2568740e+05,4.5194519e+06,3.8544824e+03,9.8155701e+02,3.8762239e+00
4.2564899e+05,4.5194597e+06,3.8397230e+03,1.0556150e+03,3.5964660e+00
4.2566984e+05,4.5194771e+06,3.8111567e+03,1.0296070e+03,3.6319528e+00
4.2568125e+05,4.5194714e+06,3.8465127e+03,1.0321691e+03,3.6685921e+00
4.2566470e+05,4.5194554e+06,3.8371900e+03,1.0373991e+03,3.6669680e+00
4.2569138e+05,4.5194304e+06,3.8676290e+03,9.6841191e+02,3.9697530e+00
4.2570243e+05,4.5194383e+06,3.8531489e+03,9.9310184e+02,3.8510551e+00
4.2567029e+05,4.5194567e+06,3.7787476e+03,1.0293424e+03,3.6421987e+00
4.2570040e+05,4.5194541e+06,3.8149539e+03,9.6223410e+02,3.9101074e+00
4.2567835e+05,4.5194583e+06,3.8786539e+03,9.8130594e+02,3.9459569e+00
4.2569744e+05,4.5194542e+06,3.8702039e+03,9.8926728e+02,3.8553886e+00
4.2564511e+05,4.5194625e+06,3.8438030e+03,1.0709893e+03,3.5416596e+00
4.2566839e+05,4.5194648e+06,3.8338007e+03,1.0246983e+03,3.6977062e+00
4.2570898e+05,4.5194605e+06,3.8387287e+03,9.7580905e+02,3.8759162e+00
4.2561254e+05,4.5194637e+06,3.8080878e+03,1.1086708e+03,3.3960470e+00
4.2569697e+05,4.5194277e+06,3.8675956e+03,9.6450407e+02,3.9846376e+00
4.2571633e+05,4.5194296e+06,3.8398063e+03,9.8012254e+02,3.8909366e+00
4.2565987e+05,4.5194592e+06,3.8150842e+03,1.0467082e+03,3.6175547e+00
4.2570523e+05,4.5194552e+06,3.8224644e+03,9.6363712e+02,3.9104479e+00
4.2569203e+05,4.5194499e+06,3.8680908e+03,9.7271416e+02,3.9489457e+00
4.2566708e+05,4.5194548e+06,3.8701531e+03,1.0201013e+03,3.7481354e+00
4.2564057e+05,4.5194685e+06,3.8544278e+03,1.0816801e+03,3.5277973e+00
4.2568336e+05,4.5194737e+06,3.8553112e+03,9.9458187e+02,3.8041869e+00
4.2572513e+05,4.5194524e+06,3.8380132e+03,9.6037705e+02,3.9389519e+00
4.2564723e+05,4.5194641e+06,3.8174395e+03,1.0779437e+03,3.5035361e+00
4.2569713e+05,4.5194257e+06,3.8435090e+03,9.6686547e+02,3.9713586e+00
4.2571609e+05,4.5194297e+06,3.8323016e+03,9.8947858e+02,3.8436522e+00
4.2570781e+05,4.5194400e+06,3.7933682e+03,9.5871018e+02,3.9190686e+00
4.2570334e+05,4.5194566e+06,3.8081226e+03,9.6599458e+02,3.8865061e+00
4.2569024e+05,4.5194457e+06,3.8381461e+03,9.8699956e+02,3.8697619e+00
4.2568707e+05,4.5194438e+06,3.8815260e+03,9.7716495e+02,3.9145773e+00
4.2560822e+05,4.5194665e+06,3.8279387e+03,1.1380683e+03,3.3264055e+00
4.2570347e+05,4.5194594e+06,3.8439183e+03,9.7468377e+02,3.8860208e+00
4.2571260e+05,4.5194669e+06,3.8469995e+03,9.5340595e+02,3.9718300e+00
4.2568054e+05,4.5194489e+06,3.8510315e+03,1.0156226e+03,3.7400598e+00
4.2570000e+05,4.5194404e+06,3.8249840e+03,9.6482503e+02,3.9350536e+00
4.2571157e+05,4.5194441e+06,3.8285776e+03,9.7566198e+02,3.8798087e+00
4.2571206e+05,4.5194561e+06,3.7992065e+03,9.4260311e+02,3.9595260e+00
4.2570352e+05,4.5194617e+06,3.7941937e+03,9.6411070e+02,3.8704208e+00
4.2568618e+05,4.5194540e+06,3.8327101e+03,9.8009105e+02,3.8934054e+00
4.2569366e+05,4.5194412e+06,3.8649740e+03,9.8150095e+02,3.8923498e+00
4.2562519e+05,4.5194705e+06,3.8294478e+03,1.1149377e+03,3.3951526e+00
4.2570448e+05,4.5194683e+06,3.8345426e+03,9.7435450e+02,3.8722478e+00
4.2567233e+05,4.5194645e+06,3.8397096e+03,1.0164152e+03,3.7338732e+00
4.2566949e+05,4.5194508e+06,3.8608099e+03,1.0332374e+03,3.6802594e+00
4.2569677e+05,4.5194416e+06,3.8253696e+03,9.7202690e+02,3.9078849e+00
4.2569908e+05,4.5194458e+06,3.8387718e+03,9.9314035e+02,3.8165363e+00
4.2570017e+05,4.5194453e+06,3.8236273e+03,9.5256100e+02,3.9561177e+00
4.2569501e+05,4.5194494e+06,3.8410153e+03,9.5211324e+02,3.9902131e+00
4.2566795e+05,4.5194651e+06,3.8323379e+03,1.0348797e+03,3.6897167e+00
4.2569449e+05,4.5194300e+06,3.8751508e+03,9.7862233e+02,3.9155761e+00
4.2561326e+05,4.5194714e+06,3.8387318e+03,1.1385298e+03,3.3297156e+00
4.2567260e+05,4.5194781e+06,3.8394725e+03,1.0394175e+03,3.6438583e+00
