xtlc,xtlc_sigma,ytlc,ytlc_sigma,dtlc,dtlc_sigma,length,length_sigma,opening,opening_sigma
4.2569340e+05,3.2004679e+01,4.5194587e+06,1.4430182e+01,3.8344337e+03,2.2991311e+01,9.8677673e+02,5.8017843e+01,3.8482247e+00,2.1447995e-01
