func,iter,xtlc,ytlc,dtlc,length,width,dip,opening
3.867133e+01,9,4.2502237e+05,4.5193178e+06,4.3786172e+03,2.3576188e+03,1.8815171e+03,6.3505272e+00,2.4481982e+00
3.867725e+01,14,4.2549829e+05,4.5197572e+06,4.5416690e+03,1.9775359e+03,2.7885676e+03,3.1665372e+00,1.8082994e+00
3.867805e+01,16,4.2491526e+05,4.5200236e+06,4.3806661e+03,1.9088902e+03,3.2034858e+03,2.8029690e+00,1.6211076e+00
3.868832e+01,14,4.2530689e+05,4.5193971e+06,4.1897155e+03,1.7820793e+03,2.6603451e+03,2.7273564e+00,1.9737580e+00
3.869367e+01,12,4.2508596e+05,4.5197038e+06,4.0547466e+03,1.7032799e+03,2.8014703e+03,5.7050710e+00,2.0638594e+00
3.869776e+01,14,4.2540027e+05,4.5199713e+06,4.2146086e+03,2.2559428e+03,2.7732633e+03,4.2309234e+00,1.5989578e+00
3.869791e+01,17,4.2570676e+05,4.5197022e+06,3.9793715e+03,1.5110778e+03,2.8293677e+03,4.2023970e+00,1.9205046e+00
3.870905e+01,14,4.2564522e+05,4.5200065e+06,4.2423027e+03,1.6961883e+03,3.2746703e+03,4.1362947e+00,1.6627274e+00
3.871571e+01,14,4.2559516e+05,4.5198067e+06,4.3422940e+03,1.8181431e+03,3.0552046e+03,3.2050341e+00,1.7060681e+00
3.872037e+01,13,4.2554709e+05,4.5197017e+06,4.3098301e+03,1.2464677e+03,1.6369606e+03,2.2911367e+00,3.8444382e+00
3.872810e+01,13,4.2508839e+05,4.5201078e+06,4.1681285e+03,1.7146703e+03,3.8048133e+03,3.3438422e+00,1.6224786e+00
3.873956e+01,15,4.2455761e+05,4.5194300e+06,4.1236613e+03,2.6968247e+03,1.0891131e+03,1.6092309e+00,2.9034141e+00
3.874008e+01,14,4.2480025e+05,4.5193748e+06,3.7772376e+03,2.8844017e+03,1.4641932e+03,2.9482655e-01,1.4726815e+00
3.874479e+01,11,4.2511996e+05,4.5200026e+06,4.1816712e+03,2.1596207e+03,2.9725326e+03,7.0044402e+00,1.4503053e+00
3.875208e+01,16,4.2521654e+05,4.5202081e+06,4.0117418e+03,2.0471687e+03,2.8384918e+03,4.0072023e+00,1.6892706e+00
3.875705e+01,16,4.2541141e+05,4.5203648e+06,3.8099622e+03,1.7745283e+03,2.9534836e+03,3.5420858e+00,1.5930916e+00
3.875974e+01,15,4.2552822e+05,4.5196318e+06,4.2283643e+03,1.7580281e+03,1.3328828e+03,1.7156988e+00,3.7496237e+00
3.876391e+01,15,4.2534145e+05,4.5197541e+06,4.6580331e+03,1.9359743e+03,3.0626061e+03,1.5735876e+00,1.6242634e+00
3.877350e+01,15,4.2580991e+05,4.5197756e+06,4.1775245e+03,1.2906716e+03,1.7158245e+03,2.7666878e+00,3.9803801e+00
3.877603e+01,14,4.2502124e+05,4.5197238e+06,3.9304665e+03,2.2351989e+03,2.9122958e+03,2.4039852e+00,1.5248718e+00
3.878465e+01,15,4.2544306e+05,4.5202598e+06,4.4998067e+03,1.5062495e+03,2.9581690e+03,1.9223589e+00,2.1197581e+00
3.878520e+01,17,4.2576304e+05,4.5189978e+06,4.2154925e+03,1.5424932e+03,1.4141306e+03,8.7107836e-01,3.9397724e+00
3.880762e+01,16,4.2563238e+05,4.5196581e+06,4.1399637e+03,1.6725247e+03,3.0844581e+03,1.1276649e+00,1.8265630e+00
3.881470e+01,13,4.2509993e+05,4.5201723e+06,3.6284218e+03,2.0358376e+03,2.7112871e+03,5.7305848e+00,1.5657782e+00
3.882885e+01,17,4.2509139e+05,4.5198385e+06,4.2064484e+03,1.8212955e+03,3.1495350e+03,4.1272338e-01,1.3593437e+00
3.883199e+01,17,4.2538614e+05,4.5203062e+06,4.3426713e+03,1.8333704e+03,3.0528666e+03,2.1636893e+00,1.8248174e+00
3.883217e+01,17,4.2525156e+05,4.5200008e+06,3.8495116e+03,1.9180360e+03,2.3947629e+03,6.0087443e+00,1.6566018e+00
3.883499e+01,15,4.2560944e+05,4.5200533e+06,3.6092136e+03,1.3094410e+03,2.7215931e+03,7.2723469e-01,1.6575160e+00
3.883983e+01,14,4.2501862e+05,4.5193971e+06,4.3257849e+03,2.4785414e+03,2.5329986e+03,2.5203805e+00,1.5597428e+00
3.884297e+01,15,4.2504643e+05,4.5199736e+06,4.3063214e+03,1.6424332e+03,2.9761386e+03,3.4952817e+00,1.8823163e+00
3.886473e+01,16,4.2507178e+05,4.5194586e+06,4.0082219e+03,2.1102500e+03,2.6329130e+03,4.3088254e+00,1.5814553e+00
3.886597e+01,17,4.2506931e+05,4.5203355e+06,4.1356655e+03,1.9739182e+03,2.9413880e+03,6.0498983e-01,1.5844425e+00
3.887589e+01,16,4.2426892e+05,4.5192347e+06,3.8242922e+03,3.5852357e+03,5.1957420e+02,9.1461532e-01,3.8037238e+00
3.889188e+01,17,4.2508563e+05,4.5198176e+06,4.3928618e+03,1.7412725e+03,2.7714630e+03,3.7602300e+00,1.8615424e+00
3.889772e+01,15,4.2490865e+05,4.5198963e+06,4.6651169e+03,2.3059891e+03,3.0825520e+03,2.8266173e+00,1.6325962e+00
3.890384e+01,17,4.2563734e+05,4.5200059e+06,3.6584670e+03,1.9159465e+03,2.6047706e+03,3.6413777e+00,1.5854689e+00
3.890518e+01,15,4.2540308e+05,4.5197861e+06,4.8714988e+03,2.0618712e+03,2.8836488e+03,1.0619981e+00,1.8011848e+00
3.890676e+01,14,4.2483648e+05,4.5198839e+06,4.1243323e+03,2.3174393e+03,3.0742685e+03,6.8941601e+00,1.4449051e+00
3.890743e+01,15,4.2551646e+05,4.5201454e+06,3.5531822e+03,2.1194544e+03,2.7784760e+03,2.8764831e+00,1.2702538e+00
3.890803e+01,15,4.2494214e+05,4.5201155e+06,4.2101602e+03,2.3501204e+03,2.8095837e+03,2.7258563e+00,1.5818455e+00
3.891159e+01,15,4.2500608e+05,4.5195407e+06,4.0594069e+03,1.8900489e+03,2.7737751e+03,3.2132658e+00,1.6715453e+00
3.891242e+01,12,4.2525134e+05,4.5196963e+06,4.3581608e+03,2.1897016e+03,2.2838671e+03,5.0394320e+00,2.2324983e+00
3.891278e+01,14,4.2528918e+05,4.5196562e+06,4.0047888e+03,2.0558508e+03,2.5100097e+03,6.0906073e-01,1.3507538e+00
3.893406e+01,13,4.2471435e+05,4.5193374e+06,3.7968716e+03,3.1176606e+03,6.9457460e+02,4.2544745e+00,3.9456019e+00
3.894295e+01,15,4.2557586e+05,4.5198794e+06,3.9805621e+03,8.9637755e+02,3.3865000e+03,6.9198600e+00,3.4262518e+00
3.894640e+01,14,4.2485488e+05,4.5200173e+06,4.4079764e+03,1.9774067e+03,3.2934163e+03,1.3936529e+00,1.4600798e+00
3.895630e+01,17,4.2588625e+05,4.5196003e+06,3.9394446e+03,1.2361125e+03,1.5641401e+03,2.3269711e+00,3.5971688e+00
3.897040e+01,10,4.2507985e+05,4.5201744e+06,4.1748320e+03,2.0571937e+03,2.9262476e+03,1.0737239e+00,1.2756071e+00
3.897693e+01,15,4.2487284e+05,4.5194569e+06,4.3100805e+03,2.2654645e+03,2.5132177e+03,3.5335366e+00,1.6421776e+00
3.904336e+01,14,4.2509464e+05,4.5200757e+06,4.0923054e+03,1.5971565e+03,3.1004732e+03,3.1296645e+00,1.9783729e+00
3.908115e+01,14,4.2532840e+05,4.5196020e+06,4.8284678e+03,2.0669285e+03,2.7250814e+03,2.2768641e+00,1.9170549e+00
3.909421e+01,15,4.2525212e+05,4.5200322e+06,4.0680041e+03,1.7193772e+03,2.9916123e+03,5.7062149e+00,1.6022851e+00
3.912110e+01,14,4.2500472e+05,4.5198398e+06,4.1294444e+03,1.7915689e+03,3.0278062e+03,4.2330442e+00,1.6023675e+00
3.912705e+01,15,4.2520084e+05,4.5196628e+06,3.7110453e+03,1.3316166e+03,1.5626277e+03,7.2964943e-01,3.3735677e+00
3.913086e+01,14,4.2560091e+05,4.5197406e+06,4.0522215e+03,1.8721441e+03,3.0432174e+03,1.2228883e+00,1.4679294e+00
3.913775e+01,15,4.2519329e+05,4.5195871e+06,4.2275174e+03,1.8489123e+03,3.2142878e+03,6.9226619e-01,1.6246400e+00
3.914272e+01,15,4.2520806e+05,4.5197289e+06,3.2205756e+03,2.0681457e+03,2.8918531e+03,3.3299288e+00,1.2616904e+00
3.915076e+01,15,4.2598938e+05,4.5194754e+06,3.3766650e+03,1.0949967e+03,1.4938424e+03,3.3575497e+00,3.8678444e+00
3.915233e+01,15,4.2506732e+05,4.5196206e+06,4.3107425e+03,1.7880683e+03,2.9138419e+03,3.4697995e+00,1.7929582e+00
3.915317e+01,14,4.2502425e+05,4.5195989e+06,4.3411148e+03,2.3829445e+03,3.1193097e+03,7.1450029e-01,1.3694562e+00
3.915518e+01,13,4.2510173e+05,4.5200209e+06,4.0410941e+03,2.1241835e+03,3.0940187e+03,5.4038578e+00,1.2561840e+00
3.915771e+01,14,4.2522708e+05,4.5201682e+06,3.8815645e+03,1.7687260e+03,3.0940924e+03,4.2794851e+00,1.8234335e+00
3.915978e+01,15,4.2532910e+05,4.5197691e+06,4.4624172e+03,1.9474880e+03,3.2015145e+03,3.2565585e+00,1.8321521e+00
3.916469e+01,17,4.2496973e+05,4.5202111e+06,4.3430164e+03,2.0977743e+03,2.8342927e+03,1.8543497e+00,1.5365800e+00
3.917169e+01,17,4.2529571e+05,4.5191238e+06,3.5832982e+03,1.2516766e+03,1.4312593e+03,3.4635368e+00,3.9705983e+00
3.917287e+01,14,4.2564987e+05,4.5195519e+06,3.9925969e+03,1.1543640e+03,1.5703319e+03,3.1127706e+00,3.6877579e+00
3.917849e+01,17,4.2561668e+05,4.5191058e+06,4.4117563e+03,1.4271275e+03,1.3435832e+03,3.8354521e-01,3.9155792e+00
3.918028e+01,15,4.2510338e+05,4.5188719e+06,3.8459763e+03,2.7077550e+03,8.7603101e+02,2.2826398e+00,3.5085813e+00
3.918090e+01,16,4.2582390e+05,4.5191661e+06,4.1034790e+03,1.5052618e+03,1.3190107e+03,1.3274039e+00,3.7326395e+00
3.920247e+01,15,4.2494036e+05,4.5199467e+06,3.8997074e+03,1.9524819e+03,2.8813792e+03,3.9047546e+00,1.6956390e+00
3.920557e+01,17,4.2531935e+05,4.5202551e+06,3.8771295e+03,1.4006920e+03,2.7047466e+03,1.5613199e+00,1.9353107e+00
3.922508e+01,17,4.2445557e+05,4.5187264e+06,3.5967796e+03,3.2973323e+03,5.9117314e+02,9.0564529e-01,3.8972914e+00
3.923368e+01,14,4.2566716e+05,4.5203261e+06,3.7960855e+03,1.0172529e+03,3.4179758e+03,6.1205030e+00,2.8208309e+00
3.923686e+01,13,4.2526273e+05,4.5200685e+06,4.4239714e+03,1.9145847e+03,3.9714454e+03,3.6203367e+00,1.3253566e+00
3.923765e+01,15,4.2524903e+05,4.5200697e+06,4.2209088e+03,1.8474481e+03,2.7481430e+03,4.5039803e+00,1.6616562e+00
3.924258e+01,11,4.2525031e+05,4.5195349e+06,3.7004556e+03,1.1065906e+03,1.6601499e+03,2.4437437e+00,3.7328556e+00
3.925247e+01,17,4.2561540e+05,4.5198535e+06,4.5674224e+03,1.8860862e+03,3.0514512e+03,1.4653826e+00,1.8423647e+00
3.925575e+01,17,4.2554713e+05,4.5200218e+06,4.5497755e+03,1.8262373e+03,3.4900548e+03,7.3001031e-01,1.4680149e+00
3.926163e+01,16,4.2484598e+05,4.5201771e+06,4.1339163e+03,2.0391947e+03,2.8384613e+03,9.5736652e-01,1.4939981e+00
3.927130e+01,11,4.2459288e+05,4.5190604e+06,4.0830016e+03,3.0386749e+03,1.3321269e+03,5.9631299e+00,2.2522819e+00
3.927240e+01,15,4.2501726e+05,4.5198201e+06,3.9573554e+03,1.7840728e+03,2.6964526e+03,4.2429402e+00,1.9963340e+00
3.927756e+01,13,4.2548996e+05,4.5200291e+06,4.1039570e+03,1.9529630e+03,2.7388385e+03,1.2727447e+00,1.8908312e+00
3.928045e+01,16,4.2541162e+05,4.5198488e+06,3.2433384e+03,1.7827966e+03,2.6447808e+03,2.9496934e+00,1.6482321e+00
3.928232e+01,16,4.2491487e+05,4.5198598e+06,4.1071802e+03,1.9571457e+03,3.3630105e+03,1.4081410e+00,1.2674957e+00
3.928998e+01,14,4.2535565e+05,4.5196990e+06,3.6940397e+03,1.0151803e+03,1.8298628e+03,6.3663257e-01,3.9848728e+00
3.929234e+01,16,4.2552989e+05,4.5201932e+06,3.7493649e+03,1.8202258e+03,2.6832736e+03,4.4686107e+00,1.6267291e+00
3.931039e+01,14,4.2543958e+05,4.5193224e+06,3.4782786e+03,1.1474843e+03,1.7502673e+03,3.0714100e+00,3.7423717e+00
3.931991e+01,16,4.2519860e+05,4.5193777e+06,3.5858765e+03,1.3696757e+03,1.4634179e+03,1.5673987e+00,3.7150011e+00
3.932101e+01,16,4.2444893e+05,4.5193476e+06,3.6350951e+03,3.0796316e+03,6.7710033e+02,2.6249664e+00,3.2730529e+00
3.933479e+01,17,4.2483241e+05,4.5189612e+06,3.8218819e+03,3.3354534e+03,5.3070050e+02,1.7510003e+00,3.9120968e+00
3.934185e+01,17,4.2543877e+05,4.5198152e+06,3.6594520e+03,2.0939589e+03,3.2898004e+03,7.0652285e-01,1.1974980e+00
3.934405e+01,15,4.2518529e+05,4.5202425e+06,4.1449819e+03,2.1220591e+03,2.7690527e+03,3.7815115e+00,1.5741785e+00
3.934773e+01,13,4.2563799e+05,4.5194812e+06,3.8876359e+03,1.8725922e+03,1.2340306e+03,6.0662580e-01,3.6253529e+00
3.935069e+01,17,4.2548961e+05,4.5196877e+06,4.2210858e+03,1.6186825e+03,2.8451659e+03,4.2376143e+00,1.8428256e+00
3.936148e+01,17,4.2470366e+05,4.5194321e+06,4.0149607e+03,2.6869608e+03,8.5782370e+02,1.9285390e+00,3.6294149e+00
3.936425e+01,6,4.2565252e+05,4.5205208e+06,3.6567092e+03,1.6766157e+03,3.8148659e+03,3.4076074e+00,1.4119662e+00
3.936479e+01,15,4.2533373e+05,4.5200442e+06,4.6475803e+03,1.7828122e+03,2.8131703e+03,7.6717761e-01,1.7945373e+00
3.937525e+01,16,4.2516924e+05,4.5196922e+06,3.9216966e+03,2.0522108e+03,2.5649030e+03,1.8968171e+00,1.3132063e+00
3.937582e+01,15,4.2531959e+05,4.5200452e+06,4.3968407e+03,2.1247557e+03,3.0308793e+03,4.1380904e+00,1.4545692e+00
3.938260e+01,17,4.2547871e+05,4.5190751e+06,3.8311417e+03,1.6409939e+03,1.4411936e+03,1.1332810e+00,3.6246987e+00
3.938596e+01,16,4.2531851e+05,4.5196775e+06,3.8068550e+03,1.5675737e+03,1.2778927e+03,1.2101998e+00,3.7531644e+00
3.939696e+01,16,4.2495412e+05,4.5199020e+06,4.3412477e+03,1.8994991e+03,3.0215239e+03,2.4195709e+00,1.5257888e+00
3.939739e+01,16,4.2494346e+05,4.5192407e+06,3.3834808e+03,2.7807987e+03,5.0854149e+02,1.2829504e+00,3.9617675e+00
3.941665e+01,15,4.2484569e+05,4.5200621e+06,4.3163660e+03,1.9505770e+03,2.9039738e+03,9.6909492e-01,1.6216089e+00
3.941756e+01,16,4.2500281e+05,4.5195353e+06,3.7092114e+03,1.8818868e+03,2.5832191e+03,3.0968698e+00,1.5154489e+00
3.942207e+01,15,4.2451301e+05,4.5191781e+06,4.3593293e+03,2.6534028e+03,8.8733507e+02,1.7926987e+00,3.7008293e+00
3.942454e+01,16,4.2526059e+05,4.5202827e+06,3.8340795e+03,1.9427629e+03,2.7249260e+03,2.9420088e+00,1.6325681e+00
3.942682e+01,16,4.2464445e+05,4.5197670e+06,4.2053206e+03,2.3931457e+03,2.6939460e+03,2.5235109e+00,1.5030587e+00
3.942946e+01,16,4.2520274e+05,4.5195388e+06,4.0339576e+03,1.8630758e+03,3.0240349e+03,1.3988617e+00,1.4672460e+00
3.943718e+01,15,4.2513581e+05,4.5194877e+06,3.7829411e+03,1.2953426e+03,1.7969131e+03,1.8135335e+00,3.2769274e+00
3.943893e+01,17,4.2591115e+05,4.5195470e+06,3.5825587e+03,1.3043563e+03,1.4524904e+03,3.6003766e+00,3.9660253e+00
3.944062e+01,13,4.2501283e+05,4.5188591e+06,4.2176012e+03,3.0519063e+03,8.7553423e+02,1.4596268e+00,3.3569704e+00
3.944362e+01,16,4.2517043e+05,4.5195339e+06,4.2475542e+03,1.2846623e+03,2.0708548e+03,3.2813640e+00,3.5208040e+00
3.947595e+01,15,4.2523294e+05,4.5195091e+06,3.9799875e+03,1.5198020e+03,1.8490098e+03,2.9677541e+00,3.3694742e+00
3.948173e+01,10,4.2460828e+05,4.5190635e+06,4.4190922e+03,2.5955083e+03,1.3409757e+03,2.0687211e+00,2.8749573e+00
3.948336e+01,14,4.2506501e+05,4.5199222e+06,3.2592073e+03,2.1709122e+03,3.1107013e+03,3.4163098e+00,1.2254016e+00
3.948593e+01,16,4.2558352e+05,4.5196329e+06,3.5802748e+03,1.8115006e+03,2.4889215e+03,2.2703765e+00,1.5050816e+00
3.949565e+01,11,4.2559227e+05,4.5200187e+06,4.5569688e+03,1.5204364e+03,3.5306181e+03,3.0089356e+00,1.8075795e+00
3.950867e+01,13,4.2503313e+05,4.5196948e+06,4.2761149e+03,2.1547787e+03,3.0677653e+03,3.2272827e+00,1.3480927e+00
3.950897e+01,17,4.2527578e+05,4.5196178e+06,4.3457923e+03,2.1018694e+03,3.0487702e+03,2.6535249e+00,1.4698692e+00
3.953654e+01,10,4.2544966e+05,4.5201615e+06,4.4458864e+03,1.6233356e+03,3.6785068e+03,5.5256661e+00,1.7058587e+00
3.954316e+01,12,4.2424780e+05,4.5191851e+06,4.0361516e+03,3.3568895e+03,5.8126755e+02,8.7923571e-01,3.9075183e+00
3.957502e+01,11,4.2575682e+05,4.5202723e+06,4.1898380e+03,1.0929382e+03,3.0881725e+03,4.8814868e+00,3.0429389e+00
3.957612e+01,16,4.2435713e+05,4.5187226e+06,3.5055836e+03,3.2844440e+03,5.4081922e+02,8.5376873e-01,3.7388700e+00
3.960467e+01,14,4.2539924e+05,4.5196638e+06,4.2418199e+03,1.9558929e+03,2.9861166e+03,3.0376787e+00,1.8153630e+00
3.960965e+01,10,4.2527088e+05,4.5199220e+06,4.2724120e+03,2.0667625e+03,2.5261544e+03,2.0066955e+00,1.5079380e+00
3.961391e+01,15,4.2546885e+05,4.5197532e+06,3.7041762e+03,2.0851606e+03,2.5378734e+03,5.6397989e-01,1.6528181e+00
3.962685e+01,13,4.2513743e+05,4.5190296e+06,4.0298018e+03,2.7902015e+03,8.9156252e+02,5.0324329e+00,3.3375180e+00
3.963119e+01,12,4.2486602e+05,4.5187749e+06,4.2377607e+03,2.9199739e+03,9.2339126e+02,3.3500893e+00,3.4181808e+00
3.963929e+01,13,4.2482145e+05,4.5193631e+06,3.8425397e+03,2.6036523e+03,1.1037688e+03,5.6906087e+00,3.2391977e+00
3.964133e+01,16,4.2559945e+05,4.5197564e+06,3.8214340e+03,2.1267697e+03,2.5154627e+03,7.1334761e-01,1.4749680e+00
3.964448e+01,17,4.2511342e+05,4.5197843e+06,4.2762682e+03,1.8170801e+03,3.2345041e+03,8.0921409e-01,1.3977018e+00
3.965402e+01,15,4.2548240e+05,4.5197772e+06,4.3561633e+03,1.4475438e+03,1.7306373e+03,1.4640746e+00,3.9218755e+00
3.965758e+01,15,4.2532570e+05,4.5196439e+06,4.0141512e+03,2.1322647e+03,2.7623747e+03,2.5646001e+00,1.6952302e+00
3.965911e+01,16,4.2518699e+05,4.5191530e+06,4.1415224e+03,1.3237819e+03,1.5494776e+03,1.3558002e+00,3.6366900e+00
3.966218e+01,16,4.2602810e+05,4.5194833e+06,3.6283015e+03,1.2387767e+03,1.5450060e+03,9.1355535e-01,3.5956783e+00
3.967739e+01,14,4.2450884e+05,4.5189666e+06,3.4915272e+03,3.3124176e+03,6.4114516e+02,4.8251164e-01,3.7727767e+00
3.967954e+01,16,4.2504525e+05,4.5196829e+06,4.2769001e+03,2.1542055e+03,2.9308125e+03,4.7022952e+00,1.4465654e+00
3.969242e+01,16,4.2589361e+05,4.5199569e+06,4.2642776e+03,1.4226941e+03,3.0608218e+03,1.4873685e+00,1.9973912e+00
3.970900e+01,17,4.2535828e+05,4.5203121e+06,4.0764939e+03,1.7892557e+03,2.7198537e+03,6.8608872e-01,1.8150693e+00
3.972079e+01,17,4.2547548e+05,4.5199073e+06,3.8564571e+03,1.7620545e+03,2.8368007e+03,2.5055244e+00,1.9796958e+00
3.974000e+01,15,4.2461562e+05,4.5187378e+06,3.3748494e+03,3.1713230e+03,5.2073811e+02,1.4491888e+00,3.8803730e+00
3.974293e+01,13,4.2499615e+05,4.5196251e+06,3.9536179e+03,2.4455528e+03,3.1189570e+03,3.7298371e+00,1.2163460e+00
3.974427e+01,17,4.2541146e+05,4.5195595e+06,4.3766925e+03,2.0712070e+03,2.9339326e+03,3.0163527e-01,1.5219393e+00
3.974844e+01,16,4.2485217e+05,4.5197000e+06,4.2083218e+03,1.9861793e+03,2.6123001e+03,3.8852584e+00,1.8695057e+00
3.975551e+01,15,4.2517984e+05,4.5199269e+06,3.8235351e+03,2.2358099e+03,2.5941374e+03,4.8787573e-01,1.6460559e+00
3.976075e+01,13,4.2554305e+05,4.5201663e+06,3.9083283e+03,1.8431708e+03,2.7371499e+03,4.9782460e+00,1.7048497e+00
3.977266e+01,9,4.2510236e+05,4.5198229e+06,4.8248709e+03,2.4425594e+03,2.5593715e+03,1.6441378e+00,1.8931501e+00
3.978185e+01,12,4.2538584e+05,4.5199806e+06,4.0016731e+03,2.0718426e+03,3.0498025e+03,1.1134647e+00,1.6185308e+00
3.978580e+01,17,4.2510974e+05,4.5201983e+06,3.8481740e+03,2.1038184e+03,2.5163398e+03,3.9943099e+00,1.5138341e+00
3.978622e+01,16,4.2524020e+05,4.5199406e+06,4.0535078e+03,2.3178668e+03,2.8507907e+03,4.0028589e+00,1.2134934e+00
3.979331e+01,14,4.2543076e+05,4.5198787e+06,4.2759405e+03,2.1228579e+03,2.9945735e+03,3.2140498e+00,1.3991096e+00
3.979912e+01,16,4.2515339e+05,4.5189501e+06,4.1459036e+03,1.4664229e+03,1.4730788e+03,9.6402769e-01,3.8575436e+00
3.981389e+01,15,4.2496268e+05,4.5200532e+06,4.2274686e+03,1.9624732e+03,2.8343380e+03,2.2598788e+00,1.4627378e+00
3.982876e+01,16,4.2487588e+05,4.5198370e+06,4.1366484e+03,1.9062748e+03,2.5483560e+03,4.3724670e+00,1.8820530e+00
3.982997e+01,17,4.2517813e+05,4.5197646e+06,3.9855059e+03,2.0970082e+03,2.6055618e+03,3.9560182e+00,1.9078144e+00
3.983400e+01,14,4.2512115e+05,4.5195976e+06,4.0766402e+03,2.0660917e+03,2.7379551e+03,1.3867876e+00,1.3313711e+00
3.983570e+01,17,4.2509314e+05,4.5195228e+06,4.2046401e+03,2.1958745e+03,2.9603933e+03,2.1541772e+00,1.3869335e+00
3.984441e+01,13,4.2536301e+05,4.5189219e+06,3.8034482e+03,1.4302156e+03,1.3060773e+03,3.3471370e+00,3.9036250e+00
3.985661e+01,13,4.2468030e+05,4.5188462e+06,4.6387139e+03,2.7312880e+03,1.1880275e+03,1.8283570e+00,3.0077524e+00
3.985752e+01,17,4.2533117e+05,4.5196608e+06,4.1681974e+03,2.2280299e+03,2.8986245e+03,2.2835111e+00,1.3256658e+00
3.986016e+01,16,4.2472545e+05,4.5197865e+06,3.9473206e+03,2.1991269e+03,2.7969275e+03,4.0943558e+00,1.4565733e+00
3.986581e+01,15,4.2558937e+05,4.5198797e+06,3.9840827e+03,2.1050587e+03,2.6814616e+03,2.7153062e+00,1.5470914e+00
3.988222e+01,15,4.2533680e+05,4.5196178e+06,4.1151439e+03,2.3039787e+03,2.7135358e+03,2.6644041e+00,1.5799983e+00
3.988598e+01,15,4.2553691e+05,4.5202641e+06,4.5735549e+03,1.7928093e+03,3.0528362e+03,6.2338629e-01,1.8870555e+00
3.988831e+01,14,4.2541282e+05,4.5198698e+06,4.3774427e+03,2.2854020e+03,3.0387828e+03,2.8368619e+00,1.4257057e+00
3.989356e+01,16,4.2485433e+05,4.5188886e+06,3.8854627e+03,2.8791065e+03,7.7910368e+02,4.3259972e+00,3.2233563e+00
3.989734e+01,14,4.2544628e+05,4.5196594e+06,4.4805349e+03,1.9630119e+03,3.1496361e+03,5.3131774e-01,1.7090891e+00
3.992152e+01,17,4.2478964e+05,4.5201306e+06,4.1065529e+03,2.2299666e+03,2.8980847e+03,4.0599433e+00,1.4498654e+00
3.992297e+01,13,4.2519897e+05,4.5200588e+06,4.4801717e+03,1.7362830e+03,2.8752303e+03,4.4332141e+00,1.8991489e+00
3.995025e+01,17,4.2564741e+05,4.5197032e+06,3.9546242e+03,1.5979547e+03,2.9196614e+03,3.3454836e+00,1.6968254e+00
3.995464e+01,12,4.2493757e+05,4.5202341e+06,4.6290283e+03,2.0004836e+03,3.3205146e+03,8.7236600e-01,1.5079271e+00
3.997963e+01,14,4.2555483e+05,4.5195797e+06,3.8147532e+03,1.7150355e+03,2.7418750e+03,1.8887053e+00,1.8979431e+00
3.998213e+01,12,4.2549978e+05,4.5198122e+06,4.1091209e+03,1.5898021e+03,3.0038258e+03,4.0446004e+00,1.6779261e+00
3.999103e+01,14,4.2486693e+05,4.5200911e+06,3.8217392e+03,2.0519965e+03,2.6769511e+03,4.7750720e+00,1.4916080e+00
4.000152e+01,17,4.2542890e+05,4.5196335e+06,4.0337607e+03,1.8985640e+03,2.9702454e+03,4.4346242e+00,1.7672986e+00
4.000189e+01,15,4.2524933e+05,4.5196341e+06,4.3794896e+03,2.2288460e+03,2.7812295e+03,4.0944775e+00,1.5137544e+00
4.000731e+01,15,4.2499513e+05,4.5200915e+06,4.3753317e+03,2.1985051e+03,3.4112470e+03,2.0864933e+00,1.5277389e+00
4.000792e+01,11,4.2536523e+05,4.5203477e+06,4.1432092e+03,1.8502910e+03,2.8611186e+03,1.4635885e+00,1.7104106e+00
4.001624e+01,13,4.2506239e+05,4.5196291e+06,4.3915459e+03,2.0125025e+03,3.3284360e+03,3.8817024e-01,1.4865866e+00
4.001810e+01,13,4.2524816e+05,4.5195042e+06,4.5096221e+03,2.0185174e+03,2.6173455e+03,4.2664521e+00,1.8429114e+00
4.003796e+01,13,4.2480165e+05,4.5195887e+06,4.2635088e+03,2.3085718e+03,2.8482270e+03,1.1265207e+00,1.3018346e+00
4.003883e+01,17,4.2544197e+05,4.5196772e+06,3.8241517e+03,1.4513662e+03,1.2934266e+03,1.4362113e+00,3.5128915e+00
4.003892e+01,17,4.2433911e+05,4.5192659e+06,3.7046400e+03,3.0060231e+03,7.7157285e+02,2.0330899e+00,3.2651773e+00
4.004548e+01,17,4.2508795e+05,4.5194614e+06,4.2528765e+03,1.5682343e+03,2.5895225e+03,2.0357039e+00,2.2186459e+00
4.004776e+01,15,4.2493254e+05,4.5197613e+06,4.0088918e+03,2.3271002e+03,2.9950155e+03,3.7252326e+00,1.4929338e+00
4.005667e+01,17,4.2470185e+05,4.5198338e+06,3.7463481e+03,2.1337315e+03,2.4842794e+03,2.4522193e+00,1.4262310e+00
4.005729e+01,10,4.2556866e+05,4.5192301e+06,3.5667208e+03,1.2205276e+03,1.6581583e+03,4.0528044e+00,3.9819532e+00
4.006914e+01,17,4.2562544e+05,4.5200908e+06,3.4460455e+03,2.0164086e+03,3.0284019e+03,1.6644309e-01,1.2339742e+00
4.007119e+01,13,4.2537569e+05,4.5199844e+06,4.4727825e+03,1.8876452e+03,3.2783029e+03,1.3703425e+00,1.4029671e+00
4.007763e+01,15,4.2519688e+05,4.5200695e+06,4.3735185e+03,2.0767714e+03,2.6130633e+03,5.4520123e+00,1.8437464e+00
