xcen,ycen,depth,Pxx,Pyy,Pzz
4.2627649e+05,4.5187394e+06,2.9270020e+03,1.4332869e+07,1.6561185e+07,1.7353834e+07
4.2628090e+05,4.5187462e+06,2.9610790e+03,1.4499089e+07,1.6898124e+07,1.7687592e+07
4.2626164e+05,4.5187370e+06,3.0313159e+03,1.4097404e+07,1.6589456e+07,1.7898039e+07
4.2626235e+05,4.5187398e+06,2.9939543e+03,1.3909233e+07,1.6156919e+07,1.7653488e+07
4.2626841e+05,4.5187386e+06,2.9869187e+03,1.4177736e+07,1.6391459e+07,1.7736050e+07
4.2627119e+05,4.5187296e+06,2.9756538e+03,1.4309906e+07,1.6529035e+07,1.7723302e+07
4.2629509e+05,4.5187357e+06,3.0426131e+03,1.4044940e+07,1.6207268e+07,1.7946084e+07
4.2628650e+05,4.5187645e+06,2.9775295e+03,1.4064582e+07,1.6274210e+07,1.7629731e+07
4.2626743e+05,4.5187238e+06,3.0385223e+03,1.4446310e+07,1.6661649e+07,1.8137010e+07
4.2627461e+05,4.5187569e+06,2.9360393e+03,1.3963834e+07,1.6331258e+07,1.7360693e+07
4.2629381e+05,4.5187437e+06,3.0531850e+03,1.3964693e+07,1.6411630e+07,1.7997824e+07
4.2627542e+05,4.5187479e+06,2.9735513e+03,1.4030972e+07,1.6145469e+07,1.7503611e+07
4.2628612e+05,4.5187374e+06,3.0050579e+03,1.4428007e+07,1.6671394e+07,1.7866068e+07
4.2628592e+05,4.5187537e+06,2.9964463e+03,1.4124186e+07,1.6347633e+07,1.7685204e+07
4.2627001e+05,4.5187567e+06,2.8951052e+03,1.4172535e+07,1.6463702e+07,1.7114085e+07
4.2628262e+05,4.5187548e+06,2.9270551e+03,1.4518961e+07,1.6946761e+07,1.7492353e+07
4.2627936e+05,4.5187434e+06,3.0239307e+03,1.4243236e+07,1.6584516e+07,1.7887725e+07
4.2626712e+05,4.5187404e+06,2.9947821e+03,1.3977343e+07,1.6222200e+07,1.7675809e+07
4.2628256e+05,4.5187400e+06,2.9348331e+03,1.4522448e+07,1.6959614e+07,1.7547205e+07
4.2627557e+05,4.5187494e+06,2.9652207e+03,1.4156521e+07,1.6331472e+07,1.7645565e+07
4.2630425e+05,4.5187550e+06,3.0100389e+03,1.4135337e+07,1.6275352e+07,1.7728124e+07
4.2628980e+05,4.5187620e+06,2.9876075e+03,1.4187476e+07,1.6369348e+07,1.7720416e+07
4.2626328e+05,4.5187412e+06,3.0004827e+03,1.4044495e+07,1.6209686e+07,1.7734169e+07
4.2628017e+05,4.5187450e+06,2.9904845e+03,1.4212189e+07,1.6596307e+07,1.7731681e+07
4.2629070e+05,4.5187317e+06,3.0693273e+03,1.3858048e+07,1.6301383e+07,1.8108008e+07
4.2628597e+05,4.5187529e+06,2.9272661e+03,1.4281676e+07,1.6300222e+07,1.7237123e+07
4.2628966e+05,4.5187415e+06,3.0229693e+03,1.4366067e+07,1.6525280e+07,1.7924660e+07
4.2628501e+05,4.5187637e+06,2.9844546e+03,1.3966401e+07,1.6286498e+07,1.7569001e+07
4.2628456e+05,4.5187685e+06,2.9045050e+03,1.4102654e+07,1.6372225e+07,1.7050749e+07
4.2628748e+05,4.5187447e+06,2.9967119e+03,1.4282462e+07,1.6741137e+07,1.7819660e+07
4.2627014e+05,4.5187405e+06,3.0214223e+03,1.4323218e+07,1.6695346e+07,1.7905452e+07
4.2627256e+05,4.5187467e+06,2.9981737e+03,1.3960771e+07,1.6184929e+07,1.7697493e+07
4.2628482e+05,4.5187415e+06,2.9522903e+03,1.4466123e+07,1.6692847e+07,1.7551450e+07
4.2628488e+05,4.5187477e+06,2.9814268e+03,1.4299079e+07,1.6648115e+07,1.7755218e+07
4.2628841e+05,4.5187506e+06,3.0133078e+03,1.4224166e+07,1.6463774e+07,1.7805834e+07
4.2628880e+05,4.5187665e+06,2.9570336e+03,1.4109557e+07,1.6262935e+07,1.7425177e+07
4.2627406e+05,4.5187415e+06,3.0139074e+03,1.3934236e+07,1.6188139e+07,1.7775761e+07
4.2629211e+05,4.5187375e+06,2.9878874e+03,1.4421721e+07,1.7152417e+07,1.7832789e+07
4.2628603e+05,4.5187176e+06,3.0676531e+03,1.4104387e+07,1.6596018e+07,1.8182659e+07
4.2629017e+05,4.5187495e+06,2.9486600e+03,1.4282086e+07,1.6540504e+07,1.7436853e+07
4.2628843e+05,4.5187511e+06,3.0140642e+03,1.4361568e+07,1.6237026e+07,1.7826499e+07
4.2628800e+05,4.5187672e+06,2.9885900e+03,1.4038148e+07,1.6230047e+07,1.7587088e+07
4.2628979e+05,4.5187733e+06,2.9034098e+03,1.4062356e+07,1.6252408e+07,1.7042751e+07
4.2628478e+05,4.5187371e+06,3.0411848e+03,1.4193690e+07,1.6851865e+07,1.8029088e+07
4.2627208e+05,4.5187398e+06,3.0040865e+03,1.4405481e+07,1.6760473e+07,1.7823349e+07
4.2627792e+05,4.5187428e+06,3.0298928e+03,1.4150697e+07,1.6256222e+07,1.7952486e+07
4.2628472e+05,4.5187453e+06,2.9390920e+03,1.4465442e+07,1.6641462e+07,1.7447559e+07
4.2628738e+05,4.5187562e+06,2.9849653e+03,1.4213473e+07,1.6533811e+07,1.7778317e+07
4.2628948e+05,4.5187630e+06,3.0085913e+03,1.4184116e+07,1.6412410e+07,1.7804962e+07
4.2628697e+05,4.5187614e+06,2.9635971e+03,1.4105449e+07,1.6278825e+07,1.7489483e+07
4.2627933e+05,4.5187527e+06,3.0049191e+03,1.4038253e+07,1.6295226e+07,1.7721398e+07
4.2629323e+05,4.5187463e+06,2.9742657e+03,1.4285591e+07,1.6786790e+07,1.7677167e+07
4.2628380e+05,4.5187394e+06,3.0286767e+03,1.4200181e+07,1.6581472e+07,1.7954661e+07
4.2628632e+05,4.5187293e+06,2.9842778e+03,1.4449826e+07,1.6769327e+07,1.7731317e+07
4.2628366e+05,4.5187526e+06,3.0093566e+03,1.4281539e+07,1.6363512e+07,1.7786670e+07
4.2630444e+05,4.5187714e+06,2.9470777e+03,1.4109611e+07,1.6399998e+07,1.7400747e+07
4.2629463e+05,4.5187651e+06,2.9531591e+03,1.3972182e+07,1.5994658e+07,1.7385856e+07
4.2628790e+05,4.5187473e+06,3.0079637e+03,1.4153973e+07,1.6697205e+07,1.7864378e+07
4.2627286e+05,4.5187380e+06,3.0257682e+03,1.4302769e+07,1.6742062e+07,1.7913179e+07
4.2627223e+05,4.5187251e+06,3.0780335e+03,1.4187717e+07,1.6375703e+07,1.8305957e+07
4.2628206e+05,4.5187481e+06,2.8970471e+03,1.4490044e+07,1.6487979e+07,1.7172217e+07
4.2628381e+05,4.5187526e+06,2.9927578e+03,1.4243614e+07,1.6639729e+07,1.7799975e+07
4.2628851e+05,4.5187738e+06,2.9528536e+03,1.4197595e+07,1.6227295e+07,1.7423040e+07
4.2628991e+05,4.5187410e+06,2.9735625e+03,1.4002347e+07,1.6541408e+07,1.7580349e+07
4.2628995e+05,4.5187546e+06,2.9819329e+03,1.4284505e+07,1.6715329e+07,1.7671044e+07
4.2628850e+05,4.5187394e+06,2.9852299e+03,1.4336034e+07,1.6890093e+07,1.7768602e+07
4.2627938e+05,4.5187239e+06,3.1097546e+03,1.4208069e+07,1.6859100e+07,1.8524854e+07
4.2628615e+05,4.5187457e+06,2.9801073e+03,1.4513184e+07,1.6716137e+07,1.7755084e+07
4.2628845e+05,4.5187471e+06,2.9702456e+03,1.4321459e+07,1.6526557e+07,1.7589929e+07
4.2630778e+05,4.5187619e+06,2.9292940e+03,1.4124876e+07,1.6520679e+07,1.7324732e+07
4.2628904e+05,4.5187424e+06,2.9887673e+03,1.4136410e+07,1.6573438e+07,1.7698383e+07
4.2629455e+05,4.5187474e+06,2.9735276e+03,1.4433052e+07,1.6973234e+07,1.7676419e+07
4.2627521e+05,4.5187381e+06,3.0620705e+03,1.4225025e+07,1.6789917e+07,1.8173688e+07
4.2627051e+05,4.5187215e+06,3.0948323e+03,1.4059396e+07,1.6173605e+07,1.8383115e+07
4.2628147e+05,4.5187533e+06,2.8740801e+03,1.4455815e+07,1.6449216e+07,1.7005314e+07
4.2627875e+05,4.5187564e+06,2.9956616e+03,1.4471614e+07,1.7217259e+07,1.8006641e+07
4.2628847e+05,4.5187708e+06,2.9546610e+03,1.4245166e+07,1.6322340e+07,1.7460181e+07
4.2628427e+05,4.5187381e+06,3.0208988e+03,1.4093653e+07,1.6770101e+07,1.7951250e+07
4.2628973e+05,4.5187661e+06,2.9942811e+03,1.3957252e+07,1.6441791e+07,1.7640599e+07
4.2628821e+05,4.5187409e+06,2.9749517e+03,1.4601229e+07,1.7096757e+07,1.7787566e+07
4.2627935e+05,4.5187170e+06,3.1243728e+03,1.4259346e+07,1.6915285e+07,1.8657912e+07
4.2627046e+05,4.5187468e+06,3.0091745e+03,1.4342607e+07,1.6941029e+07,1.8084230e+07
4.2629278e+05,4.5187400e+06,2.9681441e+03,1.4320536e+07,1.6490777e+07,1.7520554e+07
4.2630220e+05,4.5187449e+06,2.9589822e+03,1.4131851e+07,1.6636604e+07,1.7546467e+07
4.2628639e+05,4.5187287e+06,3.0113633e+03,1.4010878e+07,1.6543663e+07,1.7851901e+07
4.2629110e+05,4.5187422e+06,3.0017605e+03,1.4218774e+07,1.6685407e+07,1.7793828e+07
4.2628164e+05,4.5187523e+06,3.0030876e+03,1.4333088e+07,1.6773571e+07,1.7851953e+07
4.2627940e+05,4.5187346e+06,3.0367926e+03,1.4178633e+07,1.6454184e+07,1.8029617e+07
4.2628202e+05,4.5187356e+06,2.9758538e+03,1.4255709e+07,1.6603950e+07,1.7651924e+07
4.2627673e+05,4.5187582e+06,3.0051322e+03,1.4493944e+07,1.7240595e+07,1.8043339e+07
4.2628629e+05,4.5187525e+06,2.9658441e+03,1.4326099e+07,1.6419817e+07,1.7605029e+07
4.2628670e+05,4.5187197e+06,3.0409350e+03,1.4323443e+07,1.6892597e+07,1.8155542e+07
4.2627689e+05,4.5187491e+06,3.0271808e+03,1.3881724e+07,1.6203311e+07,1.7851394e+07
4.2628191e+05,4.5187438e+06,2.9715413e+03,1.4672416e+07,1.7174005e+07,1.7847061e+07
4.2628608e+05,4.5187379e+06,3.0334039e+03,1.4261550e+07,1.6755246e+07,1.8018973e+07
4.2627962e+05,4.5187476e+06,2.9902037e+03,1.4135718e+07,1.6725242e+07,1.7870802e+07
4.2628899e+05,4.5187352e+06,2.9945350e+03,1.4320366e+07,1.6669057e+07,1.7763115e+07
4.2630732e+05,4.5187518e+06,2.9371992e+03,1.4189483e+07,1.6711366e+07,1.7429495e+07
4.2628948e+05,4.5187345e+06,3.0086159e+03,1.4077571e+07,1.6546125e+07,1.7841796e+07
4.2629416e+05,4.5187510e+06,3.0091712e+03,1.4207675e+07,1.6626171e+07,1.7846144e+07
4.2628115e+05,4.5187659e+06,2.9768089e+03,1.4185150e+07,1.6622745e+07,1.7654152e+07
4.2628027e+05,4.5187318e+06,3.0416528e+03,1.4054871e+07,1.6458402e+07,1.8071740e+07
4.2628169e+05,4.5187305e+06,2.9652531e+03,1.4295994e+07,1.6801192e+07,1.7637762e+07
4.2628566e+05,4.5187441e+06,2.9913953e+03,1.4446981e+07,1.7050137e+07,1.7861762e+07
4.2628422e+05,4.5187450e+06,2.9923968e+03,1.4235795e+07,1.6439266e+07,1.7771338e+07
4.2627965e+05,4.5187270e+06,3.0237665e+03,1.4219995e+07,1.6695747e+07,1.7997551e+07
4.2627886e+05,4.5187408e+06,3.0486999e+03,1.3856294e+07,1.6239863e+07,1.7991082e+07
4.2628338e+05,4.5187257e+06,2.9982002e+03,1.4632824e+07,1.7175643e+07,1.8004490e+07
4.2628871e+05,4.5187452e+06,3.0542047e+03,1.4244621e+07,1.6742672e+07,1.8112665e+07
4.2627918e+05,4.5187507e+06,2.9741773e+03,1.4193553e+07,1.6589486e+07,1.7756861e+07
4.2628793e+05,4.5187338e+06,2.9978126e+03,1.4307010e+07,1.6653355e+07,1.7784594e+07
4.2630128e+05,4.5187599e+06,2.9195694e+03,1.4252056e+07,1.6850335e+07,1.7347543e+07
4.2628560e+05,4.5187311e+06,3.0080389e+03,1.3911130e+07,1.6447626e+07,1.7863064e+07
4.2629038e+05,4.5187513e+06,3.0131718e+03,1.4065005e+07,1.6442864e+07,1.7838612e+07
4.2627623e+05,4.5187584e+06,2.9895702e+03,1.4141411e+07,1.6689471e+07,1.7762499e+07
4.2628437e+05,4.5187400e+06,3.0448930e+03,1.4183534e+07,1.6751057e+07,1.8147285e+07
4.2627686e+05,4.5187339e+06,3.0030799e+03,1.4163623e+07,1.6575065e+07,1.7830255e+07
4.2628554e+05,4.5187405e+06,3.0278448e+03,1.4088948e+07,1.6733650e+07,1.8013771e+07
4.2628249e+05,4.5187392e+06,2.9850853e+03,1.4319663e+07,1.6598560e+07,1.7785030e+07
4.2627466e+05,4.5187098e+06,3.0486588e+03,1.4213250e+07,1.6764081e+07,1.8200279e+07
4.2627990e+05,4.5187365e+06,3.0511477e+03,1.4044607e+07,1.6540347e+07,1.8112430e+07
4.2627915e+05,4.5187307e+06,2.9980564e+03,1.4526178e+07,1.7018739e+07,1.7967209e+07
4.2628661e+05,4.5187437e+06,3.0316415e+03,1.4235074e+07,1.6657104e+07,1.7996918e+07
4.2628269e+05,4.5187529e+06,2.9870626e+03,1.4145065e+07,1.6539218e+07,1.7784414e+07
4.2630002e+05,4.5187363e+06,2.9792849e+03,1.4303842e+07,1.6760334e+07,1.7620864e+07
4.2629781e+05,4.5187583e+06,2.8971287e+03,1.4276321e+07,1.6715418e+07,1.7167771e+07
4.2628243e+05,4.5187342e+06,2.9800848e+03,1.3954686e+07,1.6419328e+07,1.7739147e+07
4.2628552e+05,4.5187535e+06,3.0146809e+03,1.4013099e+07,1.6341606e+07,1.7846574e+07
4.2627719e+05,4.5187592e+06,2.9761498e+03,1.4301820e+07,1.6804859e+07,1.7748932e+07
4.2628670e+05,4.5187408e+06,3.0188933e+03,1.4328586e+07,1.6904417e+07,1.8014364e+07
4.2627773e+05,4.5187395e+06,2.9992466e+03,1.4104459e+07,1.6347862e+07,1.7747563e+07
4.2628448e+05,4.5187335e+06,3.0592995e+03,1.3918486e+07,1.6748288e+07,1.8177320e+07
4.2627999e+05,4.5187412e+06,2.9975940e+03,1.4085083e+07,1.6549548e+07,1.7864879e+07
4.2627495e+05,4.5187169e+06,3.0481744e+03,1.4240439e+07,1.6721943e+07,1.8191527e+07
4.2627533e+05,4.5187188e+06,3.0804466e+03,1.4066186e+07,1.6610285e+07,1.8300262e+07
4.2628882e+05,4.5187291e+06,2.9729646e+03,1.4421272e+07,1.6923499e+07,1.7736763e+07
4.2627953e+05,4.5187494e+06,3.0667959e+03,1.4171179e+07,1.6559581e+07,1.8225786e+07
4.2627830e+05,4.5187334e+06,3.0154403e+03,1.4368890e+07,1.6807042e+07,1.8075888e+07
4.2629699e+05,4.5187373e+06,2.9861408e+03,1.4226460e+07,1.6762518e+07,1.7682055e+07
4.2629494e+05,4.5187566e+06,2.9178518e+03,1.4250491e+07,1.6690603e+07,1.7304910e+07
4.2628784e+05,4.5187425e+06,2.9642490e+03,1.4026622e+07,1.6543628e+07,1.7613176e+07
4.2628093e+05,4.5187458e+06,3.0278379e+03,1.4017267e+07,1.6345851e+07,1.7953033e+07
4.2627629e+05,4.5187607e+06,2.9882627e+03,1.4255225e+07,1.6677813e+07,1.7802400e+07
4.2628493e+05,4.5187392e+06,3.0168455e+03,1.4360758e+07,1.7026511e+07,1.8063732e+07
4.2627815e+05,4.5187633e+06,2.9951322e+03,1.4057926e+07,1.6051272e+07,1.7646341e+07
4.2628228e+05,4.5187434e+06,3.0257769e+03,1.3913959e+07,1.6737699e+07,1.8008603e+07
4.2628286e+05,4.5187288e+06,3.0003023e+03,1.3963076e+07,1.6461015e+07,1.7879943e+07
4.2628289e+05,4.5187353e+06,2.9913639e+03,1.4205489e+07,1.6686761e+07,1.7777911e+07
4.2627722e+05,4.5187271e+06,3.0320665e+03,1.4125432e+07,1.6609337e+07,1.8045421e+07
4.2629102e+05,4.5187340e+06,2.9593202e+03,1.4358334e+07,1.6872933e+07,1.7645803e+07
4.2627906e+05,4.5187363e+06,3.0441782e+03,1.4319763e+07,1.6795009e+07,1.8164964e+07
4.2628134e+05,4.5187391e+06,2.9999370e+03,1.4297766e+07,1.6747161e+07,1.7954959e+07
4.2629730e+05,4.5187361e+06,2.9913474e+03,1.4209471e+07,1.6738660e+07,1.7702526e+07
4.2629022e+05,4.5187599e+06,2.9303418e+03,1.4206588e+07,1.6671734e+07,1.7384981e+07
4.2628870e+05,4.5187373e+06,2.9693023e+03,1.4081371e+07,1.6617728e+07,1.7654205e+07
4.2629922e+05,4.5187285e+06,2.9913714e+03,1.4254601e+07,1.6962784e+07,1.7848358e+07
4.2627868e+05,4.5187702e+06,2.9463305e+03,1.4172593e+07,1.6532278e+07,1.7444271e+07
4.2628922e+05,4.5187401e+06,2.9835461e+03,1.4370701e+07,1.7286611e+07,1.7894250e+07
4.2627646e+05,4.5187675e+06,2.9586831e+03,1.4095768e+07,1.6239125e+07,1.7479457e+07
4.2627238e+05,4.5187388e+06,3.1055990e+03,1.4235153e+07,1.6968660e+07,1.8560451e+07
4.2628075e+05,4.5187350e+06,2.9979256e+03,1.4000290e+07,1.6459291e+07,1.7830672e+07
4.2626499e+05,4.5187590e+06,3.0172749e+03,1.4115181e+07,1.6380566e+07,1.7811690e+07
4.2627832e+05,4.5187317e+06,3.0290582e+03,1.4229950e+07,1.6717203e+07,1.8027401e+07
4.2628901e+05,4.5187509e+06,2.9464411e+03,1.4359451e+07,1.6836240e+07,1.7515407e+07
4.2628552e+05,4.5187284e+06,3.0452821e+03,1.4317515e+07,1.6844241e+07,1.8170200e+07
4.2627202e+05,4.5187464e+06,2.9860053e+03,1.4321195e+07,1.6607978e+07,1.7872572e+07
4.2629537e+05,4.5187444e+06,2.9657800e+03,1.4208590e+07,1.6655852e+07,1.7589432e+07
4.2629332e+05,4.5187489e+06,2.9354091e+03,1.4241908e+07,1.6785233e+07,1.7461382e+07
4.2628889e+05,4.5187385e+06,2.9611024e+03,1.4058678e+07,1.6547617e+07,1.7588274e+07
4.2628932e+05,4.5187334e+06,2.9997332e+03,1.4270027e+07,1.6871021e+07,1.7956252e+07
4.2627301e+05,4.5187668e+06,2.9597958e+03,1.4199846e+07,1.6489379e+07,1.7564013e+07
4.2628283e+05,4.5187452e+06,2.9967330e+03,1.4198349e+07,1.6868702e+07,1.7839062e+07
4.2627794e+05,4.5187730e+06,2.9628179e+03,1.4195825e+07,1.6252312e+07,1.7558648e+07
4.2627600e+05,4.5187475e+06,3.0547576e+03,1.4264921e+07,1.6936530e+07,1.8227716e+07
4.2627853e+05,4.5187312e+06,3.0016973e+03,1.3921269e+07,1.6326359e+07,1.7854661e+07
4.2626798e+05,4.5187533e+06,3.0229277e+03,1.4144974e+07,1.6443065e+07,1.7847869e+07
4.2627162e+05,4.5187240e+06,3.0555941e+03,1.4406422e+07,1.6776861e+07,1.8159559e+07
4.2627129e+05,4.5187368e+06,2.9534867e+03,1.4258194e+07,1.6713524e+07,1.7648044e+07
4.2628951e+05,4.5187316e+06,3.0095856e+03,1.4384329e+07,1.6817696e+07,1.7955092e+07
4.2627392e+05,4.5187577e+06,2.9695726e+03,1.4381057e+07,1.6645483e+07,1.7735403e+07
4.2631134e+05,4.5187651e+06,2.9105870e+03,1.4426050e+07,1.6750096e+07,1.7257697e+07
4.2629495e+05,4.5187578e+06,2.8908701e+03,1.4164599e+07,1.6624412e+07,1.7108849e+07
4.2628664e+05,4.5187404e+06,2.9632106e+03,1.4094649e+07,1.6554939e+07,1.7614866e+07
4.2629682e+05,4.5187479e+06,2.9556139e+03,1.4201290e+07,1.6740021e+07,1.7646010e+07
4.2627261e+05,4.5187720e+06,2.9545796e+03,1.4160083e+07,1.6467489e+07,1.7485805e+07
4.2627422e+05,4.5187540e+06,3.0122200e+03,1.4169898e+07,1.6865025e+07,1.7841840e+07
4.2628788e+05,4.5187524e+06,2.9871417e+03,1.4306496e+07,1.6609634e+07,1.7815934e+07
4.2628150e+05,4.5187323e+06,3.0362865e+03,1.4326822e+07,1.6910840e+07,1.8119335e+07
4.2628216e+05,4.5187353e+06,2.9923202e+03,1.3990247e+07,1.6384180e+07,1.7796000e+07
4.2626984e+05,4.5187459e+06,3.0468078e+03,1.4161689e+07,1.6509284e+07,1.8056013e+07
4.2627184e+05,4.5187292e+06,3.0288614e+03,1.4375396e+07,1.6843985e+07,1.8031840e+07
4.2627391e+05,4.5187352e+06,2.9644840e+03,1.4345718e+07,1.6802644e+07,1.7718953e+07
4.2628768e+05,4.5187307e+06,3.0098247e+03,1.4352012e+07,1.6766012e+07,1.7951308e+07
4.2627549e+05,4.5187572e+06,2.9591484e+03,1.4513874e+07,1.6756412e+07,1.7744978e+07
4.2630446e+05,4.5187673e+06,2.9569896e+03,1.4344658e+07,1.6742403e+07,1.7500533e+07
4.2627773e+05,4.5187580e+06,2.9949849e+03,1.4097756e+07,1.6494311e+07,1.7642532e+07
4.2628282e+05,4.5187321e+06,2.9534113e+03,1.4209443e+07,1.6501335e+07,1.7613393e+07
4.2629725e+05,4.5187492e+06,2.9524681e+03,1.4193085e+07,1.6740236e+07,1.7621019e+07
4.2627641e+05,4.5187614e+06,2.9536635e+03,1.4048498e+07,1.6339391e+07,1.7485339e+07
4.2628069e+05,4.5187597e+06,3.0252049e+03,1.4136493e+07,1.6830813e+07,1.7906983e+07
4.2628419e+05,4.5187513e+06,3.0207451e+03,1.4241725e+07,1.6390396e+07,1.8042719e+07
4.2627925e+05,4.5187495e+06,3.0060324e+03,1.4170817e+07,1.6717965e+07,1.7838913e+07
4.2628712e+05,4.5187304e+06,3.0159060e+03,1.4196427e+07,1.6653020e+07,1.8025203e+07
4.2627512e+05,4.5187467e+06,3.0387041e+03,1.4191416e+07,1.6423173e+07,1.8072809e+07
4.2626360e+05,4.5187519e+06,3.0279279e+03,1.4113832e+07,1.6524615e+07,1.7836801e+07
4.2627886e+05,4.5187537e+06,2.9191326e+03,1.4330408e+07,1.6884559e+07,1.7392720e+07
4.2629039e+05,4.5187243e+06,3.0220430e+03,1.4306115e+07,1.6743518e+07,1.8008362e+07
4.2628122e+05,4.5187462e+06,2.9907577e+03,1.4455716e+07,1.6807967e+07,1.7875647e+07
4.2629956e+05,4.5187630e+06,2.9587401e+03,1.4146488e+07,1.6644895e+07,1.7594514e+07
4.2628294e+05,4.5187521e+06,2.9723091e+03,1.4121301e+07,1.6326186e+07,1.7571299e+07
4.2628461e+05,4.5187347e+06,2.9528219e+03,1.4202996e+07,1.6526724e+07,1.7610963e+07
4.2629145e+05,4.5187524e+06,2.9999589e+03,1.4146426e+07,1.6618076e+07,1.7860420e+07
4.2627986e+05,4.5187565e+06,2.9828318e+03,1.3965822e+07,1.6404835e+07,1.7608299e+07
4.2628377e+05,4.5187497e+06,3.0318368e+03,1.4188898e+07,1.6827230e+07,1.7972720e+07
4.2628302e+05,4.5187461e+06,3.0009466e+03,1.4326594e+07,1.6621435e+07,1.7908144e+07
4.2627624e+05,4.5187490e+06,3.0076053e+03,1.4088973e+07,1.6570632e+07,1.7780945e+07
4.2628236e+05,4.5187304e+06,3.0118820e+03,1.4269564e+07,1.6746533e+07,1.7990418e+07
4.2627093e+05,4.5187422e+06,3.0521105e+03,1.4196538e+07,1.6381624e+07,1.8145655e+07
4.2627358e+05,4.5187372e+06,3.0300255e+03,1.4169408e+07,1.6576566e+07,1.7978282e+07
4.2628159e+05,4.5187542e+06,2.9486314e+03,1.4232348e+07,1.6651495e+07,1.7551271e+07
4.2629233e+05,4.5187235e+06,3.0430147e+03,1.4292634e+07,1.6765137e+07,1.8107785e+07
4.2628095e+05,4.5187476e+06,2.9929348e+03,1.4409465e+07,1.6796028e+07,1.7863957e+07
4.2630023e+05,4.5187678e+06,2.9391269e+03,1.4288954e+07,1.6739114e+07,1.7523157e+07
4.2628566e+05,4.5187565e+06,2.9348140e+03,1.4228738e+07,1.6401753e+07,1.7351351e+07
4.2628085e+05,4.5187361e+06,2.9678415e+03,1.4410408e+07,1.6772506e+07,1.7799611e+07
4.2629041e+05,4.5187501e+06,3.0200053e+03,1.4091396e+07,1.6575212e+07,1.7957942e+07
4.2627430e+05,4.5187517e+06,2.9855543e+03,1.4004130e+07,1.6349828e+07,1.7597564e+07
4.2628318e+05,4.5187391e+06,3.0308396e+03,1.4232721e+07,1.6803639e+07,1.8038329e+07
4.2628306e+05,4.5187445e+06,3.0512056e+03,1.4476858e+07,1.7017741e+07,1.8339140e+07
4.2625976e+05,4.5187652e+06,3.0020298e+03,1.3935738e+07,1.6336417e+07,1.7659965e+07
4.2627905e+05,4.5187049e+06,3.0418609e+03,1.4343728e+07,1.6885522e+07,1.8245862e+07
4.2627857e+05,4.5187357e+06,3.0221522e+03,1.4171212e+07,1.6252907e+07,1.7955831e+07
4.2628362e+05,4.5187387e+06,3.0086010e+03,1.4116475e+07,1.6781590e+07,1.7788095e+07
4.2628260e+05,4.5187638e+06,2.8859532e+03,1.4157599e+07,1.6534512e+07,1.7157998e+07
4.2628855e+05,4.5187418e+06,2.9901485e+03,1.4264856e+07,1.6689863e+07,1.7760767e+07
4.2627968e+05,4.5187485e+06,2.9894762e+03,1.4343409e+07,1.6707961e+07,1.7803308e+07
4.2629008e+05,4.5187614e+06,2.9272544e+03,1.4206680e+07,1.6581140e+07,1.7317202e+07
4.2628493e+05,4.5187521e+06,2.9675087e+03,1.4257224e+07,1.6290510e+07,1.7508886e+07
4.2627923e+05,4.5187395e+06,2.9646590e+03,1.4384411e+07,1.6792784e+07,1.7776519e+07
4.2628911e+05,4.5187491e+06,3.0076344e+03,1.4157983e+07,1.6630670e+07,1.7923563e+07
4.2627796e+05,4.5187414e+06,3.0105068e+03,1.3971229e+07,1.5941607e+07,1.7609482e+07
4.2628590e+05,4.5187593e+06,2.9333719e+03,1.4281990e+07,1.6698680e+07,1.7442185e+07
4.2627751e+05,4.5187550e+06,2.9680039e+03,1.4243137e+07,1.6624976e+07,1.7659677e+07
4.2626541e+05,4.5187638e+06,2.9993338e+03,1.3946420e+07,1.6513193e+07,1.7644429e+07
4.2628058e+05,4.5187230e+06,3.0189907e+03,1.4300898e+07,1.6674007e+07,1.8038775e+07
4.2628028e+05,4.5187314e+06,3.0265338e+03,1.4209955e+07,1.6222484e+07,1.8008650e+07
4.2628179e+05,4.5187356e+06,3.0122887e+03,1.4153188e+07,1.6816391e+07,1.7855018e+07
4.2628649e+05,4.5187629e+06,2.9085246e+03,1.4167854e+07,1.6538912e+07,1.7242082e+07
4.2628273e+05,4.5187448e+06,2.9984052e+03,1.4396262e+07,1.6940520e+07,1.7870567e+07
4.2627140e+05,4.5187524e+06,3.0035600e+03,1.4395594e+07,1.6737454e+07,1.7911215e+07
4.2628681e+05,4.5187586e+06,2.9507984e+03,1.4213395e+07,1.6590761e+07,1.7461279e+07
4.2628418e+05,4.5187488e+06,2.9695235e+03,1.4227091e+07,1.6170949e+07,1.7596232e+07
4.2627816e+05,4.5187354e+06,2.9899834e+03,1.4315766e+07,1.6833232e+07,1.7880754e+07
4.2629531e+05,4.5187607e+06,2.9949996e+03,1.4060376e+07,1.6503739e+07,1.7756275e+07
4.2628028e+05,4.5187402e+06,3.0063160e+03,1.4057274e+07,1.6328387e+07,1.7689663e+07
4.2628825e+05,4.5187498e+06,2.9236810e+03,1.4320278e+07,1.6661025e+07,1.7335302e+07
4.2627665e+05,4.5187545e+06,2.9781869e+03,1.4213860e+07,1.6503234e+07,1.7707540e+07
4.2627442e+05,4.5187543e+06,2.9852909e+03,1.4125446e+07,1.6531007e+07,1.7700236e+07
