xcen,ycen,depth,Pxx,Pyy,Pzz
4.2627731e+05,4.5187318e+06,3.0163911e+03,1.4156426e+07,1.6731346e+07,1.7892217e+07
4.2628332e+05,4.5187228e+06,2.9537539e+03,1.4499452e+07,1.7074773e+07,1.7777532e+07
4.2630215e+05,4.5187413e+06,2.9506054e+03,1.4339392e+07,1.6835009e+07,1.7600442e+07
4.2628959e+05,4.5187542e+06,3.0139093e+03,1.4100554e+07,1.6318664e+07,1.7831566e+07
4.2628983e+05,4.5187571e+06,2.9532524e+03,1.4050387e+07,1.6369970e+07,1.7457457e+07
4.2628730e+05,4.5187379e+06,3.0942404e+03,1.4163378e+07,1.6336323e+07,1.8374361e+07
4.2629861e+05,4.5187566e+06,3.0033888e+03,1.4481353e+07,1.6975140e+07,1.7933760e+07
4.2627485e+05,4.5187368e+06,3.0356815e+03,1.4171408e+07,1.6801966e+07,1.7999901e+07
4.2629522e+05,4.5187622e+06,2.9980257e+03,1.4517049e+07,1.6903590e+07,1.7822236e+07
4.2629047e+05,4.5187713e+06,2.9674167e+03,1.4181184e+07,1.6513175e+07,1.7427656e+07
4.2628908e+05,4.5187476e+06,2.9486863e+03,1.4362232e+07,1.6547571e+07,1.7460241e+07
4.2628101e+05,4.5187355e+06,2.9711931e+03,1.4465347e+07,1.6882907e+07,1.7819229e+07
4.2627485e+05,4.5187556e+06,2.9896964e+03,1.4124078e+07,1.6344191e+07,1.7621194e+07
4.2628723e+05,4.5187571e+06,3.0044154e+03,1.4420727e+07,1.6735445e+07,1.7961758e+07
4.2627785e+05,4.5187356e+06,3.0337366e+03,1.3942113e+07,1.6540850e+07,1.7857657e+07
4.2627277e+05,4.5187094e+06,3.0297047e+03,1.4371917e+07,1.7180274e+07,1.8177703e+07
4.2630626e+05,4.5187395e+06,2.9327344e+03,1.4364049e+07,1.6911584e+07,1.7519889e+07
4.2629378e+05,4.5187610e+06,3.0025894e+03,1.4148061e+07,1.6257099e+07,1.7787580e+07
4.2629030e+05,4.5187653e+06,2.9754665e+03,1.3952997e+07,1.6447775e+07,1.7637318e+07
4.2628087e+05,4.5187342e+06,3.0639995e+03,1.4212608e+07,1.6583548e+07,1.8213266e+07
4.2629674e+05,4.5187483e+06,2.9753283e+03,1.4380786e+07,1.6838480e+07,1.7729983e+07
4.2627326e+05,4.5187313e+06,3.0330642e+03,1.4243359e+07,1.6901862e+07,1.8026435e+07
4.2628038e+05,4.5187489e+06,3.0150818e+03,1.4344189e+07,1.6823033e+07,1.7852352e+07
4.2628757e+05,4.5187667e+06,2.9774033e+03,1.4195355e+07,1.6638957e+07,1.7568053e+07
4.2628506e+05,4.5187408e+06,2.9648183e+03,1.4384765e+07,1.6633909e+07,1.7577837e+07
4.2628376e+05,4.5187407e+06,2.9819162e+03,1.4403041e+07,1.6814494e+07,1.7825354e+07
4.2627706e+05,4.5187498e+06,2.9862714e+03,1.4244450e+07,1.6492648e+07,1.7665982e+07
4.2626983e+05,4.5187683e+06,2.9423486e+03,1.4354446e+07,1.6547797e+07,1.7420080e+07
4.2628542e+05,4.5187370e+06,2.9916370e+03,1.3997830e+07,1.6537154e+07,1.7708293e+07
4.2628039e+05,4.5187283e+06,3.0199601e+03,1.4174780e+07,1.6780539e+07,1.7963829e+07
4.2627860e+05,4.5187494e+06,2.9868401e+03,1.4133262e+07,1.6347400e+07,1.7721918e+07
4.2629821e+05,4.5187572e+06,3.0022944e+03,1.4185549e+07,1.6325268e+07,1.7847436e+07
4.2628817e+05,4.5187604e+06,2.9778051e+03,1.4038055e+07,1.6401506e+07,1.7661351e+07
4.2627915e+05,4.5187464e+06,3.0491551e+03,1.4049931e+07,1.6435199e+07,1.8024264e+07
4.2629630e+05,4.5187499e+06,2.9636285e+03,1.4349945e+07,1.6815797e+07,1.7658009e+07
4.2628482e+05,4.5187394e+06,3.0300400e+03,1.4179339e+07,1.6627111e+07,1.8017742e+07
4.2628460e+05,4.5187523e+06,2.9955159e+03,1.4384429e+07,1.6813865e+07,1.7792215e+07
4.2628836e+05,4.5187579e+06,3.0113289e+03,1.4042953e+07,1.6525676e+07,1.7729232e+07
4.2628402e+05,4.5187493e+06,2.9784057e+03,1.4282765e+07,1.6483729e+07,1.7634793e+07
4.2628027e+05,4.5187363e+06,2.9815888e+03,1.4442199e+07,1.6800321e+07,1.7820404e+07
4.2627336e+05,4.5187474e+06,2.9819929e+03,1.4322688e+07,1.6519728e+07,1.7670884e+07
4.2627536e+05,4.5187533e+06,3.0336494e+03,1.4055020e+07,1.6396095e+07,1.7909091e+07
4.2628042e+05,4.5187355e+06,2.9754949e+03,1.4162034e+07,1.6803155e+07,1.7663682e+07
4.2628588e+05,4.5187343e+06,3.0160904e+03,1.4197469e+07,1.6949539e+07,1.7932305e+07
4.2627840e+05,4.5187500e+06,2.9851795e+03,1.4160258e+07,1.6385943e+07,1.7691442e+07
4.2628639e+05,4.5187343e+06,3.0403389e+03,1.4176073e+07,1.6539227e+07,1.8112352e+07
4.2629043e+05,4.5187588e+06,2.9467149e+03,1.4197346e+07,1.6504281e+07,1.7534580e+07
4.2627788e+05,4.5187449e+06,3.0735367e+03,1.3930608e+07,1.6327408e+07,1.8130844e+07
4.2630639e+05,4.5187500e+06,2.9267976e+03,1.4428060e+07,1.6833561e+07,1.7453334e+07
4.2627004e+05,4.5187437e+06,3.0821648e+03,1.3991415e+07,1.6500495e+07,1.8286219e+07
4.2628901e+05,4.5187706e+06,2.9824288e+03,1.4473647e+07,1.6811370e+07,1.7670634e+07
4.2628737e+05,4.5187525e+06,2.9992498e+03,1.4215470e+07,1.6554554e+07,1.7667548e+07
4.2628686e+05,4.5187520e+06,2.9723986e+03,1.4441385e+07,1.6446852e+07,1.7500444e+07
4.2628508e+05,4.5187320e+06,2.9652376e+03,1.4561751e+07,1.6996521e+07,1.7802698e+07
4.2627070e+05,4.5187501e+06,2.9594867e+03,1.4416353e+07,1.6414669e+07,1.7512985e+07
4.2627971e+05,4.5187675e+06,2.9655517e+03,1.4213880e+07,1.6400753e+07,1.7416538e+07
4.2627768e+05,4.5187455e+06,2.9489061e+03,1.4052630e+07,1.6550213e+07,1.7398389e+07
4.2629408e+05,4.5187376e+06,2.9787865e+03,1.4217017e+07,1.7079636e+07,1.7714842e+07
4.2628473e+05,4.5187371e+06,2.9474560e+03,1.4293365e+07,1.6652412e+07,1.7559035e+07
4.2628652e+05,4.5187379e+06,3.0397443e+03,1.4197838e+07,1.6617332e+07,1.8110313e+07
4.2629208e+05,4.5187600e+06,2.9333436e+03,1.4201427e+07,1.6483852e+07,1.7473671e+07
4.2627597e+05,4.5187476e+06,3.0664026e+03,1.3918141e+07,1.6202767e+07,1.8121034e+07
4.2629775e+05,4.5187489e+06,2.9534825e+03,1.4375992e+07,1.6729854e+07,1.7565041e+07
4.2628365e+05,4.5187469e+06,3.0211665e+03,1.4207468e+07,1.6740959e+07,1.7966876e+07
4.2628443e+05,4.5187488e+06,2.9917088e+03,1.4253029e+07,1.6635812e+07,1.7768910e+07
4.2630254e+05,4.5187667e+06,2.9128698e+03,1.4430329e+07,1.6717354e+07,1.7308236e+07
4.2628916e+05,4.5187456e+06,2.9755618e+03,1.4448104e+07,1.6706281e+07,1.7671480e+07
4.2628729e+05,4.5187402e+06,2.9555728e+03,1.4463478e+07,1.6856022e+07,1.7702636e+07
4.2627089e+05,4.5187490e+06,2.9778622e+03,1.4307478e+07,1.6385805e+07,1.7600943e+07
4.2629322e+05,4.5187647e+06,2.9606840e+03,1.4149572e+07,1.6712858e+07,1.7439377e+07
4.2627579e+05,4.5187545e+06,2.9549235e+03,1.3967910e+07,1.6477240e+07,1.7387039e+07
4.2628666e+05,4.5187477e+06,2.9680392e+03,1.4217441e+07,1.6717871e+07,1.7611669e+07
4.2628092e+05,4.5187366e+06,2.9506146e+03,1.4318937e+07,1.6605232e+07,1.7544591e+07
4.2627630e+05,4.5187436e+06,3.0187181e+03,1.4179540e+07,1.6582869e+07,1.7966652e+07
4.2628792e+05,4.5187613e+06,2.9358495e+03,1.4141504e+07,1.6468550e+07,1.7442604e+07
4.2628059e+05,4.5187425e+06,3.0222287e+03,1.4146248e+07,1.6297790e+07,1.7887334e+07
4.2630255e+05,4.5187351e+06,2.9924675e+03,1.4391775e+07,1.6749010e+07,1.7824952e+07
4.2627816e+05,4.5187455e+06,3.0250068e+03,1.4119847e+07,1.6666379e+07,1.7937468e+07
4.2626622e+05,4.5187323e+06,3.0411245e+03,1.3834459e+07,1.6311934e+07,1.7967535e+07
4.2630848e+05,4.5187656e+06,2.9496256e+03,1.4425154e+07,1.6873111e+07,1.7610672e+07
4.2629567e+05,4.5187385e+06,2.9713220e+03,1.4481197e+07,1.6452453e+07,1.7642821e+07
4.2628838e+05,4.5187399e+06,2.9570077e+03,1.4544443e+07,1.6891520e+07,1.7752818e+07
4.2627904e+05,4.5187613e+06,2.9385797e+03,1.4366796e+07,1.6341667e+07,1.7379694e+07
4.2629440e+05,4.5187659e+06,2.9524182e+03,1.4265085e+07,1.6780691e+07,1.7462916e+07
4.2628874e+05,4.5187447e+06,2.9766769e+03,1.3990826e+07,1.6583092e+07,1.7527854e+07
4.2627050e+05,4.5187558e+06,2.9828580e+03,1.4130520e+07,1.6599218e+07,1.7603283e+07
4.2627126e+05,4.5187226e+06,2.9959934e+03,1.4197659e+07,1.6707080e+07,1.7889557e+07
4.2626927e+05,4.5187485e+06,3.0509919e+03,1.3979413e+07,1.6373785e+07,1.8058544e+07
4.2627785e+05,4.5187545e+06,2.9425886e+03,1.3880181e+07,1.6259006e+07,1.7303017e+07
4.2628736e+05,4.5187383e+06,3.0471771e+03,1.4216419e+07,1.6434058e+07,1.8078889e+07
4.2629954e+05,4.5187341e+06,3.0132081e+03,1.4310256e+07,1.6724421e+07,1.7954600e+07
4.2628454e+05,4.5187427e+06,3.0405217e+03,1.4244295e+07,1.6919773e+07,1.8075019e+07
4.2626817e+05,4.5187309e+06,3.0246882e+03,1.3875738e+07,1.6304175e+07,1.7868374e+07
4.2630909e+05,4.5187746e+06,2.9242886e+03,1.4417032e+07,1.6741046e+07,1.7426993e+07
4.2628515e+05,4.5187443e+06,3.0021244e+03,1.4333192e+07,1.6579711e+07,1.7793671e+07
4.2629333e+05,4.5187456e+06,2.9249553e+03,1.4513506e+07,1.6851672e+07,1.7532196e+07
4.2628670e+05,4.5187714e+06,2.9141907e+03,1.4499016e+07,1.6407972e+07,1.7315003e+07
4.2628731e+05,4.5187671e+06,2.9545912e+03,1.4265060e+07,1.6755868e+07,1.7465363e+07
4.2629442e+05,4.5187395e+06,2.9893555e+03,1.3967001e+07,1.6583249e+07,1.7589495e+07
4.2625320e+05,4.5187710e+06,2.9779759e+03,1.4298363e+07,1.6679101e+07,1.7599614e+07
4.2627977e+05,4.5187362e+06,2.9895059e+03,1.4239751e+07,1.6529818e+07,1.7806298e+07
4.2630175e+05,4.5187598e+06,3.0084250e+03,1.3829149e+07,1.6290006e+07,1.7796155e+07
4.2629628e+05,4.5187422e+06,3.0191913e+03,1.3711208e+07,1.6397062e+07,1.7775021e+07
4.2626894e+05,4.5187536e+06,3.0147419e+03,1.3996499e+07,1.6278938e+07,1.7762104e+07
4.2630361e+05,4.5187321e+06,3.0336418e+03,1.4259116e+07,1.6722445e+07,1.8071280e+07
4.2628737e+05,4.5187456e+06,3.0261146e+03,1.4222290e+07,1.6845792e+07,1.7979002e+07
4.2626737e+05,4.5187254e+06,3.0422915e+03,1.3970057e+07,1.6378753e+07,1.8053999e+07
4.2631119e+05,4.5187542e+06,2.9677006e+03,1.4082554e+07,1.6678919e+07,1.7612292e+07
4.2628456e+05,4.5187401e+06,2.9764242e+03,1.4400617e+07,1.6574542e+07,1.7680854e+07
4.2628993e+05,4.5187305e+06,2.9200037e+03,1.4406209e+07,1.6908501e+07,1.7436453e+07
4.2629416e+05,4.5187578e+06,2.9326620e+03,1.4375638e+07,1.6611757e+07,1.7428968e+07
4.2628248e+05,4.5187609e+06,2.9231902e+03,1.4293483e+07,1.6742545e+07,1.7324525e+07
4.2628940e+05,4.5187424e+06,3.0113759e+03,1.3997620e+07,1.6536014e+07,1.7779792e+07
4.2627135e+05,4.5187538e+06,3.0003924e+03,1.4309763e+07,1.6569557e+07,1.7787176e+07
4.2628038e+05,4.5187268e+06,2.9964819e+03,1.4233941e+07,1.6588947e+07,1.7892371e+07
4.2630036e+05,4.5187548e+06,2.9944819e+03,1.3968511e+07,1.6411239e+07,1.7755007e+07
4.2629402e+05,4.5187315e+06,3.0328764e+03,1.4031123e+07,1.6646067e+07,1.7948811e+07
4.2626462e+05,4.5187596e+06,3.0017832e+03,1.4124344e+07,1.6268471e+07,1.7702606e+07
4.2628212e+05,4.5187338e+06,3.0163813e+03,1.4490475e+07,1.6801535e+07,1.7942533e+07
4.2627241e+05,4.5187175e+06,3.0540474e+03,1.4409316e+07,1.6931177e+07,1.8255786e+07
4.2627077e+05,4.5187254e+06,3.0514287e+03,1.3925888e+07,1.6352081e+07,1.8092929e+07
4.2630258e+05,4.5187471e+06,2.9911263e+03,1.4072568e+07,1.6629804e+07,1.7748038e+07
4.2628476e+05,4.5187496e+06,2.9839192e+03,1.4388565e+07,1.6387746e+07,1.7711711e+07
4.2629734e+05,4.5187358e+06,2.9642770e+03,1.4218829e+07,1.6757159e+07,1.7630201e+07
4.2629255e+05,4.5187615e+06,2.9219406e+03,1.4633077e+07,1.6729969e+07,1.7438663e+07
4.2627309e+05,4.5187597e+06,2.9159106e+03,1.4133022e+07,1.6695125e+07,1.7250965e+07
4.2628996e+05,4.5187544e+06,2.9823447e+03,1.4025408e+07,1.6438631e+07,1.7578899e+07
4.2627298e+05,4.5187514e+06,3.0080214e+03,1.4307331e+07,1.6775959e+07,1.7866596e+07
4.2627351e+05,4.5187341e+06,3.0148413e+03,1.4237280e+07,1.6670685e+07,1.7965591e+07
4.2630762e+05,4.5187508e+06,3.0056599e+03,1.4021561e+07,1.6632691e+07,1.7880249e+07
4.2629531e+05,4.5187581e+06,2.9574574e+03,1.4164849e+07,1.6480174e+07,1.7486554e+07
4.2628235e+05,4.5187662e+06,2.9413027e+03,1.4145100e+07,1.6255183e+07,1.7367601e+07
4.2628699e+05,4.5187214e+06,3.0295471e+03,1.4563672e+07,1.6823814e+07,1.8047451e+07
4.2627025e+05,4.5187163e+06,3.0590289e+03,1.4375707e+07,1.6934656e+07,1.8295920e+07
4.2626918e+05,4.5187204e+06,3.0259603e+03,1.4231489e+07,1.6594415e+07,1.8043553e+07
4.2629545e+05,4.5187439e+06,3.0295605e+03,1.4124642e+07,1.6706590e+07,1.8006876e+07
4.2628215e+05,4.5187516e+06,2.9902796e+03,1.4356713e+07,1.6467118e+07,1.7734325e+07
4.2629460e+05,4.5187326e+06,2.9752252e+03,1.4188370e+07,1.6755498e+07,1.7699860e+07
4.2629240e+05,4.5187580e+06,2.9454047e+03,1.4481749e+07,1.6686946e+07,1.7538598e+07
4.2627047e+05,4.5187461e+06,2.9591929e+03,1.4244347e+07,1.6768888e+07,1.7561251e+07
4.2629722e+05,4.5187503e+06,2.9918239e+03,1.4031150e+07,1.6463491e+07,1.7688588e+07
4.2628653e+05,4.5187597e+06,2.9805045e+03,1.4360949e+07,1.6642329e+07,1.7684789e+07
4.2627830e+05,4.5187387e+06,3.0015585e+03,1.4252631e+07,1.6617990e+07,1.7877532e+07
4.2626178e+05,4.5187335e+06,3.0166603e+03,1.4331369e+07,1.6909648e+07,1.8017100e+07
4.2630398e+05,4.5187653e+06,2.9435148e+03,1.4108893e+07,1.6357339e+07,1.7378889e+07
4.2626795e+05,4.5187608e+06,2.9487026e+03,1.4139810e+07,1.6497307e+07,1.7426450e+07
4.2627931e+05,4.5187421e+06,2.9735687e+03,1.4397328e+07,1.6874781e+07,1.7687642e+07
4.2625786e+05,4.5187340e+06,2.9768124e+03,1.4337013e+07,1.6792462e+07,1.7716807e+07
4.2628029e+05,4.5187437e+06,2.9902320e+03,1.4247412e+07,1.6528703e+07,1.7761646e+07
4.2629437e+05,4.5187433e+06,3.0286343e+03,1.4140428e+07,1.6704903e+07,1.8003129e+07
4.2628599e+05,4.5187492e+06,2.9879804e+03,1.4412920e+07,1.6423751e+07,1.7738996e+07
4.2628927e+05,4.5187271e+06,3.0610954e+03,1.4435136e+07,1.7016243e+07,1.8275720e+07
4.2629395e+05,4.5187634e+06,2.9266728e+03,1.4493985e+07,1.6635754e+07,1.7420003e+07
4.2627142e+05,4.5187475e+06,2.9459218e+03,1.4307287e+07,1.6885677e+07,1.7486281e+07
4.2630359e+05,4.5187693e+06,2.9155407e+03,1.4345838e+07,1.6815688e+07,1.7258752e+07
4.2628226e+05,4.5187583e+06,2.9860169e+03,1.4388286e+07,1.6484395e+07,1.7726208e+07
4.2627689e+05,4.5187532e+06,2.9281259e+03,1.4226674e+07,1.6488059e+07,1.7481567e+07
4.2626463e+05,4.5187379e+06,3.0268738e+03,1.4249786e+07,1.6657130e+07,1.8005300e+07
4.2629358e+05,4.5187578e+06,2.9508272e+03,1.4140076e+07,1.6412264e+07,1.7448825e+07
4.2628202e+05,4.5187675e+06,2.9478670e+03,1.4093792e+07,1.6466581e+07,1.7390771e+07
4.2628811e+05,4.5187390e+06,2.9718531e+03,1.4553407e+07,1.6995219e+07,1.7736050e+07
4.2627255e+05,4.5187406e+06,2.9730756e+03,1.4341419e+07,1.6716714e+07,1.7681462e+07
4.2627255e+05,4.5187278e+06,3.0474860e+03,1.4145792e+07,1.6515849e+07,1.8099598e+07
4.2628908e+05,4.5187458e+06,3.0151724e+03,1.4116635e+07,1.6625218e+07,1.7897776e+07
4.2627998e+05,4.5187412e+06,3.0033295e+03,1.4423851e+07,1.6452599e+07,1.7838943e+07
4.2629349e+05,4.5187409e+06,3.0376495e+03,1.4576719e+07,1.6895074e+07,1.8150391e+07
4.2628035e+05,4.5187763e+06,2.9175971e+03,1.4346935e+07,1.6667180e+07,1.7293749e+07
4.2627822e+05,4.5187553e+06,2.9331995e+03,1.4340673e+07,1.6796468e+07,1.7410873e+07
4.2630911e+05,4.5187644e+06,2.9222750e+03,1.4414056e+07,1.6843251e+07,1.7326272e+07
4.2627426e+05,4.5187559e+06,2.9840996e+03,1.4361265e+07,1.6603196e+07,1.7727142e+07
4.2628315e+05,4.5187615e+06,2.9444802e+03,1.4173491e+07,1.6474402e+07,1.7461331e+07
4.2626980e+05,4.5187472e+06,2.9942478e+03,1.4497892e+07,1.6863869e+07,1.7853200e+07
4.2630005e+05,4.5187442e+06,2.9929595e+03,1.4196256e+07,1.6454388e+07,1.7739722e+07
4.2627417e+05,4.5187764e+06,2.9338048e+03,1.3999131e+07,1.6434061e+07,1.7253309e+07
4.2628510e+05,4.5187506e+06,2.9505883e+03,1.4511160e+07,1.6951219e+07,1.7566612e+07
4.2626318e+05,4.5187452e+06,2.9601648e+03,1.4266962e+07,1.6715608e+07,1.7593555e+07
4.2628127e+05,4.5187421e+06,3.0305716e+03,1.4225420e+07,1.6681618e+07,1.8009260e+07
4.2629367e+05,4.5187508e+06,3.0037992e+03,1.4054969e+07,1.6481935e+07,1.7795177e+07
4.2627142e+05,4.5187370e+06,2.9878917e+03,1.4328014e+07,1.6478695e+07,1.7737356e+07
4.2629464e+05,4.5187549e+06,2.9952971e+03,1.4589539e+07,1.6864591e+07,1.7864638e+07
4.2627470e+05,4.5187831e+06,2.9166941e+03,1.4504147e+07,1.6877887e+07,1.7336510e+07
4.2628700e+05,4.5187634e+06,2.9242625e+03,1.4188495e+07,1.6689516e+07,1.7270430e+07
4.2629516e+05,4.5187564e+06,2.9446972e+03,1.4427245e+07,1.6866719e+07,1.7507763e+07
4.2627594e+05,4.5187578e+06,2.9808192e+03,1.4433351e+07,1.6671176e+07,1.7723130e+07
4.2628508e+05,4.5187660e+06,2.9501136e+03,1.3936482e+07,1.6158351e+07,1.7441646e+07
4.2626551e+05,4.5187600e+06,3.0008328e+03,1.4346196e+07,1.6657949e+07,1.7832862e+07
4.2628836e+05,4.5187387e+06,3.0480916e+03,1.4011625e+07,1.6175160e+07,1.8032926e+07
4.2628982e+05,4.5187731e+06,2.9304455e+03,1.3925146e+07,1.6471643e+07,1.7188366e+07
4.2629207e+05,4.5187417e+06,2.9815663e+03,1.4464045e+07,1.6917226e+07,1.7764441e+07
4.2627007e+05,4.5187472e+06,2.9613272e+03,1.4274387e+07,1.6697937e+07,1.7599949e+07
4.2628226e+05,4.5187424e+06,3.0260665e+03,1.4223845e+07,1.6664892e+07,1.7979073e+07
4.2629096e+05,4.5187453e+06,3.0270295e+03,1.4093052e+07,1.6484186e+07,1.7980097e+07
4.2628336e+05,4.5187517e+06,2.9656178e+03,1.4156370e+07,1.6271371e+07,1.7554932e+07
4.2629679e+05,4.5187772e+06,2.9263062e+03,1.4407975e+07,1.6753407e+07,1.7348202e+07
4.2627620e+05,4.5187884e+06,2.9436632e+03,1.4375197e+07,1.6492795e+07,1.7434520e+07
4.2628896e+05,4.5187560e+06,2.9436595e+03,1.4226384e+07,1.6686730e+07,1.7412727e+07
4.2629372e+05,4.5187597e+06,2.9544737e+03,1.4230861e+07,1.6534135e+07,1.7483909e+07
4.2628126e+05,4.5187556e+06,2.9776669e+03,1.4557421e+07,1.6875795e+07,1.7725612e+07
4.2627254e+05,4.5187445e+06,2.9687995e+03,1.4065709e+07,1.6405672e+07,1.7641148e+07
4.2626187e+05,4.5187539e+06,3.0193509e+03,1.4345899e+07,1.6702205e+07,1.7956467e+07
4.2629401e+05,4.5187620e+06,2.9746027e+03,1.4165039e+07,1.6448877e+07,1.7549132e+07
4.2629019e+05,4.5187731e+06,2.9581997e+03,1.3929507e+07,1.6041174e+07,1.7377245e+07
4.2629948e+05,4.5187480e+06,2.9781407e+03,1.4371311e+07,1.6839875e+07,1.7705464e+07
4.2624978e+05,4.5187340e+06,3.0222080e+03,1.4334250e+07,1.6780145e+07,1.8044809e+07
4.2627344e+05,4.5187353e+06,3.0597507e+03,1.4149232e+07,1.6862837e+07,1.8241428e+07
4.2627586e+05,4.5187553e+06,3.0365978e+03,1.4218837e+07,1.6742354e+07,1.8140470e+07
4.2627586e+05,4.5187437e+06,2.9985644e+03,1.4222400e+07,1.6381899e+07,1.7810095e+07
4.2630315e+05,4.5187688e+06,2.9438827e+03,1.4219654e+07,1.6546749e+07,1.7406820e+07
4.2627174e+05,4.5187688e+06,2.9872443e+03,1.4479375e+07,1.6868636e+07,1.7813994e+07
4.2628651e+05,4.5187564e+06,2.9667644e+03,1.4238657e+07,1.6656881e+07,1.7559686e+07
4.2629742e+05,4.5187581e+06,2.9450047e+03,1.4099985e+07,1.6472035e+07,1.7407843e+07
4.2631014e+05,4.5187606e+06,2.9295828e+03,1.4499642e+07,1.6865995e+07,1.7386019e+07
4.2628066e+05,4.5187513e+06,2.9439981e+03,1.4097037e+07,1.6340260e+07,1.7433923e+07
4.2626248e+05,4.5187434e+06,3.0399107e+03,1.4179936e+07,1.6606779e+07,1.8056769e+07
4.2628441e+05,4.5187570e+06,2.9937987e+03,1.4241538e+07,1.6602726e+07,1.7730425e+07
4.2629059e+05,4.5187683e+06,2.9626166e+03,1.4012468e+07,1.6184544e+07,1.7444268e+07
4.2628728e+05,4.5187399e+06,3.0138482e+03,1.4281012e+07,1.6845301e+07,1.7945723e+07
4.2629106e+05,4.5187469e+06,2.9781603e+03,1.4277187e+07,1.6773810e+07,1.7704780e+07
4.2627396e+05,4.5187174e+06,3.0847242e+03,1.4148311e+07,1.7080985e+07,1.8389345e+07
4.2627542e+05,4.5187617e+06,3.0103793e+03,1.4167731e+07,1.6598753e+07,1.7986904e+07
4.2627653e+05,4.5187410e+06,3.0163466e+03,1.4309665e+07,1.6239811e+07,1.7921781e+07
4.2631138e+05,4.5187603e+06,2.9540537e+03,1.4180334e+07,1.6600416e+07,1.7462717e+07
4.2628119e+05,4.5187584e+06,2.9857045e+03,1.4363973e+07,1.6790223e+07,1.7776048e+07
4.2626389e+05,4.5187657e+06,2.9990457e+03,1.4155380e+07,1.6614351e+07,1.7753144e+07
4.2629942e+05,4.5187576e+06,2.9398340e+03,1.4073666e+07,1.6468607e+07,1.7383626e+07
4.2630273e+05,4.5187624e+06,2.9479686e+03,1.4350160e+07,1.6595041e+07,1.7408365e+07
4.2628742e+05,4.5187521e+06,2.9263490e+03,1.4126949e+07,1.6380204e+07,1.7343367e+07
4.2626307e+05,4.5187498e+06,3.0347077e+03,1.4181177e+07,1.6572337e+07,1.8046926e+07
4.2627834e+05,4.5187567e+06,3.0027323e+03,1.4180158e+07,1.6421738e+07,1.7684953e+07
4.2628998e+05,4.5187536e+06,2.9817590e+03,1.4050288e+07,1.6300690e+07,1.7522568e+07
4.2627218e+05,4.5187335e+06,3.0324394e+03,1.4061063e+07,1.6698579e+07,1.8100348e+07
4.2628651e+05,4.5187383e+06,3.0015613e+03,1.4445829e+07,1.7041808e+07,1.7924796e+07
4.2627376e+05,4.5187446e+06,3.0261171e+03,1.4228818e+07,1.6817590e+07,1.8017085e+07
4.2627779e+05,4.5187649e+06,3.0016519e+03,1.4211252e+07,1.6709468e+07,1.8003327e+07
4.2627780e+05,4.5187496e+06,3.0063025e+03,1.4339670e+07,1.6511638e+07,1.7883041e+07
4.2630456e+05,4.5187611e+06,2.9868685e+03,1.3956660e+07,1.6456465e+07,1.7628500e+07
4.2631786e+05,4.5187617e+06,2.9350285e+03,1.4646579e+07,1.6884386e+07,1.7567637e+07
4.2628179e+05,4.5187719e+06,2.9738933e+03,1.4393579e+07,1.6823117e+07,1.7735261e+07
4.2629734e+05,4.5187643e+06,2.9414690e+03,1.4297339e+07,1.6699610e+07,1.7493635e+07
4.2627390e+05,4.5187513e+06,3.0144064e+03,1.3877321e+07,1.6264165e+07,1.7809403e+07
4.2629462e+05,4.5187476e+06,2.9180046e+03,1.4397434e+07,1.6662600e+07,1.7355569e+07
4.2627121e+05,4.5187469e+06,3.0205967e+03,1.4224139e+07,1.6560230e+07,1.7926635e+07
4.2628169e+05,4.5187565e+06,2.9926075e+03,1.4137812e+07,1.6307207e+07,1.7597993e+07
4.2629329e+05,4.5187518e+06,2.9763963e+03,1.4025201e+07,1.6288879e+07,1.7492450e+07
4.2627765e+05,4.5187351e+06,3.0232483e+03,1.4213032e+07,1.6827699e+07,1.8097934e+07
4.2629355e+05,4.5187457e+06,2.9833347e+03,1.4463456e+07,1.6997234e+07,1.7807919e+07
4.2625441e+05,4.5187418e+06,3.0496508e+03,1.4310299e+07,1.6944822e+07,1.8205188e+07
4.2628313e+05,4.5187585e+06,2.9754097e+03,1.4261984e+07,1.6659409e+07,1.7741322e+07
4.2628965e+05,4.5187416e+06,2.9883467e+03,1.4301864e+07,1.6565541e+07,1.7674546e+07
4.2629397e+05,4.5187563e+06,3.0190462e+03,1.3753299e+07,1.6394528e+07,1.7825232e+07
4.2629668e+05,4.5187664e+06,2.9643349e+03,1.4314450e+07,1.6573258e+07,1.7586019e+07
4.2627698e+05,4.5187781e+06,2.9661854e+03,1.4398470e+07,1.6789741e+07,1.7691789e+07
4.2629312e+05,4.5187678e+06,2.9257808e+03,1.4160885e+07,1.6695683e+07,1.7340802e+07
4.2628128e+05,4.5187554e+06,2.9953826e+03,1.4067068e+07,1.6482227e+07,1.7806104e+07
4.2630205e+05,4.5187438e+06,2.9361026e+03,1.4432772e+07,1.6801541e+07,1.7499252e+07
4.2627409e+05,4.5187539e+06,3.0137195e+03,1.4280588e+07,1.6556384e+07,1.7850270e+07
4.2627784e+05,4.5187607e+06,3.0041069e+03,1.4210627e+07,1.6280983e+07,1.7661772e+07
4.2628685e+05,4.5187497e+06,2.9757376e+03,1.4044777e+07,1.6417065e+07,1.7538311e+07
