xcen,ycen,depth,dP_mu
4.2616588e+05,4.5185940e+06,3.8062137e+03,3.3591449e-03
4.2616485e+05,4.5185860e+06,3.8064329e+03,3.3450366e-03
4.2618078e+05,4.5185898e+06,3.7988601e+03,3.3050180e-03
4.2617203e+05,4.5185884e+06,3.8184639e+03,3.3572920e-03
4.2617896e+05,4.5186001e+06,3.8059445e+03,3.3322509e-03
4.2619018e+05,4.5185979e+06,3.8287398e+03,3.3793491e-03
4.2618679e+05,4.5185921e+06,3.8089068e+03,3.3340713e-03
4.2618229e+05,4.5185910e+06,3.8139988e+03,3.3639472e-03
4.2616192e+05,4.5185790e+06,3.7949844e+03,3.3426816e-03
4.2618248e+05,4.5185790e+06,3.8133199e+03,3.3444654e-03
4.2617621e+05,4.5185895e+06,3.8119170e+03,3.3364289e-03
4.2616030e+05,4.5185864e+06,3.8223451e+03,3.3679740e-03
4.2619056e+05,4.5186137e+06,3.8052861e+03,3.3396892e-03
4.2618829e+05,4.5185965e+06,3.8167881e+03,3.3535233e-03
4.2618657e+05,4.5185825e+06,3.8107550e+03,3.3390279e-03
4.2617861e+05,4.5185805e+06,3.8139072e+03,3.3688990e-03
4.2617110e+05,4.5185869e+06,3.8032298e+03,3.3526864e-03
4.2617321e+05,4.5185692e+06,3.8161178e+03,3.3561410e-03
4.2617693e+05,4.5186025e+06,3.8091017e+03,3.3270315e-03
4.2616523e+05,4.5185899e+06,3.8183769e+03,3.3632177e-03
4.2620596e+05,4.5186120e+06,3.7845891e+03,3.3107353e-03
4.2617598e+05,4.5186144e+06,3.8301842e+03,3.3786823e-03
4.2617785e+05,4.5185884e+06,3.8063981e+03,3.3490965e-03
4.2617909e+05,4.5185827e+06,3.8147912e+03,3.3895667e-03
4.2616088e+05,4.5185819e+06,3.7954999e+03,3.3549739e-03
4.2617972e+05,4.5185659e+06,3.8175353e+03,3.3500962e-03
4.2618871e+05,4.5186062e+06,3.8020273e+03,3.2988235e-03
4.2616955e+05,4.5185909e+06,3.8120015e+03,3.3527157e-03
4.2619588e+05,4.5185803e+06,3.8008609e+03,3.3574354e-03
4.2617338e+05,4.5185939e+06,3.8158719e+03,3.3694740e-03
4.2617463e+05,4.5185710e+06,3.7908256e+03,3.3403532e-03
4.2618301e+05,4.5185871e+06,3.8173102e+03,3.3876957e-03
4.2615738e+05,4.5185867e+06,3.7798491e+03,3.3181874e-03
4.2617825e+05,4.5185599e+06,3.8157186e+03,3.3641485e-03
4.2617824e+05,4.5185906e+06,3.8006237e+03,3.3322029e-03
4.2616659e+05,4.5185919e+06,3.8182530e+03,3.3607823e-03
4.2618695e+05,4.5185754e+06,3.7969447e+03,3.3482979e-03
4.2617529e+05,4.5185942e+06,3.8140990e+03,3.3778243e-03
4.2618855e+05,4.5185691e+06,3.8102485e+03,3.3663270e-03
4.2618357e+05,4.5185868e+06,3.8165794e+03,3.3872085e-03
4.2615798e+05,4.5185934e+06,3.7868393e+03,3.3315457e-03
4.2616052e+05,4.5185989e+06,3.8360083e+03,3.3537275e-03
4.2618644e+05,4.5185951e+06,3.8178445e+03,3.3472090e-03
4.2616646e+05,4.5185912e+06,3.8160902e+03,3.3572788e-03
4.2617303e+05,4.5185831e+06,3.7867455e+03,3.3395413e-03
4.2617798e+05,4.5185893e+06,3.8085928e+03,3.3812361e-03
4.2618760e+05,4.5185696e+06,3.8008382e+03,3.3595118e-03
4.2617997e+05,4.5185823e+06,3.8116507e+03,3.3692402e-03
4.2617229e+05,4.5185737e+06,3.7767259e+03,3.3207414e-03
4.2617660e+05,4.5185831e+06,3.8173406e+03,3.3601853e-03
4.2618948e+05,4.5185879e+06,3.8081550e+03,3.3366736e-03
4.2616594e+05,4.5185786e+06,3.8039840e+03,3.3652196e-03
4.2618463e+05,4.5185755e+06,3.7860554e+03,3.3470418e-03
4.2618612e+05,4.5185990e+06,3.8317798e+03,3.3832149e-03
4.2619013e+05,4.5185653e+06,3.8063897e+03,3.3641401e-03
4.2617505e+05,4.5185917e+06,3.8260028e+03,3.3877137e-03
4.2617864e+05,4.5185699e+06,3.7769173e+03,3.3228315e-03
4.2618134e+05,4.5185881e+06,3.8321389e+03,3.3512821e-03
4.2618777e+05,4.5185864e+06,3.8180265e+03,3.3483703e-03
4.2617490e+05,4.5185750e+06,3.8050705e+03,3.3621330e-03
4.2619040e+05,4.5185654e+06,3.7762745e+03,3.3545160e-03
4.2618208e+05,4.5185878e+06,3.8203886e+03,3.3665364e-03
4.2618893e+05,4.5185820e+06,3.8254213e+03,3.3765658e-03
4.2618699e+05,4.5185872e+06,3.8254138e+03,3.3750149e-03
4.2618009e+05,4.5185740e+06,3.8002451e+03,3.3496138e-03
4.2618850e+05,4.5185815e+06,3.8188830e+03,3.3585886e-03
4.2618635e+05,4.5185929e+06,3.8149351e+03,3.3270214e-03
4.2615895e+05,4.5185780e+06,3.8017881e+03,3.3351350e-03
4.2618683e+05,4.5185834e+06,3.8086902e+03,3.3463666e-03
4.2618418e+05,4.5185926e+06,3.8271604e+03,3.3752275e-03
4.2619039e+05,4.5185789e+06,3.8270732e+03,3.3783078e-03
4.2618329e+05,4.5185966e+06,3.8325082e+03,3.3906173e-03
4.2617753e+05,4.5185695e+06,3.7960029e+03,3.3564766e-03
4.2620242e+05,4.5185778e+06,3.8374822e+03,3.3914325e-03
4.2618575e+05,4.5185898e+06,3.8140630e+03,3.3273701e-03
4.2617707e+05,4.5185788e+06,3.8110739e+03,3.3567572e-03
4.2619213e+05,4.5185889e+06,3.8185252e+03,3.3485640e-03
4.2620041e+05,4.5186030e+06,3.8200014e+03,3.3629748e-03
4.2618517e+05,4.5185771e+06,3.8228797e+03,3.3722504e-03
4.2618061e+05,4.5185943e+06,3.8149153e+03,3.3535770e-03
4.2618686e+05,4.5185918e+06,3.7856797e+03,3.3417485e-03
4.2618943e+05,4.5185878e+06,3.8235989e+03,3.3715190e-03
4.2618767e+05,4.5185780e+06,3.8202471e+03,3.3521312e-03
4.2616586e+05,4.5185859e+06,3.8055611e+03,3.3499353e-03
4.2618888e+05,4.5185999e+06,3.8087554e+03,3.3412854e-03
4.2618533e+05,4.5185906e+06,3.8102092e+03,3.3608060e-03
4.2618906e+05,4.5185770e+06,3.8042971e+03,3.3673299e-03
4.2617612e+05,4.5185849e+06,3.8057843e+03,3.3481980e-03
4.2618776e+05,4.5185862e+06,3.7911151e+03,3.3491299e-03
4.2619116e+05,4.5185922e+06,3.8332061e+03,3.3798171e-03
4.2619850e+05,4.5185710e+06,3.8331246e+03,3.3830063e-03
4.2617506e+05,4.5185906e+06,3.7912655e+03,3.3409401e-03
4.2618350e+05,4.5185999e+06,3.8012532e+03,3.3411589e-03
4.2619225e+05,4.5185848e+06,3.8026681e+03,3.3575758e-03
4.2617844e+05,4.5185560e+06,3.8143289e+03,3.3999387e-03
4.2617776e+05,4.5185852e+06,3.8126116e+03,3.3418135e-03
4.2618392e+05,4.5185855e+06,3.7628166e+03,3.3280115e-03
4.2618273e+05,4.5185939e+06,3.8220614e+03,3.3633775e-03
4.2619129e+05,4.5185686e+06,3.8227148e+03,3.3682702e-03
4.2617011e+05,4.5185915e+06,3.8109331e+03,3.3547446e-03
4.2619025e+05,4.5186026e+06,3.8104973e+03,3.3468514e-03
4.2619237e+05,4.5185877e+06,3.7989388e+03,3.3619059e-03
4.2618535e+05,4.5185745e+06,3.8173250e+03,3.3795730e-03
4.2617401e+05,4.5185717e+06,3.8093517e+03,3.3389122e-03
4.2618283e+05,4.5185814e+06,3.7843033e+03,3.3520275e-03
4.2619234e+05,4.5186009e+06,3.8251991e+03,3.3774627e-03
4.2618937e+05,4.5185704e+06,3.8242932e+03,3.3651590e-03
4.2617403e+05,4.5185832e+06,3.8119431e+03,3.3700000e-03
4.2620300e+05,4.5186075e+06,3.8153102e+03,3.3633347e-03
4.2618511e+05,4.5185865e+06,3.7773148e+03,3.3407353e-03
4.2618191e+05,4.5185750e+06,3.8270887e+03,3.3990149e-03
4.2617287e+05,4.5185800e+06,3.8052026e+03,3.3480285e-03
4.2619562e+05,4.5185977e+06,3.7705451e+03,3.3138367e-03
4.2619289e+05,4.5185998e+06,3.8317459e+03,3.3824652e-03
4.2617585e+05,4.5185786e+06,3.8254701e+03,3.3807177e-03
4.2616046e+05,4.5185919e+06,3.8024006e+03,3.3467832e-03
4.2619873e+05,4.5185905e+06,3.8193997e+03,3.3589348e-03
4.2618521e+05,4.5185991e+06,3.8032366e+03,3.3423709e-03
4.2618957e+05,4.5185788e+06,3.8150578e+03,3.3842615e-03
4.2618535e+05,4.5185752e+06,3.7846970e+03,3.3345791e-03
4.2619139e+05,4.5185921e+06,3.7867171e+03,3.3530200e-03
4.2620013e+05,4.5185975e+06,3.8137330e+03,3.3520175e-03
4.2616118e+05,4.5185766e+06,3.8235145e+03,3.3627952e-03
4.2617580e+05,4.5185900e+06,3.7914351e+03,3.3407131e-03
4.2620103e+05,4.5185877e+06,3.8266857e+03,3.3651594e-03
4.2617700e+05,4.5185975e+06,3.7934496e+03,3.3367409e-03
4.2618975e+05,4.5185819e+06,3.8156192e+03,3.3789184e-03
4.2618362e+05,4.5185808e+06,3.7856399e+03,3.3447317e-03
4.2618999e+05,4.5185941e+06,3.7761668e+03,3.3468358e-03
4.2619317e+05,4.5185885e+06,3.8208948e+03,3.3561914e-03
4.2617049e+05,4.5185799e+06,3.8026407e+03,3.3494159e-03
4.2616812e+05,4.5185907e+06,3.7799934e+03,3.3345326e-03
4.2619856e+05,4.5185854e+06,3.8183874e+03,3.3605423e-03
4.2617428e+05,4.5185955e+06,3.7940654e+03,3.3353702e-03
4.2618053e+05,4.5185769e+06,3.8420059e+03,3.3901572e-03
4.2618425e+05,4.5185786e+06,3.7762781e+03,3.3350888e-03
4.2617464e+05,4.5185868e+06,3.7969128e+03,3.3537116e-03
4.2619571e+05,4.5185833e+06,3.8176860e+03,3.3582453e-03
4.2617688e+05,4.5185784e+06,3.8205406e+03,3.3613489e-03
4.2619641e+05,4.5185969e+06,3.8154490e+03,3.3651160e-03
4.2619591e+05,4.5185873e+06,3.8173455e+03,3.3549796e-03
4.2618765e+05,4.5186018e+06,3.7785825e+03,3.3091764e-03
4.2618164e+05,4.5185833e+06,3.8439591e+03,3.4139054e-03
4.2618435e+05,4.5185925e+06,3.8195881e+03,3.3430631e-03
4.2618207e+05,4.5185877e+06,3.8210027e+03,3.3674053e-03
4.2619720e+05,4.5185880e+06,3.8246951e+03,3.3560967e-03
4.2616821e+05,4.5185655e+06,3.8413258e+03,3.3941092e-03
4.2619812e+05,4.5185891e+06,3.7829137e+03,3.3443925e-03
4.2619585e+05,4.5185888e+06,3.8351057e+03,3.3574037e-03
4.2617898e+05,4.5185945e+06,3.7861708e+03,3.3140185e-03
4.2618554e+05,4.5185921e+06,3.8291104e+03,3.3794455e-03
4.2618285e+05,4.5185883e+06,3.8075840e+03,3.3360392e-03
4.2617462e+05,4.5185850e+06,3.8105901e+03,3.3336451e-03
4.2620088e+05,4.5185685e+06,3.8363615e+03,3.3679641e-03
4.2618857e+05,4.5185614e+06,3.8362696e+03,3.4032978e-03
4.2619501e+05,4.5185885e+06,3.8127899e+03,3.3494821e-03
4.2619612e+05,4.5185839e+06,3.8385124e+03,3.3698322e-03
4.2618276e+05,4.5185888e+06,3.7750681e+03,3.3043274e-03
4.2618905e+05,4.5185837e+06,3.8168899e+03,3.3761822e-03
4.2617699e+05,4.5185916e+06,3.8401005e+03,3.3573735e-03
4.2619010e+05,4.5185821e+06,3.8462694e+03,3.3767430e-03
4.2619301e+05,4.5185676e+06,3.8028876e+03,3.3529866e-03
4.2618570e+05,4.5185622e+06,3.8420472e+03,3.4104955e-03
4.2620370e+05,4.5186079e+06,3.7968714e+03,3.3148300e-03
4.2618821e+05,4.5185766e+06,3.8585831e+03,3.3957862e-03
4.2618142e+05,4.5185894e+06,3.7800939e+03,3.3086966e-03
4.2618799e+05,4.5185823e+06,3.8157953e+03,3.3838623e-03
4.2617756e+05,4.5185999e+06,3.8168586e+03,3.3500609e-03
4.2618464e+05,4.5185883e+06,3.8407560e+03,3.3705555e-03
4.2619479e+05,4.5185770e+06,3.8042173e+03,3.3413369e-03
4.2619435e+05,4.5185745e+06,3.8167456e+03,3.3770921e-03
4.2620692e+05,4.5185930e+06,3.7961128e+03,3.3329191e-03
4.2618669e+05,4.5185804e+06,3.8139521e+03,3.3599592e-03
4.2617829e+05,4.5185867e+06,3.7728780e+03,3.3040686e-03
4.2618485e+05,4.5185795e+06,3.8168614e+03,3.3887826e-03
4.2618049e+05,4.5185965e+06,3.8200638e+03,3.3474171e-03
4.2618637e+05,4.5185823e+06,3.8348764e+03,3.3738199e-03
4.2619976e+05,4.5185667e+06,3.8102804e+03,3.3337179e-03
4.2618099e+05,4.5185733e+06,3.8225326e+03,3.3829946e-03
4.2620196e+05,4.5185902e+06,3.8007015e+03,3.3411288e-03
4.2617990e+05,4.5185865e+06,3.7985727e+03,3.3399581e-03
4.2619473e+05,4.5185825e+06,3.7922841e+03,3.3232964e-03
4.2618940e+05,4.5185775e+06,3.8118053e+03,3.3710576e-03
4.2619718e+05,4.5186026e+06,3.8037054e+03,3.3347780e-03
4.2618550e+05,4.5185830e+06,3.8403885e+03,3.3772795e-03
4.2619034e+05,4.5185608e+06,3.8205540e+03,3.3563296e-03
4.2617853e+05,4.5185693e+06,3.8071993e+03,3.3807261e-03
4.2621041e+05,4.5185923e+06,3.7947721e+03,3.3308522e-03
4.2616705e+05,4.5185898e+06,3.7979372e+03,3.3344216e-03
4.2619131e+05,4.5185807e+06,3.8105078e+03,3.3565692e-03
4.2618154e+05,4.5185846e+06,3.8231296e+03,3.3665559e-03
4.2618637e+05,4.5185995e+06,3.7977282e+03,3.3215320e-03
4.2618559e+05,4.5185952e+06,3.8350830e+03,3.3488381e-03
4.2618671e+05,4.5185871e+06,3.8017222e+03,3.3226621e-03
4.2618699e+05,4.5185856e+06,3.7861469e+03,3.3549044e-03
4.2619953e+05,4.5185849e+06,3.7981931e+03,3.3267641e-03
4.2616578e+05,4.5185927e+06,3.7942821e+03,3.3219353e-03
4.2617824e+05,4.5185605e+06,3.8200325e+03,3.3843097e-03
4.2617287e+05,4.5185785e+06,3.8438783e+03,3.3881008e-03
4.2618223e+05,4.5185993e+06,3.7654513e+03,3.2969317e-03
4.2618474e+05,4.5185941e+06,3.8263051e+03,3.3461561e-03
4.2619850e+05,4.5185927e+06,3.7870432e+03,3.3137024e-03
4.2618802e+05,4.5185891e+06,3.7950433e+03,3.3370614e-03
4.2619233e+05,4.5185783e+06,3.8120015e+03,3.3517137e-03
4.2617513e+05,4.5185857e+06,3.8065431e+03,3.3278317e-03
4.2618316e+05,4.5185763e+06,3.8238672e+03,3.3596423e-03
4.2618719e+05,4.5185811e+06,3.8263389e+03,3.3579540e-03
4.2618194e+05,4.5185934e+06,3.7883591e+03,3.3180551e-03
4.2619242e+05,4.5185926e+06,3.8081389e+03,3.3252565e-03
4.2619495e+05,4.5185900e+06,3.7993082e+03,3.3196432e-03
4.2618204e+05,4.5185943e+06,3.7843232e+03,3.3446794e-03
4.2619600e+05,4.5185798e+06,3.8048061e+03,3.3462203e-03
4.2617560e+05,4.5185833e+06,3.8280804e+03,3.3520005e-03
4.2617311e+05,4.5185626e+06,3.8396183e+03,3.3887835e-03
4.2618461e+05,4.5186088e+06,3.8078624e+03,3.3165404e-03
4.2616859e+05,4.5185870e+06,3.7782549e+03,3.3286321e-03
4.2618348e+05,4.5185911e+06,3.7976123e+03,3.3129121e-03
4.2619880e+05,4.5185871e+06,3.7858731e+03,3.3210293e-03
4.2618935e+05,4.5185969e+06,3.7846774e+03,3.3606680e-03
4.2619041e+05,4.5185792e+06,3.8100338e+03,3.3574635e-03
4.2618544e+05,4.5185849e+06,3.8333576e+03,3.3682489e-03
4.2617737e+05,4.5185664e+06,3.8309185e+03,3.3788535e-03
4.2619325e+05,4.5186025e+06,3.8036661e+03,3.3065713e-03
4.2618171e+05,4.5185897e+06,3.7988411e+03,3.3355601e-03
4.2618015e+05,4.5185737e+06,3.7916336e+03,3.3368166e-03
4.2618908e+05,4.5186084e+06,3.8077823e+03,3.3318371e-03
4.2618689e+05,4.5186013e+06,3.7898703e+03,3.3407847e-03
4.2619131e+05,4.5185768e+06,3.8308656e+03,3.3828953e-03
4.2618345e+05,4.5185899e+06,3.8190478e+03,3.3595251e-03
4.2617497e+05,4.5185789e+06,3.8213030e+03,3.3541897e-03
4.2619278e+05,4.5185861e+06,3.7929619e+03,3.3153981e-03
4.2618636e+05,4.5186120e+06,3.8003756e+03,3.3309569e-03
4.2618151e+05,4.5185724e+06,3.7849880e+03,3.3428183e-03
4.2618200e+05,4.5186010e+06,3.8090484e+03,3.3348564e-03
4.2618437e+05,4.5185928e+06,3.7807832e+03,3.3398372e-03
4.2620526e+05,4.5185747e+06,3.8199622e+03,3.3736808e-03
4.2618600e+05,4.5185836e+06,3.8179316e+03,3.3615680e-03
4.2617704e+05,4.5185912e+06,3.8234146e+03,3.3503021e-03
4.2619016e+05,4.5185851e+06,3.8139246e+03,3.3300166e-03
4.2618414e+05,4.5185993e+06,3.8034774e+03,3.3441963e-03
4.2619089e+05,4.5185785e+06,3.7877551e+03,3.3452295e-03
4.2617875e+05,4.5185965e+06,3.8066804e+03,3.3472983e-03
4.2615797e+05,4.5185755e+06,3.8190449e+03,3.3987877e-03
4.2620955e+05,4.5185721e+06,3.8165011e+03,3.3741682e-03
4.2617962e+05,4.5185694e+06,3.8524926e+03,3.4009887e-03
4.2618123e+05,4.5185821e+06,3.8342622e+03,3.3596798e-03
4.2618805e+05,4.5185872e+06,3.8127335e+03,3.3164761e-03
4.2618971e+05,4.5185980e+06,3.7948132e+03,3.3327855e-03
4.2618323e+05,4.5185921e+06,3.7663831e+03,3.3232274e-03
4.2618116e+05,4.5185922e+06,3.8101261e+03,3.3540940e-03
4.2618348e+05,4.5185824e+06,3.8183618e+03,3.3450097e-03
4.2620097e+05,4.5185739e+06,3.8174426e+03,3.3732719e-03
4.2619712e+05,4.5185850e+06,3.8424063e+03,3.3660395e-03
4.2618183e+05,4.5185795e+06,3.8337592e+03,3.3515838e-03
4.2618980e+05,4.5185803e+06,3.8135672e+03,3.3372957e-03
4.2619662e+05,4.5186007e+06,3.7940124e+03,3.3373985e-03
4.2618152e+05,4.5185884e+06,3.7872524e+03,3.3356741e-03
4.2617939e+05,4.5185984e+06,3.8070367e+03,3.3602560e-03
4.2616334e+05,4.5185825e+06,3.8095080e+03,3.3461165e-03
4.2620406e+05,4.5185726e+06,3.8171683e+03,3.3714896e-03
4.2617587e+05,4.5186017e+06,3.8027753e+03,3.3238594e-03
4.2619123e+05,4.5185807e+06,3.8189076e+03,3.3289794e-03
4.2620755e+05,4.5185830e+06,3.8157846e+03,3.3310446e-03
4.2618521e+05,4.5185980e+06,3.7960641e+03,3.3379621e-03
4.2619730e+05,4.5185815e+06,3.8024034e+03,3.3385932e-03
4.2617377e+05,4.5185906e+06,3.8104761e+03,3.3669881e-03
4.2617064e+05,4.5185783e+06,3.8058899e+03,3.3779528e-03
4.2619537e+05,4.5185835e+06,3.8147912e+03,3.3466791e-03
4.2618171e+05,4.5186074e+06,3.7961557e+03,3.3336979e-03
4.2617697e+05,4.5185800e+06,3.8230651e+03,3.3203424e-03
4.2619809e+05,4.5185854e+06,3.8164151e+03,3.3421542e-03
4.2618920e+05,4.5185922e+06,3.8052848e+03,3.3416075e-03
4.2618151e+05,4.5185726e+06,3.7988961e+03,3.3365528e-03
4.2618332e+05,4.5185897e+06,3.8154447e+03,3.3578273e-03
4.2619550e+05,4.5185751e+06,3.8090349e+03,3.3526339e-03
4.2619153e+05,4.5185987e+06,3.8236826e+03,3.3591368e-03
4.2618366e+05,4.5185874e+06,3.8086742e+03,3.3541215e-03
4.2618017e+05,4.5185882e+06,3.8159061e+03,3.3549412e-03
4.2618712e+05,4.5186007e+06,3.8130944e+03,3.3421236e-03
4.2618098e+05,4.5185909e+06,3.8105905e+03,3.3606858e-03
4.2618589e+05,4.5185873e+06,3.8079728e+03,3.3421462e-03
4.2617832e+05,4.5185847e+06,3.8198345e+03,3.3647108e-03
4.2618780e+05,4.5185692e+06,3.8258082e+03,3.3606432e-03
4.2618939e+05,4.5185920e+06,3.8229023e+03,3.3603198e-03
4.2617333e+05,4.5185867e+06,3.8127754e+03,3.3619020e-03
4.2617730e+05,4.5185753e+06,3.8487235e+03,3.3634588e-03
4.2618367e+05,4.5185975e+06,3.8178127e+03,3.3455571e-03
4.2618215e+05,4.5186016e+06,3.8017904e+03,3.3459320e-03
4.2618538e+05,4.5185789e+06,3.7984483e+03,3.3342143e-03
4.2617248e+05,4.5185743e+06,3.8228374e+03,3.3776265e-03
4.2618499e+05,4.5185699e+06,3.8407735e+03,3.3705515e-03
4.2620326e+05,4.5185930e+06,3.8217396e+03,3.3605403e-03
4.2617225e+05,4.5185863e+06,3.8032851e+03,3.3470580e-03
4.2617695e+05,4.5185799e+06,3.8284175e+03,3.3597535e-03
4.2617665e+05,4.5185917e+06,3.8166548e+03,3.3443755e-03
4.2617871e+05,4.5186054e+06,3.7865303e+03,3.3437622e-03
4.2617951e+05,4.5185787e+06,3.7973827e+03,3.3366107e-03
4.2617471e+05,4.5185756e+06,3.8170304e+03,3.3690558e-03
4.2618243e+05,4.5185823e+06,3.7919287e+03,3.3181075e-03
4.2619937e+05,4.5185886e+06,3.8272539e+03,3.3622126e-03
4.2615376e+05,4.5185888e+06,3.7870501e+03,3.3401878e-03
4.2617704e+05,4.5185830e+06,3.8209540e+03,3.3427643e-03
4.2616921e+05,4.5186133e+06,3.8114847e+03,3.3492506e-03
4.2618139e+05,4.5186031e+06,3.7892843e+03,3.3376798e-03
4.2618327e+05,4.5185872e+06,3.7954402e+03,3.3348948e-03
4.2616327e+05,4.5185740e+06,3.8174403e+03,3.3729461e-03
4.2617135e+05,4.5186051e+06,3.7532582e+03,3.2750372e-03
4.2618398e+05,4.5185813e+06,3.8145361e+03,3.3587740e-03
4.2617259e+05,4.5185773e+06,3.7885188e+03,3.3380213e-03
4.2617593e+05,4.5185810e+06,3.8351042e+03,3.3626379e-03
4.2617595e+05,4.5186042e+06,3.8142989e+03,3.3610106e-03
4.2619042e+05,4.5186062e+06,3.8017695e+03,3.3428423e-03
4.2618625e+05,4.5185902e+06,3.7904673e+03,3.3269328e-03
4.2618796e+05,4.5185738e+06,3.8105127e+03,3.3550345e-03
4.2617133e+05,4.5185950e+06,3.7876275e+03,3.3174946e-03
4.2621148e+05,4.5185838e+06,3.8202175e+03,3.3638224e-03
4.2617218e+05,4.5185826e+06,3.8005813e+03,3.3441199e-03
4.2617300e+05,4.5185767e+06,3.8303360e+03,3.3556972e-03
4.2617121e+05,4.5186056e+06,3.8148609e+03,3.3603006e-03
4.2619432e+05,4.5185972e+06,3.8075906e+03,3.3497598e-03
4.2618495e+05,4.5186105e+06,3.7506614e+03,3.2714667e-03
4.2617032e+05,4.5185754e+06,3.7935112e+03,3.3385327e-03
4.2615626e+05,4.5185817e+06,3.8335508e+03,3.3806812e-03
4.2620239e+05,4.5185856e+06,3.8205232e+03,3.3647205e-03
4.2617454e+05,4.5185826e+06,3.8035091e+03,3.3462818e-03
4.2618006e+05,4.5185814e+06,3.8359134e+03,3.3471032e-03
4.2618173e+05,4.5186071e+06,3.8072602e+03,3.3392528e-03
4.2618652e+05,4.5186156e+06,3.7886742e+03,3.3337769e-03
4.2618663e+05,4.5185945e+06,3.7823813e+03,3.2991168e-03
4.2616582e+05,4.5185811e+06,3.8003293e+03,3.3469134e-03
4.2616307e+05,4.5185834e+06,3.8336032e+03,3.3724229e-03
4.2620096e+05,4.5185853e+06,3.8239890e+03,3.3686798e-03
4.2617183e+05,4.5185854e+06,3.8008286e+03,3.3426985e-03
4.2618078e+05,4.5185840e+06,3.8461047e+03,3.3664082e-03
4.2618164e+05,4.5185928e+06,3.8090448e+03,3.3496883e-03
4.2618415e+05,4.5186098e+06,3.8018062e+03,3.3481159e-03
4.2617825e+05,4.5185967e+06,3.7986431e+03,3.3200136e-03
4.2618815e+05,4.5186064e+06,3.7512802e+03,3.2910448e-03
4.2617774e+05,4.5185974e+06,3.7980521e+03,3.3317918e-03
4.2619111e+05,4.5185881e+06,3.8055776e+03,3.3558381e-03
4.2617632e+05,4.5185834e+06,3.7771644e+03,3.3105596e-03
4.2619068e+05,4.5185857e+06,3.8293415e+03,3.3603930e-03
4.2617873e+05,4.5185877e+06,3.8197908e+03,3.3769910e-03
4.2618168e+05,4.5186099e+06,3.7905540e+03,3.3337839e-03
4.2617840e+05,4.5186029e+06,3.8020998e+03,3.3358680e-03
4.2619121e+05,4.5186048e+06,3.7506953e+03,3.2894112e-03
4.2617582e+05,4.5185922e+06,3.8160282e+03,3.3496766e-03
4.2620415e+05,4.5185851e+06,3.8203858e+03,3.3789923e-03
4.2617976e+05,4.5185788e+06,3.8065949e+03,3.3444588e-03
4.2617412e+05,4.5185693e+06,3.8124247e+03,3.3357396e-03
4.2616922e+05,4.5185961e+06,3.8348370e+03,3.3927200e-03
4.2618497e+05,4.5186111e+06,3.7883989e+03,3.3235359e-03
4.2619539e+05,4.5185997e+06,3.8168738e+03,3.3689092e-03
4.2619217e+05,4.5185863e+06,3.8075540e+03,3.3513091e-03
4.2617743e+05,4.5185884e+06,3.8122188e+03,3.3293560e-03
4.2619592e+05,4.5185690e+06,3.8351757e+03,3.3816883e-03
4.2617799e+05,4.5185954e+06,3.7947961e+03,3.3487049e-03
4.2617965e+05,4.5185872e+06,3.7904260e+03,3.3195085e-03
4.2619042e+05,4.5185974e+06,3.8176236e+03,3.3653372e-03
4.2618631e+05,4.5185938e+06,3.7988602e+03,3.3314932e-03
4.2621017e+05,4.5186010e+06,3.8107215e+03,3.3604719e-03
4.2618500e+05,4.5185764e+06,3.8363880e+03,3.3931654e-03
4.2618009e+05,4.5185883e+06,3.8214003e+03,3.3514155e-03
4.2619326e+05,4.5185772e+06,3.8145273e+03,3.3404699e-03
4.2617923e+05,4.5185955e+06,3.8083274e+03,3.3554810e-03
4.2618697e+05,4.5185815e+06,3.8014712e+03,3.3326170e-03
4.2618751e+05,4.5185930e+06,3.8201066e+03,3.3717503e-03
4.2618189e+05,4.5185807e+06,3.8205767e+03,3.3700962e-03
4.2618333e+05,4.5185920e+06,3.8105999e+03,3.3596850e-03
4.2618438e+05,4.5185731e+06,3.8255559e+03,3.3735294e-03
4.2618762e+05,4.5185929e+06,3.8072267e+03,3.3365691e-03
4.2619230e+05,4.5185764e+06,3.8236394e+03,3.3565703e-03
4.2616157e+05,4.5185853e+06,3.8187313e+03,3.3823973e-03
4.2617169e+05,4.5185704e+06,3.8028590e+03,3.3389054e-03
4.2620081e+05,4.5185977e+06,3.8139812e+03,3.3401435e-03
4.2618511e+05,4.5185861e+06,3.8201995e+03,3.3679808e-03
4.2617886e+05,4.5185987e+06,3.8053389e+03,3.3579860e-03
4.2618302e+05,4.5185690e+06,3.8257120e+03,3.3847204e-03
4.2618152e+05,4.5186027e+06,3.8036975e+03,3.3379618e-03
4.2617904e+05,4.5185701e+06,3.8402100e+03,3.4059851e-03
4.2617051e+05,4.5185920e+06,3.8134291e+03,3.3650104e-03
4.2618133e+05,4.5185743e+06,3.8129537e+03,3.3519323e-03
4.2619257e+05,4.5185926e+06,3.7972455e+03,3.3296283e-03
4.2619667e+05,4.5185916e+06,3.8141195e+03,3.3414723e-03
4.2618160e+05,4.5185937e+06,3.8019134e+03,3.3789959e-03
4.2618447e+05,4.5185653e+06,3.8116969e+03,3.3690953e-03
4.2617764e+05,4.5186006e+06,3.8017280e+03,3.3496979e-03
4.2618794e+05,4.5185782e+06,3.8413848e+03,3.3878865e-03
