xcen,xcen_sigma,ycen,ycen_sigma,depth,depth_sigma,dP_mu,dP_mu_sigma
4.2618581e+05,1.0558602e+01,4.5185867e+06,1.2151478e+01,3.8077319e+03,1.9373659e+01,3.3498721e-03,2.5717959e-05
