depth,depth_sigma,Pxx,Pxx_sigma,Pyy,Pyy_sigma,Pzz,Pzz_sigma,Pxy,Pxy_sigma,Pyz,Pyz_sigma,Pzx,Pzx_sigma
3.0827322e+03,8.6534350e+01,1.3325982e+07,3.0960989e+05,1.4589854e+07,6.0896889e+05,1.7515931e+07,6.0368200e+05,-1.0769765e+06,2.0150325e+05,1.4085218e+05,2.7298555e+05,-3.5449439e+05,3.4152588e+05
