coo_X,coo_Y,synth_sar,data_sar,err_sar,los_E,los_N,los_Z
418670.00,4516876.40,-2.65782e-03,7.62900e-03,5.00000e-03,0.439,-0.088,0.894
418843.50,4516856.30,-2.57341e-03,7.25500e-03,5.00000e-03,0.439,-0.088,0.894
419040.00,4516040.00,-2.03466e-03,-3.97400e-03,5.00000e-03,0.439,-0.088,0.894
419127.10,4516367.80,-2.15821e-03,-1.18930e-02,5.00000e-03,0.439,-0.088,0.894
418972.50,4516813.80,-2.48682e-03,4.39000e-04,5.00000e-03,0.439,-0.088,0.894
419292.20,4515987.00,-1.84117e-03,-6.19700e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4516260.00,-2.01135e-03,-2.56800e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4516700.00,-2.25002e-03,-1.61420e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4516920.00,-2.36807e-03,-1.29930e-03,5.00000e-03,0.439,-0.088,0.894
419260.00,4517140.00,-2.48396e-03,-7.91400e-04,5.00000e-03,0.439,-0.088,0.894
419204.70,4517375.40,-2.64064e-03,-1.63460e-02,5.00000e-03,0.439,-0.088,0.894
419260.00,4518460.00,-3.07681e-03,-8.19700e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516040.00,-1.72464e-03,-8.42290e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516260.00,-1.84284e-03,-4.13330e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516480.00,-1.96212e-03,-4.49680e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516700.00,-2.08161e-03,-5.13330e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4516920.00,-2.20040e-03,-5.52150e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4517140.00,-2.31746e-03,-5.21850e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4517360.00,-2.43176e-03,-4.98910e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4517580.00,-2.54220e-03,-8.17180e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4518020.00,-2.74717e-03,-5.36870e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4518240.00,-2.83960e-03,-3.68190e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4518460.00,-2.92403e-03,-8.51840e-03,5.00000e-03,0.439,-0.088,0.894
419480.00,4518680.00,-2.99958e-03,-9.84860e-03,5.00000e-03,0.439,-0.088,0.894
419574.20,4523793.10,-2.17539e-03,-1.02690e-02,5.00000e-03,0.439,-0.088,0.894
419479.50,4524663.20,-1.89185e-03,-1.86810e-02,5.00000e-03,0.439,-0.088,0.894
419736.70,4515926.70,-1.43330e-03,-1.37100e-02,5.00000e-03,0.439,-0.088,0.894
419700.00,4516040.00,-1.52778e-03,-8.66360e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4516260.00,-1.64380e-03,-5.64530e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4516480.00,-1.76140e-03,-5.91310e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4516700.00,-1.87976e-03,-6.90740e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4516920.00,-1.99793e-03,-9.47800e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4517140.00,-2.11491e-03,-8.32090e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4517360.00,-2.22963e-03,-8.38540e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4517580.00,-2.34098e-03,-8.71950e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4517800.00,-2.44784e-03,-6.43700e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4518020.00,-2.54907e-03,-3.43130e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4518240.00,-2.64361e-03,-5.27490e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4518460.00,-2.73045e-03,-8.14720e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4518680.00,-2.80865e-03,-8.14020e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4519120.00,-2.93606e-03,-9.25500e-03,5.00000e-03,0.439,-0.088,0.894
419680.60,4519300.10,-2.99411e-03,-7.94800e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4519560.00,-3.02111e-03,-1.76660e-02,5.00000e-03,0.439,-0.088,0.894
419700.00,4519780.00,-3.04697e-03,-2.00250e-02,5.00000e-03,0.439,-0.088,0.894
419734.00,4519979.70,-3.03006e-03,-1.72630e-02,5.00000e-03,0.439,-0.088,0.894
419803.90,4520138.60,-2.96909e-03,-2.08750e-02,5.00000e-03,0.439,-0.088,0.894
419700.00,4520440.00,-3.05812e-03,-1.44213e-02,5.00000e-03,0.439,-0.088,0.894
419700.00,4523520.00,-2.20664e-03,-2.81200e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4523740.00,-2.12290e-03,-3.16350e-03,5.00000e-03,0.439,-0.088,0.894
419802.80,4523946.00,-1.98189e-03,-6.76700e-03,5.00000e-03,0.439,-0.088,0.894
419762.80,4524377.60,-1.84826e-03,-4.20400e-03,5.00000e-03,0.439,-0.088,0.894
419700.00,4524840.00,-1.71825e-03,-4.91360e-03,5.00000e-03,0.439,-0.088,0.894
419696.00,4525212.70,-1.59291e-03,-1.86810e-02,5.00000e-03,0.439,-0.088,0.894
419712.10,4525942.60,-1.35541e-03,-1.86810e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4515820.00,-1.18916e-03,-1.15588e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4516040.00,-1.29823e-03,-8.28580e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4516260.00,-1.41013e-03,-9.31760e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4516480.00,-1.52417e-03,-8.02960e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4516700.00,-1.63955e-03,-9.07400e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4516920.00,-1.75535e-03,-9.57850e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4517140.00,-1.87060e-03,-8.93870e-03,5.00000e-03,0.439,-0.088,0.894
419826.90,4517323.30,-2.07490e-03,-8.51500e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4517580.00,-2.09511e-03,-1.12535e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4517800.00,-2.20212e-03,-9.90500e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4518020.00,-2.30410e-03,-6.13580e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4518240.00,-2.39994e-03,-5.95450e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4518460.00,-2.48858e-03,-6.57550e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4518680.00,-2.56905e-03,-6.76430e-03,5.00000e-03,0.439,-0.088,0.894
419918.10,4518969.80,-2.66342e-03,-1.99130e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4519120.00,-2.70217e-03,-1.02880e-02,5.00000e-03,0.439,-0.088,0.894
419836.30,4519274.70,-2.83377e-03,-1.74440e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4519560.00,-2.79416e-03,-2.36303e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4519780.00,-2.82383e-03,-1.61575e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4520000.00,-2.84247e-03,-1.45468e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4520220.00,-2.85020e-03,-1.53315e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4520440.00,-2.84729e-03,-1.11315e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4520660.00,-2.83414e-03,-8.48800e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4520880.00,-2.81129e-03,-2.66620e-03,5.00000e-03,0.439,-0.088,0.894
419822.40,4522983.60,-2.32410e-03,2.60700e-03,5.00000e-03,0.439,-0.088,0.894
420004.20,4524269.10,-1.73410e-03,-1.60000e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4524400.00,-1.74461e-03,-1.75380e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4524620.00,-1.66913e-03,-3.67200e-03,5.00000e-03,0.439,-0.088,0.894
419975.00,4524932.20,-1.53243e-03,-6.65000e-03,5.00000e-03,0.439,-0.088,0.894
419920.00,4525060.00,-1.52356e-03,-4.78550e-03,5.00000e-03,0.439,-0.088,0.894
419840.80,4525495.30,-1.42908e-03,-1.30810e-02,5.00000e-03,0.439,-0.088,0.894
419920.00,4525940.00,-1.25838e-03,-1.36675e-02,5.00000e-03,0.439,-0.088,0.894
420117.30,4515915.40,-1.00251e-03,-9.85800e-03,5.00000e-03,0.439,-0.088,0.894
420140.00,4516040.00,-1.03192e-03,-9.69910e-03,5.00000e-03,0.439,-0.088,0.894
420140.00,4516260.00,-1.13729e-03,-1.11760e-02,5.00000e-03,0.439,-0.088,0.894
420140.00,4516480.00,-1.24537e-03,-1.11957e-02,5.00000e-03,0.439,-0.088,0.894
420140.00,4516700.00,-1.35542e-03,-1.09905e-02,5.00000e-03,0.439,-0.088,0.894
