func,iter,xcen,ycen,depth,s_axis_max,dP_mu,strike,dip
7.220833e+01,17,4.2615884e+05,4.5189440e+06,3.2047301e+03,1.7322090e+03,4.7865264e-03,6.4418172e+01,2.4443612e+01
7.221177e+01,19,4.2573431e+05,4.5191575e+06,2.8249702e+03,1.2921235e+03,5.2107843e-03,7.3335263e+01,2.8663594e+01
7.221652e+01,16,4.2598992e+05,4.5194296e+06,2.6194234e+03,1.6902124e+03,2.1516018e-03,9.8045228e+01,2.1461795e+01
7.223288e+01,16,4.2596734e+05,4.5185828e+06,3.4672811e+03,1.2404298e+03,7.3912749e-03,7.6857248e+01,1.0567325e+01
7.224464e+01,9,4.2631108e+05,4.5177127e+06,3.5161098e+03,1.4724160e+03,7.5986722e-03,7.6714929e+01,2.3195835e+01
7.225586e+01,16,4.2630964e+05,4.5195400e+06,3.3917438e+03,1.7940808e+03,3.5580374e-03,8.8617823e+01,2.6381568e+01
7.227704e+01,13,4.2642380e+05,4.5177800e+06,3.7423116e+03,1.7333721e+03,3.6427250e-03,1.0277873e+02,2.1338198e+01
7.227761e+01,13,4.2683922e+05,4.5181468e+06,4.1797994e+03,1.3323539e+03,9.3637747e-03,6.2565342e+01,1.2979319e+01
7.228740e+01,15,4.2639999e+05,4.5178537e+06,2.9398693e+03,1.3566124e+03,6.7857382e-03,1.0362348e+02,1.3307814e+01
7.228756e+01,15,4.2608545e+05,4.5181741e+06,3.5456448e+03,2.2946400e+03,2.3004776e-03,1.0164366e+02,2.5540096e+01
7.230348e+01,9,4.2619943e+05,4.5183482e+06,4.8814959e+03,2.6519800e+03,1.8105281e-03,-2.9405924e+01,2.2656679e+00
7.230640e+01,19,4.2618548e+05,4.5184020e+06,2.7599939e+03,1.5975610e+03,4.7672886e-03,7.0009449e+01,2.7679991e+01
7.231920e+01,7,4.2615082e+05,4.5180380e+06,5.4658693e+03,2.3161087e+03,3.7989829e-03,6.2532232e+01,1.4645881e+01
7.232116e+01,13,4.2630386e+05,4.5190562e+06,3.9901159e+03,1.4154012e+03,6.9770612e-03,7.6017539e+01,1.6462302e+01
7.232327e+01,16,4.2622605e+05,4.5189359e+06,3.7415621e+03,1.4621285e+03,9.8104767e-03,8.3910572e+01,1.5633145e+01
7.233484e+01,9,4.2669605e+05,4.5179568e+06,3.7705128e+03,2.0062215e+03,3.3936040e-03,-4.7579106e+00,9.9847142e+00
7.234048e+01,18,4.2589520e+05,4.5191884e+06,2.8205811e+03,1.2785855e+03,5.2398437e-03,6.6329068e+01,2.3257942e+01
7.234482e+01,14,4.2630987e+05,4.5186361e+06,4.2602127e+03,1.4034389e+03,7.5270648e-03,8.4112521e+01,1.5402087e+01
7.235897e+01,11,4.2700661e+05,4.5185271e+06,3.8069435e+03,2.2717826e+03,2.3515239e-03,1.0462528e+02,2.2552698e+01
7.236976e+01,9,4.2683596e+05,4.5186192e+06,4.1103580e+03,2.5285365e+03,2.0888010e-03,6.4105806e+01,2.0396513e+01
7.240169e+01,16,4.2571826e+05,4.5182379e+06,3.2387799e+03,1.7871781e+03,4.1033438e-03,6.9832698e+01,2.3619212e+01
7.242109e+01,10,4.2674967e+05,4.5189959e+06,3.5039414e+03,2.4376537e+03,1.8804065e-03,7.7883264e+01,1.5642341e+01
7.242496e+01,11,4.2601491e+05,4.5185100e+06,4.6642471e+03,1.8079920e+03,4.5112493e-03,3.3456897e+01,8.3355354e+00
7.242644e+01,15,4.2704442e+05,4.5186436e+06,3.3997978e+03,1.7854644e+03,4.0495917e-03,8.7753068e+01,2.5176872e+01
7.242725e+01,16,4.2624643e+05,4.5183499e+06,3.3193575e+03,1.4454478e+03,4.2518705e-03,7.2381056e+01,2.1590620e+01
7.247057e+01,11,4.2686246e+05,4.5188604e+06,3.1718124e+03,2.1653325e+03,1.3909466e-03,8.4021271e+01,2.2347489e+01
7.247680e+01,17,4.2624994e+05,4.5180767e+06,3.1870082e+03,1.7633450e+03,4.2488877e-03,7.3759161e+01,2.6594282e+01
7.254969e+01,17,4.2639010e+05,4.5193726e+06,3.2427235e+03,1.6482492e+03,4.8186128e-03,6.6207473e+01,2.1556549e+01
7.255888e+01,14,4.2644491e+05,4.5191422e+06,3.4966141e+03,1.9198600e+03,3.9535973e-03,8.1668311e+01,2.5511112e+01
7.256677e+01,8,4.2577662e+05,4.5183222e+06,4.2046733e+03,2.3058942e+03,2.0706367e-03,-3.4908694e+01,4.4294115e+00
7.258704e+01,13,4.2591442e+05,4.5186451e+06,4.1445870e+03,1.7231728e+03,3.9318378e-03,9.4532522e+01,2.6166566e+01
7.259527e+01,7,4.2619596e+05,4.5179597e+06,2.8590685e+03,1.3087498e+03,5.0785714e-03,7.1369063e+01,2.5788317e+01
7.260213e+01,15,4.2562219e+05,4.5186159e+06,3.7652532e+03,2.3911130e+03,2.1030606e-03,1.1228440e+02,2.0151746e+01
7.262124e+01,12,4.2645171e+05,4.5178807e+06,2.5641825e+03,1.4092120e+03,4.5854041e-03,7.5710593e+01,2.5720510e+01
7.262444e+01,15,4.2623821e+05,4.5179457e+06,3.8915487e+03,1.7635611e+03,3.3489176e-03,5.6587852e+01,1.5739760e+01
7.263718e+01,15,4.2558209e+05,4.5190162e+06,4.0469628e+03,2.0125665e+03,3.5755334e-03,8.0703534e+01,2.8671472e+01
7.267183e+01,9,4.2638018e+05,4.5181547e+06,4.5728241e+03,2.6771839e+03,2.1623023e-03,1.2461487e+01,9.4174374e+00
7.267620e+01,9,4.2566780e+05,4.5186126e+06,3.2996792e+03,2.4159818e+03,1.4316323e-03,-4.5124590e+01,7.4805370e+00
7.270251e+01,14,4.2582933e+05,4.5181226e+06,3.2071438e+03,2.0765456e+03,1.5535124e-03,4.2862108e+01,2.6464129e+01
7.272098e+01,10,4.2558938e+05,4.5190814e+06,3.6244006e+03,1.3515049e+03,7.9606837e-03,8.0887628e+01,1.0525120e+01
7.275151e+01,13,4.2555223e+05,4.5185156e+06,3.2070348e+03,2.0527884e+03,2.4347114e-03,1.2895247e+02,1.8715453e+01
7.275834e+01,12,4.2699583e+05,4.5181444e+06,3.9326142e+03,1.7693148e+03,4.9536090e-03,8.8524784e+01,2.7551997e+01
7.277442e+01,14,4.2632801e+05,4.5176256e+06,3.1057975e+03,1.5508325e+03,4.1872011e-03,6.7539206e+01,2.6981040e+01
7.278178e+01,8,4.2611720e+05,4.5184340e+06,3.1895447e+03,1.2117473e+03,6.8745916e-03,4.0456362e+01,2.4290069e+01
7.282441e+01,19,4.2577793e+05,4.5190499e+06,2.7400922e+03,1.4649905e+03,5.4241710e-03,6.8236926e+01,2.8770630e+01
7.283284e+01,7,4.2610511e+05,4.5189288e+06,4.1009870e+03,1.5157633e+03,9.9084120e-03,1.7951004e+01,2.4342579e+01
7.284240e+01,10,4.2633120e+05,4.5184596e+06,4.7524471e+03,1.5927020e+03,7.3037283e-03,3.6850922e+01,2.9953775e+01
7.285168e+01,13,4.2704497e+05,4.5181963e+06,4.1569827e+03,1.5304279e+03,7.7794680e-03,8.2486202e+01,1.5114520e+01
7.285553e+01,17,4.2612656e+05,4.5193263e+06,3.5288432e+03,1.4032379e+03,8.4739820e-03,6.5062438e+01,1.8395022e+01
7.288987e+01,17,4.2607702e+05,4.5177411e+06,3.3735016e+03,1.3144334e+03,7.2394126e-03,1.0809912e+02,2.1733025e+01
7.290681e+01,18,4.2568428e+05,4.5186295e+06,2.8651628e+03,1.9805180e+03,2.5095497e-03,7.4416514e+01,2.6810850e+01
7.293072e+01,13,4.2601582e+05,4.5184081e+06,2.4814087e+03,1.6220941e+03,3.8469819e-03,8.0766025e+01,2.2870348e+01
7.293297e+01,17,4.2710026e+05,4.5183695e+06,3.7373522e+03,1.7633071e+03,3.9042031e-03,7.2349431e+01,2.4960581e+01
7.297521e+01,10,4.2612964e+05,4.5176759e+06,3.3671988e+03,2.0718174e+03,1.9307436e-03,8.7898849e+01,1.7935388e+01
7.297802e+01,14,4.2614903e+05,4.5176718e+06,3.4298144e+03,1.9380358e+03,3.1175015e-03,1.0307456e+02,1.8145994e+01
7.299454e+01,10,4.2547061e+05,4.5180862e+06,4.7292345e+03,1.5309601e+03,9.6918799e-03,6.7418307e+01,1.1565287e+01
7.300655e+01,11,4.2707670e+05,4.5184981e+06,3.1216430e+03,2.2565454e+03,1.4328756e-03,4.2402621e+01,2.6503339e+01
7.300747e+01,12,4.2649964e+05,4.5188924e+06,3.3087553e+03,1.1455086e+03,8.8838277e-03,5.0420908e+01,1.2228098e+01
7.301631e+01,13,4.2636599e+05,4.5181014e+06,3.4850631e+03,1.3775793e+03,5.5234868e-03,6.4874900e+01,2.1197498e+01
7.302337e+01,12,4.2704231e+05,4.5183023e+06,3.7166612e+03,1.8722483e+03,3.8880943e-03,9.9516747e+01,2.0576013e+01
7.303212e+01,14,4.2605105e+05,4.5182687e+06,3.5154224e+03,1.1697943e+03,8.9828648e-03,6.6782578e+01,1.2427521e+01
7.305218e+01,16,4.2628368e+05,4.5178306e+06,2.9208410e+03,1.6513996e+03,4.1577708e-03,7.2550391e+01,2.4869432e+01
7.308613e+01,16,4.2662806e+05,4.5192931e+06,3.2720432e+03,1.2857505e+03,9.0528700e-03,8.1361700e+01,9.5665533e+00
7.310767e+01,9,4.2612535e+05,4.5176651e+06,3.5134720e+03,1.7723410e+03,3.3542286e-03,1.1540864e+02,2.5581830e+01
7.310935e+01,15,4.2667274e+05,4.5193282e+06,3.3430088e+03,1.6934298e+03,4.7220411e-03,7.8523958e+01,2.5866402e+01
7.312900e+01,15,4.2546502e+05,4.5188094e+06,2.5740678e+03,1.2971079e+03,6.0747311e-03,5.8775894e+01,2.3555874e+01
7.313478e+01,11,4.2539825e+05,4.5187945e+06,3.5302552e+03,2.5327106e+03,1.3725412e-03,6.7063687e+01,2.4962855e+01
7.314694e+01,13,4.2608426e+05,4.5194337e+06,2.5241259e+03,1.3935304e+03,3.6666317e-03,1.2364748e+02,2.2791433e+01
7.314982e+01,3,4.2571375e+05,4.5181849e+06,3.9119452e+03,2.2626878e+03,2.2367518e-03,-4.6839354e+01,8.2053679e+00
7.315353e+01,10,4.2644602e+05,4.5180246e+06,4.7430280e+03,1.6399542e+03,6.0040176e-03,5.9729821e+01,2.0211176e+01
7.315971e+01,18,4.2599779e+05,4.5181348e+06,3.7339668e+03,1.4698915e+03,5.0505318e-03,7.0184770e+01,2.7147693e+01
7.316083e+01,10,4.2612122e+05,4.5176125e+06,4.2844796e+03,1.5312452e+03,8.9432758e-03,9.3608888e+01,2.7575719e+01
7.316873e+01,8,4.2590846e+05,4.5183160e+06,4.2681095e+03,2.0415042e+03,2.8816820e-03,-3.3705215e+01,4.8581514e+00
7.317068e+01,12,4.2550466e+05,4.5185464e+06,3.8071861e+03,1.3861688e+03,6.9567797e-03,4.6671926e+01,2.1221259e+01
7.319163e+01,19,4.2622728e+05,4.5187217e+06,3.6049679e+03,1.5520357e+03,3.9656740e-03,9.3830443e+01,2.4635945e+01
7.320560e+01,15,4.2647283e+05,4.5184387e+06,2.2560951e+03,1.5320254e+03,3.5606430e-03,1.1487396e+02,2.4610876e+01
7.320967e+01,18,4.2659883e+05,4.5180845e+06,3.0577982e+03,1.6498208e+03,4.6289319e-03,7.7766059e+01,2.4880313e+01
7.321621e+01,14,4.2647458e+05,4.5188262e+06,2.8676220e+03,1.6302238e+03,5.1573198e-03,1.2963514e+02,1.8476753e+01
7.322367e+01,14,4.2686492e+05,4.5178573e+06,3.6349997e+03,1.6896972e+03,4.1714905e-03,7.2355647e+01,2.6804779e+01
7.324927e+01,16,4.2624372e+05,4.5191679e+06,3.3276634e+03,1.7159379e+03,5.0613319e-03,7.3564542e+01,2.5798470e+01
7.325743e+01,16,4.2709369e+05,4.5186594e+06,3.2871083e+03,1.8964510e+03,2.5106773e-03,7.1707589e+01,2.1698641e+01
7.326059e+01,10,4.2660632e+05,4.5188958e+06,4.1247639e+03,1.4053843e+03,7.6985025e-03,8.1726248e+01,2.8475633e+01
7.329529e+01,13,4.2654113e+05,4.5192962e+06,3.6841995e+03,1.5588383e+03,5.1403649e-03,7.7955106e+01,2.6901393e+01
7.330681e+01,16,4.2627031e+05,4.5187209e+06,3.5759728e+03,1.4706819e+03,4.5572591e-03,8.3091775e+01,2.1575268e+01
7.331405e+01,8,4.2567298e+05,4.5178980e+06,2.9672886e+03,1.3464643e+03,5.4807038e-03,7.3547813e+01,2.0692859e+01
7.331877e+01,10,4.2635540e+05,4.5177257e+06,3.7762454e+03,1.3074660e+03,8.6136392e-03,7.9077794e+01,1.1706057e+01
7.335152e+01,15,4.2575319e+05,4.5189268e+06,3.1146686e+03,1.5174027e+03,6.2202201e-03,8.8775417e+01,2.6055614e+01
7.335908e+01,11,4.2683378e+05,4.5188169e+06,3.6522571e+03,1.7614619e+03,3.4297295e-03,3.6407478e+01,8.1325190e+00
7.336876e+01,12,4.2649367e+05,4.5185851e+06,4.4681292e+03,2.5306141e+03,1.6823733e-03,-8.5076984e+00,4.1848687e+00
7.337788e+01,15,4.2655244e+05,4.5183314e+06,3.5169541e+03,1.6527958e+03,6.1613971e-03,5.5484904e+01,2.3697547e+01
7.338203e+01,10,4.2653491e+05,4.5180719e+06,4.0752957e+03,1.3966686e+03,7.0965400e-03,7.3374378e+01,2.9514554e+01
7.338976e+01,10,4.2679407e+05,4.5178737e+06,4.5523322e+03,1.9740753e+03,3.7474885e-03,1.0488640e+02,2.8863717e+01
7.341033e+01,16,4.2566906e+05,4.5189339e+06,3.5139741e+03,1.3986976e+03,9.1689263e-03,6.2126343e+01,1.4292035e+01
7.341354e+01,17,4.2695325e+05,4.5181842e+06,3.1894922e+03,1.7919096e+03,3.3211838e-03,6.1897684e+01,1.7536708e+01
7.342372e+01,9,4.2654168e+05,4.5192330e+06,3.7216910e+03,2.4585881e+03,1.6545019e-03,3.7576660e+01,1.2459271e+01
7.343332e+01,15,4.2576040e+05,4.5178971e+06,2.9615316e+03,1.6317755e+03,2.9588643e-03,5.2227398e+01,2.9687553e+01
7.343956e+01,14,4.2566730e+05,4.5182302e+06,3.4911218e+03,1.5423058e+03,4.1276025e-03,8.8328032e+01,2.6234166e+01
7.344038e+01,10,4.2556108e+05,4.5181222e+06,3.8331288e+03,2.1061400e+03,2.8872769e-03,1.0263566e+02,2.4086361e+01
7.344728e+01,15,4.2582088e+05,4.5192621e+06,2.9448948e+03,1.9665413e+03,1.7750462e-03,5.3645716e+01,2.6136214e+01
7.345384e+01,17,4.2561821e+05,4.5183082e+06,3.4063925e+03,1.7317658e+03,4.7811132e-03,6.4845947e+01,2.6491300e+01
7.345581e+01,16,4.2602429e+05,4.5194947e+06,3.8492787e+03,2.3172062e+03,2.1388821e-03,1.0312830e+02,2.3400632e+01
7.345656e+01,15,4.2613658e+05,4.5188842e+06,3.1097802e+03,1.2592170e+03,5.7828735e-03,1.0782528e+02,2.6831468e+01
7.346632e+01,14,4.2699310e+05,4.5180178e+06,4.1274293e+03,1.8059816e+03,4.6174880e-03,7.1546276e+01,1.7360970e+01
7.347327e+01,9,4.2575574e+05,4.5181064e+06,4.1371593e+03,2.0993465e+03,3.5906149e-03,9.2408646e+01,1.8800822e+01
7.347494e+01,17,4.2620037e+05,4.5180838e+06,2.4921786e+03,1.4332141e+03,5.1666168e-03,5.1404673e+01,2.4790689e+01
7.348453e+01,8,4.2629982e+05,4.5191151e+06,3.8644729e+03,2.7379582e+03,1.6192518e-03,8.6017711e+01,2.0694538e+01
7.348899e+01,17,4.2695804e+05,4.5183874e+06,3.7588803e+03,1.5488724e+03,5.0802705e-03,5.7012761e+01,1.9831242e+01
7.353667e+01,14,4.2647702e+05,4.5191938e+06,3.9365166e+03,1.8045366e+03,4.3328021e-03,-1.7504715e+01,3.5257155e+00
7.353771e+01,17,4.2561690e+05,4.5186351e+06,2.7322527e+03,1.7213107e+03,3.2875918e-03,1.0686877e+02,2.2672852e+01
7.354877e+01,10,4.2574555e+05,4.5178075e+06,4.1706945e+03,2.2074323e+03,2.2502551e-03,2.2318805e+01,7.6508164e-01
7.356870e+01,18,4.2625677e+05,4.5179659e+06,3.1491137e+03,1.7756268e+03,2.3499387e-03,7.9383193e+01,2.4962980e+01
7.359455e+01,14,4.2622404e+05,4.5185827e+06,2.8870057e+03,1.1454981e+03,6.7044126e-03,1.0388067e+02,2.6540170e+01
7.359716e+01,13,4.2549831e+05,4.5188283e+06,3.5458982e+03,1.3710589e+03,6.6842176e-03,7.1577593e+01,1.0917142e+01
7.359750e+01,12,4.2697743e+05,4.5186817e+06,4.0480534e+03,1.4509766e+03,9.4861549e-03,4.4941782e+01,1.8415172e+01
7.360023e+01,19,4.2629694e+05,4.5188068e+06,3.0391828e+03,1.7406990e+03,4.4715878e-03,7.7059095e+01,2.4718286e+01
7.360516e+01,14,4.2559094e+05,4.5189454e+06,3.3757683e+03,1.4731636e+03,4.7272101e-03,6.5975562e+01,2.1609081e+01
7.360593e+01,11,4.2652626e+05,4.5178595e+06,4.0893274e+03,1.3939253e+03,7.5630292e-03,7.3658562e+01,1.6557724e+01
7.362246e+01,16,4.2693170e+05,4.5184682e+06,3.2126980e+03,1.5683877e+03,6.0022543e-03,1.1488118e+02,1.5984538e+01
7.362285e+01,7,4.2647563e+05,4.5186060e+06,3.5713523e+03,1.4405475e+03,6.0060879e-03,-3.8999304e+01,8.0818754e+00
7.362886e+01,19,4.2651934e+05,4.5189860e+06,3.2390629e+03,1.6505521e+03,5.6401932e-03,7.7084701e+01,2.3431991e+01
7.363004e+01,12,4.2575268e+05,4.5181006e+06,4.5254119e+03,1.7422058e+03,4.6704265e-03,5.9088920e+01,1.6022283e+01
7.363752e+01,5,4.2626596e+05,4.5187049e+06,2.9962872e+03,1.4063508e+03,4.3720713e-03,-1.1705744e+01,6.7562708e+00
7.365629e+01,16,4.2544809e+05,4.5187756e+06,2.5920261e+03,1.8111513e+03,1.9361982e-03,6.9462268e+01,1.8015799e+01
7.367030e+01,12,4.2670881e+05,4.5190659e+06,3.5160032e+03,1.6928662e+03,3.8861637e-03,1.7789856e+01,7.5867073e+00
7.367056e+01,13,4.2655270e+05,4.5189503e+06,3.1774069e+03,1.5738798e+03,3.6368767e-03,1.8184149e+01,1.7530568e+01
7.367869e+01,15,4.2611204e+05,4.5192306e+06,2.9707338e+03,1.4764654e+03,3.5549667e-03,9.3992602e+01,2.1397584e+01
7.368324e+01,17,4.2651665e+05,4.5186035e+06,3.6502961e+03,2.6148627e+03,1.7327193e-03,1.0237182e+02,2.6175981e+01
7.368656e+01,18,4.2660704e+05,4.5181857e+06,2.2854420e+03,1.2239741e+03,5.9386487e-03,6.5678038e+01,2.3396919e+01
7.370145e+01,5,4.2591551e+05,4.5180748e+06,2.9089216e+03,1.9253473e+03,1.7436484e-03,1.0114801e+02,2.0002214e+01
7.370300e+01,6,4.2551182e+05,4.5178679e+06,3.8432086e+03,2.5133455e+03,1.3863351e-03,6.3150193e+01,2.1346161e+01
7.371566e+01,14,4.2643785e+05,4.5188415e+06,3.2847093e+03,1.6348494e+03,3.0510298e-03,1.1743372e+02,2.0753101e+01
7.373598e+01,8,4.2605931e+05,4.5185901e+06,3.6060954e+03,1.7740856e+03,5.3436299e-03,8.8442733e+01,1.9241959e+01
7.375869e+01,17,4.2618054e+05,4.5195073e+06,3.7654434e+03,1.9502367e+03,3.2963501e-03,9.1960776e+01,2.7602530e+01
7.376349e+01,11,4.2632720e+05,4.5180298e+06,3.2463419e+03,2.7207833e+03,1.2791509e-03,7.8479747e+01,1.9859805e+01
7.377608e+01,3,4.2673980e+05,4.5177066e+06,4.2077603e+03,2.2835871e+03,2.3542525e-03,9.7298881e+01,1.7871382e+01
7.377815e+01,9,4.2572557e+05,4.5176530e+06,3.9904465e+03,2.5478754e+03,1.5300887e-03,2.1184597e+01,5.8838267e+00
7.378428e+01,16,4.2674339e+05,4.5190545e+06,2.9416031e+03,1.4962892e+03,3.9918437e-03,3.0735631e+01,6.0330933e+00
7.379600e+01,14,4.2598115e+05,4.5192347e+06,3.9055061e+03,1.3777052e+03,8.2067625e-03,1.1214933e+02,1.4817272e+01
7.379613e+01,14,4.2579397e+05,4.5188933e+06,2.8975668e+03,1.6390535e+03,2.5634899e-03,4.9005239e+01,2.9226127e+01
7.379635e+01,14,4.2560358e+05,4.5182151e+06,3.9500031e+03,1.5500655e+03,7.7677273e-03,1.0792019e+02,2.1203604e+01
7.380956e+01,17,4.2583678e+05,4.5187316e+06,2.9418448e+03,1.4512335e+03,3.6085986e-03,6.9979171e+01,1.2308447e+01
7.382885e+01,16,4.2675400e+05,4.5184869e+06,2.9833704e+03,2.1321634e+03,1.3058014e-03,3.8993253e+01,2.3888524e+01
7.383061e+01,10,4.2590109e+05,4.5180386e+06,4.2064858e+03,1.9951533e+03,2.8636588e-03,5.5072062e+00,1.1240566e+01
7.384606e+01,14,4.2646112e+05,4.5191516e+06,2.6831601e+03,1.7699327e+03,3.6803878e-03,2.8554518e+00,3.1263095e+00
7.385494e+01,13,4.2538802e+05,4.5184771e+06,3.8617944e+03,2.3374302e+03,2.0473912e-03,9.4191054e+01,2.7958479e+01
7.385535e+01,14,4.2569241e+05,4.5185390e+06,3.3827458e+03,2.8975452e+03,1.1104210e-03,5.7845225e+01,1.7085001e+01
7.389076e+01,7,4.2609660e+05,4.5178534e+06,3.2713463e+03,1.2301539e+03,7.7733705e-03,3.2129305e+01,2.2573141e+01
7.389500e+01,13,4.2551317e+05,4.5179942e+06,3.2240433e+03,1.3581910e+03,6.3177240e-03,9.7015174e+01,2.6074982e+01
7.389565e+01,18,4.2647181e+05,4.5190150e+06,2.5119907e+03,1.9307127e+03,2.4866924e-03,8.5976258e+01,2.1272065e+01
7.391114e+01,9,4.2545620e+05,4.5179312e+06,3.9487265e+03,2.6744192e+03,1.4486573e-03,4.8749919e+01,2.1577382e+01
7.391621e+01,17,4.2581188e+05,4.5186903e+06,2.6549665e+03,2.8162722e+03,8.6966911e-04,8.9728011e+01,2.1203727e+01
7.393170e+01,5,4.2619926e+05,4.5185945e+06,5.2629406e+03,1.6593043e+03,9.8747821e-03,6.3949145e+01,3.8744407e+00
7.394140e+01,18,4.2674943e+05,4.5185745e+06,2.8704602e+03,1.2568253e+03,5.5227751e-03,5.3794875e+01,2.3466111e+01
7.394937e+01,9,4.2548752e+05,4.5178200e+06,3.7718594e+03,1.4825071e+03,6.4235675e-03,6.8832633e+01,1.5899827e+01
7.395721e+01,11,4.2639605e+05,4.5175419e+06,4.8352376e+03,1.7560064e+03,6.8373494e-03,8.2050970e+01,2.7816447e+01
7.397713e+01,9,4.2680720e+05,4.5188454e+06,3.2983017e+03,1.9396764e+03,3.3487979e-03,6.3521717e+01,1.1226705e+01
7.399022e+01,15,4.2601893e+05,4.5183117e+06,2.9975726e+03,2.5591265e+03,1.4205111e-03,7.5371096e+01,1.8138327e+01
7.401280e+01,10,4.2670556e+05,4.5186688e+06,3.7045270e+03,1.8628633e+03,5.0216275e-03,3.4276306e+00,1.2201634e+01
7.401363e+01,19,4.2630021e+05,4.5183080e+06,2.9864292e+03,1.7546276e+03,4.0826922e-03,8.6091066e+01,2.4507069e+01
7.401969e+01,15,4.2689129e+05,4.5188581e+06,3.9002127e+03,1.5530669e+03,7.9898961e-03,1.1651801e+02,1.2353928e+01
7.402029e+01,13,4.2675825e+05,4.5189274e+06,3.3010733e+03,1.9632675e+03,3.3979536e-03,8.0734332e+01,2.7288339e+01
7.402071e+01,12,4.2622600e+05,4.5187867e+06,4.1476889e+03,1.4099133e+03,7.1955500e-03,1.0819609e+02,1.9980129e+01
7.404249e+01,18,4.2584930e+05,4.5183153e+06,2.9894244e+03,1.5508769e+03,3.0385716e-03,6.6429905e+01,2.1770901e+01
7.405074e+01,11,4.2703889e+05,4.5181370e+06,4.2200226e+03,1.5818123e+03,6.8906917e-03,6.7439475e+01,1.4136126e+01
7.405134e+01,6,4.2642576e+05,4.5186427e+06,4.7189471e+03,2.4303428e+03,2.7075170e-03,-2.8039581e+01,1.7963596e+01
7.408130e+01,10,4.2624438e+05,4.5175498e+06,3.2053318e+03,2.4653027e+03,1.4369244e-03,7.0764499e+01,1.7661100e+01
7.408322e+01,9,4.2599562e+05,4.5180056e+06,5.0090024e+03,1.8031018e+03,5.2315329e-03,3.4372669e+01,1.5383738e+01
7.411505e+01,16,4.2691196e+05,4.5188686e+06,2.7268963e+03,1.4547940e+03,3.7144906e-03,9.9421762e+01,1.9315987e+01
7.411912e+01,15,4.2706644e+05,4.5182040e+06,3.8090094e+03,1.9020579e+03,3.2080887e-03,8.3500188e+01,2.5818321e+01
7.412346e+01,10,4.2670479e+05,4.5192670e+06,2.9582721e+03,1.4955412e+03,5.1712338e-03,3.1778161e+01,1.8502275e+01
7.414292e+01,9,4.2633468e+05,4.5175279e+06,3.6227007e+03,1.7113313e+03,4.1105065e-03,9.6447718e+01,2.6770841e+01
7.415797e+01,16,4.2580891e+05,4.5181598e+06,3.3777761e+03,1.4075137e+03,5.0844061e-03,8.5475419e+01,1.8662762e+01
7.416648e+01,8,4.2661939e+05,4.5182776e+06,3.3216039e+03,1.4710908e+03,7.9629766e-03,1.2014715e+02,1.8218075e+01
7.416745e+01,18,4.2703353e+05,4.5190558e+06,3.3659710e+03,1.4834050e+03,6.1311182e-03,7.6771733e+01,2.9633014e+01
7.417344e+01,17,4.2674350e+05,4.5178230e+06,3.3790358e+03,1.5944847e+03,4.6657805e-03,4.6309282e+01,1.2062176e+01
7.418266e+01,13,4.2545893e+05,4.5185280e+06,2.0682679e+03,3.0865907e+03,4.5547363e-04,3.6050535e+01,9.5080909e+00
7.418690e+01,12,4.2592612e+05,4.5175204e+06,3.6637896e+03,2.8191440e+03,1.1453436e-03,7.4840179e+01,2.0041382e+01
7.418924e+01,12,4.2700978e+05,4.5187792e+06,3.9248409e+03,1.6484549e+03,4.9822402e-03,9.0475567e+01,2.6771056e+01
7.419074e+01,14,4.2702241e+05,4.5185784e+06,3.7641409e+03,1.5658091e+03,5.0698830e-03,7.8016487e+01,2.0653817e+01
7.419135e+01,13,4.2674898e+05,4.5191556e+06,3.8356653e+03,1.3554621e+03,8.7862030e-03,8.6964726e+01,2.0814190e+01
7.421558e+01,11,4.2551951e+05,4.5184736e+06,3.2374832e+03,1.6562604e+03,4.6623142e-03,9.9163088e+01,2.4456103e+01
7.421646e+01,9,4.2567122e+05,4.5177382e+06,4.5317568e+03,1.8803867e+03,4.2371776e-03,7.8534078e+01,1.6548528e+01
7.422563e+01,7,4.2542953e+05,4.5184638e+06,4.3885522e+03,1.6667612e+03,5.7624897e-03,7.7682648e+01,1.4187849e+01
7.423347e+01,18,4.2599809e+05,4.5188966e+06,3.5916931e+03,1.5515421e+03,4.1942258e-03,4.7566247e+01,1.3020513e+01
7.424839e+01,6,4.2663462e+05,4.5185330e+06,3.6598271e+03,2.4937069e+03,2.1467643e-03,-9.1902351e+00,2.9253908e+01
7.426280e+01,15,4.2674933e+05,4.5179439e+06,2.9915362e+03,1.6023215e+03,3.5047673e-03,7.0299962e+01,2.2953670e+01
7.428463e+01,19,4.2640748e+05,4.5190875e+06,2.8579024e+03,1.5193597e+03,5.9872503e-03,9.2394156e+01,2.6544550e+01
7.431077e+01,13,4.2706276e+05,4.5188351e+06,2.8467999e+03,1.3323600e+03,5.6865992e-03,8.9594171e+01,2.5006785e+01
7.431725e+01,16,4.2679403e+05,4.5188728e+06,2.7420087e+03,1.4733877e+03,3.3222706e-03,9.9933179e+01,2.3006298e+01
7.437466e+01,13,4.2705496e+05,4.5181815e+06,3.9031840e+03,1.4176152e+03,8.7822082e-03,6.4422372e+01,1.3833256e+01
7.437931e+01,10,4.2651186e+05,4.5182778e+06,4.5075056e+03,1.7032419e+03,8.0143543e-03,1.0803536e+02,2.7529606e+01
