func,iter,xcen,ycen,depth,s_axis_max,dP_mu,strike,dip
1.699608e+02,4,4.2652944e+05,4.5164979e+06,6.5236715e+03,1.9482311e+03,9.5736443e-03,6.7478908e+01,1.9588221e+01
1.699929e+02,5,4.2785685e+05,4.5175415e+06,6.2373122e+03,2.5332380e+03,3.5114494e-03,1.0972530e+02,2.5447585e+01
1.700122e+02,8,4.2681685e+05,4.5194341e+06,5.0428841e+03,2.1321207e+03,3.9116471e-03,-1.0147504e+01,1.6597997e+01
1.700809e+02,6,4.2517144e+05,4.5180553e+06,5.1067045e+03,2.2778794e+03,1.9096547e-03,8.1728562e+01,7.1518140e+00
1.701036e+02,15,4.2723538e+05,4.5187785e+06,2.6551770e+03,1.3418303e+03,7.7144665e-03,3.8838647e+01,2.1326723e+01
1.701400e+02,10,4.2731130e+05,4.5184351e+06,4.3180784e+03,2.2586096e+03,1.6818975e-03,7.6836444e+00,2.6252183e+01
1.701543e+02,2,4.2695198e+05,4.5179333e+06,5.1462629e+03,1.8491924e+03,3.2863527e-03,1.2309937e+02,2.1456635e+01
1.701636e+02,3,4.2588539e+05,4.5188217e+06,6.2233197e+03,3.7380465e+03,1.0429890e-03,-2.0625908e+01,2.8330227e+01
1.701974e+02,2,4.2499896e+05,4.5173186e+06,2.7884338e+03,2.1615669e+03,1.1034250e-03,7.3675978e+01,2.0335684e+01
1.702141e+02,7,4.2569713e+05,4.5201520e+06,3.0686917e+03,1.8713613e+03,2.3354141e-03,9.9399516e+01,2.1591782e+01
1.702209e+02,5,4.2571732e+05,4.5159723e+06,6.8570208e+03,1.9927842e+03,6.0481874e-03,1.2383391e+02,2.9010572e+01
1.702774e+02,3,4.2573784e+05,4.5159121e+06,6.6470622e+03,1.9863644e+03,8.0063231e-03,6.2064894e+01,2.5831692e+01
1.703107e+02,6,4.2467944e+05,4.5188352e+06,4.8923038e+03,1.7720676e+03,5.9455776e-03,4.2879787e+01,2.6655668e+01
1.703208e+02,7,4.2568387e+05,4.5172644e+06,5.8663907e+03,2.0069474e+03,3.3662079e-03,1.8036548e+01,1.3013940e+01
1.703342e+02,3,4.2769677e+05,4.5185569e+06,4.3105487e+03,1.6679878e+03,4.7130156e-03,1.1230543e+02,8.2066191e+00
1.703486e+02,5,4.2655887e+05,4.5170934e+06,4.0170546e+03,1.7467663e+03,6.5053405e-03,2.0420530e+01,9.3380567e+00
1.703546e+02,18,4.2554696e+05,4.5188414e+06,3.1927257e+03,2.7833799e+03,1.3018203e-03,7.9581817e+01,2.6968138e+01
1.704178e+02,8,4.2653379e+05,4.5195593e+06,5.7308212e+03,1.5951316e+03,9.8650395e-03,6.8105614e+01,4.1443393e+00
1.704328e+02,5,4.2760701e+05,4.5174226e+06,3.9708332e+03,1.4918403e+03,8.1964956e-03,4.6026011e+01,2.8648053e+01
1.704340e+02,1,4.2657416e+05,4.5176482e+06,4.3069009e+03,1.1892766e+03,8.6833996e-03,1.0165449e+01,8.9962457e+00
1.704560e+02,16,4.2664207e+05,4.5199506e+06,3.0941516e+03,1.5489408e+03,4.5339213e-03,6.7244970e+01,2.9347402e+01
1.704710e+02,12,4.2737570e+05,4.5184122e+06,3.6245396e+03,2.0466931e+03,3.6784731e-03,2.4496228e+01,2.3754788e+01
1.704855e+02,0,4.2468143e+05,4.5181567e+06,2.6262562e+03,2.7942849e+03,4.9399156e-04,5.7582820e+01,2.6103907e+01
1.704920e+02,12,4.2627890e+05,4.5185812e+06,4.2719056e+03,2.5683941e+03,2.7473932e-03,8.8414914e+01,2.7434446e+01
1.705072e+02,9,4.2566746e+05,4.5176216e+06,2.8721269e+03,1.0713095e+03,6.4572315e-03,6.0798197e+01,2.2043251e+01
1.705150e+02,11,4.2566167e+05,4.5194158e+06,2.9823833e+03,1.3307241e+03,9.2094667e-03,1.0793660e+02,8.1547037e+00
1.705165e+02,14,4.2699390e+05,4.5194154e+06,2.0288709e+03,1.1217648e+03,4.0476812e-03,6.3569729e+01,2.2690691e+01
1.705181e+02,8,4.2530334e+05,4.5188134e+06,4.8715887e+03,2.1410323e+03,5.0199376e-03,6.4175932e+01,2.0217893e+01
1.705236e+02,4,4.2547459e+05,4.5166498e+06,4.7911094e+03,1.9484260e+03,3.7166513e-03,-3.2238460e+01,1.9827116e+01
1.705517e+02,6,4.2790187e+05,4.5177145e+06,5.3449945e+03,3.0278465e+03,1.6302823e-03,6.3759075e+01,2.0044630e+01
1.705945e+02,10,4.2612193e+05,4.5174997e+06,3.0729114e+03,3.4056966e+03,7.3346979e-04,5.7444940e+01,2.1511628e+01
1.706152e+02,11,4.2733557e+05,4.5175359e+06,3.7201232e+03,2.3125218e+03,2.3840674e-03,-2.1180499e+00,4.8425781e+00
1.706203e+02,13,4.2603145e+05,4.5199105e+06,3.3831742e+03,1.7224083e+03,3.0186591e-03,4.9944819e+01,2.9882865e+01
1.706590e+02,15,4.2667320e+05,4.5189431e+06,3.3495056e+03,1.0003065e+03,8.8522251e-03,8.7513690e+01,2.0435810e+01
1.707076e+02,4,4.2455863e+05,4.5176656e+06,3.0601882e+03,1.4962272e+03,5.4301962e-03,-2.3647919e+00,2.9704602e+01
1.707623e+02,14,4.2692082e+05,4.5179409e+06,3.4666076e+03,1.8661879e+03,4.6385340e-03,5.0681619e+01,1.6786055e+00
1.707893e+02,9,4.2735065e+05,4.5185760e+06,2.6454573e+03,1.1724236e+03,4.8615290e-03,6.2473803e+01,2.7381870e+01
1.707980e+02,3,4.2598669e+05,4.5165104e+06,3.9350667e+03,1.9529860e+03,2.2665188e-03,9.0301889e+01,2.5269295e+01
1.708120e+02,15,4.2615930e+05,4.5188554e+06,2.0584948e+03,3.5871442e+03,4.1182145e-04,7.0068175e+01,2.4616842e+01
1.708372e+02,6,4.2485566e+05,4.5168917e+06,4.6457722e+03,1.9573057e+03,3.1448719e-03,1.2070273e+02,2.5091738e+01
1.708471e+02,8,4.2553286e+05,4.5182856e+06,5.2592071e+03,2.2919488e+03,1.8096998e-03,1.1190496e+02,1.6044520e+01
1.708745e+02,8,4.2482260e+05,4.5187361e+06,4.9980170e+03,1.3747558e+03,9.2724283e-03,7.5425735e+01,1.5810425e+01
1.708900e+02,10,4.2647290e+05,4.5164874e+06,2.8925935e+03,1.4847585e+03,4.3365938e-03,6.5255298e+01,2.9997926e+01
1.708981e+02,12,4.2712553e+05,4.5190506e+06,3.6084487e+03,2.1275306e+03,3.7477813e-03,-1.5519556e+00,1.4373178e+01
1.709050e+02,9,4.2673547e+05,4.5193499e+06,4.3184449e+03,1.9046789e+03,6.0129476e-03,8.8290811e+01,2.2737562e+01
1.709123e+02,7,4.2566845e+05,4.5186369e+06,3.8992711e+03,3.4510148e+03,9.6342980e-04,5.8731995e+01,2.8599956e+01
1.709313e+02,4,4.2540792e+05,4.5163396e+06,4.4245579e+03,1.8183332e+03,3.6384037e-03,3.1450745e+01,1.0923078e+01
1.709379e+02,2,4.2506086e+05,4.5183185e+06,3.3968119e+03,1.3376976e+03,4.4058548e-03,5.9801325e+01,1.2597380e+01
1.709520e+02,3,4.2665180e+05,4.5194904e+06,5.7058627e+03,2.1647188e+03,4.1667912e-03,2.8205881e+01,8.9155305e+00
1.709881e+02,7,4.2633423e+05,4.5178635e+06,3.5632805e+03,1.9834713e+03,4.2631862e-03,1.7097232e+01,1.4505974e+01
1.709888e+02,6,4.2749394e+05,4.5181822e+06,5.8643610e+03,1.8686814e+03,5.3961878e-03,-3.1475936e+01,3.5302595e+00
1.710807e+02,10,4.2548728e+05,4.5183284e+06,4.7583991e+03,1.8573932e+03,7.7825316e-03,9.8058971e+01,1.6526289e+01
1.710951e+02,17,4.2708621e+05,4.5187108e+06,3.0182898e+03,2.5226518e+03,5.3925471e-04,5.1588027e+01,2.2815322e+01
1.710986e+02,2,4.2806864e+05,4.5179455e+06,5.1218167e+03,2.3123088e+03,2.9677469e-03,5.8476852e+01,2.6764346e+01
1.711009e+02,7,4.2465602e+05,4.5173209e+06,4.6061188e+03,2.1571220e+03,3.3956597e-03,1.1126357e+02,1.7718761e+01
1.711049e+02,7,4.2654960e+05,4.5196624e+06,3.9729712e+03,2.1404527e+03,1.6188388e-03,1.1052226e+02,1.8472981e+01
1.711148e+02,4,4.2679581e+05,4.5169315e+06,5.4212264e+03,2.8666614e+03,1.1758329e-03,-1.6039778e+01,6.1547853e+00
1.711288e+02,8,4.2706460e+05,4.5177225e+06,5.3516352e+03,1.7274034e+03,4.4238064e-03,8.9827930e+01,1.2305232e+01
1.711357e+02,10,4.2545573e+05,4.5177208e+06,3.7970349e+03,2.1394899e+03,3.6833602e-03,2.7122900e+01,7.6728834e+00
1.711500e+02,9,4.2500642e+05,4.5190968e+06,4.0315956e+03,1.9808036e+03,2.0282255e-03,8.4875025e+01,2.0106564e+01
1.711516e+02,13,4.2769851e+05,4.5185322e+06,2.9914342e+03,1.4215480e+03,4.8891339e-03,8.2383268e+01,2.7639904e+01
1.711676e+02,8,4.2578179e+05,4.5177357e+06,4.8017787e+03,1.9773331e+03,6.7429893e-03,3.6512679e+01,2.8353223e+01
1.712002e+02,11,4.2646413e+05,4.5188956e+06,2.7240801e+03,1.4010406e+03,9.0251644e-03,6.5916861e+00,2.5982575e+01
1.712030e+02,10,4.2580065e+05,4.5198121e+06,3.2810925e+03,1.2449528e+03,9.8647767e-03,6.3460675e+01,1.2926832e+01
1.712037e+02,9,4.2771968e+05,4.5184860e+06,4.0861726e+03,2.7104887e+03,1.5672571e-03,1.0299414e+02,1.1700575e+01
1.712353e+02,7,4.2464937e+05,4.5186557e+06,5.0418232e+03,3.4903475e+03,8.8679355e-04,1.0613632e+01,7.8102441e+00
1.713317e+02,10,4.2770982e+05,4.5185817e+06,3.8790449e+03,2.2754481e+03,2.5678274e-03,1.9948526e+01,1.0005930e+01
1.713858e+02,13,4.2675775e+05,4.5191664e+06,3.8057899e+03,1.3934254e+03,4.4373658e-03,7.6698140e+01,2.0423884e+01
1.713947e+02,8,4.2646183e+05,4.5200029e+06,3.5584207e+03,1.8371829e+03,3.2089596e-03,1.0908660e+02,2.0034779e+01
1.714028e+02,3,4.2475774e+05,4.5170185e+06,5.0982503e+03,1.5721641e+03,6.8857577e-03,-1.6571616e+01,6.1273730e-01
1.714140e+02,7,4.2590620e+05,4.5169987e+06,5.1089814e+03,1.6338723e+03,4.6811050e-03,5.5186417e+01,2.9328254e+01
1.714147e+02,6,4.2463259e+05,4.5179524e+06,4.2076181e+03,1.4952169e+03,6.1053154e-03,7.9727384e+01,1.1423034e-01
1.714429e+02,5,4.2466924e+05,4.5182126e+06,6.4030943e+03,1.8632305e+03,8.9947361e-03,3.8581303e+01,2.2533676e+01
1.714621e+02,11,4.2600445e+05,4.5176079e+06,4.0394633e+03,1.2733951e+03,6.0655251e-03,6.1278542e+01,1.4310577e+01
1.715026e+02,15,4.2617966e+05,4.5183438e+06,3.3633261e+03,2.3703411e+03,6.8638320e-04,6.3159202e+01,1.7266774e+01
1.715285e+02,6,4.2583728e+05,4.5181146e+06,5.3885923e+03,2.2657336e+03,2.2305582e-03,-4.1353136e+01,1.5124966e+01
1.715758e+02,8,4.2597041e+05,4.5192372e+06,3.9166543e+03,1.6301955e+03,9.2978176e-03,-1.7725196e+01,6.7669266e+00
1.715777e+02,8,4.2507046e+05,4.5191495e+06,4.7550991e+03,3.6165059e+03,5.5479047e-04,5.7997410e+01,1.7001734e+01
1.715962e+02,9,4.2637216e+05,4.5195147e+06,3.5453971e+03,1.4941825e+03,8.8549060e-03,8.1054143e+01,1.4184407e+01
1.716605e+02,3,4.2733554e+05,4.5191855e+06,3.7764041e+03,1.5795582e+03,7.0599560e-03,1.0042880e+02,1.3230521e+01
1.716752e+02,12,4.2647688e+05,4.5189054e+06,2.6091143e+03,1.9242687e+03,3.1370933e-03,5.6554435e+01,1.3399652e+01
1.716758e+02,15,4.2568884e+05,4.5182850e+06,3.1801988e+03,1.9399251e+03,4.0200844e-03,3.4124577e+01,9.2429541e+00
1.716928e+02,1,4.2637445e+05,4.5163376e+06,3.4309726e+03,2.0331136e+03,1.9581366e-03,4.2931970e+01,1.2733493e+01
1.717242e+02,8,4.2496058e+05,4.5171982e+06,3.9536856e+03,2.6803793e+03,1.8067906e-03,8.4279754e+01,3.9915071e+00
1.717643e+02,13,4.2752290e+05,4.5178106e+06,3.0758296e+03,2.0737575e+03,1.6394430e-03,1.1422119e+01,2.1227033e+01
1.717816e+02,12,4.2591218e+05,4.5195738e+06,3.0522427e+03,1.7670517e+03,4.3521389e-03,-7.5625928e+00,8.7014653e+00
1.718574e+02,16,4.2589402e+05,4.5190273e+06,3.2271057e+03,1.9276259e+03,4.0276994e-03,7.5656080e+01,2.6656919e+01
1.719366e+02,8,4.2471351e+05,4.5175932e+06,4.6806054e+03,1.9169042e+03,5.8431318e-03,5.7575973e+01,1.7210553e+01
1.719372e+02,2,4.2599642e+05,4.5164921e+06,4.3998506e+03,1.4841182e+03,5.5768996e-03,3.5633761e+01,2.0012079e+01
1.719893e+02,2,4.2600318e+05,4.5192715e+06,6.7789807e+03,2.1082114e+03,6.4881493e-03,1.2458164e+02,2.1528163e+01
1.720000e+02,13,4.2765220e+05,4.5189383e+06,3.8902477e+03,2.0745242e+03,2.5174756e-03,1.2293844e+02,2.0919083e+01
1.720299e+02,7,4.2667003e+05,4.5175509e+06,3.7222778e+03,2.5053994e+03,2.3405388e-03,-2.0966910e+01,2.7652516e+01
1.720884e+02,5,4.2721633e+05,4.5170086e+06,5.3779381e+03,1.7987993e+03,4.2027413e-03,6.2763865e+01,2.0857946e+01
1.720885e+02,16,4.2586716e+05,4.5182847e+06,3.2184033e+03,1.7638438e+03,5.2152288e-03,6.6169984e+01,2.8078717e+01
1.721202e+02,8,4.2533659e+05,4.5181481e+06,4.3310044e+03,2.1674352e+03,1.4628310e-03,5.9387053e+01,2.0862006e+01
1.721302e+02,7,4.2681960e+05,4.5175315e+06,4.9165662e+03,2.7201828e+03,1.0409689e-03,8.1230790e+01,3.9220314e+00
1.721913e+02,14,4.2684872e+05,4.5185057e+06,3.6446109e+03,1.8116457e+03,5.9113599e-03,8.8917113e+01,1.7887823e+01
1.722401e+02,7,4.2518384e+05,4.5167436e+06,5.7300686e+03,2.4461101e+03,3.9181298e-03,9.9802520e+01,1.0272964e+01
1.722666e+02,7,4.2472161e+05,4.5183246e+06,6.1646661e+03,1.6891000e+03,8.5367050e-03,-4.8983315e+01,5.9666918e+00
1.722736e+02,6,4.2789081e+05,4.5181126e+06,5.6052500e+03,2.3869607e+03,3.7649827e-03,5.8055698e+01,2.9452453e+01
1.722809e+02,8,4.2564759e+05,4.5179463e+06,3.3246310e+03,2.2411954e+03,8.8702114e-04,1.6786504e+01,2.4016773e+01
1.723371e+02,5,4.2614899e+05,4.5178199e+06,4.1423146e+03,2.3091784e+03,1.1998581e-03,5.6296987e+00,2.8568506e+01
1.723593e+02,9,4.2779454e+05,4.5188882e+06,4.8264197e+03,1.8963617e+03,4.4916310e-03,6.7345866e+01,2.6251884e+01
1.723711e+02,6,4.2545113e+05,4.5187112e+06,6.6611659e+03,2.8652802e+03,3.2300493e-03,4.9561155e+01,7.7533897e+00
1.724159e+02,19,4.2559256e+05,4.5194260e+06,2.8436045e+03,1.4623994e+03,6.2331156e-03,7.9818530e+01,1.9175808e+01
1.724366e+02,9,4.2455179e+05,4.5183227e+06,3.6330734e+03,1.3420463e+03,9.7355247e-03,6.9197910e+01,1.3943155e+01
1.724457e+02,8,4.2525637e+05,4.5189630e+06,4.0434274e+03,1.5943083e+03,8.8921852e-03,1.0557064e+02,2.9833033e+01
1.724538e+02,8,4.2471003e+05,4.5188663e+06,4.3492148e+03,2.7146644e+03,1.2728043e-03,-2.0190324e+01,5.8367634e+00
1.725287e+02,12,4.2736137e+05,4.5193035e+06,3.9811925e+03,1.5994635e+03,4.9584984e-03,1.1320722e+02,1.6894445e+01
1.725529e+02,18,4.2646551e+05,4.5190461e+06,2.6824095e+03,1.7014082e+03,4.5786488e-03,7.5740493e+01,2.6780706e+01
1.725705e+02,12,4.2737981e+05,4.5191483e+06,2.7240320e+03,1.0485555e+03,8.8737240e-03,7.2575538e+01,8.7166829e+00
1.725878e+02,13,4.2643875e+05,4.5196927e+06,2.6144014e+03,1.4818353e+03,5.1820708e-03,5.7700808e+01,2.6834895e+01
1.726049e+02,7,4.2564164e+05,4.5195114e+06,4.9286611e+03,2.0449180e+03,3.3676824e-03,2.2733288e+01,2.2486549e+01
1.726141e+02,13,4.2542945e+05,4.5178102e+06,3.2287818e+03,2.1169156e+03,1.0245816e-03,7.1912437e+01,1.7494113e+01
1.726166e+02,5,4.2748872e+05,4.5165653e+06,4.7793687e+03,2.3973980e+03,1.9784324e-03,7.3125148e+01,2.4378760e+01
1.726256e+02,1,4.2689272e+05,4.5190697e+06,5.4115288e+03,2.7483053e+03,2.8842883e-03,9.0741347e+01,2.8336235e+01
1.726323e+02,2,4.2695175e+05,4.5171411e+06,4.5952982e+03,1.5688440e+03,6.6673124e-03,-4.8241354e+01,1.1571910e+01
1.726645e+02,15,4.2568214e+05,4.5174266e+06,2.2488431e+03,2.4400148e+03,5.0421718e-04,6.5526785e+01,1.9198714e+01
1.726851e+02,10,4.2683153e+05,4.5174331e+06,3.6612686e+03,1.8142736e+03,5.6351721e-03,-4.2991439e+01,1.4458995e+01
1.727614e+02,11,4.2575466e+05,4.5198141e+06,3.6939809e+03,1.3046769e+03,8.9059479e-03,4.4156053e+01,4.2926232e-01
1.727809e+02,3,4.2709205e+05,4.5165090e+06,4.6078064e+03,1.5926185e+03,7.2274324e-03,-6.4882299e+00,1.1171278e+01
1.728059e+02,4,4.2522029e+05,4.5190250e+06,6.1020497e+03,2.5609268e+03,3.1244920e-03,-1.0921923e+01,1.6991016e+01
1.728150e+02,7,4.2724328e+05,4.5191800e+06,2.3641089e+03,1.2987561e+03,3.4276837e-03,8.5228217e+01,1.5223227e+01
1.728246e+02,4,4.2618320e+05,4.5162657e+06,4.7615105e+03,2.4703174e+03,1.6379611e-03,1.0749072e+02,1.7854117e+01
1.729057e+02,11,4.2707420e+05,4.5194130e+06,4.2354563e+03,2.1240021e+03,4.0250052e-03,7.9599216e+01,2.9264050e+01
1.729463e+02,2,4.2586017e+05,4.5179804e+06,6.9912673e+03,3.7070514e+03,1.7815548e-03,2.7070500e+01,2.0516396e+01
1.729568e+02,9,4.2627467e+05,4.5178120e+06,3.6019231e+03,1.1879411e+03,6.3806033e-03,1.1639842e+02,1.1036026e+01
1.729722e+02,11,4.2577531e+05,4.5180932e+06,3.7416968e+03,1.6319400e+03,8.0628412e-03,1.2540567e+02,1.3429053e+01
1.729730e+02,6,4.2473672e+05,4.5168876e+06,5.7275977e+03,2.5105097e+03,2.3855802e-03,9.5873341e+01,6.7616441e+00
1.729886e+02,9,4.2732619e+05,4.5180293e+06,4.3045858e+03,1.2612762e+03,7.7264283e-03,8.9511593e+01,1.6586235e+01
1.730069e+02,10,4.2625916e+05,4.5184431e+06,2.5452278e+03,1.3366884e+03,2.4083407e-03,5.5133855e+01,9.4998865e+00
1.730201e+02,4,4.2635714e+05,4.5170426e+06,4.0835600e+03,1.8025692e+03,6.2275985e-03,1.2063820e+02,1.7281562e+01
1.730201e+02,16,4.2611459e+05,4.5185590e+06,2.6323375e+03,1.6100518e+03,5.2040117e-03,6.7227507e+01,2.3106331e+01
1.730236e+02,2,4.2657798e+05,4.5169569e+06,4.3873980e+03,1.1761245e+03,9.9113384e-03,9.6338516e+01,2.6049543e+01
1.730285e+02,5,4.2479290e+05,4.5163987e+06,4.8660813e+03,2.0679616e+03,3.3463112e-03,5.6896466e+01,2.5168749e+01
1.730524e+02,5,4.2765758e+05,4.5184412e+06,6.5219702e+03,2.5924363e+03,2.9789659e-03,1.2905609e+01,1.9904851e+01
1.730720e+02,4,4.2449639e+05,4.5179957e+06,4.5879569e+03,1.7140124e+03,6.3434031e-03,1.1433761e+02,4.9530481e+00
1.730927e+02,2,4.2471629e+05,4.5169565e+06,6.7777693e+03,3.0796030e+03,1.9240304e-03,-2.5521565e+00,4.1714623e-01
1.731034e+02,14,4.2728588e+05,4.5184387e+06,3.4102098e+03,2.6205955e+03,6.3583234e-04,7.2442295e+01,1.6285435e+01
1.731219e+02,2,4.2519054e+05,4.5164592e+06,6.7370288e+03,1.6657775e+03,9.4623859e-03,1.2366125e+02,1.4754141e+01
1.731363e+02,3,4.2721253e+05,4.5171720e+06,4.5995205e+03,3.0389358e+03,7.6697212e-04,-2.9060559e+00,1.2627374e+01
1.731793e+02,3,4.2776737e+05,4.5171941e+06,5.9311339e+03,2.1936003e+03,3.6340484e-03,1.0362239e+02,5.5437930e+00
1.731814e+02,6,4.2691264e+05,4.5170964e+06,6.1992209e+03,1.9726396e+03,4.0255910e-03,1.2366715e+02,2.1457255e+01
1.731844e+02,6,4.2514309e+05,4.5161644e+06,5.0075436e+03,2.4454275e+03,2.2534096e-03,2.4993625e+01,3.9448136e-01
1.732249e+02,6,4.2618757e+05,4.5164283e+06,3.7779739e+03,1.7178162e+03,5.7123492e-03,7.2437479e+01,2.2239482e+01
1.732603e+02,4,4.2781650e+05,4.5188606e+06,4.2489309e+03,3.0886983e+03,1.3351168e-03,8.0342246e-02,1.4440859e+01
1.732731e+02,5,4.2590381e+05,4.5157501e+06,6.8485302e+03,2.4347079e+03,4.4883082e-03,3.1770795e+01,1.5774572e-01
1.732913e+02,15,4.2592770e+05,4.5182161e+06,2.7297241e+03,2.5583961e+03,1.4804318e-03,7.5540887e+01,1.8852788e+01
1.733166e+02,8,4.2790585e+05,4.5179983e+06,5.4824126e+03,2.2695748e+03,3.9957951e-03,6.3579447e+01,1.3959694e+01
1.733205e+02,10,4.2538804e+05,4.5196192e+06,3.9425761e+03,1.5207948e+03,8.4506970e-03,1.2068471e+02,1.3091903e+01
1.733228e+02,6,4.2486262e+05,4.5180232e+06,5.9740505e+03,2.5203894e+03,3.9548695e-03,3.7686938e+01,1.2810789e+01
1.733293e+02,9,4.2583747e+05,4.5175839e+06,3.8746613e+03,1.8985257e+03,1.8497837e-03,-1.2142029e+00,8.4704334e+00
1.733395e+02,17,4.2659074e+05,4.5182444e+06,2.5918959e+03,2.4387329e+03,1.6145634e-03,8.9358204e+01,1.4309812e+01
1.733408e+02,6,4.2639630e+05,4.5167274e+06,6.7449042e+03,2.0058311e+03,4.8759578e-03,-1.4214392e+01,6.8131535e+00
1.733495e+02,13,4.2620489e+05,4.5197666e+06,2.3830450e+03,9.3993816e+02,8.4771477e-03,8.4979173e+01,8.3624464e+00
1.733687e+02,2,4.2707943e+05,4.5161153e+06,6.4508145e+03,2.9014837e+03,2.3129849e-03,-4.0154714e+01,1.8251767e+00
1.733691e+02,4,4.2641459e+05,4.5181554e+06,3.5044011e+03,2.3831612e+03,2.8364233e-03,-2.9596795e+01,2.5102910e+01
1.733823e+02,1,4.2479843e+05,4.5170072e+06,6.6788962e+03,3.4737020e+03,1.2445662e-03,1.1444131e+02,1.6638153e+01
1.734125e+02,9,4.2710499e+05,4.5185691e+06,3.4691931e+03,1.9348322e+03,4.2762080e-03,9.9122644e+01,2.7174799e+01
1.734154e+02,10,4.2703010e+05,4.5178015e+06,2.7696386e+03,1.8105800e+03,1.3952395e-03,6.4431235e+01,2.1501381e+01
1.734516e+02,11,4.2786555e+05,4.5181724e+06,3.6420591e+03,2.0645059e+03,2.6247992e-03,-2.4678787e+01,1.4575601e+00
1.734549e+02,6,4.2653368e+05,4.5187864e+06,5.8264916e+03,2.3450618e+03,5.3714199e-03,1.0829053e+02,2.3524411e+01
1.734802e+02,10,4.2475125e+05,4.5190149e+06,4.1711798e+03,1.7706172e+03,3.5275348e-03,1.2591632e+02,1.5336226e+01
1.734958e+02,4,4.2765949e+05,4.5176069e+06,5.6630686e+03,2.4986461e+03,2.8343608e-03,-4.4244125e+01,1.7430144e+01
1.735151e+02,6,4.2661497e+05,4.5174138e+06,4.2790190e+03,1.6225677e+03,3.3455627e-03,4.5828709e+01,1.7643485e+01
1.736413e+02,5,4.2736239e+05,4.5186320e+06,5.3028603e+03,2.4461069e+03,3.8856526e-03,2.8501693e+01,1.4890104e+01
1.736613e+02,10,4.2665909e+05,4.5195802e+06,3.0907431e+03,2.0943536e+03,1.3401046e-03,-1.8466633e+00,8.0459165e+00
1.736839e+02,11,4.2602910e+05,4.5185075e+06,2.6614267e+03,1.4498825e+03,7.1761081e-03,1.0313036e+02,1.3419280e+01
1.737102e+02,8,4.2596439e+05,4.5177781e+06,2.5898949e+03,1.1620724e+03,4.1276426e-03,7.5487975e+01,2.5444626e+01
1.737163e+02,10,4.2776484e+05,4.5187009e+06,4.0247237e+03,1.3976459e+03,9.7384346e-03,1.1678279e+02,2.8014291e+01
1.737610e+02,4,4.2478208e+05,4.5183288e+06,5.1930894e+03,1.5885844e+03,6.2869731e-03,1.2993442e+02,8.0374601e+00
1.738022e+02,9,4.2727254e+05,4.5186552e+06,4.1121512e+03,1.6013260e+03,8.9802249e-03,4.6301496e+01,7.3803880e+00
1.738206e+02,12,4.2685668e+05,4.5191069e+06,3.6410266e+03,1.3628005e+03,4.3978165e-03,7.3598687e+01,2.7910619e+01
1.738286e+02,7,4.2658088e+05,4.5190739e+06,4.3301798e+03,2.1148966e+03,4.7861868e-03,7.1768037e+01,1.6968751e+01
1.738411e+02,4,4.2588897e+05,4.5164669e+06,4.8160119e+03,2.5252910e+03,1.3858665e-03,8.3977437e+01,2.0994989e+01
1.738808e+02,5,4.2630863e+05,4.5194037e+06,6.5104062e+03,2.1123823e+03,5.2992762e-03,5.8439845e+01,1.5902699e+01
1.738909e+02,7,4.2714027e+05,4.5169442e+06,5.2500092e+03,2.0233439e+03,3.7184902e-03,-2.5831952e+01,1.2564148e+01
1.739016e+02,6,4.2713681e+05,4.5164573e+06,4.0428321e+03,3.3412067e+03,7.2351177e-04,5.1906596e+01,2.4569586e+01
1.739106e+02,11,4.2581991e+05,4.5196787e+06,4.1802020e+03,2.4667196e+03,1.5058023e-03,1.9214481e+01,2.2564237e+01
1.739448e+02,4,4.2448712e+05,4.5176388e+06,5.9875573e+03,1.7205097e+03,8.5115565e-03,1.2770163e+02,1.5770786e+01
1.739829e+02,5,4.2509051e+05,4.5186532e+06,5.3054010e+03,1.6791646e+03,5.4041769e-03,-1.2403364e+01,1.4249260e+01
1.740069e+02,13,4.2562638e+05,4.5178228e+06,3.6017860e+03,1.9381282e+03,4.4893530e-03,6.8472492e+01,2.4897091e+01
1.740208e+02,9,4.2713799e+05,4.5188521e+06,3.5851244e+03,1.4169543e+03,3.9345363e-03,5.9679621e+01,2.5290766e+01
1.740589e+02,5,4.2450710e+05,4.5173347e+06,3.9689343e+03,1.5805018e+03,5.2977348e-03,-2.1580998e+01,6.2933624e+00
1.741245e+02,5,4.2542271e+05,4.5162970e+06,4.0127033e+03,2.0837680e+03,2.9608837e-03,-1.5033737e+01,1.2966326e+01
1.741645e+02,14,4.2592439e+05,4.5186068e+06,3.6855699e+03,2.8997172e+03,1.5683617e-03,7.9757384e+01,1.7527822e+01
1.742384e+02,5,4.2490086e+05,4.5172983e+06,5.1375041e+03,1.9979716e+03,2.9048179e-03,6.1246485e+01,2.5673535e+01
1.742456e+02,5,4.2478986e+05,4.5169638e+06,3.8341160e+03,1.8457738e+03,4.2996818e-03,-6.3927579e-02,6.7406555e+00
1.742505e+02,9,4.2495219e+05,4.5170230e+06,3.7457489e+03,1.4253584e+03,9.9087007e-03,5.6355475e+01,1.6819581e+01
1.742759e+02,10,4.2766123e+05,4.5178608e+06,3.8002851e+03,1.2698070e+03,7.1900032e-03,6.5324016e+01,1.8501454e+01
