xcen,ycen,depth,radius,dP_mu
4.2616227e+05,4.5185812e+06,3.8081020e+03,1.0993020e+03,2.5346968e-03
4.2618576e+05,4.5185951e+06,3.8296353e+03,1.0527283e+03,2.8687082e-03
4.2616476e+05,4.5186105e+06,3.8142024e+03,1.0675515e+03,2.7476816e-03
4.2620391e+05,4.5185964e+06,3.7802033e+03,1.1248343e+03,2.3345569e-03
4.2619086e+05,4.5185729e+06,3.7840326e+03,1.1565603e+03,2.1691854e-03
4.2620154e+05,4.5185920e+06,3.8192283e+03,1.0720793e+03,2.7091672e-03
4.2619266e+05,4.5185935e+06,3.7449131e+03,1.1533324e+03,2.1401030e-03
4.2619184e+05,4.5185797e+06,3.8182029e+03,1.1248632e+03,2.3721603e-03
4.2616736e+05,4.5186005e+06,3.8176502e+03,1.0614021e+03,2.8036497e-03
4.2619073e+05,4.5185957e+06,3.7919545e+03,1.0902253e+03,2.5657929e-03
4.2617698e+05,4.5185789e+06,3.7990391e+03,1.1225596e+03,2.3731279e-03
4.2618902e+05,4.5185955e+06,3.8079661e+03,1.0763147e+03,2.6925483e-03
4.2617726e+05,4.5186011e+06,3.8110092e+03,1.0716081e+03,2.7190296e-03
4.2620106e+05,4.5185971e+06,3.7787309e+03,1.1185194e+03,2.3660505e-03
4.2618882e+05,4.5185564e+06,3.8041224e+03,1.1762909e+03,2.0756168e-03
4.2619989e+05,4.5185926e+06,3.7811305e+03,1.1121614e+03,2.4124744e-03
4.2618642e+05,4.5185916e+06,3.7334017e+03,1.1605737e+03,2.0927351e-03
4.2618660e+05,4.5185910e+06,3.8270819e+03,1.0782042e+03,2.7004687e-03
4.2617421e+05,4.5185955e+06,3.8160451e+03,1.0739913e+03,2.7176958e-03
4.2618447e+05,4.5185960e+06,3.7969996e+03,1.0855799e+03,2.6070976e-03
4.2617689e+05,4.5185825e+06,3.8002314e+03,1.1091514e+03,2.4593452e-03
4.2620379e+05,4.5186065e+06,3.7903941e+03,1.0386987e+03,2.9340365e-03
4.2617769e+05,4.5185992e+06,3.8088854e+03,1.0758419e+03,2.6917612e-03
4.2618824e+05,4.5185901e+06,3.7913825e+03,1.1123558e+03,2.4274158e-03
4.2619187e+05,4.5185763e+06,3.7940724e+03,1.1402229e+03,2.2687277e-03
4.2620099e+05,4.5185838e+06,3.7774814e+03,1.1324272e+03,2.2898381e-03
4.2617750e+05,4.5185984e+06,3.7392779e+03,1.1519957e+03,2.1406813e-03
4.2619576e+05,4.5185969e+06,3.8160510e+03,1.0548693e+03,2.8526287e-03
4.2617439e+05,4.5185942e+06,3.8280795e+03,1.0642906e+03,2.7912842e-03
4.2618104e+05,4.5186050e+06,3.7948899e+03,1.0661192e+03,2.7360955e-03
4.2618173e+05,4.5185813e+06,3.7982401e+03,1.1146186e+03,2.4247183e-03
4.2620555e+05,4.5186024e+06,3.7900209e+03,1.0394704e+03,2.9381968e-03
4.2619197e+05,4.5185969e+06,3.8006269e+03,1.0857688e+03,2.6252630e-03
4.2618673e+05,4.5185919e+06,3.8111440e+03,1.0837670e+03,2.6247005e-03
4.2618357e+05,4.5185734e+06,3.8006271e+03,1.1409574e+03,2.2642431e-03
4.2620309e+05,4.5185875e+06,3.8075363e+03,1.0966873e+03,2.5463569e-03
4.2617861e+05,4.5185932e+06,3.7633972e+03,1.1342001e+03,2.2773348e-03
4.2619186e+05,4.5185977e+06,3.8210308e+03,1.0499746e+03,2.8920458e-03
4.2618091e+05,4.5185998e+06,3.8223078e+03,1.0576278e+03,2.8419262e-03
4.2618062e+05,4.5185980e+06,3.7954735e+03,1.0860203e+03,2.6047775e-03
4.2619591e+05,4.5185864e+06,3.8074600e+03,1.0701803e+03,2.7333921e-03
4.2621387e+05,4.5186002e+06,3.7820621e+03,1.0395313e+03,2.9349007e-03
4.2621462e+05,4.5186152e+06,3.7758903e+03,1.0648375e+03,2.7433931e-03
4.2618424e+05,4.5185939e+06,3.8092820e+03,1.0795661e+03,2.6525959e-03
4.2617339e+05,4.5185664e+06,3.7990219e+03,1.1584480e+03,2.1538506e-03
4.2621629e+05,4.5185913e+06,3.8149352e+03,1.0857976e+03,2.6215557e-03
4.2618288e+05,4.5186061e+06,3.7364006e+03,1.1333506e+03,2.2558445e-03
4.2620023e+05,4.5186016e+06,3.8244720e+03,1.0503458e+03,2.9114663e-03
4.2617862e+05,4.5186038e+06,3.8175838e+03,1.0728811e+03,2.7172663e-03
4.2617485e+05,4.5186043e+06,3.7895720e+03,1.0789030e+03,2.6331012e-03
4.2620515e+05,4.5185752e+06,3.8161800e+03,1.0597443e+03,2.8196587e-03
4.2620688e+05,4.5185818e+06,3.8347057e+03,1.0273251e+03,3.0717528e-03
4.2619473e+05,4.5186111e+06,3.7986542e+03,1.0639749e+03,2.7595394e-03
4.2618336e+05,4.5185923e+06,3.8056591e+03,1.0733154e+03,2.6883156e-03
4.2619641e+05,4.5185710e+06,3.8049076e+03,1.1270612e+03,2.3700636e-03
4.2619890e+05,4.5185940e+06,3.8147089e+03,1.0652838e+03,2.7667600e-03
4.2618645e+05,4.5186074e+06,3.7679254e+03,1.0986383e+03,2.4934121e-03
4.2619596e+05,4.5185876e+06,3.8280888e+03,1.0474462e+03,2.9317315e-03
4.2617790e+05,4.5185960e+06,3.8347505e+03,1.0684517e+03,2.7673652e-03
4.2617395e+05,4.5185808e+06,3.7853737e+03,1.0937711e+03,2.5232628e-03
4.2618714e+05,4.5185849e+06,3.7955547e+03,1.0918953e+03,2.5620524e-03
4.2620798e+05,4.5185785e+06,3.8363966e+03,1.0235214e+03,3.0982372e-03
4.2618725e+05,4.5185980e+06,3.7895173e+03,1.0816464e+03,2.6247496e-03
4.2619051e+05,4.5185797e+06,3.8362362e+03,1.0540112e+03,2.8832266e-03
4.2619718e+05,4.5185625e+06,3.8091638e+03,1.1155202e+03,2.4608866e-03
4.2620378e+05,4.5186058e+06,3.7983068e+03,1.0962829e+03,2.5169696e-03
4.2619083e+05,4.5186040e+06,3.7866629e+03,1.0840578e+03,2.6245855e-03
4.2619939e+05,4.5185883e+06,3.8177253e+03,1.0461787e+03,2.9294253e-03
4.2617908e+05,4.5186031e+06,3.8245750e+03,1.0732008e+03,2.7316673e-03
4.2617975e+05,4.5185820e+06,3.8018860e+03,1.0852852e+03,2.6056049e-03
4.2617572e+05,4.5185833e+06,3.8138036e+03,1.0732959e+03,2.7232292e-03
4.2619554e+05,4.5185843e+06,3.8084280e+03,1.0665965e+03,2.7676344e-03
4.2618650e+05,4.5185823e+06,3.8028332e+03,1.0684965e+03,2.7411192e-03
4.2618437e+05,4.5185749e+06,3.8278921e+03,1.0722680e+03,2.7431537e-03
4.2620322e+05,4.5185766e+06,3.7829818e+03,1.1220956e+03,2.3549441e-03
4.2620258e+05,4.5186042e+06,3.7946891e+03,1.0880441e+03,2.5716846e-03
4.2619264e+05,4.5185913e+06,3.7900806e+03,1.0913373e+03,2.5821873e-03
4.2620229e+05,4.5185894e+06,3.8039379e+03,1.0588733e+03,2.8091800e-03
4.2614610e+05,4.5185816e+06,3.8362680e+03,1.0609517e+03,2.8309553e-03
4.2618937e+05,4.5185806e+06,3.7951306e+03,1.0976212e+03,2.5252681e-03
4.2617341e+05,4.5185801e+06,3.7940472e+03,1.1075772e+03,2.4464006e-03
4.2619825e+05,4.5185780e+06,3.8130979e+03,1.0756365e+03,2.7128724e-03
4.2619378e+05,4.5185820e+06,3.8130494e+03,1.0420972e+03,2.9500999e-03
4.2618998e+05,4.5185717e+06,3.8194418e+03,1.0742820e+03,2.7206775e-03
4.2620522e+05,4.5185751e+06,3.7855813e+03,1.1161147e+03,2.4049416e-03
4.2620094e+05,4.5186008e+06,3.7934868e+03,1.0913234e+03,2.5528976e-03
4.2618417e+05,4.5185913e+06,3.7827841e+03,1.1141830e+03,2.4133382e-03
4.2620159e+05,4.5185890e+06,3.8086870e+03,1.0424222e+03,2.9314312e-03
4.2616258e+05,4.5185829e+06,3.8140939e+03,1.0835178e+03,2.6750120e-03
4.2619915e+05,4.5185864e+06,3.8150156e+03,1.0387592e+03,2.9674146e-03
4.2617732e+05,4.5185803e+06,3.7922132e+03,1.1043438e+03,2.4687443e-03
4.2618792e+05,4.5185718e+06,3.8181193e+03,1.0994811e+03,2.5556199e-03
4.2615712e+05,4.5185745e+06,3.7914363e+03,1.0706795e+03,2.7220801e-03
4.2619521e+05,4.5185711e+06,3.8210330e+03,1.0697145e+03,2.7686593e-03
4.2620040e+05,4.5185807e+06,3.7960452e+03,1.0722072e+03,2.7191010e-03
4.2619769e+05,4.5185841e+06,3.8088450e+03,1.0961440e+03,2.5509336e-03
4.2617435e+05,4.5185853e+06,3.7753808e+03,1.1286791e+03,2.3263806e-03
4.2618518e+05,4.5185997e+06,3.8531670e+03,1.0199280e+03,3.1780390e-03
4.2617055e+05,4.5185817e+06,3.8106336e+03,1.0798890e+03,2.6926840e-03
4.2618721e+05,4.5185840e+06,3.8108811e+03,1.0586754e+03,2.8286140e-03
4.2618105e+05,4.5185862e+06,3.8031036e+03,1.0757292e+03,2.7030798e-03
4.2618130e+05,4.5185736e+06,3.8053623e+03,1.1002983e+03,2.5298862e-03
4.2617650e+05,4.5185803e+06,3.8031637e+03,1.0559589e+03,2.8465337e-03
4.2619240e+05,4.5185702e+06,3.7962454e+03,1.1075829e+03,2.4547037e-03
4.2620039e+05,4.5185809e+06,3.7889212e+03,1.0528626e+03,2.8569786e-03
4.2619976e+05,4.5185837e+06,3.7997334e+03,1.0818371e+03,2.6468362e-03
4.2617839e+05,4.5185813e+06,3.7796001e+03,1.1172731e+03,2.4122171e-03
4.2619042e+05,4.5185930e+06,3.8291331e+03,1.0199217e+03,3.1529001e-03
4.2616538e+05,4.5185699e+06,3.7927536e+03,1.1065628e+03,2.4533121e-03
4.2617206e+05,4.5185863e+06,3.8212068e+03,1.0542654e+03,2.8710853e-03
4.2617805e+05,4.5185868e+06,3.8149746e+03,1.1035562e+03,2.4932203e-03
4.2618283e+05,4.5185739e+06,3.8032910e+03,1.0944849e+03,2.5707298e-03
4.2618264e+05,4.5185881e+06,3.7913473e+03,1.0342860e+03,3.0127048e-03
4.2619450e+05,4.5185823e+06,3.8106995e+03,1.0538908e+03,2.8731284e-03
4.2619740e+05,4.5185796e+06,3.7824328e+03,1.0355984e+03,2.9838244e-03
4.2618845e+05,4.5185770e+06,3.7843901e+03,1.0938387e+03,2.5499367e-03
4.2617422e+05,4.5185804e+06,3.7627150e+03,1.1411816e+03,2.2428134e-03
4.2616843e+05,4.5185984e+06,3.8439272e+03,1.0238566e+03,3.1654565e-03
4.2617246e+05,4.5185880e+06,3.8018921e+03,1.0571382e+03,2.8361095e-03
4.2617382e+05,4.5185898e+06,3.8283030e+03,1.0470265e+03,2.9232171e-03
4.2618881e+05,4.5185855e+06,3.8165658e+03,1.0858291e+03,2.6282758e-03
4.2617848e+05,4.5185591e+06,3.8015570e+03,1.1204351e+03,2.3965258e-03
4.2618143e+05,4.5185877e+06,3.8078214e+03,1.0500352e+03,2.8922330e-03
4.2619471e+05,4.5185958e+06,3.8219393e+03,1.0364962e+03,3.0017185e-03
4.2619536e+05,4.5185828e+06,3.8014810e+03,1.0347571e+03,3.0059804e-03
4.2619290e+05,4.5185760e+06,3.7911668e+03,1.0790368e+03,2.6459598e-03
4.2617632e+05,4.5185853e+06,3.7709799e+03,1.1333701e+03,2.2887095e-03
4.2616668e+05,4.5185999e+06,3.8476297e+03,1.0202038e+03,3.2038462e-03
4.2617937e+05,4.5185865e+06,3.8077628e+03,1.0503510e+03,2.8944233e-03
4.2618543e+05,4.5185849e+06,3.8186196e+03,1.0610601e+03,2.7932700e-03
4.2618776e+05,4.5185821e+06,3.8080723e+03,1.0698638e+03,2.7464229e-03
4.2617701e+05,4.5185551e+06,3.8015361e+03,1.1274601e+03,2.3500035e-03
4.2616746e+05,4.5185722e+06,3.7872944e+03,1.0676396e+03,2.7569125e-03
4.2620324e+05,4.5185970e+06,3.8283913e+03,1.0246192e+03,3.1005273e-03
4.2619937e+05,4.5185859e+06,3.8211026e+03,1.0248427e+03,3.1149260e-03
4.2618227e+05,4.5185866e+06,3.8151643e+03,1.0536931e+03,2.8866013e-03
4.2618257e+05,4.5185826e+06,3.7716386e+03,1.1251462e+03,2.3306276e-03
4.2617063e+05,4.5186051e+06,3.8612096e+03,9.8897371e+02,3.4837940e-03
4.2617960e+05,4.5185813e+06,3.7907216e+03,1.0836714e+03,2.6236415e-03
4.2617765e+05,4.5185790e+06,3.8052642e+03,1.0609580e+03,2.8049015e-03
4.2618380e+05,4.5185927e+06,3.8024822e+03,1.0791785e+03,2.6842754e-03
4.2619521e+05,4.5185828e+06,3.8135620e+03,1.0538768e+03,2.8789318e-03
4.2616385e+05,4.5185703e+06,3.7829679e+03,1.0672295e+03,2.7654903e-03
4.2619512e+05,4.5185920e+06,3.8152759e+03,1.0388921e+03,2.9775009e-03
4.2619956e+05,4.5185790e+06,3.8301968e+03,1.0022213e+03,3.3213192e-03
4.2616692e+05,4.5185831e+06,3.8142417e+03,1.0279067e+03,3.0908797e-03
4.2618372e+05,4.5185835e+06,3.7910654e+03,1.0996101e+03,2.5147752e-03
4.2617952e+05,4.5186016e+06,3.8362067e+03,1.0255848e+03,3.1361630e-03
4.2618458e+05,4.5185817e+06,3.7935166e+03,1.0824607e+03,2.6290296e-03
4.2616803e+05,4.5185784e+06,3.8117859e+03,1.0362686e+03,3.0106846e-03
4.2618245e+05,4.5186086e+06,3.7945090e+03,1.1103778e+03,2.4513408e-03
4.2617888e+05,4.5185784e+06,3.8140494e+03,1.0655922e+03,2.7904918e-03
4.2616163e+05,4.5185723e+06,3.7719092e+03,1.0802410e+03,2.6504543e-03
4.2618681e+05,4.5185973e+06,3.8125870e+03,1.0449655e+03,2.9216338e-03
4.2619697e+05,4.5185933e+06,3.8358050e+03,1.0083834e+03,3.2782654e-03
4.2616525e+05,4.5185815e+06,3.8132312e+03,1.0312730e+03,3.0694712e-03
4.2618093e+05,4.5185821e+06,3.7947106e+03,1.0881151e+03,2.6017994e-03
4.2617748e+05,4.5186082e+06,3.8523611e+03,9.9828481e+02,3.3669534e-03
4.2620154e+05,4.5185883e+06,3.8109765e+03,1.0679969e+03,2.7541048e-03
4.2616023e+05,4.5185797e+06,3.8201957e+03,1.0163808e+03,3.1827269e-03
4.2618071e+05,4.5186034e+06,3.7935190e+03,1.1049580e+03,2.4893744e-03
4.2617825e+05,4.5185679e+06,3.8082896e+03,1.0785762e+03,2.6763130e-03
4.2617010e+05,4.5185709e+06,3.7745043e+03,1.0667006e+03,2.7542817e-03
4.2618523e+05,4.5185994e+06,3.8114773e+03,1.0464670e+03,2.9110129e-03
4.2619977e+05,4.5185943e+06,3.8380259e+03,1.0015854e+03,3.3377830e-03
4.2617812e+05,4.5185930e+06,3.8280700e+03,1.0297040e+03,3.1040644e-03
4.2617620e+05,4.5185821e+06,3.7994652e+03,1.0676438e+03,2.7703701e-03
4.2617487e+05,4.5186038e+06,3.8102226e+03,1.0580303e+03,2.8152567e-03
4.2620810e+05,4.5185993e+06,3.8129537e+03,1.0459241e+03,2.8997714e-03
4.2617894e+05,4.5185765e+06,3.8228641e+03,1.0060970e+03,3.2773075e-03
4.2617735e+05,4.5186015e+06,3.7854123e+03,1.1056157e+03,2.4795796e-03
4.2617637e+05,4.5185609e+06,3.8237045e+03,1.0690477e+03,2.7832934e-03
4.2616491e+05,4.5185785e+06,3.7800540e+03,1.0517437e+03,2.8895086e-03
4.2618944e+05,4.5185909e+06,3.8079516e+03,1.0569225e+03,2.8316134e-03
4.2619977e+05,4.5185943e+06,3.8380259e+03,1.0015854e+03,3.3377830e-03
4.2617812e+05,4.5185924e+06,3.8376836e+03,1.0032718e+03,3.3226952e-03
4.2618473e+05,4.5185811e+06,3.8358582e+03,1.0036269e+03,3.3119817e-03
4.2617342e+05,4.5186089e+06,3.8130043e+03,1.0344797e+03,3.0292322e-03
4.2619938e+05,4.5185871e+06,3.8232130e+03,1.0438531e+03,2.9486502e-03
4.2617355e+05,4.5185599e+06,3.7869991e+03,1.0240634e+03,3.0861169e-03
4.2617699e+05,4.5185791e+06,3.8003507e+03,1.1065528e+03,2.4869339e-03
4.2618288e+05,4.5185652e+06,3.8300432e+03,1.0717426e+03,2.7721492e-03
4.2616828e+05,4.5185711e+06,3.7896530e+03,1.0360417e+03,3.0029089e-03
4.2618225e+05,4.5185809e+06,3.7789739e+03,1.0686492e+03,2.7408523e-03
4.2618689e+05,4.5185838e+06,3.8167703e+03,1.0159967e+03,3.1960610e-03
4.2617520e+05,4.5185860e+06,3.8291301e+03,1.0087280e+03,3.2676495e-03
4.2619173e+05,4.5185765e+06,3.8457957e+03,1.0127151e+03,3.2516151e-03
4.2616405e+05,4.5186134e+06,3.8187058e+03,1.0222089e+03,3.1316949e-03
4.2620209e+05,4.5185974e+06,3.8299560e+03,1.0353512e+03,3.0119534e-03
4.2617668e+05,4.5185711e+06,3.8056259e+03,1.0361541e+03,3.0181541e-03
4.2617060e+05,4.5185731e+06,3.7796387e+03,1.1264379e+03,2.3297120e-03
4.2617877e+05,4.5185688e+06,3.8072495e+03,1.0616614e+03,2.8277244e-03
4.2618870e+05,4.5185780e+06,3.8105284e+03,1.0246386e+03,3.1138689e-03
4.2618765e+05,4.5185784e+06,3.7518896e+03,1.0606796e+03,2.7490716e-03
4.2620698e+05,4.5185680e+06,3.8144396e+03,1.0065033e+03,3.3043651e-03
4.2616583e+05,4.5185911e+06,3.8535860e+03,9.9525080e+02,3.4367851e-03
4.2620125e+05,4.5185771e+06,3.8305606e+03,1.0189465e+03,3.1928003e-03
4.2617412e+05,4.5185877e+06,3.7990024e+03,1.0300739e+03,3.0500304e-03
4.2620099e+05,4.5185919e+06,3.8286234e+03,1.0345533e+03,3.0262665e-03
4.2617748e+05,4.5185674e+06,3.7954335e+03,1.0427951e+03,2.9483031e-03
4.2617475e+05,4.5185729e+06,3.7903342e+03,1.0911486e+03,2.5993991e-03
4.2618802e+05,4.5185620e+06,3.8120684e+03,1.0348376e+03,3.0205942e-03
4.2619787e+05,4.5185708e+06,3.8143427e+03,1.0196490e+03,3.1614571e-03
4.2619233e+05,4.5185766e+06,3.7804910e+03,1.0449342e+03,2.9217632e-03
4.2620621e+05,4.5185716e+06,3.8177105e+03,1.0004135e+03,3.3641909e-03
4.2619357e+05,4.5185786e+06,3.8313639e+03,1.0095470e+03,3.2707584e-03
4.2619083e+05,4.5185831e+06,3.8429276e+03,1.0243920e+03,3.1361044e-03
4.2617232e+05,4.5185892e+06,3.7945452e+03,1.0281187e+03,3.0571453e-03
4.2620858e+05,4.5185848e+06,3.8116462e+03,1.0188851e+03,3.1582048e-03
4.2617925e+05,4.5185793e+06,3.8115096e+03,1.0370348e+03,3.0156745e-03
4.2617032e+05,4.5185722e+06,3.7864706e+03,1.0995638e+03,2.5280234e-03
4.2618443e+05,4.5185540e+06,3.8295365e+03,1.0373363e+03,3.0056732e-03
4.2619872e+05,4.5185715e+06,3.8287353e+03,1.0177548e+03,3.1983928e-03
4.2621357e+05,4.5185875e+06,3.7835668e+03,1.0308241e+03,3.0547147e-03
4.2621034e+05,4.5185807e+06,3.8233412e+03,1.0046627e+03,3.3267934e-03
4.2618780e+05,4.5185892e+06,3.8180063e+03,1.0051776e+03,3.2848732e-03
4.2619029e+05,4.5185913e+06,3.8310719e+03,1.0465916e+03,2.9344411e-03
4.2618329e+05,4.5185902e+06,3.7990631e+03,1.0170237e+03,3.1764620e-03
4.2619380e+05,4.5185843e+06,3.8035232e+03,1.0363952e+03,3.0080947e-03
4.2618161e+05,4.5185825e+06,3.8089566e+03,1.0370705e+03,2.9988772e-03
4.2617478e+05,4.5185786e+06,3.7961043e+03,1.0687603e+03,2.7548585e-03
4.2618266e+05,4.5185722e+06,3.8170977e+03,1.0324935e+03,3.0457673e-03
4.2619749e+05,4.5185640e+06,3.8498160e+03,9.9959269e+02,3.3973231e-03
4.2619679e+05,4.5185867e+06,3.8158792e+03,1.0149006e+03,3.2006676e-03
4.2621119e+05,4.5185834e+06,3.8207260e+03,1.0033371e+03,3.3215228e-03
4.2618555e+05,4.5185828e+06,3.8333174e+03,9.9820351e+02,3.3626286e-03
4.2619349e+05,4.5186062e+06,3.8271452e+03,1.0473415e+03,2.9303237e-03
4.2616968e+05,4.5185880e+06,3.7790140e+03,9.9897267e+02,3.3207478e-03
4.2619445e+05,4.5185908e+06,3.8040403e+03,1.0288064e+03,3.0656768e-03
4.2619209e+05,4.5185940e+06,3.8137895e+03,1.0171922e+03,3.1660553e-03
4.2617460e+05,4.5185916e+06,3.7883522e+03,1.0994667e+03,2.5133781e-03
4.2619007e+05,4.5185721e+06,3.8198035e+03,1.0174391e+03,3.1722086e-03
4.2619090e+05,4.5185716e+06,3.8254529e+03,1.0197020e+03,3.2053292e-03
4.2619840e+05,4.5185816e+06,3.8236044e+03,1.0167926e+03,3.1947415e-03
4.2621837e+05,4.5185865e+06,3.8150693e+03,1.0072662e+03,3.2793963e-03
4.2619122e+05,4.5185797e+06,3.8274391e+03,1.0101124e+03,3.2606596e-03
4.2618871e+05,4.5185967e+06,3.8217495e+03,1.0466665e+03,2.9361694e-03
4.2617299e+05,4.5185890e+06,3.7825424e+03,1.0038693e+03,3.2785346e-03
4.2620224e+05,4.5185752e+06,3.7998126e+03,1.0126791e+03,3.1968455e-03
4.2619323e+05,4.5186000e+06,3.8069136e+03,1.0227405e+03,3.0926476e-03
4.2617353e+05,4.5185912e+06,3.7884263e+03,1.1012913e+03,2.5010092e-03
4.2619562e+05,4.5185776e+06,3.8193339e+03,1.0204075e+03,3.1511791e-03
4.2619626e+05,4.5185529e+06,3.8304520e+03,1.0045803e+03,3.3598829e-03
4.2621256e+05,4.5185829e+06,3.8233798e+03,1.0279593e+03,3.0837187e-03
4.2619634e+05,4.5185858e+06,3.8191078e+03,1.0200006e+03,3.1806538e-03
4.2618018e+05,4.5185728e+06,3.8265900e+03,9.9467990e+02,3.4097479e-03
4.2618307e+05,4.5185972e+06,3.8204129e+03,1.0337383e+03,3.0569840e-03
4.2617079e+05,4.5185891e+06,3.7810108e+03,1.0047542e+03,3.2722779e-03
4.2619413e+05,4.5185844e+06,3.7900276e+03,1.0501390e+03,2.8816881e-03
4.2618473e+05,4.5185884e+06,3.8095459e+03,1.0147632e+03,3.1968118e-03
4.2618086e+05,4.5185924e+06,3.7927584e+03,1.0998934e+03,2.5062671e-03
4.2618266e+05,4.5185677e+06,3.8109073e+03,1.0166676e+03,3.1978141e-03
4.2619458e+05,4.5185484e+06,3.8478153e+03,9.8988715e+02,3.5129385e-03
4.2620428e+05,4.5185913e+06,3.8110365e+03,1.0669335e+03,2.7555155e-03
4.2620632e+05,4.5185946e+06,3.8008734e+03,1.0216901e+03,3.1263628e-03
4.2617793e+05,4.5185828e+06,3.8039110e+03,1.0279702e+03,3.1101558e-03
4.2617224e+05,4.5185812e+06,3.8292633e+03,9.9583232e+02,3.4339057e-03
4.2616000e+05,4.5185836e+06,3.7927393e+03,9.8665022e+02,3.4621470e-03
4.2619694e+05,4.5185882e+06,3.7901635e+03,1.0479988e+03,2.8937697e-03
4.2618842e+05,4.5186102e+06,3.8087238e+03,1.0089236e+03,3.2424084e-03
4.2617981e+05,4.5185783e+06,3.7990080e+03,1.0909883e+03,2.5814198e-03
4.2617874e+05,4.5185508e+06,3.8205630e+03,1.0033463e+03,3.3343987e-03
4.2618666e+05,4.5185621e+06,3.8062812e+03,1.0061273e+03,3.2866250e-03
4.2619206e+05,4.5185935e+06,3.8024237e+03,1.0434175e+03,2.9614408e-03
4.2617966e+05,4.5185779e+06,3.7956250e+03,1.0054562e+03,3.2810138e-03
4.2619386e+05,4.5185868e+06,3.8063216e+03,1.0386823e+03,3.0053830e-03
4.2617266e+05,4.5185816e+06,3.8582282e+03,9.7546023e+02,3.6878125e-03
4.2616628e+05,4.5185697e+06,3.7983259e+03,9.9482956e+02,3.3950496e-03
4.2618997e+05,4.5185712e+06,3.7928567e+03,1.0309023e+03,3.0466093e-03
4.2619261e+05,4.5185822e+06,3.8054709e+03,1.0195572e+03,3.1531386e-03
4.2618255e+05,4.5185805e+06,3.8012125e+03,1.0740906e+03,2.7183391e-03
4.2618253e+05,4.5185646e+06,3.8242320e+03,1.0063507e+03,3.3207671e-03
4.2618881e+05,4.5185666e+06,3.8027863e+03,1.0172417e+03,3.1867807e-03
4.2618347e+05,4.5185968e+06,3.7800832e+03,1.0500980e+03,2.8763574e-03
4.2618343e+05,4.5185784e+06,3.7974573e+03,1.0270503e+03,3.0993349e-03
4.2620267e+05,4.5185855e+06,3.8113473e+03,1.0420241e+03,2.9591541e-03
4.2617270e+05,4.5185752e+06,3.8259016e+03,9.8489727e+02,3.5323033e-03
4.2616371e+05,4.5185719e+06,3.7965928e+03,9.8154700e+02,3.5026383e-03
4.2618335e+05,4.5185648e+06,3.7888022e+03,1.0250233e+03,3.1017505e-03
4.2620145e+05,4.5185865e+06,3.8046761e+03,1.0354155e+03,3.0048206e-03
4.2618495e+05,4.5185864e+06,3.8063788e+03,1.0766574e+03,2.6963255e-03
4.2618000e+05,4.5185661e+06,3.8304559e+03,9.9663069e+02,3.4115789e-03
4.2618286e+05,4.5185741e+06,3.7981394e+03,9.8826540e+02,3.4588820e-03
4.2618815e+05,4.5186034e+06,3.7809066e+03,1.0325560e+03,3.0101105e-03
4.2618059e+05,4.5185816e+06,3.8005793e+03,1.0046038e+03,3.2976491e-03
4.2619107e+05,4.5185768e+06,3.8180303e+03,1.0361369e+03,3.0433740e-03
4.2616484e+05,4.5185805e+06,3.8361578e+03,9.6528517e+02,3.7378584e-03
4.2618004e+05,4.5185762e+06,3.8069617e+03,1.0088501e+03,3.2493751e-03
4.2618442e+05,4.5185711e+06,3.7842329e+03,1.0167794e+03,3.1797641e-03
4.2619924e+05,4.5185833e+06,3.8172878e+03,1.0268494e+03,3.1068187e-03
4.2618599e+05,4.5185836e+06,3.8003660e+03,1.0635197e+03,2.7903671e-03
4.2617824e+05,4.5185763e+06,3.8253865e+03,1.0118486e+03,3.2784102e-03
4.2618286e+05,4.5185741e+06,3.7981394e+03,9.8826540e+02,3.4588820e-03
4.2618953e+05,4.5185979e+06,3.7863551e+03,1.0330076e+03,3.0135333e-03
4.2619638e+05,4.5185833e+06,3.8372022e+03,9.8223217e+02,3.5362950e-03
4.2618022e+05,4.5185652e+06,3.8256558e+03,1.0202320e+03,3.2094191e-03
4.2616925e+05,4.5185873e+06,3.7979358e+03,9.5831361e+02,3.7635166e-03
4.2617491e+05,4.5185744e+06,3.8088672e+03,9.9006887e+02,3.4352860e-03
4.2618222e+05,4.5185645e+06,3.8025798e+03,9.9245818e+02,3.4102161e-03
4.2618813e+05,4.5186169e+06,3.7980876e+03,9.9669895e+02,3.3214690e-03
4.2618903e+05,4.5185895e+06,3.7928558e+03,1.0639674e+03,2.7702047e-03
4.2617541e+05,4.5185948e+06,3.8394901e+03,1.0114749e+03,3.2653947e-03
4.2618224e+05,4.5185746e+06,3.7886728e+03,9.8589807e+02,3.4947902e-03
4.2619122e+05,4.5186023e+06,3.7719137e+03,1.0126843e+03,3.1679915e-03
4.2619129e+05,4.5185735e+06,3.8418705e+03,9.8926073e+02,3.4869192e-03
4.2618532e+05,4.5185854e+06,3.8063535e+03,1.0447671e+03,2.9439080e-03
4.2617178e+05,4.5185848e+06,3.8001869e+03,9.6937612e+02,3.6559670e-03
4.2617586e+05,4.5185928e+06,3.8102250e+03,1.0315013e+03,3.0319448e-03
4.2618361e+05,4.5185737e+06,3.7891386e+03,1.0205250e+03,3.1492338e-03
4.2618903e+05,4.5186054e+06,3.7930199e+03,1.0202507e+03,3.1305112e-03
