xtlc,xtlc_sigma,ytlc,ytlc_sigma,dtlc,dtlc_sigma,length,length_sigma,width,width_sigma,dip,dip_sigma,opening,opening_sigma
4.2578406e+05,2.3299917e+02,4.5197073e+06,8.0997809e+01,3.7954779e+03,3.0842547e+01,8.1076255e+02,4.5129330e+02,2.4048234e+03,2.2247587e+02,1.2361748e-01,2.6608057e-02,3.5309104e+00,7.1427469e-01
